Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,K_sd_fr,Ca_sd_fr,Ti_sd_fr,Mn_sd_fr,Fe_sd_fr,Co_sd_fr,Ni_sd_fr,Cu_sd_fr,Zn_sd_fr,Rb_sd_fr,Sr_sd_fr,Zr_sd_fr,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,Water_Content,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Wet_density,Dry_density,Dry_density_err,DMAR,DMAR_err,DMAR_err_pc
Bird Island,BI10,BI10.2,71,68.7,69.8,69.2,69.2,0.55,826,1194,1027,1024,184,0.0397,0.00745,24090.25,59035.08333,1.284166667,-2.177480993,0.635837976,-1.363497339,-1.35338603,2.714453413,-0.618853633,0.369308706,-0.071446654,-0.11131526,-0.940570404,1.133530671,1.783419547,1.57597738,0.076556831,0.651528188,0.556729194,0.372054699,0.351956455,0.060753226,0.02325729,0.041640936,1.394468733,0.304998524,0.176985914,44307.25,6735.5,6.580597868,1.88383042,0.152050972,-1.883830419,51042.75,855.8962474,156.2407815,0.168230835,0.02528636,0.003803778,0.025286361,914.2364052,0.723761716,0.12040305,0.477836054,0.411360234,0.137064316,0.568723259,0.164505263,0.325519649,0.374081108,1.482577729,0.269069494,0.09923964,2.958381114,4.169739525,1.506289449,-0.78963984,3.58559083,-3.91553437,-2.73083618,-1.100845992,0.315867058,-2.575544727,0.115839187,-1.539306054,0.532508601,0.542066138,0.210880523,-0.094756781,0.645406349,-0.274087406,-1.474651537,-0.154118439,0.028428035,-0.412087156,0.002316784,-0.076965303,76.84,23.16,1.16,65.27,3.26,32.63,3.26,1.0071,0.3035,0.2463,0.012,0.012,99.9
Bird Island,BI10,BI10.3,84,80,81,80.5,80.5,0.5,1078,1383,1228,1228,153,0.11538,0.01505,23305.5,56089.8,1.359,-1.902933818,0.464441781,-1.036240027,-1.434948353,2.804669215,-0.775180394,0.356390153,-0.084647594,-0.809712378,-0.252415879,1.032551787,1.638025506,2.883705182,0.051282436,0.589239456,0.89156769,0.753844559,0.498703103,0.064640628,0.02730179,0.505576288,0.199893615,0.196926683,0.252078626,41785.9,6389,6.542561287,1.878115961,0.152911138,-1.878115961,48174.9,1122.610296,206.5257584,0.140667747,0.021867458,0.003401228,0.021867458,1280.986898,1.515399619,0.110417361,0.56863221,0.621323888,0.268781985,0.643338128,0.18137602,0.322534738,0.624389971,0.791921712,0.190718456,0.153891759,4.271033614,3.899712141,2.393850738,-0.468778543,3.444711168,-4.409324442,-3.449888786,-1.622044398,-1.088758748,-1.384789405,0.045471755,-1.631195093,0.76878605,0.506962578,0.335139103,-0.056253425,0.62004801,-0.308652711,-1.862939945,-0.227086216,-0.097988287,-0.221566305,0.000909435,-0.081559755,83.75,16.25,0.81,72.37,3.62,36.18,3.62,0.8837,0.1715,0.16,0.0198,0.021,106.3
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,85.3,0.525,1140,1414,1267,1270,137,0.11538,0.01316,21329.45455,51592.63636,1.240909091,-3.24094639,0.877684198,-1.376866259,-1.465994039,2.472786415,-0.53623509,0.842926872,0.327176863,-0.935864417,-0.65130442,1.40752272,2.279113547,4.461160057,0.102568756,1.047941852,1.03554172,0.268490744,0.341844106,0.066126778,0.088631545,1.026200778,0.913637481,0.328541618,0.156520896,40259.81818,6034.909091,6.675364633,1.898067299,0.149911105,-1.898067298,46294.72727,896.363522,199.4965937,0.18749813,0.02796726,0.004174895,0.02796726,1018.184864,1.376499183,0.11686294,0.761106494,0.706375123,0.108578219,0.637489252,0.078449009,0.270897962,1.096527189,1.402781023,0.233418341,0.068676217,3.360978837,4.202408858,1.677260579,-0.629762596,3.553766075,-3.720746508,-2.899721059,-1.065517959,-0.5018295,-2.088792334,0.198157304,-2.086201697,0.604976191,0.546313151,0.234816481,-0.075571512,0.639677893,-0.260452256,-1.565849372,-0.149172514,-0.045164655,-0.334206773,0.003963146,-0.104310085,83.38,16.62,0.83,73.08,3.65,36.54,3.66,0.9241,0.1842,0.1804,0.0213,0.0232,109.3
Bird Island,BI10,BI10.3,95,93,94,93.5,93.5,0.5,1233,1487,1332,1342,127,0.11287,0.01132,21085,51886,1.319090909,-1.62698889,0.579671499,-0.295947512,-0.951053839,3.149176148,-0.81340766,0.391321288,-0.313228524,-3.281809809,-0.234739599,1.579385913,1.817620984,1.029824836,0.087257355,0.21217418,0.414826796,0.722474952,0.524169084,0.045274882,0.216991908,6.455781914,0.182310598,0.738973625,0.186212247,38250.63636,5976.090909,6.401633636,1.855807878,0.156443694,-1.855807879,44226.72727,2260.375291,279.3658728,0.258608262,0.040543299,0.006363537,0.040543299,2471.743477,0.632963656,0.150528972,0.71693179,0.436175934,0.22941713,0.644411295,0.115697468,0.692759091,1.967140782,0.776650375,0.467886676,0.102448337,3.243456551,4.00811031,1.600309956,-0.707282013,4.533947801,-3.058276394,-2.843690584,-1.579646064,-0.530321058,-2.476010236,-0.020224368,-2.170373901,0.583822179,0.52105434,0.224043394,-0.084873842,0.816110604,-0.214079348,-1.535592916,-0.221150449,-0.047728895,-0.396161638,-0.000404487,-0.108518695,84.51,15.49,0.77,71.74,3.59,35.87,3.59,0.926,0.1698,0.1787,0.0192,0.0221,115.3
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,96.8,0.5,1278,1505,1359,1371,114,0.11294,0.00996,20358.09091,49648.18182,1.288181818,-1.375169824,0.289344173,-0.678603837,-1.0587938,2.949234953,-0.5586742,0.281099388,-0.515232029,-2.629074997,0.127892344,1.47297315,1.695004678,0.862689573,0.060034069,0.207127988,0.318224399,0.338055224,0.241536879,0.02828258,0.224838108,7.706896832,0.075138956,0.291443134,0.170602436,36182.81818,5897.909091,6.129922695,1.812791718,0.163261797,-1.812791717,42080.72727,2511.390484,285.0955821,0.179411937,0.029328053,0.004797626,0.029328053,2782.5318,0.627333117,0.207483248,0.305226668,0.300553705,0.114624718,0.432339418,0.100614164,0.436382243,2.931410036,0.587517228,0.197860453,0.100650127,3.413361438,4.187868213,1.725017539,-0.618439671,4.256323233,-3.317649928,-2.839975529,-1.673154929,-0.874900625,-2.336224731,0.114352066,-2.036577077,0.614405059,0.544422868,0.241502455,-0.07421276,0.766138182,-0.232235495,-1.533586786,-0.23424169,-0.078741056,-0.373795957,0.002287041,-0.101828854,72.66,27.34,1.37,78.62,3.93,39.31,3.93,0.9172,0.3451,0.374,0.039,0.0457,117.2
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,103.7,0.475,1358,1649,1477,1487,145,0.04191,0.00429,23485.90909,56468.36364,1.455454545,-1.90267718,0.658347105,-0.738369632,-0.957187294,2.503985606,-0.715511494,0.495638879,-0.241807094,-1.672153522,-0.793320352,1.42488695,1.938168029,1.809781884,0.14489038,0.914641717,0.181710625,0.874446348,0.324000824,0.045843981,0.098833158,2.069796196,0.966300864,0.359074323,0.221726677,43429,6444.272727,6.741645206,1.908147997,0.148378059,-1.908147997,49873.27273,552.6917767,162.0747302,0.124811307,0.018531417,0.002752184,0.018531417,676.2464182,0.951176533,0.220082049,1.238731493,0.189838108,0.349221795,0.452824066,0.092494723,0.40872729,1.237802731,1.21804623,0.252001973,0.114400131,2.976634872,4.581385363,1.804254421,-0.426211194,3.309509097,-3.956208023,-2.765812805,-1.320026896,-0.462279231,-2.449781195,0.560287783,-1.851752192,0.535794277,0.595580097,0.252595619,-0.051145343,0.595711638,-0.276934562,-1.493538915,-0.184803766,-0.041605131,-0.391964991,0.011205756,-0.09258761,83.17,16.83,0.84,84.12,4.21,42.06,4.21,0.944,0.191,0.2184,0.008,0.01,124.6
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,115.4,0.5,1478,2098,1763,1768,310,0.04149,0.00745,23787.45455,60059.36364,1.378181818,-2.397925715,0.77256412,-1.121137566,-1.044066629,4.314642624,0.362622729,0.872775178,0.355870508,-4.108007153,-1.077589321,0.849061884,2.221189341,2.582095678,0.117751742,0.795092728,0.412215874,0.497532385,0.137897398,0.116085215,0.121599443,13.62471836,1.491373377,0.336475555,0.210925645,42366.36364,6354.727273,6.669203905,1.897334846,0.149992787,-1.897334845,48721.09091,428.9103106,141.9909088,0.126889764,0.019122522,0.002882752,0.019122522,516.1853261,1.076803865,0.152416789,0.709183914,0.394817594,0.115312536,0.380277869,0.133007008,0.341695758,3.31662479,1.383990494,0.396290967,0.094960678,3.012342575,4.192269369,1.435454424,-0.777042562,5.237812568,-4.001546536,-2.680687936,-0.695703771,-0.85779641,-2.637768277,0.111828562,-2.339162005,0.542221663,0.544995018,0.200963619,-0.093245107,0.942806262,-0.280108258,-1.447571485,-0.097398528,-0.077201677,-0.422042924,0.002236571,-0.1169581,86.16,13.84,0.69,85,4.25,42.5,4.25,1.714,0.2754,0.3402,0.0114,0.0162,141.5
Bird Island,BI10,BI10.3,119,120.7,121.7,121.2,121.2,0.475,1584,2220,1920,1912,318,0.03575,0.00609,23932.54545,57683.36364,1.340909091,-2.526475535,0.696747263,-1.367044507,-1.321513122,3.076629245,-0.35375107,0.686043494,0.391027567,-1.125438893,-0.833497611,0.5938373,2.083435868,2.234800208,0.096448041,0.823857213,0.650551338,0.548035883,0.263477287,0.124555217,0.078740466,1.476214683,1.351992567,0.228922964,0.231457482,44357.36364,6559.545455,6.764788875,1.911498898,0.147893012,-1.911498898,50916.90909,889.9935138,175.4744219,0.152697931,0.022614031,0.003351004,0.022614031,997.5895403,0.884552483,0.138426149,0.602655735,0.492277622,0.178128673,0.744809865,0.181555861,0.201368069,1.311679108,1.622071317,0.385497786,0.111094123,2.90038608,4.136013976,1.492357474,-0.877847223,3.509895836,-4.500993984,-2.254826489,-0.154838744,0.334532171,-2.563469568,0.110203675,-2.131413202,0.522069494,0.537681817,0.208930046,-0.105341667,0.63178125,-0.315069579,-1.217606304,-0.021677424,0.030107895,-0.410155131,0.002204073,-0.10657066,87.29,12.71,0.64,88.51,4.43,44.26,4.43,1.2611,0.1836,0.2372,0.0066,0.0096,146.2
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,122.3,0.45,1650,2226,1946,1943,288,0.03576,0.00543,23463.2,55879.5,1.243,-2.503226874,0.691462704,-1.735044507,-1.282511888,2.749930097,-0.6344262,0.892326907,0.585451513,-0.823584702,-0.667015642,0.419795052,2.30684354,3.053696214,0.083923852,1.325945076,0.949288401,1.055023506,0.488727942,0.12140558,0.138722285,0.606100423,0.875060887,0.163780156,0.133959979,44116.7,6464.9,6.827526876,1.92064871,0.146557429,-1.92064871,50581.6,1115.395301,212.4897122,0.181159174,0.02634437,0.003832888,0.026344371,1258.977822,1.219903895,0.12137148,0.76421387,0.740179027,0.383654664,0.770346404,0.136055047,0.236949229,0.735929675,1.311904598,0.390143131,0.058070682,2.393801242,4.451850016,1.12947681,-0.663538721,4.218824524,-4.431671982,-2.255891242,0.007930313,0.333205891,-3.180346186,0.386017632,-2.389658296,0.430884224,0.578740502,0.158126753,-0.079624647,0.759388414,-0.310217039,-1.218181271,0.001110244,0.02998853,-0.50885539,0.007720353,-0.119482915,87.79,12.21,0.61,89.09,4.45,44.55,4.46,1.0924,0.1519,0.1978,0.0054,0.0079,145.4
Bird Island,BI10,BI10.4,145,132,133,132.5,132.5,0.5,2052,2331,2181,2196,139,0.06663,0.00448,22939.72727,63471.54545,1.467272727,-2.425620685,0.605829671,-1.117287865,-1.215304407,4.889065294,0.341841282,0.618468759,0.022244693,-3.10074936,-0.925591877,0.401154869,1.905949626,2.32910114,0.093505023,0.537980853,0.99313435,0.655347422,0.112635028,0.090270911,0.008064896,10.2840222,1.818722264,0.255844351,0.211280095,38468.09091,6064.363636,6.346286057,1.847473558,0.157698025,-1.847473559,44532.45455,785.8845277,146.593501,0.186417226,0.029599917,0.004703277,0.029599916,818.3431265,0.960208311,0.154342099,0.481506038,0.817189788,0.1340435,0.329495103,0.145958724,0.362553694,3.31662479,1.964928939,0.637769527,0.110852927,3.796435072,3.810282395,1.459552506,-0.852461113,5.712103941,-3.473260402,-2.832207015,-1.095121887,-1.189263882,-2.519021153,-0.286457725,-2.530580738,0.683358313,0.495336711,0.204337351,-0.102295334,1.028178709,-0.243128228,-1.529391788,-0.153317064,-0.107033749,-0.403043384,-0.005729155,-0.126529037,85.19,14.81,0.74,83.92,4.2,41.96,4.2,1.5704,0.273,0.422,0.0182,0.0293,161.3
