"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume","Volume_err","Wet_density","Dry_density","Dry_density_err","DMAR","DMAR_err","DMAR_err_pc"
"Kerguelen","KER3","CAT2.3D",122,137.8,138.9,138.4,138.4,0.55,6062,7393,6461,6581,666,0.01479,0.00156,87.47,12.53,0.63,93.55,4.68,54.07,4.68,4.8707,6.1736,1.0903,0.1366,0.18,0.002,0.0029,142.3
"Kerguelen","KER3","CAT2.3D",123,139.1,140.2,139.7,139.7,0.55,6071,7625,6530,6670,777,0.01253,0.00151,87.7,12.3,0.62,93.67,4.68,54.15,4.68,5.1832,6.6293,1.1008,0.1354,0.18,0.0017,0.0025,144.9
"Kerguelen","KER3","CAT2.3D",124,140.5,141.6,141,141,0.55,6202,7698,6646,6775,748,0.01199,0.00137,87.12,12.88,0.64,94.44,4.72,54.59,4.72,4.8707,6.271,1.1127,0.1433,0.1916,0.0017,0.0025,145.2
"Kerguelen","KER3","CAT2.3D",125,141.8,142.9,142.3,142.3,0.55,6333,7735,6789,6885,701,0.01176,0.00124,85.02,14.98,0.75,82.54,4.13,47.71,4.13,4.4692,5.7898,1.0169,0.1524,0.205,0.0018,0.0026,145.1
"Kerguelen","KER3","CAT2.3D",126,143.1,144.2,143.6,143.6,0.525,6412,7775,6937,6995,682,0.01176,0.00119,85.7,14.3,0.71,94.59,4.73,54.68,4.73,3.9894,5.2021,1.0646,0.1522,0.2061,0.0018,0.0026,145.5
"Kerguelen","KER3","CAT2.3D",127,144.4,145.5,144.9,144.9,0.55,6467,7819,7082,7106,676,0.01198,0.00119,84.62,15.38,0.77,94.17,4.71,54.44,4.71,4.1793,5.4917,1.1901,0.183,0.2497,0.0022,0.0032,146.3
"Kerguelen","KER3","CAT2.3D",128,145.7,146.8,146.2,146.2,0.55,6509,7865,7224,7216,678,0.01113,0.00109,82.68,17.32,0.87,74.47,3.72,43.05,3.72,5.2895,7.0324,1.0972,0.19,0.2622,0.0021,0.0031,147.7
"Kerguelen","KER3","CAT2.3D",129,147,148.1,147.6,147.6,0.55,6546,7929,7380,7334,692,0.01199,0.00118,83.09,16.91,0.85,91.41,4.57,52.84,4.57,4.9738,6.6549,1.0342,0.1749,0.2427,0.0021,0.0031,148.6
"Kerguelen","KER3","CAT2.3D",130,148.3,149.4,148.9,148.9,0.55,6577,7997,7507,7444,710,0.0129,0.00128,83.47,16.53,0.83,91.09,4.55,52.65,4.56,4.3715,5.8796,1.2352,0.2042,0.2849,0.0026,0.0039,149.4
"Kerguelen","KER3","CAT2.3D",131,149.6,150.8,150.2,150.2,0.575,6622,8092,7617,7549,735,0.01829,0.00185,80.94,19.06,0.95,88.97,4.45,51.43,4.45,4.0765,5.5134,1.1293,0.2152,0.3018,0.0039,0.0059,150.4
"Kerguelen","KER3","CAT2.3D",132,151,152.1,151.5,151.5,0.525,6819,8099,7681,7621,640,0.01794,0.00157,79.4,20.6,1.03,89.13,4.46,51.52,4.46,4.266,5.8252,1.2037,0.2479,0.3509,0.0044,0.0067,150.3
"Kerguelen","KER3","CAT2.3D",133,152.3,153.4,152.8,152.8,0.55,7007,8108,7744,7693,551,0.01762,0.00132,79.14,20.86,1.04,89.21,4.46,51.57,4.46,4.6678,6.4252,1.2418,0.259,0.3695,0.0046,0.0069,150.2
"Kerguelen","KER3","CAT2.3D",134,153.6,154.8,154.2,154.2,0.6,7213,8118,7809,7771,453,0.01827,0.00114,78.73,21.27,1.06,89.27,4.46,51.6,4.46,5.3135,7.3724,1.0024,0.2133,0.3066,0.0039,0.0058,150
"Kerguelen","KER3","CAT2.3D",135,155,156.2,155.6,155.6,0.6,7417,8129,7877,7848,356,0.01795,0.00088,79.92,20.08,1,88.71,4.44,51.28,4.44,5.2022,7.2675,1.0938,0.2197,0.3178,0.0039,0.0059,149.6
"Kerguelen","KER3","CAT2.3D",136,156.4,157.6,157,157,0.575,7616,8141,7944,7926,262,0.01794,0.00066,79.12,20.88,1.04,90.48,4.52,52.3,4.52,3.7018,5.1844,1.302,0.2719,0.3944,0.0049,0.0073,148.7
"Kerguelen","KER3","CAT2.3D",137,157.8,158.8,158.3,158.3,0.5,7795,8155,8003,7998,180,0.01759,0.00045,78.72,21.28,1.06,90.81,4.54,52.49,4.54,4.3352,6.1429,1.2097,0.2574,0.3776,0.0045,0.0068,149.3
"Kerguelen","KER3","CAT2.3D",138,159,160.1,159.6,159.6,0.55,7949,8181,8075,8070,116,0.00715,0.00013,77.9,22.1,1.11,87.98,4.4,50.85,4.4,4.6678,6.6586,1.1282,0.2494,0.3682,0.0018,0.0027,149.4
"Kerguelen","KER3","CAT2.3D",139,160.4,161.5,160.9,160.9,0.55,8097,8386,8257,8255,145,0.00563,0.00012,82.81,17.19,0.86,92.67,4.63,53.57,4.63,5.3969,7.7715,1.1208,0.1927,0.2871,0.0011,0.0016,151.1
"Kerguelen","KER3","CAT2.3D",140,161.7,162.8,162.2,162.2,0.55,8189,8692,8511,8489,252,0.00563,0.00019,84.99,15.01,0.75,96.75,4.84,55.92,4.84,4.3715,6.3168,1.2005,0.1802,0.2694,0.001,0.0016,152.8
"Kerguelen","KER3","CAT2.3D",141,163,164.1,163.5,163.5,0.55,8269,9006,8765,8724,369,0.00533,0.00024,85.08,14.92,0.75,93.91,4.7,54.28,4.7,4.9738,7.2517,1.0741,0.1603,0.2417,9e-04,0.0013,155.4
"Kerguelen","KER3","CAT2.3D",142,164.3,165.5,164.9,164.9,0.575,8355,9352,9035,8976,499,0.00561,0.00033,85.4,14.6,0.73,93.45,4.67,54.02,4.67,5.6422,8.294,0.9777,0.1427,0.2169,8e-04,0.0013,157.9
"Kerguelen","KER3","CAT2.3E",150,166.5,167.5,167,167,0.5,8486,9878,9440,9355,696,0.00551,0.00043,83.09,16.91,0.85,96.03,4.8,55.51,4.8,2.985,4.5939,1.322,0.2235,0.3552,0.0012,0.0021,166.6
"Kerguelen","KER3","CAT2.3E",151,167.8,168.9,168.3,168.3,0.55,8562,10204,9691,9589,821,0.00572,0.00051,82.94,17.06,0.85,94.57,4.73,54.67,4.73,4.1793,6.4947,1.1072,0.1889,0.303,0.0011,0.0018,169.3
"Kerguelen","KER3","CAT2.3E",152,169.1,170.2,169.6,169.6,0.55,8640,10529,9944,9823,945,0.00867,0.00086,83.72,16.28,0.81,91.84,4.59,53.08,4.59,4.7687,7.4725,1.0131,0.1649,0.2667,0.0014,0.0025,171.6
"Kerguelen","KER3","CAT2.3E",153,170.4,171.5,171,171,0.55,8868,10638,10089,9978,885,0.01202,0.00111,85.35,14.65,0.73,95.56,4.78,55.23,4.78,3.9915,6.2787,1.1911,0.1745,0.2832,0.0021,0.0036,171.5
"Kerguelen","KER3","CAT2.3E",154,171.8,173,172.4,172.4,0.6,9160,10651,10184,10094,746,0.01202,0.00093,84.64,15.36,0.77,100,5,57.8,5,4.5593,7.2219,1.2175,0.187,0.3055,0.0022,0.0038,171.1
"Kerguelen","KER3","CAT2.3E",155,173.2,174.3,173.8,173.8,0.55,9452,10668,10281,10210,608,0.01248,0.00078,84.65,15.35,0.77,93.24,4.66,53.9,4.66,4.3715,6.9725,1.1926,0.183,0.3011,0.0023,0.0039,170.8
"Kerguelen","KER3","CAT2.3E",156,174.6,175.7,175.1,175.1,0.55,9715,10684,10370,10317,485,0.01159,0.00058,84.94,15.06,0.75,98.59,4.93,56.99,4.93,4.5679,7.3361,1.1037,0.1663,0.2753,0.0019,0.0033,170.6
"Kerguelen","KER3","CAT2.3E",157,175.9,177,176.5,176.5,0.55,9992,10705,10467,10433,357,0.01248,0.00047,82.83,17.17,0.86,98.78,4.94,57.1,4.94,4.5679,7.3818,1.0835,0.186,0.3099,0.0023,0.004,170.3
"Kerguelen","KER3","CAT2.3E",158,177.2,178.3,177.8,177.8,0.55,10207,10729,10559,10540,261,0.01202,0.00033,81.2,18.8,0.94,93.28,4.66,53.92,4.66,4.3715,7.1036,1.0886,0.2047,0.3428,0.0025,0.0042,170.3
"Kerguelen","KER3","CAT2.3E",159,178.6,179.6,179.1,179.1,0.5,10375,10784,10665,10648,205,0.01627,0.00036,82.89,17.11,0.86,92.98,4.65,53.75,4.65,5.9366,9.7656,0.7281,0.1246,0.2112,0.002,0.0035,171.7
"Kerguelen","KER3","CAT2.3E",160,179.8,180.9,180.4,180.4,0.55,10471,10915,10737,10727,222,0.07975,0.00189,84.33,15.67,0.78,100,5,57.8,5,3.6289,5.955,1.1313,0.1772,0.2997,0.0141,0.0242,171.5
"Kerguelen","KER3","CAT2.3E",161,181.2,182.2,181.7,181.7,0.5,10495,10926,10754,10744,215,0.07975,0.00182,81.87,18.13,0.91,74.7,3.73,43.18,3.74,3.14,5.181,1.3452,0.2439,0.4146,0.0195,0.0335,172.3
"Kerguelen","KER3","CAT2.3E",162,182.4,183.5,183,183,0.55,10517,10934,10770,10760,208,0.08283,0.00185,82.57,17.43,0.87,90.27,4.51,52.18,4.51,3.9915,6.6379,1.2319,0.2147,0.3679,0.0178,0.0309,173.5
"Kerguelen","KER3","CAT2.3E",163,183.8,184.9,184.3,184.3,0.55,10536,10945,10786,10776,205,0.08283,0.00182,70.8,29.2,1.46,27.51,1.38,15.9,1.38,4.3715,7.3222,1.2521,0.3657,0.6308,0.0303,0.0529,174.7
"Kerguelen","KER3","CAT2.3E",164,185.1,186.2,185.6,185.6,0.55,10560,10961,10801,10792,201,0.07694,0.00166,80.54,19.46,0.97,68.59,3.43,39.65,3.43,4.5679,7.7015,1.1492,0.2236,0.3882,0.0172,0.0302,175.8
"Kerguelen","KER3","CAT2.3E",165,186.4,187.5,187,187,0.55,10579,10988,10817,10810,204,0.08283,0.00181,87,13,0.65,97.18,4.86,56.18,4.86,4.1793,7.0798,1.2913,0.1679,0.2928,0.0139,0.0246,176.6
"Kerguelen","KER3","CAT2.3E",166,187.8,188.9,188.3,188.3,0.55,10590,11014,10832,10826,212,0.0798,0.0018,83.47,16.53,0.83,94.07,4.7,54.38,4.7,4.1793,7.1216,1.1935,0.1972,0.346,0.0157,0.028,177.7
"Kerguelen","KER3","CAT2.3E",167,189.1,190.1,189.6,189.6,0.5,10604,11046,10848,10842,221,0.07608,0.00175,75.83,24.17,1.21,56.83,2.84,32.85,2.84,3.7994,6.5122,1.2953,0.3131,0.5523,0.0238,0.0426,178.7
"Kerguelen","KER3","CAT2.3E",168,190.4,191.5,190.9,190.9,0.55,10624,11061,10865,10859,218,0.07455,0.00171,72.78,27.22,1.36,40.5,2.03,23.41,2.03,3.9915,6.8774,1.3206,0.3594,0.6372,0.0268,0.0481,179.6
"Kerguelen","KER3","CAT2.3E",169,191.7,192.7,192.2,192.2,0.5,10650,11066,10881,10876,208,0.07789,0.00169,78.05,21.95,1.1,66.67,3.33,38.54,3.33,4.3352,7.5302,1.0818,0.2375,0.4244,0.0185,0.0335,180.9
"Kerguelen","KER3","CAT2.3E",170,192.9,193.7,193.3,193.3,0.4,10672,11073,10896,10891,200,0.07141,0.00146,81.66,18.34,0.92,86.49,4.32,49.99,4.33,2.512,4.3709,1.0464,0.1919,0.3434,0.0137,0.0248,181
"Kerguelen","KER3","CAT2.3E",171,194,195,194.5,194.5,0.5,10687,11080,10914,10907,197,0.07606,0.00157,80.32,19.68,0.98,97.14,4.86,56.15,4.86,3.9741,6.9745,0.9988,0.1966,0.3548,0.015,0.0273,182.6
"Kerguelen","KER3","CAT2.3E",172,195.2,196.2,195.7,195.7,0.475,10707,11089,10931,10923,191,0.0761,0.00152,66.32,33.68,1.68,28.34,1.42,16.38,1.42,2.983,5.2501,1.6452,0.5541,1.0029,0.0422,0.0772,183
"Kerguelen","KER3","CAT2.3E",173,196.4,197.4,196.9,196.9,0.5,10720,11099,10949,10939,190,0.07449,0.00148,65.24,34.76,1.74,27.46,1.37,15.87,1.38,3.299,5.8425,1.3919,0.4838,0.8811,0.036,0.0664,184.1
"Kerguelen","KER3","CAT2.3E",174,197.7,198.6,198.1,198.1,0.45,10734,11115,10966,10955,190,0.0717,0.00141,38.99,61.01,3.05,9.11,0.46,5.26,0.46,3.4195,6.1003,1.7763,1.0836,1.9874,0.0777,0.144,185.4
"Kerguelen","KER3","CAT2.3E",175,198.8,199.9,199.4,199.4,0.55,10747,11135,10984,10972,194,0.07824,0.0016,38.22,61.78,3.09,12.94,0.65,7.48,0.65,4.5679,8.204,1.3681,0.8452,1.5603,0.0661,0.1234,186.6
"Kerguelen","KER3","CAT2.3E",176,200.1,201.3,200.7,200.7,0.6,10767,11149,11003,10990,191,0.07109,0.00145,44.94,55.06,2.75,7.84,0.39,4.53,0.4,4.5593,8.2249,1.5638,0.861,1.5963,0.0612,0.1147,187.4
"Kerguelen","KER3","CAT2.3E",177,201.6,202.7,202.1,202.1,0.55,10796,11153,11023,11010,179,0.07106,0.00135,74.72,25.28,1.26,64.59,3.23,37.34,3.23,3.6289,6.5719,1.3787,0.3485,0.6486,0.0248,0.0466,188
"Kerguelen","KER3","CAT2.3E",178,202.9,203.9,203.4,203.4,0.5,10817,11158,11044,11028,171,0.07106,0.00128,81.9,18.1,0.9,86.96,4.35,50.26,4.35,4.3352,7.9203,1.3844,0.2505,0.4702,0.0178,0.0337,189.5
"Kerguelen","KER3","CAT2.3E",179,204.2,205.3,204.7,204.7,0.55,10838,11164,11064,11046,163,0.07112,0.00124,83.26,16.74,0.84,86.71,4.34,50.12,4.34,4.7687,8.7601,1.2795,0.2142,0.4042,0.0152,0.029,190.4
"Kerguelen","KER3","CAT2.3E",180,205.5,206.7,206.1,206.1,0.6,10855,11171,11086,11066,158,0.07109,0.00122,83.1,16.9,0.84,85.61,4.28,49.48,4.28,5.4259,10.0271,1.1543,0.195,0.3702,0.0139,0.0266,191.5
"Kerguelen","KER3","CAT2.3E",181,207,208.1,207.5,207.5,0.55,10875,11185,11106,11085,155,0.06905,0.00115,83.44,16.56,0.83,87.79,4.39,50.75,4.39,4.7687,8.8554,1.2409,0.2055,0.3918,0.0142,0.0273,192.4
"Kerguelen","KER3","CAT2.3E",182,208.3,210,209.15,209.15,0.85,10889,11219,11131,11109,165,NA,NA,86.13,13.87,0.69,86.18,4.31,49.81,4.31,7.0595,13.173,1.0842,0.1504,0.2881,NA,NA,NA
