Site,depth,SH20_age,Ca,Fe,Mn,Sr,Ti,Zr,OLS_Ti_Pred_ppm,OLS_Ti_L95_ppm,OLS_Ti_U95_ppm,OLS_Ti_L95_log_pc,OLS_Ti_U95_log_pc,OLS_Ti_L95_pc_ppm,OLS_Ti_U95_pc_ppm,OLS_Ti_L95_lognorm_ppm,OLS_Ti_U95_lognorm_ppm,OLS_Ti_L95_lognorm_pc,OLS_Ti_U95_lognorm_pc,OLS_Ti_L95_boot_ppm,OLS_Ti_U95_boot_ppm,OLS_Ti_boot_nsuccess,WLS_Ti_Pred_ppm,WLS_Ti_L95_ppm,WLS_Ti_U95_ppm,WLS_Ti_L95_log_pc,WLS_Ti_U95_log_pc,WLS_Ti_L95_pc_ppm,WLS_Ti_U95_pc_ppm,WLS_Ti_L95_lognorm_ppm,WLS_Ti_U95_lognorm_ppm,WLS_Ti_L95_lognorm_pc,WLS_Ti_U95_lognorm_pc,WLS_Ti_L95_boot_ppm,WLS_Ti_U95_boot_ppm,WLS_Ti_boot_nsuccess,OLS_weighted_Ti_Pred_ppm,OLS_weighted_Ti_L95_ppm,OLS_weighted_Ti_U95_ppm,OLS_weighted_Ti_L95_log_pc,OLS_weighted_Ti_U95_log_pc,OLS_weighted_Ti_L95_pc_ppm,OLS_weighted_Ti_U95_pc_ppm,OLS_weighted_Ti_L95_lognorm_ppm,OLS_weighted_Ti_U95_lognorm_ppm,OLS_weighted_Ti_L95_lognorm_pc,OLS_weighted_Ti_U95_lognorm_pc,OLS_weighted_Ti_L95_boot_ppm,OLS_weighted_Ti_U95_boot_ppm,OLS_weighted_Ti_boot_nsuccess,WLS_weighted_Ti_Pred_ppm,WLS_weighted_Ti_L95_ppm,WLS_weighted_Ti_U95_ppm,WLS_weighted_Ti_L95_log_pc,WLS_weighted_Ti_U95_log_pc,WLS_weighted_Ti_L95_pc_ppm,WLS_weighted_Ti_U95_pc_ppm,WLS_weighted_Ti_L95_lognorm_ppm,WLS_weighted_Ti_U95_lognorm_ppm,WLS_weighted_Ti_L95_lognorm_pc,WLS_weighted_Ti_U95_lognorm_pc,WLS_weighted_Ti_L95_boot_ppm,WLS_weighted_Ti_U95_boot_ppm,WLS_weighted_Ti_boot_nsuccess,Bayes_Ti_Pred_ppm,Bayes_Ti_L95_ppm,Bayes_Ti_U95_ppm,Bayes_Ti_L95_log_pc,Bayes_Ti_U95_log_pc,Bayes_Ti_L95_pc_ppm,Bayes_Ti_U95_pc_ppm,Bayes_Ti_L95_lognorm_ppm,Bayes_Ti_U95_lognorm_ppm,Bayes_Ti_L95_lognorm_pc,Bayes_Ti_U95_lognorm_pc,Bayes_Ti_L95_boot_ppm,Bayes_Ti_U95_boot_ppm,Bayes_Ti_boot_nsuccess,RF_Ti_Pred_ppm,RF_Ti_L95_ppm,RF_Ti_U95_ppm,RF_Ti_L95_log_pc,RF_Ti_U95_log_pc,RF_Ti_L95_pc_ppm,RF_Ti_U95_pc_ppm,RF_Ti_L95_lognorm_ppm,RF_Ti_U95_lognorm_ppm,RF_Ti_L95_lognorm_pc,RF_Ti_U95_lognorm_pc,RF_Ti_L95_boot_ppm,RF_Ti_U95_boot_ppm,RF_Ti_boot_nsuccess,PLS_LOO_Ti_Pred_ppm,PLS_LOO_Ti_L95_ppm,PLS_LOO_Ti_U95_ppm,PLS_LOO_Ti_L95_log_pc,PLS_LOO_Ti_U95_log_pc,PLS_LOO_Ti_L95_pc_ppm,PLS_LOO_Ti_U95_pc_ppm,PLS_LOO_Ti_L95_lognorm_ppm,PLS_LOO_Ti_U95_lognorm_ppm,PLS_LOO_Ti_L95_lognorm_pc,PLS_LOO_Ti_U95_lognorm_pc,PLS_LOO_Ti_L95_boot_ppm,PLS_LOO_Ti_U95_boot_ppm,PLS_LOO_Ti_boot_nsuccess,PLS_kfold_Ti_Pred_ppm,PLS_kfold_Ti_L95_ppm,PLS_kfold_Ti_U95_ppm,PLS_kfold_Ti_L95_log_pc,PLS_kfold_Ti_U95_log_pc,PLS_kfold_Ti_L95_pc_ppm,PLS_kfold_Ti_U95_pc_ppm,PLS_kfold_Ti_L95_lognorm_ppm,PLS_kfold_Ti_U95_lognorm_ppm,PLS_kfold_Ti_L95_lognorm_pc,PLS_kfold_Ti_U95_lognorm_pc,PLS_kfold_Ti_L95_boot_ppm,PLS_kfold_Ti_U95_boot_ppm,PLS_kfold_Ti_boot_nsuccess
HER42PB,212.5,2422.38,-5.080536662,-2.820276193,-6.769641977,-4.042267503,-6.139408622,-3.891540312,992.9240335,279.7674296,3523.99183,18.35616567,18.35616567,810.661253,1175.186814,283.4488053,3478.222937,71.45312272,250.301012,895.9067915,1106.252872,2000,1015.808919,86.43734131,11937.7545,35.58954181,35.58954181,654.2871792,1377.330659,289.3131445,3566.612095,71.51894032,251.1105315,895.9067915,1106.252872,2000,864.4551278,226.4124267,3300.537337,19.81250328,19.81250328,693.1849272,1035.725328,240.4107451,3108.358021,72.18933206,259.5742476,895.9067915,1106.252872,2000,1011.855501,90.15327273,11356.78743,34.9449448,34.9449448,658.2631546,1365.447847,288.361816,3550.579508,71.50168026,250.8978807,895.9067915,1106.252872,2000,1272.794545,388.3506385,4171.503258,16.60465103,16.60465103,1061.451452,1484.137637,388.3506385,4171.503258,69.48834829,227.7436468,1052.035929,1547.623122,2000,890.3147922,258.9342522,3061.242081,18.18430783,18.18430783,728.4172098,1052.212375,258.9342522,3061.242081,70.91655059,243.8381692,645.7574127,1173.999463,500,1206.774643,366.7500336,3970.838189,16.7851642,16.7851642,1004.215538,1409.333749,366.7500336,3970.838189,69.60907028,229.045544,994.2503296,1477.748356,2000,1206.774643,366.7500336,3970.838189,16.7851642,16.7851642,1004.215538,1409.333749,366.7500336,3970.838189,69.60907028,229.045544,994.2503296,1477.748356,2000
HER42PB,212.6,2423.91,-4.947971558,-2.728078181,-5.934105863,-3.956779518,-6.670738155,-3.837524811,682.3447024,192.08854,2423.852525,19.42489857,19.42489857,549.799936,814.8894688,194.7881048,2390.260398,71.45312272,250.301012,603.1222898,778.2709066,2000,707.4972865,60.17670063,8318.043448,37.55788678,37.55788678,441.7762566,973.2183164,201.5027244,2484.097483,71.51894032,251.1105315,603.1222898,778.2709066,2000,583.0193978,152.5955392,2227.533124,21.04873065,21.04873065,460.3012151,705.7375805,162.1415888,2096.387613,72.18933206,259.5742476,603.1222898,778.2709066,2000,703.4553015,62.64830955,7898.846191,36.88935386,36.88935386,443.9551861,962.9554169,200.4729411,2468.409744,71.50168026,250.8978807,603.1222898,778.2709066,2000,882.9774469,269.4110032,2893.902485,17.49976578,17.49976578,728.4584618,1037.496432,269.4110032,2893.902485,69.48834829,227.7436468,712.5290732,1105.559494,2000,897.5789371,261.0469161,3086.218984,18.1625767,18.1625767,734.5554741,1060.6024,261.0469161,3086.218984,70.91655059,243.8381692,684.1588051,1163.962483,500,811.2773077,246.5547164,2669.47183,17.78019618,17.78019618,667.0306109,955.5240046,246.5547164,2669.47183,69.60907028,229.045544,656.4742207,1039.957377,2000,811.2773077,246.5547164,2669.47183,17.78019618,17.78019618,667.0306109,955.5240046,246.5547164,2669.47183,69.60907028,229.045544,656.4742207,1039.957377,2000
HER42PB,212.7,2425.44,-5.093722314,-2.66370393,-6.749680242,-4.24318296,-6.312962591,-3.846167691,878.4200336,247.4495508,3118.299277,18.69127781,18.69127781,714.2321047,1042.607962,250.761489,3077.114267,71.45312272,250.301012,788.5330744,987.9247712,2000,902.6115773,76.7951942,10608.8365,36.20932265,36.20932265,575.782039,1229.441116,257.073342,3169.164306,71.51894032,251.1105315,788.5330744,987.9247712,2000,760.0942341,199.0529883,2902.459539,20.1987335,20.1987335,606.5648254,913.6236428,211.3872835,2733.103123,72.18933206,259.5742476,788.5330744,987.9247712,2000,898.5614407,80.04857834,10086.53345,35.55703966,35.55703966,579.0595929,1218.063289,256.0749125,3153.033052,71.50168026,250.8978807,788.5330744,987.9247712,2000,1085.103598,331.0830306,3556.358105,16.9836657,16.9836657,900.8132307,1269.393966,331.0830306,3556.358105,69.48834829,227.7436468,922.9021693,1281.689998,2000,862.761162,250.9207061,2966.502184,18.26887174,18.26887174,705.1444319,1020.377892,250.9207061,2966.502184,70.91655059,243.8381692,691.7035493,1114.561015,500,1028.424549,312.5477819,3383.985152,17.17219133,17.17219133,851.8215179,1205.02758,312.5477819,3383.985152,69.60907028,229.045544,880.2592392,1228.440341,2000,1028.424549,312.5477819,3383.985152,17.17219133,17.17219133,851.8215179,1205.02758,312.5477819,3383.985152,69.60907028,229.045544,880.2592392,1228.440341,2000
HER42PB,212.8,2426.97,-4.940179035,-2.775408962,-6.058672694,-3.929294199,-6.28785856,-3.908031882,894.1274703,251.8834179,3173.944279,18.64199922,18.64199922,727.4442343,1060.810706,255.2454717,3132.137577,71.45312272,250.301012,803.1435002,1004.462637,2000,918.1695604,78.12039586,10791.48835,36.11833635,36.11833635,586.5419903,1249.79713,261.5044204,3223.790023,71.51894032,251.1105315,803.1435002,1004.462637,2000,774.3718944,202.7969844,2956.90704,20.14185685,20.14185685,618.3990159,930.3447729,215.3579962,2784.441913,72.18933206,259.5742476,803.1435002,1004.462637,2000,914.1286468,81.43699293,10261.07611,35.46717306,35.46717306,589.9130577,1238.344236,260.5113046,3207.658048,71.50168026,250.8978807,803.1435002,1004.462637,2000,1088.004476,331.9681362,3565.865546,16.97718082,16.97718082,903.2919886,1272.716963,331.9681362,3565.865546,69.48834829,227.7436468,901.2355713,1323.867584,2000,911.2965421,265.0364688,3133.385346,18.12215376,18.12215376,746.1499815,1076.443103,265.0364688,3133.385346,70.91655059,243.8381692,611.8333701,1167.3868,500,1033.56873,314.1111462,3400.911848,17.15984671,17.15984671,856.2099198,1210.927539,314.1111462,3400.911848,69.60907028,229.045544,859.9289403,1264.554129,2000,1033.56873,314.1111462,3400.911848,17.15984671,17.15984671,856.2099198,1210.927539,314.1111462,3400.911848,69.60907028,229.045544,859.9289403,1264.554129,2000
HER42PB,212.9,2428.49,-5.138471193,-2.528610511,-6.66168793,-4.049382786,-6.826767681,-3.953637729,611.1717108,171.9883148,2171.838596,19.76425122,19.76425122,490.3781985,731.965223,174.4704382,2140.940688,71.45312272,250.301012,536.3426827,701.7499645,2000,636.2015854,54.10483783,7480.892162,38.17808007,38.17808007,393.3120347,879.0911361,181.1969532,2233.770768,71.51894032,251.1105315,536.3426827,701.7499645,2000,519.3377754,135.8782607,1984.951261,21.44395783,21.44395783,407.9712018,630.7043489,144.4313042,1867.404898,72.18933206,259.5742476,536.3426827,701.7499645,2000,632.227076,56.29651919,7100.102838,37.50228995,37.50228995,395.1274448,869.3267073,180.1740936,2218.471411,71.50168026,250.8978807,536.3426827,701.7499645,2000,789.3505053,240.8438769,2587.046132,17.79379558,17.79379558,648.89509,929.8059206,240.8438769,2587.046132,69.48834829,227.7436468,636.7184604,991.1027744,2000,653.0273877,189.92289,2245.357414,19.05389547,19.05389547,528.6002319,777.4545436,189.92289,2245.357414,70.91655059,243.8381692,439.3766316,840.1334094,500,733.0993668,222.7957133,2412.230799,18.05328499,18.05328499,600.7508488,865.4478847,222.7957133,2412.230799,69.60907028,229.045544,591.6357123,932.3690917,2000,733.0993668,222.7957133,2412.230799,18.05328499,18.05328499,600.7508488,865.4478847,222.7957133,2412.230799,69.60907028,229.045544,591.6357123,932.3690917,2000
HER42PB,213,2430.02,-4.984876253,-2.302695432,-6.278797294,-3.854515266,-6.566479366,-3.81745032,734.4645805,206.806518,2608.419818,19.20489293,19.20489293,593.4114442,875.5177168,209.6667025,2572.836858,71.45312272,250.301012,652.4478197,834.0231401,2000,759.5368063,64.60885786,8929.056777,37.15461274,37.15461274,477.3338473,1041.739765,216.3241311,2666.813717,71.51894032,251.1105315,652.4478197,834.0231401,2000,629.8667906,164.890519,2406.033872,20.79318725,20.79318725,498.8974094,760.8361718,175.1701616,2264.838773,72.18933206,259.5742476,652.4478197,834.0231401,2000,755.4687419,67.28685269,8482.088211,36.49087152,36.49087152,479.7916139,1031.14587,215.2958976,2650.923804,71.50168026,250.8978807,652.4478197,834.0231401,2000,1031.180263,314.6301302,3379.627798,17.10843141,17.10843141,854.7614946,1207.59903,314.6301302,3379.627798,69.48834829,227.7436468,821.3546796,1321.13712,2000,1105.890582,321.6311279,3802.47393,17.62170855,17.62170855,911.0137666,1300.767397,321.6311279,3802.47393,70.91655059,243.8381692,774.4582431,1483.440985,500,933.2120732,283.6118253,3070.692743,17.41614264,17.41614264,770.6825275,1095.741619,283.6118253,3070.692743,69.60907028,229.045544,745.4085968,1219.289838,2000,933.2120732,283.6118253,3070.692743,17.41614264,17.41614264,770.6825275,1095.741619,283.6118253,3070.692743,69.60907028,229.045544,745.4085968,1219.289838,2000
HER42PB,213.1,2431.55,-4.964618204,-2.606671182,-7.267203297,-4.087548186,-6.633479537,-3.828265588,700.5316745,197.2244565,2488.254427,19.34566793,19.34566793,565.009143,836.054206,199.9799174,2453.969545,71.45312272,250.301012,620.0785956,797.8740791,2000,725.6718319,61.72458895,8531.439683,37.41276592,37.41276592,454.1779281,997.1657357,206.6790275,2547.910226,71.51894032,251.1105315,620.0785956,797.8740791,2000,599.346909,156.8809655,2289.740607,20.95663932,20.95663932,473.743939,724.9498789,166.6823787,2155.097138,72.18933206,259.5742476,620.0785956,797.8740791,2000,721.6186093,64.26808765,8102.519249,36.74595069,36.74595069,456.4529909,986.7842277,205.6491786,2532.144406,71.50168026,250.8978807,620.0785956,797.8740791,2000,871.2517134,265.8332883,2855.472138,17.53432295,17.53432295,718.4836243,1024.019802,265.8332883,2855.472138,69.48834829,227.7436468,716.6340549,1062.18504,2000,940.3561962,273.4880186,3233.303529,18.03906294,18.03906294,770.7247501,1109.987642,273.4880186,3233.303529,70.91655059,243.8381692,720.9449498,1093.367315,500,809.1811825,245.9176845,2662.574624,17.78706574,17.78706574,665.2515936,953.1107714,245.9176845,2662.574624,69.60907028,229.045544,670.661711,1010.395164,2000,809.1811825,245.9176845,2662.574624,17.78706574,17.78706574,665.2515936,953.1107714,245.9176845,2662.574624,69.60907028,229.045544,670.661711,1010.395164,2000
HER42PB,213.2,2433.08,-4.967531223,-2.757664253,-6.604050095,-4.021163036,-6.036066057,-3.658579656,1068.075935,300.9730834,3790.326329,18.16265223,18.16265223,874.0850172,1262.066852,304.9023264,3741.480808,71.45312272,250.301012,966.2486606,1186.815611,2000,1089.84613,92.74403756,12806.91048,35.23050809,35.23050809,705.887801,1473.804459,310.3997266,3826.564539,71.51894032,251.1105315,966.2486606,1186.815611,2000,933.2826377,244.4475576,3563.203864,19.590064,19.590064,750.4519717,1116.113304,259.5521353,3355.844022,72.18933206,259.5742476,966.2486606,1186.815611,2000,1085.99103,96.76559841,12187.97318,34.59042676,34.59042676,710.3420984,1461.639963,309.4891962,3810.71951,71.50168026,250.8978807,966.2486606,1186.815611,2000,1538.788055,469.5096519,5043.280089,16.17525445,16.17525445,1289.885172,1787.690939,469.5096519,5043.280089,69.48834829,227.7436468,1263.283437,1910.050163,2000,1189.807696,346.0371193,4091.012998,17.43970529,17.43970529,982.3087401,1397.306652,346.0371193,4091.012998,70.91655059,243.8381692,972.5101284,1663.964367,500,1395.273163,424.0364862,4591.084167,16.44871429,16.44871429,1165.768666,1624.777659,424.0364862,4591.084167,69.60907028,229.045544,1151.590831,1784.154837,2000,1395.273163,424.0364862,4591.084167,16.44871429,16.44871429,1165.768666,1624.777659,424.0364862,4591.084167,69.60907028,229.045544,1151.590831,1784.154837,2000
HER42PB,213.3,2434.61,-4.935917089,-2.70858446,-7.129431087,-4.48325629,-6.487577201,-3.794848454,776.5389342,218.6867179,2757.427256,19.04185971,19.04185971,628.6714798,924.4063887,221.6776166,2720.223745,71.45312272,250.301012,691.8812802,879.4942908,2000,801.4495691,68.17865154,9421.151596,36.85514529,36.85514529,506.074166,1096.824972,228.2613301,2813.973841,71.51894032,251.1105315,691.8812802,879.4942908,2000,667.8069772,174.8457445,2550.626325,20.60417005,20.60417005,530.210892,805.4030624,185.7215809,2401.261914,72.18933206,259.5742476,691.8812802,879.4942908,2000,797.3736775,71.02404179,8951.965638,36.19499961,36.19499961,508.764278,1085.983077,227.2381002,2797.967335,71.50168026,250.8978807,691.8812802,879.4942908,2000,815.5599086,248.8407988,2672.945786,17.70709587,17.70709587,671.1479338,959.9718835,248.8407988,2672.945786,69.48834829,227.7436468,705.8775693,943.5924467,2000,911.1748374,265.0010729,3132.966879,18.12250893,18.12250893,746.0470961,1076.302579,265.0010729,3132.966879,70.91655059,243.8381692,778.2748833,1198.443782,500,789.6977338,239.9964833,2598.465204,17.85204471,17.85204471,648.7205413,930.6749263,239.9964833,2598.465204,69.60907028,229.045544,683.9773171,918.1094301,2000,789.6977338,239.9964833,2598.465204,17.85204471,17.85204471,648.7205413,930.6749263,239.9964833,2598.465204,69.60907028,229.045544,683.9773171,918.1094301,2000
HER42PB,213.4,2436.14,-4.827333665,-2.693690647,-6.400039569,-4.298307337,-6.773243814,-3.902912807,634.7085122,178.6356315,2255.176596,19.64644536,19.64644536,510.0108511,759.4061732,181.1894601,2223.390341,71.45312272,250.301012,558.5918704,726.7749738,2000,659.8102299,56.11541014,7758.110267,37.96303019,37.96303019,409.3262731,910.2941868,187.9209453,2316.663205,71.51894032,251.1105315,558.5918704,726.7749738,2000,540.3581566,141.3968934,2065.016637,21.30661032,21.30661032,425.2261498,655.4901633,150.2772126,1942.988776,72.18933206,259.5742476,558.5918704,726.7749738,2000,655.8091146,58.39940589,7364.554284,37.28974115,37.28974115,411.2595933,900.3586359,186.8945784,2301.220284,71.50168026,250.8978807,558.5918704,726.7749738,2000,622.550552,189.9504561,2040.369882,18.45032439,18.45032439,507.6879557,737.4131483,189.9504561,2040.369882,69.48834829,227.7436468,521.4878768,744.9404005,2000,811.0304113,235.8756194,2788.632118,18.43751248,18.43751248,661.496578,960.5642447,235.8756194,2788.632118,70.91655059,243.8381692,592.1279092,1030.704821,500,607.8787521,184.7400043,2000.197946,18.58081981,18.58081981,494.9298965,720.8276077,184.7400043,2000.197946,69.60907028,229.045544,511.7932301,727.0421199,2000,607.8787521,184.7400043,2000.197946,18.58081981,18.58081981,494.9298965,720.8276077,184.7400043,2000.197946,69.60907028,229.045544,511.7932301,727.0421199,2000
HER42PB,213.5,2437.66,-4.807539172,-2.690146201,-6.300280415,-4.219028918,-6.456849476,-3.825082579,793.5690753,223.4950891,2817.743691,18.97915739,18.97915739,642.9563515,944.1817992,226.5391901,2779.880502,71.45312272,250.301012,708.2557909,897.7575451,2000,818.3909767,69.62161285,9620.05566,36.73982638,36.73982638,517.7155527,1119.066401,233.0864225,2873.456908,71.51894032,251.1105315,708.2557909,897.7575451,2000,683.1933372,178.8824605,2609.272785,20.53155428,20.53155428,542.9231263,823.463548,190.0006304,2456.587302,72.18933206,259.5742476,708.2557909,897.7575451,2000,814.3151019,72.53494792,9141.925434,36.08107378,36.08107378,520.5014692,1108.128735,232.0661215,2857.414435,71.50168026,250.8978807,708.2557909,897.7575451,2000,837.625877,255.5734902,2745.265596,17.63686104,17.63686104,689.894965,985.356789,255.5734902,2745.265596,69.48834829,227.7436468,715.8703153,981.995397,2000,1016.081947,295.511679,3493.677564,17.83727294,17.83727294,834.8406367,1197.323257,295.511679,3493.677564,70.91655059,243.8381692,803.9194333,1209.656799,500,808.36426,245.6694141,2659.886576,17.78974928,17.78974928,664.5582849,952.1702351,245.6694141,2659.886576,69.60907028,229.045544,691.9804812,952.1800676,2000,808.36426,245.6694141,2659.886576,17.78974928,17.78974928,664.5582849,952.1702351,245.6694141,2659.886576,69.60907028,229.045544,691.9804812,952.1800676,2000
HER42PB,213.6,2439.19,-4.871210174,-2.90573582,-6.236451126,-4.310581728,-6.222657804,-3.805033162,936.2477676,263.7721905,3323.170198,18.5152956,18.5152956,762.8987259,1109.596809,267.2695013,3279.685405,71.45312272,250.301012,842.8468771,1048.207479,2000,959.8413454,81.66996999,11280.71197,35.88415443,35.88415443,615.4103947,1304.272296,273.3729864,3370.104049,71.51894032,251.1105315,842.8468771,1048.207479,2000,812.7195532,212.8513318,3103.166265,19.99574545,19.99574545,650.2102202,975.2288863,226.0227362,2922.330218,72.18933206,259.5742476,842.8468771,1048.207479,2000,955.8316499,85.15645846,10728.65358,35.23588669,35.23588669,619.0358928,1292.627407,272.3959598,3353.993002,71.50168026,250.8978807,842.8468771,1048.207479,2000,998.9688072,304.8018831,3274.056799,17.18704307,17.18704307,827.275608,1170.662006,304.8018831,3274.056799,69.48834829,227.7436468,880.6369167,1135.323607,2000,1221.910494,355.3737204,4201.394672,17.37438423,17.37438423,1009.61107,1434.209918,355.3737204,4201.394672,70.91655059,243.8381692,927.1221279,1428.796545,500,971.3182708,295.192653,3196.079488,17.31481121,17.31481121,803.136346,1139.500196,295.192653,3196.079488,69.60907028,229.045544,856.9231406,1109.119824,2000,971.3182708,295.192653,3196.079488,17.31481121,17.31481121,803.136346,1139.500196,295.192653,3196.079488,69.60907028,229.045544,856.9231406,1109.119824,2000
HER42PB,213.7,2440.72,-5.069118283,-2.897757217,-6.577460079,-4.70270369,-6.184898376,-3.91130082,961.542096,270.911082,3412.792107,18.44275486,18.44275486,784.2072444,1138.876948,274.4902422,3368.291693,71.45312272,250.301012,866.1549318,1074.388493,2000,984.8339342,83.7988504,11574.11913,35.74992215,35.74992215,632.7565694,1336.911299,280.4911405,3457.85566,71.51894032,251.1105315,866.1549318,1074.388493,2000,835.7900713,218.8991381,3191.17311,19.91217659,19.91217659,669.3660764,1002.214066,232.4388014,3005.28586,72.18933206,259.5742476,866.1549318,1074.388493,2000,980.8473828,87.3876221,11009.12881,35.103323,35.103323,636.5373578,1325.157408,279.5250233,3441.772679,71.50168026,250.8978807,866.1549318,1074.388493,2000,904.8644743,276.0890968,2965.635827,17.43682447,17.43682447,747.0848442,1062.644104,276.0890968,2965.635827,69.48834829,227.7436468,794.2431168,1026.561646,2000,828.6991219,241.0142899,2849.383889,18.3783806,18.3783806,676.3976433,981.0006005,241.0142899,2849.383889,70.91655059,243.8381692,450.3414483,1147.503668,500,921.8978245,280.1733199,3033.463711,17.44726335,17.44726335,761.0518833,1082.743766,280.1733199,3033.463711,69.60907028,229.045544,806.7633634,1045.201972,2000,921.8978245,280.1733199,3033.463711,17.44726335,17.44726335,761.0518833,1082.743766,280.1733199,3033.463711,69.60907028,229.045544,806.7633634,1045.201972,2000
HER42PB,213.8,2442.25,-4.693753581,-2.724107152,-6.360870605,-4.250657405,-5.766163498,-4.024488133,1292.282874,364.2106668,4585.24469,17.67732934,17.67732934,1063.841774,1520.723973,368.9064061,4526.879985,71.45312272,250.301012,1178.034319,1421.697698,2000,1309.669485,111.4698448,15387.42753,34.32623688,34.32623688,860.1092352,1759.229735,373.0077476,4598.387489,71.51894032,251.1105315,1178.034319,1421.697698,2000,1140.006302,298.5736298,4352.743309,19.0341334,19.0341334,923.0159819,1356.996623,317.0433672,4099.169084,72.18933206,259.5742476,1178.034319,1421.697698,2000,1306.250509,116.4115564,14657.39696,33.69773608,33.69773608,866.0736601,1746.427358,372.2594468,4583.605353,71.50168026,250.8978807,1178.034319,1421.697698,2000,1041.551785,317.7946529,3413.619803,17.08379065,17.08379065,863.6152584,1219.488311,317.7946529,3413.619803,69.48834829,227.7436468,836.5644525,1270.721642,2000,663.8212903,193.0621292,2282.470971,19.0058242,19.0058242,537.6565828,789.9859977,193.0621292,2282.470971,70.91655059,243.8381692,488.9326034,1227.487072,500,1109.068549,337.0562433,3649.34064,16.98729334,16.98729334,920.6678213,1297.469277,337.0562433,3649.34064,69.60907028,229.045544,873.0290125,1349.680444,2000,1109.068549,337.0562433,3649.34064,16.98729334,16.98729334,920.6678213,1297.469277,337.0562433,3649.34064,69.60907028,229.045544,873.0290125,1349.680444,2000
HER42PB,213.9,2443.78,-4.887235809,-2.701859711,-6.771482591,-4.072778252,-6.748493073,-3.866998989,645.8969083,181.7954191,2294.792785,19.59246598,19.59246598,519.3497762,772.4440403,184.3833978,2262.583406,71.45312272,250.301012,568.8456364,738.9663941,2000,671.0217322,57.07022684,7889.756008,37.86440493,37.86440493,416.9433464,925.100118,191.1141,2356.02797,71.51894032,251.1105315,568.8456364,738.9663941,2000,550.3641224,144.0236633,2103.131251,21.24372821,21.24372821,433.446264,667.2819807,153.0599385,1978.967652,72.18933206,259.5742476,568.8456364,738.9663941,2000,667.0094866,59.39819593,7490.154344,37.19226836,37.19226836,418.9335284,915.0854449,190.0864962,2340.522152,71.50168026,250.8978807,568.8456364,738.9663941,2000,747.54847,228.0893855,2450.042617,17.94011766,17.94011766,613.4373949,881.6595451,228.0893855,2450.042617,69.48834829,227.7436468,616.2748088,912.7566401,2000,895.6303145,260.4801894,3079.518876,18.16838373,18.16838373,732.9087622,1058.351867,260.4801894,3079.518876,70.91655059,243.8381692,683.496551,1110.343342,500,702.7193798,213.5629528,2312.266806,18.16985025,18.16985025,575.0363208,830.4024388,213.5629528,2312.266806,69.60907028,229.045544,578.3748138,871.6057002,2000,702.7193798,213.5629528,2312.266806,18.16985025,18.16985025,575.0363208,830.4024388,213.5629528,2312.266806,69.60907028,229.045544,578.3748138,871.6057002,2000
HER42PB,214,2445.31,-5.106624449,-2.852614026,-6.661541523,-4.239813775,-7.780773099,-3.903082772,311.6401446,87.4004501,1111.202284,22.1417992,22.1417992,242.6374096,380.6428797,88.96352964,1091.67858,71.45312272,250.301012,261.1721998,374.293888,2000,332.3101782,28.23115256,3911.638192,42.46664686,42.46664686,191.1891884,473.4311681,94.64546018,1166.776033,71.51894032,251.1105315,261.1721998,374.293888,2000,256.0422452,66.73327426,982.3829574,24.24807431,24.24807431,193.9569313,318.1275591,71.2070586,920.6619766,72.18933206,259.5742476,261.1721998,374.293888,2000,329.1508757,29.2769123,3700.537061,41.74433241,41.74433241,191.74904,466.5527114,93.802469,1154.983447,71.50168026,250.8978807,261.1721998,374.293888,2000,389.2981732,118.7813027,1275.90003,19.90262871,19.90262871,311.8176032,466.7787432,118.7813027,1275.90003,69.48834829,227.7436468,282.2827271,537.0574169,2000,621.440551,180.7363483,2136.749813,19.20076482,19.20076482,502.1192123,740.7618897,180.7363483,2136.749813,70.91655059,243.8381692,428.7024275,1007.346541,500,349.9389373,106.3496965,1151.45848,20.33245227,20.33245227,278.7877699,421.0901047,106.3496965,1151.45848,69.60907028,229.045544,257.729484,494.7544596,2000,349.9389373,106.3496965,1151.45848,20.33245227,20.33245227,278.7877699,421.0901047,106.3496965,1151.45848,69.60907028,229.045544,257.729484,494.7544596,2000
