"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","K","K_sd","K_ICP","K_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0166200094508697,0.0190684881174599,1782.206118,520.9093274,3249.65694561367,-8012.51666149158,14511.8305527189
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0173855943359705,0.0148536705886894,1331.46149,522.7119355,3267.25505451755,-7994.8099946934,14529.3201037285
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0189473366674052,0.0164430322482061,1545.22611,589.8765904,3303.15402818233,-7958.69341320208,14565.0014695667
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0219716156617602,0.0177713768306234,4972.490853,1373.757336,3372.67158545669,-7888.76912878611,14634.1122996995
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0463819839922912,0.039757305004422,16457.36219,3980.600316,3933.78026017663,-7325.08592365193,15192.6464440052
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0183946763158912,0.0136890305237411,10808.43657,2190.076237,3290.45030682879,-7971.47355069022,14552.3741643478
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.024744655831081,0.0129945836441187,66668.75515,13007.37375,3436.41404412359,-7824.67073189539,14697.4988201426
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0180530652955216,0.0149174936266344,2479.827204,632.4407929,3282.59786870439,-7979.37354625655,14544.5692836653
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0109436495303064,0.013892354066728,23399.21394,3611.164788,3119.17735804116,-8143.83980105192,14382.1945171342
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.0492569773234493,0.0398229967491521,867.9986358,403.6307052,3999.86626412509,-7258.77969566054,15258.5122239107
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.0442936538041397,0.0275428485865766,7766.606331,2010.436754,3885.77688028556,-7373.2602379137,15144.8139984848
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0330232576005161,0.0206578532388437,1973.319538,728.4065428,3626.71003656759,-7633.40889321398,14886.8289663492
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0235910992104725,0.0224687965892844,14359.67839,3663.807136,3409.89782700472,-7851.33304002912,14671.1286940386
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00704150037287899,0.00955458989955262,3095.570446,982.5430133,3029.48064750259,-8234.15591198869,14293.1172069939
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.0526527852453771,0.0338216490023888,3134.001598,945.8757012,4077.9239671829,-7180.4844098974,15336.3323442632
