depth	min	max	median	wmean
71.153125	1590.8	3172.4	2529.5	2489.8
72.64375	1876.4	3185.9	2648.9	2618.6
74.134375	2155.3	3205.1	2772	2747.3
75.625	2421.3	3226.1	2891.6	2875.3
77.165625	2705.4	3246.9	3015.7	3007.8
78.75625	2980.2	3286.4	3146.9	3145.4
80.346875	3149	3369.3	3273.3	3266.8
81.9375	3215.4	3430.5	3329.7	3326.2
83.528125	3239.3	3539.8	3380.2	3385.6
85.11875	3255.4	3674.5	3430.5	3445
86.709375	3269.2	3817.6	3480.3	3504
88.4109375	3283.1	3968	3536.3	3567
89.978125	3292	4111.5	3585.5	3625.3
91.5453125	3339.4	4123.8	3633.4	3671.1
93.0875	3370.5	4141.6	3683.5	3716.5
94.5796875	3398.8	4160.6	3737.2	3760.3
96.071875	3418.5	4185.3	3794.3	3804.1
97.6140625	3439.9	4223.6	3843.2	3849.3
99.20625	3456.9	4271.1	3893.9	3896.1
100.7484375	3500	4303.7	3935.8	3938
102.240625	3571.2	4321	3974.3	3976.5
103.7828125	3640.7	4341.1	4016.2	4015.8
105.375	3686.8	4362.1	4060	4056.4
106.8671875	3719.5	4389.4	4103.4	4094.5
108.359375	3745.8	4424.1	4146.9	4132.5
109.9515625	3770.9	4468.3	4190.2	4173.1
111.44375	3866.8	4475.7	4229.1	4214.6
112.9359375	3962.3	4483.3	4267.7	4256.5
114.503125	4056	4494.1	4309.5	4300.1
116.0203125	4143.7	4503.5	4347.7	4342.6
117.5125	4226.7	4517.8	4387.7	4384.4
119.0046875	4293.1	4540.2	4430.2	4427.1
120.546875	4344.1	4568.3	4470.1	4467.7
122.0890625	4402.5	4580.7	4503.9	4501.8
123.53125	4432.3	4617.2	4535.4	4533.9
124.9484375	4444.8	4679.1	4566.5	4565.2
124.990625	4445.2	4681.1	4567.6	4566.1
126.4875	4453.3	4754	4595	4599.2
127.984375	4465.1	4832.5	4621.5	4632.3
129.43125	4473.2	4908.2	4648.5	4664.5
130.828125	4495	4945.5	4676	4693.9
132.225	4527.5	4956.3	4708.2	4722.2
133.671875	4551.8	4971.4	4744.6	4752.1
135.16875	4570.9	4995.8	4782	4783.3
136.665625	4586	5024.2	4819.1	4814.4
138.1625	4599.9	5061.8	4852.4	4845.8
139.659375	4610.6	5107.2	4885	4876.7
141.10625	4667.9	5125.4	4916.2	4909.8
142.503125	4736.6	5135.8	4946	4942.6
143.95	4807.3	5144.8	4976.6	4976.4
145.446875	4876.6	5156.1	5009.6	5011.6
146.94375	4941.1	5175.9	5041.2	5047.1
148.390625	4998.2	5197.8	5074.6	5081.5
149.8375	5037.2	5234.9	5109.9	5115.9
151.284375	5063.7	5311.6	5167.9	5174.2
152.73125	5077.6	5434.6	5227	5235.4
154.228125	5090.3	5573.2	5287.7	5299.2
155.675	5100	5719.7	5341.9	5361
157.121875	5108.7	5856.8	5396.5	5422.4
158.61875	5117.8	6002.3	5451.9	5485.7
160.115625	5126.9	6140.1	5510.3	5549
161.6625	5190.9	6175.7	5589	5617.8
163.209375	5236.4	6216.5	5670.5	5688
164.75625	5271.3	6271.9	5743.3	5757.7
166.353125	5297.7	6345.9	5823.9	5830.1
167.9467742	5324	6443.3	5901	5901.3
169.416129	5343.1	6555.1	5967.8	5966.5
170.8854839	5401.1	6623.3	6034.5	6035.1
172.3548387	5488.9	6656.9	6113	6105.2
173.8241935	5559.3	6692.3	6188.7	6175.8
175.2935484	5599.3	6734.9	6268.7	6247
176.7379032	5633.6	6784.4	6341.5	6316.1
178.1322581	5669.1	6839.1	6408.4	6382.9
179.5516129	5699.8	6927.4	6479.7	6451.3
181.0209677	5801.2	6968.5	6540.8	6512.2
182.4403226	5937.4	6979.7	6593.1	6568.2
183.8096774	6062.4	6994.9	6646.1	6622
185.2290323	6188.6	7011.1	6700.8	6678.6
186.6983871	6263.2	7033.1	6763.5	6738.2
188.1677419	6319.6	7061.5	6829.9	6797.5
189.6870968	6362.8	7107.1	6897	6858.8
191.2564516	6496	7129.2	6937.7	6908.5
192.8008065	6643	7135.3	6973.1	6953.8
194.3451613	6783.2	7146.9	7008.7	6999.7
195.9145161	6915.2	7165.9	7045.2	7046.1
197.483871	7003.6	7198.9	7090.6	7093.1
199.0282258	7025.3	7277.5	7134.2	7139.8
200.5475806	7040.9	7362.6	7166.5	7177.6
202.0669355	7058.8	7398.5	7194	7203.3
203.6112903	7071.2	7432.3	7220.1	7228.8
205	7078.9	7467	7242.5	7252.3
206.5	7085.8	7515.8	7265.4	7277.5
207.95	7093.4	7568.6	7286.7	7301.5
209.4	7097.6	7628.6	7307.2	7325.3
210.95	7119.3	7660.9	7333.5	7352.1
212.525	7141.3	7677.9	7363.1	7379.8
214.075	7160.7	7714.6	7393.2	7407.5
215.575	7171.7	7748	7421	7434.1
217.05	7181.4	7779.6	7448.8	7460.1
218.55	7191.2	7823.2	7476.3	7486.8
220.05	7201.7	7882	7503.6	7513.9
221.55	7235.8	7902.7	7530.7	7539.9
223.075	7265.8	7919.7	7557.5	7566.1
224.65	7290.2	7937.9	7587	7593.6
226.15	7306.8	7960.9	7615.3	7619.4
227.65	7320.1	7981.4	7642.8	7645.6
229.225	7331.3	8008.9	7673.8	7672.9
230.725	7358	8036.8	7698.3	7697.8
232.25	7398.2	8047.4	7721.5	7722
233.8	7424.5	8062.2	7748.3	7747.2
235.25	7440.4	8078.9	7774.1	7770.7
236.8	7454.7	8096.5	7799.6	7795.7
238.4	7473.2	8122.1	7826.4	7821.4
239.9	7488.9	8152.7	7851.8	7846.2
241.4	7538.6	8162.6	7875.5	7872.3
242.9887097	7583.8	8172.5	7904.2	7900.4
244.5677419	7620.2	8185.2	7934.1	7928.8
246.0467742	7649.2	8200.7	7960.9	7955.3
247.4758065	7671.5	8215.4	7987.8	7980.9
249.0048387	7697.1	8236.6	8019.3	8007.9
250.483871	7731.5	8257.9	8042.9	8033.4
251.8129032	7784.1	8264.4	8062.5	8055
253.1919355	7831.5	8272.3	8083	8077.3
254.6709677	7877.3	8285.3	8105.2	8101.4
256	7913.7	8299.4	8127.5	8123.8
