"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"ALL","Ca","Bayes",0.844412241767527,0.740687069612545,1,13757,0.636884102731344,0.428801053115093,5546.07861545861,0.437812064252784,4,0.634509260499655,"Acceptable 4","Moderate confidence",FALSE,1
"ALL","Ca","RF",0.829287801176798,0.856025854174437,0.78918072168034,13757,0.682203721520104,0.401150756423534,4911.79054471344,0.405320083182145,1,0.642410341669775,"Unstable","Low confidence (noise-dominated)",FALSE,2
"ALL","Ca","OLS_weighted",0.6,1,0,14519,0.60078407376705,0.449611220751241,5620.88386479327,NA,5,0.588405803230984,"Unstable","Low confidence",FALSE,3
"ALL","Ca","PLS_LOO",0.552881998317059,0.805915698467802,0.173331448090944,13757,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,2,0.638537096368868,"Acceptable 2","Moderate confidence",FALSE,4
"ALL","Ca","PLS_kfold",0.552881998317059,0.805915698467802,0.173331448090944,13757,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,3,0.638537096368868,"Acceptable 3","Moderate confidence",FALSE,5
"ALL","Ca","OLS",0.473348755420152,0.787121534135248,0.00268958734750736,14519,0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,6,0.520511230722479,"Unstable","Low confidence",FALSE,6
"ALL","Ca","WLS",0.204992076673538,0,0.512480191683846,14519,0.604685117514639,0.447409080513934,5446.04597912254,NA,8,0.203490077962097,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"ALL","Ca","WLS_weighted",0.201088821335008,0.00566308940610476,0.494227419228363,14519,0.604732452698864,0.447382293228408,5447.03371534874,NA,7,0.205925410630512,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"ALL","Sr","OLS",0.643946239065549,0.697028491676238,0.564322860149515,14005,0.605940022011523,0.388440903375382,59.7735590156883,0.391554198151312,5,0.476601104377288,"Unstable","Low confidence",FALSE,1
"ALL","Sr","PLS_LOO",0.602049885798388,0.771401682998948,0.348022189997548,13757,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,2,0.715434657119346,"Acceptable 2","Moderate confidence",FALSE,2
"ALL","Sr","PLS_kfold",0.602049885798388,0.771401682998948,0.348022189997548,13757,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,3,0.715434657119346,"Acceptable 3","Moderate confidence",FALSE,3
"ALL","Sr","RF",0.6,1,0,13757,0.675793821060387,0.35233390312532,45.3389098498978,0.346757684558846,4,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,4
"ALL","Sr","Bayes",0.598202573557477,0.799649049049403,0.296032860319586,13757,0.635271572146413,0.373704733132646,56.5643915636821,0.385058169520708,1,0.734632075858658,"Preferred 1","Moderate confidence",FALSE,5
"ALL","Sr","OLS_weighted",0.4,0,1,14005,0.588442221601662,0.396971381054182,68.563181097856,NA,8,0.103567518923187,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"ALL","Sr","WLS_weighted",0.330507999966911,0.0941323982448324,0.685071402550028,14005,0.605197017350042,0.38880693583257,61.616501941787,NA,7,0.212811409679503,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"ALL","Sr","WLS",0.2649525559046,0.083243662015412,0.537515896738383,14005,0.605899324973479,0.388460961218056,59.3656290640811,NA,6,0.23565984712543,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"ALL","Ti","RF",0.887921753168437,0.813202921947396,1,13757,0.737139589077221,0.631009137231014,1647.90252563752,0.624680929647959,6,0.467170786497582,"Unstable","Low confidence (noise-dominated)",FALSE,1
"ALL","Ti","PLS_LOO",0.768991322168904,0.985781032588366,0.443806756539711,13757,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,1,0.840792000457897,"Preferred 1","High confidence (signal-dominated)",FALSE,2
"ALL","Ti","PLS_kfold",0.768991322168904,0.985781032588366,0.443806756539711,13757,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2,0.840792000457897,"Acceptable 2","High confidence (signal-dominated)",FALSE,3
"ALL","Ti","Bayes",0.76480602887804,1,0.4120150721951,13757,0.757847910218222,0.605643649083077,2132.72586760655,0.617880211717454,4,0.708492382993621,"Unstable","Low confidence (noise-dominated)",FALSE,4
"ALL","Ti","OLS",0.614079927609769,0.919262770647259,0.156305663053533,14219,0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,3,0.743637270225016,"Acceptable 3","Moderate confidence",FALSE,5
"ALL","Ti","OLS_weighted",0.542006454124426,0.903344090207377,0,14219,0.718555763474536,0.652933928562262,2173.73266969499,NA,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,6
"ALL","Ti","WLS",0.307220196429229,0,0.768050491073074,14219,0.728935134347202,0.640781067535794,1882.89538666468,NA,8,0.356894570181163,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"ALL","Ti","WLS_weighted",0.285838051843047,0.018809767306703,0.686380478647564,14219,0.72919658362992,0.640471967780676,1893.08238585334,NA,7,0.368157739335141,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"ALL","Zr","RF",0.714284926778772,0.523808211297953,1,13757,0.744624310661954,0.664116978438206,47.763991633004,0.675449546082181,3,0.759702310441133,"Acceptable 3","High confidence (signal-dominated)",FALSE,1
"ALL","Zr","Bayes",0.676741832046406,0.935087433460112,0.289223429925846,13757,0.7219222288162,0.693007515213175,84.3816359771264,0.70718613446717,7,0.654203921526356,"Unstable","Moderate confidence",FALSE,2
"ALL","Zr","PLS_LOO",0.658734523299319,0.856824502964999,0.361599553800799,13757,0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,4,0.706487262772948,"Acceptable 4","Moderate confidence",FALSE,3
"ALL","Zr","PLS_kfold",0.658734523299319,0.856824502964999,0.361599553800799,13757,0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,5,0.706487262772948,"Unstable","Moderate confidence",FALSE,4
"ALL","Zr","OLS",0.61635702158081,1,0.0408925539520257,14519,0.608456680906178,0.822327315016661,148.16046066862,0.829368800202076,1,0.881052876763792,"Unstable","Low confidence (noise-dominated)",FALSE,5
"ALL","Zr","WLS_weighted",0.448823958926955,0.7409938656634,0.0105690988222861,14519,0.608229412035276,0.822565937768544,162.575252795128,NA,2,0.770019585533002,"Unstable","Low confidence (noise-dominated)",FALSE,6
"ALL","Zr","WLS",0.297329582184042,0.483921609416238,0.0174415413357488,14519,0.608323185716187,0.822467487738816,159.077231156446,NA,6,0.668968439841682,"Unstable","Low confidence (noise-dominated)",FALSE,7
"ALL","Zr","OLS_weighted",0,0,0,14519,0.401191970178938,1.01694769214115,153.784821913486,NA,8,0.243417629025981,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
