"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","Robustness_low","Robustness_high","Bootstrap_Unstable","Global_Rank","Robustness_score","SNR_CI_s","SNR_smooth_s","Robustness_score_site","Robustness_Rank","Stability_class"
"Ca","ALL","Bayes",13757,11114.521610419,7324.12351673578,20960.8035640108,0.349419977834777,9.28346094984434e-05,0.597167517234048,0.607069768039878,FALSE,4,0.634509260499655,0.740687069612545,1,0.844412241767527,1,"Stable"
"Ca","ALL","RF",13757,10920.0910975266,7480.96812182528,18996.7410319403,0.39380271117278,9.07999665599033e-05,0.642410341669775,0.642410341669775,FALSE,1,0.642410341669775,0.856025854174437,0.78918072168034,0.829287801176798,2,"Stable"
"Ca","ALL","OLS_weighted",14519,10492.425843022,8101.82570808005,18035.9437498918,0.449204423146897,8.31834857740987e-05,0.629212858359254,0.588405803230984,FALSE,5,0.588405803230984,1,0,0.6,3,"Acceptable"
"Ca","ALL","PLS_LOO",13757,10800.199565855,8032.76361529482,21448.147284187,0.374520162924147,8.48563290249442e-05,0.622366279387121,0.653319390092195,FALSE,2,0.638537096368868,0.805915698467802,0.173331448090944,0.552881998317059,4,"Acceptable"
"Ca","ALL","PLS_kfold",13757,10800.199565855,8032.76361529482,21448.147284187,0.374520162924147,8.48563290249442e-05,0.622366279387121,0.653319390092195,FALSE,3,0.638537096368868,0.805915698467802,0.173331448090944,0.552881998317059,5,"Acceptable"
"Ca","ALL","OLS",14519,10921.4227828969,8094.54336246637,22038.6753023897,0.367288108355072,8.32094433143569e-05,0.54449572959814,0.503688674469871,FALSE,6,0.520511230722479,0.787121534135248,0.00268958734750736,0.473348755420152,6,"Marginal"
"Ca","ALL","WLS",14519,10872.2684867972,7637.09392056858,118586.161886132,0.064401223541595,8.81294955103154e-05,0.229923291436982,0.189116236308712,FALSE,8,0.203490077962097,0,0.512480191683846,0.204992076673538,7,"Unstable"
"Ca","ALL","WLS_weighted",14519,10873.2672025233,7652.5839621963,114937.491193476,0.066580398464715,8.79533357450352e-05,0.232184212207787,0.191377157079517,FALSE,7,0.205925410630512,0.00566308940610476,0.494227419228363,0.201088821335008,8,"Unstable"
"Sr","ALL","OLS",14005,143.231154722705,62.308174844974,243.139630055274,0.256264989918794,0.0110145525976739,0.416506725390689,0.416506725390689,FALSE,5,0.476601104377288,0.697028491676238,0.564322860149515,0.643946239065549,1,"Acceptable"
"Sr","ALL","PLS_LOO",13757,145.259398881809,67.546656152628,238.17309736281,0.283603215058894,0.010114325383738,0.633054729325594,0.669151720053799,FALSE,2,0.715434657119346,0.771401682998948,0.348022189997548,0.602049885798388,2,"Acceptable"
"Sr","ALL","PLS_kfold",13757,145.259398881809,67.546656152628,238.17309736281,0.283603215058894,0.010114325383738,0.633054729325594,0.669151720053799,FALSE,3,0.715434657119346,0.771401682998948,0.348022189997548,0.602049885798388,3,"Acceptable"
"Sr","ALL","RF",13757,141.647129261848,77.7763059102699,211.560346352752,0.367631776233657,0.00866588305450607,0.7,0.7,FALSE,4,0.7,1,0,0.6,4,"Acceptable"
"Sr","ALL","Bayes",13757,147.071853655315,69.1564871940495,235.23700439692,0.293986430286965,0.00989794968144594,0.638973606171947,0.638995424908899,FALSE,1,0.734632075858658,0.799649049049403,0.296032860319586,0.598202573557477,5,"Acceptable"
"Sr","ALL","OLS_weighted",14005,131.570344226979,53.520979787046,1069088.3690725,5.006225989857e-05,0.0128278082732462,0.103567518923187,0.103567518923187,FALSE,8,0.103567518923187,0,1,0.4,6,"Marginal"
"Sr","ALL","WLS_weighted",14005,142.461659924356,59.6023130308183,1720.05445347286,0.0346514105471945,0.0115170990014167,0.155268803068285,0.155268803068285,FALSE,7,0.212811409679503,0.0941323982448324,0.685071402550028,0.330507999966911,7,"Marginal"
"Sr","ALL","WLS",14005,143.397140314445,62.9427056666161,2053.6686365944,0.030648910220976,0.0109029840206153,0.175705237891059,0.175705237891059,FALSE,6,0.23565984712543,0.083243662015412,0.537515896738383,0.2649525559046,8,"Unstable"
"Ti","ALL","RF",13757,2144.13444529326,3984.25408667918,6762.98370805478,0.589126672290205,0.000174212317994055,0.366332921252179,0.325281168778958,FALSE,6,0.467170786497582,0.813202921947396,1,0.887921753168437,1,"Stable"
"Ti","ALL","PLS_LOO",13757,2139.04947431541,4330.05138914022,6388.36995589027,0.677802227960793,0.00016037042191657,0.79452451960984,0.853161904249357,FALSE,1,0.840792000457897,0.985781032588366,0.443806756539711,0.768991322168904,2,"Stable"
"Ti","ALL","PLS_kfold",13757,2139.04947431541,4330.05138914022,6388.36995589027,0.677802227960793,0.00016037042191657,0.79452451960984,0.853161904249357,FALSE,2,0.840792000457897,0.985781032588366,0.443806756539711,0.768991322168904,3,"Stable"
"Ti","ALL","Bayes",13757,2140.41045976442,4358.64877930628,6361.9847129266,0.68510833898267,0.000159579227136698,0.708492382993621,0.706458089050811,FALSE,4,0.708492382993621,1,0.4120150721951,0.76480602887804,4,"Stable"
"Ti","ALL","OLS",14219,2121.49959929056,4501.39620156788,6993.83718311646,0.64362324768362,0.000153215426229387,0.656789163242992,0.733582618514229,FALSE,3,0.743637270225016,0.919262770647259,0.156305663053533,0.614079927609769,5,"Acceptable"
"Ti","ALL","OLS_weighted",14219,2011.43951913123,4620.96622439432,7272.03003890279,0.635443775627134,0.000149325471128802,0.661337636082951,0.738131091354188,FALSE,5,0.661337636082951,0.903344090207377,0,0.542006454124426,6,"Acceptable"
"Ti","ALL","WLS",14219,2048.48407539001,4093.1085193698,23897.2029063303,0.171279816111263,0.00016843982608492,0.277646895522102,0.354440350793339,FALSE,8,0.356894570181163,0,0.768050491073074,0.307220196429229,7,"Marginal"
"Ti","ALL","WLS_weighted",14219,2056.34869670063,4143.29743992204,22898.1279739593,0.180944811062021,0.000166407316992203,0.286913869728348,0.363707324999585,FALSE,7,0.368157739335141,0.018809767306703,0.686380478647564,0.285838051843047,8,"Unstable"
"Zr","ALL","RF",13757,40.8009743967394,60.4862253973248,138.859980572686,0.435591486819081,0.0119915984662985,0.759702310441133,0.759702310441133,FALSE,3,0.759702310441133,0.523808211297953,1,0.714284926778772,1,"Acceptable"
"Zr","ALL","Bayes",13757,45.422868267256,128.301321196548,164.996573779594,0.777599911668075,0.00551729881318058,0.633967101814021,0.651062030787129,FALSE,7,0.654203921526356,0.935087433460112,0.289223429925846,0.676741832046406,2,"Acceptable"
"Zr","ALL","PLS_LOO",13757,44.1624715556574,114.793102893905,161.108915768419,0.712518623481466,0.00617655621336295,0.66038440128808,0.701590099369457,FALSE,4,0.706487262772948,0.856824502964999,0.361599553800799,0.658734523299319,3,"Acceptable"
