"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"BI10","Ca","OLS_weighted",0.916688899421021,0.868458374801672,0.989034686350044,5017,0.60078407376705,0.449611220751241,5620.88386479327,NA,5,0.588405803230984,"Unstable","Low confidence",FALSE,1
"BI10","Ca","OLS",0.796604537219567,0.693993386198165,0.950521263751669,5017,0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,6,0.520511230722479,"Unstable","Low confidence",FALSE,2
"BI10","Ca","PLS_LOO",0.765636319706037,0.684897003192764,0.886745294475947,4709,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,2,0.638537096368868,"Acceptable 2","Moderate confidence",FALSE,3
"BI10","Ca","PLS_kfold",0.765636319706037,0.684897003192764,0.886745294475947,4709,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,3,0.638537096368868,"Acceptable 3","Moderate confidence",FALSE,4
"BI10","Ca","Bayes",0.723946969589841,0.743598687156478,0.694469393239886,4709,0.636884102731344,0.428801053115093,5546.07861545861,0.437812064252784,4,0.634509260499655,"Acceptable 4","Moderate confidence",FALSE,5
"BI10","Ca","RF",0.6,1,0,4709,0.682203721520104,0.401150756423534,4911.79054471344,0.405320083182145,1,0.642410341669775,"Unstable","Low confidence (noise-dominated)",FALSE,6
"BI10","Ca","WLS_weighted",0.402308435275512,0.00498875364089678,0.998287957727436,5017,0.604732452698864,0.447382293228408,5447.03371534874,NA,7,0.205925410630512,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"BI10","Ca","WLS",0.4,0,1,5017,0.604685117514639,0.447409080513934,5446.04597912254,NA,8,0.203490077962097,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"BI10","Sr","PLS_LOO",0.893933075252452,0.876666897328634,0.919832342138178,4709,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,2,0.715434657119346,"Acceptable 2","Moderate confidence",FALSE,1
"BI10","Sr","PLS_kfold",0.893933075252452,0.876666897328634,0.919832342138178,4709,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,3,0.715434657119346,"Acceptable 3","Moderate confidence",FALSE,2
"BI10","Sr","OLS",0.814513480506147,0.890858358121893,0.699996164082529,4892,0.605940022011523,0.388440903375382,59.7735590156883,0.391554198151312,5,0.476601104377288,"Unstable","Low confidence",FALSE,3
"BI10","Sr","Bayes",0.748684678391601,0.807227013881474,0.660871175156793,4709,0.635271572146413,0.373704733132646,56.5643915636821,0.385058169520708,1,0.734632075858658,"Preferred 1","Moderate confidence",FALSE,4
"BI10","Sr","RF",0.6,1,0,4709,0.675793821060387,0.35233390312532,45.3389098498978,0.346757684558846,4,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,5
"BI10","Sr","OLS_weighted",0.4,0,1,4892,0.588442221601662,0.396971381054182,68.563181097856,NA,8,0.103567518923187,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"BI10","Sr","WLS_weighted",0.379588555441941,0.12045621685716,0.768287063319114,4892,0.605197017350042,0.38880693583257,61.616501941787,NA,7,0.212811409679503,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"BI10","Sr","WLS",0.337709084798913,0.106228816366277,0.684929487447867,4892,0.605899324973479,0.388460961218056,59.3656290640811,NA,6,0.23565984712543,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"BI10","Ti","OLS_weighted",0.827011479950549,0.711685799917582,1,4790,0.718555763474536,0.652933928562262,2173.73266969499,NA,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,1
"BI10","Ti","PLS_LOO",0.77122314011628,0.962603414285261,0.484152728862809,4709,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,1,0.840792000457897,"Preferred 1","High confidence (signal-dominated)",FALSE,2
"BI10","Ti","PLS_kfold",0.77122314011628,0.962603414285261,0.484152728862809,4709,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2,0.840792000457897,"Acceptable 2","High confidence (signal-dominated)",FALSE,3
"BI10","Ti","Bayes",0.737156599509597,1,0.342891498773992,4709,0.757847910218222,0.605643649083077,2132.72586760655,0.617880211717454,4,0.708492382993621,"Unstable","Low confidence (noise-dominated)",FALSE,4
"BI10","Ti","OLS",0.73467134988272,0.725643791018089,0.748212688179667,4790,0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,3,0.743637270225016,"Acceptable 3","Moderate confidence",FALSE,5
"BI10","Ti","RF",0.571947985847578,0.953246643079296,0,4709,0.737139589077221,0.631009137231014,1647.90252563752,0.624680929647959,6,0.467170786497582,"Unstable","Low confidence (noise-dominated)",FALSE,6
"BI10","Ti","WLS_weighted",0.327052406997425,0.0145341440045349,0.795829801486759,4790,0.72919658362992,0.640471967780676,1893.08238585334,NA,7,0.368157739335141,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"BI10","Ti","WLS",0.320239968204737,0,0.800599920511842,4790,0.728935134347202,0.640781067535794,1882.89538666468,NA,8,0.356894570181163,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"BI10","Zr","PLS_LOO",0.745136549577661,0.954452174312747,0.431163112475033,4709,0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,4,0.706487262772948,"Acceptable 4","Moderate confidence",FALSE,1
"BI10","Zr","PLS_kfold",0.745136549577661,0.954452174312747,0.431163112475033,4709,0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,5,0.706487262772948,"Unstable","Moderate confidence",FALSE,2
"BI10","Zr","Bayes",0.71849629441024,0.997202090591957,0.300437600137665,4709,0.7219222288162,0.693007515213175,84.3816359771264,0.70718613446717,7,0.654203921526356,"Unstable","Moderate confidence",FALSE,3
"BI10","Zr","RF",0.6,1,0,4709,0.744624310661954,0.664116978438206,47.763991633004,0.675449546082181,3,0.759702310441133,"Acceptable 3","High confidence (signal-dominated)",FALSE,4
"BI10","Zr","OLS_weighted",0.4,0,1,5017,0.401191970178938,1.01694769214115,153.784821913486,NA,8,0.243417629025981,"Unstable","Low confidence (uncertainty-dominated)",FALSE,5
"BI10","Zr","OLS",0.379700645893155,0.534773822062235,0.147090881639536,5017,0.608456680906178,0.822327315016661,148.16046066862,0.829368800202076,1,0.881052876763792,"Unstable","Low confidence (noise-dominated)",FALSE,6
"BI10","Zr","WLS_weighted",0.284080667612059,0.387626871665664,0.128761361531652,5017,0.608229412035276,0.822565937768544,162.575252795128,NA,2,0.770019585533002,"Unstable","Low confidence (noise-dominated)",FALSE,7
"BI10","Zr","WLS",0.205046446918526,0.253027170294928,0.133075361853922,5017,0.608323185716187,0.822467487738816,159.077231156446,NA,6,0.668968439841682,"Unstable","Low confidence (noise-dominated)",FALSE,8
