"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.96018606217011,-9.26268685234839,3.8394514938833,-1.59326350131805,4.45645506852283,3.15105358491299,5.76185655213268
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.8661096237635,-9.16869951281711,4.83236728974649,0.210621932435521,4.52410249460474,3.21885577685629,5.82934921235318
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.53717301561923,-9.83957422679248,4.04698604695415,-0.534911896384269,4.04156178658359,2.73447302037415,5.34865055279304
"Bird Island","BI10","BI10.3",95,93,94,93.5,-6.59370322102902,-8.89628904450433,4.0993273690619,-0.563781745499,4.71998142354093,3.41499227546836,6.02497057161351
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.49563966790817,-8.79822409865472,3.98932974180479,-0.863482088333298,4.7904958591789,3.4855300613709,6.0954616569869
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.75600977498701,-9.05859830481463,3.85878807296499,-0.208431216671758,4.60327185420087,3.29816335762523,5.90838035077652
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.15485090465285,-9.45752050111863,3.65876255272653,-2.50150470250249,4.31647766540643,3.010648715533,5.62230661527987
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.4326578530621,-9.73458901607431,3.46948661196281,-1.31861690908455,4.11671537289352,2.81002625852606,5.42340448726099
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.75406985022452,-9.05665837339139,3.62506547789696,-1.14958687174424,4.60466679345663,3.29956031737468,5.90977326953858
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.2882239182299,-9.59013773333577,3.94762045054329,-2.99648467653814,4.2205733005082,2.91436807594676,5.52677852506964
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.01542846680589,-9.31792558265612,4.4164307444794,0.095350908065827,4.41673198219559,3.11122388033405,5.72224008405712
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.76037115503114,-9.06295538506313,3.75737411214651,-0.356881048033865,4.60013572214542,3.29502263058401,5.90524881370682
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.68192095105649,-8.98450444835127,5.39102641133193,0.451899996028887,4.65654681151455,3.35150527481609,5.96158834821301
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-7.10564661821342,-9.40879131070002,3.71777756776048,-1.77826564772238,4.35185892968685,3.04615167598195,5.65756618339175
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-6.93830211917246,-9.24079957946089,4.80718666901724,0.331048086767764,4.47219112785276,3.16682866035886,5.77755359534666
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-7.15960699443309,-9.46265530059067,5.49569256244799,0.363534882365365,4.31305770991814,3.00721650767842,5.61889891215787
"Bird Island","BI10","BI10.5",197,194,195,194.5,-7.18405042921007,-9.48609387356269,4.21641311097253,-0.450747267203687,4.29548120005797,2.98957566772925,5.60138673238669
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.53713630645964,-8.83972208976084,3.74336890123433,-0.676621858944525,4.760656923558,3.45568572773842,6.06562811937758
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.75966463844325,-9.06224800673289,5.07847074812285,1.45098917434009,4.60064375613846,3.29553141386624,5.90575609841068
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.90439493127993,-9.20697603770076,4.29914195414763,-0.77984009408263,4.49657272674674,3.19126710159411,5.80187835189937
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.83240572077262,-9.13499174118633,3.9379798934123,-1.27063501890494,4.54833791768053,3.2431384273967,5.85353740796436
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-7.36108430535794,-9.6628970876182,4.17148780111106,0.00218188795034607,4.16818167369894,2.8617422743939,5.47462107300398
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-7.1783652460075,-9.48083761967386,3.71531404759859,-1.59115089387714,4.29956923758333,2.99367887073005,5.6054596044366
"Bird Island","BI10","BI10.7",271,265,266,265.5,-6.76921930519076,-9.07180526881711,4.04078412348808,-0.261034216174002,4.59377329395381,3.28865065717213,5.89889593073549
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.40292739402794,-9.70627738324842,3.67060434951071,-1.25589748044913,4.13809361662764,2.83151059683535,5.44467663641993
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.42716229043215,-8.72974923867762,4.01830325933705,-0.204152828278014,4.83973580075779,3.53476452842379,6.14470707309179
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.77103709457683,-9.07362654866036,4.00298409034192,-0.283484951366715,4.59246617842935,3.28734154363503,5.89759081322367
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-6.16045330203936,-8.46303650046428,4.38980958875902,0.617895837776305,5.03151789713882,3.72635458509795,6.3366812091797
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-6.73746750525473,-9.0400492245662,4.26212573508231,0.686899612083241,4.61660502074448,3.31151524879225,5.92169479269672
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-7.12836703798899,-9.43098704309181,5.60776646978262,1.55140202577451,4.33552138605372,3.0297590853725,5.64128368673493
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-6.67471446752992,-8.97730193689052,3.87669896856894,-0.297184886842047,4.66172876854791,3.35669262628518,5.96676491081065
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-7.0508488149572,-9.35305667417778,4.26621517220479,0.130701831063315,4.39126231706004,3.08567972812621,5.69684490599387
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-6.83042763838514,-9.13300902903986,4.1458801859122,0.0322313791804265,4.54976029489163,3.2445634416667,5.85495714811655
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-6.25789510776332,-8.56048176711493,4.25477583690087,0.439774392094173,4.96145054061849,3.65638888399846,6.26651219723852
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-6.67217419543638,-8.9747624488818,4.61205455325781,0.164844282617356,4.66355539880291,3.35852111079067,5.96858968681514
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-6.39682446074928,-8.69941075361782,4.23820457443249,-0.210968114924713,4.86155078573933,3.55657136273895,6.16653020873972
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-6.64078012257239,-8.94336368418342,4.25506676280208,-0.588525538201779,4.68612989523843,3.38111648876164,5.99114330171522
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-6.8918563396021,-9.19443749569677,4.58390305625152,0.365947666455336,4.50558883607299,3.20030311942827,5.8108745527177
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-6.4193102425978,-8.72189533559184,4.40567025787697,-0.430842611720357,4.84538196290489,3.5404089182016,6.15035500760819
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-6.5228330721053,-8.82541816509935,5.61348842504215,2.01153176945584,4.77094193227118,3.46597333988592,6.07591052465645
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-6.33694580335482,-8.63953033128118,4.36556304662388,0.79458722972213,4.9046076564987,3.59960182981455,6.20961348318286
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-6.70966208424105,-9.01224389606687,4.09825557805275,0.341275260043738,4.63659902981368,3.33153487620988,5.94166318341748
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-6.35410927479976,-8.65669666719676,5.77413731566368,2.12445474412467,4.89226594070307,3.58726908238083,6.1972627990253
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-6.35422482634148,-8.65681164408654,4.68151467135203,1.09515455693116,4.89218285120149,3.58718604944508,6.1971796529579
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-6.54824126900804,-8.8508284560507,4.5856816451236,0.653667992404879,4.7526716921243,3.44769793614972,6.05764544809887
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-6.67968786977669,-8.98227296277073,3.97930816378938,0.113954932030726,4.658152550458,3.35311270654634,5.96319239436966
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-6.55376102488395,-8.85634401224321,3.84905447467711,-0.0855279509012801,4.74870260821838,3.44372740446098,6.05367781197577
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-6.25812382194157,-8.56070630374798,4.23367920911665,0.228434630434639,4.96128607940239,3.65622461873647,6.26634754006831
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-6.44351573017577,-8.74610333762478,5.87234844343613,1.88005449665249,4.82797655343744,3.52300821643447,6.1329448904404
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-4.44436708267852,-6.74695192023468,5.30804589904339,0.0149767701841019,6.26550185359601,4.95262832085647,7.57837538633555
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-6.23657767185119,-8.53916276484524,5.74123239556141,2.13695550924751,4.97677924241191,3.67169844478875,6.28186004003507
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-6.19614902034301,-8.4987346041923,5.86733159870463,2.28671122130482,5.00585022193465,3.70072835711846,6.31097208675084
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-6.45223731217543,-8.75482240516948,4.74869687800914,0.639182988287556,4.8217051364532,3.51673794725305,6.12667232565335
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-6.71292972402758,-9.01551399404375,4.66120673160248,1.71006283701951,4.63424937218776,3.32918236105696,5.93931638331855
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-6.27876056075672,-8.58134778626294,4.10532182269821,-0.651329446432959,4.9464468456132,3.64140224357896,6.25149144764745
"Bird Island","BI10","BI10.13",519,491,492,491.5,-6.7883815092144,-9.09096748968487,4.17170682131633,0.0993497497442033,4.57999435204007,3.27485001873287,5.88513868534727
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-6.50736569625548,-8.80994810901731,4.47682326820407,0.189053771993782,4.78206403874336,3.4770973822736,6.08703069521312
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-5.53922425592291,-7.84181036683951,5.13503054288322,1.82371287525525,5.47822428493233,4.17156124183286,6.78488732803181
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-6.19471625941922,-8.49730233271844,4.34900474774693,0.367785467745325,5.00688047552765,3.70175704081291,6.31200391024238
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.52336823563692,-7.82595282767652,6.00988763234206,0.806880445620664,5.48962585346976,4.18290528782988,6.79634641910964
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.2382745610127,-7.54085965400674,5.90479756735227,1.56965451858973,5.69462780302492,4.38670990470858,7.00254570134125
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-5.25354861074661,-7.55613370374065,5.75436490604051,1.12899201276076,5.68364471131942,4.3757987864131,6.99149063622574
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-5.41939090999209,-7.72197690595288,5.67470210857249,0.68386944213577,5.56439269806853,4.25727122858267,6.87151416755439
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.98689779063196,-8.28948407815911,5.76470733500438,1.38268070020505,5.1563162401447,3.85088209190458,6.46175038838482
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.44392527332376,-7.74651106036357,5.84005726513789,1.59953019267307,5.54675080432705,4.23972763706312,6.85377397159099
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-5.25434220448971,-7.55692768027492,5.94781364614823,0.498673389561937,5.68307406286605,4.37523185329132,6.99091627244078
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-4.92152831441657,-7.22411395625939,6.37222233759682,2.05223109378202,5.92239012764356,4.61278041835238,7.23199983693475
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-4.82021797162718,-7.12280294062912,6.23417589697179,1.38054435170531,5.99523922823937,4.6850082946737,7.30547016180504
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-5.40227131632805,-7.70485729696198,6.23592340476781,0.809772666514102,5.57670286272351,4.26951144470073,6.8838942807463
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.52266213903961,-7.82524673143281,6.05360818310857,1.93086414623135,5.4901335854607,4.18341043599515,6.79685673492625
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-5.57226406923162,-7.8748499513128,5.65408612272263,1.35640063650311,5.45446638798793,4.14792013341035,6.7610126425655
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.67398758378092,-7.97657384154916,5.36158074003029,0.310123451208441,5.38132018849509,4.07510741372701,6.68753296326318
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.63316875744966,-7.93575440953692,5.76464142195745,1.72478504501942,5.41067173053646,4.10432987224038,6.71701358883254
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.54179577676855,-7.84438138003423,6.09490684821808,2.25984488383422,5.47637518467652,4.16972138040725,6.7830289889458
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.83237067643333,-8.13495576942738,5.80086394570664,0.374713207621217,5.26743185753469,3.96165984753479,6.57320386753459
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-4.44065879276514,-6.74324388575918,6.4832445443394,1.44729144227062,6.26816836895367,4.95526611796197,7.58107061994537
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-4.95428180412062,-7.2568674642378,6.34176617798979,2.1218583928199,5.89883811705296,4.58942095410389,7.20825528000202
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.43216012192663,-7.73474475763556,5.8885879542359,1.91999459747623,5.55521075692475,4.24814073557274,6.86228077827676
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-5.95997595761877,-8.26256260101724,6.06710247558499,1.2756027112965,5.1756748887032,3.87018842992146,6.48116134748495
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-5.92006524007769,-8.22265219525353,5.70372976260028,1.07835686907697,5.20437343810052,3.8988043427735,6.50994253342755
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-4.93631565505984,-7.23890033028526,6.07944149528368,-0.0398564233341872,5.9117570132309,4.60223473567025,7.22127929079155
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-6.03051852216283,-8.33310236736573,5.77975690456013,-0.0983789568877652,5.12494993566026,3.81959467426572,6.4303051970548
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-6.77322088952715,-9.07580947901858,6.04419565649397,2.64798581607384,4.59089587974477,3.28576882796184,5.8960229315277
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-6.59525230948586,-8.89783886570789,5.27599218950683,1.1155078245311,4.71886752245525,3.41387771083114,6.02385733407935
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-7.54211481805899,-9.84521864441215,5.55813635454586,1.11848060694384,4.03800829092711,2.73089959960532,5.3451169822489
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-6.76245478967012,-9.06503728838033,5.15072049610145,1.14438681131032,4.59863744560976,3.29352213317101,5.90375275804852
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-5.77579138983379,-8.07837712762699,5.8128993117966,1.24694983895029,5.30811625389191,4.00219776458996,6.61403474319385
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.67751461561337,-7.98010058527453,5.57645224359538,0.336403784992739,5.3787840101574,4.0725820912768,6.68498592903799
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-7.10305144314684,-9.40513945028125,4.19886637541732,-2.06703501390792,4.35372503895352,3.04802394757883,5.65942613032821
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-6.66876830021913,-8.97135496806469,5.35199120755971,1.14559714138587,4.66600447158727,3.36097263100841,5.97103631216613
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-6.63762280380586,-8.94020637024433,5.03325517990925,0.764557230449264,4.68840022446743,3.38338870974239,5.99341173919248
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-7.02740630825274,-9.33025066864874,4.96777383377874,-1.46997781560973,4.40811909083171,3.10258633576845,5.71365184589498
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-6.66028445009695,-8.96287110463821,5.01535394970948,-0.557400263273693,4.67210494300977,3.3670790062029,5.97713087981664
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.78136668192001,-8.08395080230863,5.90200919440484,1.53585590882698,5.30410723563318,3.99820372228121,6.61001074898515
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-6.18140545759447,-8.48399055058852,4.87596639990492,1.05925357407307,5.01645185703168,3.71131346280441,6.32159025125896
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-6.70749475853935,-9.01008067005121,5.15960872937714,0.583997345602705,4.6381574859764,3.33309520519176,5.94321976676103
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-6.04113936246591,-8.3437231943456,4.67886871554592,-0.506119966093238,5.11731282139978,3.81197566829806,6.42264997450151
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-6.62966985743565,-8.93225419319785,4.65019577397658,0.665602075528573,4.69411893959765,3.38911202125923,5.99912585793606
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-6.25883640868762,-8.56142202429229,4.42089560472281,0.0468371401637754,4.96077368054836,3.65571282912047,6.26583453197625
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-6.1254687371979,-8.42805200075744,5.72432520415296,1.69013456488529,5.0566742041186,3.75146555030313,6.36188285793406
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-6.24879227623977,-8.55137581707227,5.84760008544681,0.588503431852193,4.9679961022177,3.66292648442847,6.27306572000694
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-6.27468140349164,-8.57726702744302,5.66576595949873,1.3826792728052,4.94938004009038,3.64433223466313,6.25442784551762
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-7.06736784780542,-9.370509124129,4.51585615126129,0.826976696928668,4.37938399691452,3.07376503302274,5.6850029608063
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-7.05105075694746,-9.35421074239589,5.7054543862328,0.838919436067086,4.39111710688744,3.08553407956072,5.69670013421416
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-7.05373063469226,-9.35652288215426,4.61246139738606,0.147053153298342,4.38919009057262,3.08360123081034,5.69477895033489
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-6.8475891151827,-9.15017703300491,4.35635408659728,0.129620336656207,4.53742001338456,3.23219978415931,5.84264024260982
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-7.04420865071842,-9.34730622704934,5.11160419611975,1.52888493761309,4.39603705159637,3.09046879105138,5.70160531214136
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-7.17582689946498,-9.47821981713178,4.72478547360075,0.158836000834196,4.30139448323478,2.99551084775128,5.60727811871827
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-6.0419468020559,-8.3445306329169,5.20264696582195,0.349015420239094,5.11673221683073,3.81139642278744,6.42206801087402
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-6.22146505369881,-8.52405165701477,5.44778421577514,1.12779297218259,4.98764625371338,3.6825508352342,6.29274167219257
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-6.95828044740136,-9.26058158841293,4.59947401737917,1.25276482106508,4.4578253365346,3.15242732301676,5.76322335005244
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-6.36993179930305,-8.67251455622783,5.30180111225309,1.28995777181251,4.88088845793592,3.57589887059424,6.1858780452776
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-6.7621806975553,-9.06476924865696,4.66286652456503,0.725525710910556,4.59883453668157,3.29371951733546,5.90394955602768
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-6.37940609360656,-8.68199118660061,5.32965354899277,-0.354326298452766,4.87407578906335,3.56909009777944,6.17906148034726
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-6.04589792429404,-8.34848470679692,5.70013486554465,0.61692887876465,5.11389108833913,3.80856190883063,6.41922026784762
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-6.48553663177071,-8.78812303594698,5.13968637451095,0.885173060226814,4.79776063665014,3.49279515746707,6.10272611583322
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-6.96625765435747,-9.26902936832486,5.41347749427578,0.948069250469107,4.45208917637544,3.14667654409227,5.75750180865861
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-6.99948138924381,-9.30245566088399,4.26295183583182,-0.0798540857970944,4.42819902717385,3.12272289870544,5.73367515564225
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-7.15561297436852,-9.45880173127468,4.40303640183348,-1.62925013987636,4.31592968489577,3.0100987776233,5.62176059216823
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-5.46532328873467,-7.76790909078573,5.91425819446545,0.938024326984759,5.53136416033493,4.22442486062348,6.83830346004639
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-5.578975365663,-7.88156125305779,5.57048776297292,1.22768184136442,5.44964050451545,4.1431174652841,6.7561635437468
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-5.03951096222705,-7.34209682719385,6.16983116865387,1.77167515201099,5.83755249367393,4.5286173497981,7.14648763754975
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-5.45007674115936,-7.75266299803423,6.19233358271761,2.4709309370536,5.54232747609788,4.23532859723527,6.84932635496049
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-6.72756432364169,-9.0301460761984,6.02222963726831,0.723912270962704,4.62372608907457,3.31864577985798,5.92880639829115
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-6.62975921481981,-8.93234506511395,6.14871964552327,1.11276654357418,4.69405468549596,3.38904771685549,5.99906165413643
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-6.23291057151258,-8.53549464603615,4.88461210518651,-0.0216631743008346,4.97941613963392,3.67433187437343,6.28450040489441
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-5.62333141959858,-7.92591540535316,5.53454842283274,0.498595320782559,5.41774545267555,4.11137153647736,6.72411936887375
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-5.89802047102901,-8.2006066569704,5.21484298700158,0.808523659669549,5.22022514241641,3.91460779774597,6.52584248708684
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-5.73378601277809,-8.0363701783602,5.83379094415111,2.12878210815965,5.33832100746832,4.03228587793358,6.64435613700306
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-3.91748409004302,-6.22006898194189,6.42007931742014,1.46719649169144,6.64436694353566,5.326897776153,7.96183611091832
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-4.80706864595583,-7.10965361657751,6.31640669756049,2.71214088616301,6.00469449728914,4.69438009237724,7.31500890220104
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-4.95565262881485,-7.2582380057594,6.07212752091516,1.98122449185718,5.89785239986654,4.5884432071,7.20726159263308
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-6.1341277942003,-8.4367151938797,4.98123576413021,0.538454557241171,5.0504477469054,3.74525075079426,6.35564474301653
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-5.57800719556634,-7.88059255310432,5.92119865236709,2.10399210027858,5.45033668536751,4.14381030767664,6.75686306305838
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-6.17236791001445,-8.4749530030085,4.9247159918486,1.32649559092848,5.02295047498785,3.71780153821701,6.32809941175868
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-6.72994387766607,-9.03252897066012,4.76042855096272,1.05027276759382,4.62201502615915,3.31693247740154,5.92709757491675
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-6.81050153457825,-9.11308662757229,3.11599313730173,-0.405664740033291,4.56408853326042,3.25891741116334,5.8692596553575
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-6.26243162993154,-8.56501882089884,5.36278827180596,1.09320478309451,4.95818846933644,3.65313066213156,6.26324627654132
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-6.88140452966548,-9.1839905966534,4.24861590819748,0.265954547833878,4.51310440588074,3.2078348258233,5.81837398593817
