"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.170331554976755,0.088383157477021,4.369649931,0.022750235,10.8900981553194,-33.8349336209955,55.6151299316342
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.167079536169283,0.0826286908544678,3.255429522,0.010150183,9.87404571741708,-34.8604258042492,54.6085172390833
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.13605323992119,0.102293927480184,5.828405269,0.020076539,0.180269079495417,-44.6713207283365,45.0318588873274
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.169709693008281,0.0903874055593321,18.80830619,0.176446353,10.6958051925435,-34.0309899690197,55.4226003541066
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.242977716007442,0.0891687571124245,25.3957986,0.092788179,33.5874788869061,-11.0677516764535,78.2427094502658
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.234519527423291,0.080556908908718,25.1006547,0.200410389,30.9448240807844,-13.704619386218,75.5942675477869
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.236813035032382,0.0477878099927342,12.41602198,0.076135345,31.6614017316301,-12.9892484828762,76.3120519461365
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.221546766259649,0.0646250595134051,30.70187991,0.12301453,26.8916477657037,-17.7560482951695,71.5393438265768
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.231578132542993,0.0976110184749952,12.23274868,0.369735042,30.0258221881467,-14.6224684499476,74.6741128262411
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.247284605153668,0.114675486299497,44.61646774,0.152122701,34.9331123152071,-9.72647422099676,79.592698851411
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.279006883717156,0.0671850000032428,36.59073739,0.331067449,44.8443398875051,0.123412052418232,89.5652677225919
