"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0495276531430358,0.0745971463045873,2.288761162,0.010158086,7.98921069340258,-17.99623783899,33.9746592257952
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0946376790959899,0.119487919370018,1.525038372,0.011740776,10.0636313701638,-15.9082145528829,36.0354772932106
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0535998851777897,0.0839130883631707,4.398970104,0.046912281,8.1764755453952,-17.8073052227477,34.1602563135381
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.143158128365599,0.150922091735009,19.01381163,0.109765839,12.2948830949045,-13.6742975794062,38.2640637692152
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0821909742306216,0.063958938199115,43.16823811,0.83280191,9.49125967706855,-16.4832691405409,35.465788494678
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00948260506332067,0.0169490648844932,21.08188416,0.09353744,6.14770708121013,-19.8587850189912,32.1541991814114
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.0794427345737734,0.0858957324014482,138.1998527,2.068052956,9.36487967509722,-16.6103515018025,35.340110851997
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0559833560522104,0.108376896422831,5.28425398,0.054223017,8.28608136272532,-17.6967637399591,34.2689264654097
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0508426900874298,0.0650719391460696,58.41930414,1.652885172,8.04968372064049,-17.9352167076442,34.0345841489251
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.258634821046909,0.216379693467356,3.560602291,0.038361736,17.6051713051561,-8.40753128825405,43.6178738985662
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.0821498884784982,0.0950746468539235,30.36236272,0.256345549,9.4893703158473,-16.4851687090408,35.4639093407354
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0694887799447572,0.0992778616139092,7.795499709,0.115748702,8.90713909832368,-17.0709688754615,34.8852470721089
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.101928867159323,0.0745674548644458,50.21714125,0.70380336,10.3989224935276,-15.5717308771905,36.3695758642456
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0952747151147943,0.133495168251957,13.30255749,0.023181323,10.092925981757,-15.8788045807284,36.0646565442424
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.211958840525194,0.16629089739368,10.28410137,0.050822268,15.4587389532143,-10.5279258133651,41.4454037197938
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.376840111678698,0.234007261246505,9.694363956,0.203712654,23.0409362777785,-3.08868095198138,49.1705535075384
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.107111919599746,0.130327540389072,6.266500548,0.095875453,10.6372693116466,-15.3327066443351,36.6072452676282
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.0544598713943762,0.0758548016627205,6.037782671,0.042295483,8.21602270041739,-17.7674170213011,34.1994624221359
