"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","Ni_fit_OLS","Ni_lwr_OLS","Ni_upr_OLS","Ni_fit_WLS","Ni_lwr_WLS","Ni_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,1.04692510730743,0.0523462553653713,-2.69682577915677,-0.134841288957839,-2.50036647700499,-3.53877293772318,-1.46196001628679,-2.45912979250326,-3.37785942173314,-1.54040016327339
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,1.71690984375393,0.0858454921876963,-2.25605975114237,-0.112802987557118,-2.32899502859885,-3.37322207032986,-1.28476798686784,-2.2475251302902,-3.06161988255526,-1.43343037802513
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,1.46841526661538,0.0734207633307691,-2.59085511869527,-0.129542755934763,-2.39255599243687,-3.43419780849746,-1.35091417637628,-2.32600842729196,-3.17813670306441,-1.47388015151951
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.635902625113298,0.0317951312556649,-2.84227683421096,-0.142113841710548,-2.60549949611626,-3.64215466692577,-1.56884432530675,-2.58894509839808,-3.57471400310708,-1.60317619368909
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.220364318891147,0.0110182159445574,-3.24466623455077,-0.162233311727539,-2.71178759124992,-3.74808847414284,-1.67548670835699,-2.72018665979707,-3.77542626754807,-1.66494705204607
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.745959816825469,0.0372979908412735,-3.02769785887376,-0.151384892943688,-2.57734861546895,-3.61433633218577,-1.54036089875213,-2.55418517983652,-3.52182526394062,-1.58654509573242
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.234404000246008,0.0117202000123004,-3.57338527707074,-0.178669263853537,-2.70819646387334,-3.74448604243159,-1.67190688531509,-2.71575243634531,-3.76862060635626,-1.66288426633435
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,1.0976776820656,0.0548838841032798,-2.59428410995075,-0.129714205497537,-2.48738477492506,-3.52610383282921,-1.4486657170209,-2.44310035055641,-3.35368597150203,-1.53251472961079
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,1.24625574794662,0.0623127873973311,-3.54267311860907,-0.177133655930454,-2.4493808668264,-3.48913640712117,-1.40962532653163,-2.39617418980568,-3.28310625464361,-1.50924212496774
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.0144467193186137,-0.000722335965930686,-2.20585954150495,-0.110292977075248,-2.77184852328425,-3.80857966614016,-1.73511738042835,-2.79434821560774,-3.88947588914033,-1.69922054207515
