"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","Ni_fit_OLS","Ni_lwr_OLS","Ni_upr_OLS","Ni_fit_WLS","Ni_lwr_WLS","Ni_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,1.04692510730743,0.0523462553653713,-2.69682577915677,-0.134841288957839,-2.50099367634327,-3.5404759524548,-1.46151140023175,-2.45920637738116,-3.37787760997622,-1.54053514478611
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,1.71690984375393,0.0858454921876963,-2.25605975114237,-0.112802987557118,-2.32901061612712,-3.37431785490591,-1.28370337734834,-2.2463582563435,-3.05924498356109,-1.43347152912592
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,1.46841526661538,0.0734207633307691,-2.59085511869527,-0.129542755934763,-2.39279842426448,-3.43551800641866,-1.35007884211029,-2.3253027470979,-3.17664328041519,-1.47396221378061
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.635902625113298,0.0317951312556649,-2.84227683421096,-0.142113841710548,-2.60650190729239,-3.64423363875513,-1.56877017582966,-2.58978452085241,-3.57621820004093,-1.60335084166388
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.220364318891147,0.0110182159445574,-3.24466623455077,-0.162233311727539,-2.71316933664334,-3.75055019417666,-1.67578847911002,-2.72179730097582,-3.7784386258753,-1.66515597607634
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.745959816825469,0.0372979908412735,-3.02769785887376,-0.151384892943688,-2.57825055826936,-3.61631437935176,-1.54018673718696,-2.55482034153862,-3.52293079838002,-1.58670988469722
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.234404000246008,0.0117202000123004,-3.57338527707074,-0.178669263853537,-2.70956539280325,-3.74693478708376,-1.67219599852275,-2.71733702056376,-3.77158195887929,-1.66309208224823
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,1.0976776820656,0.0548838841032798,-2.59428410995075,-0.129714205497537,-2.48796564354501,-3.5277606063811,-1.44817068070892,-2.44308274114372,-3.35352132955793,-1.53264415272952
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,1.24625574794662,0.0623127873973311,-3.54267311860907,-0.177133655930454,-2.44982610235674,-3.4906580387518,-1.40899416596168,-2.39588082678681,-3.28240751839431,-1.50935413517932
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.0144467193186137,-0.00072233596593068,-2.20585954150495,-0.110292977075248,-2.77344462162675,-3.81125884698312,-1.73563039627038,-2.79639465456171,-3.89334155257689,-1.69944775654653
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,0.36751897743146,0.018375948871573,-3.45451060807485,-0.172725530403743,-2.6753951798244,-3.71273692521496,-1.63805343443385,-2.67504759032067,-3.70665229381913,-1.6434428868222
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,0.632363863154534,0.0316181931577267,-2.73083618048623,-0.136541809024312,-2.60741029680925,-3.64513301104433,-1.56968758257418,-2.59090875367854,-3.57793361443685,-1.60388389292023
