"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0550910231511645,0.0910889369732401,26.58846642,0.463509298,64.6669630079835,-46.6407452478648,175.974671263832
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00343059763755324,0.011883938817136,25.05462045,0.186955871,59.2294141983802,-52.1013025481531,170.560130944914
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0189670249373731,0.0456581447865968,46.4043754,0.519109914,60.8647100932498,-50.4589515885815,172.188371775081
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.481911787072006,0.113497626614508,121.9608593,0.839622095,109.592236342409,-1.57474683520192,220.759219520021
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.622258624716265,0.201263877830535,150.558177,2.59385652,124.364526202141,13.2245383899512,235.50451401433
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.245503787073657,0.165074880891807,145.2111951,2.397227724,84.7089717120586,-26.5250652881343,195.943008712251
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.61480327017036,0.132105730877862,165.8736664,2.61051165,123.579808425754,12.4386268332319,234.720990018275
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.533957873410727,0.175512575489907,110.8952002,2.069414432,115.07037811151,3.91452008871248,226.226236134307
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.252462154035728,0.171828635516228,153.965778,1.949345735,85.4413787647536,-25.7902980755157,196.673055605023
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,1.09047043305662,0.329321228372807,97.81476508,1.178390202,173.646438531967,62.527383662455,284.765493401479
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.805592071117657,0.153563649176704,168.0404108,1.955006557,143.661397130502,32.5422800921231,254.78051416888
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.759629954649892,0.200895123667755,114.9998151,1.529219743,138.823627228272,27.7008097597428,249.9464446968
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.747342864061521,0.187452315905494,209.897137,2.629036009,137.530342201328,26.406361821578,248.654322581078
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.744892357656707,0.156746238299102,130.9618352,0.711514938,137.272412692387,26.1481916215581,248.396633763216
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,1.31042605038745,0.649380265901082,119.867266,2.07053159,196.797997840507,85.6520450261454,307.943950654869
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,1.41576034919574,0.296159386585436,112.4064678,0.932757371,207.885022103296,96.7178779797706,319.052166226822
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.986338804613717,0.240538557023644,127.1397723,0.326624311,162.686002053708,51.5714924398276,273.800511667588
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.371847574354735,0.148268634889439,94.40874214,1.478332239,98.007362178277,-13.1874716445862,209.20219600114
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.262018961048757,0.10659942555902,91.74775016,0.40610632,86.44728617029,-24.7811873492549,197.675759689835
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.410835675238125,0.147888876418606,100.7977844,1.025597866,102.111077922765,-9.07321900693042,213.295374852461
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.693548897807029,0.157278884867575,91.25190224,0.699750267,131.868226292239,20.7382920831359,242.998160501341
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.356066470063264,0.158999774187075,121.0153008,1.039947828,96.3463126611432,-14.8529954818545,207.545620804141
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.624922102147211,0.123664364656567,85.39705279,1.57965392,124.64487210309,13.5053042406072,235.784439965573
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.538117127018687,0.186284944746077,121.2110164,1.417347214,115.508162823501,4.35313719629163,226.66318845071
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.56467834536222,0.195910057526704,95.32051892,1.284724348,118.303879656058,7.15397192061675,229.4537873915
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.708292936243323,0.135716963348274,119.1548845,2.957478603,133.420118826048,22.2919561530371,244.54828149906
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.335976770186922,0.117554704033107,121.5336821,2.37450858,94.2317593534259,-16.9734191985019,205.436937905354
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.403788751303297,0.148950741825302,118.8967341,1.10170535,101.369349753238,-9.81679715174921,212.555496658226
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.489609348119938,0.069567273308542,85.79649547,1.323999276,110.402447708206,-0.762807325015331,221.567702741428
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.521477935141629,0.178259459756541,111.2286921,1.368956728,113.756794787246,2.59838879989007,224.915200774602
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.618068335738772,0.125420230093375,136.1592518,2.420949669,123.923474843873,12.7828193845699,235.064130303176
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.58664821768775,0.122753269958145,116.7915838,1.35786783,120.616331633043,9.47039858842946,231.762264677657
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.353664501325522,0.0992386742148894,95.07661499,0.69914278,96.0934920132147,-15.1065077215913,207.293491748021
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.565397687370857,0.156487760209359,101.292967,0.811859205,118.379594426966,7.22982053832528,229.529368315607
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.278588934242793,0.0953998381806369,119.6977813,1.823339563,88.1913685528993,-23.0316556724586,199.414392778257
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.49388184738218,0.187965597430485,99.83622626,1.333664845,110.852152158885,-0.312156070296936,222.016460388067
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.259720876414778,0.100617241115262,110.4667193,1.25507819,86.2053999054824,-25.0238398669269,197.434639677892
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.417227622904329,0.0938760559361995,95.05242503,0.168162163,102.783866175627,-8.39877353387183,213.966505885127
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.734099357408595,0.114173623807315,109.9097917,0.96047458,136.136389032735,25.01107318102,247.261704884449
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.594118241050948,0.125356603039793,92.99111859,0.763475857,121.402593384518,10.2579584548397,232.547228314196
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.739208125195686,0.327201922421823,54.97448254,0.904111945,136.674115424321,25.5493248231463,247.798906025495
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.535856982313581,0.146750173182108,53.58134359,0.512470791,115.270269948469,4.11479303683684,226.425746860102
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.662692963208732,0.138490953796253,126.2966844,0.909448982,128.620466546242,17.4864835696666,239.754449522817
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.971980685768573,0.205921166331038,152.5618881,1.310436979,161.174729715969,50.0604339218009,272.289025510137
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.892228732208071,0.267087362586863,138.0986394,3.800967424,152.780390415914,41.6654606609002,263.895320170928
