"Model","Shapiro_W","Shapiro_p","Shapiro_expl","BreuschPagan_stat","BreuschPagan_p","BreuschPagan_expl","CV10_RMSE","CV10_expl","AIC","AIC_expl","BIC","BIC_expl"
"OLS",0.97062646349883,2.57912949637798e-05,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",11.7592649074731,0.000605411309627567,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",0.578466614037536,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",470.979249882013,"Not used for ranking.",481.752210823546,"Not used for ranking."
"WLS",0.973272719585308,6.46114946029733e-05,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",1295.861254666,8.96664976445096e-284,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",NA,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",449.383505423298,"Not used for ranking.",460.15646636483,"Not used for ranking."
"OLS_weighted",0.966929613094784,7.62364728342235e-06,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",539.534515016545,2.38066268314559e-119,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",NA,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",464.263343905446,"Not used for ranking.",475.036304846979,"Not used for ranking."
"WLS_weighted",0.972461387549179,4.8545704489859e-05,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",1250.8263305267,5.48919243000208e-274,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",NA,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",452.112021258381,"Not used for ranking.",462.884982199914,"Not used for ranking."
"Bayes",0.971179425867573,3.11440205297163e-05,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",21.4747615329619,0.00150684365162718,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",0.563291283780317,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",454.927144861597,"Not used for ranking.",483.655040705684,"Not used for ranking."
"RF",0.965492137693313,4.83513496048007e-06,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",NA,NA,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",0.542071495425495,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",NA,"Not used for ranking.",NA,"Not used for ranking."
"PLS_LOO",0.974870610037744,0.000114793245279247,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",NA,NA,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",0.583845224423336,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",NA,"Not used for ranking.",NA,"Not used for ranking."
"PLS_kfold",0.974870610037744,0.000114793245279247,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",NA,NA,"Breusch–Pagan tests heteroscedasticity; p < 0.05 indicates non-constant variance.",0.583845224423336,"10-fold CV RMSE (log-space); lower indicates better predictive performance.",NA,"Not used for ranking.",NA,"Not used for ranking."
