"Site","depth","SH20_age","Ti","Ca","Fe","Sr","Zr","Ti_convert","Ti_ppm"
"HER42PB",236,2774.82,-6.260950826,-4.631710286,-2.140559554,-4.089994175,-3.963378274,5.69869714798861,298.478274514705
"HER42PB",236.1,2776.32,-5.809221639,-4.813061075,-1.833011298,-3.503271428,-3.897600563,5.16573675731264,175.166466217214
"HER42PB",236.2,2777.83,-5.410759618,-4.654745159,-1.730120126,-3.612658973,-4.108012827,4.24809743981361,69.9721593813951
"HER42PB",236.3,2779.34,-5.4703831,-4.269564872,-1.754892383,-3.997405499,-4.053078502,4.01538457645447,55.4446139959867
"HER42PB",236.4,2780.85,-5.845951157,-4.499600662,-1.820384343,-3.763502094,-3.825441394,4.99632763730429,147.869131697916
"HER42PB",236.5,2782.35,-5.502295982,-4.498701518,-1.780838952,-3.50867036,-4.282657061,4.27109546825578,71.6000282311106
"HER42PB",236.6,2783.86,-5.9257876,-4.546182227,-1.809899009,-3.362891632,-3.531535319,5.48067595193688,240.008887027309
"HER42PB",236.7,2785.37,-5.164587771,-4.574876178,-1.642486559,-3.541372373,-3.755435272,4.03296160868093,56.4277810298034
"HER42PB",236.8,2786.88,-4.823409168,-4.547155791,-1.984620727,-3.698962675,-3.685629144,3.56290312011627,35.2654284531731
"HER42PB",236.9,2788.38,-5.489004373,-4.471555491,-1.929746912,-3.897467671,-3.85566094,4.3180778418488,75.0442426677313
"HER42PB",237,2789.89,-5.253680634,-4.266835033,-1.636815854,-3.689384377,-4.279771824,3.67008805615164,39.2553623842608
"HER42PB",237.1,2791.4,-5.466347027,-4.192249916,-1.51238567,-3.438943844,-3.807220882,4.29134450199936,73.0646380422014
"HER42PB",237.2,2792.91,-4.84542733,-3.948895748,-1.1331817,-2.705361167,-3.53827029,3.645739330541,38.311086940167
"HER42PB",237.3,2794.41,-5.190989104,-3.78000213,-1.280968101,-2.66710832,-3.700681288,3.9914965765705,54.1358472089657
"HER42PB",237.4,2795.92,-5.321341922,-4.463386767,-1.597256212,-3.046642033,-3.609046624,4.48094812899585,88.3183701990093
"HER42PB",237.5,2797.43,-5.96034427,-4.524039488,-1.877173008,-3.393424469,-3.768833994,5.40653006789411,222.856946008817
"HER42PB",237.6,2798.94,-5.824461235,-4.512684095,-1.916061808,-3.585563961,-3.829616193,5.04811776064692,155.729069070594
"HER42PB",237.7,2800.44,-5.536326618,-4.538205868,-1.886978003,-3.876991734,-3.691724667,4.51752412263776,91.6085055425913
"HER42PB",237.8,2801.95,-5.88410929,-4.530967136,-1.988083119,-3.763411065,-3.85338998,5.08989016703012,162.372027272103
"HER42PB",237.9,2803.46,-6.002789071,-4.604224617,-2.12671313,-3.822162385,-3.967518747,5.28350428678051,197.059218833278
"HER42PB",238,2804.97,-6.024974157,-4.564146744,-2.033787951,-4.253255439,-3.866864478,5.16800550044199,175.564325083066
"HER42PB",238.1,2806.48,-6.351816058,-4.684109237,-2.152611105,-4.109334889,-3.913826328,5.9334344080052,377.448602841052
"HER42PB",238.2,2807.98,-6.100377954,-4.88593385,-2.439180775,-4.094285563,-3.788624493,5.64170993409583,281.94441288979
"HER42PB",238.3,2809.49,-6.162038972,-4.818916783,-2.309795875,-4.019490391,-3.867940493,5.6993782741752,298.681645136272
"HER42PB",238.4,2811,-5.523309954,-5.0412524,-2.152161544,-3.928909919,-3.69252114,4.77431018193699,118.428592255067
"HER42PB",238.5,2812.51,-6.086107838,-4.839075544,-2.219361177,-3.893337611,-3.885924679,5.59148892329864,268.134554433614
"HER42PB",238.6,2814.01,-5.81383198,-4.558215942,-1.841278475,-3.764849646,-3.839750954,4.96448544692946,143.234829387047
"HER42PB",238.7,2815.52,-5.994495663,-4.808541364,-2.041422118,-3.94680282,-3.867114659,5.36475566854444,213.739005138304
"HER42PB",238.8,2817.03,-6.616243661,-4.709173345,-2.053980976,-3.967707587,-3.444692408,6.81152386517059,908.253809271411
"HER42PB",238.9,2818.54,-5.880502951,-4.439292832,-1.971710966,-4.053528575,-3.692882289,4.99776330900089,148.081575688518
"HER42PB",239,2820.04,-5.322762959,-4.323901073,-1.577287837,-3.797807977,-3.776008749,4.01378479469046,55.3559856255307
"HER42PB",239.1,2821.55,-5.734043235,-4.398545767,-1.99997398,-3.90979831,-3.818231117,4.71375960399494,111.470457874378
"HER42PB",239.2,2823.06,-5.604475246,-4.573685554,-2.05241126,-3.847465625,-4.006579094,4.51981285466102,91.8184129821388
"HER42PB",239.3,2824.57,-5.792445537,-4.594372455,-2.321514817,-3.880726753,-3.838167138,4.96370621217791,143.123259305645
"HER42PB",239.4,2826.07,-5.802179407,-4.528002344,-2.313353555,-3.998704322,-3.602712676,5.0189455985184,151.25173962813
"HER42PB",239.5,2827.58,-6.732119018,-4.846604579,-2.289769466,-3.918708301,-3.735105514,7.05264320012996,1155.91000994054
"HER42PB",239.6,2829.09,-5.867989942,-4.730708512,-2.228989955,-4.131493151,-3.749017561,5.10167483834476,164.296847655685
"HER42PB",239.7,2830.6,-5.66880088,-4.478838812,-1.935280645,-3.830323786,-4.006853022,4.5696008574229,96.505582597496
"HER42PB",239.8,2832.1,-6.064708643,-4.658074598,-1.963538116,-4.013046666,-3.689484367,5.47380740133601,238.366022350464
"HER42PB",239.9,2833.61,-5.661998957,-3.877707782,-2.022300368,-3.431600605,-3.735406858,4.55804384881975,95.3966868504023
"HER42PB",240,2835.12,-5.200680954,-4.427902503,-1.925657327,-3.803748194,-3.837376111,3.89733246264763,49.2708418389326
"HER42PB",240.1,2836.57,-5.921725715,-4.612502291,-1.913194446,-3.723280881,-3.823235978,5.22339116677589,185.562391307153
"HER42PB",240.2,2838.02,-6.163047904,-4.553609992,-2.080034908,-3.953381487,-3.804322129,5.59122631096317,268.064148237228
"HER42PB",240.3,2839.47,-6.631852048,-4.735869073,-2.488717321,-4.189505012,-3.856426444,6.61547324679762,746.557952908827
"HER42PB",240.4,2840.92,-5.692126016,-4.451451845,-2.026409971,-3.691656883,-3.914484429,4.71192702466923,111.266366481801
"HER42PB",240.5,2842.38,-5.100287979,-4.212046551,-1.777052139,-3.571690965,-3.747803464,3.7592816970737,42.9175870758656
"HER42PB",240.6,2843.83,-5.284150827,-4.242696952,-1.668379844,-3.605186852,-3.705859643,4.03968897955829,56.8086713994554
"HER42PB",240.7,2845.28,-5.349136284,-4.170481287,-1.698096144,-3.454961809,-3.992694886,4.0178295355061,55.580339661075
"HER42PB",240.8,2846.73,-5.455638929,-4.365325443,-1.776726335,-3.550698365,-3.834697192,4.34074211375962,76.7644861866115
"HER42PB",240.9,2848.18,-5.423874133,-4.242195245,-1.739334792,-3.392829132,-3.599832971,4.40696047149963,82.0197827732475
"HER42PB",241,2849.63,-5.12362763,-4.206207593,-1.630721822,-3.57354396,-3.862025713,3.71005732663516,40.8561486053831
"HER42PB",241.1,2851.08,-5.566635531,-4.018699819,-1.736089009,-3.364549496,-3.850785025,4.40127950318636,81.5551520121668
"HER42PB",241.2,2852.54,-5.26480611,-3.589651125,-1.727590911,-3.184578713,-4.007560839,3.69116672645471,40.091595605746
"HER42PB",241.3,2853.99,-5.633926135,-4.563484724,-1.999414874,-3.613482934,-3.906705187,4.70410886522936,110.399859945143
"HER42PB",241.4,2855.44,-5.897068012,-4.589298414,-2.111695366,-3.770573926,-3.81372783,5.17839923904175,177.398610815535
"HER42PB",241.5,2856.89,-5.889590795,-4.607557444,-2.228571092,-3.94935442,-3.70565545,5.17311141273349,176.463033539264
"HER42PB",241.6,2858.34,-6.038529085,-4.559016595,-2.418026929,-4.233448772,-3.780604763,5.29568856142564,199.474929432
"HER42PB",241.7,2859.79,-5.979818042,-4.681492454,-2.112792402,-4.072226757,-4.027910873,5.14554281251644,171.664641101357
"HER42PB",241.8,2861.24,-5.817372195,-4.600327309,-2.406282385,-4.313294798,-3.772513018,4.879827387378,131.607944732664
"HER42PB",241.9,2862.7,-6.203849129,-4.479228963,-2.295469115,-4.209060473,-3.840792214,5.53910261055741,254.449556627003
"HER42PB",242.1,2865.6,-5.67289001,-4.301410735,-1.64021228,-3.91387368,-3.606133628,4.61743099766315,101.233628355997
"HER42PB",242.2,2867.05,-5.620598989,-4.556427191,-2.002318048,-3.956436177,-3.68817219,4.65162881686981,104.755474175611
"HER42PB",242.3,2868.5,-5.661735915,-5.014718506,-2.097527921,-4.168647639,-3.777402245,4.84139250834212,126.645584031419
"HER42PB",242.4,2869.95,-5.884308439,-4.861407972,-2.128939243,-4.202549865,-3.672149638,5.19720304681602,180.765940282062
"HER42PB",242.5,2871.4,-6.609817902,-4.929070962,-2.116794491,-3.975429841,-3.792068783,6.73745178191349,843.408805648877
"HER42PB",242.6,2872.86,-6.017504888,-4.759712571,-2.226121937,-3.955867971,-3.844090959,5.41566986225159,224.903149361145
"HER42PB",242.7,2874.31,-6.257095571,-4.885839087,-2.32439236,-4.132067285,-3.685281198,5.97599338832753,393.859161915447
"HER42PB",242.8,2875.76,-6.29604843,-5.298317367,-2.486695959,-4.107276989,-3.728770783,6.28163142771993,534.660212189085
"HER42PB",242.9,2877.21,-7.202909366,-5.52201249,-2.638561175,-4.108505565,-3.870704856,8.49684841932482,4899.30393205243
"HER42PB",243,2878.66,-7.025726849,-5.204114417,-2.617899568,-4.561229071,-3.750298855,7.73654180518074,2290.53754584918
"HER42PB",243.1,2880.11,-6.490190954,-5.073656708,-2.641537562,-4.675309067,-3.635537279,6.41299270312959,609.71565133147
"HER42PB",243.2,2881.56,-6.900267859,-4.985732832,-2.425698999,-4.499918597,-3.859613898,7.24779527527787,1405.00378438668
"HER42PB",243.3,2883.02,-7.126140862,-5.05506757,-2.387897722,-4.784335056,-3.778578697,7.783803941328,2401.39222363433
"HER42PB",243.4,2884.47,-6.433440732,-5.132668544,-2.555432343,-4.706584149,-3.77123422,6.22621676442932,505.838154030817
"HER42PB",243.5,2885.92,-6.473376161,-5.133998719,-2.611594372,-4.563833656,-3.746613251,6.39188751467122,596.982329824845
"HER42PB",243.6,2887.37,-6.462474026,-5.014558531,-2.267696322,-4.990935385,-3.748790007,6.08360837583088,438.609008869453
"HER42PB",243.7,2888.82,-8.12511983,-5.009586357,-2.397680017,-4.667943181,-4.002393976,10.7881006706615,48440.9432810385
"HER42PB",243.8,2890.27,-6.585508305,-4.999417756,-2.349730956,-4.823019218,-3.845909746,6.37665737478817,587.959092434102
"HER42PB",243.9,2891.72,-6.419942389,-5.021623835,-2.250031625,-4.712266037,-3.825651073,6.06732341841321,431.524124928797
"HER42PB",244,2893.18,-7.314126643,-4.898212865,-2.275098274,-4.898212865,-3.709716345,8.18853709338532,3599.45272979012
"HER42PB",244.1,2894.63,-7.088570325,-5.025389304,-2.418760817,-4.769984891,-3.854329281,7.63989893702546,2079.53364209558
"HER42PB",244.2,2896.08,-6.488933509,-5.120657654,-2.417163269,-4.566250211,-3.683410965,6.42439673814936,616.708668489809
"HER42PB",244.3,2897.53,-6.491282439,-5.226066009,-2.452240429,-4.475210511,-3.897075676,6.41593170575421,611.51024309419
"HER42PB",244.4,2898.98,-7.132710522,-5.255793244,-2.30947633,-4.684583123,-3.841824161,7.90393801987218,2707.92522188722
"HER42PB",244.5,2900.43,NA,-5.618560939,-2.489159414,-4.875224014,-3.747890624,NA,NA
"HER42PB",244.6,2901.88,-7.090883802,-5.666270576,-2.700687505,-5.358122673,-3.903756675,7.75429023684675,2331.55390629829
"HER42PB",244.7,2903.33,-7.525075061,-5.360111346,-2.692200313,-4.903170811,-3.782880548,9.05880631252721,8593.88611471894
"HER42PB",244.8,2904.79,-8.934955709,-5.089072506,-2.246600995,-4.934921826,-3.744223553,14.1332257621695,1373984.90037948
"HER42PB",244.9,2906.24,-6.783746508,-5.297922552,-2.597621597,-5.724665058,-3.819912982,6.67155682707233,789.62395600073
"HER42PB",245,2907.69,-7.321056273,-5.303490135,-2.848275275,-4.784189884,-3.930582855,8.42989812276525,4582.03326430354
"HER42PB",245.1,2909.14,-7.168297371,-5.343748079,-2.710467773,-5.439596038,-3.624443689,7.90349029401735,2706.71308512517
"HER42PB",245.2,2910.59,-7.785123253,-5.47011564,-3.190634916,-5.234701996,-3.772124331,9.86393202391627,19224.3315495743
"HER42PB",245.3,2912.04,-8.069733527,-5.312893161,-3.086126905,-5.226764008,-3.679408089,10.7818949621234,48141.2637294416
"HER42PB",245.4,2913.49,-7.363728651,-5.161885128,-3.225898977,-5.180490316,-3.760724856,8.45353320753607,4691.61995289513
"HER42PB",245.5,2914.95,-8.942330199,-5.476594297,-3.203824289,-5.283909953,-3.735032231,14.3616359918302,1726550.40766103
"HER42PB",245.6,2916.4,-7.979259862,-5.513771298,-3.189846889,-4.298102454,-3.778017504,10.9142302230788,54952.816987628
"HER42PB",245.7,2917.85,-6.58614563,-5.304164115,-2.962056301,-4.788116548,-3.849575207,6.63283709266175,759.634269157462
"HER42PB",245.8,2919.3,-7.876866139,-5.24737826,-3.348576997,-4.495871465,-3.794819105,10.359840772517,31566.1547229637
"HER42PB",245.9,2920.75,-7.11945864,-5.567914706,-3.220647529,-4.707458761,-3.861362102,8.13583905184695,3414.67996065794
"HER42PB",246,2922.2,-7.567009529,-5.331633185,-3.348237388,-5.234865633,-3.913757252,9.05521192191519,8563.05177966705
"HER42PB",246.1,2923.65,-7.454266948,-5.209863811,-3.402104,-5.048497619,-3.626571178,8.88761007049796,7241.69135378563
"HER42PB",246.2,2925.11,-7.012740724,-5.42010993,-3.333631062,-4.556004951,-3.814067607,7.88202107837369,2649.22143678491
"HER42PB",246.3,2926.56,-7.054893675,-5.373799774,-3.32610693,-4.675347541,-3.84751223,7.89930057354584,2695.39643725169
"HER42PB",246.4,2928.01,-6.883887326,-5.208387663,-3.255975541,-4.654660018,-3.922898001,7.3399832302449,1540.68627651803
"HER42PB",246.5,2929.46,-7.187052295,-5.412099944,-3.332658402,-4.789157022,-3.799277934,8.2487420034195,3822.81370869041
"HER42PB",246.6,2930.91,-8.394271978,-5.607889934,-3.281615069,-5.026976148,-3.893228501,12.138703700373,186970.045847613
"HER42PB",246.7,2932.36,-6.881486425,-5.477064679,-3.46096477,-4.354782646,-3.823122936,7.67691075878297,2157.9430575295
"HER42PB",246.8,2933.81,-7.306556256,-5.496447648,-3.529971221,-5.026444019,-3.843137851,8.52865991708284,5057.66360286314
"HER42PB",246.9,2935.27,NA,-5.455614113,-3.461108182,-4.842747763,-3.783067272,NA,NA
"HER42PB",247,2936.72,-7.191077863,-5.212377891,-3.326146465,-4.932793029,-3.874470549,8.05628102234446,3153.54035320341
"HER42PB",247.1,2938.17,-7.387263595,-5.402132733,-2.915853399,-4.822314238,-3.659163428,8.80413515025847,6661.73440137985
"HER42PB",247.2,2939.62,-6.76323202,-5.111234493,-3.210371521,-4.865025668,-4.037940012,6.84539551416809,939.544810816663
"HER42PB",247.3,2941.07,-7.547325859,-5.303581266,-3.14643074,-4.901488842,-3.770740824,9.16416934954389,9548.78642557459
"HER42PB",247.4,2942.52,-5.134351728,-5.14714508,-2.717379188,-4.443325439,-3.746998606,4.06996776061092,58.5550747816234
"HER42PB",247.5,2943.97,-7.275073383,-5.376169276,-3.090300669,-4.66710664,-3.760334754,8.50828841533617,4955.6737700794
"HER42PB",247.6,2945.43,-7.821442625,-5.147293976,-2.902374524,-4.300612068,-3.653808878,10.2170149088699,27364.8578471807
"HER42PB",247.7,2946.88,-7.537379296,-4.600487522,-2.770333244,-4.663007879,-3.904818272,8.74256148193174,6263.92009856112
"HER42PB",247.8,2948.33,-6.86643837,-5.021928336,-2.870993757,-4.762304216,-3.748488464,7.19389739398655,1331.2816369049
"HER42PB",247.9,2949.78,-7.002051958,-5.172904957,-3.010425902,-4.531534046,-3.815699325,7.69058670278184,2187.65769063673
"HER42PB",248,2951.23,-7.510665105,-4.858094057,-2.943345144,-4.768290162,-3.654456879,8.90792087128732,7390.27977107574
"HER42PB",248.1,2952.68,-6.886633782,-5.054052319,-2.971116888,-4.794769721,-3.880951178,7.19191707439861,1328.64788250071
"HER42PB",248.2,2954.13,-7.121025246,-5.014607117,-2.969985341,-4.673258144,-3.729247087,7.89841081903555,2692.9992627212
"HER42PB",248.3,2955.59,-6.942949158,-5.13424013,-2.978479677,-4.645505464,-3.7250995,7.5168439547384,1838.75493304695
"HER42PB",248.4,2957.04,-7.270089181,-5.121654768,-3.141228177,-5.04161206,-3.766034414,8.21184604744601,3684.33765433364
"HER42PB",248.5,2958.49,-6.469516754,-5.007998972,-2.967814376,-4.698810694,-3.657669759,6.35637740147403,576.155391644995
"HER42PB",248.6,2959.94,-7.172647363,-5.121837634,-2.988874991,-4.77768895,-3.756508402,8.03817363414441,3096.95185494245
"HER42PB",248.7,2961.39,-7.832361342,-5.220455002,-3.093425416,-4.293215256,-3.596444883,10.3497435832903,31249.0290190142
"HER42PB",248.8,2962.84,-7.047312597,-4.975251162,-2.999628116,-5.231338869,-3.808634145,7.41958829643774,1668.34650213512
"HER42PB",248.9,2964.29,-7.243115787,-5.177660487,-3.165578343,-4.425270473,-4.033168593,8.28332484009142,3957.33002244117
"HER42PB",249,2965.75,-6.502324653,-5.033338576,-3.028005007,-4.879187896,-3.740570273,6.33271232803419,562.680700618454
"HER42PB",249.1,2967.2,-7.358193753,-5.197172224,-3.229125754,-4.522630231,-3.897470392,8.65454522788864,5736.15972463808
"HER42PB",249.2,2968.65,-7.00197901,-4.990786569,-3.094968547,-4.467400751,-3.808990956,7.63592026093275,2071.27628886946
"HER42PB",249.3,2970.1,-7.764845375,-4.864717442,-3.036416973,-4.723127988,-3.892419624,9.60662533098207,14862.9278972824
"HER42PB",249.4,2971.55,-6.826545224,-5.019037397,-2.969833599,-4.201186738,-3.818978492,7.30119661542398,1482.07233754507
"HER42PB",249.5,2973,NA,-5.07699402,-3.093065108,-4.265614062,-3.708055888,NA,NA
"HER42PB",249.6,2974.45,-6.950762991,-5.097849099,-3.109858667,-4.799629521,-3.817621718,7.42412247681455,1675.92826165012
"HER42PB",249.7,2975.91,-7.732910634,-5.335015361,-3.302093835,-4.910132167,-3.859261641,9.7276338162362,16774.8130335402
"HER42PB",249.8,2977.36,-6.71331807,-5.22113142,-3.142288143,-4.537599698,-3.791530116,7.03780180747179,1138.88137252202
"HER42PB",249.9,2978.81,-6.823975924,-5.285274563,-3.095055268,-4.676761767,-3.725202896,7.30588776914084,1489.04130015698
"HER42PB",250,2980.26,-6.376781807,-5.019119259,-2.724031077,-4.502501314,-4.026943829,6.0194208448757,411.340296886558
"HER42PB",250.1,2981.25,-6.575995326,-4.615001935,-2.105694814,-4.166561464,-3.768131882,6.42923743237184,619.70120370879
"HER42PB",250.2,2982.23,-6.100517604,-4.917005872,-2.588783254,-5.151845463,-3.710710186,5.28681090495649,197.711896911934
"HER42PB",250.3,2983.22,-6.221914674,-5.099434904,-2.42821833,-4.290603324,-3.717868684,5.94912419788179,383.417394205972
"HER42PB",250.4,2984.21,-7.9645301,-4.957325426,-2.923589457,-4.090129087,-3.745022395,10.6379754811438,41688.2870043053
"HER42PB",250.5,2985.2,-7.366445148,-4.942380158,-2.886271453,-4.927727881,-3.991991092,8.2836653716442,3958.67784765404
"HER42PB",250.6,2986.18,-6.323858099,-4.922964938,-2.828242201,-4.603194551,-3.823145649,5.93671664844386,378.689515281268
"HER42PB",250.7,2987.17,-6.861292405,-4.948053038,-2.974074518,-4.151576924,-3.649441195,7.45729568319186,1732.45660510489
"HER42PB",250.8,2988.16,-6.32350266,-4.971367218,-2.799339456,-4.690464833,-3.875332251,5.89475914281,363.129363047101
"HER42PB",250.9,2989.15,-6.824726869,-4.945261819,-2.847384397,-4.323290917,-3.868515353,7.1660148104385,1294.67478385774
"HER42PB",251,2990.14,-6.147755791,-4.710322469,-2.740813626,-4.296098181,-3.819575151,5.58436482528884,266.231125744633
"HER42PB",251.1,2991.12,-6.59968374,-4.615307311,-2.806179335,-4.679306893,-3.793356879,6.35455928933456,575.108828206361
"HER42PB",251.2,2992.11,-7.001888296,-4.926129999,-2.899244931,-4.301712151,-3.751741828,7.67277685482174,2149.04074151336
"HER42PB",251.3,2993.1,-6.757249464,-4.888949917,-2.898435462,-4.598639723,-3.8593305,6.8740130394608,966.820680683689
"HER42PB",251.4,2994.09,-6.682241901,-4.933967543,-2.786953892,-4.450170592,-3.884701129,6.75430675630917,857.744917477996
"HER42PB",251.5,2995.07,-6.163261505,-4.934287398,-2.796402261,-4.32210928,-4.14246869,5.56187297790867,260.309934775474
"HER42PB",251.6,2996.06,-6.210758593,-4.921091068,-2.813956823,-4.064519571,-3.878359238,5.89420883281664,362.929584304894
"HER42PB",251.7,2997.05,-6.593887172,-4.939328824,-2.835822557,-4.011342052,-3.731686291,6.82033440558474,916.29137180574
"HER42PB",251.8,2998.04,-6.638070283,-4.904646391,-2.79218708,-4.470160094,-3.687335376,6.7321610990648,838.958380421711
"HER42PB",251.9,2999.02,-6.355713012,-4.980847347,-2.842811641,-4.556406337,-3.702684472,6.11715703300381,453.573365657729
"HER42PB",252,3000.01,-6.377736217,-4.999285034,-2.898421056,-4.316029131,-3.822448771,6.21676958229509,501.081910781577
"HER42PB",252.1,3001,-6.731668789,-5.232654694,-3.339603891,-4.902730317,-3.691484753,7.01620207424492,1114.54560785464
"HER42PB",252.2,3001.99,-6.380816933,-5.265944124,-3.330844891,-4.994522572,-3.747631611,6.18307001811133,484.477028839727
"HER42PB",252.3,3002.97,-7.03678044,-5.38452253,-3.232203457,-4.408946573,-3.8931671,7.93055082982817,2780.95821744138
"HER42PB",252.4,3003.96,-6.395912189,-5.180144808,-3.074051549,-4.472034755,-3.68222817,6.38281724327466,591.592020812142
"HER42PB",252.5,3004.95,-7.670224444,-5.217066492,-2.624785227,-4.479233822,-3.618439496,9.67742219488479,15953.3193277571
"HER42PB",252.6,3005.94,-7.743009476,-5.241573524,-3.067070219,-4.398970508,-3.89855179,9.86764200549043,19295.7859306596
"HER42PB",252.7,3006.92,-7.16777953,-5.477116177,-2.899697154,-3.981744811,-3.63353164,8.58842343106068,5369.14217642847
"HER42PB",252.8,3007.91,-6.745121565,-5.088055604,-2.884648627,-4.495114288,-3.726482926,7.05911745076281,1163.41793893581
"HER42PB",252.9,3008.9,-6.271046595,-4.927980968,-2.328121403,-4.142814889,-3.57434257,6.08022336659081,437.12682334278
"HER42PB",253,3009.89,-7.440029234,-4.976175993,-2.654622998,-4.048882188,-3.943521672,8.8666441777658,7091.44337481936
"HER42PB",253.1,3010.87,-6.060630399,-5.141811221,-2.882576569,-4.145944091,-3.725663897,5.77054384379424,320.712102514763
"HER42PB",253.2,3011.86,-6.889940389,-5.280502477,-2.851914257,-3.810655093,-3.887090648,7.7016747053573,2212.04942263787
"HER42PB",253.3,3012.85,-7.462925827,-5.496812971,-3.001406087,-4.195713456,-3.863658532,9.23499281684461,10249.5882891188
"HER42PB",253.4,3013.84,-6.595914438,-5.280715999,-2.88617563,-4.485107237,-3.704453949,6.83138453921246,926.472662619062
"HER42PB",253.5,3014.82,-6.739831895,-4.991643674,-2.715311114,-4.270550563,-3.52468394,7.16964170811141,1299.37896244897
"HER42PB",253.6,3015.81,-7.173027399,-5.172513116,-2.926063942,-4.239930697,-3.612590268,8.35165403745598,4237.18341026586
"HER42PB",253.7,3016.8,-6.88168875,-5.250859648,-2.63977885,-4.109100028,-3.777223276,7.57226225089078,1943.53206917776
"HER42PB",253.8,3017.79,-6.425840999,-5.031247835,-2.620661089,-4.770792575,-3.986396723,6.02765728792925,414.742268658705
"HER42PB",253.9,3018.78,-6.469330506,-5.173187242,-2.695381214,-4.136182763,-3.852690055,6.53463248990679,688.580677468137
"HER42PB",254,3019.76,-6.918053422,-5.196252541,-2.812956068,-4.324413572,-3.80634154,7.55390602047745,1908.18159007995
"HER42PB",254.1,3020.75,-6.474439824,-5.289287079,-2.682193365,-4.580715428,-3.848789154,6.42529465770496,617.2626719514
"HER42PB",254.2,3021.74,-8.572573835,-4.946329952,-2.529941002,-4.504768828,-4.009714848,12.5576448561913,284260.075299991
"HER42PB",254.3,3022.73,-6.805182203,-5.171646739,-2.687931274,-5.093804252,-3.901351291,6.88434915972434,976.865679239132
"HER42PB",254.4,3023.71,-6.659866587,-4.819654734,-2.58775313,-4.315608798,-3.875380831,6.67562784616003,792.845082382514
"HER42PB",254.5,3024.7,-6.69966453,-5.280580346,-3.17199767,-4.322178129,-3.641479242,7.20695538232194,1348.77949175219
"HER42PB",254.6,3025.69,-7.076072988,-5.161911537,-3.489953268,-4.423711693,-3.793049343,7.99639313573288,2970.22544324623
"HER42PB",254.7,3026.68,-7.144941701,-5.385972055,-3.609138236,-4.485359136,-3.783223131,8.29168705235458,3990.56080386545
"HER42PB",254.8,3027.66,NA,-5.28481982,-3.760256532,-4.771057337,-3.763463376,NA,NA
"HER42PB",254.9,3028.65,NA,-5.45946035,-3.782913693,-5.144220333,-3.751508838,NA,NA
"HER42PB",255,3029.64,-8.098110787,-5.495421102,-3.871277042,-5.149295434,-3.979073613,10.9603506517106,57546.6183209673
"HER42PB",255.1,3030.63,-7.329850567,-5.356838488,-3.928653185,-5.000698446,-3.884758991,8.56354535013935,5237.21606139497
"HER42PB",255.2,3031.61,-7.885028216,-5.176978015,-3.689331159,-5.002091436,-3.755745602,10.2095041457838,27160.0968014327
"HER42PB",255.3,3032.6,-7.107220703,-5.055503709,-3.47045725,-4.591542394,-3.57810662,8.06259730246843,3173.52203597799
"HER42PB",255.4,3033.59,-6.892565496,-5.092507224,-3.519253318,-4.746634213,-3.648997059,7.44055457900205,1703.69479256466
"HER42PB",255.5,3034.58,NA,-5.136590962,-3.403013448,-5.762485915,-3.680000231,NA,NA
"HER42PB",255.6,3035.56,-6.928738707,-5.25958156,-3.777757456,-4.929339873,-3.822658376,7.48817352875484,1786.78559715798
"HER42PB",255.7,3036.55,-6.905352394,-5.423747853,-3.686476569,-4.756501401,-3.763357614,7.60517429245121,2008.56194038737
"HER42PB",255.8,3037.54,-7.829754685,-5.460679851,-3.824696814,-6.271610067,-3.716833738,9.69507498674161,16237.4403396824
"HER42PB",255.9,3038.53,-6.797509111,-5.512794542,-3.834112218,-5.056245805,-3.966973144,7.18063574618907,1313.74320004485
"HER42PB",256,3039.51,-8.403576465,-5.465002605,-4.031319622,-4.78667051,-3.890277933,12.300777027901,219866.764925441
"HER42PB",256.1,3040.5,-7.655216188,-5.336964978,-3.968971781,-4.39711965,-3.753775292,9.83793401198573,18730.9780414712
"HER42PB",256.2,3041.49,-7.504892035,-5.307667457,-3.521817672,-4.599482399,-3.846003294,9.1741540001673,9644.60528478786
"HER42PB",256.3,3042.48,-7.439865807,-5.376862992,-3.666605244,-4.667277085,-4.008687593,8.92630890374426,7527.4295684355
"HER42PB",256.4,3043.46,NA,-5.138621035,-3.450940235,-5.262918752,-3.718280832,NA,NA
"HER42PB",256.5,3044.45,-6.868304295,-5.156926345,-3.412526345,-4.60806675,-3.917467342,7.31762744959419,1506.62518182808
"HER42PB",256.6,3045.44,-6.167772121,-5.176328667,-2.22903594,-4.608344629,-3.87992931,5.6405883728861,281.62837223559
"HER42PB",256.7,3046.43,-6.696571178,-4.995618156,-2.481977487,-4.706985965,-3.799278977,6.7182276134627,827.349827518097
"HER42PB",256.8,3047.41,-6.783720182,-4.917299184,-2.762947063,-4.615331154,-3.743637263,6.98682349960158,1082.2781532379
"HER42PB",256.9,3048.4,-6.365803456,-5.061107739,-3.324841008,-4.535014643,-3.763666715,6.2225251805545,503.97425254919
"HER42PB",257,3049.39,-7.028961022,-5.177137312,-3.418043109,-4.573041909,-3.905966969,7.75295020519884,2328.43164270826
"HER42PB",257.1,3050.38,-8.179174305,-5.113237773,-3.402345268,-4.556046228,-3.856849422,11.2948537586497,80406.7782857179
