"Site","depth","SH20_age","Ti","Ca","Sr","Ti_convert_WLS","Ti_ppm_WLS","Ti_lower_RMSE_WLS","Ti_upper_RMSE_WLS","Ti_convert_PLS","Ti_ppm_PLS","Ti_lower_RMSE_PLS","Ti_upper_RMSE_PLS"
"BI10",380.9,5658.2,-6.237425163,-4.871171553,-4.180050715,6.75855088916,861.39303693569,555.545708465037,1335.62000889435,5.03302964563435,153.397048106366,82.5131228578145,285.174691646255
"BI10",381,5660.1,-5.95009585,-4.746123045,-4.338191845,6.953934822,1047.2624227342,675.420069166545,1623.81698758891,4.70347108897454,110.329471984206,59.3468348253878,205.109378185513
"BI10",381.1,5661.5,-6.49552823,-4.886090318,-4.131807137,6.5830408036,722.733682443191,466.11892414731,1120.62383369961,5.24967366769824,190.504090675468,102.47320683721,354.159001013215
"BI10",381.2,5663.5,-6.457979023,-5.16439406,-4.015631988,6.60857426436,741.425188487063,478.173799822137,1149.60566707659,5.42603950789388,227.247449095865,122.237663096164,422.467198836676
"BI10",381.3,5665.2,-5.824864905,-4.871892606,-4.237650129,7.0390918646,1140.35154265266,735.45684547885,1768.15492142658,4.72807113488399,113.077241114442,60.8248750786194,210.217652589118
"BI10",381.4,5666.6,-5.826320692,-4.7097546,-4.043660467,7.03810192944,1139.22322713757,734.729151133383,1766.40542878654,4.69838539345099,109.769794263964,59.0457810759112,204.068902353276
"BI10",381.5,5668.2,-5.765542906,-4.813176117,-4.040592106,7.07943082392,1187.29254763604,765.730916374899,1840.93859021086,4.72077997603239,112.255775344843,60.3830040856169,208.690496425194
"BI10",381.6,5670.1,-5.778541198,-4.879418269,-4.154319489,7.07059198536,1176.84450279589,758.992567881344,1824.73853153385,4.73016191705608,113.313908317805,60.9521796797739,210.657631699373
"BI10",381.7,5671.4,-5.458133033,-4.690324324,-4.000780751,7.28846953756,1463.32941183777,943.757773697713,2268.94339546425,4.46565349100433,86.9778502145215,46.7858679763053,161.697255072218
"BI10",381.8,5672.4,-5.920106075,-4.846186399,-4.15721459,6.974327869,1068.83854826853,689.335347595705,1657.27152430142,4.80392974983377,121.988862530667,65.6184856588532,226.784913307707
"BI10",381.9,5674,-5.946866243,-4.964393604,-4.08933546,6.95613095476,1049.56487737172,676.905011275387,1627.38702397367,4.9153892403454,136.372381105853,73.3554600659419,253.524772549473
"BI10",382,5675.7,-5.848495906,-4.693188274,-4.159784813,7.02302278392,1122.17358439974,723.733176650515,1739.96936184762,4.66394609305197,106.053755513473,57.0469032242911,197.160554259888
"BI10",382.1,5677.4,-6.144462489,-5.029849859,-3.922457883,6.82176550748,917.603616878784,591.798087017812,1422.77647761927,5.14815489549045,172.113629529845,92.5808758005108,319.969985310652
"BI10",382.2,5679.1,-5.913745526,-4.913868078,-4.086305462,6.97865304232,1073.47147211782,692.323299496583,1664.4550346474,4.8638984296626,129.528175598399,69.6739239681345,240.800967109629
"BI10",382.3,5680.6,-6.120469108,-4.858817192,-4.201709948,6.83808100656,932.697575754663,601.532765286251,1446.18018838035,4.93485458862067,139.052921184838,74.7973374396791,258.508063948537
"BI10",382.4,5682.5,-6.333006329,-4.61782336,-4.045925423,6.69355569628,807.18726832902,520.586310336384,1251.5720702134,4.99757730419115,148.054034364695,79.6390861358574,275.241695444227
"BI10",382.5,5683.9,-5.780639474,-4.907983678,-3.879035176,7.06916515768,1175.16654584663,757.910388501919,1822.13680064052,4.84182713773203,126.700639887922,68.1529768290367,235.544401652158
"BI10",382.6,5685.5,-6.038689877,-4.675037993,-4.114332286,6.89369088364,986.03404621863,635.931519397773,1528.88024990964,4.79799152241923,121.266611490748,65.2299828191522,225.44220352194
"BI10",382.7,5686.9,-6.822899934,-4.763825695,-4.376354152,6.36042804488,578.493924767367,373.093121835393,896.975048337664,5.35179856260934,210.9874309215,113.491309148327,392.238809657884
"BI10",382.8,5688.6,-6.173195652,-4.786901291,-4.156072875,6.80222695664,899.848986654998,580.347438819754,1395.24730294453,4.94495694955653,140.46480364919,75.5567968470145,261.132841617877
"BI10",382.9,5689.9,-5.74739207,-4.544483661,-4.168194042,7.0917733924,1202.03759590837,775.240568691041,1863.80130288695,4.50588882362496,90.5487901962931,48.7066963955686,168.335855493543
"BI10",383,5691.3,-5.952764751,-4.750108602,-4.025830503,6.95211996932,1045.36351935578,674.195392883552,1620.87267153523,4.81352643775767,123.165186955843,66.2512370906009,228.971773872279
"BI10",383.1,5692.8,-5.933944077,-4.638163723,-3.813680541,6.96491802764,1058.82811922892,682.879234469186,1641.75000421752,4.80606472045221,122.249583384596,65.7587288520395,227.269609656448
"BI10",383.2,5694.4,-6.146228878,-4.783651043,-4.165227409,6.82056436296,916.502103993355,591.08767872557,1421.06854339326,4.9207471723798,137.105016006518,73.7495484419228,254.886786580809
"BI10",383.3,5695.7,-6.214474756,-4.736665286,-4.282953345,6.77415716592,874.941621564626,564.283715070195,1356.62756287572,4.90164159530084,134.510410199679,72.353895589732,250.063252360022
"BI10",383.4,5697.3,-5.96110575,-4.89326512,-4.250471825,6.94644809,1039.45112666761,670.382262008525,1611.70530003795,4.82819647901065,124.985343572854,67.2303094287842,232.355558686991
"BI10",383.5,5698.7,-6.487617839,-4.831462302,-3.948072049,6.58841986948,726.631789222239,468.632964079584,1126.66798449681,5.27344908776321,195.087677899306,104.938743823736,362.680175894531
"BI10",383.6,5700.3,-6.235847601,-4.70257105,-4.444088132,6.75962363132,862.317585375124,556.14198553691,1337.05355356206,4.84215878114398,126.742666288934,68.1755830632034,235.62253135607
"BI10",383.7,5701.9,-5.555314691,-4.763076607,-4.150443944,7.22238601012,1369.75341027284,883.406988567563,2123.85053461752,4.51869646931472,91.7159654474682,49.3345264358835,170.505707172307
"BI10",383.8,5703.2,-5.687678659,-4.630805976,-4.130527583,7.13237851188,1251.85097106575,807.367142283141,1941.03868201347,4.53116936023377,92.8670926986941,49.9537241680297,172.645724617012
"BI10",383.9,5704.5,-5.698535086,-4.542418303,-4.072414674,7.12499614152,1242.64337233115,801.42880549269,1926.76197837589,4.50533439153912,90.4986009562223,48.6796993250042,168.242550562074
"BI10",384,5706.1,-6.462717396,-4.638168104,-4.162134305,6.60535217072,739.040091668831,476.63555857241,1145.90749110234,5.06709559863674,158.712691921751,85.3724371446389,295.056805446141
"BI10",384.1,5707.2,-5.935609781,-4.701507236,-4.130218163,6.96378534892,1057.62948611139,682.106189580369,1639.89148167735,4.73757552224619,114.157094559673,61.4057342352633,212.225167577628
"BI10",384.2,5709,-6.164947406,-4.876578582,-4.171161309,6.80783576392,904.910246750094,583.611641343677,1403.09496360972,4.98728550618,146.538106341493,78.8236600454195,272.42349058363
"BI10",384.3,5710.9,-6.435687983,-5.016293674,-4.023903598,6.62373217156,752.749250410535,485.477125637675,1167.16402085752,5.31837907433043,204.052859266294,109.761164598508,379.347007906256
"BI10",384.4,5713.1,-5.524154257,-4.648054406,-4.145464496,7.24357510524,1399.08692337402,902.325306476815,2169.33317186808,4.43246370584613,84.1384541675117,45.2585410964135,156.418640508487
"BI10",384.5,5714.5,-6.464954738,-4.60988299,-4.280888246,6.60383077816,737.916576442388,475.910960118879,1144.16544147762,5.01172221315952,150.16312649608,80.7735784895481,279.162629423375
"BI10",384.6,5716.2,-6.496955969,-4.833029872,-4.463558366,6.58206994108,722.032347903762,465.666606358715,1119.53638998504,5.10677482006175,165.136898877026,88.8280536920778,306.99980734975
"BI10",384.7,5718.1,-6.159750267,-4.762947929,-4.358644936,6.81136981844,908.113906517604,585.677805520664,1408.06235004507,4.85248536246172,128.058265870739,68.8832513740691,238.06831313416
"BI10",384.8,5720.3,-6.809939331,-4.898449406,-4.170882001,6.36924125492,583.614845963998,376.395802112792,904.915215625902,5.49094795327804,242.486964253758,130.435082812121,450.798409180287
"BI10",384.9,5721.8,-7.052778718,-4.990144294,-4.399536753,6.20411047176,494.77864055941,319.101894973255,767.171574378574,5.66998477450138,290.030118504949,156.008809139999,539.184101870231
"BI10",385,5723.4,-6.567853167,-4.677757797,-4.287513683,6.53385984644,688.04885558714,443.749336882849,1066.84379744719,5.12850133749589,168.764008138057,90.7790958781479,313.742829968832
"BI10",385.1,5724.8,-6.836485381,-4.901917508,-4.014167086,6.35118994092,573.174346988556,369.662320239437,888.72685707584,5.5677253475813,261.837831289954,140.844021503404,486.772879408088
"BI10",385.2,5726.6,-6.400989201,-4.858125779,-4.201883155,6.64732734332,770.72169592351,497.068251345951,1195.03092575066,5.13801316894624,170.376921658458,91.6466910053738,316.741336925196
"BI10",385.3,5728.2,-6.657005908,-4.826165089,-4.324439983,6.47323598256,647.57588431495,417.646751262839,1004.08904098568,5.27372632594911,195.141771151231,104.967840883926,362.780738627831
"BI10",385.4,5729.7,-7.212719838,-4.868697555,-4.32877897,6.09535051016,443.789570672323,286.217070346434,688.111239483864,5.76036431581649,317.463964996159,170.765627305249,590.185335664357
"BI10",385.5,5731.2,-6.033537524,-4.733185592,-4.604070991,6.89719448368,989.494774105487,638.163476754369,1534.24622944839,4.66300698468715,105.954206295617,56.9933551479445,196.975486047324
"BI10",385.6,5732.7,-6.157733287,-4.634062196,-4.573261997,6.81274136484,909.360281411994,586.481640929155,1409.99489787881,4.70168251295988,110.132315703961,59.2407833688907,204.74285234868
"BI10",385.7,5734.2,-6.394382554,-4.888357737,-4.448472405,6.65181986328,774.191967822308,499.306364005234,1200.41170361348,5.06748244540027,158.774101290194,85.4054695844772,295.170969296919
"BI10",385.8,5735.6,-6.25874097,-4.98033557,-4.454434284,6.7440561404,848.997414025204,547.551291495789,1316.40016235269,5.02037024047073,151.467372765304,81.4751397906153,281.587304684394
"BI10",385.9,5737.1,-6.19075442,-4.55314563,-4.301522608,6.7902869944,889.1687116565,573.459316108953,1378.68716329071,4.76922079755719,117.827394787699,63.3800090820008,219.04848490151
"BI10",386,5738.8,-5.975009681,-4.769913912,-4.133925145,6.93699341692,1029.66976871673,664.073885692987,1596.53896268302,4.80386592074225,121.981076340892,65.6142974241938,226.770438294689
"BI10",386.1,5740,-6.870272003,-4.711800412,-4.437120435,6.32821503796,560.155844050378,361.266183832679,868.541213281996,5.33900254290484,208.304831499109,112.048324042352,387.251689810831
"BI10",386.2,5741.7,-6.059547914,-4.923756622,-4.699154282,6.87950741848,972.147379999167,626.975470889937,1507.34848860642,4.76216068136202,116.998449358295,62.93411473851,217.507423582925
"BI10",386.3,5743.7,-6.89107853,-5.179361769,-5.061578733,6.3140665996,552.286315662797,356.190820397055,856.33923448216,5.42248116228095,226.440261110943,121.803472202719,420.966585966075
"BI10",386.4,5745.2,-6.619576351,-5.144230212,-4.847619509,6.49868808132,664.26959345871,428.413170395006,1029.97322044734,5.25618334496291,191.748255987138,103.142450258022,356.471982022252
"BI10",386.5,5746.8,-6.182237941,-5.091890162,-5.49528273,6.79607820012,894.333009908907,576.789971928467,1386.69458821992,4.67885389184997,107.646627167301,57.903717720343,200.121802134735
"BI10",386.6,5748.4,-7.284947918,-5.067356038,-4.683630916,6.04623541576,422.519422333179,272.499128452845,655.131131106192,5.82229611904923,337.746670547473,181.675807101433,627.892151882469
"BI10",386.7,5749.7,-6.479138993,-5.160667228,-5.191850155,6.59418548476,730.833369277012,471.342725672857,1133.18268121423,5.04119607518879,154.654883314423,83.1897193917016,287.513085846322
"BI10",386.8,5751.4,-6.451703863,-5.207909565,-4.445169092,6.61284137316,744.595690060216,480.218578996243,1154.52164057273,5.30159392852555,200.656387154859,107.934183414231,373.032754150917
"BI10",386.9,5753,-7.056913927,-5.260403856,-4.448947185,6.20129852964,493.389305939671,318.205859304841,765.017362494327,5.81745075788629,336.114124279243,180.797651410275,624.857146421883
"BI10",387,5754.3,-6.833357462,-4.870972475,-4.618206668,6.35331692584,574.394777639819,370.449423201402,890.619177453878,5.34205206562362,208.941031375152,112.390539483797,388.434425109298
"BI10",387.1,5755.8,-6.001157006,-5.000984791,-5.158333426,6.91921323592,1011.52385075548,652.370880888825,1568.40308269609,4.61200941421038,100.686266915245,54.159701341264,187.182057771135
"BI10",387.2,5757.2,-6.197554417,-4.844266352,-4.689157359,6.78566299644,885.066688529888,570.813762631855,1372.32683306986,4.81579968814224,123.445490744094,66.4020140527589,229.492876118825
"BI10",387.3,5758.8,-6.441523836,-4.903544888,-5.013029121,6.61976379152,749.767974640148,483.554385507477,1162.54144858189,4.92049680483903,137.070693657613,73.7310862601085,254.822979190861
"BI10",387.4,5760.5,-6.049952826,-4.887529024,-4.17994116,6.88603207832,978.511048779344,631.079647182674,1517.21557945616,4.90991635724164,135.628069628162,72.9550907944252,252.141051032277
"BI10",387.5,5762.3,-6.543485429,-4.869508995,-4.485097297,6.55042990828,699.54484930276,451.16354816551,1084.66873748076,5.15676407702999,173.601783715093,93.3813621894901,322.736556872094
"BI10",387.6,5763.7,-6.353071339,-4.860670472,-4.21564254,6.67991148948,796.248632516349,513.53156073705,1234.61133308766,5.09925192677671,163.899252786016,88.1623169962116,304.698945979027
"BI10",387.7,5765.4,-6.35208171,-4.826025407,-4.883549251,6.6805844372,796.784646552638,513.877256934685,1235.44244158427,4.85155217439215,127.938819166607,68.8190003295105,237.846254252066
"BI10",387.8,5767,-7.42100995,-5.188847322,-4.8377674,5.953713234,385.180953900966,248.418105030639,597.236530846895,5.96559811883276,389.786096767729,209.668103056077,724.63669494251
"BI10",387.9,5768.6,-7.17639787,-4.996686876,-4.670871933,6.1200494484,454.887187386998,293.374352882591,705.318482054444,5.68864474540097,295.492881063702,158.947259414746,549.339718601192
"BI10",388,5770.2,-7.359208275,-5.161983697,-5.525146426,5.995738373,401.713188684186,259.080383098067,622.870338669114,5.66022521664314,287.213320492413,154.493637868171,533.94749846377
"BI10",388.1,5772,-6.478178736,-5.080411973,-5.29127384,6.59483845952,731.310740859751,471.650601082528,1133.92286253709,4.9590540340351,142.458970799295,76.6294704159448,264.840122880082
"BI10",388.2,5773.9,-7.353935709,-5.269875222,-4.959413121,5.99932371788,403.156054047803,260.010942815036,625.107551842606,5.9113318064214,369.197527768544,198.593397615081,686.361259474489
"BI10",388.3,5775.4,-6.588167284,-5.385920106,-4.84951764,6.52004624688,678.609768198274,437.661704099833,1052.2081625608,5.37479530394837,215.895674795045,116.131480747151,401.363541524903
"BI10",388.4,5777,-6.393136757,-4.985640188,-5.813318262,6.65266700524,774.848096201046,499.729526591162,1201.42905359598,4.66181500296224,105.827986059087,56.9254605827461,196.740834745515
"BI10",388.5,5778.5,-7.343042849,-5.187841261,-5.036760894,6.00673086268,406.153376413325,261.944032015496,629.755004924813,5.82648024943956,339.162807240213,182.437554881811,630.524838428048
"BI10",388.6,5780.2,-6.934762284,-5.305521745,-4.971152558,6.28436164688,536.121946263726,345.765792953551,831.27581479472,5.56433877882555,260.952599267038,140.367850289119,485.127177797224
"BI10",388.7,5781.9,-6.789926047,-5.016448622,-4.617152565,6.38285028804,591.611570154645,381.553199044739,917.314415963799,5.3936454855523,220.003946659386,118.341342965886,409.001075470799
"BI10",388.8,5783.4,-6.618788431,-5.214144931,-4.732841747,6.49922386692,664.625594903111,428.64276950501,1030.5252131289,5.33603757082714,207.688128195891,111.71659591555,386.105199858753
"BI10",388.9,5785.1,-6.470317227,-5.088129648,-5.371704939,6.60018428564,735.230669212507,474.178714592256,1140.00084844698,4.93042366463036,138.438151265648,74.4666492908674,257.3651682781
"BI10",389,5786.5,-7.241631556,-5.378413123,-4.857295813,6.07569054192,435.149888029165,280.645004623705,674.715109594366,5.90983279969951,368.644512782857,198.29592778747,685.333170081858
"BI10",389.1,5788,-7.329670997,-5.361161016,-4.728463892,6.01582372204,409.86331334958,264.336713933316,635.507391804355,6.02194097952531,412.378237146791,221.820540653351,766.636894723152
"BI10",389.2,5789.5,-6.951905064,-4.900634399,-4.595252749,6.27270455648,529.90860934532,341.758571496843,821.641818750652,5.4653049536939,236.347919291217,127.132856481973,439.385541228739
"BI10",389.3,5790.9,-7.006393249,-5.309943959,-4.926951707,6.23565259068,510.633744561565,329.327465192627,791.755467259471,5.64200914508117,282.02878637749,151.704848216309,524.309125784478
"BI10",389.4,5792.9,-6.908187618,-5.171998,-5.089759902,6.30243241976,545.898149932907,352.070845073329,846.434160255735,5.4226916327726,226.487925119787,121.829110937402,421.055196334999
"BI10",389.5,5794.4,-7.517846884,-4.918867778,-4.600076152,5.88786411888,360.63418942544,232.586946574109,559.175914634162,5.97549969771773,393.664765335455,211.754460388271,731.847382021915
"BI10",389.6,5796,-7.320912946,-4.981513879,-4.805234637,6.02177919672,412.311526835173,265.915661564662,639.303432377234,5.76230661856489,318.081175338524,171.097628171219,591.332768233872
"BI10",389.7,5797.5,-6.446201563,-4.847535747,-4.982615527,6.61658293716,747.386860904672,482.018713101978,1158.84944851666,4.90102781452764,134.42787562776,72.3094997857916,249.909815436771
"BI10",389.8,5798.8,-6.640079154,-4.991420528,-4.99570319,6.48474617528,655.0726694982,422.481718179515,1015.71306842007,5.13118028808219,169.216724708512,91.0226146319888,314.584458344191
"BI10",389.9,5800.3,-7.271500999,-5.186864641,-4.977284156,6.05537932068,426.400617354462,275.00226133799,661.149059631929,5.78182262282769,324.349819391794,174.469566570977,602.986568988185
"BI10",390,5801.8,-6.449621662,-5.191581637,-4.810984595,6.61425726984,745.650707347196,480.899000477503,1156.15748174836,5.16633172315328,175.270715290282,94.279089739041,325.839204890478
"BI10",390.1,5803.8,-6.830814238,-5.136218517,-4.845988672,6.35504631816,575.388991001602,371.090629877976,892.160740018433,5.42048253948931,225.98814440002,121.560276116647,420.126072767046
"BI10",390.2,5805.5,-6.603204453,-4.998322357,-4.262710696,6.50982097196,671.706152590057,433.209295199849,1041.50386528339,5.35491135371951,211.645213960298,113.845134292709,393.46166940372
"BI10",390.3,5807.4,-6.242725211,-4.976232049,-4.398597756,6.75494685652,858.29413593919,553.547107274008,1330.8150545947,5.02525417163858,152.20893839177,81.8740320535311,282.965921492694
"BI10",390.4,5809.2,-7.716078926,-5.082136697,-4.438934193,5.75306633032,315.155551214722,203.256012608497,488.659696639661,6.31674978987066,553.770194806374,297.876058784197,1029.49337354452
"BI10",390.5,5811,-6.011808154,-4.768364917,-4.547471085,6.91197045528,1004.22407264898,647.662971460811,1557.08452161947,4.68808010763428,108.644393905881,58.4404219822577,201.976712809495
"BI10",390.6,5812.6,-6.120846719,-4.885033308,-4.550394253,6.83782423108,932.458112632399,601.378326250636,1445.8088924402,4.83253061432814,125.528222570301,67.5223270521102,233.364804644519
"BI10",390.7,5814,-6.959234763,-5.5474071,-4.468597438,6.26772036116,527.274012461419,340.059417998234,817.55678420472,5.89890286105719,364.637190663755,196.140366996528,677.883308016391
"BI10",390.8,5815.4,-6.492766705,-5.330975515,-4.836611168,6.5849186406,724.092133568933,466.995041855145,1122.73015964705,5.27320762750982,195.040577665814,104.91340834694,362.592613619191
"BI10",390.9,5816.8,-5.927567171,-4.935722857,-4.205705141,6.96925432372,1063.4294806744,685.846830554275,1648.88457595332,4.84578665405728,127.203307643844,68.4233646025507,236.478892400613
"BI10",391,5818,-5.77591974,-4.870439924,-4.332168324,7.0723745768,1178.94420663382,760.346748152362,1827.99419571785,4.66282203653126,105.934612072567,56.9828153067039,196.93905916307
"BI10",391.1,5819.5,-5.45340475,-4.713373984,-4.780460277,7.29168477,1468.04192789064,946.797057691182,2276.25031630359,4.21219223919042,67.5043634295828,36.3109714421719,125.494827074245
"BI10",391.2,5821,-6.472682237,-4.80826219,-4.744495572,6.59857607884,734.049216515476,473.41675002156,1138.16896474923,4.97839375782362,145.240902128743,78.1258867055828,270.011906945355
"BI10",391.3,5822.3,-5.822575102,-4.563339619,-4.367666729,7.04064893064,1142.12852839644,736.602892360626,1770.91019992681,4.49903184065648,89.9300225481565,48.373857846187,167.185527795349
"BI10",391.4,5824,-5.650768402,-4.56220645,-4.459880838,7.15747748664,1283.6687737985,827.887674726555,1990.37329716209,4.35500291905864,77.8670526349893,41.8851194332738,144.759713428046
"BI10",391.5,5826.1,-5.80656825,-4.602595446,-4.834707667,7.05153359,1154.62811181928,744.664357487929,1790.29124087622,4.353470063935,77.7477851576293,41.8209647957899,144.537987739714
"BI10",391.6,5827.8,-5.653670384,-4.523967509,-4.527374667,7.15550413888,1281.13814662409,826.255575317589,1986.44947128439,4.31125353973193,74.5338615618149,40.0921774704095,138.563103074557
"BI10",391.7,5829.4,-5.779387583,-4.519680143,-4.713836157,7.07001644356,1176.16737446895,758.55586161605,1823.68862039774,4.3271999485025,75.7319360907308,40.7366284035768,140.790398440214
"BI10",391.8,5831.2,-6.05161847,-4.867848373,-4.775325004,6.8848994404,977.403377474036,630.365267087098,1515.49809638489,4.69758376780824,109.681835241897,58.998467430154,203.905381038458
"BI10",391.9,5832.5,-6.103813743,-4.823855032,-5.728024403,6.84940665476,943.321025546304,608.384239221813,1462.65221856494,4.38503462623607,80.2410016086626,43.1620797512263,149.173032816577
"BI10",392,5834,-5.941113464,-4.720856066,-4.500359186,6.96004284448,1053.67870059126,679.558175089115,1633.765650651,4.62737116087735,102.244925044788,54.9981121928674,190.079700567795
"BI10",392.1,5835.9,-5.768282415,-4.690460896,-4.499771089,7.0775679578,1185.08283940884,764.305790015684,1837.51236037672,4.49399033424213,89.4777807105778,48.1305944537931,166.344781978052
"BI10",392.2,5837.5,-5.925782515,-4.727540386,-5.015222458,6.9704678898,1064.72080601645,686.679656246204,1650.88682102715,4.44643504939292,85.3222316411679,45.8953015642706,158.619356755605
"BI10",392.3,5838.9,-6.194004436,-4.714024591,-5.17593101,6.78807698352,887.205808946682,572.193364180141,1375.64361403696,4.57084139059482,96.6253752620079,51.9753252008349,179.632606596445
"BI10",392.4,5840.9,-5.88442884,-4.777305862,-4.908418873,6.9985883888,1095.08623086674,706.263493981075,1697.96947350935,4.48430055429621,88.6149477870918,47.6664718393083,164.740721691789
"BI10",392.5,5842.5,-6.748311202,-4.961465748,-5.04356311,6.41114838264,608.592176605085,392.50464935392,943.643439726343,5.18294179390557,178.206286805327,95.858149936541,331.296615655174
"BI10",392.6,5844.4,-6.348802733,-4.888400399,-4.589619434,6.68281414156,798.563222865856,515.024329636248,1238.200186318,4.98583388905144,146.325543433645,78.7093212784954,272.028322863981
"BI10",392.7,5845.9,-6.448081096,-4.714732388,-4.621474895,6.61530485472,746.432249048135,481.403046968856,1157.36928947004,4.94588436043335,140.595132660836,75.6269015451337,261.375131389209
"BI10",392.8,5847.3,-5.954233958,-4.86001728,-4.615086375,6.95112090856,1044.31965921034,673.52216707469,1619.25412989749,4.68016262640661,107.787600256236,57.9795479266637,200.383879910439
"BI10",392.9,5849.3,-5.863730272,-4.888731939,-4.769001484,7.01266341504,1110.60858078696,716.27445821425,1722.03741955666,4.58391436697039,97.8968493774787,52.6592581786561,181.996356377106
"BI10",393,5850.8,-6.029755341,-4.630215753,-4.551185704,6.89976636812,992.042915676722,639.806871875715,1538.19721201048,4.61708923167756,101.199036056799,54.4355227061279,188.135327626284
"BI10",393.1,5852.6,-5.717596871,-4.840526853,-4.873050044,7.11203412772,1226.64015282938,791.107709855024,1901.9484272363,4.42358801291274,83.3949714275101,44.8586176074955,155.036459666406
"BI10",393.2,5854.1,-6.045005314,-4.811218247,-5.36510336,6.88939638648,981.80860537338,633.206369057225,1522.32855620267,4.45942699361285,86.437965396992,46.4954609389613,160.693575482134
"BI10",393.3,5856.1,-6.463212977,-4.885650273,-4.742549429,6.60501517564,738.791080754099,476.474961795899,1145.52139097628,5.01789667020742,151.093170574673,81.2738543570924,280.89163944413
"BI10",393.4,5857.6,-5.977648615,-4.968164106,-5.512014985,6.9351989418,1027.82370878464,662.883290193761,1593.67658223972,4.45647777124845,86.1834161619625,46.3585374938062,160.220352558326
"BI10",393.5,5859,-6.06767299,-4.807792554,-4.752606138,6.8739823668,966.791026175693,623.520950999416,1499.04327480205,4.68076264260202,107.852293968751,58.0143470333922,200.504149561946
"BI10",393.6,5860.3,-6.425187334,-4.822917911,-4.863290366,6.63087261288,758.143447817811,488.956052320071,1175.52791246119,4.91102886564781,135.779040958603,73.0362991102985,252.421716163303
"BI10",393.7,5862.2,-5.831939977,-4.915649245,-4.720340492,7.03428081564,1134.87843180826,731.927024466629,1759.66867178069,4.59519487391655,99.0074276330356,53.2566443811627,184.060990706692
"BI10",393.8,5863.6,-5.842005227,-4.813844599,-4.455710865,7.02743644564,1127.13742529152,726.93454975976,1747.66597063335,4.63105765266032,102.62254574095,55.201236459473,190.781721023317
"BI10",393.9,5865.4,-6.085547898,-5.031786176,-4.502778233,6.86182742936,955.110871315041,615.987967066639,1480.9327864768,4.91110961586621,135.790005588506,73.0421970455291,252.442100095004
"BI10",394,5867,-6.300902287,-5.155769983,-4.753677559,6.71538644484,825.002523270746,532.076057761433,1279.1952456321,5.05397536226363,156.643944790202,84.259646590098,291.210875341121
"BI10",394.1,5868.6,-6.669699961,-5.491044965,-4.490310252,6.46460402652,642.010094136239,414.0571577609,995.459088792848,5.62281830983377,276.668021703428,148.821263169379,514.343129490639
"BI10",394.2,5870.3,-6.328771689,-5.660115528,-4.456969512,6.69643525148,809.514958372493,522.087527735225,1255.18123497706,5.47485116572397,238.614950204309,128.352304982213,443.600093265917
"BI10",394.3,5872.3,-6.345126893,-5.273764247,-4.304744787,6.68531371276,800.561785233018,516.313279858235,1241.29902711673,5.30879106749122,202.105748428552,108.713802880954,375.727207267269
"BI10",394.4,5874,-6.193242584,-5.067231321,-4.28164458,6.78859504288,887.665553297403,572.489871105647,1376.35646372052,5.08339300262126,161.32048922237,86.7751857744891,299.904863477638
"BI10",394.5,5875.9,-6.204756918,-4.958048458,-4.304121991,6.78076529576,880.742494754896,568.024922704829,1365.62201949398,5.01911209656997,151.276924844662,81.3726967979503,281.23325010698
"BI10",394.6,5877.3,-6.536987324,-5.039735893,-4.228298448,6.55484861968,702.642775483466,453.161520660104,1089.47218029444,5.34001716946366,208.516290371231,112.162068942336,387.64480505912
"BI10",394.7,5878.9,-6.444039532,-4.881854504,-4.008403931,6.61805311824,748.48646303608,482.727889075,1160.55442005179,5.24998660419283,190.563715686743,102.505279461432,354.269847632591
"BI10",394.8,5880.2,-5.961408935,-4.912189401,-4.453323517,6.9462419242,1039.2368494836,670.24406635927,1611.37305577529,4.77090388722822,118.025875842682,63.4867731421764,219.417473577311
"BI10",394.9,5881.7,-6.147135809,-4.896445381,-4.197093423,6.81994764988,915.937059411076,590.723259605242,1420.19242202049,4.97765306583641,145.133363187854,78.0680409129085,269.811985338735
"BI10",395,5883.3,-6.842243736,-5.040728091,-4.762802194,6.34727425952,570.934367244657,368.21767060749,885.253690197091,5.4012273176834,221.678319035459,119.241997152405,412.113838277788
"BI10",395.1,5885.2,-6.446528705,-5.00307593,-4.347669077,6.6163604806,747.220618286172,481.911496803133,1158.59168352661,5.20895058486017,182.902017299971,98.384009410337,340.026271879952
"BI10",395.2,5887.3,-6.731771491,-4.935635647,-4.741736537,6.42239538612,615.475651606583,396.944068797119,954.316508289133,5.25664743544618,191.837265180486,103.190328796736,356.637455671063
"BI10",395.3,5889.5,-6.84694314,-4.855850768,-4.738514061,6.3440786648,569.112804433597,367.042874249739,882.42929339611,5.3033793265334,201.014958669933,108.12706102069,373.699360989228
"BI10",395.4,5891.3,-5.924860402,-5.062372376,-4.532631305,6.97109492664,1065.3886345408,687.110364708874,1651.92231249433,4.80844881191,122.541385275045,65.9156907071339,227.812087593005
"BI10",395.5,5893.2,-7.79883865,-5.288614193,-4.776539349,5.696789718,297.909490733017,192.133360720548,461.919077124198,6.40651891081315,605.781227893737,325.8530819152,1126.18513199744
"BI10",395.6,5894.8,-6.242348775,-5.111987788,-4.763681094,6.755202833,858.513867172725,553.688820450889,1331.15575555177,4.98196135097348,145.759987969238,78.4051058578365,270.976919938293
