"Site","depth","SH20_age","Ti","Ca","Sr","Ti_convert_PLS","Ti_ppm_PLS","Ti_lower_RMSE_PLS","Ti_upper_RMSE_PLS"
"HER42PB",113.2,1086.48,-5.060704454,-4.319016455,-3.596383108,4.14655612991007,63.2159175816273,34.004192638475,117.522338441449
"HER42PB",113.3,1087.48,-4.991129208,-4.281052966,-3.774553232,4.02431050052691,55.9417236919638,30.0913634053259,103.999157747506
"HER42PB",113.4,1088.47,-5.433988644,-4.152206981,-3.712040265,4.22872258267776,68.6295076334843,36.9161927490702,127.586540411405
"HER42PB",113.5,1089.47,-5.079697248,-4.276279347,-3.544447024,4.14957059579198,63.40676731886,34.1068517705122,117.877140020997
"HER42PB",113.6,1090.46,-5.321515583,-4.033426745,-3.529756114,4.15165968894413,63.5393684220685,34.1781786392831,118.12365375243
"HER42PB",113.7,1091.46,-4.29183845,-4.025889614,-3.534459921,3.58847529513436,36.1788717503419,19.460815748704,67.2587818532147
"HER42PB",113.8,1092.45,-5.054200048,-4.113608067,-3.396736205,4.08839728781785,59.6442225374986,32.0829580669826,110.882334312051
"HER42PB",113.9,1093.44,-4.997634482,-4.087613363,-3.528896452,3.99620808814224,54.3915106873132,29.2574952332355,101.117214965395
"HER42PB",114,1094.44,-5.431349604,-4.340519455,-3.707752786,4.34051990202405,76.7474301120058,41.2828682691623,142.678265240526
"HER42PB",114.1,1095.43,-5.122574125,-4.432208588,-3.548187851,4.26559667133799,71.2073947118827,38.3028525045172,132.378993471984
"HER42PB",114.2,1096.43,-5.162711978,-4.415497577,-3.530151649,4.2849831926846,72.6013264761073,39.0526561307064,134.970399668817
"HER42PB",114.3,1097.42,-5.270381088,-4.04543766,-3.318810547,4.19979131799274,66.6724162554397,35.8634624435393,123.948185324739
"HER42PB",114.4,1098.41,-5.152737635,-4.216292102,-3.503388323,4.16982927322865,64.7044043903057,34.804857947442,120.28952837062
"HER42PB",114.5,1099.41,-4.911871627,-4.105065128,-3.649892003,3.91784235974258,50.2918159824941,27.0522467161734,93.4956264946714
"HER42PB",114.6,1100.4,-5.075070219,-4.299757638,-3.487979605,4.18002770308099,65.3676640746186,35.1616290098187,121.522569542469
"HER42PB",114.7,1101.4,-5.102876418,-4.191090198,-3.651341535,4.0759554437846,58.9067357843053,31.6862598526202,109.511300383879
"HER42PB",114.8,1102.39,-4.912621156,-4.102710828,-3.574486424,3.94241290324047,51.5428192128593,27.7251682913726,95.8213196215724
"HER42PB",114.9,1103.38,-4.509549613,-4.232107882,-3.490283653,3.83432979435455,46.2624119459972,24.884807939407,86.004712765814
"HER42PB",115,1104.38,-5.281442449,-4.154350689,-3.616254522,4.17030746413334,64.7353528470241,34.8215052939392,120.347063484304
"HER42PB",115.1,1105.37,-4.867856402,-3.788024008,-3.41629704,3.78433702576361,44.0064857191547,23.6713327114838,81.810805033832
"HER42PB",115.2,1106.37,-4.847244525,-4.080485527,-3.49389432,3.92067557643935,50.4345056351512,27.1290002716399,93.7608954695306
"HER42PB",115.3,1107.36,-4.929994765,-3.993703366,-3.608912552,3.87553781886598,48.2086188249046,25.9316834124908,89.6228328888779
"HER42PB",115.4,1108.35,-5.062407764,-3.957895753,-3.427267502,3.99013470669697,54.062171409387,29.0803418092493,100.504952681414
"HER42PB",115.5,1109.35,-4.898103598,-4.081577396,-3.688088479,3.8833460942301,48.5865184477543,26.1349577153085,90.3253718865298
"HER42PB",115.6,1110.34,-4.475121642,-3.8899052,-3.346171165,3.66227082599839,38.9496904921294,20.9512545158133,72.4099069240767
"HER42PB",115.7,1111.34,-4.435708976,-3.908044787,-3.27413173,3.67765315712868,39.5534593095673,21.2760251109842,73.5323508593672
"HER42PB",115.8,1112.33,-4.758472096,-3.957783374,-3.06209559,3.94616236043592,51.7364395660108,27.8293177530773,96.1812719491303
"HER42PB",115.9,1113.33,-4.584891326,-3.751009283,-3.10176149,3.71856710327878,41.2053088352462,22.164564131373,76.603242280986
"HER42PB",116,1114.32,-4.76293677,-3.677807831,-3.410697913,3.66393960865089,39.0147433243651,20.986246795031,72.5308442015702
"HER42PB",116.1,1115.31,-4.877262619,-3.833972196,-3.194535522,3.8919646308116,49.0070728127543,26.3611762404758,91.1072087135083
"HER42PB",116.2,1116.31,-5.051379237,-3.876483643,-3.203308596,4.01136847361512,55.2223892616736,29.704429426119,102.661870121174
"HER42PB",116.3,1117.3,-4.953860708,-3.837856676,-3.030765236,3.99207408668597,54.1671202377148,29.1367943660129,100.700059107036
"HER42PB",116.4,1118.3,-3.825959047,-4.05187104,-3.30946233,3.46397479449763,31.9436941292539,17.1826902196444,59.3853221806177
"HER42PB",116.5,1119.29,-5.105150324,-3.955062608,-3.599253091,3.95458172234746,52.1738662174391,28.0646119746816,96.9944754102063
"HER42PB",116.6,1120.28,-5.291260266,-3.985546391,-3.660123991,4.06092029172449,58.0276889155014,31.2134156670327,107.877097360755
"HER42PB",116.7,1121.28,-5.018445981,-4.077694952,-3.756204269,3.92498020330542,50.6520753052485,27.2460322037435,94.1653710728588
"HER42PB",116.8,1122.27,-5.654547257,-4.256850264,-4.007301061,4.32926447235612,75.8884479849491,40.820817019432,141.081363825296
"HER42PB",116.9,1123.27,-5.603275197,-4.298613791,-4.009209065,4.32072071348307,75.2428372824356,40.4735394422397,139.881133212741
"HER42PB",117,1124.26,-5.175571754,-4.101888848,-3.772375582,4.02390507994505,55.9190483626274,30.0791662199271,103.957002894259
"HER42PB",117.1,1125.25,-4.942388897,-4.022468397,-3.934099247,3.78929906176153,44.2253901420966,23.7890826145445,82.2177620260499
"HER42PB",117.2,1126.25,-4.963886315,-4.340419055,-3.741809157,4.05547200647147,57.7123971932584,31.0438185011507,107.290950360019
"HER42PB",117.3,1127.24,-4.990570006,-4.026933154,-3.740697213,3.88438238508177,48.6368943098505,26.1620551708953,90.4190237599982
"HER42PB",117.4,1128.24,-5.129933935,-4.197113902,-3.51574542,4.14105611142602,62.8691832630874,33.8176823256764,116.877737690695
"HER42PB",117.5,1129.23,-5.262037779,-4.129057846,-3.614186364,4.14445144055304,63.0830076288421,33.9326996378041,117.275250539367
"HER42PB",117.6,1130.22,-5.252887069,-4.496279534,-3.575468291,4.37049259072173,79.0825774505218,42.5389569723847,147.019449966245
"HER42PB",117.7,1131.22,-5.325358509,-4.238809093,-3.580233256,4.25896900553369,70.7370163739669,38.0498333880138,131.504530767988
"HER42PB",117.8,1132.21,-6.597043377,-4.445281174,-3.587654777,5.25009714804999,190.584782499292,102.516611416731,354.309012152683
"HER42PB",117.9,1133.21,-6.393033185,-4.756514314,-4.022239842,5.13254787816104,169.448302137803,91.1471814154443,315.014975246606
"HER42PB",118,1134.2,-5.44882085,-3.894077596,-3.52504323,4.14774075516492,63.2908491282413,34.0444987329404,117.66164086587
"HER42PB",118.1,1135.2,-5.4401988,-4.277047991,-3.503473561,4.37744856832771,79.6345917620908,42.8358885318381,148.045679043202
"HER42PB",118.2,1136.19,-5.887322801,-4.348621439,-3.627085255,4.66564306830481,106.233878901289,57.1437925934932,197.495414886041
"HER42PB",118.3,1137.18,-5.863410192,-4.546108702,-3.631009155,4.76568294810265,117.411275720651,63.1561763281987,218.274893570397
"HER42PB",118.4,1138.18,-5.984380692,-4.655590826,-4.324473354,4.67773659782071,107.526421398596,57.8390583707411,199.898332104197
"HER42PB",118.5,1139.17,-5.680323614,-4.67761165,-4.37223,4.47233169151782,87.5606495980675,47.0993589966974,162.780715520421
"HER42PB",118.6,1140.17,-6.365052671,-4.544472763,-4.244789135,4.91024689098358,135.672906691202,72.9792088992838,252.224405932418
"HER42PB",118.7,1141.16,-5.731721843,-4.511219737,-4.235908956,4.4529311699531,85.8782993302629,46.1944134579737,159.653121314504
"HER42PB",118.8,1142.15,-4.940088421,-4.300525486,-3.969638939,3.94129827328842,51.4854000492562,27.6942822048458,95.7145738107681
"HER42PB",118.9,1143.15,-5.609728815,-4.356965847,-3.867417621,4.40757165901631,82.069927562973,44.1458691645742,152.57312037695
"HER42PB",119,1144.14,-5.378801074,-4.345193616,-3.872395388,4.25544695780521,70.4883154514781,37.9160557826068,131.042180222404
"HER42PB",119.1,1145.14,-5.614184022,-4.666802703,-3.731643487,4.64063904030198,103.610537741266,55.7326828354692,192.618459849241
"HER42PB",119.2,1146.13,-5.470758134,-4.916294341,-3.961100811,4.62124829107456,101.620805332441,54.6623947384668,188.919423048013
"HER42PB",119.3,1147.12,-5.616195174,-4.545753763,-3.954797523,4.49431630051747,89.506952203685,48.1462859617094,166.399013605416
"HER42PB",119.4,1148.12,-5.620670323,-4.66388823,-3.868241766,4.59674048157728,99.1605725921777,53.3390219039687,184.345696749211
"HER42PB",119.5,1149.11,-5.756928219,-4.515215087,-4.124675629,4.5094778724995,90.8743581199551,48.8818211871817,168.941106594437
"HER42PB",119.6,1150.11,-5.441872652,-4.645815509,-4.266990229,4.33895709582358,76.6275824261028,41.2184015342857,142.455460908279
"HER42PB",119.7,1151.1,-5.604677224,-4.629026646,-4.086919723,4.49172304603062,89.2751386040185,48.0215921408991,165.968057647526
"HER42PB",119.8,1152.09,-5.871784552,-4.867049778,-3.984389117,4.84234373267002,126.76610970636,68.1881934074453,235.666114133042
"HER42PB",119.9,1153.09,-5.654586245,-4.709649915,-4.208170154,4.53042625538689,92.7981083464712,49.9166171024081,172.51747839835
"HER42PB",120,1154.08,-6.300449347,-4.7146213,-4.233586587,4.96762622002524,143.685404692573,77.2891760084728,267.120140075052
"HER42PB",120.1,1155.09,-5.530300521,-4.936638892,-3.925418425,4.68246601023598,108.036162629052,58.1132510054331,200.845972883528
"HER42PB",120.2,1156.1,-6.214577795,-4.632791414,-4.03262069,4.92480021623053,137.661836294822,74.0490651629145,255.921950268638
"HER42PB",120.3,1157.11,-5.740132948,-4.588466097,-3.964528919,4.59632283516002,99.1191671813133,53.3167497038461,184.268721504762
"HER42PB",120.4,1158.12,-5.583345922,-4.503576721,-3.939313364,4.45364308663075,85.9394592916192,46.227311740357,159.766821501934
"HER42PB",120.5,1159.12,-5.654430169,-4.28480286,-3.697950338,4.45065509986843,85.6830565796146,46.0893912996583,159.290152848685
"HER42PB",120.6,1160.13,-5.357726332,-4.016552407,-3.6898962,4.10914554336363,60.894663484476,32.7555771868293,113.20698211902
"HER42PB",120.7,1161.14,-5.304919727,-4.595974429,-4.093964984,4.28496871521838,72.6002754004641,39.0520907512891,134.96844565356
"HER42PB",120.8,1162.15,-5.633464834,-4.439020036,-4.05733412,4.40711910924017,82.032795238373,44.1258954812501,152.504089066708
"HER42PB",120.9,1163.16,-5.459281517,-4.291676356,-3.871505101,4.2731565412262,71.7477532977556,38.5935143844804,133.383553827004
"HER42PB",121,1164.17,-5.833156687,-4.15443609,-4.144345187,4.33863674859578,76.603038923931,41.2051994483585,142.409833005069
"HER42PB",121.1,1165.17,-5.316681051,-4.191751454,-4.405737925,3.9460044510489,51.7282705415522,27.8249235895187,96.166085222529
"HER42PB",121.2,1166.18,-6.033252741,-4.609475287,-4.18086865,4.73268986484845,113.600722334872,61.1064585301153,211.190836867835
"HER42PB",121.3,1167.19,-5.533423562,-4.378930815,-3.775268423,4.40371965081891,81.7544016236397,43.9761460120205,151.986537952017
"HER42PB",121.4,1168.2,-6.008547528,-4.667165724,-3.752997384,4.89492815454807,133.610406969634,71.8697788612172,248.390090152685
"HER42PB",121.5,1169.21,-5.692333537,-4.526827014,-3.721139273,4.61110756257352,100.595503774213,54.1108793443654,187.013323424053
"HER42PB",121.6,1170.22,-5.573567105,-4.390471886,-3.70494863,4.45964907196279,86.4571635293854,46.5057877208413,160.729266009123
"HER42PB",121.7,1171.22,-5.417170389,-4.201586424,-3.662589923,4.26454076628651,71.1322461459615,38.2624296741629,132.239287595119
"HER42PB",121.8,1172.23,-5.62326238,-4.232432864,-3.604729592,4.43117759426374,84.0303122832537,45.2003709771576,156.217597992493
"HER42PB",121.9,1173.24,-5.602964802,-3.738955792,-3.259924754,4.24172418595021,69.5276271094769,37.399296195834,129.256200602324
"HER42PB",122,1174.25,-5.681536866,-4.297517818,-3.555472008,4.5239448334337,92.198589615508,49.5941326523213,171.402935639222
"HER42PB",122.1,1175.26,-5.604422439,-4.490305963,-4.344985363,4.32161903763201,75.3104601092624,40.5099141358002,140.006848270669
"HER42PB",122.2,1176.27,-5.587218695,-4.534999446,-4.351747224,4.33499236641063,76.3243762585963,41.0553052553184,141.891781708508
"HER42PB",122.3,1177.27,-5.431998396,-4.474322448,-3.969460518,4.33177256832104,76.0790223846643,40.9233280458916,141.435653535205
"HER42PB",122.4,1178.28,-5.005392215,-4.224469424,-3.725478258,4.01530979766609,55.4404680699454,29.8217352264701,103.067292244163
"HER42PB",122.5,1179.29,-5.355568369,-4.338634111,-4.079731003,4.1672145347655,64.5354402901419,34.7139712209536,119.97541355708
"HER42PB",122.6,1180.3,-5.481718587,-4.476196722,-3.941273546,4.37308671154186,79.2879935330687,42.6494514223458,147.40133129136
"HER42PB",122.7,1181.31,-6.373161769,-4.59382482,-4.072430245,5.00402277679538,149.01139459231,80.1540555114453,277.021487891831
"HER42PB",122.8,1182.32,-5.557925848,-4.456444117,-3.751900802,4.47310354086751,87.6282593174208,47.1357266396751,162.906406210736
"HER42PB",122.9,1183.32,-5.426882178,-4.116573724,-3.551957925,4.25743540913846,70.6286174819668,37.9915250228681,131.303010458552
"HER42PB",123,1184.33,-5.405512333,-4.379500857,-3.655216988,4.36570065304734,78.7045251930999,42.3356005665842,146.316627211392
"HER42PB",123.1,1185.34,-5.673585056,-4.289674486,-3.910813123,4.3937217641711,80.9411027926228,43.5386680605721,150.474564636919
"HER42PB",123.2,1186.35,-5.308486999,-4.507450857,-3.801600612,4.33355813809417,76.2149881394502,40.996464779405,141.688422364033
"HER42PB",123.3,1187.36,-5.177101134,-4.207888001,-3.761353506,4.09155388637885,59.8327928683718,32.1843910936983,111.232898332833
"HER42PB",123.4,1188.37,-5.910043575,-4.199253169,-3.760868696,4.5468130721475,94.3313017144714,50.7413303175599,175.367780613099
"HER42PB",123.5,1189.37,-5.276210904,-4.199533692,-3.892879508,4.10030666281862,60.3587945575861,32.467330319331,112.210768320417
"HER42PB",123.6,1190.38,-5.825135636,-4.441369721,-3.676196299,4.66256977116743,105.907891809551,56.9684423290471,196.889384525517
"HER42PB",123.7,1191.39,-6.125837599,-4.718923951,-4.056867358,4.90455938121371,134.903455912467,72.5653170583222,250.793948884701
"HER42PB",123.8,1192.4,-5.125736098,-4.435117363,-3.921763293,4.14253405349744,62.9621689708466,33.8676998535432,117.050603928117
"HER42PB",123.9,1193.41,-5.841926022,-4.615059398,-3.985628032,4.67213755963755,106.926059153461,57.5161201897036,198.782221199549
"HER42PB",124,1194.42,-6.244612448,-4.738715215,-3.598553923,5.1565552499216,173.565534741605,93.3618636656279,322.669167766732
"HER42PB",124.1,1195.42,-5.753975805,-4.697923131,-4.110508144,4.6209765806383,101.593197649909,54.6475444129312,188.868098642164
"HER42PB",124.2,1196.43,-6.038819005,-4.725646908,-3.988647845,4.87076852482596,130.421110252045,70.1542384702054,242.46098839203
"HER42PB",124.3,1197.44,-5.865473047,-4.597626836,-4.091603142,4.64158862821758,103.708971784326,55.7856310531085,192.80145488222
"HER42PB",124.4,1198.45,-5.101457136,-4.624702944,-3.834023978,4.27103439336231,71.5956554005505,38.511700082097,133.100794338012
"HER42PB",124.5,1199.46,-5.486119049,-4.541254945,-3.906095022,4.42641780028951,83.6312956809356,44.9857377339771,155.475801211313
"HER42PB",124.6,1200.47,-5.390962515,-4.643401913,-4.055269167,4.37815625959465,79.6909684135059,42.8662138452776,148.150486758746
"HER42PB",124.7,1201.47,-5.561332307,-4.548333771,-4.052139809,4.42812322855824,83.7740445461173,45.062523140189,155.741180265953
"HER42PB",124.8,1202.48,-5.473335322,-4.591431932,-4.009167451,4.41340096420457,82.549735331787,44.4039604242498,153.465112981828
"HER42PB",124.9,1203.49,-5.507377019,-4.656909583,-4.051349319,4.45916079896817,86.4149591357137,46.4830857434358,160.650805405741
"HER42PB",125,1204.5,-5.119095478,-4.463975693,-4.143878962,4.08058766179918,59.1802375979455,31.8333779949138,110.01975733486
"HER42PB",125.1,1205.51,-5.739883911,-4.46052363,-3.839467478,4.5624771936324,95.8205521334317,51.5424063767323,178.136390141469
"HER42PB",125.2,1206.52,-5.39579257,-4.319502637,-3.683248336,4.31460470537618,74.7840558651447,40.2267583736526,139.028229908382
"HER42PB",125.3,1207.52,-5.443849524,-4.290428999,-3.893892522,4.25532557618343,70.4797599846809,37.9114537495713,131.026275075363
"HER42PB",125.4,1208.53,-5.267827292,-4.116724821,-3.432136894,4.20225159283305,66.836650671755,35.9518050468566,124.253507360649
"HER42PB",125.5,1209.54,-5.231108617,-3.97578264,-3.916162337,3.9327071713557,51.0449782923386,27.457376899389,94.8958022615515
"HER42PB",125.6,1210.55,-5.082612297,-3.873248644,-3.543712852,3.91185858771288,49.9917797900291,26.8908555843604,92.9378404764582
"HER42PB",125.7,1211.56,-4.967162805,-4.196390462,-3.781290042,3.95828510796223,52.3674443891194,28.168738746739,97.3543493197752
"HER42PB",125.8,1212.57,-5.077276196,-4.011510421,-3.781710688,3.91035378985003,49.9166088393691,26.850420713131,92.7980929849656
"HER42PB",125.9,1213.57,-5.29705033,-4.360193321,-3.649391205,4.29076031261669,73.0219669216299,39.2789209590641,135.752396524863
"HER42PB",126,1214.58,-5.176606831,-4.28016497,-3.478713498,4.23003237927869,68.7194572242806,36.9645771327856,127.753762317796
"HER42PB",126.1,1215.59,-5.335465956,-4.323865044,-3.615679986,4.30359795079511,73.9654395346877,39.7864201097665,137.506371029762
"HER42PB",126.2,1216.6,-5.257276817,-4.282585242,-3.555712427,4.25273148382471,70.2971659131974,37.8132353859233,130.686821293986
"HER42PB",126.3,1217.61,-5.069666252,-3.709467002,-3.035158683,3.9794564354459,53.4879521693488,28.7714660956323,99.4374432557979
"HER42PB",126.4,1218.62,-5.266470777,-3.609886086,-3.187891676,3.98288211027174,53.6714987064594,28.870196795823,99.7786677302542
"HER42PB",126.5,1219.62,-5.207527817,-4.203814271,-3.532394646,4.18450384681811,65.6609149617094,35.3193702882422,122.067741254268
"HER42PB",126.6,1220.63,-5.480605589,-4.540598331,-3.424432675,4.5858574569165,98.0872566906193,52.7616793283206,182.350335462639
"HER42PB",126.7,1221.64,-5.684670175,-4.448211916,-3.570462676,4.61048285663103,100.532680790206,54.0770865128759,186.896531573665
"HER42PB",126.8,1222.65,-5.329871228,-4.338026915,-3.828610734,4.23648824301931,69.1645358139766,37.2039873744188,128.581191209954
"HER42PB",126.9,1223.66,-5.351024812,-4.720397988,-4.201220244,4.35027785663838,77.4999938216286,41.6876764619992,144.077328172213
"HER42PB",127.1,1225.67,-6.428501986,-4.784577897,-4.258947158,5.0955480966276,163.293320619744,87.8363827237054,303.572480243158
"HER42PB",127.2,1226.68,-6.177086208,-4.941614737,-3.981344211,5.09893794305679,163.847799167156,88.1346398092846,304.603290488431
"HER42PB",127.3,1227.69,-5.974927461,-4.671656436,-4.138397758,4.74387388201391,114.878366040524,61.7937101647093,213.566056301917
"HER42PB",127.4,1228.7,-6.175063066,-4.68440869,-4.727360077,4.69172800249404,109.041440984654,58.6539958078011,202.714848123413
"HER42PB",127.5,1229.71,-6.501706667,-4.770378937,-4.392616432,5.0971884600428,163.5614008232,87.9805845518149,304.070858082242
"HER42PB",127.6,1230.72,-5.817300536,-4.953260494,-4.437847707,4.70357661305666,110.341115014767,59.3530976760947,205.131023306402
"HER42PB",127.7,1231.72,-6.607195775,-5.094607689,-5.129093865,5.12162788079535,167.607993495074,90.157269190872,311.593726557646
"HER42PB",127.8,1232.73,-6.277467128,-5.095655895,-4.733115832,5.00809498274209,149.619436875941,80.4811248277806,278.151876467641
"HER42PB",127.9,1233.74,-6.498984714,-5.063900189,-4.944355038,5.08263264451598,161.197874502298,86.7092306365881,299.676915056078
"HER42PB",128,1234.75,-7.446864092,-5.166257906,-5.619513678,5.71103390748102,302.183336438966,162.546092463809,561.77769294403
"HER42PB",128.1,1235.76,-7.325579594,-5.119844327,-4.526892119,5.94309271285461,381.111778067894,205.00213892298,708.510594792582
"HER42PB",128.2,1236.77,-6.828377033,-5.00921859,-4.426162099,5.48527700728523,241.115725560675,129.697485914746,448.249190819827
"HER42PB",128.3,1237.77,-6.744661021,-5.248018602,-5.017934022,5.35907640054907,212.528564508894,114.320293451524,395.103873236331
"HER42PB",128.4,1238.78,-6.476163692,-5.124355507,-4.866725779,5.12754215406657,168.602210107386,90.6920638201799,313.44203732598
"HER42PB",128.5,1239.79,-8.051234703,-5.179555078,-4.990963908,6.52596990803265,682.641552191547,367.196676592975,1269.07327457931
"HER42PB",128.6,1240.8,-6.22181888,-5.249247312,-4.406222963,5.16990721195309,175.898515447129,94.6167869249485,327.006324586419
"HER42PB",128.7,1241.81,-6.91890906,-5.370771673,-4.819399955,5.64139159426156,281.854673036759,151.611191684764,523.985438211168
"HER42PB",128.8,1242.82,-6.92975475,-5.179380496,-4.682739508,5.58292434509826,265.847901161857,143.001060325815,494.227849717601
"HER42PB",128.9,1243.82,-6.868390555,-4.737187079,-4.309227135,5.3958970950599,220.499867738187,118.608101664362,409.923023725173
"HER42PB",129,1244.83,-6.938415547,-4.717450983,-4.067756331,5.52392049709361,250.615651619443,134.807548824716,465.910146606882
"HER42PB",129.1,1245.84,-7.395561455,-4.921583876,-4.302544667,5.96477070865642,389.463717173138,209.494693284352,724.037371144461
"HER42PB",129.2,1246.85,-6.30726771,-4.799927667,-4.586604162,4.90369218654549,134.786519065609,72.50241607991,250.576555984012
"HER42PB",129.3,1247.86,-6.867680868,-4.617739509,-4.36792771,5.30440069270001,201.220373431688,108.237554760189,374.081239858908
"HER42PB",129.4,1248.87,-7.829922046,-4.924844141,-5.186114114,6.08236061591677,438.062071424489,235.636017544052,814.38474652899
"HER42PB",129.5,1249.87,-7.556819947,-5.031091303,-5.555339947,5.75512941249851,315.806414176924,169.874021527438,587.103845181986
"HER42PB",129.6,1250.88,-6.416031757,-5.197874318,-4.733166376,5.17120002552736,176.12606649444,94.7391878952086,327.429356193298
"HER42PB",129.7,1251.89,-6.519224913,-5.11985847,-4.281880341,5.35588256591049,211.850866222085,113.955755784794,393.84398980079
"HER42PB",129.8,1252.9,-6.459673534,-5.132468089,-4.445864007,5.26252221858522,192.967584450805,103.798333800559,358.738789779862
"HER42PB",129.9,1253.91,-6.459647873,-4.968402916,-4.918032557,5.00492730452069,149.146240506846,80.2265898766785,277.272174867705
"HER42PB",130,1254.92,-7.400726811,-5.055582103,-4.908599913,5.84375828863683,345.073793594785,185.617107222006,641.513731185758
"HER42PB",130.1,1255.95,-6.560978278,-4.84285206,-5.246657417,4.89627553651183,133.79055255736,71.9666801718732,248.724992049855
"HER42PB",130.2,1256.98,-6.998611108,-4.852030264,-4.488560277,5.51176621381518,247.588034525103,133.178976799664,460.281617362285
"HER42PB",130.3,1258.02,-6.775924028,-4.888854379,-4.962185652,5.18954254332366,179.386472619626,96.4929784309121,333.49065478326
"HER42PB",130.4,1259.05,-6.311683684,-4.831360374,-4.548497588,4.93853302426415,139.565360315824,75.0729812900277,259.460720293428
"HER42PB",130.5,1260.08,-6.242067611,-4.849128707,-4.775730543,4.82138899981386,124.137397907424,66.7741947529666,230.779174743121
"HER42PB",130.6,1261.12,-6.241055268,-4.885220115,-4.46271882,4.94820266028349,140.921452443214,75.8024307657196,261.981780242407
"HER42PB",130.7,1262.15,-6.519844283,-4.780974278,-4.597588325,5.04786885600305,155.690312205699,83.7466823344118,289.438012814842
"HER42PB",130.8,1263.18,-6.47061266,-4.601466527,-4.250659832,5.02124629452111,151.600124511078,81.5465476908577,281.834098469763
"HER42PB",130.9,1264.21,-5.931189035,-4.599954451,-3.869765999,4.76246780385433,117.034387732117,62.9534461890891,217.57423526411
"HER42PB",131,1265.25,-6.551026425,-4.613235401,-3.906592739,5.20626473002753,182.411428153439,98.1201187877976,339.114236020629
"HER42PB",131.1,1266.28,-6.707948408,-5.130115835,-4.099513938,5.57095957637918,262.686045664588,141.300280719392,488.349762899147
"HER42PB",131.2,1267.31,-7.283606712,-4.914082136,-3.993484147,5.96387425516376,389.114737509004,209.306975187707,723.388596156033
"HER42PB",131.3,1268.35,-6.619419398,-4.888284551,-4.494461018,5.22357982222598,185.597401965976,99.8338717697542,345.037160293287
"HER42PB",131.4,1269.38,-6.253639194,-4.741767526,-4.258651484,4.94118347624897,139.935762251521,75.2722225453468,260.149320622454
"HER42PB",131.5,1270.41,-6.596031403,-4.627065477,-4.255403684,5.13107631535345,169.199131698508,91.0131512543437,314.55175183996
"HER42PB",131.6,1271.45,-6.389159432,-4.94924398,-3.914188989,5.28087094541964,196.540977294702,105.720481627962,365.381950225052
"HER42PB",131.7,1272.48,-6.06002816,-4.601413137,-4.491412242,4.64125180472908,103.674046048895,55.7668443063355,192.736525759039
"HER42PB",131.8,1273.51,-5.883055655,-4.597404819,-4.295123947,4.58427584379721,97.9322432165888,52.6782967209942,182.062155734258
"HER42PB",131.9,1274.55,-6.120468662,-4.702222701,-4.247667982,4.82617335877118,124.732738805703,67.094431923684,231.885950650396
"HER42PB",132,1275.58,-6.436628212,-4.539508227,-3.842421448,5.0971178360036,163.54984986431,87.9743712269705,304.049384128339
"HER42PB",132.1,1276.61,-6.909696251,-4.678146931,-4.258468386,5.41206166256656,224.093116148074,120.540929910822,416.603096907464
"HER42PB",132.2,1277.65,-6.139597155,-4.766725814,-3.921843997,4.98847315245928,146.712245165456,78.9173302845366,272.74722553186
"HER42PB",132.3,1278.68,-5.656507555,-4.664470849,-3.898084506,4.60989307768073,100.473406212427,54.0452023887742,186.786336432042
"HER42PB",132.4,1279.71,-6.259291718,-4.403941146,-4.096317064,4.79944381137586,121.44285359768,65.3247844258426,225.769848604554
"HER42PB",132.5,1280.75,-5.841936007,-4.631056416,-3.639225952,4.79905925935504,121.396161481264,65.2996684774859,225.683045044345
"HER42PB",132.6,1281.78,-5.976350909,-4.617913503,-3.972497725,4.76912295929045,117.815867323541,63.3738083951035,219.027054625783
"HER42PB",132.7,1282.81,-5.592864708,-4.441355473,-3.984909375,4.40722113125504,82.0411648163616,44.1303975236647,152.519648634846
"HER42PB",132.8,1283.85,-5.795670829,-4.629683138,-4.089271208,4.61501754776022,100.989600658229,54.3228662437883,187.745974141687
"HER42PB",132.9,1284.88,-5.795449663,-4.69079506,-3.645803863,4.80150773988492,121.693761804674,65.4597493418257,226.236302629872
"HER42PB",133,1285.91,-5.103941064,-4.808579304,-3.894257723,4.36136976281489,78.3644015843292,42.1526461912309,145.68431618292
"HER42PB",133.1,1286.95,-5.755241033,-4.76818123,-4.383637387,4.57100770337548,96.64144663325,51.9839700805517,179.662484279196
"HER42PB",133.2,1287.98,-5.938485622,-4.829923003,-4.173754825,4.80112501291981,121.647195232256,65.4347009242817,226.149732463795
"HER42PB",133.3,1289.01,-6.410613382,-4.61055511,-4.422739034,4.92315880394762,137.436061811036,73.9276198160269,255.502221404294
"HER42PB",133.4,1290.05,-5.970392433,-4.482315378,-3.800397261,4.74275154999517,114.749506697066,61.7243960092582,213.326498735522
"HER42PB",133.5,1291.08,-5.482647395,-3.790051674,-3.485144296,4.12030153092614,61.5778070785528,33.1230439145365,114.476988720816
"HER42PB",133.6,1292.11,-6.777896576,-4.610935657,-4.207334482,5.28173050469865,196.70998854263,105.811393715494,365.696152689229
"HER42PB",133.7,1293.15,-6.805307185,-4.602542427,-4.502722092,5.19878802244559,181.052677067447,97.3892390435282,336.588232901566
"HER42PB",133.8,1294.18,-6.243291364,-4.499618081,-4.046066786,4.86176963068093,129.252729438861,69.5257599514002,240.288895498207
"HER42PB",133.9,1295.21,-5.801404031,-4.903462438,-4.172163491,4.75348929763388,115.988296947583,62.3907481548688,215.62948717022
