"Site","depth","SH20_age","Ti","Ca","Fe","Sr","Ti_convert","Ti_ppm"
"HER42PB",57.6,524.2,-5.376614239,-4.46597324,-1.53232735,-3.609811502,3.71509091499703,41.0623200954062
"HER42PB",57.7,525.22,-5.319665056,-4.482969704,-1.518986129,-3.383388893,3.77263215840346,43.4943984441248
"HER42PB",57.8,526.23,-5.636136405,-4.433107442,-1.630348152,-3.468701264,3.89190041761954,49.00392601321
"HER42PB",57.9,527.25,-5.365976015,-4.296562881,-1.549608573,-3.512604966,3.66762221938428,39.1586843135348
"HER42PB",58,528.27,-5.16217315,-4.306651559,-1.654690824,-3.645966654,3.54675634259691,34.7005779556631
"HER42PB",58.1,529.29,-4.996129294,-4.255579875,-1.479957564,-3.466491401,3.48232842932859,32.5353903046179
"HER42PB",58.2,530.31,-5.294031881,-4.568519416,-1.750596601,-3.555182895,3.7772454658923,43.6955150278204
"HER42PB",58.3,531.33,-5.660245157,-4.527308126,-1.781335836,-3.532013451,3.94984509924761,51.9273226304759
"HER42PB",58.4,532.34,-5.592589519,-4.445465579,-1.674096263,-3.509863902,3.86845557978771,47.8684000382066
"HER42PB",58.5,533.36,-5.84115832,-4.300713279,-1.650493987,-3.629227595,3.8824098921392,48.5410529333699
"HER42PB",58.6,534.38,-5.815990461,-4.493518031,-1.882690057,-3.496347385,4.04233038435564,56.9589244488243
"HER42PB",58.7,535.4,-5.760005266,-4.566082797,-1.75960515,-3.594386028,3.99355880607205,54.247602943552
"HER42PB",58.8,536.42,-5.337635528,-4.326034616,-1.610965697,-3.641524134,3.63264019920806,37.8125175229592
"HER42PB",58.9,537.44,-5.426417369,-4.627909673,-1.758496766,-3.859345853,3.76349307346635,43.0987103102678
"HER42PB",59,538.45,-5.203226098,-4.469493637,-1.370220685,-3.770680719,3.55311724681931,34.9220085111692
"HER42PB",59.1,539.47,-5.195125634,-4.33073334,-1.52847416,-3.852891263,3.48110806628989,32.4957095342379
"HER42PB",59.2,540.49,-5.425306264,-4.324245994,-1.627506461,-3.753169757,3.63760198604402,38.000601404829
"HER42PB",59.3,541.51,-5.49824783,-4.520329788,-1.761316765,-3.893471931,3.73687377214748,41.9665877595576
"HER42PB",59.4,542.53,-5.176660311,-4.532727113,-1.642685116,-3.945930058,3.55242220697638,34.8977447569735
"HER42PB",59.5,543.54,-5.722617581,-4.326170848,-1.648545144,-3.733904892,3.79632098049246,44.5370301122798
"HER42PB",59.6,544.56,-5.574168863,-4.544549446,-1.594731042,-3.738461854,3.81323838906695,45.296890559704
"HER42PB",59.7,545.58,-5.335989199,-4.398017401,-1.530392726,-3.748712858,3.61528909532797,37.1620877588136
"HER42PB",59.8,546.6,-5.656906365,-4.174877106,-1.471793215,-3.471170165,3.75595817605129,42.775186339985
"HER42PB",59.9,547.62,-5.330395986,-4.367824501,-1.552506058,-3.487343222,3.69313577544425,40.1706156932432
"HER42PB",60,548.64,-5.187481027,-4.220237968,-1.445357059,-3.567867787,3.51218621131046,33.5214727569023
"HER42PB",60.1,549.64,-5.590053709,-4.27947117,-1.442431711,-3.748182199,3.67001586205051,39.2525284809558
"HER42PB",60.2,550.65,-5.419572628,-4.427932459,-1.471958677,-3.475735018,3.75518241942926,42.7420160736132
"HER42PB",60.3,551.66,-4.455265701,-4.576802367,-1.490385982,-3.689861228,3.32530532341124,27.8074876236408
"HER42PB",60.4,552.67,-5.699918811,-4.376856635,-1.705864127,-3.843314495,3.77935216804635,43.7876654961649
"HER42PB",60.5,553.67,-5.542796896,-4.738652939,-1.884824979,-3.783440851,3.91851860019413,50.3258368446889
"HER42PB",60.6,554.68,-5.423041432,-4.815549696,-1.811921845,-3.442554763,4.00305446867393,54.7651733259256
"HER42PB",60.7,555.69,-5.931765701,-4.684179621,-1.935445843,-3.793827953,4.09667799927278,60.1401696980232
"HER42PB",60.8,556.7,-5.083199124,-4.714343762,-1.735533523,-3.87922632,3.63220777183266,37.7961698900864
"HER42PB",60.9,557.71,-5.668050163,-4.491403871,-1.908671725,-3.813111792,3.85928743665552,47.4315413466571
"HER42PB",61,558.71,-5.853455058,-4.507871882,-1.792095373,-4.244017145,3.79363877099951,44.4177325294007
"HER42PB",61.1,559.72,-5.853314209,-4.407027937,-1.770505463,-3.648946744,3.95048526570565,51.960575403199
"HER42PB",61.2,560.73,-5.637188746,-4.484043578,-1.595069444,-3.786715207,3.7997666701717,44.6907555903324
"HER42PB",61.3,561.74,-5.477752556,-4.376637137,-1.62920598,-3.613497585,3.73646188828777,41.9493059587038
"HER42PB",61.4,562.75,-5.540725766,-4.480474345,-1.730128376,-3.937760368,3.71881583551447,41.2155591985803
"HER42PB",61.5,563.75,-5.743288753,-4.76369789,-1.719175452,-3.915869103,3.95867871441479,52.3880606102078
"HER42PB",61.6,564.76,-6.537708657,-4.890688033,-1.967834979,-3.856978631,4.51567672245573,91.4394242013139
"HER42PB",61.7,565.77,-5.822151758,-4.897562223,-1.873716467,-4.093080671,4.02454910670795,55.955073325604
"HER42PB",61.8,566.78,-5.147832798,-4.540255033,-1.61665972,-3.94227395,3.53978199870232,34.4594061766998
"HER42PB",61.9,567.78,-5.598670916,-4.432373801,-1.652774371,-4.048073504,3.67445739674178,39.4272576936103
"HER42PB",62,568.79,-5.582879824,-4.517603956,-1.606420762,-3.840115458,3.77143897143055,43.4425324435784
"HER42PB",62.1,569.8,-5.694698127,-4.800880251,-1.913036939,-3.880054364,3.99444606765985,54.2957561169452
"HER42PB",62.2,570.81,-6.205346593,-4.819052232,-2.006032216,-3.859941503,4.29643280676839,73.4373606473287
"HER42PB",62.3,571.82,-6.053875807,-4.894900369,-1.930619902,-3.772854892,4.26693612998843,71.30283797959
"HER42PB",62.4,572.82,-5.246072446,-4.621487937,-1.713177682,-3.909170841,3.65009724885332,38.4784078481272
"HER42PB",62.5,573.83,-5.419412595,-4.505942739,-1.81998026,-3.751174425,3.75068386554418,42.5501706481721
"HER42PB",62.6,574.84,-5.504931111,-4.585614658,-1.704855926,-3.855398741,3.7749040821299,43.5933267361316
"HER42PB",62.7,575.85,-5.97230629,-4.556336161,-1.54940947,-3.668517103,4.04109742276133,56.8887395590535
"HER42PB",62.8,576.85,-6.050651926,-4.770439841,-1.775068644,-3.789159427,4.17681208878417,65.1578044740687
"HER42PB",62.9,577.86,-6.018254372,-4.58860957,-1.582477022,-3.900018206,4.00536362611345,54.8917808554385
"HER42PB",63,578.87,-5.351920491,-4.642459735,-1.556727029,-3.766451769,3.73484680274156,41.8816089239431
"HER42PB",63.1,579.88,-5.477711758,-4.564410565,-1.499286298,-3.866782421,3.71512618705483,41.0637684734778
"HER42PB",63.2,580.89,-6.185100064,-4.672511978,-1.776693686,-3.913767515,4.16172543015196,64.18216896575
"HER42PB",63.3,581.89,-5.812045025,-4.785406236,-1.848853733,-3.861680526,4.04370089377344,57.0370407085164
"HER42PB",63.4,582.9,-5.957008655,-4.635252815,-1.548548763,-3.703213726,4.05750460962279,57.8298228931589
"HER42PB",63.5,583.91,-5.612732651,-4.726901127,-1.617748125,-3.675190752,3.94318854182918,51.5828133208937
"HER42PB",63.6,584.92,-6.289441802,-5.002152965,-1.701634599,-4.000058221,4.33191936247561,76.0901911601718
"HER42PB",63.7,585.93,-5.690021559,-4.576371393,-1.697508394,-3.705890198,3.91390882982117,50.0943801839069
"HER42PB",63.8,586.93,-5.823625243,-4.861001955,-1.764961276,-4.247733453,3.9371321048646,51.2713493964244
"HER42PB",63.9,587.94,-6.41787234,-4.976518202,-1.761757977,-4.087378459,4.37258101765249,79.2479082155435
"HER42PB",64,588.95,-6.022681063,-4.827608508,-1.625734638,-3.701286638,4.1952903423884,66.3729996752375
"HER42PB",64.1,589.96,-6.080665193,-4.71117795,-1.776239804,-3.918108744,4.12073801967271,61.6046909652117
"HER42PB",64.2,590.96,-6.131133317,-4.709747637,-1.714877804,-3.890423628,4.14760539253084,63.282282492004
"HER42PB",64.3,591.97,-5.37151169,-4.430037388,-1.314081777,-3.759392811,3.60915790191214,36.9349368756068
"HER42PB",64.4,592.98,-5.89226479,-4.402015395,-1.348014213,-4.078282184,3.75197601252802,42.6051872599568
"HER42PB",64.5,593.99,-5.966811286,-4.500474217,-1.417623734,-4.07340188,3.8501322654338,46.9992792005431
"HER42PB",64.6,595,-5.751692163,-4.303027471,-1.538172063,-3.740094931,3.78075352387312,43.8490706115077
"HER42PB",64.7,596,-5.2021629,-4.376568729,-1.411556692,-3.950226036,3.45328761350704,31.6041238451485
"HER42PB",64.8,597.01,-5.553820541,-4.337108711,-1.386559192,-3.618960228,3.71505784594466,41.0609622258447
"HER42PB",64.9,598.02,-5.211184031,-4.287602866,-1.426024801,-3.759970124,3.48459474902549,32.6092095178843
"HER42PB",65,599.03,-5.315228361,-4.446632503,-1.436351406,-3.71958377,3.62332933709151,37.4620843352167
"HER42PB",65.1,600.03,-5.262381319,-4.427458676,-1.6149104,-3.754631498,3.60555069903449,36.8019450734352
"HER42PB",65.2,601.04,-4.638766135,-4.404095079,-1.568356694,-3.442431121,3.4190881112343,30.5415518209189
"HER42PB",65.3,602.05,-4.781240048,-4.156627968,-1.309379775,-3.578550117,3.27575990786569,26.4633275324861
"HER42PB",65.4,603.06,-4.947368995,-4.3190954,-1.297167688,-3.512045207,3.44535309676321,31.3543526127311
"HER42PB",65.5,604.07,-5.397030839,-4.365738715,-1.285772828,-3.510908609,3.67353215338248,39.3907947564004
"HER42PB",65.6,605.07,-5.158431923,-4.266532644,-1.42435452,-3.244881396,3.62956434658511,37.6963904781488
"HER42PB",65.7,606.08,-5.192211316,-4.305625738,-1.42450941,-3.599994001,3.5396893932378,34.4562151951373
"HER42PB",65.8,607.09,-5.410806548,-4.5808439,-1.504968041,-3.580935521,3.79081867146891,44.2926465630823
"HER42PB",65.9,608.1,-5.427265906,-4.812283498,-1.720871564,-3.865566079,3.84173206886298,46.6061295953794
"HER42PB",66,609.1,-5.583257046,-4.738559967,-1.681468048,-3.492515949,4.00767232138561,55.0186556516469
"HER42PB",66.1,610.11,-5.285505379,-4.374491704,-1.504910716,-3.390690681,3.70111679758233,40.4925010448652
"HER42PB",66.2,611.12,-5.287804786,-4.534417525,-1.612580229,-3.715654815,3.68060065733929,39.6702151235769
"HER42PB",66.3,612.13,-5.508134418,-4.572975202,-1.709084605,-3.731032107,3.81459168627953,45.3582322128194
"HER42PB",66.4,613.14,-5.138867088,-4.539907123,-1.599700609,-3.651152549,3.63425470139579,37.8736152231376
"HER42PB",66.5,614.14,-5.183434533,-4.49915004,-1.526227879,-3.720723941,3.59991101246735,36.594977801998
"HER42PB",66.6,615.15,-5.873243916,-4.97356092,-1.67206933,-3.613934806,4.22165343878514,68.1460665393129
"HER42PB",66.7,616.16,-5.745008428,-4.69468138,-1.644956279,-3.853967489,3.93718292391722,51.2739550240345
"HER42PB",66.8,617.17,-5.766805673,-4.788557067,-1.631061963,-3.752590174,4.02527007411573,55.995429655823
"HER42PB",66.9,618.18,-5.536175653,-4.624939691,-1.597453441,-3.743016603,3.83074674376636,46.096947993541
"HER42PB",67,619.18,-5.43270595,-4.619195087,-1.561504939,-3.593018014,3.82404207614775,45.7889170554379
"HER42PB",67.1,620.19,-5.97257006,-4.731149368,-1.659125197,-3.621194803,4.15663178127814,63.8560787326936
"HER42PB",67.2,621.2,-5.427904924,-4.326751338,-1.397929262,-3.54037274,3.67777413289535,39.5582446090786
"HER42PB",67.3,622.21,-5.493061443,-4.629288746,-1.516645276,-3.480745746,3.89015493751045,48.9184652418222
"HER42PB",67.4,623.21,-5.377059853,-4.790775818,-1.670101567,-3.979010529,3.75993538452566,42.9456509355027
"HER42PB",67.5,624.22,-5.846978552,-4.856579848,-1.821234473,-4.04791978,4.0257904479641,56.0245757958307
"HER42PB",67.6,625.23,-5.618732166,-4.895081531,-1.689512738,-3.835861644,3.97999719067013,53.5168838806996
"HER42PB",67.7,626.24,-6.362549062,-5.374799366,-1.963765464,-3.757119648,4.6735188992761,107.073862417115
"HER42PB",67.8,627.25,-6.007184495,-4.813655649,-1.796308281,-4.001850925,4.10275633467356,60.5068350490933
"HER42PB",67.9,628.25,-6.388244247,-4.873739227,-1.569637851,-4.170272038,4.24820024562155,69.9793532955552
"HER42PB",68,629.26,-6.016895013,-5.12188168,-1.530923338,-4.192770259,4.14307513671407,62.996245962172
"HER42PB",68.1,630.27,-5.676269063,-4.897290447,-1.539292824,-4.163840887,3.8718938145595,48.0332660973833
"HER42PB",68.2,631.28,-6.794981734,-4.715540192,-1.427906817,-3.948022469,4.47251046405461,87.576304436805
"HER42PB",68.3,632.28,-6.243903578,-5.043326363,-1.599186787,-3.712091779,4.40956038829325,82.2333048334071
"HER42PB",68.4,633.29,-6.067878885,-5.102797989,-1.492166118,-4.016608221,4.21699858956842,67.8295940122408
"HER42PB",68.5,634.3,-5.973212569,-5.094662165,-1.666148973,-3.782870331,4.27123468598762,71.6099969185337
"HER42PB",68.6,635.31,-5.71366745,-4.662361279,-1.446673923,-3.999067062,3.82408880437674,45.7910567404308
"HER42PB",68.7,636.32,-5.971899392,-4.765298465,-1.532038402,-3.625549271,4.15052476804639,63.4672971703378
"HER42PB",68.8,637.32,-5.408437529,-4.469504321,-1.344971979,-3.75130056,3.65302692226869,38.5913023078668
"HER42PB",68.9,638.33,-5.225981861,-4.502063022,-1.461444298,-3.572527063,3.66241435737029,38.9552813958661
"HER42PB",69,639.34,-4.848064989,-4.265629833,-1.113728013,-3.573702909,3.32618743222739,27.8320276755353
"HER42PB",69.1,640.35,-4.990228484,-4.682743785,-1.230890567,-3.580461767,3.59963846771123,36.5850053917234
"HER42PB",69.2,641.36,-5.736673099,-4.713772632,-1.671929006,-3.774526431,3.97377422255203,53.1848841019487
"HER42PB",69.3,642.36,-5.393426991,-4.332272265,-1.474808139,-3.597997793,3.65582396535688,38.6993949426583
"HER42PB",69.4,643.37,-5.506741547,-4.500413717,-1.46340034,-3.528308206,3.81175897890735,45.2299274247962
"HER42PB",69.5,644.38,-5.350909817,-4.61237963,-1.491986247,-3.856401871,3.67872894418264,39.5960333052026
"HER42PB",69.6,645.39,-5.591363467,-4.797914416,-1.705929367,-3.838580093,3.92267185242905,50.5352873884311
"HER42PB",69.7,646.39,-5.495732769,-4.439680095,-1.574915216,-3.645966481,3.75472703559229,42.7225564814622
"HER42PB",69.8,647.4,-5.439251844,-4.551948649,-1.562444883,-3.576033411,3.80192952130354,44.7875196470476
"HER42PB",69.9,648.41,-5.755432589,-4.686234186,-1.498587214,-3.448509095,4.05667030903578,57.7815955588164
"HER42PB",70,649.42,-5.872083436,-4.691554025,-1.369162081,-3.537101989,4.06830117590196,58.4575690626984
"HER42PB",70.1,650.43,-6.372500341,-4.966403353,-1.622883551,-3.695596869,4.45620067288556,86.1595381868626
"HER42PB",70.2,651.44,-5.979091012,-4.798359172,-1.525686964,-3.459869983,4.22650882784589,68.4777467719997
"HER42PB",70.3,652.45,-5.544217554,-4.645626399,-1.538161101,-3.551787389,3.90159820537596,49.4814674922621
"HER42PB",70.4,653.46,-5.23076131,-4.563931438,-1.188051864,-3.49120692,3.67847442220459,39.585956526918
"HER42PB",70.5,654.47,-5.226636401,-4.3358333,-1.220628597,-3.544415898,3.55682475019561,35.0517222841746
"HER42PB",70.6,655.48,-4.975979147,-4.148975106,-1.140567244,-3.432191485,3.38175520413161,29.4223680804547
"HER42PB",70.7,656.49,-4.793128003,-4.381882532,-1.063356992,-3.508577517,3.37127530339662,29.1156346588182
"HER42PB",70.8,657.5,-5.505258289,-4.109995258,-1.205218819,-3.33235102,3.65634475757712,38.7195545354964
"HER42PB",70.9,658.51,-5.17186798,-4.450984045,-1.3618777,-3.215300537,3.72216421609468,41.3537958819608
"HER42PB",71,659.52,-5.079648253,-4.397864831,-1.34845639,-3.479290993,3.56102048980768,35.1990991450955
"HER42PB",71.1,660.53,-5.455107417,-4.474278164,-1.293363846,-3.417139124,3.78611629085763,44.084854621957
"HER42PB",71.2,661.54,-6.018738463,-4.553550159,-1.353470572,-3.357540008,4.14199778006722,62.92841308452
"HER42PB",71.3,662.55,-5.270432163,-4.268983623,-1.367618097,-3.164436599,3.70189495822079,40.5240229783042
"HER42PB",71.4,663.56,-4.963518855,-4.552990445,-1.246116077,-3.545991475,3.54165503127291,34.5240102507121
"HER42PB",71.5,664.57,-5.019304349,-4.229853939,-1.173117609,-3.290506017,3.49339564038804,32.8974662256634
"HER42PB",71.6,665.58,-5.077739964,-4.126511181,-1.156647104,-3.318924651,3.45910309774352,31.7884525901355
"HER42PB",71.7,666.6,-5.112770274,-4.325340663,-1.488504674,-3.743570347,3.47241945968935,32.2145901343436
"HER42PB",71.8,667.61,-5.600484727,-4.763352138,-1.646352061,-3.850900183,3.89736786000723,49.2725859275069
"HER42PB",71.9,668.62,-6.49815664,-4.812529589,-1.99234649,-3.677273908,4.52242313076061,92.0583974676698
"HER42PB",72,669.63,-6.183863362,-4.856992422,-1.842258162,-3.978128095,4.23502072186004,69.0631098347864
"HER42PB",72.1,670.64,-5.603514077,-4.807712743,-1.709673391,-3.819290439,3.94061990879591,51.4504860255364
"HER42PB",72.2,671.65,-5.429144725,-4.676720934,-1.6048273,-3.485417983,3.89350315159876,49.0825292437545
"HER42PB",72.3,672.66,-5.377690954,-4.511931031,-1.508757004,-3.463329163,3.78434088414816,44.0066555134268
"HER42PB",72.4,673.67,-5.551600416,-4.551722968,-1.408601366,-3.479665612,3.86605516140895,47.7536336497743
"HER42PB",72.5,674.68,-5.406395989,-4.359208912,-1.384810781,-3.536330426,3.68184548727928,39.7196285443605
"HER42PB",72.6,675.69,-5.40499418,-4.222900785,-1.377512563,-3.480636589,3.63586749184256,37.934746710843
"HER42PB",72.7,676.7,-5.403564737,-4.342131452,-1.634586429,-3.643946477,3.67462695589138,39.433943512701
"HER42PB",72.8,677.71,-5.753574643,-4.407554181,-1.722599695,-3.60181244,3.90788698168801,49.7936258912978
"HER42PB",72.9,678.72,-5.88440324,-4.46342332,-1.609045165,-3.482239017,4.02556479780503,56.0119352676131
"HER42PB",73,679.73,-5.613621179,-4.434273422,-1.653752256,-3.712455335,3.79992260077581,44.6977247901915
"HER42PB",73.1,680.74,-5.473379303,-4.410048828,-1.592723133,-3.60096193,3.74848765569901,42.4568240863205
"HER42PB",73.2,681.75,-5.661678645,-4.51875531,-1.705406515,-3.372779005,3.99002813002206,54.0564099499436
"HER42PB",73.3,682.76,-5.535758223,-4.383078713,-1.585155735,-3.658840945,3.74515763974591,42.3156773257085
"HER42PB",73.4,683.77,-5.239581683,-4.476603408,-1.680646174,-3.539992673,3.70299531029916,40.5686382129439
"HER42PB",73.5,684.78,-5.414174835,-4.497884103,-1.655581376,-3.488728512,3.8097799701588,45.1405055152816
"HER42PB",73.6,685.79,-5.291119107,-4.30684751,-1.500212273,-3.258443917,3.71756588479096,41.164073964246
"HER42PB",73.7,686.8,-5.547812402,-4.243756139,-1.509543249,-3.254923286,3.81491642903685,45.3729643621651
"HER42PB",73.8,687.81,-5.399136818,-4.464552893,-1.343879644,-3.229643654,3.82784248547623,45.9632647694524
"HER42PB",73.9,688.83,-5.730376064,-4.341425659,-1.438314875,-3.321898682,3.9176291420201,50.2810940191281
"HER42PB",74,689.84,-5.702182556,-4.550577737,-1.56196754,-3.494805607,3.96012352192238,52.4638059790478
"HER42PB",74.1,690.85,-5.628420155,-4.505416413,-1.646836538,-3.507046124,3.91099113046192,49.9484328616839
"HER42PB",74.2,691.86,-5.692774395,-4.708275413,-1.893766399,-3.758131971,3.98972283433065,54.039909279813
"HER42PB",74.3,692.87,-5.31960638,-4.518687799,-1.765441284,-3.630656405,3.74217559207698,42.1896779202689
"HER42PB",74.4,693.88,-4.593097605,-4.870991671,-1.842050726,-3.498866484,3.64142900770043,38.1463091649012
"HER42PB",74.5,694.89,-5.785210528,-4.396172681,-1.691232334,-3.388314756,3.98829128293935,53.9626037191411
"HER42PB",74.6,695.9,-5.715874025,-4.7146359,-1.669392222,-3.411229199,4.08974525736308,59.7246753448133
"HER42PB",74.7,696.91,-5.99294993,-4.576703246,-1.799004651,-3.844966069,4.03973451760384,56.8112584142249
"HER42PB",74.8,697.92,-5.71250719,-4.531475955,-1.635144495,-3.434975599,3.98892684960856,53.99691145272
"HER42PB",74.9,698.93,-5.400235875,-4.51293268,-1.468705141,-3.553618045,3.75782901464438,42.8552867134886
"HER42PB",75,699.94,-4.900277891,-4.526460994,-1.45564511,-3.525734547,3.54159245275406,34.5218498568838
"HER42PB",75.1,700.95,-4.253833765,-4.22033781,-1.311317493,-3.372703872,3.16095598220871,23.5931397734652
"HER42PB",75.2,701.96,-5.035034648,-4.273258961,-1.204850133,-3.725373513,3.37420913635293,29.2011804945598
"HER42PB",75.3,702.97,-5.284049395,-3.994696979,-1.343171366,-3.270113025,3.53972364004666,34.4573952307592
"HER42PB",75.4,703.98,-5.089750788,-4.114963849,-1.061820669,-3.357988627,3.430531443366,30.89305629768
"HER42PB",75.5,704.99,-4.717437125,-4.139259319,-1.013608493,-3.217923862,3.31911553709276,27.6358968202528
"HER42PB",75.6,706,-4.969460728,-4.193541261,-1.179863498,-3.40253829,3.41619307366331,30.453260745577
"HER42PB",75.7,707.01,-5.316087117,-4.283919927,-1.283744613,-3.294539553,3.67178663002832,39.3220971782705
"HER42PB",75.8,708.02,-5.67934488,-4.577371244,-1.322895087,-3.410661339,3.95243336523363,52.0618984372486
"HER42PB",75.9,709.03,-5.559455556,-4.395199163,-1.493231303,-3.563010934,3.7813457233843,43.8750457001481
"HER42PB",76,710.04,-5.050454588,-4.149668043,-1.204994129,-3.819914757,3.29062497793938,26.8596450969824
"HER42PB",76.1,711.06,-4.900144446,-4.173740044,-1.104166857,-3.340221598,3.38598953651079,29.5472163041885
"HER42PB",76.2,712.07,-4.888441624,-4.039827974,-1.077793233,-3.513734878,3.25376646611159,25.8876615227095
"HER42PB",76.3,713.08,-4.953195893,-4.093185997,-1.076928962,-3.519533843,3.30507726161458,27.2506469364494
"HER42PB",76.4,714.09,-4.757465545,-4.095800503,-1.04985761,-3.337648492,3.27997814703288,26.5751919467325
"HER42PB",76.5,715.1,-4.945854319,-4.201035128,-1.148211056,-3.614048143,3.33047120237123,27.9515094181809
"HER42PB",76.6,716.11,-4.85711561,-4.072078518,-1.076453316,-3.391862552,3.29734722345831,27.0408104626928
"HER42PB",76.7,717.12,-4.980898356,-4.185472327,-1.245918555,-3.376601843,3.4370437799269,31.0948987974773
"HER42PB",76.8,718.13,-5.279495508,-4.238041633,-1.270900493,-3.519484737,3.55267626385594,34.906611895441
"HER42PB",76.9,719.14,-5.3563634,-4.278972067,-1.333545851,-3.50475157,3.62329811761405,37.4609148067752
"HER42PB",77,720.15,-5.13540139,-4.067944269,-1.246464925,-3.331446647,3.46800669481715,32.072747910985
"HER42PB",77.1,721.16,-4.948617323,-4.502129236,-1.299722693,-3.246155992,3.6243029223788,37.498574629681
"HER42PB",77.2,722.17,-5.457001082,-4.776225193,-1.354764249,-3.617232394,3.86782841621173,47.8383881334327
"HER42PB",77.3,723.18,-5.111476522,-4.342491265,-1.264946028,-3.40838269,3.56117427140747,35.2045125351022
"HER42PB",77.4,724.19,-4.822598808,-4.147885329,-1.065335496,-3.302915759,3.34690488170569,28.414650695319
"HER42PB",77.5,725.2,-4.83613215,-4.281921781,-1.136462068,-3.225751286,3.45344338447944,31.6090472337021
"HER42PB",77.6,726.21,-5.247357597,-4.151095486,-1.043190657,-3.294429875,3.53935455710664,34.4446799406646
"HER42PB",77.7,727.22,-4.912618841,-4.084409577,-1.032369835,-3.407452713,3.31502045364196,27.522956923518
"HER42PB",77.8,728.23,-4.565691375,-3.922141136,-0.82836317,-3.262505947,3.10927766946576,22.4048548435758
"HER42PB",77.9,729.24,-4.740500806,-4.024315958,-0.869299796,-3.454401418,3.17007163901967,23.809189962362
"HER42PB",78,730.25,-4.869828029,-3.877866936,-0.937124819,-3.383035702,3.19333446307379,24.369551484919
"HER42PB",78.1,731.26,-4.636862633,-3.682890834,-0.765494969,-2.941614064,3.12923718151627,22.8565375014508
"HER42PB",78.2,732.28,-4.574824677,-3.924876702,-0.937722381,-3.076482651,3.19650214524089,24.4468688723812
"HER42PB",78.3,733.29,-4.901527024,-4.126799856,-1.004719184,-3.257687684,3.3777024428694,29.3033675501062
"HER42PB",78.4,734.3,-4.818593925,-4.134579228,-1.03761191,-3.372745033,3.31023519395589,27.3915670453754
"HER42PB",78.5,735.31,-5.425435228,-4.2454773,-1.157517244,-3.312657266,3.67991290484138,39.6429412139578
"HER42PB",78.6,736.32,-5.114440461,-4.186749985,-1.022753354,-3.165804276,3.53604034733664,34.3307120070189
"HER42PB",78.7,737.33,-4.591047946,-3.959124226,-0.897104707,-3.334460881,3.12287010734514,22.7114705479899
"HER42PB",78.8,738.34,-3.951905287,-3.849992002,-0.909795629,-3.238717356,2.85633394110038,17.397629148446
"HER42PB",78.9,739.35,-4.977994032,-3.956571382,-0.864874447,-3.18148396,3.3365918663921,28.1231158531379
"HER42PB",79,740.36,-4.65108761,-3.853182505,-0.813753531,-2.950363669,3.21921130243971,25.0083883462601
"HER42PB",79.1,741.37,-4.786464359,-3.812173019,-0.863881195,-3.018686854,3.24185832353085,25.5812157792754
"HER42PB",79.2,742.38,-4.870630739,-3.880680902,-0.865775634,-3.21915691,3.24078931256479,25.5538837907828
"HER42PB",79.3,743.39,-4.580299978,-3.600959929,-0.999761668,-3.190045216,3.01801646642047,20.4506868029352
"HER42PB",79.4,744.4,-4.441663521,-3.522579491,-0.851272368,-3.011753867,2.96321916937864,19.36019529557
"HER42PB",79.5,745.41,-4.366840707,-3.745855973,-0.742162279,-3.057823893,3.00387727216589,20.1635651870933
"HER42PB",79.6,746.42,-4.718962039,-3.887284191,-1.019875422,-3.365025204,3.15201784296863,23.3832006353572
"HER42PB",79.7,747.43,-4.669778459,-3.760656217,-0.688929263,-3.069309217,3.12270160406292,22.7076439130677
"HER42PB",79.8,748.44,-4.92337109,-3.945889681,-0.887097594,-3.193183661,3.30681036170995,27.2979159844181
"HER42PB",79.9,749.45,-5.112702894,-4.206462498,-0.978036462,-3.13515566,3.54802555985335,34.7446484896378
"HER42PB",80,750.46,-4.514948732,-3.895648801,-0.853214047,-3.368892355,3.04288225266034,20.9655843454119
"HER42PB",80.1,751.47,-4.73233607,-3.70817676,-0.79516119,-3.113081033,3.12636994334793,22.7910962274228
"HER42PB",80.2,752.47,-4.73293383,-3.840785404,-0.711275057,-3.050109044,3.19709356596466,24.4613315336009
"HER42PB",80.3,753.47,-4.714513282,-4.002586207,-0.927634462,-3.021466298,3.30897422451273,27.3570488840779
"HER42PB",80.4,754.47,-4.444640227,-3.702702883,-0.669494866,-3.014144971,3.01874625770098,20.4656169831393
"HER42PB",80.5,755.48,-4.244399085,-3.940286471,-0.658456713,-2.997678431,3.05385077324791,21.1968115810714
"HER42PB",80.6,756.48,-4.433005209,-3.685790808,-0.711335932,-2.96827199,3.02877358128516,20.6718646750187
"HER42PB",80.7,757.48,-4.247129705,-3.50448188,-0.555865038,-3.172687777,2.77447487169832,16.0302068697168
"HER42PB",80.8,758.49,-4.38923518,-3.761540179,-0.700612608,-3.062014845,3.01210270545849,20.3301032323067
"HER42PB",80.9,759.49,-4.306240889,-3.608171632,-0.677174298,-3.180585309,2.86252964175094,17.5057542602115
"HER42PB",81,760.49,-4.204314158,-3.814940263,-0.606654669,-3.06612008,2.94774390039271,19.062897381495
"HER42PB",81.1,761.5,-4.391754254,-3.857671768,-0.613401059,-3.119896458,3.02393397935899,20.5720627744496
"HER42PB",81.2,762.5,-4.403835063,-3.679804411,-0.449756876,-2.955831364,2.97707780634444,19.630369009309
"HER42PB",81.3,763.5,-4.41333291,-3.615560778,-0.586131168,-2.855962585,3.00737354183586,20.2341858309648
