Site,depth,SH20_age,Ti,Ca,Sr,Ti_convert_PLS,Ti_ppm_PLS,Ti_lower_RMSE_PLS,Ti_upper_RMSE_PLS
HER42PB,67.3,622.21,-5.493061443,-4.629288746,-3.480745746,4.627228224,102.2303115,54.99025085,190.0525352
HER42PB,67.4,623.21,-5.377059853,-4.790775818,-3.979010529,4.483181772,88.51586242,47.61317273,164.5565177
HER42PB,67.5,624.22,-5.846978552,-4.856579848,-4.04791978,4.79799365,121.2668695,65.23012085,225.4426857
HER42PB,67.6,625.23,-5.618732166,-4.895081531,-3.835861644,4.743938587,114.8857994,61.79770792,213.5798779
HER42PB,67.7,626.24,-6.362549062,-5.374799366,-3.757119648,5.567352698,261.7402758,140.7915442,486.5915232
HER42PB,67.8,627.25,-6.007184495,-4.813655649,-4.001850925,4.896743504,133.8531769,72.00036533,248.8414174
HER42PB,67.9,628.25,-6.388244247,-4.873739227,-4.170272038,5.148505134,172.173921,92.61330585,320.0820746
HER42PB,68,629.26,-6.016895013,-5.12188168,-4.192770259,5.021995403,151.713732,81.60765685,282.0453051
HER42PB,68.1,630.27,-5.676269063,-4.897290447,-4.163840887,4.670958025,106.8000105,57.44831726,198.5478912
HER42PB,68.2,631.28,-6.794981734,-4.715540192,-3.948022469,5.445610581,231.7387317,124.6535475,430.8167786
HER42PB,68.3,632.28,-6.243903578,-5.043326363,-3.712091779,5.298671625,200.0708642,107.6192261,371.9442346
HER42PB,68.4,633.29,-6.067878885,-5.102797989,-4.016608221,5.105752138,164.9681027,88.73725625,306.6860081
HER42PB,68.5,634.3,-5.973212569,-5.094662165,-3.782870331,5.114698712,166.4506239,89.53471262,309.4421076
HER42PB,68.6,635.31,-5.71366745,-4.662361279,-3.999067062,4.61131933,100.6168089,54.12233888,187.0529332
HER42PB,68.7,636.32,-5.971899392,-4.765298465,-3.625549271,4.971293533,144.2133114,77.57313909,268.1015548
HER42PB,68.8,637.32,-5.408437529,-4.469504321,-3.75130056,4.388433339,80.51418169,43.30902434,149.6808934
HER42PB,68.9,638.33,-5.225981861,-4.502063022,-3.572527063,4.359061765,78.18374525,42.05546967,145.3484664
HER42PB,69,639.34,-4.848064989,-4.265629833,-3.573702909,4.004153013,54.82536837,29.49086935,101.9237847
HER42PB,69.1,640.35,-4.990228484,-4.682743785,-3.580461767,4.328417039,75.8241648,40.78623827,140.961859
HER42PB,69.2,641.36,-5.736673099,-4.713772632,-3.774526431,4.732963627,113.6318262,61.12318877,211.2486633
HER42PB,69.3,642.36,-5.393426991,-4.332272265,-3.597997793,4.349651151,77.45143938,41.66155828,143.9870641
HER42PB,69.4,643.37,-5.506741547,-4.500413717,-3.528308206,4.542990595,93.97141079,50.54774242,174.6987229
HER42PB,69.5,644.38,-5.350909817,-4.61237963,-3.856401871,4.402852829,81.68356583,43.93804254,151.8548515
HER42PB,69.6,645.39,-5.591363467,-4.797914416,-3.838580093,4.667860278,106.469683,57.27063225,197.9337916
HER42PB,69.7,646.39,-5.495732769,-4.439680095,-3.645966481,4.460156646,86.50105812,46.52939833,160.8108706
HER42PB,69.8,647.4,-5.439251844,-4.551948649,-3.576033411,4.515719783,91.44336171,49.18789081,169.9989217
HER42PB,69.9,648.41,-5.755432589,-4.686234186,-3.448509095,4.839348457,126.3869784,67.98425578,234.961288
HER42PB,70,649.42,-5.872083436,-4.691554025,-3.537101989,4.889798334,132.9267645,71.50204296,247.1191589
HER42PB,70.1,650.43,-6.372500341,-4.966403353,-3.695596869,5.352769847,211.1924593,113.6015938,392.6199747
HER42PB,70.2,651.44,-5.979091012,-4.798359172,-3.459869983,5.052028321,156.3392492,84.09574819,290.6444306
HER42PB,70.3,652.45,-5.544217554,-4.645626399,-3.551787389,4.644794354,104.0419677,55.96475079,193.4205174
HER42PB,70.4,653.46,-5.23076131,-4.563931438,-3.49120692,4.42621975,83.6147341,44.97682865,155.445014
HER42PB,70.5,654.47,-5.226636401,-4.3358333,-3.544415898,4.270140907,71.53171421,38.47730532,132.9819252
HER42PB,70.6,655.48,-4.975979147,-4.148975106,-3.432191485,4.053335815,57.58924406,30.9775734,107.0620022
HER42PB,70.7,656.49,-4.793128003,-4.381882532,-3.508577517,4.065590829,58.29934329,31.3595397,108.382121
HER42PB,70.8,657.5,-5.505258289,-4.109995258,-3.33235102,4.376354906,79.54754603,42.78906566,147.8838573
HER42PB,70.9,658.51,-5.17186798,-4.450984045,-3.215300537,4.418113892,82.93970451,44.6137265,154.1900918
HER42PB,71,659.52,-5.079648253,-4.397864831,-3.479290993,4.243915743,69.68016797,37.48134834,129.5397851
HER42PB,71.1,660.53,-5.455107417,-4.474278164,-3.417139124,4.533146949,93.05092732,50.05260926,172.9874866
HER42PB,71.2,661.54,-6.018738463,-4.553550159,-3.357540008,4.968441607,143.8026117,77.35222141,267.3380382
HER42PB,71.3,662.55,-5.270432163,-4.268983623,-3.164436599,4.385054309,80.24258096,43.1629288,149.1759706
HER42PB,71.4,663.56,-4.963518855,-4.552990445,-3.545991475,4.248021052,69.96681458,37.63553714,130.072679
HER42PB,71.5,664.57,-5.019304349,-4.229853939,-3.290506017,4.173768311,64.95978012,34.94222557,120.7642892
HER42PB,71.6,665.58,-5.077739964,-4.126511181,-3.318924651,4.135842754,62.54227664,33.64183705,116.2699992
HER42PB,71.7,666.6,-5.112770274,-4.325340663,-3.743570347,4.130197851,62.19022609,33.45246711,115.6155152
HER42PB,71.8,667.61,-5.600484727,-4.763352138,-3.850900183,4.64891874,104.4719631,56.19604767,194.2199056
HER42PB,71.9,668.62,-6.49815664,-4.812529589,-3.677273908,5.361991607,213.1490332,114.6540457,396.2573677
HER42PB,72,669.63,-6.183863362,-4.856992422,-3.978128095,5.054554809,156.7347379,84.30848376,291.3796688
HER42PB,72.1,670.64,-5.603514077,-4.807712743,-3.819290439,4.68793016,108.6281042,58.43165897,201.9464315
HER42PB,72.2,671.65,-5.429144725,-4.676720934,-3.485417983,4.614414801,100.9287478,54.29013255,187.6328471
HER42PB,72.3,672.66,-5.377690954,-4.511931031,-3.463329163,4.492551483,89.3491281,48.06139095,166.1056106
HER42PB,72.4,673.67,-5.551600416,-4.551722968,-3.479665612,4.618042647,101.2955668,54.48744651,188.3147865
HER42PB,72.5,674.68,-5.406395989,-4.359208912,-3.536330426,4.394468904,81.0015997,43.57120919,150.5870339
HER42PB,72.6,675.69,-5.40499418,-4.222900785,-3.480636589,4.331446542,76.05422266,40.90998767,141.3895509
HER42PB,72.7,676.7,-5.403564737,-4.342131452,-3.643946477,4.346114908,77.17803598,41.51449308,143.4787901
HER42PB,72.8,677.71,-5.753574643,-4.407554181,-3.60181244,4.62048201,101.5429651,54.6205234,188.7747153
HER42PB,72.9,678.72,-5.88440324,-4.46342332,-3.482239017,4.781028334,119.226892,64.13280569,221.6502402
HER42PB,73,679.73,-5.613621179,-4.434273422,-3.712455335,4.508532323,90.78847256,48.83562231,168.7814419
HER42PB,73.1,680.74,-5.473379303,-4.410048828,-3.60096193,4.443936234,85.1092933,45.78076033,158.2234929
HER42PB,73.2,681.75,-5.661678645,-4.51875531,-3.372779005,4.704616684,110.4559373,59.41486056,205.3444875
HER42PB,73.3,682.76,-5.535758223,-4.383078713,-3.658840945,4.447108291,85.37969348,45.92621008,158.7261837
HER42PB,73.4,683.77,-5.239581683,-4.476603408,-3.539992673,4.36296056,78.48916269,42.2197554,145.9162565
HER42PB,73.5,684.78,-5.414174835,-4.497884103,-3.488728512,4.497802423,89.8195289,48.31442215,166.9801151
HER42PB,73.6,685.79,-5.291119107,-4.30684751,-3.258443917,4.388007958,80.47993978,43.29060543,149.6172355
HER42PB,73.7,686.8,-5.547812402,-4.243756139,-3.254923286,4.508729369,90.8063638,48.84524611,168.8147028
HER42PB,73.8,687.81,-5.399136818,-4.464552893,-3.229643654,4.556620051,95.26095789,51.24139695,177.0960715
HER42PB,73.9,688.83,-5.730376064,-4.341425659,-3.321898682,4.660881755,105.7292684,56.87235913,196.5573146
HER42PB,74,689.84,-5.702182556,-4.550577737,-3.494805607,4.708313855,110.8650677,59.63493404,206.1050864
HER42PB,74.1,690.85,-5.628420155,-4.505416413,-3.507046124,4.629880366,102.5018006,55.13628637,190.5572505
HER42PB,74.2,691.86,-5.692774395,-4.708275413,-3.758131971,4.706737206,110.6904101,59.54098475,205.780387
HER42PB,74.3,692.87,-5.31960638,-4.518687799,-3.630656405,4.404834319,81.84558147,44.02519165,152.1560487
HER42PB,74.4,693.88,-4.593097605,-4.870991671,-3.498866484,4.254114868,70.39448121,37.86558139,130.867738
HER42PB,74.5,694.89,-5.785210528,-4.396172681,-3.388314756,4.706853195,110.7032497,59.54789126,205.8042567
HER42PB,74.6,695.9,-5.715874025,-4.7146359,-3.411229199,4.843065124,126.8575906,68.23740072,235.8361856
HER42PB,74.7,696.91,-5.99294993,-4.576703246,-3.844966069,4.79923509,121.4175085,65.31115043,225.7227331
HER42PB,74.8,697.92,-5.71250719,-4.531475955,-3.434975599,4.723930834,112.6100351,60.5735617,209.3490899
HER42PB,74.9,698.93,-5.400235875,-4.51293268,-3.553618045,4.476251709,87.90456247,47.2843511,163.4200729
HER42PB,75,699.94,-4.900277891,-4.526460994,-3.525734547,4.204078211,66.9588473,36.01753488,124.4806799
HER42PB,75.1,700.95,-4.253833765,-4.22033781,-3.372703872,3.74049528,42.1188456,22.65596037,78.30156507
HER42PB,75.2,701.96,-5.035034648,-4.273258961,-3.725373513,4.061073114,58.0365575,31.21818577,107.8935859
HER42PB,75.3,702.97,-5.284049395,-3.994696979,-3.270113025,4.194250912,66.30404542,35.66531332,123.2633623
HER42PB,75.4,703.98,-5.089750788,-4.114963849,-3.357988627,4.122599943,61.719501,33.19926148,114.7404079
HER42PB,75.5,704.99,-4.717437125,-4.139259319,-3.217923862,3.979392835,53.4845504,28.76963594,99.4311203
HER42PB,75.6,706,-4.969460728,-4.193541261,-3.40253829,4.086241964,59.51580837,32.01388301,110.6436056
HER42PB,75.7,707.01,-5.316087117,-4.283919927,-3.294539553,4.377060176,79.6036683,42.81925414,147.9881921
HER42PB,75.8,708.02,-5.67934488,-4.577371244,-3.410661339,4.738000522,114.2056216,61.43183649,212.3153848
HER42PB,75.9,709.03,-5.559455556,-4.395199163,-3.563010934,4.501672144,90.16777887,48.50174774,167.6275336
HER42PB,76,710.04,-5.050454588,-4.149668043,-3.819914757,3.964285924,52.68263653,28.33828202,97.94031231
HER42PB,76.1,711.06,-4.900144446,-4.173740044,-3.340221598,4.057166088,57.81024954,31.09645347,107.4728652
HER42PB,76.2,712.07,-4.888441624,-4.039827974,-3.513734878,3.912305843,50.01414388,26.90288504,92.97941777
HER42PB,76.3,713.08,-4.953195893,-4.093185997,-3.519533843,3.977857664,53.4025055,28.72550353,99.27859369
HER42PB,76.4,714.09,-4.757465545,-4.095800503,-3.337648492,3.934292447,51.12596284,27.50093862,95.04635868
HER42PB,76.5,715.1,-4.945854319,-4.201035128,-3.614048143,4.005865444,54.91933344,29.54141368,102.0984716
HER42PB,76.6,716.11,-4.85711561,-4.072078518,-3.391862552,3.955639109,52.22906333,28.09430249,97.0970914
HER42PB,76.7,717.12,-4.980898356,-4.185472327,-3.376601843,4.096627304,60.13712096,32.34809049,111.7986645
HER42PB,76.8,718.13,-5.279495508,-4.238041633,-3.519484737,4.251706914,70.22517841,37.77451248,130.5529935
HER42PB,76.9,719.14,-5.3563634,-4.278972067,-3.50475157,4.327096651,75.72411361,40.73242018,140.7758576
HER42PB,77,720.15,-5.13540139,-4.067944269,-3.331446647,4.129875907,62.1702076,33.44169906,115.5782996
HER42PB,77.1,721.16,-4.948617323,-4.502129236,-3.246155992,4.311106447,74.52289901,40.0862802,138.5427246
HER42PB,77.2,722.17,-5.457001082,-4.776225193,-3.617232394,4.646022937,104.1698705,56.03355041,193.6582967
HER42PB,77.3,723.18,-5.111476522,-4.342491265,-3.40838269,4.25325445,70.33393855,37.83301516,130.7551854
HER42PB,77.4,724.19,-4.822598808,-4.147885329,-3.302915759,4.012089364,55.26221288,29.72585043,102.7359059
HER42PB,77.5,725.2,-4.83613215,-4.281921781,-3.225751286,4.125277483,61.88497891,33.28827297,115.0480417
HER42PB,77.6,726.21,-5.247357597,-4.151095486,-3.294429875,4.257243392,70.6150569,37.98423028,131.277802
HER42PB,77.7,727.22,-4.912618841,-4.084409577,-3.407452713,3.988142576,53.95457971,29.02246731,100.3049341
HER42PB,77.8,728.23,-4.565691375,-3.922141136,-3.262505947,3.755942574,42.77451898,23.00865071,79.52050284
HER42PB,77.9,729.24,-4.740500806,-4.024315958,-3.454401418,3.843165092,46.67296512,25.10564648,86.76795774
HER42PB,78,730.25,-4.869828029,-3.877866936,-3.383035702,3.850105769,46.99803391,25.28050278,87.37228093
HER42PB,78.1,731.26,-4.636862633,-3.682890834,-2.941614064,3.759317633,42.91912937,23.08643744,79.78934259
HER42PB,78.2,732.28,-4.574824677,-3.924876702,-3.076482651,3.825317857,45.84737097,24.66155481,85.23312664
HER42PB,78.3,733.29,-4.901527024,-4.126799856,-3.257687684,4.057991187,57.85796842,31.12212172,107.5615776
HER42PB,78.4,734.3,-4.818593925,-4.134579228,-3.372745033,3.978342281,53.42839152,28.73942776,99.32671742
HER42PB,78.5,735.31,-5.425435228,-4.2454773,-3.312657266,4.414294983,82.62356934,44.44367564,153.6023768
HER42PB,78.6,736.32,-5.114440461,-4.186749985,-3.165804276,4.244576192,69.72620339,37.50611105,129.6253678
HER42PB,78.7,737.33,-4.591047946,-3.959124226,-3.334460881,3.766617167,43.23356527,23.25557425,80.37389856
HER42PB,78.8,738.34,-3.951905287,-3.849992002,-3.238717356,3.424367873,30.70323037,16.5154377,57.07922325
HER42PB,78.9,739.35,-4.977994032,-3.956571382,-3.18148396,4.025037673,55.98241774,30.11325262,104.0748117
HER42PB,79,740.36,-4.65108761,-3.853182505,-2.950363669,3.865033112,47.704852,25.66070415,88.68629991
HER42PB,79.1,741.37,-4.786464359,-3.812173019,-3.018686854,3.889313996,48.87734495,26.2913946,90.86603755
HER42PB,79.2,742.38,-4.870630739,-3.880680902,-3.21915691,3.90776039,49.78732282,26.78087674,92.55774325
HER42PB,79.3,743.39,-4.580299978,-3.600959929,-3.190045216,3.597063659,36.49092718,19.62867187,67.83891316
HER42PB,79.4,744.4,-4.441663521,-3.522579491,-3.011753867,3.54038185,34.48008288,18.54702758,64.10062799
HER42PB,79.5,745.41,-4.366840707,-3.745855973,-3.057823893,3.620283155,37.34814163,20.08977227,69.43252837
HER42PB,79.6,746.42,-4.718962039,-3.887284191,-3.365025204,3.780531517,43.83933689,23.58142216,81.50006585
HER42PB,79.7,747.43,-4.669778459,-3.760656217,-3.069309217,3.779505939,43.79439926,23.55724996,81.416524
HER42PB,79.8,748.44,-4.92337109,-3.945889681,-3.193183661,3.984345005,53.75007191,28.91246143,99.92474137
HER42PB,79.9,749.45,-5.112702894,-4.206462498,-3.13515566,4.265685177,71.21369723,38.30624223,132.3907118
HER42PB,80,750.46,-4.514948732,-3.895648801,-3.368892355,3.678174336,39.5740791,21.28711637,73.57068518
HER42PB,80.1,751.47,-4.73233607,-3.70817676,-3.113081033,3.76653629,43.2300688,23.25369348,80.36739841
HER42PB,80.2,752.47,-4.73293383,-3.840785404,-3.050109044,3.86704065,47.8007175,25.71227073,88.86451986
HER42PB,80.3,753.47,-4.714513282,-4.002586207,-3.021466298,3.963166509,52.62369581,28.30657748,97.83073783
HER42PB,80.4,754.47,-4.444640227,-3.702702883,-3.014144971,3.648158524,38.40388105,20.65766035,71.3952139
HER42PB,80.5,755.48,-4.244399085,-3.940286471,-2.997678431,3.696543882,40.307755,21.6817647,74.9346345
HER42PB,80.6,756.48,-4.433005209,-3.685790808,-2.96827199,3.647819801,38.39087501,20.65066433,71.37103487
HER42PB,80.7,757.48,-4.247129705,-3.50448188,-3.172687777,3.379433351,29.3541329,15.7897507,54.57116678
HER42PB,80.8,758.49,-4.38923518,-3.761540179,-3.062014845,3.639273189,38.06416121,20.47492317,70.7636535
HER42PB,80.9,759.49,-4.306240889,-3.608171632,-3.180585309,3.467069861,32.04271514,17.23595397,59.5694091
HER42PB,81,760.49,-4.204314158,-3.814940263,-3.06612008,3.579589898,35.85883207,19.28866441,66.66380886
HER42PB,81.1,761.5,-4.391754254,-3.857671768,-3.119896458,3.678061739,39.56962346,21.28471965,73.56240186
HER42PB,81.2,762.5,-4.403835063,-3.679804411,-2.955831364,3.633918712,37.86089223,20.36558366,70.38576376
HER42PB,81.3,763.5,-4.41333291,-3.615560778,-2.855962585,3.63430069,37.87535703,20.37336436,70.41265473
HER42PB,81.4,764.5,-4.291269935,-3.429392625,-3.030086797,3.404490567,30.09895842,16.19039647,55.95584394
HER42PB,81.5,765.51,-4.031374738,-3.306401126,-2.914684718,3.247359506,25.72233051,13.83618407,47.81941925
HER42PB,81.6,766.51,-3.935514313,-3.527834364,-2.994260603,3.308250449,27.33725569,14.70486127,50.82166603
HER42PB,81.7,767.51,-4.080486696,-3.488835005,-2.877586853,3.391170229,29.70068855,15.9761649,55.21543537
HER42PB,81.8,768.52,-4.061779399,-3.358983625,-2.717924221,3.359379329,28.77132781,15.47625661,53.48769571
HER42PB,81.9,769.52,-3.703147616,-3.281991178,-2.75807792,3.13944808,23.09111889,12.42084076,42.92783248
HER42PB,82,770.52,-3.911521741,-3.222940778,-2.855568111,3.163151229,23.64498942,12.71877079,43.9575124
HER42PB,82.1,771.52,-3.753829075,-3.246518393,-2.925081494,3.083740182,21.83993517,11.74782211,40.60180379
HER42PB,82.2,772.53,-3.938141201,-3.254472764,-2.816986177,3.206992121,24.7046657,13.28877653,45.9275168
HER42PB,82.3,773.53,-4.164964404,-3.29476478,-2.838216043,3.32882973,27.90566542,15.01061201,51.87837524
HER42PB,82.4,774.53,-4.133936815,-3.588919827,-2.831496765,3.491338252,32.82985292,17.65935975,61.03274741
HER42PB,82.5,775.54,-4.263050453,-3.486324315,-2.769259701,3.513055168,33.55061414,18.0470612,62.37268754
HER42PB,82.6,776.54,-4.053398868,-3.320346143,-2.745134821,3.323298009,27.75172522,14.92780673,51.5921908
HER42PB,82.7,777.54,-4.033489623,-3.174871576,-2.714995308,3.237812743,25.47793397,13.70472181,47.36507081
HER42PB,82.8,778.54,-3.948704064,-3.322496366,-2.84212995,3.243700831,25.62839282,13.78565447,47.64478322
HER42PB,82.9,779.55,-4.099069753,-3.186539433,-2.669489946,3.290641736,26.86009522,14.44819401,49.93459493
HER42PB,83,780.55,-3.839452313,-3.259800498,-2.73599069,3.193383977,24.37075814,13.1091658,45.30676178
HER42PB,83.1,781.55,-3.948444354,-3.171214056,-2.709017319,3.19875179,24.50192756,13.17972256,45.55061393
HER42PB,83.2,782.56,-4.141136724,-3.405492306,-2.96478747,3.340498308,28.23319202,15.18679039,52.48726765
HER42PB,83.3,783.56,-3.573964351,-3.05440798,-2.795986359,2.936266011,18.84534646,10.13701625,35.03467631
HER42PB,83.4,784.56,-3.885644057,-2.957261279,-2.505450996,3.112232171,22.4711479,12.08735493,41.77526768
HER42PB,83.5,785.57,-3.635567588,-2.981487876,-2.646867096,2.969508923,19.48234992,10.47966394,36.21890553
HER42PB,83.6,786.57,-3.925203092,-3.029923638,-2.689558944,3.110823703,22.43952029,12.07034227,41.71646999
HER42PB,83.7,787.57,-3.830304721,-3.334455551,-2.618256502,3.273619,26.4067326,14.20432774,49.09176549
HER42PB,83.8,788.57,-3.763480293,-3.335769576,-2.678595056,3.224557523,25.14244674,13.52426138,46.74137909
HER42PB,83.9,789.58,-3.409021382,-3.205810069,-2.758754032,2.97071698,19.50589993,10.49233162,36.26268647
HER42PB,84,790.58,-3.884421991,-2.712403977,-2.463121038,2.980449458,19.69666748,10.59494654,36.61733526
HER42PB,84.1,791.58,-3.811192239,-3.009142436,-2.804883901,3.008501346,20.2570189,10.89636268,37.65906356
HER42PB,84.2,792.59,-3.88786405,-3.004269905,-2.78460059,3.046565622,21.04295074,11.31911977,39.12015994
HER42PB,84.3,793.59,-4.017875628,-3.095386529,-2.703400111,3.187289399,24.22268035,13.02951394,45.03147593
HER42PB,84.4,794.59,-4.041752537,-3.360151348,-2.925440672,3.280464249,26.58811335,14.30189346,49.42896364
HER42PB,84.5,795.59,-4.197432302,-3.407456723,-2.958694809,3.370439863,29.09132043,15.64838241,54.08258197
HER42PB,84.6,796.6,-4.294846893,-3.426605859,-3.054506445,3.396297543,29.85336437,16.05829007,55.49926926
HER42PB,84.7,797.6,-4.038208643,-3.624724246,-3.066478634,3.388329609,29.6164399,15.93084708,55.05881186
HER42PB,84.8,798.6,-4.257589972,-3.530153718,-3.239666595,3.377043286,29.28405841,15.75205724,54.44089392
HER42PB,84.9,799.61,-4.036966223,-3.397821365,-2.852576444,3.325345108,27.80859394,14.95839673,51.6979133
HER42PB,85,800.61,-4.398360758,-3.622975479,-3.004161217,3.581027921,35.91043497,19.3164219,66.75974188
HER42PB,85.1,801.61,-4.131077308,-3.825577393,-3.368487919,3.448699581,31.45945521,16.92221523,58.48509246
HER42PB,85.2,802.61,-4.904305115,-3.984283035,-3.406477739,3.924358059,50.62057221,27.2290862,94.10680592
HER42PB,85.3,803.62,-4.643971231,-4.008838445,-3.560011219,3.747234804,42.40366531,22.80916646,78.8310627
HER42PB,85.4,804.62,-4.659637405,-3.85487624,-3.393781817,3.720232822,41.27400248,22.20151457,76.73094893
HER42PB,85.5,805.62,-4.273234065,-3.468512294,-3.231000341,3.350899568,28.52838531,15.34557649,53.03605042
HER42PB,85.6,806.63,-4.595306198,-3.494236906,-3.409580037,3.466956653,32.03908785,17.23400284,59.56266575
HER42PB,85.7,807.63,-4.459934544,-3.52857638,-3.183410849,3.494947659,32.94856336,17.72321475,61.25343752
HER42PB,85.8,808.63,-4.458566712,-3.640447392,-3.137677048,3.576273491,35.74010655,19.22480129,66.4430907
HER42PB,85.9,809.64,-4.793335877,-3.735412683,-3.484098255,3.689634955,40.03023144,21.53248324,74.41870087
HER42PB,86,810.64,-4.885406575,-3.812625981,-3.090010738,3.919164915,50.35837368,27.08804816,93.61936249
HER42PB,86.1,811.64,-4.261975404,-3.535564129,-3.049509357,3.446828106,31.40063469,16.89057534,58.37574145
HER42PB,86.2,812.64,-4.389099356,-3.534616911,-3.126917165,3.482289612,32.5341274,17.50028735,60.4829752
HER42PB,86.3,813.65,-4.488596383,-3.479262679,-3.00650668,3.540052638,34.46873351,18.54092269,64.0795288
HER42PB,86.4,814.65,-4.341046799,-3.405547794,-3.104870855,3.389298951,29.64516227,15.946297,55.11220855
HER42PB,86.5,815.65,-4.55348257,-3.648491393,-2.976784544,3.68380886,39.79768959,21.40739769,73.98639104
HER42PB,86.6,816.66,-4.660012519,-3.868783154,-2.987707328,3.866326179,47.7665775,25.69390664,88.80105147
HER42PB,86.7,817.66,-4.705070036,-3.844096749,-3.49628953,3.703005846,40.56906564,21.82232514,75.42042731
HER42PB,86.8,818.66,-4.534559465,-3.544561844,-3.216318567,3.531144494,34.16304466,18.37649097,63.51123413
HER42PB,86.9,819.66,-4.27881712,-3.718094525,-3.257165873,3.493129689,32.88871827,17.69102374,61.14218177
HER42PB,87.1,821.67,-4.566805799,-3.462957896,-2.940967675,3.592481149,36.32408969,19.53892906,67.52875185
HER42PB,87.2,822.67,-4.279173501,-3.437304762,-3.149936809,3.362698981,28.86699731,15.52771776,53.66555127
HER42PB,87.3,823.68,-3.737166474,-3.566057781,-2.997579306,3.241901177,25.58231205,13.76086736,47.55911619
HER42PB,87.4,824.68,-4.454304546,-3.681680428,-2.775285699,3.721468299,41.3250271,22.22896099,76.82580688
HER42PB,87.5,825.68,-4.481297876,-3.473715724,-2.76657298,3.614381721,37.12838314,19.97156296,69.0239836
HER42PB,87.6,826.68,-4.653998907,-3.807279583,-3.332513009,3.70974546,40.84340891,21.9698959,75.93044859
HER42PB,87.7,827.69,-5.011959952,-3.917253919,-3.08630366,4.052979613,57.5687343,30.96654108,107.0238733
HER42PB,87.8,828.69,-5.154799974,-4.092948581,-3.228183028,4.190963544,66.08643748,35.54826081,122.8588156
HER42PB,87.9,829.69,-4.872811141,-3.999985411,-3.340479077,3.938768235,51.35530464,27.62430285,95.47271941
HER42PB,88,830.7,-4.663404537,-3.981307193,-3.428060853,3.785760843,44.06918754,23.7050601,81.92737258
HER42PB,88.1,831.7,-4.733025779,-3.925629136,-3.408100365,3.796202444,44.53175114,23.95387562,82.7873072
HER42PB,88.2,832.7,-4.956034161,-3.907683707,-3.470648897,3.885713531,48.7016802,26.19690356,90.53946581
HER42PB,88.3,833.71,-4.827595112,-4.221830435,-3.3857309,4.030694533,56.29999986,30.2840818,104.6652167
HER42PB,88.4,834.71,-5.036825892,-4.343678711,-3.731794495,4.101779123,60.44773594,32.51517201,112.3761172
HER42PB,88.5,835.71,-5.130154559,-4.243487497,-3.761583907,4.085435172,59.46781087,31.98806489,110.5543753
HER42PB,88.6,836.71,-4.915739032,-4.11040537,-3.504640693,3.97238164,53.11087132,28.56863189,98.73642753
HER42PB,88.7,837.72,-5.068769663,-4.099369105,-3.500822417,4.052941413,57.5665352,30.96535817,107.019785
HER42PB,88.8,838.72,-5.038062275,-4.150149696,-3.59266838,4.034567644,56.51847885,30.40160286,105.0713828
HER42PB,88.9,839.72,-5.292525981,-4.045817521,-3.390838976,4.188776981,65.94209319,35.47061721,122.5904705
HER42PB,89,840.73,-4.861907351,-3.968089475,-3.238080701,3.948547598,51.85999056,27.8957762,96.41096206
HER42PB,89.1,841.73,-5.446126871,-4.262718046,-3.154218036,4.490943773,89.20559598,47.98418423,165.8387755
HER42PB,89.2,842.73,-4.73586387,-4.254275066,-3.267247783,4.040850508,56.87469463,30.59321329,105.7336102
HER42PB,89.3,843.73,-5.442519965,-4.175239712,-3.389002109,4.357141312,78.03374116,41.97478163,145.0695995
HER42PB,89.4,844.74,-5.657691367,-4.865963358,-3.91359657,4.725195353,112.7525228,60.65020658,209.6139833
HER42PB,89.5,845.74,-4.654272557,-4.708157646,-4.071965358,3.994895959,54.32018882,29.21913047,100.9846243
HER42PB,89.6,846.74,-5.627746223,-4.582718181,-3.611105583,4.640142502,103.5591039,55.70501564,192.5228433
HER42PB,89.7,847.75,-5.352760457,-4.44329569,-3.828480353,4.31290232,74.65685292,40.15833475,138.7917533
HER42PB,89.8,848.75,-5.217048858,-4.500231933,-3.725693427,4.30081248,73.75969767,39.67574996,137.1238856
HER42PB,89.9,849.75,-5.578417805,-4.565277247,-3.762930774,4.546993289,94.34830334,50.75047501,175.3993897
HER42PB,90,850.75,-5.276924518,-4.721700481,-3.779000987,4.449786231,85.60864157,46.04936253,159.1518125
HER42PB,90.1,851.79,-5.381893362,-4.876677851,-3.748957478,4.615158785,101.0038651,54.33053856,187.7724948
HER42PB,90.2,852.82,-4.889227275,-4.161593918,-3.652889186,3.937971637,51.31441142,27.60230616,95.39669636
HER42PB,90.3,853.85,-4.775937869,-3.907800054,-3.227273992,3.869819159,47.93371691,25.78381185,89.11177408
HER42PB,90.4,854.88,-5.041883245,-4.101021253,-3.377278951,4.080522257,59.17636705,31.83129564,110.012563
HER42PB,90.5,855.91,-5.09891323,-4.118083977,-3.490517527,4.084784163,59.42910935,31.96724712,110.4824267
HER42PB,90.6,856.94,-4.914700447,-3.865089315,-3.776110402,3.733945861,41.84389302,22.50806185,77.79041104
HER42PB,90.7,857.97,-4.64267239,-3.906627449,-3.516310189,3.700597106,40.47146291,21.76982409,75.23897774
HER42PB,90.8,859.01,-4.905306569,-4.008955813,-3.598250519,3.874582897,48.16260532,25.9069322,89.53729193
HER42PB,90.9,860.04,-4.857214507,-3.863207161,-3.600378213,3.760835846,42.98433927,23.1215142,79.91057187
HER42PB,91,861.07,-4.723924474,-4.084147824,-3.568419305,3.831277485,46.12142004,24.80896733,85.74260099
