"Site","depth","SH20_age","Ti","Ca","Sr","Ti_convert","Ti_ppm","Ti_lower_RMSE","Ti_upper_RMSE"
"HER42PB",49.4,440.74,-5.915956995,-4.576182649,-3.753417975,4.77744462861468,118.80038273693,63.9033839656925,220.857332782533
"HER42PB",49.5,441.75,-5.725771636,-4.736721549,-3.855421892,4.71208589733698,111.284045070559,59.8603042984032,206.883991526862
"HER42PB",49.6,442.76,-5.488755405,-4.741928075,-4.11169472,4.47768283261562,88.0304548647563,47.3520693140696,163.65411471877
"HER42PB",49.7,443.78,-6.190315406,-4.583912397,-3.74796837,4.97481251076212,144.721688845231,77.84659811172,269.046660101421
"HER42PB",49.8,444.79,-5.575154555,-4.652432933,-3.946546726,4.5345196600357,93.1787470772557,50.1213642139981,173.22511154759
"HER42PB",49.9,445.8,-6.157684951,-4.44899208,-3.577248558,4.92918614561591,138.266937383199,74.3745515443725,257.04687391525
"HER42PB",50,446.81,-6.061891945,-4.626807419,-3.495917472,4.99504638269536,147.679795011562,79.4377798049381,274.545964252907
"HER42PB",50.1,447.83,-6.011971583,-4.799286838,-3.888214158,4.93001611104757,138.381741796826,74.4363054744184,257.260302491835
"HER42PB",50.2,448.85,-5.323439401,-4.685233338,-3.892556562,4.41738977886073,82.8796685096338,44.5814328010079,154.078481123009
"HER42PB",50.3,449.87,-5.669818225,-4.484194559,-3.650078436,4.59531962848075,99.0197800320149,53.2632881966067,184.083956690704
"HER42PB",50.4,450.89,-5.961160588,-4.706677928,-3.909201692,4.83296192099552,125.582375407039,67.551455391609,233.465480816769
"HER42PB",50.5,451.9,-6.008014341,-4.564040868,-3.812179618,4.81318898663132,123.1236317366,66.228883551136,228.894522739542
"HER42PB",50.6,452.92,-6.074289244,-4.750733224,-3.947023256,4.92448954415978,137.619075249753,74.0260629139768,255.842457738235
"HER42PB",50.7,453.94,-5.980421655,-4.639797331,-3.7129704,4.87288440231429,130.697357492827,70.3028325898587,242.9745520392
"HER42PB",50.8,454.96,-5.468426979,-4.38441349,-3.709819717,4.38873880609482,80.538779882326,43.3222558410899,149.726622933183
"HER42PB",50.9,455.98,-6.044020032,-4.667513677,-3.785237561,4.9087562876088,135.470822849468,72.8705060476778,251.84872232813
"HER42PB",51,457,-5.871352034,-4.429561267,-4.051019192,4.5593590104903,95.5222314540748,51.3819374419572,177.58179539791
"HER42PB",51.1,458.01,-5.760678837,-4.055930745,-3.38825017,4.48845692695694,88.9840310258085,47.8650032134088,165.426872370581
"HER42PB",51.2,459.03,-4.844258021,-3.896049686,-3.392580901,3.84372978051089,46.6993282643741,25.1198273630692,86.8169684776573
"HER42PB",51.3,460.05,-5.395436988,-4.241114092,-3.37120264,4.37354178026648,79.3240832301874,42.6688637831255,147.468425976652
"HER42PB",51.4,461.07,-5.880275676,-3.814079361,-3.30525574,4.45216490768154,85.8125192351617,46.1590294527164,159.530833832375
"HER42PB",51.5,462.09,-5.828048515,-4.326684824,-3.637622061,4.60939264134927,100.423138248619,54.0181623551827,186.692887280969
"HER42PB",51.6,463.11,-5.330457175,-4.068486981,-3.280214788,4.26244768725765,70.9835164390913,38.1824267038513,131.962791289809
"HER42PB",51.7,464.12,-5.746816163,-4.328220857,-3.758526791,4.51577773580715,91.4486612705306,49.1907414747972,170.008773957126
"HER42PB",51.8,465.14,-6.442451698,-4.374651732,-3.788948943,5.0216077034026,151.654924044434,81.5760237318397,281.935977445127
"HER42PB",51.9,466.16,-5.735269289,-4.534972959,-4.075731454,4.52365538354696,92.1719066060694,49.5797791471815,171.353332215901
"HER42PB",52,467.18,-5.275338602,-4.525996863,-3.880411094,4.29811634698177,73.5610995276073,39.5689229256157,136.754679268954
"HER42PB",52.1,468.2,-5.779734573,-4.449434481,-3.927156364,4.55228808074277,94.8491828102318,51.0199008480994,176.330555924707
"HER42PB",52.2,469.21,-5.764145624,-4.655777161,-3.980589647,4.64661690758666,104.231762735512,56.0668425644547,193.773358120934
"HER42PB",52.3,470.23,-5.65938804,-4.716429062,-3.816410355,4.67031666365642,106.731535079871,57.4114839559064,198.420591065976
"HER42PB",52.4,471.25,-6.177975548,-4.459547352,-3.972368692,4.8159976929078,123.469935959603,66.415162511032,229.538323923189
"HER42PB",52.5,472.27,-5.390721975,-4.239162914,-3.518374393,4.3196329089724,75.1610322866321,40.4295356194792,139.729054213285
"HER42PB",52.6,473.29,-5.905558802,-4.534439239,-3.384176941,4.87074150309396,130.417586095371,70.1523420053812,242.454439534447
"HER42PB",52.7,474.31,-5.611205399,-4.396761294,-3.681720129,4.49510916995653,89.57794767202,48.1844742673912,166.531000516935
"HER42PB",52.8,475.32,-5.832462374,-4.535179391,-3.62189618,4.7416199744859,114.61973240414,61.6545889930857,213.085242655173
"HER42PB",52.9,476.34,-6.11368218,-4.723771178,-3.931056402,4.94150905189826,139.981329345541,75.2967324777436,260.234035668634
"HER42PB",53,477.36,-6.26268776,-4.629798187,-3.643190956,5.08976980103244,162.352484377219,87.33030069369,301.82341036368
"HER42PB",53.1,478.38,-5.985323937,-4.725261666,-3.589762388,4.96881876248935,143.856857851409,77.3814007294353,267.438885259263
"HER42PB",53.2,479.4,-5.473530384,-4.667741567,-3.658956237,4.57758755355643,97.2794294874097,52.3271439980389,180.848536311299
"HER42PB",53.3,480.41,-6.269353056,-4.477593587,-3.907540129,4.91452386843299,136.254419325382,73.2920069327834,253.305477126904
"HER42PB",53.4,481.43,-5.410675084,-4.611081021,-3.700670738,4.49113465817243,89.2226256469334,47.9933445818004,165.870434675886
"HER42PB",53.5,482.45,-5.881164604,-4.625006046,-3.653970357,4.81671821264085,123.558930542226,66.4630331900081,229.703770411638
"HER42PB",53.6,483.47,-6.185577866,-4.407350403,-3.630603654,4.90622567930407,135.128432670553,72.6863324737784,251.212197596947
"HER42PB",53.7,484.49,-5.004472553,-4.311325372,-3.498218876,4.1434577188121,63.0203518090587,33.8989963376223,117.158770796106
"HER42PB",53.8,485.51,-5.007755334,-4.632143189,-3.531288747,4.32484093271488,75.5534938146914,40.6406428494524,140.458664710407
"HER42PB",53.9,486.52,-5.183921445,-4.36508605,-3.69182024,4.21255857260191,67.5290970634301,36.3242753860207,125.540809878265
"HER42PB",54,487.54,-5.320796148,-4.337470015,-3.644322835,4.29317104194979,73.1982154776732,39.3737255849698,136.080055151326
"HER42PB",54.1,488.56,-5.220685369,-4.377752421,-3.776639951,4.21285981399763,67.5494426871998,36.3352194097505,125.578633663812
"HER42PB",54.2,489.58,-5.696495261,-4.348036434,-3.612115438,4.54444939055383,94.108595859455,50.6215350248152,174.953758519901
"HER42PB",54.3,490.6,-5.365575401,-4.278939303,-3.630134362,4.2901504424403,72.9774465789779,39.2549727714183,135.669631977563
"HER42PB",54.4,491.62,-4.953657859,-4.144866681,-3.44638046,4.03363533612484,56.4658107838877,30.3732724114806,104.97346957836
"HER42PB",54.5,492.63,-4.840376285,-4.252118921,-3.538016375,4.00403077308226,54.8186669148305,29.4872646000059,101.911326231275
"HER42PB",54.6,493.65,-5.341542227,-4.395483174,-3.590155213,4.35848681988775,78.1388068316902,42.0312970425674,145.264923109479
"HER42PB",54.7,494.67,-5.121525945,-4.359764752,-3.69759648,4.17128332532358,64.7985563994354,34.855502437102,120.464564211283
"HER42PB",54.8,495.69,-5.475914667,-4.249250451,-3.464295721,4.39621993375318,81.1435601747039,43.647570510524,150.850947276395
"HER42PB",54.9,496.71,-5.04017679,-4.168726812,-3.635338851,4.03234803423014,56.3931690046618,30.3341979960378,104.838423972961
"HER42PB",55,497.72,-4.882766686,-4.279595102,-3.278925803,4.13132947537319,62.260641926306,33.4903441832974,115.746422666178
"HER42PB",55.1,498.74,-5.528837155,-4.387299822,-3.688566035,4.43521153658253,84.3699703359345,45.3830744088616,156.849045314932
"HER42PB",55.2,499.76,-5.318912644,-4.191312818,-3.339941633,4.30830489835841,74.3144116324567,39.9741336797661,138.155133530101
"HER42PB",55.3,500.78,-5.511085854,-4.299995582,-3.239328225,4.52447857026184,92.2478125331614,49.6206093658431,171.49444607609
"HER42PB",55.4,501.8,-4.992791369,-4.429481451,-3.549842463,4.18965237881249,65.9998440280648,35.501681707042,122.697832955469
"HER42PB",55.5,502.82,-5.209944359,-4.171150566,-3.59535843,4.14516013064335,63.1277297764156,33.9567555410809,117.358393145157
"HER42PB",55.6,503.83,-5.208715224,-4.313150622,-3.444028334,4.28015645059855,72.2517429515574,38.8646127702132,134.320503600615
"HER42PB",55.7,504.85,-5.032186454,-4.235319448,-3.269066356,4.19155829228098,66.1257539683272,35.5694093613838,122.931907399815
"HER42PB",55.8,505.87,-5.150891989,-4.246871349,-3.397459323,4.22284352468865,68.2272144894191,36.6997966166628,126.838653783485
"HER42PB",55.9,506.89,-5.493243516,-4.328987123,-3.363117273,4.48866133472764,89.0022219123346,47.8747881920391,165.46069036499
"HER42PB",56,507.91,-4.990843656,-4.166571823,-3.313439039,4.1123675830103,61.0911849344294,32.8612867891916,113.572329064125
"HER42PB",56.1,508.93,-5.312114871,-4.228887502,-3.245155489,4.35869920993681,78.1554044992345,42.0402250198818,145.295779210274
"HER42PB",56.2,509.94,-5.862114875,-4.570131193,-3.216413003,4.91961560759925,136.949960543363,73.6661424068673,254.598531700506
"HER42PB",56.3,510.96,-5.835772596,-4.625490622,-3.206710806,4.93823444529646,139.52369525508,75.050568565433,259.383265306779
"HER42PB",56.4,511.98,-5.504689481,-4.501095018,-3.295836866,4.62090823270348,101.586254201946,54.6438088695266,188.855192496243
"HER42PB",56.5,513,-5.275034221,-4.421675736,-3.326089168,4.42378328838468,83.4112580100469,44.8673777380057,155.066739211844
"HER42PB",56.6,514.02,-5.22404934,-4.154951112,-3.314258296,4.23908033955281,69.3440495254235,37.3005483692069,128.91491988236
"HER42PB",56.7,515.03,-5.143160973,-4.202177628,-3.346206687,4.20916684864628,67.3004449887748,36.2012821684516,125.115731387942
"HER42PB",56.8,516.05,-5.335746751,-4.551945203,-3.436803612,4.49999982121227,90.0171152065647,48.4207049169794,167.347440397764
"HER42PB",56.9,517.07,-5.200232902,-4.585557337,-3.45679201,4.43282554781442,84.1689045001484,45.2749199819935,156.475251365937
"HER42PB",57,518.09,-5.143317933,-4.483864598,-3.526677108,4.31557143450773,74.8563867470767,40.2656650961767,139.16269912452
"HER42PB",57.1,519.11,-5.400265089,-4.212705314,-3.133186684,4.44026077498841,84.7970517410112,45.6128038624582,157.643016326079
"HER42PB",57.2,520.13,-6.143833782,-4.709530201,-3.290572033,5.17142196658548,176.165160438117,94.7602156617913,327.502038017214
"HER42PB",57.3,521.14,-5.203307142,-4.343105877,-3.639754526,4.22846267624084,68.6116727004945,36.906598818096,127.553385614379
"HER42PB",57.4,522.16,-5.516199099,-4.441879503,-3.624292681,4.48155164651164,88.3716879698758,47.5356204915649,164.288488377487
"HER42PB",57.5,523.18,-5.420402908,-4.378071455,-3.532655063,4.41548708395137,82.7221237136418,44.4966885825287,153.785595505682
"HER42PB",57.6,524.2,-5.376614239,-4.46597324,-3.609811502,4.41492754114743,82.6758500918344,44.471797745027,153.699569952101
"HER42PB",57.7,525.22,-5.319665056,-4.482969704,-3.383388893,4.46743778628675,87.1331829208306,46.8694217650184,161.986030123834
"HER42PB",57.8,526.23,-5.636136405,-4.433107442,-3.468701264,4.6048131853568,99.9643063085846,53.7713541129513,185.83989004193
"HER42PB",57.9,527.25,-5.365976015,-4.296562881,-3.512604966,4.34070459038166,76.7616057778238,41.2904929667247,142.704620318739
"HER42PB",58,528.27,-5.16217315,-4.306651559,-3.645966654,4.18070301539217,65.4118225716317,35.1853817082977,121.604664335177
"HER42PB",58.1,529.29,-4.996129294,-4.255579875,-3.466491401,4.11638012959378,61.3368086185,32.9934091294789,114.028958836541
"HER42PB",58.2,530.31,-5.294031881,-4.568519416,-3.555182895,4.44475187480649,85.1787402236424,45.8181162116185,158.352599058774
"HER42PB",58.3,531.33,-5.660245157,-4.527308126,-3.532013451,4.6548125166598,105.089515618427,56.5282325916737,195.367974312758
"HER42PB",58.4,532.34,-5.592589519,-4.445465579,-3.509863902,4.57049511548902,96.5919220923004,51.957329961781,179.570417116276
"HER42PB",58.5,533.36,-5.84115832,-4.300713279,-3.629227595,4.60552164244043,100.035151822039,53.8094623070853,185.971596277051
"HER42PB",58.6,534.38,-5.815990461,-4.493518031,-3.496347385,4.74846113556996,115.406552770671,62.0778240268128,214.547990867995
"HER42PB",58.7,535.4,-5.760005266,-4.566082797,-3.594386028,4.7214664833399,112.332866213623,60.4244710011734,208.833815550038
"HER42PB",58.8,536.42,-5.337635528,-4.326034616,-3.641524134,4.29743413835375,73.5109326249153,39.5419378707595,136.661415863002
"HER42PB",58.9,537.44,-5.426417369,-4.627909673,-3.859345853,4.45698945487957,86.2275260894876,46.3822639385775,160.302357499398
"HER42PB",59,538.45,-5.203226098,-4.469493637,-3.770680719,4.2591862225618,70.752383327363,38.0580989226971,131.533100396581
"HER42PB",59.1,539.47,-5.195125634,-4.33073334,-3.852891263,4.14408381031652,63.059820670202,33.9202268566679,117.23214587453
"HER42PB",59.2,540.49,-5.425306264,-4.324245994,-3.753169757,4.31174852863591,74.5707641286859,40.1120271075455,138.631708834532
"HER42PB",59.3,541.51,-5.49824783,-4.520329788,-3.893471931,4.42578511775905,83.578400355897,44.957284531719,155.377467273901
"HER42PB",59.4,542.53,-5.176660311,-4.532727113,-3.945930058,4.22187631716569,68.1612565169594,36.6643174579043,126.716033792391
"HER42PB",59.5,543.54,-5.722617581,-4.326170848,-3.733904892,4.5071216267727,90.6604878663442,48.7667786346202,168.543510362781
"HER42PB",59.6,544.56,-5.574168863,-4.544549446,-3.738461854,4.54027916899789,93.7169593375066,50.4108715701993,174.225681760676
"HER42PB",59.7,545.58,-5.335989199,-4.398017401,-3.748712858,4.30291305652448,73.9147983728264,39.7591794937642,137.412227517232
"HER42PB",59.8,546.6,-5.656906365,-4.174877106,-3.471170165,4.46374863049838,86.8123272418919,46.6968317179459,161.389539373333
"HER42PB",59.9,547.62,-5.330395986,-4.367824501,-3.487343222,4.37018400459049,79.0581774288455,42.5258315796056,146.974090481237
"HER42PB",60,548.64,-5.187481027,-4.220237968,-3.567867787,4.17052464893005,64.7494139083415,34.8290684189191,120.373205250485
"HER42PB",60.1,549.64,-5.590053709,-4.27947117,-3.748182199,4.38942361702999,80.5939526087812,43.351933556278,149.829192478217
"HER42PB",60.2,550.65,-5.419572628,-4.427932459,-3.475735018,4.46391599509263,86.826857767731,46.7046477682862,161.416552528567
"HER42PB",60.3,551.66,-4.455265701,-4.576802367,-3.689861228,3.94418303153278,51.6341374140349,27.7742885409132,95.991086956706
"HER42PB",60.4,552.67,-5.699918811,-4.376856635,-3.843314495,4.48544218085115,88.716170733058,47.7209196781335,164.928903353544
"HER42PB",60.5,553.67,-5.542796896,-4.738652939,-3.783440851,4.62070005551884,101.565108462654,54.6324344592252,188.815881245958
"HER42PB",60.6,554.68,-5.423041432,-4.815549696,-3.442554763,4.70774556294543,110.80208180001,59.6010535853523,205.987991699418
"HER42PB",60.7,555.69,-5.931765701,-4.684179621,-3.793827953,4.83867380225588,126.301739529177,67.938405337805,234.802823657378
"HER42PB",60.8,556.7,-5.083199124,-4.714343762,-3.87922632,4.29856143742266,73.593848157339,39.5865385949585,136.815561017381
"HER42PB",60.9,557.71,-5.668050163,-4.491403871,-3.813111792,4.5432123254367,93.9922493772196,50.5589516075226,174.737463141442
"HER42PB",61,558.71,-5.853455058,-4.507871882,-4.244017145,4.52852846215163,92.622163730265,49.8219749484735,172.190388336641
"HER42PB",61.1,559.72,-5.853314209,-4.407027937,-3.648946744,4.67016012279047,106.714828540607,57.402497415891,198.389532565853
"HER42PB",61.2,560.73,-5.637188746,-4.484043578,-3.786715207,4.52798805969197,92.5721240071787,49.7950583042316,172.09736136552
"HER42PB",61.3,561.74,-5.477752556,-4.376637137,-3.613497585,4.4225282301398,83.3066376889969,44.8111018877715,154.872243499543
"HER42PB",61.4,562.75,-5.540725766,-4.480474345,-3.937760368,4.41359630481405,82.565862222466,44.4126346608189,153.495095632175
"HER42PB",61.5,563.75,-5.743288753,-4.76369789,-3.915869103,4.71906207532625,112.063096617957,60.2793604412834,208.332297019609
"HER42PB",61.6,564.76,-6.537708657,-4.890688033,-3.856978631,5.37780291425674,216.545982297659,116.481283428506,402.57250838105
"HER42PB",61.7,565.77,-5.822151758,-4.897562223,-4.093080671,4.79053006507664,120.365153120879,64.7450826232219,223.76633867506
"HER42PB",61.8,566.78,-5.147832798,-4.540255033,-3.94227395,4.21085549657006,67.4141877541885,36.2624650320427,125.32718629418
"HER42PB",61.9,567.78,-5.598670916,-4.432373801,-4.048073504,4.38415500195732,80.1704507091871,43.1241295385091,149.041875991369
"HER42PB",62,568.79,-5.582879824,-4.517603956,-3.840115458,4.49530936789973,89.5958827881262,48.1941216656958,166.564343018155
"HER42PB",62.1,569.8,-5.694698127,-4.800880251,-3.880054364,4.72171809769602,112.361134331609,60.4396765784285,208.886367747239
"HER42PB",62.2,570.81,-6.205346593,-4.819052232,-3.859941503,5.0874376618209,161.974296946589,87.1268715797949,301.120336305359
"HER42PB",62.3,571.82,-6.053875807,-4.894900369,-3.772854892,5.0549997365297,156.804489030838,84.3460032639018,291.509340440143
"HER42PB",62.4,572.82,-5.246072446,-4.621487937,-3.909170841,4.32781016740023,75.7781632522043,40.7614937844408,140.876339229492
"HER42PB",62.5,573.83,-5.419412595,-4.505942739,-3.751174425,4.41684688068855,82.8346855007907,44.557236191369,153.994854899551
"HER42PB",62.6,574.84,-5.504931111,-4.585614658,-3.855398741,4.48166178014857,88.3814212012422,47.5408560506339,164.306583062617
"HER42PB",62.7,575.85,-5.97230629,-4.556336161,-3.668517103,4.83276880707913,125.558126044216,67.5384115250176,233.420399736461
"HER42PB",62.8,576.85,-6.050651926,-4.770439841,-3.789159427,4.97323182368633,144.493109845617,77.7236442016203,268.621717462164
"HER42PB",62.9,577.86,-6.018254372,-4.58860957,-3.900018206,4.80509333055175,122.130889032542,65.6948817513518,227.04895203761
"HER42PB",63,578.87,-5.351920491,-4.642459735,-3.766451769,4.45183318797129,85.7840582519402,46.1437201321827,159.477923086653
"HER42PB",63.1,579.88,-5.477711758,-4.564410565,-3.866782421,4.44830112633466,85.4815981390793,45.9810251620052,158.915630842633
"HER42PB",63.2,580.89,-6.185100064,-4.672511978,-3.913767515,4.96756742309399,143.676956680073,77.2846308928162,267.104437743604
"HER42PB",63.3,581.89,-5.812045025,-4.785406236,-3.861680526,4.79557082803615,120.973417095641,65.0722711847083,224.897139401444
"HER42PB",63.4,582.9,-5.957008655,-4.635252815,-3.703213726,4.85747544168501,128.698883800413,69.2278425202184,239.259264603469
"HER42PB",63.5,583.91,-5.612732651,-4.726901127,-3.675190752,4.69458124170395,109.353006573784,58.8215879940524,203.294070332394
"HER42PB",63.6,584.92,-6.289441802,-5.002152965,-4.000058221,5.20968458043105,183.036315851816,98.4562482213993,340.275945161641
"HER42PB",63.7,585.93,-5.690021559,-4.576371393,-3.705890198,4.64423881871109,103.984184837869,55.9336690418614,193.31309534341
"HER42PB",63.8,586.93,-5.823625243,-4.861001955,-4.247733453,4.71735572347181,111.872040595984,60.1765903487143,207.977111939789
"HER42PB",63.9,587.94,-6.41787234,-4.976518202,-4.087378459,5.25984317688624,192.451308117212,103.52062471505,357.779003922892
"HER42PB",64,588.95,-6.022681063,-4.827608508,-3.701286638,5.01760685057403,151.049387152324,81.2503020832183,280.810246535748
"HER42PB",64.1,589.96,-6.080665193,-4.71117795,-3.918108744,4.91522984680339,136.350645961263,73.3437677732686,253.484368454134
"HER42PB",64.2,590.96,-6.131133317,-4.709747637,-3.890423628,4.95925745470441,142.487952846158,76.6450591440988,264.894005341142
"HER42PB",64.3,591.97,-5.37151169,-4.430037388,-3.759392811,4.33977230881507,76.6900756960044,41.2520165394751,142.571641428265
"HER42PB",64.4,592.98,-5.89226479,-4.402015395,-4.078282184,4.5477944727987,94.4239239577329,50.7911517556304,175.539973152654
"HER42PB",64.5,593.99,-5.966811286,-4.500474217,-4.07340188,4.65857151156727,105.485289963313,56.7411218041691,196.103743543307
"HER42PB",64.6,595,-5.751692163,-4.303027471,-3.740094931,4.51023528886992,90.9432139194102,48.9188585447177,169.069115756886
"HER42PB",64.7,596,-5.2021629,-4.376568729,-3.950226036,4.14246239942918,62.9576576369227,33.8652727951377,117.042218413698
"HER42PB",64.8,597.01,-5.553820541,-4.337108711,-3.618960228,4.44462694055304,85.1680991460542,45.8123923170379,158.332816630806
"HER42PB",64.9,598.02,-5.211184031,-4.287602866,-3.759970124,4.1593338827277,64.0288576635736,34.4414772233567,119.033646179437
"HER42PB",65,599.03,-5.315228361,-4.446632503,-3.71958377,4.32923051446668,75.8858710171773,40.819430387864,141.076574692913
"HER42PB",65.1,600.03,-5.262381319,-4.427458676,-3.754631498,4.27447214415652,71.8422069703783,38.6443210973235,133.559150628529
"HER42PB",65.2,601.04,-4.638766135,-4.404095079,-3.442431121,4.01937065087681,55.6660614134249,29.9430827949187,103.486685539574
"HER42PB",65.3,602.05,-4.781240048,-4.156627968,-3.578550117,3.90155345564576,49.4792532594855,26.6151644172587,91.9850227011472
"HER42PB",65.4,603.06,-4.947368995,-4.3190954,-3.512045207,4.11147207098349,61.036501532065,32.8318722841426,113.470669203143
"HER42PB",65.5,604.07,-5.397030839,-4.365738715,-3.510908609,4.40125918917196,81.5534953164619,43.8680768941003,151.613042312932
"HER42PB",65.6,605.07,-5.158431923,-4.266532644,-3.244881396,4.29061613596265,73.0114396176816,39.2732578152405,135.732827160005
"HER42PB",65.7,606.08,-5.192211316,-4.305625738,-3.599994001,4.21316598434371,67.5701274898199,36.3463458796627,125.61708800403
"HER42PB",65.8,607.09,-5.410806548,-4.5808439,-3.580935521,4.51381827985843,91.2696470896791,49.094448755273,169.675975412187
"HER42PB",65.9,608.1,-5.427265906,-4.812283498,-3.865566079,4.56502221851412,96.0647284083412,51.6737495588043,178.590331124829
"HER42PB",66,609.1,-5.583257046,-4.738559967,-3.492515949,4.74472899108434,114.976641585488,61.8465724188215,213.748759118858
"HER42PB",66.1,610.11,-5.285505379,-4.374491704,-3.390690681,4.38006123106444,79.8429221225219,42.9479500974061,148.432979888558
"HER42PB",66.2,611.12,-5.287804786,-4.534417525,-3.715654815,4.3663776320614,78.7578245442025,42.3642700991595,146.41571570611
"HER42PB",66.3,612.13,-5.508134418,-4.572975202,-3.731032107,4.51829215799664,91.6788911398752,49.3145833968699,170.436785666339
"HER42PB",66.4,613.14,-5.138867088,-4.539907123,-3.651152549,4.30413151016464,74.0049150182931,39.8076537365595,137.579759990601
"HER42PB",66.5,614.14,-5.183434533,-4.49915004,-3.720723941,4.28218746019329,72.3986360548849,38.9436273842034,134.593587055884
"HER42PB",66.6,615.15,-5.873243916,-4.97356092,-3.613934806,5.03220598086192,153.270752381456,82.445186745161,284.939903261926
"HER42PB",66.7,616.16,-5.745008428,-4.69468138,-3.853967489,4.70013132808128,109.961612551498,59.1489605208212,204.425506863631
"HER42PB",66.8,617.17,-5.766805673,-4.788557067,-3.752590174,4.80458255478869,122.06852346327,65.6613349661678,226.933010548452
"HER42PB",66.9,618.18,-5.536175653,-4.624939691,-3.743016603,4.56264124432213,95.836272850561,51.550862048751,178.165617971654
"HER42PB",67,619.18,-5.43270595,-4.619195087,-3.593018014,4.54592761642076,94.2478124916172,50.696420422442,175.212570935736
"HER42PB",67.1,620.19,-5.97257006,-4.731149368,-3.621194803,4.95292475735112,141.588470843937,76.1612227924476,263.221812109774
"HER42PB",67.2,621.2,-5.427904924,-4.326751338,-3.54037274,4.38695198156019,80.3949997076689,43.2449156886755,149.459326606772
"HER42PB",67.3,622.21,-5.493061443,-4.629288746,-3.480745746,4.62722822368967,102.230311487182,54.9902508509932,190.052535222752
"HER42PB",67.4,623.21,-5.377059853,-4.790775818,-3.979010529,4.48318177234946,88.5158624210903,47.6131727275237,164.556517688648
"HER42PB",67.5,624.22,-5.846978552,-4.856579848,-4.04791978,4.79799364983509,121.266869475535,65.2301208454246,225.442685707179
"HER42PB",67.6,625.23,-5.618732166,-4.895081531,-3.835861644,4.74393858654933,114.885799432313,61.7977079214111,213.579877881338
"HER42PB",67.7,626.24,-6.362549062,-5.374799366,-3.757119648,5.56735269820921,261.740275764664,140.791544236972,486.591523153224
"HER42PB",67.8,627.25,-6.007184495,-4.813655649,-4.001850925,4.89674350440297,133.853176892041,72.0003653262716,248.841417441453
"HER42PB",67.9,628.25,-6.388244247,-4.873739227,-4.170272038,5.14850513446994,172.173920989401,92.6133058529645,320.08207455555
"HER42PB",68,629.26,-6.016895013,-5.12188168,-4.192770259,5.02199540290656,151.713731982426,81.6076568474507,282.045305075494
"HER42PB",68.1,630.27,-5.676269063,-4.897290447,-4.163840887,4.67095802486271,106.800010502351,57.4483172649762,198.547891153919
"HER42PB",68.2,631.28,-6.794981734,-4.715540192,-3.948022469,5.44561058070504,231.738731721996,124.653547503681,430.81677862825
"HER42PB",68.3,632.28,-6.243903578,-5.043326363,-3.712091779,5.29867162465407,200.070864172569,107.61922612555,371.94423461158
"HER42PB",68.4,633.29,-6.067878885,-5.102797989,-4.016608221,5.10575213797029,164.968102655053,88.7372562544834,306.686008135766
"HER42PB",68.5,634.3,-5.973212569,-5.094662165,-3.782870331,5.11469871198848,166.450623850351,89.53471261782,309.442107648611
"HER42PB",68.6,635.31,-5.71366745,-4.662361279,-3.999067062,4.61131933039909,100.616808921102,54.1223388827451,187.052933159421
"HER42PB",68.7,636.32,-5.971899392,-4.765298465,-3.625549271,4.9712935329876,144.213311447688,77.5731390934387,268.101554761845
"HER42PB",68.8,637.32,-5.408437529,-4.469504321,-3.75130056,4.38843333899063,80.51418169162,43.3090243380482,149.68089336005
"HER42PB",68.9,638.33,-5.225981861,-4.502063022,-3.572527063,4.35906176472776,78.1837452528014,42.0554696682182,145.348466441557
"HER42PB",69,639.34,-4.848064989,-4.265629833,-3.573702909,4.00415301328238,54.8253683692296,29.4908693494497,101.923784653632
"HER42PB",69.1,640.35,-4.990228484,-4.682743785,-3.580461767,4.32841703863153,75.8241647965382,40.7862382699623,140.961858974054
"HER42PB",69.2,641.36,-5.736673099,-4.713772632,-3.774526431,4.73296362712609,113.631826184696,61.1231887651671,211.248663280266
"HER42PB",69.3,642.36,-5.393426991,-4.332272265,-3.597997793,4.34965115133033,77.4514393803794,41.6615582828539,143.987064078719
"HER42PB",69.4,643.37,-5.506741547,-4.500413717,-3.528308206,4.5429905954794,93.9714107901332,50.5477424160941,174.698722906295
"HER42PB",69.5,644.38,-5.350909817,-4.61237963,-3.856401871,4.40285282895153,81.6835658260024,43.9380425417042,151.854851515469
"HER42PB",69.6,645.39,-5.591363467,-4.797914416,-3.838580093,4.66786027760246,106.469682962192,57.2706322512841,197.933791621717
"HER42PB",69.7,646.39,-5.495732769,-4.439680095,-3.645966481,4.46015664645565,86.5010581192625,46.5293983326167,160.810870629868
"HER42PB",69.8,647.4,-5.439251844,-4.551948649,-3.576033411,4.51571978293178,91.4433617112252,49.1878908124901,169.998921745322
"HER42PB",69.9,648.41,-5.755432589,-4.686234186,-3.448509095,4.83934845712451,126.386978362831,67.9842557786059,234.961287973879
"HER42PB",70,649.42,-5.872083436,-4.691554025,-3.537101989,4.88979833360516,132.926764486707,71.5020429616065,247.119158908401
"HER42PB",70.1,650.43,-6.372500341,-4.966403353,-3.695596869,5.35276984723937,211.192459324634,113.601593765621,392.619974747968
"HER42PB",70.2,651.44,-5.979091012,-4.798359172,-3.459869983,5.05202832051972,156.339249214526,84.0957481895245,290.644430558814
"HER42PB",70.3,652.45,-5.544217554,-4.645626399,-3.551787389,4.64479435374987,104.041967744754,55.9647507875617,193.420517376917
