"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00041653041441507,0.00045840985313136,134.9563972,2.246361623,675.996241106961,-1949.71130441194,3301.70378662586
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00030033138284418,0.00027470288969218,79.78694045,0.954822132,643.826272602544,-1982.00326868405,3269.65581388914
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00030030613478015,0.00017708828837934,340.544392,4.893302391,643.819282618087,-1982.01028554669,3269.64885078286
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00077995570707258,0.00032750172106656,1070.668936,10.73236296,776.611367243947,-1848.7366400606,3401.95937454849
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00195539237477893,0.0007082663310902,1962.99309,30.40726253,1102.03370569073,-1522.38004610009,3726.44745748155
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00081673095153514,0.00032789001516759,1538.231355,7.943023099,786.79267805273,-1838.52080668914,3412.1061627946
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00091998934506041,0.00033533871981271,3006.601666,14.09773486,815.380001222443,-1809.83837736659,3440.59837981148
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00031948411466599,0.00029810848917945,301.0170716,3.519876752,649.128750352587,-1976.68044801117,3274.93794871634
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00020734774597755,0.00018731283635767,1904.013462,92.77560752,618.083539388793,-2007.84608041306,3244.01315919065
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00167222491946768,0.00121836830504181,225.6496719,2.024591047,1023.63814597144,-1600.96872642598,3648.24501836887
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00093361206186661,0.00034405426113661,1442.000824,11.02828725,819.151481627016,-1806.05455096209,3444.35751421612
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0010098614291523,0.00035701397184026,461.9149499,4.1315028,840.261293911174,-1784.87650138234,3465.39908920469
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00069228380533842,0.00037477498795436,2197.326275,24.940646,752.339200089184,-1873.09248727187,3377.77088745024
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00058740414657649,0.00043687856703922,574.7925663,2.379383359,723.303025918774,-1902.23131712637,3348.83736896392
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00270550582004988,0.00202114083558313,606.0238476,2.682720915,1309.7043341192,-1314.29588609128,3933.70455432968
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.0021825654143377,0.00055941689753849,562.7226914,3.077677491,1164.927082932,-1459.34640054201,3789.20056640601
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00145324394032501,0.00178794946737132,441.0920959,6.868091078,963.012759452723,-1661.75736397041,3587.78288287586
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00072614726011613,0.00050542468135648,354.6954517,1.783713254,761.714375242731,-1863.68476030442,3387.11351078989
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00037928779435652,0.0002763372528438,192.9637106,2.274240107,665.685536292054,-1960.06073837647,3291.43181096058
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00105218752025319,0.00066220956371225,401.5251511,5.219646629,851.979369347973,-1773.12118164313,3477.07992033908
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.00056422391686634,0.00046065749996003,523.0275133,1.869875762,716.885526137412,-1908.67188059998,3342.44293287481
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00053862945838923,0.00032103129661226,1149.476822,20.0568356,709.799641582566,-1915.78338863247,3335.3826717976
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00194712659632033,0.00152593593736331,253.7523195,4.53576382,1099.74530595897,-1524.67379571427,3724.1644076322
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00127198255804901,0.00090064521238579,1574.554031,8.965107785,912.830129872643,-1712.08429722725,3537.74455697253
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00142706582405404,0.00093396390559816,227.5458294,2.628673775,955.765287898467,-1669.02516287242,3580.55573866936
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00114577381935096,0.00050160331149034,915.5577505,17.12303214,877.8889509832,-1747.13085755098,3502.90875951738
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00092718741904898,0.0005120350987347,2196.956371,20.5861252,817.37280452187,-1807.83904475046,3442.5846537942
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00106536548871932,0.00041619054161495,660.9863166,4.425975943,855.627720154141,-1769.46132749454,3480.71676780282
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00160210995913258,0.000587959443045,234.8825033,3.049548028,1004.22665832671,-1620.43116516893,3628.88448182234
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00131955914687127,0.00042604447425385,1293.229498,27.32451171,926.00181765066,-1698.87392925394,3550.87756455526
