"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err","fit","lwr","upr"
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,0.1501756108,0.00429598407288064,15.96344101,1.596344101,18.433665592485,-0.876134008353652,37.7434651933237
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,0.160899842625,0.00513952988573625,31.65256708,3.165256708,20.4941497980481,1.19769518989466,39.7906044062015
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,587.28,0.154267967,0.00427609609282431,18.16693615,1.816693615,19.2199443163355,-0.0834545998314482,38.5233432325025
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,665.746666666667,0.204718977266667,0.0221467138096942,42.20795768,4.220795768,28.9132735454589,9.55611061066135,48.2704364802564
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,716.192857142857,0.195298392071429,0.0107338283324855,30.87167578,3.087167578,27.1032635308769,7.77474361205254,46.4317834497012
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,744.413333333333,0.190547722666667,0.0147738967690549,45.92488524,4.592488524,26.1905007862722,6.87319529078813,45.5078062817563
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,772.55,0.2031916305,0.012095968273224,37.28461474,3.728461474,28.6198190640107,9.26787726899666,47.9717608590248
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,799.733333333333,0.1990067366,0.0192180486859355,54.6526961,5.46526961,27.8157607478891,8.47698073715274,47.1545407586255
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,888.225,0.218104391583333,0.00928985768977189,54.98885363,5.498885363,31.4850600598192,12.0726213171265,50.8974988025118
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,1089.45333333333,0.194959698466667,0.0115298927532115,40.20040958,4.020040958,27.0381891428437,7.71054053122707,46.3658377544604
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,1213.32142857143,0.231535365142857,0.0197150725475098,52.07309242,5.207309242,34.0656000310105,14.5806328241326,53.5505672378883
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,1808.84285714286,0.163122270928571,0.00391810276153579,21.37694093,2.137694093,20.921152728629,1.62607599841419,40.2162294588438
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,2110.62666666667,0.176164447933333,0.0140538069357017,27.74511597,2.774511597,23.4269918565956,4.13039243652852,42.7235912766628
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,2364.32142857143,0.150520748928571,0.00258724462945239,17.98223463,1.798223463,18.4999781894395,-0.809219299693957,37.809175678573
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,3056.76,0.148592771333333,0.00348841416857201,13.12565828,1.312565828,18.1295491043085,-1.18315876242158,37.4422569710387
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,3452.74666666667,0.145892130733333,0.00256106966412763,12.56793451,1.256793451,17.6106655710162,-1.70756105788035,36.9288921999127
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,3631.13571428571,0.149229965142857,0.00331263857893249,13.46785804,1.346785804,18.2519753817176,-1.05953271669073,37.563483480126
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,3940.82666666667,0.149304916066667,0.00273273465683978,12.25687847,1.225687847,18.2663759651089,-1.04499357784687,37.5777455080646
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,4208.64,0.146391761066667,0.0028543143326219,13.92959389,1.392959389,17.7066612961417,-1.61049143918551,37.0238140314689
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,4497.10769230769,0.144297710153846,0.00251063402377569,12.11978687,1.211978687,17.3043239630887,-2.01749020535128,36.6261381315286
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,4654.675,0.144591799083333,0.00390588017756653,13.01429456,1.301429456,17.3608282987024,-1.96030576979712,36.6819623672019
"Kerguelen","KER1","CAT1-S1-1D",108,134.6,135.8,135.2,4745.8,0.147728606076923,0.00305842526360649,11.60860149,1.160860149,17.963514008193,-1.35088343012347,37.2779114465095
"Kerguelen","KER1","CAT1-S1-1D",110,137.6,138.8,138.2,4810.63076923077,0.147029775230769,0.00354092844079092,12.0714856,1.20714856,17.8292451911479,-1.48657112057213,37.1450615028679
"Kerguelen","KER1","CAT1-S1-1D",114,143.4,144.6,144,4936.93076923077,0.146626676230769,0.00370455560448162,10.34845519,1.034845519,17.7517963690474,-1.56485974389784,37.0684524819927
"Kerguelen","KER1","CAT1-S1-1D",117,147.8,148.9,148.4,5072.725,0.153631200916667,0.00669488555972763,15.67137024,1.567137024,19.097600219457,-0.206688621314736,38.4018890602287
"Kerguelen","KER1","CAT1-S1-1D",119,150.7,151.8,151.3,5184.44166666667,0.144629064583333,0.00213539541234044,10.15673365,1.015673365,17.3679882496821,-1.95306023339022,36.6890367327545
"Kerguelen","KER1","CAT1-S1-1D",123,156.5,157.7,157.1,5436.62307692308,0.144808216692308,0.00309369685332711,11.97580925,1.197580925,17.4024093715825,-1.91822952723772,36.7230482704028
"Kerguelen","KER1","CAT1-S1-1D",124,158,159.2,158.6,5499.66923076923,0.144329003307692,0.00368322543450346,13.98620881,1.398620881,17.310336426293,-2.01140497943418,36.6320778320201
"Kerguelen","KER1","CAT1-S1-1E",132,161.5,162.7,162.1,5646.26923076923,0.145862529307692,0.00295799615054013,19.24399494,1.924399494,17.6049781454746,-1.71331286138124,36.9232691523304
"Kerguelen","KER1","CAT1-S1-1E",137,168.8,170,169.4,5947.94615384615,0.145546949846154,0.00390302391201723,11.79816971,1.179816971,17.5443447587006,-1.77463781657174,36.8633273339729
"Kerguelen","KER1","CAT1-S1-1E",144,179,180.2,179.6,6370.75384615385,0.147650222923077,0.00378966674999802,14.89672027,1.489672027,17.9484539784289,-1.366100265611,37.2630082224687
"Kerguelen","KER1","CAT1-S1-1E",145,180.4,181.6,181,6433.53846153846,0.174344314153846,0.021207440292505,41.8734204,4.18734204,23.077283181341,3.78188208354755,42.3726842791344
"Kerguelen","KER1","CAT1-S1-1E",146,181.9,183,182.4,6500.14166666667,0.244724512083333,0.0158939837623451,35.95890476,3.595890476,36.5996770072606,17.0270360453136,56.1723179692076
"Kerguelen","KER1","CAT1-S1-1E",147,183.3,184.4,183.8,6564.375,0.156258563333333,0.00831119650334346,11.78728762,1.178728762,19.6024045588419,0.301535543904482,38.9032735737794
"Kerguelen","KER1","CAT1-S1-1E",151,189,190.3,189.7,6812.30714285714,0.148631763142857,0.00291178878178021,11.99071198,1.199071198,18.1370407371809,-1.17559258946465,37.4496740638264
"Kerguelen","KER1","CAT1-S1-1E",157,198.4,199.7,199,7055.1,0.148796514642857,0.00348724845227319,12.08109258,1.208109258,18.168695019663,-1.14362496942821,37.4810150087543
"Kerguelen","KER1","CAT1-S1-1E",161,204.5,205.8,205.2,7160.46428571429,0.148729542285714,0.00402436727332548,17.63820882,1.763820882,18.1558273862181,-1.15661966107404,37.4682744335102
"Kerguelen","KER1","CAT1-S1-1F",170,210.3,211.7,211,7263.93333333333,0.145198940866667,0.00497026688050518,14.89020858,1.489020858,17.4774805751089,-1.84227573882542,36.7972368890431
"Kerguelen","KER1","CAT1-S1-1F",177,220.9,222.2,221.6,7451.67142857143,0.147714315571429,0.00306665194958535,6.903208584,0.690320858,17.9607683233421,-1.35365765910283,37.275194305787
"Kerguelen","KER1","CAT1-S1-1F",179,224,225.4,224.7,7505.43333333333,0.1494778174,0.00322628841479236,15.13364658,1.513364658,18.2995961036015,-1.01145587413833,37.6106480813413
"Kerguelen","KER1","CAT1-S1-1F",180,225.6,226.8,226.2,7531.69230769231,0.162081096846154,0.00809058643454158,19.85120557,1.985120557,20.7211083070733,1.42544540997878,40.0167712041677
"Kerguelen","KER1","CAT1-S1-1F",185,233.2,234.5,233.8,7669.85,0.203764710214286,0.0231883329602613,30.50661116,3.050661116,28.7299268758413,9.37605219364102,48.0838015580417
"Kerguelen","KER1","CAT1-S1-1F",186,234.7,235.9,235.3,7695.93846153846,0.155197158153846,0.00720108352652281,32.25214894,3.225214894,19.398473065778,0.0963026267904148,38.7006435047656
"Kerguelen","KER1","CAT1-S1-1F",188,237.8,239.1,238.4,7751.90714285714,0.147301620928571,0.00347428904196046,17.3303958,1.73303958,17.8814758567854,-1.43378292794695,37.1967346415178
"Kerguelen","KER1","CAT1-S1-1F",191,242.3,243.6,242.9,7831.4,0.146971235461538,0.00256725011752279,16.59501019,1.659501019,17.8179977403406,-1.49793956068954,37.1339350413707
"Kerguelen","KER3","CAT2-S3-1A",6,7.9,9.1,8.5,386.276923076923,0.148017348461538,0.00225338228546777,13.4102451,1.34102451,18.0189910934224,-1.29483381543081,37.3328160022757
"Kerguelen","KER3","CAT2-S3-1A",9,12.3,13.5,12.9,621.707692307692,0.148379162307692,0.00343725876994278,12.34589333,1.234589333,18.0885076543771,-1.22461116247696,37.4016264712311
"Kerguelen","KER3","CAT2-S3-1A",13,18.1,19.3,18.7,928.807692307692,0.147539399,0.00345193697805811,13.79694563,1.379694563,17.9271609900988,-1.38761596639094,37.2419379465885
"Kerguelen","KER3","CAT2-S3-1A",15,21,22.1,21.6,1082.7,0.147500188333333,0.00348399282668989,13.10608249,1.310608249,17.9196273074374,-1.39522873009618,37.234483344971
"Kerguelen","KER3","CAT2-S3-1A",20,28.2,29.4,28.8,1469.79230769231,0.147061792538462,0.00302661957659096,14.61049746,1.461049746,17.835396788566,-1.48035348962962,37.1511470667616
"Kerguelen","KER3","CAT2-S3-1A",21,29.6,30.7,30.2,1540.33333333333,0.146726371916667,0.00333175427167377,15.61380337,1.561380337,17.7709512502089,-1.54549570556693,37.0873982059847
"Kerguelen","KER3","CAT2-S3-1A",22,31,32.1,31.6,1613.25833333333,0.150084062666667,0.00408597906088967,18.93835055,1.893835055,18.4160761291221,-0.893885107215365,37.7260373654595
"Kerguelen","KER3","CAT2-S3-1A",27,38.2,39.3,38.7,1994.20833333333,0.150540635166667,0.00466289060701396,19.02491136,1.902491136,18.5037990019857,-0.805364144089808,37.8129621480612
"Kerguelen","KER3","CAT2-S3-1A",28,39.5,40.7,40.1,2065.98461538462,0.159710844076923,0.00806957703242545,25.06461337,2.506461337,20.2657033443786,0.968315857999901,39.5630908307574
"Kerguelen","KER3","CAT2-S3-1A",32,45.1,47,46.1,2386.005,0.1534259359,0.00374335937555709,22.31134245,2.231134245,19.0581619331817,-0.246422109103911,38.3627459754672
"Kerguelen","KER3","CAT2-S3-1B",38,46.4,47.6,47,2436.8,0.154355480923077,0.00467110928501703,18.0088382,1.80088382,19.2367586727584,-0.0665209914842144,38.540038337001
"Kerguelen","KER3","CAT2-S3-1B",42,51.6,52.7,52.2,2712.45833333333,0.156329377833333,0.00531087188110397,19.1959703,1.91959703,19.6160103966451,0.315224344106831,38.9167964491834
"Kerguelen","KER3","CAT2-S3-1B",45,55.3,56.5,55.9,2912.56153846154,0.196528091461538,0.0167026906163183,29.96977482,2.996977482,27.3395299798176,8.0077540120832,46.6713059475521
"Kerguelen","KER3","CAT2-S3-1B",47,58.1,59.3,58.7,3063.31538461538,0.152334579,0.00212565619235869,14.71602085,1.471602085,18.848475711196,-0.457746049440939,38.154697471833
"Kerguelen","KER3","CAT2-S3-1B",52,64.6,65.7,65.1,3406.90833333333,0.1492863875,0.00385431554303618,13.88321811,1.388321811,18.2628160067275,-1.04858773810339,37.5742197515584
"Kerguelen","KER3","CAT2-S3-1B",55,68.3,69.4,68.9,3606.60833333333,0.154840936583333,0.00981574419181998,26.92078395,2.692078395,19.3300309683206,0.0273994095103021,38.6326625271308
"Kerguelen","KER3","CAT2-S3-1B",56,69.5,70.7,70.1,3672.84615384615,0.147072530230769,0.00261493173203894,13.15041361,1.315041361,17.8374598589811,-1.47826829553714,37.1531880134993
"Kerguelen","KER3","CAT2-S3-1B",62,77.2,78.2,77.7,4072.19090909091,0.151061059363636,0.00310654703478612,14.68590832,1.468590832,18.6037899249297,-0.704488002023897,37.9120678518833
"Kerguelen","KER3","CAT2-S3-1B",65,80.8,81.9,81.4,4264.50833333333,0.144091433583333,0.0041940128598042,5.7020243,0.57020243,17.2646913234316,-2.05760483354693,36.58698748041
"Kerguelen","KER3","CAT2-S3-1B",68,84.5,85.6,85.1,4460.44166666667,0.148645353,0.00280537117979865,15.19207832,1.519207832,18.1396518040112,-1.17295557748984,37.4522591855122
"Kerguelen","KER3","CAT2-S3-1C",78,89.2,90.2,89.7,4699.99090909091,0.149408722545455,0.00179067952886374,14.54897049,1.454897049,18.2863206672999,-1.02485787062065,37.5974992052205
"Kerguelen","KER3","CAT2-S3-1C",83,95.7,96.8,96.2,5048.06666666667,0.14924339475,0.00370761331731671,11.93101203,1.193101203,18.2545556591544,-1.05692757330069,37.5660388916096
"Kerguelen","KER3","CAT2-S3-1C",85,98.3,99.3,98.8,5181.87272727273,0.149864645090909,0.00410748239768003,12.40622005,1.240622005,18.3739186621212,-0.936433258529195,37.6842705827716
"Kerguelen","KER3","CAT2-S3-1C",89,103.5,104.7,104.1,5467.83076923077,0.151085723230769,0.00303389517938546,11.60857847,1.160857847,18.608528680069,-0.699707942151154,37.9167653022892
"Kerguelen","KER3","CAT2-S3-1C",91,106.1,107.2,106.7,5603.63333333333,0.151307792,0.00280050119071352,14.63049159,1.463049159,18.6511955301536,-0.656671830957102,37.9590628912642
"Kerguelen","KER3","CAT2-S3-1C",96,112.8,113.9,113.3,5955.025,0.151296956333333,0.00243657615364441,16.49151474,1.649151474,18.6491136355817,-0.658771633090151,37.9569989042535
"Kerguelen","KER3","CAT2-S3-1C",101,118.9,119.9,119.4,6277.73636363636,0.150367749272727,0.00353647547390178,16.76312487,1.676312487,18.4705818299177,-0.838881159685766,37.7800448195212
"Kerguelen","KER3","CAT2-S3-1D",110,122.4,123.5,123,6466.25,0.146149678083333,0.00407717798357642,14.71041861,1.471041861,17.6601490450327,-1.65752101938595,36.9778191094514
"Kerguelen","KER3","CAT2-S3-1D",115,128.9,130,129.5,6808.05,0.146265786916667,0.00346487217706028,14.23024007,1.423024007,17.6824574416727,-1.63496379581414,36.9998786791595
"Kerguelen","KER3","CAT2-S3-1D",117,131.4,132.4,131.9,6937.85454545455,0.145364724454545,0.00357283032703789,12.86272892,1.286272892,17.5093331562483,-1.8100531137061,36.8287194262028
"Kerguelen","KER3","CAT2-S3-1D",121,136.5,137.6,137.1,7212.99166666667,0.146602392416667,0.00397330080738038,13.34984985,1.334984985,17.7471306348275,-1.56957656930225,37.0638378389573
"Kerguelen","KER3","CAT2-S3-1D",124,140.5,141.6,141,7429.425,0.14751623075,0.00304776983911739,12.87690544,1.287690544,17.9227095931154,-1.39211407179301,37.2375332580237
"Kerguelen","KER3","CAT2-S3-1D",130,148.3,149.4,148.9,7841.69166666667,0.147510019833333,0.00310003986207934,16.5338397,1.65338397,17.921516267952,-1.39331992727221,37.2363524631762
"Kerguelen","KER3","CAT2-S3-1D",133,152.3,153.4,152.8,8051.725,0.148416220333333,0.00322533520745793,20.85704986,2.085704986,18.0956277425819,-1.21741946559948,37.4086749507632
"Kerguelen","KER3","CAT2-S3-1D",134,153.6,154.8,154.2,8122.73846153846,0.148242751153846,0.00476426850131171,21.27476357,2.127476357,18.0622985018197,-1.25108504640446,37.3756820500438
"Kerguelen","KER3","CAT2-S3-1D",136,156.4,157.6,157,8271.9,0.148421200230769,0.00301258052210435,20.8846796,2.08846796,18.0965845477106,-1.21645304769474,37.409622143116
"Kerguelen","KER3","CAT2-S3-1D",139,160.4,161.5,160.9,8483.125,0.148284218083333,0.00307110328363074,17.1925594,1.71925594,18.0702656881558,-1.24303719626889,37.3835685725805
"Kerguelen","KER3","CAT2-S3-1D",141,163,164.1,163.5,8623.30833333333,0.150538667083333,0.00253849927553242,14.91983588,1.491983588,18.5034208672446,-0.805745675965703,37.8125874104548
"Kerguelen","KER3","CAT2-S3-1D",142,164.3,165.5,164.9,8696.08461538462,0.149889080230769,0.00257517368237041,14.59814053,1.459814053,18.3786134710887,-0.931694712146133,37.6889216543236
"Kerguelen","KER3","CAT2-S3-1E",150,166.5,167.5,167,8805.21818181818,0.148365123181818,0.00429931441671118,16.90937719,1.690937719,18.0858102679726,-1.22733571175612,37.3989562477013
"Kerguelen","KER3","CAT2-S3-1E",152,169.1,170.2,169.6,8943.06666666667,0.150340892583333,0.0029546358752135,16.28053307,1.628053307,18.4654217601604,-0.844088066477351,37.7749315867982
"Kerguelen","KER3","CAT2-S3-1E",156,174.6,175.7,175.1,9234.5,0.1494940935,0.00257635042815955,15.06361518,1.506361518,18.3027232876763,-1.0082989442249,37.6137455195776
"Kerguelen","KER3","CAT2-S3-1E",158,177.2,178.3,177.8,9367.74166666667,0.150237827166667,0.00401572418434481,18.80299972,1.880299972,18.4456194408293,-0.864070772699478,37.755309654358
"Kerguelen","KER3","CAT2-S3-1E",159,178.6,179.6,179.1,9437.28181818182,0.148558147909091,0.00304499836940874,17.11379224,1.711379224,18.122896784594,-1.18987739390883,37.4356709630968
"Kerguelen","KER3","CAT2-S3-1E",163,183.8,184.9,184.3,9717.925,0.14935951475,0.00933066996011605,29.20476316,2.920476316,18.276866201285,-1.03440275017555,37.5881351527456
"Kerguelen","KER3","CAT2-S3-1E",165,186.4,187.5,187,9857.625,0.149262991333333,0.00283192975708359,12.99938484,1.299938484,18.2583208193169,-1.05312615970705,37.5697677983409
"Kerguelen","KER3","CAT2-S3-1E",168,190.4,191.5,190.9,10071.1416666667,0.159933655166667,0.00898733438763406,27.21596234,2.721596234,20.3085128191022,1.01131053447368,39.6057151037307
"Kerguelen","KER3","CAT2-S3-1E",171,194,195,194.5,10256.1727272727,0.173548203636364,0.018686599573878,19.68051247,1.968051247,22.9243236804721,3.62934621099653,42.2193011499476
"Kerguelen","KER3","CAT2-S3-1E",174,197.7,198.6,198.1,10446.9,0.2580959261,0.00797590344950623,61.00575571,6.100575571,39.1687735949676,19.4908308330591,58.8467163568762
"Kerguelen","KER3","CAT2-S3-1E",177,201.6,202.7,202.1,10658.8916666667,0.1492118735,0.00416942217324344,25.27742393,2.527742393,18.2484993710375,-1.06304225289345,37.5600409949685
"Kerguelen","KER3","CAT2-S3-1E",181,207,208.1,207.5,10924.02,0.1493862622,0.00573355243399105,16.55729191,1.655729191,18.2820052824951,-1.02921449475063,37.5932250597408
"Marion Island","PB1","PB1_1A",4,5,6.3,5.7,154.78,0.145120525,0.002974175,28.41964251,2.841964251,17.4624142601159,-1.85751800573134,36.7823465259632
"Marion Island","PB1","PB1_1A",7,9.8,11.1,10.4,333.91,0.147880167,0.003362614,70.38997719,7.038997719,17.9926339389514,-1.32146197814345,37.3067298560462
"Marion Island","PB1","PB1_1A",9,12.6,13.8,13.2,440.63,0.147634556,0.002370346,24.25268384,2.425268384,17.9454438376489,-1.36914181901001,37.2600294943079
"Marion Island","PB1","PB1_1A",14,19.4,20.7,20.1,704.72,0.148946779,0.002973005,28.08949975,2.808949975,18.1975658366693,-1.11447064594857,37.5096023192871
"Marion Island","PB1","PB1_1A",16,22.3,23.5,22.9,810.69,0.147600634,0.003996293,32.86456422,3.286456422,17.9389262850296,-1.37572746712236,37.2535800371816
"Marion Island","PB1","PB1_1A",17,23.7,24.9,24.3,862.94,0.147154705,0.004268201,31.47956371,3.147956371,17.8532483850834,-1.46231082584554,37.1688075960123
"Marion Island","PB1","PB1_1A",22,30.4,31.6,31,1116.79,0.149119361,0.003357047,40.47366511,4.047366511,18.2307246205307,-1.08098893033696,37.5424381713983
"Marion Island","PB1","PB1_1A",28,38.5,39.8,39.2,1426.52,0.158260431,0.003722228,36.81900645,3.681900645,19.9870304020822,0.688320254087778,39.2857405500766
"Marion Island","PB1","PB1_1A",32,44,45.3,44.7,1634.77,0.188784788,0.008324653,41.3738341,4.13738341,25.851781976815,6.53808600097396,45.1654779526561
"Marion Island","PB1","PB1_1B",39,46.4,47.6,47,1723.12,0.183735067,0.008714645,27.67460241,2.767460241,24.8815614022518,5.57654853711298,44.1865742673907
"Marion Island","PB1","PB1_1B",41,49.3,50.5,49.9,1830.5,0.247630758,0.019098787,26.73751232,2.673751232,37.1580642098586,17.5639335449486,56.7521948747686
"Marion Island","PB1","PB1_1B",42,50.6,51.8,51.2,1878.53,0.242483117,0.02124784,24.29736534,2.429736534,36.1690299228822,16.6124292235399,55.7256306222245
"Marion Island","PB1","PB1_1B",44,53.3,54.5,53.9,1980.2,0.250592846,0.025376638,31.01118031,3.101118031,37.7271805474279,18.1103462451451,57.3440148497107
"Marion Island","PB1","PB1_1B",45,54.7,55.8,55.2,2030.05,0.26950347,0.011653478,19.89352741,1.989352741,41.3605449417436,21.5798967012121,61.1411931822751
"Marion Island","PB1","PB1_1B",46,56,57.7,56.8,2091.11,0.294419522,0.030618416,27.0545809,2.70545809,46.1477532424172,26.1025197510711,66.1929867337632
"Marion Island","PB1","PB1_1B",52,64.3,65.4,64.9,2400.08,0.26823745,0.011196424,43.90873382,4.390873382,41.1173000868677,21.3486287280098,60.8859714457256
"Marion Island","PB1","PB1_1B",54,66.9,68.1,67.5,2499.09,0.22515501,0.013989081,51.53906898,5.153906898,32.8397200600933,13.3913276662154,52.2881124539712
"Marion Island","PB1","PB1_1B",57,70.8,72,71.4,2647.86,0.264085902,0.01558686,22.75250175,2.275250175,40.3196486352555,20.5892413759569,60.0500558945542
"Marion Island","PB1","PB1_1B",62,77.7,78.9,78.3,2906.71,0.210580766,0.011434997,29.03795177,2.903795177,30.0395195366379,10.6602498898963,49.4187891833794
"Marion Island","PB1","PB1_1B",64,80.4,81.5,81,3009.64,0.185739516,0.006266448,23.17770367,2.317770367,25.2666832061025,5.95851759750615,44.5748488146988
"Marion Island","PB1","PB1_1B",65,81.7,82.8,82.3,3058.43,0.21004471,0.009535857,36.17742954,3.617742954,29.9365252206513,10.5594133787775,49.3136370625251
"Marion Island","PB1","PB1_1B",66,83,84.1,83.6,3107.49,0.18922426,0.008258043,23.1665181,2.31665181,25.9362192707456,6.62165147958219,45.250787061909
"Marion Island","PB1","PB1_1B",67,84.3,85.4,84.9,3155.81,0.208509625,0.00925991,23.1665181,2.31665181,29.6415839653417,10.2704998291044,49.012668101579
"Marion Island","PB1","PB1_1B",68,85.6,86.6,86.1,3200.37,0.207835867,0.004995657,24.02293655,2.402293655,29.512132482007,10.1436229753374,48.8806419886765
"Marion Island","PB1","PB1_1C",77,89.2,90.3,89.7,3335.04,0.218045056,0.005548709,15.44962422,1.544962422,31.4736597064623,12.061503580462,50.8858158324627
"Marion Island","PB1","PB1_1C",79,91.8,92.9,92.4,3436.21,0.227481383,0.006979592,19.87159939,1.987159939,33.2866942491046,13.825409478741,52.7479790194682
"Marion Island","PB1","PB1_1C",81,94.5,95.6,95.1,3538.8,0.235304158,0.009803607,15.94569099,1.594569099,34.789711397018,15.2813460540025,54.2980767400335
"Marion Island","PB1","PB1_1C",84,98.5,99.6,99.1,3690.04,0.230503511,0.009527891,30.56266025,3.056266025,33.867346282071,14.3885532926059,53.3461392715362
"Marion Island","PB1","PB1_1C",86,101.2,102.3,101.8,3791.98,0.246268089,0.005831168,20.28888154,2.028888154,36.8962498442492,17.3122922741339,56.4802074143646
"Marion Island","PB1","PB1_1C",87,102.6,103.7,103.1,3841.55,0.247231843,0.014684839,14.63439001,1.463439001,37.0814192743262,17.4902844644705,56.6725540841819
"Marion Island","PB1","PB1_1C",88,103.9,105,104.4,3891.1,0.230948309,0.005492986,16.88910103,1.688910103,33.9528068790277,14.4713646326345,53.4342491254209
"South Georgia","POB4","POB_1A",16,31.5,32.9,32.2,-17.69,0.167566239438512,0.00066678320476299,13.42933016,1.342933016,21.7749879565665,2.481236674916,41.0687392382169
"South Georgia","POB4","POB_1A",19,36.1,37.4,36.8,-1.785,0.170669535606389,0.00088024673307834,17.11706554,1.711706554,22.371235113793,3.07727890641567,41.6651913211704
"South Georgia","POB4","POB_1A",21,39.2,40.6,39.9,17.4366666666667,0.166692421414605,0.00228205828494163,19.43499706,1.943499706,21.6070982404379,2.31323691182723,40.9009595690485
"South Georgia","POB4","POB_1A",24,43.8,45.1,44.4,249.323333333333,0.168713306389673,0.00189835849757438,23.41533324,2.341533324,21.9953779457199,2.70165923065693,41.2890966607829
"South Georgia","POB4","POB_1A",28,49.9,51.2,50.5,569.63,0.165954337762433,0.00124628996708601,12.40410571,1.240410571,21.4652876443503,2.17127593687824,40.7592993518223
"South Georgia","POB4","POB_1E",170,200.2,201.3,200.7,3778.715,0.163121003302599,0.00058102893345554,9.569663124,0.956966312,20.9209091752131,1.62583179495644,40.2159865554698
"South Georgia","POB4","POB_1E",174,205.3,206.4,205.9,3794.655,0.164974558564626,0.00124789317375138,7.340952726,0.734095273,21.2770392369152,1.98274666708956,40.5713318067409
"South Georgia","POB4","POB_1E",177,209.4,210.5,209.9,3808.20666666667,0.162175865544562,0.0005663021938242,8.803204222,0.880320422,20.7393165488791,1.44371133340267,40.0349217643555
"South Georgia","POB4","POB_1E",183,217.6,218.5,218.1,3834.505,0.166168050924106,0.00105775321748,6.822135563,0.682213556,21.5063491023021,2.21238634638557,40.8003118582187
"South Georgia","POB4","POB_1F",196,225.1,226.2,225.7,3857.985,0.16680948853142,0.00192006810430702,8.532241127,0.853224113,21.6295907554379,2.33574844621123,40.9234330646646
"South Georgia","POB4","POB_1F",202,232.5,233.6,233,3880.55,0.164132513205932,0.00061001174267984,7.451785434,0.745178543,21.1152541141886,1.82064612265777,40.4098621057194
"South Georgia","POB4","POB_1F",208,240,241.2,240.6,3906.24,0.164664257160356,0.00105314575540676,5.155774016,0.515577402,21.2174199417624,1.92301909981265,40.5118207837121
"South Georgia","POB4","POB_1F",214,247.5,248.6,248.1,3964.74,0.16506349686882,0.00025439549777871,5.653884233,0.565388423,21.2941272646688,1.99986401391555,40.588390515422
"South Georgia","POB4","POB_1F",219,253.8,254.8,254.3,4013.88,0.162014163193403,0.00098955120173468,5.147792125,0.514779213,20.7082481100387,1.41254395103672,40.0039522690406
"South Georgia","POB4","POB_1G",233,261.6,262.8,262.2,4076.15166666667,0.166220211270963,0.00102981323027495,8.654970326,0.865497033,21.5163708523547,2.22241937452179,40.8103223301875
"South Georgia","POB4","POB_1G",239,269.2,270.5,269.8,4137.68428571429,0.163742159635365,0.00139511601639896,6.80156695,0.680156695,21.0402541160662,1.7454766838799,40.3350315482526
"South Georgia","POB4","POB_1G",247,279.3,280.2,279.8,4218.848,0.164737965270164,0.00238080587119774,6.355304561,0.635530456,21.2315817389484,1.93720745733347,40.5259560205632
"South Georgia","POB4","POB_1G",255,289.2,290.5,289.9,4348.3,0.166938948368846,0.00244417215410001,16.56609017,1.656609017,21.6544643272353,2.36064151027118,40.9482871441995
"South Georgia","POB4","POB_1G",256,290.6,291.8,291.2,4366.59142857143,0.167914076565446,0.00118636840067326,10.40528727,1.040528727,21.8418191215255,2.54809113441959,41.1355471086315
"South Georgia","POB4","POB_1G",261,297.2,298.5,297.9,4452.81857142857,0.182531411083681,0.00329803057520855,26.36261878,2.636261878,24.6502987771073,5.3469930577136,43.9536044965011
"South Georgia","POB4","POB_1H",270,299.6,300.9,300.3,4523.25,0.175946188154019,0.00459329345828875,14.95874073,1.495874073,23.3850568410789,4.08861798675062,42.6814956954072
"South Georgia","POB4","POB_1H",272,302.4,303.6,303,4931.03714285714,0.188454558029231,0.00886823028382186,21.09853252,2.109853252,25.7883337364117,6.47528063290694,45.1013868399165
