"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err","fit","lwr","upr"
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.169655697777778,0.00483066058991285,16.86311015,1.686311015,22.176442902384,2.88265589587485,41.4702299088931
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.161179197636364,0.00494045158364572,20.94043551,2.094043551,20.5478232543901,1.25156803512944,39.8440784736507
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.154880260363636,0.00210805187647702,15.01857475,1.501857475,19.3375863839009,0.03500632943177,38.64016643837
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.162813335272727,0.004598312536024,18.8198384,1.88198384,20.8617958395027,1.56655609928497,40.1570355797203
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.151656429,0.00391005054569837,16.82536639,1.682536639,18.7181803775251,-0.58911684505583,38.0254776001061
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.149871289,0.00371803632177862,15.55226095,1.555226095,18.3751951796348,-0.935144843131074,37.6855352024008
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.163339329727273,0.00256756843248978,14.32041997,1.432041997,20.9628569955362,1.6678892866184,40.2578247044539
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.155620113454545,0.00423640430757824,15.13754881,1.513754881,19.4797369484477,0.178098127631124,38.7813757692643
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.18981486525,0.00545146347910097,18.81474965,1.881474965,26.049694325109,6.73392563336198,45.365463016856
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.171447406090909,0.00403567896790407,19.36337954,1.936337954,22.5206900932715,3.22653679410963,41.8148433924333
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.1720160675,0.0048410711869434,20.68841246,2.068841246,22.6299490006567,3.33561465908586,41.9242833422275
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.163066211666667,0.00463478219692574,14.84252301,1.484252301,20.9103818663786,1.61527624059773,40.2054874921594
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.1568333585,0.00460904109211662,17.69781147,1.769781147,19.7128419665442,0.412632382187972,39.0130515509004
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.190100895727273,0.0133013700302859,45.84025227,4.584025227,26.1046503620866,6.78828801113004,45.4210127130431
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.162232980090909,0.00260452872874025,20.07250761,2.007250761,20.7502901666241,1.4547192957044,40.0458610375437
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.159601122545455,0.00336775217890736,24.48454632,2.448454632,20.2446221624078,0.947141714744724,39.5421026100709
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.1813896864,0.00475555581895366,24.57346976,2.457346976,24.4309352165079,5.12911974359597,43.7327506894197
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.16678873995,0.00435648814020502,22.17332138,2.217332138,21.6256042578499,2.33175867415529,40.9194498415445
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.169669245545455,0.00435904101777829,22.99890718,2.299890718,22.1790458824178,2.88525726902582,41.4728344958099
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.1670347968,0.00635740659642806,27.86780897,2.786780897,21.6728800218737,2.37907059404657,40.9666894497009
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.164979078818182,0.0048796740441444,21.30941668,2.130941668,21.2779077290561,1.98361666777819,40.5721987903341
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.167321740666667,0.00496390663497741,27.91782393,2.791782393,21.7280115515533,2.43423690525825,41.0217861978484
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.14541441625,0.00486668227117756,19.69837052,1.969837052,17.5188806148777,-1.80039525326591,36.8381564830213
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.168186230416667,0.00387045173057498,22.2896321,2.22896321,21.8941089937583,2.60039108804685,41.1878268994698
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.170357614,0.00565766346754796,18.54037683,1.854037683,22.3113045235348,3.01741094124809,41.6051981058215
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.159016234727273,0.00334601616291354,28.24074713,2.824074713,20.1322456182361,0.834250027324064,39.4302412091481
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.165370381,0.00399401919004644,17.98134036,1.798134036,21.3530899871792,2.05892203979672,40.6472579345616
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.160143112272727,0.00417085182457121,22.4464389,2.24464389,20.3487565461889,1.05172399536511,39.6457890970126
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.156258753454545,0.00482245865986856,24.93876512,2.493876512,19.602441087496,0.301572295941586,38.9033098790504
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.158800656416667,0.00346959720017092,21.28612473,2.128612473,20.0908258026899,0.792632015796706,39.3890195895831
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.163200453454545,0.00410627444066505,19.76825892,1.976825892,20.9361742110577,1.64113727327342,40.231211148842
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.148755290461538,0.00423684129207317,56.8446065,5.68446065,18.1607744733823,-1.15162367405817,37.4731726208228
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.226903901166667,0.0192419662268625,31.84980956,3.184980956,33.1757406427299,13.7177037230008,52.6337775624589
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.162143465272727,0.00497309987343341,38.5145956,3.85145956,20.7330913712196,1.43746653260768,40.0287162098316
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.162107014333333,0.00433464220674764,64.63475063,6.463475063,20.7260879246209,1.43044088849172,40.02173496075
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.168467554181818,0.0088418140009814,29.55260302,2.955260302,21.9481607136579,2.65444571312856,41.2418757141873
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.155643579727273,0.00353544024995901,26.05373802,2.605373802,19.4842456055812,0.18263577480619,38.7858554363563
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.166063939583333,0.0048276544419602,25.38306341,2.538306341,21.4863458259106,2.19235977379261,40.7803318780285
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.165775222090909,0.00377420733916301,38.12452987,3.812452987,21.4308735233049,2.13681739273673,40.7249296538731
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.164327659181818,0.00605834033624731,23.11355335,2.311355335,21.1527481937323,1.85821939475495,40.4472769927097
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.1812110093,0.0116878752857954,27.05462698,2.705462698,24.3966053597448,5.09501173374304,43.6981989857466
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.1679936634,0.00715670739725986,18.2523685,1.82523685,21.8571104186781,2.56338611947752,41.1508347178787
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.168708173846154,0.00441999096080199,20.52199678,2.052199678,21.9943918121648,2.70067323429258,41.288110390037
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.180820653461538,0.00591109684603813,28.41964251,2.841964251,24.3216049258839,5.02048525986314,43.6227245919046
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.186126874846154,0.0084470149463899,70.38997719,7.038997719,25.341107817339,6.03228831553594,44.649927319142
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,0.176783745384615,0.00625635417181775,24.25268384,2.425268384,23.5459796440414,4.24889960376988,42.8430596843129
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.176709254461538,0.00268037723819358,28.08949975,2.808949975,23.5316674422014,4.23464717031096,42.8286877140919
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.183069920666667,0.00636049475218899,32.86456422,3.286456422,24.7537645085829,5.44971228247115,44.0578167346946
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.186192237846154,0.00406954777494389,31.47956371,3.147956371,25.3536662393617,6.04473497445241,44.662597504271
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.207411269363636,0.00730232867287039,40.47366511,4.047366511,29.4305530516362,10.0636438086018,48.7974622946706
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.19989823275,0.00903294357113845,36.81900645,3.681900645,27.9870470242743,8.64560381698045,47.3284902315681
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,0.180753975416667,0.0099834761180887,41.3738341,4.13738341,24.3087938396861,5.00775366317193,43.6098340162004
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.177930938083333,0.00451591526698096,26.73751232,2.673751232,23.7663937935132,4.46832568236534,43.064461904661
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.178880946666667,0.00590696245974207,24.29736534,2.429736534,23.948922268564,4.64993981392476,43.2479047232033
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.183302172416667,0.00767261806353377,31.01118031,3.101118031,24.7983878504127,5.49400503915403,44.1027706616714
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.18033640425,0.00827238141136432,19.89352741,1.989352741,24.2285644295376,4.92801230631266,43.5291165527626
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.178287780454545,0.00458270544758877,30.85010838,3.085010838,23.8349551675823,4.53655382011609,43.1333565150485
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.182009143666667,0.00358285633533958,27.0545809,2.70545809,24.549953709843,5.24734527956399,43.8525621401221
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.21437147,0.00904689117844741,43.90873382,4.390873382,30.7678407672324,11.3725315566871,50.1631499777776
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.200281993230769,0.00739941947063828,51.53906898,5.153906898,28.0607802689716,8.71816719078823,47.403393347155
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,0.178004605923077,0.00454971204769889,22.75250175,2.275250175,23.7805478534708,4.48241195404747,43.0786837528941
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,0.170673390230769,0.00650999420347503,29.03795177,2.903795177,22.37197571627,3.07801867624064,41.6659327562994
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.1684474398125,0.0042813358626073,23.17770367,2.317770367,21.9442960694614,2.65058111482627,41.2380110240965
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.195670323846154,0.0216175782782549,36.17742954,3.617742954,27.1747240848703,7.84523466286679,46.5042135068737
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,0.168132582666667,0.00547260939346281,23.1665181,2.31665181,21.8838014637326,2.59008213658163,41.1775207908836
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,0.157741404333333,0.00638421357933104,24.02293655,2.402293655,19.8873079915278,0.588075227609799,39.1865407554457
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.163619123642857,0.00546713756108525,15.44962422,1.544962422,21.0166147800825,1.72178089321233,40.3114486669527
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.155899836230769,0.00480362336219416,19.87159939,1.987159939,19.5334810647398,0.232184355339442,38.8347777741401
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,0.161160914153846,0.0038902097267459,15.94569099,1.594569099,20.5443103848843,1.24804234614885,39.8405784236197
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,0.175100004416667,0.00507528926362722,30.56266025,3.056266025,23.2224765971724,3.92661678948399,42.5183364048609
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.173317608923077,0.00531931256718478,20.28888154,2.028888154,22.8800187109071,3.58515252050182,42.1748849013124
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.161139713923077,0.00465101837619944,14.63439001,1.463439001,20.5402371103256,1.24395416664685,39.8365200540044
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.159008354,0.00421719200026669,16.88910103,1.688910103,20.1307314665151,0.832728709262749,39.4287342237674
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,0.163310218538462,0.0035548010760613,15.18690869,1.518690869,20.957263760913,1.66228169447774,40.2522458273483
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.158259801230769,0.00434461852939433,15.71765814,1.571765814,19.986909402315,0.688198635942282,39.2856201686878
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,0.159231476583333,0.0092934968836424,13.81573274,1.381573274,20.1736007895924,0.875798612241461,39.4714029669433
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.180552756416667,0.00722527870590059,29.24416515,2.924416515,24.270132928758,4.9693300342039,43.5709358233121
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.161911887923077,0.00609700244139509,14.65698229,1.465698229,20.6885976042901,1.39282956160315,39.984365646977
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.161095717357143,0.00385960052924362,18.91065944,1.891065944,20.5317838960828,1.23546988196399,39.8280979102017
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,0.167499311153846,0.00533926309721236,14.13675428,1.413675428,21.7621287909209,2.46837168716618,41.0558858946755
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.162356608615385,0.00415726838783653,11.64068541,1.164068541,20.7740433478492,1.47854573990463,40.0695409557938
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.162146319769231,0.00413249972490205,11.56613441,1.156613441,20.7336398156264,1.43801670990219,40.0292629213506
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,0.172582197916667,0.00605165396677935,26.82647453,2.682647453,22.7387216196066,3.44417603402831,42.0332672051849
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.168527857916667,0.00343535534264056,22.08725825,2.208725825,21.959747081355,2.66603170914841,41.2534624535615
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,0.169096885916667,0.00957058914993707,24.52573101,2.452573101,22.0690764231349,2.77534025805537,41.3628125882145
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.156662090923077,0.00257463227035411,13.39469893,1.339469893,19.6799357273903,0.379532989714175,38.9803384650665
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,0.154703404153846,0.00410734916237188,19.45800873,1.945800873,19.3036063811487,0.000793516717767062,38.6064192455797
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,0.153993742615385,0.00372940491887496,12.02392678,1.202392678,19.1672566252729,-0.136520747089811,38.4710339976356
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,0.162468287615385,0.00397132305187792,16.01472408,1.601472408,20.7955006251021,1.50006793065324,40.0909333195509
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,0.156552123846154,0.00361088920937329,19.26502214,1.926502214,19.6588073679116,0.358279119544221,38.959335616279
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,0.155241804076923,0.00397384018206446,15.9896661,1.59896661,19.407051043282,0.10493753457941,38.7091645519847
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,0.173526985166667,0.00528909562956651,17.20808815,1.720808815,22.9202469016043,3.62527988602007,42.2152139171886
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,0.166997759538462,0.00360763039823953,22.12531638,2.212531638,21.6657639231488,2.3719494266992,40.9595784195983
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,0.155964320615385,0.00207216956849464,14.11915932,1.411915932,19.5458706753128,0.244651762609948,38.8470895880157
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,0.163302304076923,0.00359155973784472,17.41073532,1.741073532,20.9557431277094,1.66075714375244,40.2507291116663
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,0.159617883846154,0.00537566536184691,14.61761184,1.461761184,20.2478425697916,0.950376398264336,39.5453087413189
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,0.164518762357143,0.00472777400914544,19.48993262,1.948993262,21.1894655158507,1.89501070631086,40.4839203253904
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,0.171070867285714,0.00321520306001224,21.20303339,2.120303339,22.4483443743849,3.15429377417267,41.7423949745971
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,0.160153428538462,0.00296196074127938,15.90856062,1.590856062,20.3507386464413,1.05371434603362,39.647762946849
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,0.154831656307692,0.00395520838904137,16.0403886,1.60403886,19.3282479164718,0.0256041810735113,38.6308916518702
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,0.156616087928571,0.00237454831253303,12.8914014,1.28914014,19.6710970110016,0.370641909791235,38.971552112212
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,0.157923344538462,0.00404264812947451,12.83985868,1.283985868,19.9222648001032,0.623218192502403,39.221311407704
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,0.179362517,0.00627649902557456,27.24284566,2.724284566,24.0414480626621,4.74196886579227,43.340927259532
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,0.175135429214286,0.00584518484846346,20.22918999,2.022918999,23.2292828875595,3.93340022439956,42.5251655507195
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,0.194036148153846,0.00656161686260183,35.44641495,3.544641495,26.8607441879357,7.53541547974249,46.1860728961289
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,0.181389239916667,0.00490081117766475,35.28699525,3.528699525,24.430849432102,5.12903451738371,43.7326643468202
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,0.161036549230769,0.00286787821750823,26.51036789,2.651036789,20.5204157168178,1.22405962355855,39.816771810077
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,0.158320473214286,0.00539907012543843,38.83837476,3.883837476,19.9985665229179,0.699915155425959,39.2972178904098
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,0.162562439846154,0.00506227187493313,15.22168904,1.522168904,20.8135904228222,1.51821151923204,40.1089693264124
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,0.1775461945,0.00721274509635771,22.64753764,2.264753764,23.6924716618784,4.39474907950075,42.9901942442561
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,0.168199263153846,0.00880844982485949,18.64517078,1.864517078,21.8966130191795,2.60289541683297,41.1903306215261
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,0.169681712692308,0.00535736353296923,32.61245875,3.261245875,22.1814412389896,2.88765113123047,41.4752313467487
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,0.15329975375,0.00223801385347654,25.94707768,2.594707768,19.0339181149445,-0.270849411345576,38.3386856412345
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,0.203875801529412,0.0122903659962809,32.36277494,3.236277494,28.7512712391419,9.3970182324461,48.1055242458377
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,0.201586507466667,0.0220913685909312,58.59664427,5.859664427,28.311421156157,8.96472585598282,47.6581164563312
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,0.159645525071429,0.00631906653232497,17.48773645,1.748773645,20.2531533751743,0.955710687353722,39.550596062995
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,0.185652934857143,0.0201604584524328,28.19880436,2.819880436,25.2500480680089,5.94202663920172,44.5580694968161
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,0.1600421338125,0.0133615973286676,19.1429554,1.91429554,20.3293552011047,1.03224135073732,39.626469051472
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,0.157802914266667,0.00430957165735743,19.77031081,1.977031081,19.8991261103626,0.599956639014842,39.1982955817103
