Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,cps_acf_sum,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,PCA sum,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,dry_mass_pc,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,dry_mass_err
Kerguelen,KER1,CAT1-S1-1A,3,3.1,4.7,3.9,3.970588235,14967.41176,49334,48672.29412,1.342352941,0.09601296,0.763422781,0.705738468,0.332998979,41.67713929,0.545551463,0.307693025,0.188908139,0.034613486,0.176908295,1.51358533,1.175767571,41.77230147,8.466725077,96.40767896,0.203875802,0.069156827,0.308292281,0.290279905,0.165198949,6.9032832,0.109290172,0.084029554,0.077859878,0.046826179,0.096593031,0.355482696,0.273970788,5.88216169,0.893235378,0.012290366,8470.459825,24349.44729,10205.77283,553.5802331,48738.7654,18.68861595,39.93389191,26.74331214,81.89432683,6.928285046,172.0332159,130.2830932,32.36277494,2421.09846,711.6515767,252.6865249,15.06148595,1007.282625,0.079848366,0.141991361,0.313205083,1.376284175,0.072325223,8.636659734,7.874920915,3.236277494
Kerguelen,KER1,CAT1-S1-1A,5,6.4,7.8,7.1,59.76,17856.53333,63331.26667,62594.06667,1.379333333,0.181214095,0.878790208,0.859288967,0.25673747,49.13581669,0.393362133,0.296466975,0.142950952,0.038092712,0.147239048,1.251316365,0.967152833,36.41887212,7.235955793,97.00393044,0.201586507,0.07872117,0.41432257,0.404506902,0.100215847,6.770626715,0.128197376,0.035992912,0.063461454,0.042187985,0.113490298,0.444456988,0.191222598,6.54840795,0.85340402,0.022091369,7270.581826,18719.29689,11837.89698,433.6021987,40886.55616,15.75984242,28.84382633,26.49605516,74.54857758,8.457485532,154.8814977,132.8980564,58.59664427,2083.787413,285.4615205,130.380681,7.251617097,685.9688045,0.167762212,0.280654365,0.302346615,0.647526893,0.069317299,4.521959852,7.845461046,5.859664427
Kerguelen,KER1,CAT1-S1-1A,7,9.3,10.6,9.9,108.4857143,21546.35714,63213.71429,62418.21429,1.381428571,0.087747855,0.390582686,0.312653625,0.119456919,29.98211255,0.316053461,0.365756348,0.167640382,0.005832563,0.086604806,0.50219698,1.236747758,55.39773576,8.830657682,96.77214396,0.159645525,0.080841594,0.14588525,0.143650134,0.045333106,7.882851549,0.132755691,0.058805337,0.092955002,0.012362424,0.08138,0.116199046,0.251407934,6.314452216,0.943126445,0.006319067,2638.458059,7892.84278,3166.073488,145.6542648,18707.63044,5.990333136,14.90398608,12.73383553,27.27598299,2.597921886,65.34606485,43.42615035,17.48773645,863.5155109,163.3355729,44.73377847,1.71335692,91.41985794,0.045056322,0.05400101,0.0819318,0.458474537,0.063207346,2.211412383,1.823579953,1.748773645
Kerguelen,KER1,CAT1-S1-1A,8,10.7,12,11.4,130.2071429,18073.14286,50747.71429,49938.71429,1.393571429,0.218706965,0.985993735,0.879083576,0.213406361,25.74083751,0.289108654,0.402288456,0.242247554,0.016981448,0.1278349,1.333983636,1.34742039,55.52287082,10.19472722,96.21832325,0.185652935,0.218645969,0.507266116,0.473510745,0.08263019,6.596302313,0.151133339,0.056233978,0.093566487,0.027232668,0.129350201,0.570202436,0.198949413,7.021371402,0.690403237,0.020160458,7029.037339,23057.20465,9442.994519,372.8583737,35630.07615,14.56260068,31.14535059,25.82156005,65.36111894,4.555799076,143.4502871,114.5251759,28.19880436,1907.985918,434.2114875,253.226675,8.19883524,399.9479647,0.081466026,0.089369364,0.18436126,0.643115219,0.017626227,5.236474934,6.949966381,2.819880436
Kerguelen,KER1,CAT1-S1-1A,9,12.1,13.6,12.8,153.175,20860.6875,54932.3125,54120.5625,1.32875,0.089067295,0.577707515,0.555616918,0.137366009,16.45758552,0.141123903,0.421276894,0.232892473,0.021757413,0.115402416,0.696920497,1.576620378,66.48557485,10.53276912,97.0201608,0.160042134,0.100172706,0.589454537,0.491164099,0.069829668,9.000557272,0.098936887,0.049871836,0.086866169,0.054152957,0.111612389,0.433299801,0.191919451,9.388949024,0.914265246,0.013361597,3048.627916,8068.846686,3112.020149,137.6502423,13008.32214,5.221829427,13.60485991,19.18499137,28.74841778,4.22647584,73.24363877,41.3224873,19.1429554,1029.760485,203.0553031,70.38593935,3.767816255,299.9003674,0.034339306,0.037998077,0.141255927,0.45941447,0.084413495,2.496659877,1.733822103,1.91429554
Kerguelen,KER1,CAT1-S1-1A,11,15.1,16.5,15.8,212.5266667,21094.13333,53044.6,52110.13333,1.298,0.038785804,0.293494155,0.274805992,0.086987367,9.438427033,0.164822834,0.408577539,0.198533036,0.017875485,0.160801954,0.582666089,1.693269073,72.64846435,11.46319978,96.48131385,0.157802914,0.017382119,0.072465433,0.116478028,0.03628647,1.49335918,0.09291142,0.051903161,0.095072079,0.036737545,0.136298478,0.232966829,0.213571156,1.252470115,0.33741267,0.004309572,2675.023484,7023.833905,3257.609478,116.7959682,9929.222192,4.215243411,10.86332373,10.81206248,28.98839799,2.954910964,66.66000584,46.13258291,19.77031081,971.5768425,194.9295095,97.329283,2.858430699,271.9387073,0.073672112,0.083331033,0.068603587,0.171941507,0.027519532,1.215205903,1.848216072,1.977031081
Kerguelen,KER1,CAT1-S1-1A,13,18,19.4,18.7,308.48,23650.53333,61225.33333,60260.86667,1.335333333,0.017062032,0.264773428,0.139623996,0.076434604,13.6796617,0.153238056,0.40388165,0.195727053,0.007314524,0.065577915,0.206709621,1.56030865,70.15222924,10.52784642,96.60758766,0.150175611,0.014183376,0.102026178,0.063904905,0.027925254,4.983065197,0.101644344,0.0673391,0.074472471,0.018314363,0.08168611,0.145351182,0.224005087,4.329893675,0.60593712,0.004295984,458.1692768,1842.298409,338.8842864,22.55582026,4020.387316,1.572869736,7.487431173,3.298222114,11.6740324,0.811121884,28.31046928,11.60409855,15.96344101,273.1267857,30.56479527,6.962616026,0.666533592,67.74261464,0.017783884,0.034151641,0.016411823,0.10489905,0.025344872,0.190321941,0.079953569,1.596344101
Kerguelen,KER1,CAT1-S1-1A,17,24,25.5,24.7,466.2125,21313.25,55199.625,54276.6875,1.315625,0.039640251,0.402679319,0.523876637,0.126700923,16.05325334,0.331894207,0.400231374,0.199060468,0.001634948,0.105770625,0.907717001,1.653091409,66.66039155,10.7215153,97.04922548,0.160899843,0.030237039,0.123885408,0.18938819,0.032723217,1.368939161,0.121877165,0.04744095,0.084694484,0.004471471,0.099935676,0.284087415,0.127502361,1.603724946,0.301146844,0.00513953,5071.624524,15295.91562,6877.170886,213.3189091,18207.37633,6.986589224,16.48989021,22.07333655,44.32511103,3.976518253,114.3906738,97.8771987,31.65256708,1576.918734,236.5896523,109.8412701,2.983821266,174.7467358,0.042150715,0.0599718,0.101494601,0.350471561,0.100787663,3.793152987,4.502392108,3.165256708
Kerguelen,KER1,CAT1-S1-1A,20,28.6,30,29.3,587.28,22599.8,56713.06667,55812.8,1.3,0.013283414,0.211256955,0.182427205,0.073474964,11.88326487,0.172430084,0.422885634,0.225353111,0.004949362,0.049597676,0.351617182,1.630901664,71.59355723,11.04010888,96.96660895,0.154267967,0.014850791,0.047269248,0.054846348,0.02385968,1.605413367,0.111889506,0.061516713,0.077018857,0.019168796,0.089368123,0.198616975,0.195202465,1.759044447,0.247352404,0.004276096,2197.636489,5707.668952,2119.195067,70.00844714,11359.78762,5.66932153,15.34618164,18.88934963,29.368275,3.67902566,64.93648567,51.11187666,18.16693615,660.9589888,140.4932862,42.49584384,1.304675757,111.3855993,0.032214672,0.095693995,0.052728105,0.129787204,0.046467408,2.106412572,2.214402619,1.816693615
Kerguelen,KER1,CAT1-S1-1A,23,33,34.4,33.7,665.7466667,16717.46667,50758.26667,49893.66667,1.342,0.172081251,1.258917005,1.439618519,0.269246339,34.61621088,0.354394396,0.383921791,0.237192216,0.072130482,0.21588514,2.193916421,1.423027382,46.66410424,9.384594573,97.24963536,0.204718977,0.162758782,0.572276931,0.68472329,0.103285287,8.124158638,0.114201084,0.070616071,0.105547374,0.085716118,0.136001394,0.710288785,0.17815136,8.826646449,0.91986942,0.022146714,12528.03678,27130.75859,12890.21714,417.5692893,33851.35179,18.88507004,39.37891077,37.94363653,93.54908632,7.20558062,171.3250337,160.3937624,42.20795768,3444.206884,382.1862963,60.8506047,3.445464021,363.6703835,0.046887685,0.297328055,0.232560971,0.215122776,0.087693813,4.492499717,6.916091616,4.220795768
Kerguelen,KER1,CAT1-S1-1A,25,35.9,37.2,36.6,716.1928571,16771.35714,52420.35714,51672.92857,1.327142857,0.179728008,1.23566026,1.560437152,0.254005568,35.34206064,0.310409307,0.352762666,0.195342493,0.059526371,0.193516514,1.943276599,1.380316154,46.62736288,9.06226791,97.40538717,0.195298392,0.118760242,0.353652398,0.491149498,0.067785324,5.872370315,0.130868158,0.055159894,0.069235567,0.095320773,0.133528811,0.331539031,0.165757472,5.939870904,0.831025384,0.010733828,3483.960682,10116.20827,4855.040059,141.6979167,14577.34124,7.044092268,18.00861913,18.73001453,40.14643479,2.109290233,69.55534929,63.51816441,30.87167578,1094.011884,157.5389463,57.8341097,2.177054306,114.825693,0.065492235,0.119944376,0.085063108,0.370308521,0.016655159,1.920119418,2.858527259,3.087167578
Kerguelen,KER1,CAT1-S1-1A,26,37.3,38.7,38,744.4133333,17734.86667,51774.86667,50919.53333,1.346,0.090263621,0.883388907,1.065314127,0.214970479,32.617734,0.367737615,0.384383808,0.231050022,0.044035333,0.140968324,1.759351814,1.417514342,49.8306495,9.439571317,97.22849449,0.190547723,0.043801986,0.216293634,0.249131888,0.061843714,4.61852106,0.116679495,0.049682917,0.112671198,0.053456306,0.154713116,0.286424151,0.211224685,4.627241916,0.449484754,0.014773897,11659.94441,21714.33708,10403.61788,371.3797605,29657.04588,14.92378146,32.14134367,34.08990898,81.59730828,3.963633199,130.2536735,121.174026,45.92488524,3267.30311,194.8718454,155.4234859,1.61738766,109.2912388,0.147042894,0.246042698,0.311441985,0.230844804,0.075817522,4.448161977,5.750805569,4.592488524
Kerguelen,KER1,CAT1-S1-1A,27,38.8,40.1,39.4,772.55,15955.78571,48824.78571,48085.07143,1.318571429,0.152211963,0.949476969,1.201180118,0.228519415,35.74222725,0.403002669,0.361744331,0.254313598,0.025855468,0.218237932,2.121863043,1.513723853,46.22658054,9.34719481,97.330766,0.203191631,0.079814056,0.263922141,0.342394236,0.051975647,5.744925711,0.158737877,0.051304594,0.078386263,0.047806083,0.133846167,0.377395579,0.178358636,5.353482347,0.778188112,0.012095968,7647.184074,20341.20911,9675.703494,341.5130418,27516.05179,16.64731905,38.36122731,29.17767688,79.93730908,4.206801091,131.8879867,116.499276,37.28461474,2267.931752,405.8746354,40.69163139,3.285768212,192.625989,0.147532673,0.176175431,0.034558641,0.565674037,0.021598758,3.844581339,5.014326643,3.728461474
Kerguelen,KER1,CAT1-S1-1A,28,40.2,41.6,40.9,799.7333333,16688.2,50340.73333,49503.73333,1.355333333,0.092163148,0.841882994,0.974238102,0.22314081,33.54046252,0.473856776,0.37718883,0.283927865,0.046277668,0.227699809,1.905377479,1.444172846,48.53569182,9.545124513,97.01009108,0.199006737,0.07588344,0.316641268,0.287489776,0.092974185,6.041259848,0.13663514,0.0704825,0.070251561,0.064908439,0.137085064,0.475810491,0.241047757,6.619277315,0.492780494,0.019218049,5002.720293,12514.93162,8232.043472,241.2793604,18335.53114,10.18252838,22.13806966,20.22360626,53.3476494,1.945757248,87.98899619,91.14020217,54.6526961,1430.900738,348.3525975,175.7847238,5.105480906,296.2920325,0.107644663,0.261153416,0.217514945,0.456586235,0.05221292,2.926433788,3.600436192,5.46526961
Kerguelen,KER1,CAT1-S1-1B,36,45.1,46.2,45.6,888.225,15616.08333,49393.83333,48607.25,1.421666667,0.1539805,1.063755163,1.236450707,0.295501037,38.9313844,0.644129346,0.381604757,0.252892662,0.036896823,0.280807815,2.245029363,1.416445318,42.34717406,9.202220442,96.73796049,0.218104392,0.099936574,0.402250361,0.463562352,0.057683411,5.11782099,0.170726091,0.063097124,0.066856566,0.05508901,0.084228653,0.201109151,0.216519229,5.021126051,0.807913788,0.009289858,9110.578774,26333.16952,13294.3136,477.955413,37854.28444,19.97407233,43.41924078,37.92341421,105.4949459,5.765444277,183.5186364,153.3915035,54.98885363,2763.677538,223.1480952,138.4755692,3.028332467,235.7764508,0.056478506,0.469946319,0.429757144,0.961084227,0.078340462,7.306522756,7.789540979,5.498885363
Kerguelen,KER1,CAT1-S1-1B,40,50.7,52.1,51.4,1089.453333,17542.06667,52529.06667,51742.06667,1.407333333,0.103866107,0.80087506,1.017444407,0.24615245,33.45844209,0.45175368,0.357157629,0.284569717,0.08111554,0.159197751,1.786635023,1.475695898,48.04403204,9.324890228,96.1541672,0.194959698,0.052657184,0.213652576,0.260734921,0.066071586,4.738657815,0.078388845,0.071799383,0.123769339,0.077393685,0.126625828,0.397410067,0.229680754,4.393609899,0.478783765,0.011529893,9163.233327,20694.032,10841.15992,375.4268958,31170.92403,19.40135717,37.71061641,31.57899132,88.37360202,2.362468842,127.4096231,135.8916128,40.20040958,2655.178009,39.14844249,130.6451559,6.296867091,513.3314228,0.312621445,0.920295627,0.217195633,2.113767288,0.050752787,2.739950494,5.21794709,4.020040958
Kerguelen,KER1,CAT1-S1-1B,41,52.3,53.6,53,1213.321429,15258.5,51210.85714,50412.64286,1.39,0.164852168,1.159998817,1.50520125,0.324302919,43.88915481,0.552667186,0.366980053,0.258226596,0.052287757,0.255951708,2.472278715,1.348435355,37.6138769,8.640967094,96.95421585,0.231535365,0.090284173,0.22975757,0.398586191,0.041351062,4.330332271,0.171038742,0.04416226,0.08131612,0.05368286,0.174678589,0.350983144,0.157893871,4.244005848,0.514119028,0.019715073,12647.00276,27857.81305,11278.11655,457.3151082,33869.91213,16.69197316,33.88638281,33.08146631,81.69604829,14.53891486,171.3204442,150.100816,52.07309242,3438.356828,654.0277488,175.8665955,6.7296966,564.3448783,0.148497839,0.331823463,0.222861529,0.669962803,0.264350315,6.260687092,6.648722512,5.207309242
Kerguelen,KER1,CAT1-S1-1B,46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,56531.57143,1.327142857,0.048303474,0.402473533,0.563199258,0.1396261,21.99995436,0.291733153,0.371025676,0.256640013,0.018536913,0.069321369,0.5063262,1.662888671,61.21748972,9.979266621,96.47122447,0.163122271,0.025259712,0.054043749,0.077056615,0.042762225,2.816686892,0.085546879,0.061563391,0.045044893,0.038736569,0.085255452,0.239255681,0.169252327,2.557919924,0.301565334,0.003918103,3713.686646,7587.711479,3746.441884,143.4324445,12808.45152,6.554846441,13.83972022,14.52619027,30.18599746,7.56864323,76.14964032,105.1968675,21.37694093,1197.639786,189.2791492,59.23831837,2.745857023,155.8409567,0.087370293,0.185515164,0.072743303,0.312888828,0.254801003,1.933172921,4.11158064,2.137694093
Kerguelen,KER1,CAT1-S1-1B,49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,51320.93333,1.295333333,0.16424528,0.425174455,0.523704114,0.259315663,21.16110057,0.301318732,0.357941491,0.178762584,0.062211083,0.476372704,0.288265207,2.747757154,60.36441839,10.57722327,96.34695883,0.176164448,0.066286548,0.092634792,0.112774359,0.107115032,3.613877273,0.122326162,0.052066533,0.063216949,0.06697032,0.254194076,0.199351938,0.460860251,4.502570752,0.248664153,0.014053807,15479.98661,4034.917626,2161.427163,346.3897576,14380.32761,1.249641147,9.064108327,4.195291116,64.2076509,36.56109383,34.6500895,338.8652331,27.74511597,4690.122304,33.47703592,2.306044471,2.28996156,84.43624491,0.005086433,0.0922759,0.039434945,0.983473977,0.912413514,0.973343211,14.72743525,2.774511597
Kerguelen,KER1,CAT1-S1-1B,51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,60945.07143,1.356428571,0.172841096,0.296921935,0.326867239,0.181339812,16.33947762,0.243259597,0.395331865,0.200696339,0.016352594,0.048733486,0.22677167,1.746838009,66.9854665,10.08234075,96.18602354,0.150520749,0.053376611,0.040658901,0.046757575,0.048352911,0.905140747,0.09996892,0.039314307,0.079293473,0.034203908,0.07475088,0.125396309,0.16507847,0.940930805,0.205763876,0.002587245,1332.507255,3370.327372,1321.532644,59.66146775,4883.677754,1.332416753,11.80880582,2.938278701,10.51247544,2.802966071,47.97809994,48.56850259,17.98223463,500.4474263,73.61854793,26.45067866,0.738292129,28.13610288,0.015849868,0.078581954,0.035397825,0.113252779,0.034857543,0.295823984,0.143823469,1.798223463
Kerguelen,KER1,CAT1-S1-1B,57,76.5,77.9,77.2,3056.76,23107.93333,57691.73333,56770.8,1.326666667,0.024692801,0.277634156,0.153492458,0.082254921,8.872457519,0.167171622,0.409902191,0.201863409,0.000329542,0.046935135,0.110551149,1.598134624,75.17996767,11.1713314,97.4458239,0.148592771,0.018404075,0.054136062,0.051347721,0.0307257,0.640847205,0.09255396,0.066208067,0.086354739,0.00097354,0.063504297,0.118357243,0.151437828,0.563417868,0.281736072,0.003488414,442.9078563,5249.86072,498.7916112,76.30468085,8920.913751,3.179077437,9.288903341,5.504167322,11.403039,1.221309035,70.88337203,20.51940777,13.12565828,296.6069678,175.8882384,15.46904819,2.226362168,261.941093,0.038353696,0.036993918,0.043984322,0.023987942,0.010561385,0.693696694,0.615202156,1.312565828
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,3452.746667,23417.13333,58329,57406.53333,1.412,0.026664794,0.282692891,0.131644573,0.077653807,8.945826239,0.070774311,0.413316532,0.17678674,0.000329542,0.078325952,0.218443433,1.598116177,75.32572688,10.98832237,97.56842637,0.145892131,0.011033352,0.046454377,0.067442266,0.036201378,1.052475774,0.070911729,0.057962002,0.07663336,0.00097354,0.089940772,0.138426002,0.20945842,1.020783975,0.18303699,0.00256107,323.9790116,3883.986282,291.56336,55.46225053,6816.274673,2.133265234,4.959823644,4.052348853,8.987606637,0.934094849,56.90823166,13.72149586,12.56793451,259.1559924,72.63749019,2.633210049,1.39598335,92.89896956,0.03359726,0.076279173,0.080249406,0.174366221,0.015066063,0.823351056,0.490283027,1.256793451
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,54176.28571,1.295714286,0.029866626,0.26341231,0.129367047,0.077596891,8.450068748,0.104196191,0.382783394,0.176294577,0.002305964,0.052989945,0.163296893,1.626943054,75.23445144,11.2268207,97.17195709,0.149229965,0.017262527,0.053163549,0.033170343,0.045190037,0.588044636,0.056815292,0.047987571,0.059460588,0.005954751,0.070516932,0.182955204,0.119693108,0.594420235,0.244263655,0.003312639,487.3846201,3407.375544,755.0023464,56.20523213,5710.94941,1.579837083,3.437486028,4.450254187,9.510397791,1.203244441,52.38105472,16.75001654,13.46785804,303.2847,62.86312354,16.03135126,1.1653151,95.31310828,0.025874662,0.007161326,0.056354536,0.055405562,0.007084839,0.990931332,0.321749848,1.346785804
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,55867.8,1.344666667,0.031232824,0.279377005,0.158638675,0.064793374,7.995818624,0.15850033,0.415353864,0.210974706,0.023310904,0.048889149,0.12067497,1.713711003,75.98209383,11.3443812,97.65948868,0.149304916,0.05461378,0.052319011,0.134412301,0.0288553,2.008175117,0.087539344,0.056585568,0.06075097,0.047265531,0.098342095,0.120407031,0.152353556,2.01709138,0.362643742,0.002732735,196.5150343,2189.505993,223.979161,29.73641755,3225.774563,0.923007687,2.13136205,2.622442469,5.963937738,0.700899472,36.49555291,8.929101824,12.25687847,191.5053837,32.85207386,4.416598968,0.524097846,68.32973981,0.017314455,0.036233417,0.027138847,0.025577129,0.003215039,0.116935077,0.094618257,1.225687847
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,55384.13333,1.338,0.012220475,0.236147327,0.066799325,0.045617439,5.965171954,0.184697193,0.393304794,0.212214381,0.000329542,0.0697612,0.097945091,1.793298503,78.04087468,11.42494327,97.67079759,0.146391761,0.012995225,0.041752358,0.045721848,0.030304933,0.537383425,0.07330674,0.043825363,0.076635935,0.00097354,0.111902804,0.127248205,0.168145229,0.513594682,0.254683443,0.002854314,299.9494325,3711.15207,334.2205693,46.8799998,4542.425909,1.049747683,2.791826174,5.41452311,10.45252365,1.072921849,65.73504848,14.23345251,13.92959389,205.5788987,106.3870844,6.961726331,0.996486006,37.35777084,0.004983547,0.030081004,0.007968769,0.130952766,0.004038338,0.581975022,0.170296554,1.392959389
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,56528.46154,1.32,0.012098035,0.295034839,0.059961075,0.049657305,6.063811449,0.172739849,0.403767311,0.214065289,0.000329542,0.033973554,0.076206679,1.710622739,77.89279326,11.23978559,97.38787293,0.14429771,0.015129891,0.052723971,0.034115469,0.037814524,0.35043697,0.075011989,0.062005428,0.101118795,0.00097354,0.051827847,0.097744045,0.158812107,0.533214563,0.21179118,0.002510634,167.7999201,4217.700826,237.3718165,46.78120576,4414.084703,1.050225297,2.843511196,4.038560617,9.118797628,0.714706415,78.06690295,10.592352,12.11978687,206.6572639,50.2785658,2.315375042,0.804152565,51.03978495,0.014156455,0.045295099,0.060109751,0.147479116,0.006330412,0.162916633,0.163054645,1.211978687
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,54692.66667,1.306666667,0.021906453,0.235357706,0.070782013,0.05501435,6.55674247,0.129784756,0.393768835,0.224123969,0.000329542,0.02412147,0.295964183,1.806617981,76.52830217,11.06393227,96.61271314,0.144591799,0.015710216,0.027929786,0.043149055,0.0254002,0.453366292,0.073359532,0.058633903,0.065367706,0.00097354,0.053246674,0.217614655,0.200124726,0.693374454,0.256387983,0.00390588,335.8691783,4013.123051,393.3367813,45.78783303,3780.979575,0.930570105,3.315937291,3.510172288,11.7594545,1.060803729,78.12846424,16.12570153,13.01429456,217.6595685,37.50970772,9.38595087,0.73313968,30.53025131,0.010595202,0.04688002,0.029526189,0.04012809,0.017051544,0.573784212,0.219705011,1.301429456
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,53989.38462,1.440769231,0.024367282,0.300982895,0.10410238,0.041435296,6.011369802,0.158769714,0.38566958,0.223081335,0.000711276,0.005499854,0.139070452,1.720298064,77.44848838,11.43996645,97.20571372,0.147728606,0.016841933,0.059896027,0.046925471,0.03184017,0.97458359,0.092156176,0.046790967,0.074196701,0.002564542,0.013979251,0.161656742,0.231280586,1.08235311,0.216115313,0.003058425,238.5346084,3486.528107,386.7326744,38.5256522,3167.607313,0.814471895,3.032224277,3.038249121,5.798802064,0.994535425,70.05573441,13.26053158,11.60860149,206.9599076,93.38353963,7.70046112,0.466129212,47.14163657,0.00909909,0.012421038,0.01986838,0.133579217,0.022361288,0.531498179,0.190513613,1.160860149
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,53914.23077,1.287692308,0.020195162,0.260582967,0.09718922,0.057922516,5.656288621,0.158742944,0.422565867,0.180463667,0.010287039,0.055845541,0.150843423,1.736764828,77.9081812,11.45317127,97.32094404,0.147029775,0.017551002,0.025014925,0.030901953,0.034602704,0.32870873,0.078118712,0.074578394,0.087400171,0.016932133,0.084889473,0.112430198,0.101385989,0.646051363,0.209119066,0.003540928,35.89186233,2595.371312,218.0937453,28.24261491,2284.889729,0.611487721,2.520712809,2.972262265,4.641441298,0.562762357,53.9478412,10.56346884,12.0714856,186.0023139,19.60075045,1.218257687,0.206348674,28.98397658,0.006965903,0.046532686,0.023071922,0.066323119,0.014474014,0.881024174,0.243980703,1.20714856
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,4936.930769,22964,55507.53846,54559.38462,1.303076923,0.011338416,0.268974332,0.102437597,0.045866683,4.69210396,0.134992228,0.401778689,0.195742134,0.004135879,0.037001432,0.206588543,1.751472455,78.96243641,11.57741091,97.6072909,0.146626676,0.010885686,0.039777564,0.034621937,0.034850269,0.210212861,0.061668878,0.045659212,0.115801541,0.014912125,0.054544102,0.162709526,0.138267937,0.351936929,0.271025618,0.003704556,157.0594404,3949.674648,441.6354183,41.11180496,3412.493629,0.910381859,5.705617692,5.962629521,6.264222559,0.765652204,79.92720242,23.41796688,10.34845519,200.016727,42.83076251,3.726801625,0.161053209,30.7799401,0.006646955,0.048933219,0.022947646,0.084999184,0.002890113,1.001958291,0.204597872,1.034845519
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,54177.41667,1.346666667,0.041900525,0.370110364,0.379797361,0.116232625,7.118413933,0.087689498,0.421888237,0.158355384,0.009120558,0.150729169,0.647966337,1.761913231,75.36786468,11.56727889,97.32957743,0.153631201,0.018713401,0.070206957,0.204495792,0.033931108,1.592055803,0.069894834,0.067722,0.074504239,0.016632487,0.132904769,0.402569514,0.204912207,2.152996279,0.261218108,0.006694886,7255.583194,5683.67778,2787.737038,103.2608758,4977.113764,1.191415297,6.225778674,7.391036368,28.72260097,10.74847022,109.6646554,97.07584026,15.67137024,2014.293918,65.29379887,26.53025849,1.199696853,41.06758826,0.020650204,0.034384999,0.048550012,0.157111928,0.148107154,2.228401166,1.090708744,1.567137024
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,54251.83333,1.3725,0.024573151,0.29872922,0.159862408,0.054495047,4.366841603,0.096507237,0.386234689,0.171131681,0.006113272,0.044345227,0.171159473,1.670708901,79.36009079,11.47745201,97.55933945,0.144629065,0.033032141,0.089044146,0.060575015,0.041919709,0.442488503,0.092395915,0.053349677,0.065669791,0.014342757,0.077017554,0.191573274,0.212754179,0.555404915,0.164555236,0.002135395,293.8266765,3599.827864,435.4794317,33.50696137,2637.046993,0.767742407,6.625024494,5.924549608,21.92880594,0.706861739,74.39152898,23.61796449,10.15673365,214.5612668,77.24643191,8.232842168,0.982277396,44.32058868,0.008962163,0.06070631,0.069898106,0.771044273,0.012775555,0.715396099,0.250319871,1.015673365
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,5436.623077,23160.69231,55187.46154,54284.84615,1.347692308,0.008051651,0.259329425,0.080427217,0.070402282,3.795424448,0.058635914,0.444697552,0.160693528,0.012098652,0.017564412,0.280658881,1.648039579,79.73737917,11.54640288,97.41806387,0.144808217,0.013433262,0.051783018,0.030304632,0.03531512,0.35624488,0.062965742,0.054497948,0.070265985,0.029643651,0.042967504,0.163376051,0.166793351,0.411490301,0.242751064,0.003093697,199.7601332,4640.523522,337.7373781,41.49307617,3560.842802,1.008260928,7.365820821,6.211413657,9.708856297,0.749489114,89.12411225,16.00076454,11.97580925,247.9286391,108.2639191,5.496537482,0.629608913,36.86802119,0.010698193,0.096946552,0.115546166,0.229171541,0.014813114,2.309353539,0.483891328,1.197580925
