"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","cps_acf_sum","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,20964.6153846154,65795.5384615385,64927.3846153846,1.41076923076923,0.156117788130314,0.843548552539842,0.397551368537439,0.214125011362569,33.3018406445173,0.26730780502393,0.283871167084496,0.15241803492571,0.0003295419531622,0.191040735905836,1.28432252025201,1.15917616584298,47.8546637619889,8.45851421804342,0.176783745384615,0.0370064295764462,0.220713333426704,0.202364044799048,0.0814338906364381,5.27044815616229,0.119114992433687,0.0485039362389159,0.0842266824235289,0.000973539905853925,0.0911772678782276,0.303970120061823,0.287556287122395,3.66280736859419,0.692455908171305,0.00625635417181775,5207.184,15558.14641,1580.648497,291.4015196,17138.00234,4.715790685,5.241528694,33.07658228,27.71352621,18.82353425,198.4859127,8.287638868,24.25268384,104.6643984,281.60245,25.4484408,1.981530334,174.8076238,0.102332658,0.172446294,0.588763165,0.146881689,0.246588299,1.290158433,0.061328528,2.425268384
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,18354.5384615385,46608.6923076923,45672,1.35230769230769,0.136590012786175,0.722206746002365,0.20769389066639,0.170570185960656,8.86896390724447,0.203965940514204,0.393719290886902,0.325759570704336,0.0076500906489858,0.240668828514479,1.73872548223083,1.62251526118759,67.9958094673698,12.0151730203003,0.176709254461538,0.0419761182815735,0.129009121635759,0.0432064646303463,0.0412539495934015,0.8220971218758,0.0993464647692793,0.0773924194555071,0.103143050848752,0.0227992193479167,0.153567499451182,0.230448712759601,0.225512793193064,0.946432985247097,0.228888631394153,0.00268037723819358,5837.940234,17669.83951,1819.746676,318.8457154,13667.24784,5.347190156,6.351383957,33.89863255,28.93439766,20.45548446,217.6036906,10.6404829,28.08949975,81.73116327,81.28126176,23.83868146,3.985571442,118.9050562,0.056145497,0.153703492,0.559327437,0.506351959,0.186144909,2.023714323,0.029793352,2.808949975
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,17416.5833333333,46639,45782.5833333333,1.30666666666667,0.162309815934851,0.813324995191428,0.350064011014525,0.26836490490169,15.0393882451634,0.288640227531366,0.404369002975726,0.332611410001782,0.00458095696190934,0.273820113957377,2.15526047077537,1.47423577964466,61.9577049164684,11.3295676846311,0.183069920666667,0.0530904940814621,0.128716198948442,0.110135300758123,0.0664791770092761,2.27797679156203,0.104961852894421,0.0613646231175266,0.126155376946261,0.0158689004106267,0.100082968052506,0.384378926081894,0.189065626890705,2.72142353121933,0.285520624547548,0.00636049475218899,6956.874444,21182.64262,2092.551562,343.7990278,11986.74089,4.922970952,6.39350629,28.97734663,27.00122448,22.53472619,287.7800097,20.13391113,32.86456422,214.2717329,288.0839396,28.04019092,4.950706,38.35757086,0.064490919,0.235920382,0.156477672,0.615627918,0.574635518,3.53969412,0.39865144,3.286456422
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,16929.8461538462,45918,45018,1.36230769230769,0.195436500490601,1.08375081858035,0.4885478240541,0.314635729990623,17.0484358345277,0.107855963099524,0.365138343278576,0.243335514536642,0.0221183628339026,0.327662057743336,2.26408323995516,1.45964424368273,60.2908857325761,11.2241896414092,0.186192237846154,0.042046070533082,0.299752769793431,0.197432371121062,0.0764218346429835,1.3091378924621,0.0780209206290858,0.0482578020309781,0.103179707176693,0.0411825995231525,0.104276994058599,0.284065427910599,0.190468252591871,1.32673551620247,0.292918947908478,0.00406954777494389,5864.826617,16828.03623,2256.103454,382.915235,14179.20706,6.646599115,7.84225117,41.9704529,36.91192497,22.63461313,192.0094569,11.10116946,31.47956371,211.1337582,129.575879,45.34767943,1.64653551,59.55266965,0.108339566,0.241541336,0.247625672,0.11811816,0.371207655,1.056052013,0.204261518,3.147956371
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,15819.5454545455,50811.9090909091,50044.2727272727,1.30363636363636,0.26760178385172,0.949045878339884,0.480835336335614,0.326309449910304,35.3892116708486,0.352407265231254,0.282663550193453,0.246002536861161,0.0193360522370738,0.388830280465286,1.90804298189564,1.14694911291272,45.1231924534653,9.35776710492244,0.207411269363636,0.0961755668806419,0.126912711289099,0.117949636128362,0.0791614484438482,1.61747868621204,0.124339176901158,0.0769724892371064,0.0541029221980645,0.0360908944062964,0.251656599438645,0.371003995039862,0.133524311708993,1.18079726181332,0.377814746701261,0.00730232867287039,8871.994311,23025.53265,3140.602681,585.3572459,35487.97724,9.632847657,11.08791026,61.64578206,47.90043877,34.84930473,237.2807242,16.78597985,40.47366511,120.6591226,198.0195808,31.40602681,7.78525137,670.7227699,0.088622198,0.09757361,1.02948456,0.728086669,0.4460711,5.125263643,0.229967924,4.047366511
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,16145.25,49209.6666666667,48382.4166666667,1.34416666666667,0.36286073907402,1.61247489980319,0.766504485729531,0.392786869996841,29.3308369668576,0.205134203691075,0.302939817846795,0.269537076174216,0.0322683946644501,0.4216431654954,2.28290769956205,1.21310598649143,48.8162131796381,9.74702194890697,0.19989823275,0.116705688965042,0.40534508057005,0.27763790383369,0.0516952876782062,3.45468572323077,0.154315992830825,0.0870396507458643,0.0806400693042087,0.0416214517047284,0.0967117565211939,0.413638816086385,0.327135782335266,3.09947357451716,0.590573796036618,0.00903294357113845,7746.307975,19806.58483,2780.927179,509.8802514,25321.34917,8.041928644,8.769207812,43.74139458,42.59030524,30.00680597,201.9638553,18.09041528,36.81900645,230.8399776,186.1818974,39.76725866,3.977065961,194.9743886,0.101328301,0.211337908,0.209958694,0.234246679,0.483109576,2.746708433,0.063316453,3.681900645
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,18131,55430.9166666667,54581.4166666667,1.35583333333333,0.144632769456611,0.779838246731495,0.422423071872766,0.227165570363337,29.8903121819267,0.238196692166712,0.303574607072349,0.172546953969665,0.00231460049995371,0.283340196011742,1.3491940168928,1.1944869738491,51.0015025387376,9.18024421356821,0.180753975416667,0.0267340812507992,0.119780324499453,0.191299303374651,0.0486982000967139,5.90436390558634,0.123924145737367,0.0644609763254182,0.0874749143282845,0.00801801133028829,0.148007978351551,0.252845998763308,0.193324901867317,5.0365917735285,0.557490763763184,0.0099834761180887,8706.157013,23961.57686,2482.596033,510.7720501,30348.25974,8.722415009,8.979833284,34.73791874,44.27594323,30.61922635,256.1176349,12.6893661,41.3738341,221.1363881,191.6926149,49.15540146,2.24739702,264.0298597,0.070651562,0.241557515,0.340431604,0.509173347,0.814471421,1.075694066,0.16115495,4.13738341
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,20091.0833333333,59727.9166666667,58828,1.35,0.14105434106084,0.76828912363319,0.309635089529783,0.213499957911943,26.4579907238451,0.243448758981535,0.333703210113475,0.266487987594921,0.00781635635777447,0.227635787747215,1.16741971304018,1.16830806657919,53.6693676111535,9.54524010942374,0.177930938083333,0.0478442166015877,0.142112882831591,0.0944542128719296,0.0467648115933808,3.1498808497566,0.100801960683269,0.0395295833665857,0.077996316377515,0.0204238620148032,0.138182895360747,0.158849292340416,0.189445393105557,2.71005491247638,0.44912125810931,0.00451591526698096,6598.380417,19881.77207,2488.325779,425.6460716,27170.31131,6.251857157,8.651530736,40.88974473,38.26194334,22.88497366,217.7898692,15.7899099,26.73751232,137.9061507,65.60984782,20.15543881,6.895466359,309.741549,0.096903786,0.255220157,0.249427443,0.566276761,0.157906318,1.350297189,0.203689838,2.673751232
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,17799.3333333333,47476.5833333333,46619.6666666667,1.31666666666667,0.146705212461712,0.862492717854811,0.348678291254955,0.240449870579817,14.0708884877253,0.150483220352918,0.348004829617734,0.223421468778221,0.0125137732799294,0.255967479949975,1.77049070745281,1.42104940350479,63.2864691769821,11.3178075590003,0.178880946666667,0.0344229491341433,0.0680292349122436,0.0904095356728827,0.0453079683376601,0.693560605905748,0.0755617452548543,0.0622490805213818,0.122948152498265,0.02897613157677,0.123512078151071,0.229007452468336,0.205631077045967,0.937493614185269,0.307888186268432,0.00590696245974207,4618.995032,16479.65741,1575.735639,285.4554922,13872.977,5.871694204,11.09571628,27.8525667,30.62449678,17.215285,199.578966,9.92564195,24.29736534,122.8652679,75.80642407,15.59978283,3.882194694,234.4533113,0.029358471,0.335090632,0.35929811,0.275620471,0.129114638,1.576673831,0.11116719,2.429736534
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,17684.75,46879.25,45986.0833333333,1.33333333333333,0.12831162917258,0.758848707636646,0.296255592969599,0.219801233806955,12.5513295189018,0.353766341248496,0.392390572143705,0.313069150753589,0.0313804839316454,0.252807704841902,2.03624587441605,1.55098127199787,63.8478577399733,11.6999346750005,0.183302172416667,0.031761774512703,0.103282428352123,0.067074083276807,0.0406726163215238,1.37867508744179,0.0956716600048104,0.0843494604437998,0.0663473110678298,0.0471332312859742,0.132532108731623,0.292978031990339,0.272691765377671,1.26957408291958,0.450514412735701,0.00767261806353377,3415.579205,10723.74092,1161.29693,213.0614752,10017.06936,4.139917554,5.323592416,16.00316636,21.4504263,12.67297664,119.2508257,6.298210275,31.01118031,69.67781578,15.01323728,11.14845052,1.363593441,131.2236086,0.052576953,0.062818391,0.17603483,0.265985286,0.01647487,0.643954459,0.021413915,3.101118031
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,17870.5,47524.6666666667,46671.4166666667,1.28416666666667,0.137892409371546,0.807885754177767,0.36748168268383,0.224418356196923,15.1465846850443,0.285069549103974,0.394554737901414,0.251431421440732,0.0186115683450149,0.20545050217662,1.72585416468832,1.30094500413877,62.739272593098,11.3077557587958,0.18033640425,0.0347421915823191,0.0753186791327159,0.104580304546923,0.0485519685645036,1.23975520774438,0.123578232598383,0.0609566370703919,0.0868032712034035,0.0440464476649668,0.165034265021313,0.296056132889247,0.159368520704953,1.36150519806387,0.414293232730946,0.00827238141136432,4921.529077,16718.31854,1911.570392,318.8247,18126.438,5.075843538,8.253068077,36.18123,34.30741154,16.21679654,197.3571738,10.43275985,19.89352741,148.6301781,180.5578402,23.70347286,5.61131472,242.8942692,0.092380352,0.149380532,0.137488674,0.161244834,0.37298632,0.967050152,0.040687763,1.989352741
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,17555.4545454545,46970.4545454545,46046.0909090909,1.42727272727273,0.103615122091676,0.68876939713714,0.277052513497353,0.241943189314409,16.4046136128415,0.16051186353347,0.386762279715851,0.245469613927839,0.00500092324736875,0.333852696384686,1.93169788345237,1.36912558803331,61.9810165222753,11.0515055811498,0.178287780454545,0.0388671493048754,0.168119569753318,0.11397008509988,0.0776983977300036,2.50146875353979,0.0856855520877927,0.0693252459684711,0.0780617514632273,0.0165861860168878,0.144033201404478,0.235518648768569,0.203320386221211,2.10502419694723,0.498342423519137,0.00458270544758877,7273.786524,20223.29166,2382.409952,443.5927218,18736.05749,6.595896427,10.60653138,35.46679751,37.68347236,25.92994062,220.559147,10.79469099,30.85010838,336.7763161,202.2329166,38.35680023,9.58160279,219.2118727,0.11081106,0.328802473,0.539095322,0.844109781,0.739003308,3.021660314,0.138172045,3.085010838
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,17671.8333333333,46547.6666666667,45649.3333333333,1.27583333333333,0.0971096803755229,0.701561818699925,0.265777021829133,0.189314503210454,12.5428362192936,0.218609712759615,0.398635877803328,0.327076029865291,0.0120592878442379,0.241912650116801,2.0150070583244,1.5011271441381,64.7305141414671,11.7801548207877,0.182009143666667,0.0250655510743553,0.106921484577429,0.134634538025246,0.0440858734430791,1.77656741350884,0.106647393351744,0.0597212573152545,0.0937920108866497,0.0417745984986354,0.113411846776027,0.314430271128613,0.298243166039028,1.72007264547493,0.341993931396504,0.00358285633533958,5415.67046,17750.4328,1894.366875,330.5850441,13972.31801,6.245626149,8.570619866,35.40585383,37.52964617,20.04468741,211.7085625,11.40700042,27.0545809,155.9713092,209.455107,25.95282619,1.454574194,76.84774904,0.014989503,0.118274554,0.400086148,0.240189735,0.567264654,0.296391987,0.087833903,2.70545809
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,15943.9090909091,51358.6363636364,50500.2727272727,1.34909090909091,0.31245438819213,1.50343448535361,0.807561501222368,0.512398231476389,35.590101450028,0.256889420060752,0.275792023049618,0.223403873631807,0.0179543677045893,0.396978682529059,2.53028440729814,1.04404161045679,43.4403759546968,9.30737400982495,0.21437147,0.0461007293887611,0.167158204346834,0.14141837463467,0.0501539717440657,1.82032339127283,0.0894007001592639,0.0647672179409843,0.0827868766677753,0.0354008675058854,0.118758047329333,0.197251718293714,0.19842428537326,1.40871663014363,0.374166174467816,0.00904689117844741,8945.422022,26370.11281,3316.178876,654.0897303,29131.62831,11.02836,12.14358742,49.15261573,53.75514157,36.0531191,255.3811775,18.6667827,43.90873382,111.8177753,58.01424818,18.57060171,4.251583247,367.0585168,0.101460912,0.338806089,0.407966711,0.73644544,0.504743667,0.817219768,0.104533983,4.390873382
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,17513.2307692308,53067,52107,1.37923076923077,0.232695942517169,1.24062879109042,0.551512710120681,0.348928957866417,29.0739504730421,0.207557110040327,0.320017421278882,0.265160990588011,0.0253554559596201,0.368354791742358,2.2887173482907,1.23004865150573,49.5439723040093,9.91725265964563,0.200281993230769,0.070701389537126,0.201383737362282,0.200115126355211,0.0516695161201461,4.27133896959227,0.135196985392861,0.0544532855361223,0.0879580434463291,0.0538444487935449,0.121701548698516,0.473623570198589,0.33594886068745,3.48732112836611,0.699623458860607,0.00739941947063828,8976.759109,26667.54291,2867.600154,567.7982591,22528.01628,9.134399757,7.820727692,39.76047449,44.16857409,32.92937976,253.6262866,14.95542664,51.53906898,182.2282099,424.0139323,48.17568258,8.346634409,74.34245371,0.033797279,0.171273936,0.397604745,0.295929446,0.625658215,2.967427554,0.216853686,5.153906898
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,19630.1538461538,52476.3076923077,51578.7692307692,1.31846153846154,0.154142809250872,0.853609659111703,0.342087538372631,0.27201902874025,15.6221993127664,0.253310354001838,0.368803554153502,0.228016507508322,0.0003295419531622,0.227722753546108,1.64800742585851,1.41790281331352,62.3126408238233,11.0893655288739,0.178004605923077,0.0262134408229321,0.0996515245297108,0.0764077296969761,0.0495789657469551,1.29032961035859,0.122162942602967,0.0751597037986815,0.0770413505594361,0.000973539905853925,0.123180140204359,0.227235443246611,0.151588742633149,1.15559505106176,0.248123775150613,0.00454971204769889,5721.295663,19173.11646,1937.934236,360.8953237,16524.5867,5.668266146,7.733471223,34.52810771,29.23988643,20.28673632,218.7762183,9.993117862,22.75250175,207.6830326,243.4985791,25.58073192,6.820921619,115.6721069,0.064051407,0.12373554,0.252055186,0.245615046,0.730322508,2.472171267,0.109924296,2.275250175
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,18939.2307692308,47732.7692307692,46848,1.34538461538462,0.0939282262212202,0.606594809323661,0.326634604465286,0.177054638586352,9.11834912645039,0.126054590600125,0.387709252001147,0.272523363554197,0.0003295419531622,0.140983448372698,1.50811012499947,1.54169619921831,68.5106114544789,11.6807625603868,0.170673390230769,0.0304657266729656,0.122613577379021,0.38640403265236,0.0813854043773759,2.33451131452308,0.0728140964758743,0.0680135458502006,0.0556570938954358,0.000973539905853925,0.0927036809109943,0.350509802898163,0.216142129158031,2.76601993603339,0.331272804050238,0.00650999420347503,6594.697268,20274.4736,2422.968415,431.4287933,17616.22911,7.144032067,7.374484715,40.65077512,32.82610384,24.33687143,219.7339196,20.92027695,29.03795177,79.79583695,85.15278913,22.04901258,3.580858984,348.8013364,0.087157191,0.076694641,0.219514186,0.403761077,0.484303741,1.186563166,0.115061523,2.903795177
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,50380.25,1.355625,0.0956973930015286,0.647649099183151,0.208280231155397,0.178175816453151,11.5942122059158,0.204430925766839,0.388325244150919,0.279661048076549,0.00925354967714296,0.161463653935234,1.46461505399533,1.43672806929599,66.4453789019739,11.1937348547247,0.1684474398125,0.0312919111802033,0.149366665801033,0.0644280975436489,0.051015303911602,2.07121390316817,0.110080851937677,0.0902557944850003,0.0796698454324087,0.0340179964918719,0.129469931990337,0.245079520378604,0.168226540642576,2.10854664948,0.487235091810823,0.0042813358626073,5009.073815,15679.13954,1886.233337,299.9841868,15409.2047,5.39869674,7.652397974,44.99762802,66.23589727,17.07719827,188.3177471,7.331532035,23.17770367,164.2976211,25.08662327,4.904206677,2.93984503,118.6508762,0.062085013,0.179066113,0.350981499,0.437156922,0.285189211,1.902009246,0.072582167,2.317770367
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,16921.6153846154,49881.4615384615,49036.2307692308,1.32461538461538,0.291309435014927,1.40479017627238,0.585955545554553,0.383828744381527,25.0765637381498,0.155234586702876,0.315048686982155,0.245902695567894,0.0379969406057544,0.322272546523458,2.30862138024123,1.27526276212931,52.408035659773,10.1582743236409,0.195670323846154,0.153711236214484,0.501135296245414,0.237550064035129,0.142841210615576,4.79249141923895,0.102887398877877,0.0446501238617651,0.0786436901444263,0.0428505494391985,0.209963729925622,0.790889890344074,0.267121324533029,5.42684080061215,0.478977837874963,0.0216175782782549,7175.3422,23770.8588,2339.38198,436.78518,17175.5766,7.2536503,6.6532882,28.9478943,36.659792,24.826568,254.965373,15.9139461,36.17742954,244.679169,204.4293857,29.71015115,0.960927396,190.6489003,0.028289236,0.035262427,0.358953889,0.454581421,0.44191291,0.790392656,0.165505039,3.617742954
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,19878.1666666667,52794.5833333333,51858.5833333333,1.33,0.075893894261859,0.585227167155988,0.211998064138214,0.152696912670154,14.8047985520999,0.247415910808436,0.383034034161825,0.174138157802671,0.0003295419531622,0.126972413494574,1.11504200538814,1.36444586177882,63.6878344134818,10.7054251929421,0.168132582666667,0.0297011143722135,0.0741301709404603,0.0506197723804933,0.0297094458890023,2.30305857968376,0.0917236770592441,0.0666650050566831,0.0845277979812744,0.000973539905853925,0.120224082646524,0.130051106909134,0.164921957291695,2.07033133811171,0.426721787307863,0.00547260939346281,6260.84885,19931.45628,1783.788743,323.6804956,29105.71327,7.23671292,8.016836814,31.06311504,39.88560708,19.90308814,231.5407717,9.931686372,23.1665181,155.2690515,131.5476115,37.28118474,0.906305388,436.5856991,0.149799957,0.254133727,0.086976722,0.570364181,0.256749837,1.088241627,0.134077766,2.31665181
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,21778.75,54049.75,53092.75,1.33416666666667,0.0636911802109688,0.487603196232039,0.111289327901627,0.0820787470011769,7.89701719099012,0.164799550023383,0.385014994235417,0.245044721502391,0.0003295419531622,0.0762880113848659,0.660227433066774,1.62226860834941,71.6469643028353,11.2855331945053,0.157741404333333,0.0238238208185154,0.0783545252383785,0.0467368443348931,0.0499834587431089,3.37891521144343,0.0857167155839339,0.0671380154908767,0.0842117611111321,0.000973539905853925,0.0875841658998146,0.225957234788142,0.190546003870568,3.13499422554968,0.242127331204314,0.00638421357933104,5656.960644,21097.44306,2617.070294,421.6584628,12943.05626,5.413025996,7.99757167,27.88986141,25.82803284,18.26896274,237.9234012,19.67739493,24.02293655,182.7198288,554.8627524,65.68846437,14.1255585,174.7312595,0.123958295,0.125561875,0.806016995,0.604375968,0.575472326,7.232871397,0.558838016,2.402293655
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,20312.9285714286,50184.4285714286,49315.8571428571,1.25857142857143,0.070041896168538,0.644999121951556,0.126570383331081,0.100470283002996,5.06583841100434,0.122295979073412,0.384895424978797,0.184391510921663,0.0042183212750091,0.112459700480836,1.19597618412623,1.58072738179804,72.9148759867443,11.9305721884995,0.163619123642857,0.0453096921265735,0.0968787760440066,0.044242960158376,0.0527410972614847,1.1473487794317,0.0629929549960242,0.0548183049564481,0.0600718926250558,0.0130351776197091,0.104738095869408,0.254035852962664,0.233379439015675,1.09447652373426,0.447763259036742,0.00546713756108525,3648.143898,15108.07419,1282.645911,195.5844371,7988.703067,3.181449904,6.481861022,25.96709783,17.02060447,10.8681745,200.4648971,7.802635527,15.44962422,92.29804061,273.4561428,9.74810892,3.051117218,69.50171668,0.041995139,0.25279258,0.067514454,0.095315385,0.236926204,2.10488142,0.140447439,1.544962422
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,21612.3846153846,53592,52643.8461538462,1.34538461538462,0.0452172168500483,0.444457399487309,0.0554195277836491,0.0390991127748479,4.3965022341524,0.226161833558452,0.364679281804387,0.26818852835939,0.00396620229048182,0.0763912860381144,0.663614036102706,1.77622399690881,74.134358670463,11.5541973216357,0.155899836230769,0.0269218183114656,0.0851754654363016,0.032114098382022,0.0313182257812665,1.35078764780301,0.0989724680817069,0.0568664418943458,0.0793566428321852,0.0143003457271949,0.0952005884014573,0.224802094890466,0.144847017838668,1.47021535233192,0.313040587130758,0.00480362336219416,5049.87496,16222.83208,1694.217096,259.3390696,12805.9724,4.0172756,6.76410592,22.2037868,20.90723648,15.70363184,201.5309088,6.75540424,19.87159939,82.31296185,115.1821078,25.58267815,3.060201021,112.6925571,0.092397339,0.082522092,0.057729846,0.288519863,0.348620627,1.61224727,0.132405923,1.987159939
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,20654.5384615385,50993.5384615385,50143.2307692308,1.31153846153846,0.047388702718348,0.485429445184989,0.0906009236935284,0.0861067172881622,3.87866382055833,0.187678153360908,0.425659944750375,0.193500879369545,0.0014190122413456,0.0939202010807143,1.00736133194546,1.57894655757029,74.157513380362,11.9500193709794,0.161160914153846,0.0208312559793694,0.0634173767876342,0.0412723465511466,0.0437761732228666,1.04981145079232,0.0976624820818164,0.0680639345470836,0.0835990576059321,0.00511632139668265,0.111552582046782,0.113027205120942,0.240927569455057,1.05550704858899,0.280884992058483,0.0038902097267459,3309.7982,14715.29986,1150.276453,172.5557713,6997.205183,2.856953727,5.489630722,20.00182283,15.64215778,9.202783759,193.3528611,5.180678081,15.94569099,88.37161193,269.2899875,21.05005909,3.140515038,47.58099524,0.045996955,0.058739049,0.29802716,0.154857362,0.122397024,1.29546417,0.058023595,1.594569099
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,18959.9166666667,48486.9166666667,47634.8333333333,1.34333333333333,0.124098894419598,0.791411807959556,0.289254094332842,0.210329177767607,10.4116158551112,0.168890190817973,0.382568991242122,0.197050464747172,0.0003295419531622,0.150346883252285,1.67811853418399,1.49863245599913,67.9296915042465,11.8927703987211,0.175100004416667,0.02758107675608,0.107306397168449,0.0891320701830693,0.0466761517703302,1.45922140509365,0.110641000170064,0.0666338902245883,0.120490079824994,0.000973539905853925,0.128094845602098,0.301828728554689,0.342533553558892,1.28908934740834,0.35412996147228,0.00507528926362722,5997.873908,19331.44723,2133.687133,334.5877951,14513.69839,5.301363572,7.080750354,29.54255159,29.06945023,21.18442756,222.8833073,11.73028539,30.56266025,169.1400442,143.0527095,27.95130145,3.479713069,79.82534112,0.036579409,0.210298286,0.460863805,0.465111204,0.491478719,2.295698066,0.134898282,3.056266025
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,18723.1538461538,49544,48646.1538461538,1.31,0.158894360062662,0.944750770739644,0.313072869237155,0.225968375851936,12.2200681303145,0.188610735308064,0.387484509648153,0.255120325809603,0.0992775039894936,0.267707609903351,1.72001767770477,1.40681432596375,66.155169110013,11.4541754479849,0.173317608923077,0.0657498954238559,0.127090946452889,0.089827952839362,0.0831270815880803,3.63545528706165,0.0902517695956803,0.077340370513257,0.0737585984541314,0.0896468131458169,0.134776589289315,0.24319137935314,0.13150932795176,3.38071586739944,0.435767814100973,0.00531931256718478,4295.763522,16304.49768,1670.874143,264.1328625,10760.96847,4.125981149,7.101215107,30.53387748,22.37893368,15.49870515,201.1247375,9.839292734,20.28888154,76.03501434,211.9584699,30.07573457,1.399904171,63.48971398,0.061889717,0.039056683,0.213737142,0.503526008,0.173585498,1.28719832,0.041325029,2.028888154
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,20527.4615384615,50818.7692307692,49855.9230769231,1.28923076923077,0.0623010234452056,0.405605676236685,0.0769083679306178,0.0612961098236578,5.15367874545688,0.210927694852444,0.373034175395112,0.279815849387727,0.00496408022574155,0.107658141152036,0.77296837586244,1.70626693436274,74.0785957507121,11.9323757773299,0.161139713923077,0.0285533767905127,0.0568486990432314,0.0468589473843103,0.0347737694092181,0.82016291476204,0.090091300428194,0.0756520906305517,0.0985510493712053,0.017898245789428,0.117709043419291,0.194034665421832,0.176938503410335,1.27383781908491,0.203759465579822,0.00465101837619944,1024.567593,5436.594439,410.3823586,66.61077661,3223.639501,1.260301438,2.834914669,7.835581975,7.99662512,4.023302013,74.85729626,2.834914669,14.63439001,13.93411927,51.10398773,2.339179444,0.126560476,23.21020441,0.020038793,0.055280836,0.049364166,0.049579076,0.0599472,0.127257404,0.024947249,1.463439001
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,20266.6153846154,50557.0769230769,49678.7692307692,1.29615384615385,0.0755877864118284,0.525651996432919,0.129052439416698,0.0929281947964256,5.09509245076498,0.122076649267853,0.394170364142523,0.194380774672358,0.00679919466501654,0.162981407937172,1.12397464402221,1.59512712018676,73.1582955392663,11.6302407365838,0.159008354,0.0247140098767388,0.0398202548765288,0.0410229636043911,0.0382092197179779,1.19177252267688,0.0698227621613795,0.0658163938470426,0.0573322667858419,0.0106797096307561,0.137858540257922,0.192221099121683,0.180689621888602,1.19179270128001,0.259170075987965,0.00421719200026669,3756.973168,14110.24974,1400.001342,211.0280805,11941.27554,5.526713106,27.22539319,42.45588235,30.50864809,12.28390196,180.6386068,7.531822497,16.88910103,89.79165872,173.5560718,14.28001368,3.144318399,120.606883,0.056372474,0.871212582,0.687785294,0.494240099,0.234622527,1.390917272,0.056488669,1.688910103
