"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","Zr_fit_OLS","Zr_lwr_OLS","Zr_upr_OLS","Zr_fit_WLS","Zr_lwr_WLS","Zr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,2.5702316382174,0.12851158191087,-2.53655606047204,-0.126827803023602,-1.23954168574025,-3.34826021442685,0.869176842946358,-1.20326565222419,-3.14196280162314,0.735431497174756
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,3.0422195706167,0.152110978530835,-2.60300239378037,-0.130150119689019,-0.945206837388378,-3.06388983252491,1.17347615774815,-0.884483965223746,-2.72290547644597,0.953937545998473
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,3.03735679369257,0.151867839684629,-1.99850429196811,-0.0999252145984056,-0.948239297776204,-3.06679486354293,1.17031626799052,-0.887768295446981,-2.72718763060157,0.951651039707605
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,2.05475542321927,0.102737771160963,-1.22212235350002,-0.0611061176750009,-1.56099611954156,-3.66442956017277,0.542437321089653,-1.55141942088175,-3.60672140043325,0.503882558669738
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,1.53514754982736,0.0767573774913682,-1.82009667345778,-0.091004833672889,-1.88502708329904,-3.98908985491902,0.219035688320951,-1.90236372070011,-4.08152318805197,0.276795746651743
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,2.04218603001661,0.102109301500831,-2.00936004344459,-0.100468002172229,-1.56883447766096,-3.67221247753422,0.534543522212307,-1.55990881667912,-3.61813652433141,0.498318890973179
"Bird Island","BI10","BI10.2",45,44,45,44.5,1.60786003739299,0.0803930018696493,-1.70262676036083,-0.0851313380180417,-1.83968308712498,-3.94329756062912,0.263931386379168,-1.85325354677185,-4.01473894420133,0.308231850657626
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,2.46830948262253,0.123415474131127,-3.01416138859216,-0.150708069429608,-1.30310102730691,-3.41030914137179,0.804107086757963,-1.27210410014401,-3.23330755629496,0.689099356006926
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,2.5814342752191,0.129071713760955,-1.93440279436773,-0.0967201397183863,-1.23255564597801,-3.34145413933601,0.876342847379988,-1.19569936656917,-3.13194028445907,0.740541551320725
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1.45981034278845,0.0729905171394225,-2.40519514667373,-0.120259757333686,-1.93200787218559,-4.03665862773045,0.17264288335928,-1.95324663592992,-4.15082781925076,0.244334547390924
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1.7758086334739,0.0887904316736949,-1.82438996985932,-0.091219498492966,-1.73494921330092,-3.83797615760715,0.3680777310053,-1.73982069581765,-3.8608949388839,0.381253547248589
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1.99791730381151,0.0998958651905756,-1.53930605365897,-0.0769653026829483,-1.59644075299108,-3.6996513841859,0.506769878203754,-1.58980801166337,-3.65836923846021,0.478753215133469
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1.91818639263227,0.0959093196316134,-1.63119509332246,-0.0815597546661232,-1.64616148532337,-3.7491802883585,0.456857317711762,-1.64365844432719,-3.73094424427488,0.443627355620512
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,2.27911354685703,0.113955677342852,-2.08620169698765,-0.104310084849382,-1.42108488502812,-3.52609671611342,0.683926946057174,-1.39988745102412,-3.40360477741182,0.603829875363581
"Bird Island","BI10","BI10.3",95,93,94,93.5,1.81762098412032,0.0908810492060158,-2.17037390076363,-0.108518695038182,-1.70887475028618,-3.81185267031831,0.394103169745941,-1.71158054228499,-3.82268628258645,0.399525198016461
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1.69500467764096,0.084750233882048,-2.03657707680575,-0.101828853840288,-1.78533910349455,-3.88857065824337,0.317892451254259,-1.79439586519919,-3.93483982178419,0.346048091385808
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1.93816802865012,0.096908401432506,-1.85175219215958,-0.0925876096079788,-1.63370080274354,-3.73675444190282,0.469352836415733,-1.63016280343989,-3.71274246202733,0.452416855147559
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,2.22118934144133,0.111059467072067,-2.33916200513029,-0.116958100256514,-1.45720680901517,-3.56170441059216,0.647290792561814,-1.43900958668278,-3.45592677663562,0.577907603270057
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,2.30684353960204,0.115342176980102,-2.38965829631518,-0.119482914815759,-1.40379227509229,-3.50907655147506,0.701492001290477,-1.38115855297194,-3.37858666726117,0.616269561317285
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1.72157582375883,0.0860787911879414,-2.13141320226489,-0.106570660113244,-1.76876915810764,-3.87191745175564,0.334379135540362,-1.7764496547062,-3.91050904077656,0.357609731364153
"Bird Island","BI10","BI10.4",145,141,142,141.5,2.04551695494445,0.102275847747222,-2.53058073781212,-0.126529036890606,-1.56675729047839,-3.67014964123748,0.536635060280705,-1.55765910266128,-3.61511112424156,0.499792918919005
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,1.85868706501652,0.0929343532508261,-0.997695272118208,-0.0498847636059104,-1.68326566610569,-3.78623318249768,0.419701850286295,-1.68384442098198,-3.78519638752449,0.417507545560534
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,1.67129842266511,0.0835649211332557,-3.28381052656104,-0.164190526328052,-1.80012248350141,-3.90344153585924,0.30319656885643,-1.81040712191766,-3.95655963991179,0.335745396076465
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,1.69667894601794,0.0848339473008969,-2.79044588301262,-0.139522294150631,-1.78429501847667,-3.88752086473669,0.318930827783348,-1.79326506065724,-3.9333062865839,0.346776165269427
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,1.68009905486103,0.0840049527430513,-2.88952645913735,-0.144476322956868,-1.79463435008745,-3.89791946592631,0.308650765751423,-1.80446315558822,-3.94849509058248,0.339568779406048
