"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00044004448021209,0.00029251173761998,34.34524027,0.178633186,91.7137943455156,-120.639422042242,304.067010733273
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0007889819860147,0.00041948737222195,28.06949723,0.234649235,106.354001156695,-105.91588524868,318.62388756207
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00032007473886846,0.00027116306283344,37.1899001,0.366072293,86.6802803347059,-125.705809947547,299.066370616959
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00069769077008949,0.00020679486872906,59.55046887,0.237697509,102.523738548166,-109.766182346863,314.813659443195
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00114142606842347,0.00044697701469753,148.1529747,0.305567488,121.141331753251,-91.0629644763166,333.345627982818
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00089763485981989,0.00042724057728966,149.1109339,0.185893427,110.912698678987,-101.334975778291,323.160373136265
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00075111073628034,0.00036208413351678,498.7089785,6.046753704,104.76505494401,-107.512990549709,317.043100437729
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00077325563572897,0.00036586133345268,55.70453095,0.688199618,105.694178074512,-106.579070288807,317.96742643783
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00072917980435657,0.00034409958517801,235.7531016,13.60034647,103.844909148311,-108.437959761098,316.12777805772
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00133688695807181,0.00086180447888385,36.54824658,0.120334052,129.342192366863,-82.8337831778511,341.518167911578
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00096152568022696,0.0004496489561936,88.46094721,0.148073757,113.593335780304,-98.6421061557878,325.828777716395
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00094897094528685,0.00028681423897621,46.49996193,0.203261185,113.066582671434,-99.1712145342601,325.304379877128
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00104626100376128,0.00035456545570846,125.5077224,1.234445563,117.148535895296,-95.0716295761807,329.368701366773
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00053594289760946,0.00037078015343155,57.22472424,0.585720892,95.7373591392542,-116.591133219189,308.065851497697
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00140254633343169,0.00065830790834705,60.2997145,0.569052976,132.097031896511,-80.0707202341161,344.264784027137
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00152507165818755,0.00048356400355598,54.01867077,0.421691157,137.23776931855,-74.9163726824656,349.391911319566
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00116326412354957,0.00021694157720754,47.40786167,0.811856875,122.057580760834,-90.143266056949,334.258427578616
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00077997620548857,0.00030468256542357,38.81328375,0.081961578,105.976149858952,-106.295657241612,318.247956959516
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00060308326521175,0.00043184972451167,32.12024806,0.26750503,98.554335963844,-113.757668562077,310.866340489765
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00116584940284564,0.00052893416927878,37.52718028,0.316767608,122.166050108295,-90.0343931036377,334.366493320227
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.0006892481756905,0.00039502767637396,51.81193098,0.049962394,102.16951658587,-110.122320361946,314.461353533685
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00090339867952909,0.00044257218450474,82.80022216,1.100044802,111.154528551562,-101.09201717803,323.401074281154
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00115923810126279,0.00045374212432787,42.83579617,0.699855742,121.888662837352,-90.3128145129495,334.090140187654
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00125261613372747,0.00035535642927351,219.4284939,1.571294805,125.806481025912,-86.3809996799917,337.993961731815
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00082163737075163,0.0003590856310331,41.17278862,0.168930879,107.724107774921,-104.538916343742,319.987131893583
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00097609845989832,0.0005860296535141,122.3868181,1.392426748,114.204759042792,-98.0279787623755,326.43749684796
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00077396117869631,0.00040553411161734,243.6402038,1.438405031,105.723780208946,-106.54931652792,317.996876945812
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00076031892647519,0.00055394364850318,67.78989286,0.637151851,105.151398649022,-107.1246431723,317.427440470343
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00144474423359412,0.00041786417016486,42.2400533,0.50833131,133.867509346203,-78.2953003042466,346.030318996653
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00116025296738224,0.00051028094600182,160.5283798,4.267333565,121.931243097793,-90.2700750801152,334.1325612757
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00100672614125923,0.00040844960828097,73.63658302,0.458479319,115.489790264183,-96.73736835218,327.716948880546
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00107988043225161,0.00031442681875819,51.31483509,0.280653345,118.559090443853,-93.655313197046,330.773494084753
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.0006393017091356,0.00045332133018074,64.81180749,1.00218427,100.073936180521,-112.229455245009,312.37732760605
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00076287034097154,0.0002445420581213,41.07148346,0.20369105,105.258447147009,-107.017041749411,317.533936043428
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00115433117526318,0.00060346714596699,56.87091915,0.770254564,121.682785251118,-90.5194638911622,333.885034393398
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00060967553639078,0.00034260039399925,39.2756349,0.284820113,98.830924785084,-113.479497364685,311.141346934853
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.00162313359145649,0.00072639385369825,55.60667563,0.815337755,141.352107730121,-70.7927698189151,353.496985279157
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.00115347003425468,0.00066973240104621,54.76131918,0.753154456,121.646654762854,-90.5557301987135,333.849039724422
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.00211591621874174,0.00041395811407499,80.6250656,1.855020668,162.027556647021,-50.0926877399445,374.147801033987
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.00118584762896079,0.00033255941487554,70.96066682,1.987543814,123.005106275413,-89.1922488499097,335.202461400736
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.00080560378672052,0.000447946634891,272.5348429,4.718080418,107.051394230987,-105.214979196675,319.317767658649
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.00124921729498006,0.00072716846254543,48.26462876,0.742906646,125.663877547201,-86.524089609554,337.851844703957
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.00086107333589091,0.00036873575313842,71.25145017,1.139627929,109.3787040159,-102.876246607674,321.633654639473
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.00108593523854999,0.00063455127885679,63.1732016,1.032756436,118.813129103888,-93.4002549072707,331.026513115047
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.00192120098159784,0.00042993840242901,70.44102514,1.552356955,153.857981024826,-58.2676262773823,365.983588327035
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.00127654104855852,0.00068147382247124,100.6908119,1.179209481,126.810287424598,-85.3738182703519,338.994393119549
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.00165219446622454,0.00071567228619535,69.28334701,0.809799887,142.57140118423,-69.5710089426044,354.713811311064
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.00131550750950297,0.00067396638007471,70.46152124,0.555145222,128.445184898902,-83.7336083206917,340.623978118496
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.00102576869191493,0.00062266132044761,97.8957421,1.441879782,116.288749605543,-95.9350113136205,328.512510524706
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.00163285217570372,0.00052481085602196,81.91402797,0.649961199,141.759865798329,-70.3841724390573,353.903904035715
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.00146927596038475,0.00058212843963212,274.0987451,7.474758189,134.896775468869,-77.2632840827676,347.056835020506
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.00177390226680175,0.00052661988567344,78.69369569,2.21352713,147.677838128821,-64.4556199245232,359.811296182166
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.001215748149899,0.00065630558991542,60.23512043,1.406740407,124.259628368962,-87.933221820268,336.452478558193
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.00174050261519258,0.00055402285925299,321.8666456,8.368333361,146.276504655497,-65.8591879934394,358.412197304433
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.00173883457241406,0.00048726236659918,107.9334325,2.989644718,146.206519369188,-65.9292892841444,358.342328022521
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.00143338925441207,0.00042633748771967,98.07001331,1.92257992,133.391093825379,-78.7730194316712,345.55520708243
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.00125876624321217,0.00057696965437402,53.48002201,1.120701616,126.06451827691,-86.122086627591,338.25112318141
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.0014225979562593,0.00045561736813982,46.9486511,0.918027483,132.938328404379,-79.227041733337,345.103698542095
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.00192340057918991,0.00059952420357505,68.97052291,1.256631377,153.950268506435,-58.1752463237938,366.075783336663
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.00159266126453084,0.00099721753934975,355.0818916,6.553862016,140.073594641701,-72.0740067457887,352.22119602919
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.012323685999073,0.00773018201247598,201.9552017,1.015089484,590.310152182901,370.609401904736,810.010902461067
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.00195779354701995,0.00044355031369917,311.4480017,8.47360052,155.393278081241,-56.7308856299637,367.517441792445
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.00204165591070994,0.00049278256904877,353.3049619,9.842514542,158.911851830634,-53.2097642126185,371.033467873886
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.00159451180959706,0.00070919933420977,115.4337622,1.894932065,140.151237090656,-71.9961948941753,352.298669075488
