"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","Ni_fit_OLS","Ni_lwr_OLS","Ni_upr_OLS","Ni_fit_WLS","Ni_lwr_WLS","Ni_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,1.0469251071856,0.0523462553592799,-2.69682577915677,-0.134841288957839,-2.54989689048782,-3.60452266702954,-1.49527111394611,-2.53544887949452,-3.55673370724242,-1.51416405174662
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,1.71690984368362,0.0858454921841812,-2.25605975114237,-0.112802987557118,-2.44339096880493,-3.50152189626681,-1.38526004134306,-2.41771506473537,-3.41754978528044,-1.4178803441903
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,1.46841526678044,0.0734207633390219,-2.59085511869527,-0.129542755934763,-2.48289357611001,-3.53949966849522,-1.42628748372479,-2.46138205129792,-3.46889442190473,-1.45386968069112
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.635902625004203,0.0317951312502102,-2.84227683421096,-0.142113841710548,-2.61523618243339,-3.66866862422847,-1.56180374063831,-2.60767626340767,-3.64326889512388,-1.57208363169146
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.220364318891147,0.0110182159445574,-3.24466623455077,-0.162233311727539,-2.68129334444942,-3.73426246816103,-1.62832422073781,-2.68069719551571,-3.73159911172378,-1.62979527930764
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.745959817026433,0.0372979908513217,-3.02769785887376,-0.151384892943688,-2.59774064554187,-3.65142103012186,-1.54406026096188,-2.58833634064139,-3.62001495005166,-1.55665773123111
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.234404000246008,0.0117202000123004,-3.57338527707074,-0.178669263853537,-2.6790614888244,-3.73203405567926,-1.62608892196953,-2.67823005685737,-3.72860125548071,-1.62785885823402
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,1.09767768217277,0.0548838841086383,-2.59428410995075,-0.129714205497537,-2.54182887119974,-3.59665260030339,-1.48700514209609,-2.52653032667297,-3.54610780041657,-1.50695285292938
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,1.24625574778027,0.0623127873890134,-3.54267311860907,-0.177133655930454,-2.51820976025984,-3.57367680526757,-1.46274271525211,-2.50042128045061,-3.51507702015491,-1.48576554074631
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.0144467192770221,-0.000722335963851104,-2.20585954150495,-0.110292977075248,-2.71862071129682,-3.77165886157562,-1.66558256101801,-2.72195962697884,-3.78187407381487,-1.6620451801428
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,0.367518977292721,0.018375948864636,-3.45451060807485,-0.172725530403743,-2.65790050925602,-3.710948164009,-1.60485285450304,-2.6548382791115,-3.70022391613513,-1.60945264208787
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,0.632363863223625,0.0316181931611812,-2.73083618048623,-0.136541809024312,-2.61579873119685,-3.66922407037973,-1.56237339201398,-2.60829811626678,-3.64401759077671,-1.57257864175684
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,0.508633945775557,0.0254316972887779,-3.44988878635606,-0.172494439317803,-2.63546778957934,-3.68867887545765,-1.58225670370104,-2.63004069395166,-3.67023366179705,-1.58984772610628
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,0.842926872309269,0.0421463436154635,-2.89972105920762,-0.144986052960381,-2.58232601736727,-3.63626826529822,-1.52838376943632,-2.57129669674729,-3.59957670996412,-1.54301668353046
"Bird Island","BI10","BI10.3",95,93,94,93.5,0.391321288609161,0.0195660644304581,-2.84369058443919,-0.14218452922196,-2.65411671095908,-3.70718588403155,-1.60104753788661,-2.65065559141921,-3.69515865151023,-1.60615253132819
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,0.281099387960412,0.0140549693980206,-2.83997552874376,-0.141998776437188,-2.67163843119945,-3.72462859488451,-1.61864826751438,-2.67002445779251,-3.7186372022043,-1.62141171338072
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,0.495638879240976,0.0247819439620488,-2.76581280485718,-0.138290640242859,-2.63753358520602,-3.69072601515464,-1.58434115525739,-2.63232426650611,-3.67299140215732,-1.5916571308549
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.872775178265411,0.0436387589132706,-2.68068793572493,-0.134034396786246,-2.57758110130672,-3.63161213641801,-1.52355006619544,-2.56605156990651,-3.59329491481237,-1.53880822500065
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,0.892326907296078,0.0446163453648039,-2.25589124231759,-0.112794562115879,-2.57447300823017,-3.62856428876056,-1.52038172769977,-2.56261582052519,-3.58918254195804,-1.53604909909234
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.32493281725508,0.016246640862754,-2.2548264894846,-0.11274132447423,-2.66467033247536,-3.71768561230951,-1.61165505264121,-2.66232177956165,-3.70929324126039,-1.6153503178629
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.627601678401752,0.0313800839200876,-2.83220701451176,-0.141610350725588,-2.61655576468739,-3.66997163128306,-1.56313989809172,-2.60913495650376,-3.64502522312728,-1.57324468988024
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.482551699105743,0.0241275849552872,-3.21731020108871,-0.160865510054435,-2.63961402391842,-3.69278840485615,-1.58643964298069,-2.63462402582572,-3.67576951732237,-1.59347853432908
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,0.327491694534847,0.0163745847267423,-2.11919505981825,-0.105959752990913,-2.66426355368129,-3.71728055692887,-1.61124655043371,-2.66187211799887,-3.70874804806826,-1.61499618792949
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,0.412578439774293,0.0206289219887147,-3.10927192863728,-0.155463596431864,-2.65073751087606,-3.70382797620312,-1.59764704554901,-2.64692015483201,-3.69063730603877,-1.60320300362525
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,0.368745007281827,0.0184372503640914,-2.3857427452032,-0.11928713726016,-2.6577056101085,-3.71075431328447,-1.60465690693252,-2.65462283362481,-3.69996294390081,-1.60928272334882
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.366080923243847,0.0183040461621924,-3.44239700632826,-0.172119850316413,-2.65812911337722,-3.71117554669714,-1.60508268005731,-2.65509098276246,-3.7005300288792,-1.60965193664573
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.568880007810088,0.0284440003905044,-3.85185837181402,-0.192592918590701,-2.625890612645,-3.67919774257924,-1.57258348271075,-2.61945388753482,-3.65745930189156,-1.58144847317808
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.391575385289149,0.0195787692644575,-3.12681185855307,-0.156340592927653,-2.65407631779842,-3.70714573382681,-1.60100690177003,-2.65061093999684,-3.69510459295368,-1.60611728704
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,0.221329100645561,0.011066455032278,-2.35393223017144,-0.117696611508572,-2.68113997532864,-3.73410930831378,-1.62817064234349,-2.68052765816632,-3.73139307471976,-1.62966224161288
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-0.0600929988711905,-0.00300464994355953,-3.32904223209048,-0.166452111604524,-2.72587699463393,-3.7789562998741,-1.67279768939377,-2.72998087034966,-3.79167687551274,-1.66828486518658
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,0.084616397372346,0.0042308198686173,-3.02706936783235,-0.151353468391617,-2.70287287710186,-3.75585276855086,-1.64989298565287,-2.70455165036429,-3.76063263545066,-1.64847066527792
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,0.223751124795973,0.0111875562397986,-2.73249094070519,-0.136624547035259,-2.68075495175955,-3.73372482788706,-1.62778507563205,-2.68010204527227,-3.73087585103078,-1.62932823951376
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,0.590013634866327,0.0295006817433164,-2.47544087226108,-0.123772043613054,-2.62253104890345,-3.67587559323249,-1.56918650457441,-2.61574015735937,-3.65298239616317,-1.57849791855556
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,1.04037356425505,0.0520186782127523,-2.88504226380521,-0.144252113190261,-2.55093837409223,-3.60553940688696,-1.4963373412975,-2.53660015668003,-3.55810634689636,-1.5150939664637
"Bird Island","BI10","BI10.7",271,265,266,265.5,0.294132538256456,0.0147066269128228,-2.41740959246356,-0.120870479623178,-2.66956658148543,-3.72256334330689,-1.61656981966396,-2.66773419292663,-3.71585797634962,-1.61961040950363
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,0.345824280817951,0.0172912140408975,-2.1985513038357,-0.109927565191785,-2.66134926490343,-3.71437944497491,-1.60831908483195,-2.65865060383604,-3.70484302782445,-1.61245817984763
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-0.0386055248584705,-0.00193027624292353,-2.31389819524843,-0.115694909762422,-2.72246118066133,-3.77551998812889,-1.66940237319376,-2.72620496002328,-3.787061129264,-1.66534879078256
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-0.0636888576827635,-0.00318444288413818,-2.28766460205534,-0.114383230102767,-2.72644861998016,-3.7795315508365,-1.67336568912382,-2.73061275664819,-3.79244951154379,-1.66877600175259
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-0.164222293423072,-0.00821111467115359,-2.70032413138217,-0.135016206569109,-2.74243018739531,-3.79563715724841,-1.68922321754222,-2.74827910672419,-3.8140747487991,-1.68248346464929
