"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.9488071662526,-0.0974403583126302,3.88560818306249,0.194280409153125,2.89064187326785,1.56027235069199,4.22101139584371,2.68297728275538,0.764523552337656,4.60143101317311
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.41510004784291,-0.0707550023921457,3.84280155325921,0.192140077662961,3.1331966742824,1.80336297775455,4.46303037081025,3.11553237591656,1.56061884065775,4.67044591117537
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.50286800878217,-0.0751434004391084,3.48328739754594,0.174164369877297,3.09330861664414,1.76354485795041,4.42307237533788,3.0443988324222,1.42973679438308,4.65906087046132
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-2.25119580767718,-0.112559790383859,3.71602440999666,0.185801220499833,2.75321478222895,1.42152172119289,4.08490784326501,2.43789951922088,0.313295999941983,4.56250303849978
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.87135890763456,-0.093567945381728,4.17695845215305,0.208847922607653,2.92583991786954,1.59569080841059,4.25598902732849,2.74574698839754,0.880075739022407,4.61141823777267
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.27486482954897,-0.113743241477449,3.95572221585921,0.19778611079296,2.74245788075192,1.41063015522472,4.07428560627912,2.41871642121144,0.277972962622436,4.55945987980044
"Bird Island","BI10","BI10.2",45,44,45,44.5,-2.46910073848453,-0.123455036924226,5.30133208664817,0.265066604332409,2.65418314988056,1.32108030818732,3.98728599157381,2.26129350368466,-0.0119176095892346,4.53450461695855
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-2.04323660159734,-0.102161830079867,2.95242175786957,0.147621087893478,2.84772636378728,1.51702264245089,4.17843008512367,2.60644479556575,0.623625576491948,4.58926401463956
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.4385107820685,-0.121925539103425,4.67895935429177,0.233947967714589,2.66808542049978,1.33520348511465,4.00096735588491,2.2860858307699,0.0337388719516567,4.53843278958814
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-2.04657148258175,-0.102328574129088,2.52756423061713,0.126378211530856,2.84621075463447,1.51549391636631,4.17692759290264,2.60374196529587,0.618649418144065,4.58883451244767
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.82219523789155,-0.0911097618945773,3.71797430931724,0.185898715465862,2.9481834162422,1.61814910662473,4.27821772585966,2.7855928045995,0.953423389717115,4.61776221948189
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.89997793716592,-0.0949988968582961,2.9583811143827,0.147919055719135,2.91283337781459,1.58260845820007,4.24305829742911,2.72255204390812,0.837377280644595,4.60772680717164
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-2.33270430992222,-0.116635215496111,4.27103361378416,0.213551680689208,2.71617147165451,1.38399572007812,4.04834722323091,2.37183909662976,0.191652734376096,4.55202545888343
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.24094639010343,-0.162047319505172,3.36097883746032,0.168048941873016,2.30340111609353,0.96225385889157,3.64454837329549,1.63573361095379,-1.16411084201223,4.43557806391981
"Bird Island","BI10","BI10.3",95,93,94,93.5,-1.62698889034496,-0.0813494445172478,3.24345655081456,0.162172827540728,3.03689918403451,1.7071281116922,4.36667025637682,2.94380223620737,1.24461727328289,4.64298719913185
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-1.37516982393783,-0.0687584911968917,3.41336143836337,0.170668071918168,3.15134383248899,1.82145772621775,4.48122993876023,3.14789473558056,1.62015809328862,4.67563137787249
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-1.90267718029194,-0.0951338590145969,2.97663487229103,0.148831743614552,2.91160664810322,1.58137423726341,4.24183905894303,2.72036438082182,0.833350061083484,4.60737870056015
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-2.39792571452057,-0.119896285726028,3.01234257472727,0.150617128736364,2.68653018663403,1.35392975197788,4.01913062129018,2.31897892338305,0.0943122644840972,4.54364558228199
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-2.50322687353934,-0.125161343676967,2.39380124185013,0.119690062092506,2.63867378601396,1.30531564868535,3.97203192334256,2.23363520005954,-0.0628527720499656,4.53012317216904
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.06128811016661,-0.15306440550833,2.90038607996047,0.145019303998024,2.38505072659627,1.04619832649573,3.72390312669681,1.78134175694744,-0.895893816187424,4.45857733008231
"Bird Island","BI10","BI10.4",145,141,142,141.5,-2.72347131625032,-0.136173565812516,3.79643507242245,0.189821753621123,2.5385789116276,1.20334894687167,3.87380887638353,2.05513307380169,-0.39159909807869,4.50186524568206
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-3.72809331906089,-0.186404665953044,3.56897883394509,0.178448941697255,2.08200660524232,0.733362253907942,3.43065095657669,1.24091428407979,-1.89144708176533,4.37327564992491
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-1.95704532858453,-0.0978522664292267,3.03431219864733,0.151715609932366,2.88689786132531,1.55650204589071,4.2172936767599,2.67630047640964,0.752231830994106,4.60036912182517
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-2.30898011157902,-0.115449005578951,4.33522772336146,0.216761386168073,2.72695344927833,1.39492370095738,4.05898319759927,2.3910669136675,0.22705931975118,4.55507450758381
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.86598638242392,-0.0932993191211962,2.59592211413292,0.129796105706646,2.9282815787327,1.59814596388775,4.25841719357765,2.75010127385268,0.888091211780122,4.61211133592523
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-2.78363967910204,-0.139181983955102,4.16652105560504,0.208326052780252,2.51123409126553,1.17542538271474,3.84704279981631,2.00636825335815,-0.481414265932352,4.49415077264866
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.99257183675162,-0.149628591837581,4.50873572223171,0.225436786111585,2.41628033071754,1.07823820717917,3.7543224542559,1.83703442624756,-0.793309098707738,4.46737795120286
"Bird Island","BI10","BI10.5",197,194,195,194.5,-3.06446291199678,-0.153223145599839,3.40491487755924,0.170245743877962,2.38360786889471,1.04471712902083,3.72249860876858,1.77876866647507,-0.900633447285667,4.45817078023581
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-2.82260527478513,-0.141130263739257,3.0286140115163,0.151430700575815,2.4935253293223,1.15732642819939,3.82972423044521,1.97478769861307,-0.539580514923478,4.48915591214961
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-2.53487530948756,-0.126743765474378,4.3728658015614,0.21864329007807,2.62429046636344,1.29068722919287,3.95789370353401,2.2079850041229,-0.110090583024658,4.52606059127045
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-2.72879431938769,-0.136439715969385,3.09477620885457,0.154738810442728,2.53615975714708,1.20087975594529,3.87143975834887,2.05081892463904,-0.399544823102015,4.5011826723801
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-3.0324674785753,-0.151623373928765,2.91411220469547,0.145705610234773,2.39814888908954,1.05964088499393,3.73665689318515,1.8047000944193,-0.852867984335474,4.46226817317406
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-3.13150900400245,-0.156575450200123,2.82415406801757,0.141207703400878,2.35313731501921,1.01341829045708,3.69285633958134,1.72442963374861,-1.00072696676527,4.4495862342625
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-2.29493172359841,-0.11474658617992,3.28755704162974,0.164377852081487,2.73333804456228,1.40139262055378,4.06528346857078,2.40245274976019,0.24802525592437,4.55688024359601
