Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_average_age,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,321.9,291.9,16145.25,49209.66667,1.344166667,0.007537084,0.033441919,0.015873417,0.008124302,0.607179053,0.004196797,0.006278231,0.005523412,0.000692594,0.008718847,0.047093159,0.024797574,0.199898233,0.199898233,0.002718488,0.009709351,0.006086707,0.001506997,0.110584408,0.003020225,0.002117354,0.001617998,0.000870475,0.002361025,0.009611818,0.006153771,0.009032944,0.009032944,7746.307975,19806.58483,2780.927179,509.8802514,25321.34917,8.041928644,8.769207812,43.74139458,42.59030524,30.00680597,201.9638553,18.09041528,230.8399776,186.1818974,39.76725866,3.977065961,194.9743886,0.101328301,0.211337908,0.209958694,0.234246679,0.483109576,2.746708433,0.063316453
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.28,339.5,18131,55430.91667,1.355833333,0.002882292,0.015416427,0.008576732,0.004541918,0.601859134,0.004681578,0.005967934,0.003468796,9.33E-05,0.005635734,0.026914083,0.023524138,0.180753975,0.180753975,0.000730379,0.002537119,0.004542,0.001241846,0.175238082,0.002488794,0.001298144,0.001836621,0.000147156,0.003111895,0.006446611,0.003744833,0.009983476,0.009983476,8706.157013,23961.57686,2482.596033,510.7720501,30348.25974,8.722415009,8.979833284,34.73791874,44.27594323,30.61922635,256.1176349,12.6893661,221.1363881,191.6926149,49.15540146,2.24739702,264.0298597,0.070651562,0.241557515,0.340431604,0.509173347,0.814471421,1.075694066,0.16115495
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,362.85,20091.08333,59727.91667,1.35,0.002638858,0.014390293,0.005825916,0.004002031,0.496796587,0.004503328,0.006215948,0.004973394,0.000187036,0.004222673,0.021801801,0.021777883,0.177930938,0.177930938,0.000934773,0.003000944,0.001965952,0.000974821,0.083066845,0.001828924,0.000641568,0.001445393,0.000365175,0.002549975,0.00325787,0.003356473,0.004515915,0.004515915,6598.380417,19881.77207,2488.325779,425.6460716,27170.31131,6.251857157,8.651530736,40.88974473,38.26194334,22.88497366,217.7898692,15.7899099,137.9061507,65.60984782,20.15543881,6.895466359,309.741549,0.096903786,0.255220157,0.249427443,0.566276761,0.157906318,1.350297189,0.203689838
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.14,483.7,17799.33333,47476.58333,1.316666667,0.002318292,0.013636328,0.005520634,0.003808124,0.222524032,0.002380866,0.005503256,0.003536493,0.000236459,0.004047997,0.02801677,0.022482089,0.178880947,0.178880947,0.000543158,0.001166706,0.001473966,0.000766216,0.014289902,0.001196979,0.001001862,0.001957661,0.000443101,0.001954634,0.003990879,0.003453839,0.005906963,0.005906962,4618.995032,16479.65741,1575.735639,285.4554922,13872.977,5.871694204,11.09571628,27.8525667,30.62449678,17.215285,199.578966,9.92564195,122.8652679,75.80642407,15.59978283,3.882194694,234.4533113,0.029358471,0.335090632,0.35929811,0.275620471,0.129114638,1.576673831,0.11116719
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.63,512.07,17684.75,46879.25,1.333333333,0.002016554,0.011900243,0.004641702,0.003442724,0.196988876,0.005535862,0.006162424,0.004906066,0.000528626,0.00396509,0.03195251,0.024285915,0.183302172,0.183302172,0.000538728,0.001743864,0.001056853,0.000635556,0.025434489,0.001478923,0.001391617,0.001047035,0.000751023,0.002079588,0.005015664,0.004178875,0.007672618,0.007672618,3415.579205,10723.74092,1161.29693,213.0614752,10017.06936,4.139917554,5.323592416,16.00316636,21.4504263,12.67297664,119.2508257,6.298210275,69.67781578,15.01323728,11.14845052,1.363593441,131.2236086,0.052576953,0.062818391,0.17603483,0.265985286,0.01647487,0.643954459,0.021413915
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.55,594.04,17870.5,47524.66667,1.284166667,0.00219734,0.012893078,0.005866445,0.0035872,0.241841067,0.004533978,0.006299944,0.00401684,0.0003335,0.003293839,0.027562811,0.020762533,0.180336404,0.180336404,0.00054702,0.001351827,0.001701113,0.000822967,0.024168039,0.001955567,0.001043913,0.001401952,0.000679164,0.00267553,0.005015943,0.002767857,0.008272381,0.008272381,4921.529077,16718.31854,1911.570392,318.8247,18126.438,5.075843538,8.253068077,36.18123,34.30741154,16.21679654,197.3571738,10.43275985,148.6301781,180.5578402,23.70347286,5.61131472,242.8942692,0.092380352,0.149380532,0.137488674,0.161244834,0.37298632,0.967050152,0.040687763
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,646.45,17555.45455,46970.45455,1.427272727,0.00168588,0.011188908,0.004525465,0.003935403,0.266176273,0.002563838,0.006236228,0.003972276,0.000131356,0.005393805,0.031207978,0.022035013,0.17828778,0.17828778,0.000666433,0.003023626,0.001994516,0.001359936,0.049379758,0.001337655,0.001058359,0.001306643,0.000267114,0.002313852,0.004009988,0.002744942,0.004582705,0.004582705,7273.786524,20223.29166,2382.409952,443.5927218,18736.05749,6.595896427,10.60653138,35.46679751,37.68347236,25.92994062,220.559147,10.79469099,336.7763161,202.2329166,38.35680023,9.58160279,219.2118727,0.11081106,0.328802473,0.539095322,0.844109781,0.739003308,3.021660314,0.138172045
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.36,684.5,17671.83333,46547.66667,1.275833333,0.001506327,0.010868496,0.004095683,0.002932712,0.194558347,0.003389903,0.006166625,0.005045309,0.000232294,0.003771421,0.0312514,0.023137392,0.182009144,0.182009144,0.000406856,0.0018359,0.002002642,0.000714187,0.032941331,0.00167723,0.000995064,0.001441999,0.00062865,0.001859696,0.005582495,0.004204034,0.003582856,0.003582856,5415.67046,17750.4328,1894.366875,330.5850441,13972.31801,6.245626149,8.570619866,35.40585383,37.52964617,20.04468741,211.7085625,11.40700042,155.9713092,209.455107,25.95282619,1.454574194,76.84774904,0.014989503,0.118274554,0.400086148,0.240189735,0.567264654,0.296391987,0.087833903
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.52,760.73,15943.90909,51358.63636,1.349090909,0.007200384,0.03468574,0.018600047,0.011797786,0.821262786,0.00593003,0.006331933,0.005132575,0.000442386,0.009123923,0.058283875,0.024079324,0.21437147,0.21437147,0.001114355,0.004351968,0.003248821,0.001088479,0.069059479,0.002141344,0.001377204,0.001854955,0.00077722,0.002673593,0.004671824,0.004866109,0.009046891,0.009046891,8945.422022,26370.11281,3316.178876,654.0897303,29131.62831,11.02836,12.14358742,49.15261573,53.75514157,36.0531191,255.3811775,18.6667827,111.8177753,58.01424818,18.57060171,4.251583247,367.0585168,0.101460912,0.338806089,0.407966711,0.73644544,0.504743667,0.817219768,0.104533983
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.29,814.34,17513.23077,53067,1.379230769,0.004766165,0.025247148,0.011277194,0.007079073,0.594421723,0.004182014,0.006483197,0.005391509,0.000549706,0.007498088,0.046312139,0.024899079,0.200281993,0.200281993,0.001610144,0.004887385,0.004429068,0.001202351,0.120380754,0.002652221,0.001187586,0.001867217,0.001087004,0.002608991,0.009788685,0.006890416,0.007399419,0.007399419,8976.759109,26667.54291,2867.600154,567.7982591,22528.01628,9.134399757,7.820727692,39.76047449,44.16857409,32.92937976,253.6262866,14.95542664,182.2282099,424.0139323,48.17568258,8.346634409,74.34245371,0.033797279,0.171273936,0.397604745,0.295929446,0.625658215,2.967427554,0.216853686
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,898.84,19630.15385,52476.30769,1.318461538,0.002478485,0.013715929,0.005501202,0.004370143,0.251110035,0.004076951,0.005912713,0.003660667,5.08E-05,0.00365829,0.026450848,0.022765026,0.178004606,0.178004606,0.000445841,0.001730865,0.001280125,0.000814579,0.025006005,0.001979768,0.001172181,0.001251449,6.88E-06,0.001966194,0.003660153,0.002503941,0.004549712,0.004549712,5721.295663,19173.11646,1937.934236,360.8953237,16524.5867,5.668266146,7.733471223,34.52810771,29.23988643,20.28673632,218.7762183,9.993117862,207.6830326,243.4985791,25.58073192,6.820921619,115.6721069,0.064051407,0.12373554,0.252055186,0.245615046,0.730322508,2.472171267,0.109924296
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,961.96,954.36,18939.23077,47732.76923,1.345384615,0.001383036,0.008879808,0.004848497,0.00262343,0.134538828,0.001862003,0.005664822,0.003986185,5.08E-05,0.002073739,0.022135682,0.022569333,0.17067339,0.17067339,0.000483519,0.001914885,0.005890776,0.001287986,0.03913413,0.001103457,0.001009481,0.000855053,6.88E-06,0.001311272,0.005608025,0.003450431,0.006509994,0.006509994,6594.697268,20274.4736,2422.968415,431.4287933,17616.22911,7.144032067,7.374484715,40.65077512,32.82610384,24.33687143,219.7339196,20.92027695,79.79583695,85.15278913,22.04901258,3.580858984,348.8013364,0.087157191,0.076694641,0.219514186,0.403761077,0.484303741,1.186563166,0.115061523
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,977.58,969.6,19813.25,51338.0625,1.355625,0.001446219,0.0098131,0.003163789,0.002705643,0.175591853,0.00309031,0.005835468,0.004228495,0.000182308,0.002452048,0.022112959,0.02159882,0.16844744,0.16844744,0.000487002,0.002538529,0.00107125,0.000859109,0.037259469,0.001668239,0.001311801,0.001253728,0.000491443,0.001941719,0.004042964,0.002243354,0.004281336,0.004281336,5009.073815,15679.13954,1886.233337,299.9841868,15409.2047,5.39869674,7.652397974,44.99762802,66.23589727,17.07719827,188.3177471,7.331532035,164.2976211,25.08662327,4.904206677,2.93984503,118.6508762,0.062085013,0.179066113,0.350981499,0.437156922,0.285189211,1.902009246,0.072582167
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,1058.65,1052.02,16921.61538,49881.46154,1.324615385,0.005840638,0.027965845,0.011727139,0.007640642,0.492370014,0.002948818,0.006017441,0.00464748,0.000723093,0.006554649,0.045691298,0.024438613,0.195670324,0.195670324,0.003684097,0.012777611,0.005886032,0.00350899,0.147131153,0.002116595,0.00070288,0.001362063,0.00077157,0.004782952,0.019872878,0.005077246,0.021617578,0.021617578,7175.3422,23770.8588,2339.38198,436.78518,17175.5766,7.2536503,6.6532882,28.9478943,36.659792,24.826568,254.965373,15.9139461,244.679169,204.4293857,29.71015115,0.960927396,190.6489003,0.028289236,0.035262427,0.358953889,0.454581421,0.44191291,0.790392656,0.165505039
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,1151.6,1151.08,19878.16667,52794.58333,1.33,0.001191518,0.009201438,0.003331286,0.002404232,0.233766253,0.003907975,0.006035606,0.002770462,5.08E-05,0.002042515,0.017541635,0.021432867,0.168132583,0.168132583,0.000466189,0.001233121,0.000787177,0.000498628,0.044474687,0.001509549,0.001153822,0.001408905,6.88E-06,0.001910023,0.002243062,0.002552719,0.005472609,0.005472609,6260.84885,19931.45628,1783.788743,323.6804956,29105.71327,7.23671292,8.016836814,31.06311504,39.88560708,19.90308814,231.5407717,9.931686372,155.2690515,131.5476115,37.28118474,0.906305388,436.5856991,0.149799957,0.254133727,0.086976722,0.570364181,0.256749837,1.088241627,0.134077766
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,1233.24,1235.41,21778.75,54049.75,1.334166667,0.000898618,0.006856105,0.001572817,0.001153769,0.112329443,0.002314964,0.005401077,0.00344253,5.08E-05,0.001112532,0.009295831,0.02265234,0.157741404,0.157741404,0.000367916,0.001396481,0.000709036,0.000739398,0.053103799,0.001230946,0.001093991,0.001262466,6.88E-06,0.001242796,0.003409765,0.00255801,0.006384214,0.006384214,5656.960644,21097.44306,2617.070294,421.6584628,12943.05626,5.413025996,7.99757167,27.88986141,25.82803284,18.26896274,237.9234012,19.67739493,182.7198288,554.8627524,65.68846437,14.1255585,174.7312595,0.123958295,0.125561875,0.806016995,0.604375968,0.575472326,7.232871397,0.558838016
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,1270.93,1274.94,20312.92857,50184.42857,1.258571429,0.000963876,0.008859557,0.001740615,0.001380128,0.069684229,0.001682584,0.00527853,0.002527686,0.000101143,0.001548665,0.016426553,0.021686226,0.163619123,0.163619124,0.000614934,0.001409295,0.000623573,0.000725459,0.016973731,0.000880052,0.000747386,0.00081903,0.000162916,0.001398605,0.003605445,0.003234025,0.005467137,0.005467138,3648.143898,15108.07419,1282.645911,195.5844371,7988.703067,3.181449904,6.481861022,25.96709783,17.02060447,10.8681745,200.4648971,7.802635527,92.29804061,273.4561428,9.74810892,3.051117218,69.50171668,0.041995139,0.25279258,0.067514454,0.095315385,0.236926204,2.10488142,0.140447439
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,1396.85,1397.96,21612.38462,53592,1.345384615,0.000621869,0.006013123,0.000761048,0.000537033,0.059645152,0.003061395,0.004923793,0.003618651,0.000100321,0.001055759,0.008983918,0.023966563,0.155899836,0.155899836,0.000356234,0.001257362,0.000421872,0.000414066,0.02018484,0.001375331,0.000788127,0.001067149,0.000178486,0.001257123,0.003123123,0.001984867,0.004803623,0.004803623,5049.87496,16222.83208,1694.217096,259.3390696,12805.9724,4.0172756,6.76410592,22.2037868,20.90723648,15.70363184,201.5309088,6.75540424,82.31296185,115.1821078,25.58267815,3.060201021,112.6925571,0.092397339,0.082522092,0.057729846,0.288519863,0.348620627,1.61224727,0.132405923
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,1480.03,1479.44,20654.53846,50993.53846,1.311538462,0.000640192,0.006552934,0.001225813,0.001165924,0.05247854,0.002541186,0.005743977,0.002608031,6.55E-05,0.001296778,0.013603512,0.021301978,0.161160914,0.161160914,0.000285602,0.000906393,0.00057571,0.000603883,0.014989734,0.001339171,0.00094592,0.001120782,5.31E-05,0.001491478,0.001686456,0.003270572,0.00389021,0.00389021,3309.7982,14715.29986,1150.276453,172.5557713,6997.205183,2.856953727,5.489630722,20.00182283,15.64215778,9.202783759,193.3528611,5.180678081,88.37161193,269.2899875,21.05005909,3.140515038,47.58099524,0.045996955,0.058739049,0.29802716,0.154857362,0.122397024,1.29546417,0.058023595
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,1611.23,1615.29,18959.91667,48486.91667,1.343333333,0.001827931,0.011670071,0.004272303,0.003103352,0.153669335,0.002503257,0.005633521,0.002899771,5.08E-05,0.002227433,0.024722982,0.022052893,0.175100004,0.175100004,0.00041266,0.00171155,0.001359355,0.000718166,0.024306052,0.001611618,0.000985961,0.001753379,6.88E-06,0.001898124,0.004535041,0.005029294,0.005075289,0.005075289,5997.873908,19331.44723,2133.687133,334.5877951,14513.69839,5.301363572,7.080750354,29.54255159,29.06945023,21.18442756,222.8833073,11.73028539,169.1400442,143.0527095,27.95130145,3.479713069,79.82534112,0.036579409,0.210298286,0.460863805,0.465111204,0.491478719,2.295698066,0.134898282
Isla Hermite,HER42PB,HER42PB_1D,147,162.9,164.1,163.5,1669.45,1671.38,18723.15385,49544,1.31,0.002425077,0.014380674,0.004804877,0.003472917,0.187981855,0.002881175,0.005862327,0.003886333,0.001519437,0.004124241,0.026028125,0.021316204,0.173317609,0.173317609,0.001054014,0.00262549,0.001684576,0.001473878,0.070106268,0.001422121,0.00112922,0.001190758,0.001339786,0.00222129,0.003653074,0.002236987,0.005319313,0.005319313,4295.763522,16304.49768,1670.874143,264.1328625,10760.96847,4.125981149,7.101215107,30.53387748,22.37893368,15.49870515,201.1247375,9.839292734,76.03501434,211.9584699,30.07573457,1.399904171,63.48971398,0.061889717,0.039056683,0.213737142,0.503526008,0.173585498,1.28719832,0.041325029
Isla Hermite,HER42PB,HER42PB_1E,158,169.3,170.5,169.9,1768.77,1768.09,20527.46154,50818.76923,1.289230769,0.000843316,0.005484096,0.001050891,0.000831549,0.069747818,0.002858024,0.00503801,0.003779219,0.000113295,0.001475309,0.010470461,0.023043612,0.161139714,0.161139714,0.00039376,0.000826293,0.000642584,0.00047781,0.012317713,0.001246645,0.001029753,0.001330545,0.000225265,0.001588887,0.002790113,0.002476777,0.004651018,0.004651018,1024.567593,5436.594439,410.3823586,66.61077661,3223.639501,1.260301438,2.834914669,7.835581975,7.99662512,4.023302013,74.85729626,2.834914669,13.93411927,51.10398773,2.339179444,0.126560476,23.21020441,0.020038793,0.055280836,0.049364166,0.049579076,0.0599472,0.127257404,0.024947249
Isla Hermite,HER42PB,HER42PB_1E,162,175.6,176.8,176.2,1865.01,1865.93,20266.61538,50557.07692,1.296153846,0.00103479,0.007192072,0.001765951,0.001275784,0.069886208,0.001667682,0.005385079,0.002664704,0.000127727,0.00224602,0.015370869,0.021811322,0.159008354,0.159008354,0.000342909,0.000624379,0.000572616,0.000536961,0.017295522,0.000954886,0.000880371,0.000808286,0.000120887,0.001902443,0.002634189,0.00250568,0.004217192,0.004217192,3756.973168,14110.24974,1400.001342,211.0280805,11941.27554,5.526713106,27.22539319,42.45588235,30.50864809,12.28390196,180.6386068,7.531822497,89.79165872,173.5560718,14.28001368,3.144318399,120.606883,0.056372474,0.871212582,0.687785294,0.494240099,0.234622527,1.390917272,0.056488669
Isla Hermite,HER42PB,HER42PB_1E,166,181.9,183.1,182.5,1961.42,1962.25,20731.53846,52902.38462,1.318461538,0.000874914,0.007469298,0.001720569,0.001309883,0.112287478,0.00360145,0.005863042,0.003852238,5.08E-05,0.000461974,0.014385051,0.021815392,0.163310218,0.163310219,0.000281033,0.001097155,0.000606985,0.000532762,0.027118363,0.001474396,0.000607308,0.001112928,6.88E-06,0.000671426,0.003275388,0.002334843,0.003554801,0.003554801,3191.150345,13479.76097,914.3215586,153.4316483,10687.50441,2.678001972,5.932120552,20.43760841,16.5256,7.299756414,178.3340179,6.704264966,68.60973241,118.6218965,7.406004625,2.148043076,196.6500812,0.025173219,0.266352213,0.116494368,0.41479256,0.150374982,0.49933525,0.117324637
Isla Hermite,HER42PB,HER42PB_1E,174,194.9,196.1,195.5,2158.5,2159.03,20100.38462,49962.53846,1.267692308,0.000727639,0.006610308,0.001308075,0.000896829,0.052276111,0.001650894,0.005347167,0.003151366,0.000448911,0.002016272,0.011466607,0.022126305,0.158259801,0.158259801,0.000342483,0.000930783,0.000601078,0.000571763,0.00754085,0.000755814,0.000802635,0.001052796,0.000631364,0.001474727,0.001772392,0.00295732,0.004344618,0.004344619,3125.582355,14253.70812,982.7018051,143.7066162,6996.743289,4.257107492,4.605044162,16.48459618,37.24969056,8.233526579,188.1781856,5.05239131,61.88653064,42.76112437,5.89621083,0.229930586,76.26450185,0.087696414,0.047431955,0.060993006,0.19742336,0.141616657,1.655968033,0.036882457
Isla Hermite,HER42PB,HER42PB_1E,179,202.5,203.6,203,2273.88,2259.95,20055.5,49857.58333,1.296666667,0.000832201,0.008589738,0.001775495,0.001298843,0.077219011,0.001737713,0.005037441,0.002983201,7.16E-05,0.001462689,0.01465884,0.022906423,0.159231476,0.159231477,0.000355655,0.001320418,0.00088312,0.00053113,0.026299885,0.000821886,0.000940076,0.000875604,7.21E-05,0.001517416,0.005588556,0.003523884,0.009293497,0.009293497,2826.666898,11992.59067,1202.301468,150.7094709,9342.936185,3.122609518,6.051611715,25.87423565,33.9089395,7.965558382,182.2674644,3.847254066,28.26666898,135.5162746,13.105086,0.572695989,56.05761711,0.043716533,0.203334154,0.26132978,0.220408107,0.084434919,2.168982826,0.081946512
Isla Hermite,HER42PB,HER42PB_1F,184,201.4,202.5,202,2256.43,2275.66,17848.91667,46531.83333,1.351666667,0.001971856,0.012603032,0.005450052,0.003094303,0.190511081,0.004004346,0.005621527,0.003778286,0.000301096,0.003731446,0.028368559,0.02297834,0.180552756,0.180552756,0.000805919,0.002252333,0.002383901,0.001005892,0.044147645,0.001636641,0.00088556,0.001444039,0.000541227,0.002220386,0.005452659,0.003215336,0.007225279,0.007225279,5457.248831,19005.72883,2108.785455,365.7716364,13791.08364,5.441252987,7.643347532,26.97965714,33.08473766,19.53359169,225.088187,10.66656208,229.2044509,266.0802036,79.07945455,4.645299782,99.29580218,0.071280414,0.099363518,0.312964023,0.231593164,0.455132686,2.903637612,0.254930834
Isla Hermite,HER42PB,HER42PB_1F,189,208.1,209.3,208.7,2363.54,2365.17,20220.53846,51050.30769,1.374615385,0.001091532,0.008315676,0.002181125,0.002068994,0.083628686,0.00150048,0.006214336,0.002930438,0.000218994,0.003170558,0.018978458,0.020780962,0.161911888,0.161911888,0.000316807,0.000934495,0.00062069,0.00071262,0.017668329,0.000956401,0.000993995,0.001767401,0.000471745,0.001832966,0.003690611,0.002175316,0.006097002,0.006097002,2756.113305,10921.53411,775.5257867,131.1007878,11345.31869,2.424955924,6.281092925,32.78276452,17.72327666,7.558500739,150.0197423,6.063146568,144.6959485,245.7345174,6.204206294,2.884217331,169.0452485,0.04073926,0.188432788,0.835960495,0.435992606,0.287978878,1.980260599,0.125507134
Isla Hermite,HER42PB,HER42PB_1F,191,210.9,212.2,211.5,2407.86,2408.4,20839.21429,52023.14286,1.305714286,0.000956777,0.007062186,0.001665557,0.001225289,0.069888988,0.002171744,0.005512608,0.003083317,0.000170774,0.001882362,0.012624864,0.020553438,0.161095717,0.161095717,0.000330367,0.001422686,0.000490497,0.000621451,0.011798093,0.001438763,0.001093733,0.001565159,0.000448833,0.001918279,0.002960502,0.001942598,0.0038596,0.003859601,2828.534907,13096.11662,993.0986057,174.0963235,8584.603441,2.969961652,7.062851662,17.54257349,19.13786718,7.439046804,166.9684155,6.36986061,102.3929636,299.9010705,14.89647909,1.793192132,67.81836719,0.043064444,0.08334165,0.228053455,0.317688595,0.184488361,2.003620986,0.12612324
Isla Hermite,HER42PB,HER42PB_1F,197,219.3,220.5,219.9,2535.41,2536.16,19194.46154,49531.69231,1.379230769,0.001410429,0.010412712,0.004114875,0.002391619,0.150646248,0.0023714,0.005687048,0.003668293,5.08E-05,0.003312248,0.021516081,0.021706568,0.167499311,0.167499311,0.000552875,0.002233787,0.002788301,0.000975906,0.052883981,0.001066273,0.001025277,0.001126539,6.88E-06,0.002440646,0.003943212,0.002360652,0.005339263,0.005339263,3423.57602,13147.58443,599.0527127,107.6482229,7683.311513,3.689626761,5.405800223,15.70576463,34.46965096,7.303239025,192.3751513,4.803531513,48.95713709,67.05268057,5.271663872,0.602830048,116.786335,0.112164654,0.048111622,0.164910529,0.086174127,0.077414334,0.865688181,0.063886969
Isla Hermite,HER42PB,HER42PB_1F,200,223.4,224.6,224,2595.95,2598.15,19982.23077,50426.92308,1.265384615,0.000792283,0.007566462,0.001879871,0.001319171,0.057800189,0.001403024,0.004966307,0.003391752,0.000130868,0.001614066,0.016058065,0.021811005,0.162356609,0.162356609,0.000289927,0.001593586,0.000766213,0.000532047,0.014552549,0.001111479,0.000976037,0.001318604,0.000288623,0.001724897,0.00267205,0.002425168,0.004157268,0.004157268,2194.360902,11323.61093,690.7048329,104.6054626,9567.109814,2.746114854,5.360618674,16.67157469,22.71049639,4.662067798,171.3980626,2.662592467,30.94048872,135.8833311,7.804964612,1.945661604,296.5804042,0.119181385,0.082553528,0.240070676,0.286152255,0.062005502,2.51955152,0.018904407
Isla Hermite,HER42PB,HER42PB_1F,205,230.3,231.5,230.9,2697.93,2703.17,19796.15385,50700.30769,1.296153846,0.001280491,0.009430978,0.002856973,0.001916322,0.101810947,0.001707681,0.005564008,0.00275655,0.000136678,0.00283856,0.019273532,0.020683732,0.16214632,0.16214632,0.000284323,0.001477687,0.000553119,0.000594954,0.015426193,0.001029244,0.000683857,0.001291223,0.000266275,0.001917457,0.0020425,0.002569304,0.0041325,0.0041325,2525.307497,11871.90515,549.7826232,83.17074012,5459.728289,2.27561944,3.651541303,16.66345413,20.69597487,4.800340815,190.1380415,3.129892546,72.47632516,118.7190515,9.071413283,1.047951326,96.63719072,0.012288345,0.083620296,0.26161623,0.055879132,0.12000852,3.764733223,0.053834152
Isla Hermite,HER42PB,HER42PB_1F,209,235.8,236.9,236.4,2780.09,2790.58,17580.41667,45366.5,1.338333333,0.001338592,0.00980764,0.003746818,0.002190403,0.147458597,0.001918823,0.005166868,0.002172845,8.83E-05,0.003702297,0.024378163,0.021037191,0.172582198,0.172582198,0.000581854,0.002415866,0.001808489,0.00060449,0.034819708,0.001325439,0.000859266,0.001102578,0.000129879,0.002289381,0.005786238,0.004239862,0.006051654,0.006051654,5697.238235,21435.85886,1725.260893,306.2265551,11114.88978,5.029922831,6.72326864,24.69330757,25.50832915,18.92485386,248.0408721,10.2233775,74.63382088,171.4868709,23.46354815,5.420210026,65.5778497,0.111161295,0.377175371,0.45682619,0.387726603,0.140043919,3.844633517,0.2545621
Isla Hermite,HER42PB,HER42PB_1F,211,238.4,239.5,239,2819.29,2831.89,18956.58333,48810.16667,1.255833333,0.001483377,0.009872165,0.002911262,0.001939497,0.129121101,0.002341146,0.005510213,0.003544223,0.000186746,0.001926348,0.020120635,0.023366648,0.168527858,0.168527858,0.000629146,0.002037623,0.001035778,0.001176625,0.030504921,0.001028102,0.001395109,0.00181184,0.000382572,0.00156618,0.001639207,0.003604691,0.003435355,0.003435355,5573.411793,18063.59942,2165.153606,346.4020468,13675.84016,5.877569688,7.291340643,32.30269493,29.23295322,21.81206384,211.4460624,23.116,145.4660478,160.7660348,17.10471349,1.801290643,83.42262495,0.058775697,0.082392149,0.226118865,0.397568164,0.163590479,1.057230312,0.2843268
Isla Hermite,HER42PB,HER42PB_1F,213,241.1,242.3,241.7,2859.43,2873.96,20083.83333,51709.08333,1.295833333,0.001912594,0.012330229,0.003211008,0.001885117,0.130885909,0.003505553,0.005654947,0.003247547,5.08E-05,0.002427236,0.021632982,0.022195399,0.169096886,0.169096886,0.0010783,0.005522001,0.000834788,0.000530414,0.03487302,0.001705857,0.0008763,0.001146745,6.88E-06,0.002154896,0.008669798,0.002711884,0.009570589,0.009570589,4695.135297,16570.75403,1731.529863,288.8091125,12238.61735,4.779923294,6.769791583,30.25871619,26.6817226,16.08852231,202.828785,9.612839085,117.847896,175.6499928,45.19292942,3.985565753,116.2668648,0.037283402,0.100869895,0.239043858,0.456257456,0.061136385,0.141980149,0.197063201
Isla Hermite,HER42PB,HER42PB_1G,224,246.9,248.1,247.5,2943.97,2963.27,21409,53168.76923,1.34,0.000633829,0.00599557,0.001089061,0.000849808,0.049519176,0.002203016,0.005060597,0.003548533,0.000119594,0.001155948,0.00911687,0.022686509,0.156662091,0.156662091,0.000309838,0.001544628,0.001472899,0.000621594,0.0100649,0.000786938,0.000837303,0.001131182,0.000161212,0.001714784,0.001874056,0.00245362,0.002574632,0.002574632,1688.278234,9282.261886,544.0403813,91.45583254,16448.97625,2.063550218,8.708805886,37.91346404,18.35356327,3.265430798,146.7512531,3.113895793,102.8161445,275.683178,9.248686483,2.286395813,47.70203112,0.052826886,0.105376551,0.955419294,0.427638024,0.119514767,2.846974309,0.071308214
