Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_average_age,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd
Kerguelen,KER1,CAT1-S1-1B,46,59.9,61.2,60.5,1808.84,1999.99,20697.5,57365.5,1.327142857,0.000785329,0.006589089,0.009223687,0.002288874,0.361747549,0.004811119,0.006046704,0.004200441,0.000349107,0.001178367,0.008356488,0.027173665,0.163122271,0.163122271,0.0004004,0.000976339,0.001368009,0.000727368,0.062558152,0.001536273,0.000890696,0.000781223,0.00065157,0.001409521,0.004117145,0.002582297,0.003918103,0.003918103,3713.686646,7587.711479,3746.441884,143.4324445,12808.45152,6.554846441,13.83972022,14.52619027,30.18599746,7.56864323,76.14964032,105.1968675,1197.639786,189.2791492,59.23831837,2.745857023,155.8409567,0.087370293,0.185515164,0.072743303,0.312888828,0.254801003,1.933172921,4.11158064
Kerguelen,KER1,CAT1-S1-1B,49,64.4,65.8,65.1,2110.63,2309.85,18806.46667,52188.2,1.295333333,0.002804004,0.007133517,0.00874638,0.004432133,0.356823408,0.005100149,0.005963374,0.002989956,0.001108086,0.008219712,0.004873764,0.046278772,0.176164448,0.176164448,0.0013199,0.001920724,0.002158923,0.002154441,0.091289339,0.002262765,0.001008411,0.001090998,0.001213725,0.004954958,0.003521543,0.011184955,0.014053807,0.014053807,15479.98661,4034.917626,2161.427163,346.3897576,14380.32761,1.249641147,9.064108327,4.195291116,64.2076509,36.56109383,34.6500895,338.8652331,4690.122304,33.47703592,2.306044471,2.28996156,84.43624491,0.005086433,0.0922759,0.039434945,0.983473977,0.912413514,0.973343211,14.72743525
Kerguelen,KER1,CAT1-S1-1B,51,67.6,68.9,68.3,2364.32,2511.35,23322.57143,61836.21429,1.356428571,0.002588118,0.004436544,0.004883495,0.002713638,0.244137288,0.003639585,0.005905564,0.002989339,0.000270664,0.000754914,0.003387117,0.026100414,0.150520749,0.150520749,0.000826505,0.000634152,0.000720897,0.000750052,0.016878292,0.001523284,0.000622757,0.001164348,0.000500004,0.00109207,0.001872618,0.002688191,0.002587245,0.002587245,1332.507255,3370.327372,1321.532644,59.66146775,4883.677754,1.332416753,11.80880582,2.938278701,10.51247544,2.802966071,47.97809994,48.56850259,500.4474263,73.61854793,26.45067866,0.738292129,28.13610288,0.015849868,0.078581954,0.035397825,0.113252779,0.034857543,0.295823984,0.143823469
Kerguelen,KER1,CAT1-S1-1B,57,76.5,77.9,77.2,3056.76,3133.53,23107.93333,57691.73333,1.326666667,0.000338071,0.003696597,0.002043435,0.001095416,0.118072006,0.002225682,0.00545384,0.002686345,4.54E-05,0.000643925,0.001487027,0.021259536,0.148592771,0.148592771,0.00023364,0.000737598,0.000686633,0.000411625,0.009280783,0.001232708,0.000890544,0.001150217,6.88E-06,0.00082646,0.001567076,0.002029222,0.003488414,0.003488414,442.9078563,5249.86072,498.7916112,76.30468085,8920.913751,3.179077437,9.288903341,5.504167322,11.403039,1.221309035,70.88337203,20.51940777,296.6069678,175.8882384,15.46904819,2.226362168,261.941093,0.038353696,0.036993918,0.043984322,0.023987942,0.010561385,0.693696694,0.615202156
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,3452.75,3444.57,23417.13333,58329,1.412,0.000355197,0.003758426,0.00175521,0.001035605,0.118948691,0.000951269,0.005489004,0.002350428,4.54E-05,0.001055041,0.002906389,0.021221304,0.145892131,0.145892131,0.00015043,0.000654666,0.000926019,0.000482281,0.015650411,0.000916673,0.000778828,0.001026518,6.88E-06,0.001179866,0.001830893,0.00279321,0.00256107,0.00256107,323.9790116,3883.986282,291.56336,55.46225053,6816.274673,2.133265234,4.959823644,4.052348853,8.987606637,0.934094849,56.90823166,13.72149586,259.1559924,72.63749019,2.633210049,1.39598335,92.89896956,0.03359726,0.076279173,0.080249406,0.174366221,0.015066063,0.823351056,0.490283027
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,3631.14,3625.26,21919.64286,55028.5,1.295714286,0.000400723,0.003504395,0.001719417,0.00103576,0.112364452,0.001384228,0.005089571,0.002341557,6.92E-05,0.000726506,0.002189942,0.021625665,0.149229965,0.149229965,0.00022461,0.000721868,0.000439354,0.000596443,0.00845395,0.000755583,0.00065437,0.000786315,6.23E-05,0.000919385,0.002440168,0.001586867,0.003312639,0.003312639,487.3846201,3407.375544,755.0023464,56.20523213,5710.94941,1.579837083,3.437486028,4.450254187,9.510397791,1.203244441,52.38105472,16.75001654,303.2847,62.86312354,16.03135126,1.1653151,95.31310828,0.025874662,0.007161326,0.056354536,0.055405562,0.007084839,0.990931332,0.321749848
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,3940.83,3918.8,22842.73333,56752.8,1.344666667,0.00044677,0.003694776,0.002132494,0.000853721,0.106007297,0.002096109,0.005460287,0.002780339,0.00034326,0.000669145,0.00161892,0.022571086,0.149304916,0.149304916,0.000770518,0.000823742,0.001943991,0.000378996,0.031572446,0.001177424,0.000693025,0.000804981,0.000606554,0.001264698,0.001599342,0.002102543,0.002732735,0.002732735,196.5150343,2189.505993,223.979161,29.73641755,3225.774563,0.923007687,2.13136205,2.622442469,5.963937738,0.700899472,36.49555291,8.929101824,191.5053837,32.85207386,4.416598968,0.524097846,68.32973981,0.017314455,0.036233417,0.027138847,0.025577129,0.003215039,0.116935077,0.094618257
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,4208.64,4197.8,23327.13333,56259.46667,1.338,0.000177394,0.003028963,0.00085708,0.000587911,0.076469342,0.002369063,0.005039124,0.002722659,4.54E-05,0.00091913,0.001275194,0.022984525,0.146391761,0.146391761,0.000146464,0.0005532,0.000588521,0.000384007,0.007248673,0.000945971,0.000553506,0.000992133,6.88E-06,0.001414162,0.001614783,0.002215361,0.002854314,0.002854314,299.9494325,3711.15207,334.2205693,46.8799998,4542.425909,1.049747683,2.791826174,5.41452311,10.45252365,1.072921849,65.73504848,14.23345251,205.5788987,106.3870844,6.961726331,0.996486006,37.35777084,0.004983547,0.030081004,0.007968769,0.130952766,0.004038338,0.581975022,0.170296554
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,4497.11,4469.16,23905.46154,57464.46154,1.32,0.00017891,0.00379031,0.000769923,0.000649874,0.077875477,0.002221783,0.005186662,0.002746529,4.54E-05,0.00046148,0.000998328,0.021967363,0.14429771,0.14429771,0.000173861,0.00069145,0.000436815,0.00047414,0.004943296,0.000973691,0.000818217,0.001294184,6.88E-06,0.000652401,0.001245136,0.002102163,0.002510634,0.002510634,167.7999201,4217.700826,237.3718165,46.78120576,4414.084703,1.050225297,2.843511196,4.038560617,9.118797628,0.714706415,78.06690295,10.592352,206.6572639,50.2785658,2.315375042,0.804152565,51.03978495,0.014156455,0.045295099,0.060109751,0.147479116,0.006330412,0.162916633,0.163054645
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,4654.68,4634.99,22628.83333,55695.08333,1.306666667,0.000293821,0.003077059,0.000928311,0.000719912,0.085725202,0.001700698,0.005148782,0.002927671,4.54E-05,0.000349177,0.003879439,0.023617421,0.144591799,0.144591799,0.000195565,0.000382047,0.000552724,0.000334743,0.006587476,0.000953178,0.00078421,0.000848788,6.88E-06,0.000682342,0.002840258,0.002716344,0.00390588,0.00390588,335.8691783,4013.123051,393.3367813,45.78783303,3780.979575,0.930570105,3.315937291,3.510172288,11.7594545,1.060803729,78.12846424,16.12570153,217.6595685,37.50970772,9.38595087,0.73313968,30.53025131,0.010595202,0.04688002,0.029526189,0.04012809,0.017051544,0.573784212,0.219705011
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,4745.8,4727.51,22323.46154,54924.61538,1.440769231,0.000320984,0.003895392,0.001349736,0.00054284,0.077784673,0.002054816,0.004980973,0.002884007,5.12E-05,0.000108247,0.001808712,0.022223462,0.147728606,0.147728606,0.000207896,0.000819756,0.00062054,0.000404445,0.013674465,0.001181337,0.000609378,0.000966348,2.10E-05,0.000164725,0.00205301,0.003058183,0.003058425,0.003058425,238.5346084,3486.528107,386.7326744,38.5256522,3167.607313,0.814471895,3.032224277,3.038249121,5.798802064,0.994535425,70.05573441,13.26053158,206.9599076,93.38353963,7.70046112,0.466129212,47.14163657,0.00909909,0.012421038,0.01986838,0.133579217,0.022361288,0.531498179,0.190513613
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,4810.63,4794.42,22217.84615,54839.15385,1.287692308,0.000272808,0.003345201,0.001249378,0.000747573,0.072628841,0.002041791,0.005426268,0.002321683,0.000163688,0.000741745,0.001950657,0.022295874,0.147029775,0.147029775,0.000209079,0.000324274,0.000406809,0.000439347,0.004688595,0.001011821,0.000966984,0.001135023,0.000196703,0.001085202,0.001443932,0.001349991,0.003540928,0.003540928,35.89186233,2595.371312,218.0937453,28.24261491,2284.889729,0.611487721,2.520712809,2.972262265,4.641441298,0.562762357,53.9478412,10.56346884,186.0023139,19.60075045,1.218257687,0.206348674,28.98397658,0.006965903,0.046532686,0.023071922,0.066323119,0.014474014,0.881024174,0.243980703
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,4936.93,4932.17,22964,55507.53846,1.303076923,0.000160282,0.003406305,0.001297486,0.000585321,0.059426898,0.00171295,0.005088341,0.002479022,9.40E-05,0.00049568,0.002622337,0.022181802,0.146626676,0.146626676,0.000119105,0.000504569,0.000439989,0.00043907,0.002765326,0.000772213,0.000580069,0.001471346,0.000175381,0.000670402,0.002060512,0.001756564,0.003704556,0.003704556,157.0594404,3949.674648,441.6354183,41.11180496,3412.493629,0.910381859,5.705617692,5.962629521,6.264222559,0.765652204,79.92720242,23.41796688,200.016727,42.83076251,3.726801625,0.161053209,30.7799401,0.006646955,0.048933219,0.022947646,0.084999184,0.002890113,1.001958291,0.204597872
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,5072.73,5096.93,22267.91667,55087.5,1.346666667,0.000557946,0.004934214,0.005024998,0.001545503,0.09506099,0.001179777,0.005612932,0.002119981,0.000152984,0.002029615,0.008718918,0.023397846,0.153631201,0.153631201,0.000255744,0.001061641,0.002607603,0.000457368,0.024000674,0.000939005,0.000994067,0.00100341,0.000196905,0.00175859,0.005694413,0.002846077,0.006694886,0.006694886,7255.583194,5683.67778,2787.737038,103.2608758,4977.113764,1.191415297,6.225778674,7.391036368,28.72260097,10.74847022,109.6646554,97.07584026,2014.293918,65.29379887,26.53025849,1.199696853,41.06758826,0.020650204,0.034384999,0.048550012,0.157111928,0.148107154,2.228401166,1.090708744
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,5184.44,5217.55,23072.16667,55131.5,1.3725,0.000325117,0.003770051,0.002014968,0.000695966,0.055056439,0.001230244,0.004866458,0.002155738,0.000115197,0.000585843,0.002174615,0.021059382,0.144629065,0.144629065,0.000406077,0.001140316,0.000766612,0.000523326,0.005877613,0.001142625,0.000668781,0.000826408,0.000164092,0.000959882,0.002412118,0.002743206,0.002135395,0.002135395,293.8266765,3599.827864,435.4794317,33.50696137,2637.046993,0.767742407,6.625024494,5.924549608,21.92880594,0.706861739,74.39152898,23.61796449,214.5612668,77.24643191,8.232842168,0.982277396,44.32058868,0.008962163,0.06070631,0.069898106,0.771044273,0.012775555,0.715396099,0.250319871
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,5436.62,5463.4,23160.69231,55187.46154,1.347692308,0.00013155,0.003253225,0.001009028,0.000887413,0.047614197,0.000740588,0.005577176,0.002014882,0.000190835,0.000253744,0.003525747,0.020674833,0.144808217,0.144808217,0.000149087,0.000654575,0.000380969,0.00043798,0.004638557,0.000790288,0.000682187,0.000879725,0.000356379,0.000523261,0.002048562,0.002157172,0.003093697,0.003093697,199.7601332,4640.523522,337.7373781,41.49307617,3560.842802,1.008260928,7.365820821,6.211413657,9.708856297,0.749489114,89.12411225,16.00076454,247.9286391,108.2639191,5.496537482,0.629608913,36.86802119,0.010698193,0.096946552,0.115546166,0.229171541,0.014813114,2.309353539,0.483891328
Kerguelen,KER1,CAT1-S1-1D,124,158,159.2,158.6,5499.67,5528.08,23511.76923,56021.46154,1.395384615,0.000159734,0.002992284,0.000848287,0.000795034,0.042414516,0.000775264,0.005207149,0.001793256,4.54E-05,0.001030433,0.002582032,0.02135536,0.144329003,0.144329003,0.000202464,0.000690311,0.000447142,0.000437709,0.004217033,0.00078482,0.001090661,0.001174389,6.88E-06,0.001309409,0.001641633,0.002628347,0.003683225,0.003683225,973.6824666,3761.690452,439.2617094,42.17796203,2748.553456,0.858721787,5.849088818,4.744298227,10.21776865,1.919467031,71.42068742,20.00078753,485.0193541,131.9789472,15.50786053,1.220525248,47.53207477,0.01258998,0.061291396,0.014952396,0.164653492,0.062970521,0.41484736,0.121375429
Kerguelen,KER1,CAT1-S1-1E,132,161.5,162.7,162.1,5646.27,5671.36,23811.38462,56569.61538,1.366923077,0.000306602,0.003129951,0.000780699,0.000565617,0.034224672,0.000971446,0.00506517,0.001940373,4.54E-05,0.000885445,0.002261731,0.021140028,0.145862529,0.145862529,0.000307768,0.000420619,0.0003627,0.000229862,0.002368097,0.000835709,0.000619144,0.001080701,6.88E-06,0.001217001,0.001564839,0.002614613,0.002957996,0.002957996,4674.018055,15500.47502,4823.395579,275.8213156,24110.30848,9.64091711,25.33147037,19.09702535,53.70010907,6.739390951,139.1876948,82.65655708,1417.904442,273.6253169,68.52333173,3.694081689,256.7032264,0.055564368,0.02901097,0.049455498,0.379025561,0.214985846,0.806932965,2.8164492
Kerguelen,KER1,CAT1-S1-1E,137,168.8,170,169.4,5947.95,5966.12,23243.15385,57024.69231,1.373846154,0.000826398,0.003719929,0.002583508,0.001333872,0.106238823,0.001085811,0.004935375,0.002112745,4.54E-05,0.001040723,0.003061591,0.023532673,0.14554695,0.14554695,0.000318112,0.000494401,0.000606433,0.000489964,0.007541322,0.000775638,0.00078688,0.00096059,6.88E-06,0.001583765,0.001683992,0.00225698,0.003903024,0.003903024,214.2359607,3865.367321,314.2119789,40.30371929,2886.473191,0.797101318,3.074840014,4.308979567,10.03284659,0.841708562,71.47093889,15.55587576,203.8744744,43.25747431,7.44344845,0.993577198,40.65829501,0.013543108,0.026459833,0.029165588,0.050604346,0.011120136,0.862385743,0.211942031
Kerguelen,KER1,CAT1-S1-1E,144,179,180.2,179.6,6370.75,6389.03,22715.76923,55020.92308,1.346923077,0.00033596,0.004197493,0.002114138,0.001249359,0.061379104,0.001292703,0.005231066,0.002315993,4.54E-05,0.000823619,0.003560541,0.023115277,0.147650223,0.147650223,0.000181921,0.000813757,0.00046772,0.000495357,0.006861855,0.000894796,0.00085667,0.001295766,6.88E-06,0.000937104,0.001672304,0.001972509,0.003789667,0.003789667,4531.40776,3481.392137,904.1879244,84.65981172,3168.819664,0.546046302,3.299582559,5.064349607,18.29158675,7.805442382,46.22785062,83.4623728,1385.451254,66.26631024,6.44341763,0.742198205,35.87297563,0.003678018,0.042987824,0.031713711,0.257119006,0.168696462,0.727736984,2.659299806
Kerguelen,KER1,CAT1-S1-1E,145,180.4,181.6,181,6433.54,6450.78,18555.69231,44574.53846,1.393846154,0.002270697,0.006991266,0.007385795,0.002799502,0.120485922,0.002098849,0.006100796,0.003343183,0.000420908,0.006258795,0.012880368,0.027784611,0.174344314,0.174344314,0.003012441,0.004318028,0.009731195,0.001809539,0.049828038,0.00148768,0.001354499,0.001364347,0.001285819,0.005286951,0.012466406,0.003554313,0.02120744,0.02120744,23278.04767,3903.380519,2923.188804,121.9300211,4456.928381,0.855150174,2.425675008,3.767313027,30.48216342,16.42557783,35.5730101,90.16911624,6156.752203,120.8006655,57.700133,2.033316472,33.7098105,0.008209565,0.030902266,0.017291261,0.197518023,0.089593448,0.632117041,2.1945355
Kerguelen,KER1,CAT1-S1-1E,146,181.9,183,182.4,6500.14,6513.44,13949,38376,1.411666667,0.023239296,0.018363164,0.026775386,0.008569266,0.413782396,0.005464657,0.007775023,0.003258214,0.001950406,0.019537777,0.023056113,0.040240546,0.244724512,0.244724512,0.004703047,0.004620489,0.013510463,0.001634005,0.074724259,0.00339784,0.002113218,0.002495824,0.002297177,0.004753839,0.009150992,0.006675288,0.015893984,0.015893984,34328.60153,4312.186563,3433.05248,397.1365916,13289.58227,0.757047602,2.230484241,6.015402464,87.59499317,53.67294845,37.52281834,334.5208848,9926.584014,55.81052408,24.39482226,5.745249531,193.3357389,0.007136358,0.019087013,0.019215536,0.753510405,0.888153563,0.853159602,10.07399486
Kerguelen,KER1,CAT1-S1-1E,147,183.3,184.4,183.8,6564.38,6576.1,22427.08333,57499.5,1.2675,0.003600237,0.004776876,0.006066473,0.00298138,0.134566409,0.001963422,0.005437446,0.002206115,0.000873021,0.00220134,0.003147814,0.028533989,0.156258563,0.156258563,0.003192435,0.001480232,0.001918369,0.001326074,0.057393282,0.000682024,0.000927646,0.000600594,0.001216823,0.003105042,0.002709735,0.004203152,0.008311196,0.008311197,1154.260764,4541.333436,1119.777227,77.89836317,3562.901422,0.996950957,7.771363798,8.155143454,34.97989363,2.833581675,86.72448526,123.6786369,441.1367224,88.34590622,20.32893742,1.455982628,48.89958885,0.016241426,0.092422783,0.093802488,0.152811284,0.047351872,0.810766896,2.79967276
Kerguelen,KER1,CAT1-S1-1E,151,189,190.3,189.7,6812.31,6806.19,23247.14286,55625.64286,1.319285714,0.000195584,0.003315291,0.001593347,0.000717966,0.043345457,0.001409009,0.005063071,0.00259579,4.54E-05,0.000469594,0.002322797,0.02175613,0.148631763,0.148631763,0.000199382,0.000786885,0.000329665,0.000194515,0.004483428,0.000749387,0.000772654,0.001197917,6.88E-06,0.000774482,0.002495507,0.002068723,0.002911789,0.002911789,519.0692231,4164.183528,617.9743965,48.62589017,2793.818462,0.972163333,5.453440209,7.040465601,8.670290595,1.131785621,76.44263413,32.53643781,309.2130411,78.30250154,10.1499901,0.777225072,33.03999318,0.006764335,0.046705911,0.025135218,0.080639438,0.008609119,1.188038698,0.658646452
Kerguelen,KER1,CAT1-S1-1E,157,198.4,199.7,199,7055.1,6974.29,23330.92857,56708.85714,1.285,0.000258571,0.005205677,0.001662941,0.000977512,0.056858799,0.001261004,0.005106956,0.002862283,8.30E-05,0.000796142,0.003660273,0.023151098,0.148796515,0.148796515,0.000226364,0.000628362,0.00053227,0.000581189,0.006993585,0.000995081,0.000641654,0.001189901,0.000140742,0.000950215,0.001812386,0.002638781,0.003487249,0.003487248,510.1301471,4449.195182,449.3132406,54.95773967,3045.373357,0.973653446,4.062914553,4.561717881,8.265161932,1.396313321,83.80568894,18.45759727,285.4705255,60.75841345,5.072336847,0.787834033,20.18062134,0.005266733,0.036944396,0.044407993,0.072734146,0.022774434,1.326590955,0.327814701
Kerguelen,KER1,CAT1-S1-1E,161,204.5,205.8,205.2,7160.46,7085.6,22635.42857,56487.28571,1.304285714,0.00037797,0.004046667,0.002277771,0.00096072,0.083088865,0.002459219,0.005113429,0.002296884,8.31E-05,0.00076281,0.005259991,0.023154604,0.148729542,0.148729542,0.000431553,0.001062293,0.001286042,0.000417392,0.032077512,0.00182181,0.000963694,0.001127831,9.59E-05,0.001074652,0.002568426,0.002950147,0.004024367,0.004024367,714.0118801,4530.875865,602.974911,66.72545229,3136.839356,0.850620155,2.965078694,4.921011171,6.808603707,2.016254156,85.69090324,24.14841652,335.9649223,137.6782876,13.83517938,1.229024654,18.53267012,0.006969892,0.003982725,0.025493931,0.108154782,0.046625543,1.236042476,0.653911826
Kerguelen,KER1,CAT1-S1-1F,170,210.3,211.7,211,7263.93,7187.7,21787.13333,53540,1.36,0.0001964,0.005575586,0.001428533,0.000927745,0.068761242,0.002086097,0.005428892,0.0028612,4.54E-05,0.000964799,0.002972396,0.02291201,0.145198941,0.145198941,0.0001885,0.001327186,0.000791471,0.000547508,0.017825218,0.00102976,0.000762751,0.000772006,6.88E-06,0.001108149,0.001571298,0.00273579,0.004970267,0.004970267,104.6756783,3609.129673,168.1798853,45.5523502,2342.824007,0.669698406,2.182200699,4.093699078,3.679275906,0.501927094,65.96855978,7.956881626,181.2848074,68.84527076,3.365678645,0.733053273,21.06620278,0.006580199,0.02863423,0.06061545,0.060549087,0.00814485,1.340395888,0.208592941
Kerguelen,KER1,CAT1-S1-1F,177,220.9,222.2,221.6,7451.67,7373.15,23521.64286,57297.14286,1.331428571,0.000244477,0.003686908,0.00086388,0.000945555,0.04705742,0.001367126,0.005221982,0.002688423,4.54E-05,0.001174692,0.003704873,0.022856316,0.147714315,0.147714316,0.000133523,0.000668864,0.00032146,0.000346251,0.009030261,0.001054028,0.00088859,0.001084975,6.88E-06,0.001338618,0.001608478,0.002679652,0.003066652,0.003066652,265.0120521,4843.721178,347.1872575,63.73055929,3080.073609,1.071221581,3.17180271,6.998565891,6.792163379,0.931349705,88.8200419,16.13112281,158.4645684,64.8922943,3.829031114,1.280136996,63.68866919,0.018816406,0.022993401,0.09543019,0.141345191,0.008008611,0.905659664,0.298573697
Kerguelen,KER1,CAT1-S1-1F,179,224,225.4,224.7,7505.43,7423.56,23158.46667,56412.73333,1.297333333,0.00021514,0.004544848,0.001300425,0.001241097,0.064298925,0.001717367,0.005163996,0.002487471,4.54E-05,0.000620785,0.005159605,0.023076122,0.149477817,0.149477817,0.000254283,0.0012091,0.000491032,0.000462157,0.013885413,0.000952603,0.000783346,0.001279862,6.88E-06,0.000826298,0.002107277,0.001829682,0.003226288,0.003226288,407.8905822,4217.330448,426.0420821,57.48518576,2688.500619,0.845840342,5.35028394,5.640790304,6.692282931,1.320375223,81.43967116,30.53520566,241.9029057,112.2200733,6.662632451,0.642275568,30.54752651,0.010747631,0.025656026,0.0330274,0.090105003,0.044350605,1.972165631,1.193277112
Kerguelen,KER1,CAT1-S1-1F,180,225.6,226.8,226.2,7531.69,7449.42,21060.38462,54913.46154,1.322307692,0.002772101,0.00555396,0.003122705,0.00422371,0.187623729,0.00435141,0.005361564,0.002677897,0.000333962,0.004332065,0.004635503,0.031671011,0.162081097,0.162081097,0.001523399,0.00093022,0.000867249,0.001584204,0.061387924,0.001890336,0.000628705,0.001268332,0.000615661,0.004192061,0.002638614,0.004583359,0.008090587,0.008090586,11517.71875,5766.308811,1197.40653,302.9854865,9844.625786,0.946267633,3.627263811,6.197858783,34.35259618,27.76757005,77.12979485,206.5821768,3111.942568,143.9960058,21.15846533,3.615574304,169.6651785,0.01560096,0.059129239,0.085971873,0.423250154,0.379906928,1.39888174,3.992694737
Kerguelen,KER1,CAT1-S1-1F,185,233.2,234.5,233.8,7669.85,7585.69,16788.14286,47972.78571,1.372857143,0.012958934,0.007912571,0.013680618,0.010313338,0.455383408,0.008060752,0.005870863,0.002823398,0.002191125,0.01691908,0.00776939,0.055319335,0.20376471,0.20376471,0.005803042,0.002092986,0.005937184,0.003796474,0.174172248,0.003188066,0.000931208,0.001359505,0.001834285,0.007438051,0.002947437,0.013531196,0.023188333,0.023188333,14262.12932,4269.933331,1951.217642,266.7521665,8604.12931,0.775500382,4.268992381,3.773884291,38.16917132,28.3155083,50.91367477,239.7215992,3970.032909,36.71694754,25.5783098,1.25829967,108.0172893,0.006020552,0.042256079,0.028086362,0.643907987,0.502166441,0.859909114,7.149691249
Kerguelen,KER1,CAT1-S1-1F,186,234.7,235.9,235.3,7695.94,7613.3,21977.53846,58320.84615,1.346923077,0.004681415,0.005072083,0.006572347,0.003752394,0.178316007,0.0027603,0.005071607,0.002272769,0.000207995,0.003180218,0.008099835,0.031754441,0.155197158,0.155197158,0.001827677,0.000550342,0.002252626,0.001094883,0.03572545,0.001379782,0.000838788,0.001006003,0.000378387,0.002500508,0.002112648,0.005162137,0.007201083,0.007201084,12958.49641,4367.99759,2239.96755,230.5568311,7609.566894,0.799271713,4.531502978,3.210467452,34.52282262,27.8515667,78.81628528,218.7388146,3897.778682,102.4569811,52.98605028,5.020919187,94.88269994,0.004799037,0.087192295,0.029975864,0.356622142,0.320567732,1.313862982,6.164980519
Kerguelen,KER1,CAT1-S1-1F,188,237.8,239.1,238.4,7751.91,7670.68,22949.07143,56888.21429,1.282857143,0.001605816,0.004587798,0.003291715,0.001804314,0.090245526,0.002302633,0.00527196,0.002585588,8.31E-05,0.000611739,0.004670038,0.024729092,0.147301621,0.147301621,0.000468253,0.000678606,0.000876196,0.000621188,0.005740633,0.000712294,0.000746882,0.001036881,0.000141014,0.000817615,0.002462425,0.002422261,0.003474289,0.003474289,88.32467556,3298.121333,436.639577,45.81121632,2064.749015,0.598889202,8.680238524,4.370193647,3.835435411,0.79837406,59.19980605,27.53210666,207.6175941,18.56201881,11.13465165,1.295830968,49.41217225,0.012412956,0.144044164,0.064167909,0.104351899,0.015453079,0.762372708,0.259601524
Kerguelen,KER1,CAT1-S1-1F,191,242.3,243.6,242.9,7831.4,7752.66,23330.15385,56634.07692,1.31,0.000447072,0.005205839,0.002130752,0.00130297,0.07850672,0.002588164,0.005287473,0.002449215,7.68E-05,0.000203352,0.004494063,0.024208731,0.146971235,0.146971235,0.000156689,0.000695636,0.001389161,0.000567866,0.019406244,0.001374183,0.00057293,0.001269133,0.000113424,0.000449078,0.002938895,0.002923493,0.00256725,0.00256725,17.94593117,3835.783216,238.2842793,55.07802735,2497.527268,0.803358665,14.23964041,3.643171487,5.547621978,0.651451824,67.02513333,17.73546585,210.6531652,92.74365171,2.516513925,0.576230328,23.05056669,0.003914391,0.017403154,0.010439405,0.047512144,0.021712737,0.136232196,0.240336308
Kerguelen,KER3,CAT2-S3-1A,6,7.9,9.1,8.5,386.28,89.41,22243.61538,53274.69231,1.313846154,0.00047039,0.00227103,0.001138541,0.000763624,0.036864673,0.001055296,0.005306382,0.0031481,7.36E-05,0.001430427,0.001953711,0.023742841,0.148017348,0.148017348,0.000320298,0.000473334,0.000538739,0.000460276,0.005947828,0.000812761,0.000976298,0.001101669,8.05E-05,0.001790294,0.00149027,0.001700586,0.002253382,0.002253382,2433.469353,8525.391032,1493.72135,73.97054275,7043.906744,2.360731307,7.989049521,8.840919501,33.9867472,6.303556106,77.55523489,51.12144032,412.7415789,292.4467919,52.91622772,2.614554557,240.295989,0.069815083,0.248862689,0.229976711,0.829112693,0.104558215,0.957157998,1.081885684
Kerguelen,KER3,CAT2-S3-1A,9,12.3,13.5,12.9,621.71,161.86,22313.84615,53827.84615,1.332307692,0.000325083,0.002012909,0.000855594,0.000628124,0.047544529,0.001168831,0.00538656,0.002766805,4.56E-05,0.001074567,0.001754258,0.022449074,0.148379162,0.148379162,0.000164765,0.000424695,0.000444241,0.000349033,0.003917877,0.001101631,0.0007372,0.000814046,6.88E-06,0.001051311,0.00177861,0.002282336,0.003437259,0.003437259,1807.885973,7727.272205,1028.300333,53.9884387,5806.724977,2.063027935,6.820390916,7.875132613,22.83873715,3.688021304,68.05571381,28.2096257,317.9447142,259.4424886,41.97503234,1.825000442,264.0185473,0.069604809,0.213258954,0.29908538,0.668420943,0.079731647,0.211252066,0.542535446
