"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","K_sd","Ca","Ca_sd","Ti","Ti_sd","Mn","Mn_sd","Fe","Fe_sd","Co","Co_sd","Ni","Ni_sd","Cu","Cu_sd","Zn","Zn_sd","Rb","Rb_sd","Sr","Sr_sd","Zr","Zr_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd_FDV2023","Mo_inc","Mo_coh","Mo_inc_sd","Mo_coh_sd","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,20689.8181818182,52220.3636363636,1.32909090909091,-1.94880716624657,-0.194880716624657,-0.367119166765369,-0.0367119166765369,-1.37872007844385,-0.137872007844385,-1.3097272069569,-0.13097272069569,4.49868218100338,0.449868218100338,0.127999327795264,0.0127999327795264,1.04692510730743,0.104692510730743,0.37254802942947,0.037254802942947,-2.0253472433689,-0.20253472433689,-0.839723577711161,-0.0839723577711161,-0.746941844260196,-0.0746941844260196,2.5702316382174,0.25702316382174,3.88560818306249,0.699409472951249,3.75055675790579,0.487572378527753,1.3049526576182,0.182693372066548,-0.063535641526546,-0.00762427698318552,5.943882920053,1.06989892560954,-3.90274122642275,-0.273191885849593,-2.69682577915677,-1.45628592074466,-2.12531618636997,-0.297544266091796,-0.468515677217698,-0.0421664109495928,-2.77198839105349,-0.443518142568559,-0.31952155642021,-0.00639043112840421,-2.53655606047204,-0.126827803023602,0.194280409153125,0.18752783789529,0.0652476328809101,-0.0031767820763273,0.29719414600265,-0.195137061321138,-0.134841288957839,-0.106265809318499,-0.0234257838608849,-0.138599419552675,-0.0159760778210105,-0.126827803023602,38213.7272727273,5590.27272727273,1611.55856802718,191.840606186016,0.146376584727273,0.00388698448403857,12.51434728,1.251434728
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,21782.6666666667,52798.3333333333,1.29166666666667,-1.50286800873964,-0.150286800873964,0.245594654735091,0.0245594654735091,-1.26291733910905,-0.126291733910905,-1.23012751628606,-0.123012751628606,3.2761130443745,0.32761130443745,-0.289616352518115,-0.0289616352518115,1.46841526661538,0.146841526661538,0.477548835731456,0.0477548835731456,-2.32230891462388,-0.232230891462388,-0.435822186039366,-0.0435822186039366,-1.46136827783289,-0.146136827783289,3.03735679369257,0.303735679369257,3.48328739754594,0.626991731558269,3.9830418315909,0.517795438106818,1.97090735948023,0.275927030327233,-0.243600908865024,-0.0292321090638029,4.41985774210023,0.795574393578041,-3.30231679805059,-0.231162175863541,-2.59085511869527,-1.39906176409545,-2.09689470641359,-0.293565258897902,-1.22441044399362,-0.110196939959426,-2.37826768433896,-0.380522829494233,-0.0222443783921449,-0.000444887567842898,-1.99850429196811,-0.0999252145984057,0.174164369877297,0.199152091579545,0.0985453679740116,-0.0121800454432512,0.220992887105011,-0.165115839902529,-0.129542755934764,-0.104844735320679,-0.0612205221996812,-0.118913384216948,-0.00111221891960724,-0.0999252145984057,42093.8333333333,6060.5,1322.15401615101,252.644378164609,0.143955505083333,0.00301099939000146,13.6157151,1.36157151
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,21759.5833333333,52292.1666666667,1.33,-2.2511958074379,-0.22511958074379,0.150036138459511,0.0150036138459511,-1.2158157039933,-0.12158157039933,-1.32903995611134,-0.132903995611134,2.63177321348623,0.263177321348623,-0.763593247865126,-0.0763593247865126,0.635902625113298,0.0635902625113298,-0.20825808477765,-0.020825808477765,-0.169000707340877,-0.0169000707340877,-0.370384560593939,-0.0370384560593939,0.834820667841827,0.0834820667841827,2.05475542321927,0.205475542321927,3.71602440999666,0.668884393799398,3.96242484528941,0.515115229887623,2.18038714473555,0.305254200262976,-0.708827591890482,-0.0850593110268578,3.6312403516383,0.653623263294895,-4.63761576586541,-0.324633103610579,-2.84227683421096,-1.53482949047392,-1.86135317033261,-0.260589443846566,-0.375443324260563,-0.0337898991834507,-1.85048611823536,-0.296077778917658,0.00804840663550621,0.000160968132710124,-1.22212235350002,-0.0611061176750009,0.185801220499833,0.19812124226447,0.109019357236777,-0.0354413795945241,0.181562017581915,-0.23188078829327,-0.142113841710548,-0.0930676585166307,-0.0187721662130282,-0.0925243059117682,0.000402420331775311,-0.0611061176750009,40802.6666666667,6037.25,1078.14945273104,98.4065084691603,0.148022999166667,0.00320273418525427,19.65584023,1.965584023
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,22119.4,57449,1.346,-1.87135890763456,-0.187135890763456,0.242190121422223,0.0242190121422223,-0.819447712012431,-0.0819447712012431,-1.35446806436548,-0.135446806436548,3.8456062542936,0.38456062542936,-0.169726621967429,-0.0169726621967429,0.220364318891147,0.0220364318891147,-0.217303929711652,-0.0217303929711652,-0.835512314516237,-0.0835512314516237,-1.29078024510822,-0.129078024510822,0.715289550881678,0.0715289550881678,1.53514754982736,0.153514754982736,4.17695845215305,0.751852521387549,3.50943405318882,0.456226426914547,2.05065592068389,0.287091828895745,-0.533324400672106,-0.0639989280806527,4.29698441782345,0.773457195208221,-2.8241906861885,-0.197693348033195,-3.24466623455077,-1.75211976665742,-2.29698600257009,-0.321578040359813,-1.03108390301738,-0.0927975512715642,-1.76646475756258,-0.282634361210013,-0.517220185829997,-0.0103444037165999,-1.82009667345778,-0.091004833672889,0.208847922607653,0.175471702659441,0.102532796034195,-0.0266662200336053,0.214849220891173,-0.141209534309425,-0.162233311727539,-0.114849300128505,-0.051554195150869,-0.088323237878129,-0.0258610092914998,-0.091004833672889,38550.7,6177,967.395592988377,126.323218592449,0.1602627916,0.00242683010150897,21.79052633,2.179052633
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,24296.5454545455,57427.3636363636,1.31909090909091,-2.04323660133289,-0.204323660133289,0.941723575239185,0.0941723575239185,-1.73129755123555,-0.173129755123555,-0.813700483447342,-0.0813700483447342,2.60175507884187,0.260175507884187,-0.244064199715713,-0.0244064199715713,1.09767768206559,0.109767768206559,0.465200545865301,0.0465200545865301,-3.17821653417188,-0.317821653417188,-0.909532992853514,-0.0909532992853514,1.3453819981224,0.13453819981224,2.46830948262253,0.246830948262253,2.95242175786957,0.531435916416522,3.98659343205281,0.518257146166865,0.8436445763641,0.118110240690974,-0.843460913829237,-0.101215309659508,5.31484152233614,0.956671474020505,-2.02770212588656,-0.141939148812059,-2.59428410995075,-1.4009134193734,-1.43919851548374,-0.201487792167724,0.175033506879895,0.0157530156191906,-3.19879095169139,-0.511806552270622,-0.154936790068664,-0.00309873580137328,-3.01416138859216,-0.150708069429608,0.147621087893478,0.19932967160264,0.042182228818205,-0.0421730456914619,0.265742076116807,-0.101385106294328,-0.129714205497537,-0.0719599257741872,0.00875167534399477,-0.159939547584569,-0.0077468395034332,-0.150708069429608,45251.9090909091,6734.36363636364,298.880730240494,161.2279583244,0.148821987636364,0.00355121707675302,15.13709242,1.513709242
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,24361,56855.4545454545,1.39818181818182,-2.43851078206694,-0.243851078206694,0.919477845263981,0.0919477845263981,-2.11060390830465,-0.211060390830465,-0.748800567193053,-0.0748800567193053,2.49853687902602,0.249853687902602,-0.692560848870177,-0.0692560848870177,1.24625574794662,0.124625574794662,0.618021690514014,0.0618021690514014,-1.680358771198,-0.1680358771198,-0.903410489278669,-0.0903410489278669,0.710518928941728,0.0710518928941728,2.5814342752191,0.25814342752191,4.67895935429177,0.842212683772518,3.51773766033408,0.45730589584343,2.17022093152237,0.303830930413132,0.0812867235545767,0.0097544068265492,4.54887106984056,0.818796792571301,-3.64070836931758,-0.25484958585223,-3.54267311860907,-1.9130434840489,-2.87738168075736,-0.40283343530603,-1.34328981062405,-0.120896082956165,-1.31385196862518,-0.210216314980028,-0.344767997242384,-0.00689535994484768,-1.93440279436772,-0.0967201397183862,0.233947967714588,0.175886883016704,0.108511046576119,0.00406433617772883,0.227443553492028,-0.182035418465879,-0.177133655930454,-0.143869084037868,-0.0671644905312027,-0.0656925984312589,-0.0172383998621192,-0.0967201397183862,45281,6665,466.751754147748,176.817419956293,0.147191485818182,0.00357246424196973,22.36604891,2.236604891
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,22100.0909090909,54142.1818181818,1.27,-2.04657148269377,-0.204657148269377,0.304132858644477,0.0304132858644477,-1.11629450884487,-0.111629450884487,-1.32735853450448,-0.132735853450448,2.56228906861071,0.256228906861071,-1.00346197834834,-0.100346197834834,-0.014446719318614,-0.0014446719318614,-0.416226885440351,-0.0416226885440351,0.907825166802316,0.0907825166802316,-0.373035286857577,-0.0373035286857577,1.06333795916205,0.106333795916205,1.45981034278845,0.145981034278845,2.52756423061713,0.454961561511083,4.42985645706653,0.575881339418649,1.18035775986723,0.165250086381413,-0.63999270052538,-0.0767991240630456,3.52571668576342,0.634629003437416,-3.80094460400633,-0.266066122280443,-2.20585954150495,-1.19116415241267,-0.44052288966772,-0.0616732045534808,0.453266322576737,0.0407939690319063,-2.9686961989637,-0.474991391834192,0.344449625450754,0.00688899250901509,-2.40519514667373,-0.120259757333686,0.126378211530856,0.221492822853327,0.0590178879933617,-0.031999635026269,0.176285834288171,-0.190047230200316,-0.110292977075248,-0.022026144483386,0.0226633161288369,-0.148434809948185,0.0172224812725377,-0.120259757333686,39740.2727272727,6298.27272727273,1545.35174577888,213.91123902642,0.158576433909091,0.00478949806078012,12.20914471,1.220914471
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,1.27833333333333,-1.82219523790358,-0.182219523790358,0.929554967155958,0.0929554967155958,-1.33591072305371,-0.133591072305371,-1.30935144998135,-0.130935144998135,2.60109773699883,0.260109773699883,-0.860487026338631,-0.0860487026338631,0.36751897743146,0.036751897743146,0.0166962420825119,0.00166962420825119,-0.234541713135998,-0.0234541713135998,-1.20419256755336,-0.120419256755336,1.07600216082398,0.107600216082398,1.7758086334739,0.17758086334739,3.71797430931724,0.669235375677103,3.87476327326735,0.503719225524755,2.03417261627581,0.284784166278613,-0.757053092837118,-0.0908463711404541,3.49959649542173,0.629927369175911,-3.83625195838584,-0.268537637087009,-3.45451060807486,-1.86543572836042,-1.63981914139546,-0.229574679795365,0.327338358359991,0.0294604522523992,-1.82641050004625,-0.292225680007399,-0.11540978204327,-0.0023081956408654,-1.82438996985932,-0.091219498492966,0.185898715465862,0.193738163663367,0.10170863081379,-0.0378526546418559,0.174979824771087,-0.191812597919292,-0.172725530403743,-0.0819909570697732,0.0163669179179995,-0.0913205250023123,-0.00577048910216349,-0.091219498492966,42998.1666666667,6520.5,738.995612403426,154.958938842755,0.15165269475,0.00294108742220876,22.9846784,2.29846784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,1.32166666666667,-1.89997793704544,-0.189997793704544,0.707439889594891,0.0707439889594891,-1.03522996943664,-0.103522996943664,-1.10123330207523,-0.110123330207523,2.83388970200283,0.283388970200283,-0.21568757677097,-0.021568757677097,0.632363863154533,0.0632363863154533,0.481847500254394,0.0481847500254394,-2.46434432773946,-0.246434432773946,-1.16733665744633,-0.116733665744633,1.23035151169592,0.123035151169592,1.99791730381151,0.199791730381151,2.9583811143827,0.532508600588887,4.16973952522908,0.542066138279781,1.50628944908492,0.210880522871889,-0.789639840041126,-0.0947567808049351,3.58559083008807,0.645406349415852,-3.91553436973874,-0.274087405881712,-2.73083618048623,-1.47465153746256,-1.10084599198705,-0.154118438878187,0.315867057635071,0.0284280351871564,-2.57554472711918,-0.412087156339069,0.115839186611447,0.00231678373222893,-1.53930605365897,-0.0769653026829483,0.147919055719135,0.208486976261454,0.0753144724542461,-0.0394819920020563,0.179279541504403,-0.195776718486937,-0.136541809024312,-0.0550422995993527,0.0157933528817535,-0.128777236355959,0.00579195933057233,-0.0769653026829483,41187.1666666667,6174.33333333333,748.576932748014,163.819930707377,0.149898092416667,0.00220136997425113,23.15568582,2.315568582
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,1.29545454545455,-2.33270430960542,-0.233270430960542,0.526781732024775,0.0526781732024775,-1.50968204762406,-0.150968204762406,-1.09570624984799,-0.109570624984799,2.5706762726233,0.25706762726233,-0.561842958014985,-0.0561842958014985,0.508633945514436,0.0508633945514436,0.290058309935004,0.0290058309935004,-0.5593615671636,-0.05593615671636,-0.879365445856535,-0.0879365445856535,1.12432592538283,0.112432592538283,1.91818639263227,0.191818639263227,4.27103361378416,0.768786050481148,3.89971214127583,0.506962578365858,2.39385073836139,0.335139103370595,-0.468778542581217,-0.056253425109746,3.44471116762741,0.620048010172934,-4.4093244422307,-0.308652710956149,-3.44988878635606,-1.86293994463227,-1.62204439811832,-0.227086215736565,-1.08875874826682,-0.0979882873440137,-1.38478940475059,-0.221566304760094,0.0454717545773713,0.000909435091547426,-1.63119509332246,-0.0815597546661232,0.213551680689208,0.194985607063792,0.11969253691807,-0.0234389271290608,0.17223555838137,-0.220466222111535,-0.172494439317803,-0.0811022199059159,-0.0544379374133409,-0.0692394702375293,0.00227358772886856,-0.0815597546661232,41158.8181818182,6136.54545454545,1029.40534467058,242.789358760372,0.149104332818182,0.00491852631995791,24.17673458,2.417673458
