"Model","Shapiro_W","Shapiro_p","Shapiro_expl","BreuschPagan_stat","BreuschPagan_p","BreuschPagan_expl","CV10_RMSE","CV10_expl","AIC","AIC_expl","BIC","BIC_expl"
"OLS",0.930599969699794,6.99615485899015e-10,"Shapiro–Wilk: p > 0.05 desirable.",0.0982605435196742,0.753927120132716,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.391554198151312,"10-fold CV RMSE (log-space).",259.701823511304,"Not used for ranking.",270.474784452837,"Not used for ranking."
"WLS",0.930691290926148,7.13101716166161e-10,"Shapiro–Wilk: p > 0.05 desirable.",3120.87293246351,0,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",NA,"10-fold CV RMSE (log-space).",259.48152064019,"Not used for ranking.",270.254481581722,"Not used for ranking."
"OLS_weighted",0.931617065152256,8.66174924832632e-10,"Shapiro–Wilk: p > 0.05 desirable.",29185.7994144649,0,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",NA,"10-fold CV RMSE (log-space).",330.646390635536,"Not used for ranking.",341.419351577069,"Not used for ranking."
"WLS_weighted",0.930696647333872,7.13901121148499e-10,"Shapiro–Wilk: p > 0.05 desirable.",2695.78921801384,0,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",NA,"10-fold CV RMSE (log-space).",262.010925381086,"Not used for ranking.",272.783886322619,"Not used for ranking."
"Bayes",0.946077381969179,2.295378326671e-08,"Shapiro–Wilk: p > 0.05 desirable.",19.413674101623,0.00351915704151631,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.346202462486856,"10-fold CV RMSE (log-space).",179.046097421121,"Not used for ranking.",207.773993265208,"Not used for ranking."
"RF",0.937458334986349,3.07461478030813e-09,"Shapiro–Wilk: p > 0.05 desirable.",NA,NA,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.327736832283875,"10-fold CV RMSE (log-space).",NA,"Not used for ranking.",NA,"Not used for ranking."
"PLS_LOO",0.952867653172727,1.28678921900335e-07,"Shapiro–Wilk: p > 0.05 desirable.",NA,NA,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.359641666342418,"10-fold CV RMSE (log-space).",NA,"Not used for ranking.",NA,"Not used for ranking."
"PLS_kfold",0.952867653172727,1.28678921900335e-07,"Shapiro–Wilk: p > 0.05 desirable.",NA,NA,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.359641666342418,"10-fold CV RMSE (log-space).",NA,"Not used for ranking.",NA,"Not used for ranking."
