"depth","SH20_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
0.1,-63.4,7.46,19704,50127,1.34,2.50087530635723e-05,0.000659648737047522,4.43066016836509e-05,0.000604678008960229,0.15435780446912,4.60203870314549e-05,0.00384795096611055,0.00203391693922986,4.36205016357688e-05,2.77292515874997e-05,6.17741536940944e-05,0.0232801033449688,1,0.147706346370558,0.147706346
0.2,-61.7,7.48,19718,50612,1.39,2.50087530635723e-05,0.00182355704141685,0.000193407564998757,0.000884148868565745,0.175310142845302,0.00176829773713149,0.00414444782140193,0.00196170530213025,4.36205016357688e-05,0.000690741303566988,6.17741536940944e-05,0.0176829773713149,1,0.145912192965491,0.145912193
0.3,-60.1,7.5,19924,50481,1.2,2.50087530635723e-05,0.000771243630353946,4.43066016836509e-05,0.000330532984437405,0.161492907313042,0.00327778542900427,0.00421429555157692,0.00190056466051508,0.000991598953312216,2.77292515874997e-05,6.17741536940944e-05,0.0234127530643162,1,0.15036496350365,0.150364964
0.4,-58.6,7.52,20433,52629,1.37,0.000723530830452609,0.00158104885172977,0.00128627703191575,0.000241176943484203,0.183669641182303,0.00166144116622451,0.00401961572473671,7.14353747975998e-05,4.36205016357688e-05,2.77292515874997e-05,0.0028137310073157,0.01664120910041,1,0.152798992416325,0.152798992
0.5,-57,7.52,20192,50683,1.31,0.000214575007376016,0.0013947375479441,0.000938765657270069,0.00053643751844004,0.138856851648204,0.00112651878872408,0.00485475954188236,0.00348684386986026,4.36205016357688e-05,2.77292515874997e-05,0.000831478153582062,0.0156639755384492,1,0.147654426950621,0.147654427
0.6,-55.5,7.51,20422,51345,1.32,0.000597946184843364,0.00111789938905498,4.43066016836509e-05,0.000649941505264526,0.113817756401924,4.60203870314549e-05,0.00509554140127389,0.00298973092421682,4.36205016357688e-05,0.000129988301052905,6.17741536940944e-05,0.0230599246067854,1,0.144339009489146,0.144339009
0.7,-53.9,7.48,21569,53000,1.27,2.50087530635723e-05,0.000550013750343759,4.43066016836509e-05,0.000425010625265632,0.103927598189955,0.0016750418760469,0.00480012000300007,0.00255006375159379,0.00130003250081252,2.77292515874997e-05,6.17741536940944e-05,0.0201755043876097,1,0.147203680092002,0.14720368
0.8,-52.4,7.48,22053,54850,1.38,0.000325912555154432,0.00112815884476534,0.000325912555154432,0.000852386682711592,0.146811070998797,0.0052647412755716,0.00488868832731649,0.00433714400320899,4.36205016357688e-05,0.00220617729643,6.17741536940944e-05,0.0214099478539912,1,0.14046831127156,0.140468311
0.9,-50.8,7.51,20675,52835,1.33,0.00036241263266891,0.00157908361377168,0.000517732332384157,4.73978576168357e-05,0.133885581154543,0.00176028993010614,0.00367589955992752,0.00194149624644059,4.36205016357688e-05,2.77292515874997e-05,0.00339114677711623,0.0240486668392441,1,0.149521097592545,0.149521098
1,-49.3,7.53,20757,52197,1.39,2.50087530635723e-05,0.000815619105877555,0.00101952388234694,4.73978576168357e-05,0.118035377478717,0.000815619105877555,0.00553091706173217,0.000968547688229597,4.36205016357688e-05,0.00249783351175001,6.17741536940944e-05,0.0240862517204466,1,0.140694295763878,0.140694296
1.1,-47.7,7.5,22141,55665,1.32,0.000245978255522212,0.000737934766566635,0.000122989127761106,0.000221380429969991,0.145299355536971,0.00231219560190879,0.0045259999016087,0.00297633689181876,4.36205016357688e-05,0.00177104343975993,0.00120529345205884,0.0184975648152703,1,0.143479116446106,0.143479116
1.2,-46.1,7.49,21695,54611,1.33,2.50087530635723e-05,0.000649512865350987,4.43066016836509e-05,0.000499625281039221,0.136472645515863,0.00489632775418436,0.0047464401698726,0.00247314514114414,4.36205016357688e-05,0.00179865101174119,6.17741536940944e-05,0.0235073694728953,1,0.145041219085686,0.145041219
1.3,-44.6,7.51,21725,55614,1.37,0.000175390243291323,0.00120267595399764,4.43066016836509e-05,0.000977174212623086,0.16263686702914,0.00197940417428779,0.00581293377765528,0.00197940417428779,4.36205016357688e-05,0.000275613239457794,6.17741536940944e-05,0.0186915887850467,1,0.149532710280374,0.14953271
1.4,-43,7.51,21319,54727,1.34,0.000306466441924609,0.00148125446930228,0.000715088364490755,0.000689549494330371,0.162197364388599,0.000817243845132291,0.0043416079272653,0.00309020328940648,4.36205016357688e-05,0.000791704974971907,6.17741536940944e-05,0.0195372356726938,1,0.150040862192257,0.150040862
1.5,-41.4,7.54,21311,56074,1.33,0.000330856153924463,0.00139977603583427,0.000127252366894024,0.000356306627303268,0.205385320166955,0.00134887508907666,0.00323221011910822,0.00173063218975873,4.36205016357688e-05,2.77292515874997e-05,0.00193423597678917,0.0215311004784689,1,0.147332790389901,0.14733279
1.6,-39.8,7.57,21163,53422,1.35,2.50087530635723e-05,0.000975609756097561,4.43066016836509e-05,4.73978576168357e-05,0.153940949935815,0.00356867779204108,0.00382541720154044,0.00249037227214377,4.36205016357688e-05,0.00313222079589217,6.17741536940944e-05,0.0153786906290116,1,0.145006418485237,0.145006418
1.7,-38.3,7.58,21090,53056,1.38,0.000406514393150232,0.000813028786300465,0.000406514393150232,0.000457328692294012,0.137986229324932,0.000914657384588023,0.00449706547422445,0.00251530780761706,0.000279478645290785,2.77292515874997e-05,6.17741536940944e-05,0.0210117126959526,1,0.140806422927412,0.140806423
1.8,-36.7,7.59,21093,53106,1.42,0.000433198277399791,0.00112121907091711,0.000560609535458553,4.73978576168357e-05,0.120021405091354,0.000968325561246592,0.00440842952883317,0.00361847972886884,4.36205016357688e-05,2.77292515874997e-05,6.17741536940944e-05,0.0219402186377188,1,0.144051168361236,0.144051168
1.9,-35.1,7.58,21223,52649,1.34,2.50087530635723e-05,0.00093965867533523,4.43066016836509e-05,0.000431735067045916,0.118244616009752,0.00236184477854531,0.00431735067045916,0.000457131247460382,4.36205016357688e-05,0.000507923608289313,6.17741536940944e-05,0.0211804144656644,1,0.144783624542869,0.144783625
2,-33.6,7.58,21729,54454,1.27,2.50087530635723e-05,0.00138472771217805,0.000201414939953171,0.000478360482388781,0.147234321105768,4.60203870314549e-05,0.00571514892117123,0.00186308819456683,4.36205016357688e-05,2.77292515874997e-05,6.17741536940944e-05,0.0219038747199073,1,0.147284674840756,0.147284675
2.1,-32,7.58,22073,55695,1.32,2.50087530635723e-05,0.00125399557413327,0.000368822227686255,0.000147528891074502,0.142070322104746,0.00285222522744037,0.00501598229653307,0.00196705188099336,4.36205016357688e-05,2.77292515874997e-05,0.00481927710843374,0.0177034669289403,1,0.14526678141136,0.145266781
2.2,-30.4,7.59,22172,55100,1.34,0.000394876477701819,0.00128334855253091,4.43066016836509e-05,0.000789752955403638,0.13492435647474,0.00204842172807819,0.00538019200868728,0.00157950591080728,4.36205016357688e-05,0.00093783163454182,6.17741536940944e-05,0.0193489474073891,1,0.147437004861917,0.147437005
2.3,-28.8,7.61,22196,55101,1.28,2.50087530635723e-05,0.000774143603638475,0.000290303851364428,0.000846719566479582,0.128894910005806,0.000217727888523321,0.0041368298819431,0.000628991677956261,4.36205016357688e-05,0.00130636733113993,6.17741536940944e-05,0.0152409521966325,1,0.139224888716857,0.139224889
2.4,-27.2,7.62,22616,55584,1.38,0.000833537631772493,0.00122579063495955,0.000392253003187056,0.00105417994606521,0.132679578328022,0.00166707526354499,0.0032606030889924,0.00147094876195146,4.36205016357688e-05,2.77292515874997e-05,6.17741536940944e-05,0.0174062270164256,1,0.154817357195391,0.154817357
2.5,-25.7,7.62,22901,57742,1.36,2.50087530635723e-05,0.000521784503000261,4.43066016836509e-05,4.73978576168357e-05,0.137964566088751,0.00187368071531912,0.0042454284562294,0.000498067025591158,4.36205016357688e-05,0.000332044683727439,6.17741536940944e-05,0.0213220121907834,1,0.148115646419847,0.148115646
2.6,-24.1,7.63,22895,57183,1.42,0.000118581762124985,0.000924937744574884,4.43066016836509e-05,0.000853788687299893,0.135088343412783,4.60203870314549e-05,0.00486185224712439,0.0032017075773746,4.36205016357688e-05,2.77292515874997e-05,6.17741536940944e-05,0.0184750385390727,1,0.141468042215107,0.141468042
