"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,10.6089613409039,1.65742174255479,13959.03161,176.5369365,13655.3878256869,-17582.48701819,44893.2626695637
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,8.5189671829483,1.01203222473737,9355.988249,27.23893955,11345.3656341903,-19898.6186527054,42589.3499210859
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,2.25278621676606,0.379723034940704,3942.206507,48.5012016,4419.50077819765,-26854.2862656785,35693.2878220738
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,2.91306487742071,0.2630780741355,4568.280308,27.82191253,5149.29150650087,-26120.5441368837,36419.1271498854
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,14.1064536367579,1.37336368486013,18556.10587,33.23324312,17521.0851470201,-13710.8577363421,48753.0280303823
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,17.468460595723,1.20414940989301,34440.81517,173.6494448,21237.0336598964,-9994.27412775739,52468.3414475503
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,11.2478629598111,1.74856945599221,25853.87296,38.38777974,14361.5510042971,-16874.8390395627,45597.9410481569
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,1.87715809073292,0.317940486714373,26327.35852,199.5705658,4004.32770051995,-27271.7924303777,35280.4478314176
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,1.5168973767904,0.143285114747633,20544.92897,1107.050592,3606.13986790625,-27672.2759067507,34884.5556425632
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,4.88370049109785,0.544305679820571,2355.109726,9.689444316,7327.3894603251,-23931.7883518446,38586.5672724948
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,3.69278129574849,0.618670174427139,6242.966621,15.13819392,6011.094025209,-25254.3212665859,37276.5093170039
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,3.76888090461965,0.414669370944667,3694.801697,28.74082309,6095.20516235617,-25169.7929697645,37360.2032944768
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,3.17328966208688,0.528289330409317,6284.597012,38.94604963,5436.91194078203,-25831.4188401572,36705.2427217213
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,2.16718834393188,0.196187361031512,3753.765384,11.81590071,4324.8914296312,-26949.4218438661,35599.2047031285
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,6.18525076715079,1.27826565276195,11390.75321,93.133272,8765.96286953111,-22487.1089909077,40019.0347299699
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,6.16748790176021,0.57903152661915,7073.372392,64.24483976,8746.32998535264,-22506.8202063543,39999.4801770596
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,2.90103719966778,0.984239946009907,1987.252608,27.50554815,5135.99759253672,-26133.9083230351,36405.9035081086
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,11.8737936236481,1.24755735373875,15892.74003,5.384076861,15053.3776863468,-16181.7315854241,46288.4869581177
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,2.65932234413655,0.970336888832118,4238.013215,41.30378848,4868.8357547076,-26402.4958166182,36140.1673260334
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,24.2436479948748,1.751503538999,3019.385269,15.63993365,28725.4915505626,-2519.6258081857,59970.6089093109
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,4.69627253428479,0.733104299822134,36760.73258,176.9107347,7120.22967574056,-24139.8885869144,38380.3479383955
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,12.7169206558711,2.640670008287,6074.810846,90.83067827,15985.2664896107,-15248.3896615883,47218.9226408096
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,10.1931391898394,4.81596171992926,49049.46764,602.4649613,13195.7892220169,-18043.1483023279,44434.7267463616
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,9.65274090079796,0.651150856810064,51904.82693,633.5042142,12598.4994950668,-18641.9325429448,43838.9315330784
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,11.6735858796015,1.37228880333909,34127.39087,180.3909133,14832.092698589,-16403.4075145263,46067.5929117042
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,20.368166478992,2.61089224514128,29114.97389,241.7735926,24442.0114889813,-6792.73830294488,55676.7612809076
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,27.0211925043561,2.18156715034072,24845.10488,215.0112593,31795.4472393611,538.843906880687,63052.0505718414
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,30.1189054833298,3.06133487553112,27055.53366,347.4235335,35219.2777305027,3945.87518120847,66492.6802797969
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,34.4817228942595,6.32456946454819,70333.76898,854.1412459,40041.398882532,8737.21494154789,71345.582823516
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,31.8647085302501,2.47464266252406,107255.388,1659.164889,37148.8734497142,5864.15218482761,68433.5947146009
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,18.7120945390388,1.51061475944698,46161.88967,524.1315649,22611.5934864024,-8620.7380039008,53843.9249767056
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,32.6100915177548,2.36742982644919,28337.51625,150.1728069,37972.7280216257,6682.76811578739,69262.6879274639
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,14.7599067412997,2.70013198155165,68261.38783,1004.21079,18243.3317460587,-12988.0987703526,49474.76226247
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,10.9513315810204,1.74531984326452,23779.92504,84.31463012,14033.8017314706,-17203.2551513569,45270.8586142981
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,34.9002188383774,2.73978450476352,58747.48129,702.1728764,40503.9527678066,9196.37912825398,71811.5264073593
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,18.8513149718324,1.62178001557889,49872.72804,195.5233093,22765.4706099526,-8467.01778253663,53997.9590024419
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,61.4015828708519,3.52806494379008,73040.17367,1106.313667,69795.297333013,38118.8665426061,101471.72812342
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,45.4718038412699,3.47888496408978,74836.34761,1508.582346,52188.4811015423,20770.0131322835,83606.9490708012
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,42.8433979820441,2.79208303259204,65108.07757,794.4594063,49283.3649126002,17896.9967788688,80669.7330463315
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,37.347652955576,2.43646168808478,88890.89611,1660.843449,43209.0450770047,11880.1186836698,74537.9714703396
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,15.6784047800458,5.39339554005517,76198.44633,424.3239232,19258.5263791504,-11972.5012185858,50489.5539768866
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,54.3878456047177,9.30785723185739,244762.4318,2521.469387,62043.1757931398,30493.6641810103,93592.6874052693
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,30.9129401428579,4.55158892186676,33059.50476,411.0830407,36096.905869962,4818.52059959863,67375.2911403253
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,28.7722722914083,5.64283084127316,19940.78074,195.2603694,33730.8752173648,2465.29209321645,64996.4583415132
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,51.4763725725582,2.83848250824113,91742.56196,2210.042469,58825.1920066152,27322.2201583865,90328.1638548439
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,40.9918218562332,5.6679869950472,63330.72521,818.7355802,47236.8606563144,15871.3098672368,78602.4114453921
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,38.9467843915336,2.4711620418483,69886.15056,651.9486024,44976.5280578162,13632.2409407895,76320.8151748428
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,31.9197231018368,5.47636833644173,54047.68966,417.3743136,37209.6797829459,5924.58017076714,68494.7793951247
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,33.8752009964638,6.89276024278568,40132.04847,295.2089979,39371.0242605726,8071.61730813644,70670.4312130089
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,41.8025366308423,4.15109063199168,54152.91453,901.2653807,48132.9249410841,16758.4421379032,79507.407744265
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,6.22808805194823,6.50849392403983,20119.39045,302.8601579,8813.30992939195,-22439.5735950278,40066.1934538117
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,36.28889075221,4.24051318815235,51021.42539,1449.62635,42038.8197077215,10719.4509256028,73358.1884898403
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,44.2128975679902,3.75740667351359,34088.22199,467.7014564,50797.0411220473,19394.3204453011,82199.7617987936
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,22.6978446140619,3.7296953922311,28823.89617,530.2032916,27016.9508353765,-4223.24052963863,58257.1422003916
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,25.5678639085324,2.54510436074025,30935.30845,285.0900353,30189.1167646513,-1061.05449923906,61439.2880285417
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,22.0069593272574,3.14595237444352,34349.06054,445.4522315,26253.3313112635,-4984.99766518836,57491.6602877154
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,22.0058228359393,2.69827922077145,29282.54803,328.5573862,26252.075173702,-4986.25091185632,57490.4012592603
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,21.9387135248536,3.53874534745356,32219.65007,365.8178032,26177.9008047096,-5060.25558058506,57416.0571900044
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,29.4170968323181,3.56239006246882,16700.79088,224.4526933,34443.5848646398,3174.35655135504,65712.8131779245
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,22.7386368800546,4.49242502616056,37075.7818,437.2164977,27062.0375832633,-4178.2702970052,58302.3454635317
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,51.2572307677901,2.68077591004746,29511.5462,32.1048001,58582.9796395748,27083.3640726673,90082.5952064824
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,22.289071709424,8.26762842993596,35173.56997,618.3618955,26565.1436006999,-4673.9205320517,57804.2077334516
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,18.7825333784903,1.82193941323058,30813.78663,1575.735471,22689.44790607,-8542.96190467619,53921.8577168161
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,22.2952020890955,1.99080856986342,13189.89932,129.6827163,26571.9193675266,-4667.16112838529,57810.9998634385
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,9.14185189180614,1.18932955311954,10103.92743,578.8562016,12033.8256926686,-19208.1371669145,43275.7885522517
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,26.6674805040757,2.87502707639678,33521.67785,153.1315042,31404.4975484559,149.544939973133,62659.4501569386
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,24.1417031155165,6.1527182105913,19102.04921,190.2959459,28612.8142338674,-2631.94595081512,59857.5744185499
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,30.2505826326786,10.0898782249476,17067.4608,48.08420766,35364.8174373726,4090.60767299876,66639.0272017465
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,43.2477967587098,6.07521292192809,32079.57549,646.9348498,49730.337524823,18339.2250985436,81121.4499511024
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,40.4311504324799,9.58943581198091,40180.34818,163.829273,46617.1635025793,15257.6231021893,77976.7039029693
