"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,15770.5833333333,57516.75,1.33833333333333,76.6666666666667,477.166666666667,434.833333333333,218.083333333333,29119.6666666667,230.166666666667,127.333333333333,105.833333333333,16.25,166.166666666667,1339.5,573.25,18568.9166666667,4186.83333333333,0.226903901166667,46.6287724934125,163.548065402712,182.242013584002,121.377291820575,3206.82205570713,85.3195419726585,17.0098010962308,37.3480760934052,22.7321358433386,55.3022000767902,368.502744531534,73.800868435393,1973.17766137095,303.681302245188,0.0192419662268625,5147.889503,11483.54156,2897.539841,201.9552017,29511.5462,4.280007535,7.193324268,39.15988603,62.26601894,21.73821403,227.4544094,60.0329846,31.84980956,1470.473436,242.7777321,26.18796901,1.015089484,32.1048001,0.041449262,0.051191387,0.099160724,0.072783962,0.324179306,2.714332835,0.581671393,3.184980956
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,21292.7272727273,58885,1.33545454545455,33.1818181818182,315.727272727273,184.909090909091,67.4545454545455,13294,106.090909090909,200.545454545455,131.363636363636,17.1818181818182,84.6363636363636,858.909090909091,744.363636363636,34476.4545454545,5588.45454545455,0.162143465272727,18.7286848540851,58.4261771966828,49.2249013111343,15.1615542499022,5753.23295200186,69.4441567670809,34.3929168183323,38.650414557344,30.1589727338919,78.3585001480666,215.111810250137,106.60700983263,1142.66104892364,206.865349266794,0.00497309987343341,5505.035933,10269.18303,3795.356029,311.4480017,35173.56997,7.368448017,6.263265577,34.66157048,58.60550147,21.04953065,198.7277638,50.93045401,38.5145956,1603.539606,319.7998586,93.10104025,8.47360052,618.3618955,0.084118008,0.073683145,0.4641381,0.854908221,0.452109582,1.546696593,0.738584595,3.85145956
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,22271.5833333333,59847.8333333333,1.28333333333333,43.3333333333333,318.083333333333,180.166666666667,75.3333333333333,11089.4166666667,169.916666666667,202.083333333333,157.75,10.5,59.25,657.416666666667,807.25,36977.75,5991.5,0.162107014333333,22.276499371365,48.1578056230165,48.8519718283219,17.8240559272285,1346.87391988285,74.1735781594073,28.8836485146034,42.8445923181572,14.2158682144605,58.8945513763216,213.083619238736,55.2006669920177,934.663587996918,106.106721576139,0.00433464220674764,6097.843222,12229.13292,5093.523369,353.3049619,30813.78663,5.122222899,6.301289954,25.95749555,40.82277223,23.73857998,302.9231828,78.78952034,64.63475063,1936.386236,864.7429197,50.42995617,9.842514542,1575.735471,0.145873046,0.20152179,0.857134355,1.397062702,0.966107219,5.375215015,1.427199314,6.463475063
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,20921.7272727273,58109.6363636364,1.32181818181818,38.4545454545455,309.272727272727,169.636363636364,54.0909090909091,12770.7272727273,180.727272727273,189.818181818182,161.272727272727,11.7272727272727,86.8181818181818,679.636363636364,768.272727272727,34300.0909090909,5761.09090909091,0.168467554181818,14.5558485590064,41.8045234612019,36.4507139224261,22.9845798110583,1398.06145007357,49.2931859572718,35.3746185331183,37.635331562485,18.03380663693,62.244386384345,186.601325143887,66.9404076908573,2290.95532276583,148.37011460901,0.0088418140009814,6175.999603,9855.628818,3509.410749,115.4337622,13189.89932,5.35222129,9.999536344,89.58971424,35.42302354,30.35980649,245.5928888,55.86097273,29.55260302,1855.683454,190.0778574,57.96869106,1.894932065,129.6827163,0.027518772,0.112403008,1.243282919,0.65822487,0.744553021,4.87578685,0.54284315,2.955260302
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,21790,55455.7272727273,1.31272727272727,36.9090909090909,289.818181818182,108.272727272727,46.5454545454545,4996.54545454545,68.9090909090909,208.181818181818,213.636363636364,13.7272727272727,89.3636363636364,916.181818181818,870.272727272727,38305.9090909091,5961.09090909091,0.155643579727273,12.5654649373157,47.4569661521218,47.8959098652294,17.6825543198014,813.527671764933,40.2379287375843,32.6644093221297,63.8126519230673,29.8231148912749,76.6802096075288,89.0896382098594,88.5291939521545,876.010211646583,155.329620192322,0.00353544024995901,5968.444872,10048.24434,3248.960975,105.7636335,10103.92743,5.409379617,13.45589808,97.79698974,54.064265,28.7689376,254.6825264,50.67135824,26.05373802,1958.591437,653.9557626,183.8381806,5.529308912,578.8562016,0.23362155,0.463413678,5.191445766,2.19762822,1.015325028,3.27008475,0.810955899,2.605373802
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,20826.0833333333,59943.75,1.42416666666667,41,334.5,174.666666666667,61.4166666666667,15793.3333333333,148.833333333333,191,172.166666666667,40.25,145.5,1013.25,748.083333333333,32742.9166666667,5434,0.166063939583333,16.4758776838912,42.0681265654566,27.9880927062444,24.0924670736928,2157.79564848158,75.270220277385,30.7009031552079,70.4502833510443,55.4930380563839,45.902069670114,204.61810326024,58.7203826054747,1161.33821385921,142.875024854846,0.0048276544419602,2516.983872,6960.861032,1199.537678,60.6622639,33521.67785,21.80830378,10.48832859,46.69505839,136.0251037,10.73581104,111.667296,21.85695903,25.38306341,857.2828993,157.416355,19.22244936,0.521352206,153.1315042,0.383297426,0.122763336,0.266664267,1.154440273,0.228115294,0.974152096,0.227943318,2.538306341
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,21587.2727272727,62373.4545454545,1.33818181818182,17.2727272727273,305.909090909091,72.4545454545455,40.0909090909091,14940.0909090909,196,190.181818181818,224.545454545455,56.3636363636364,68.7272727272727,813.363636363636,709.818181818182,35579.7272727273,5895.09090909091,0.165775222090909,10.6685604379495,40.4164682906722,21.4679465080554,14.8354612025009,4174.15930348964,69.7509856561181,48.8176570142775,40.1207269035935,52.0543422343857,47.881292608055,92.5464993689904,126.05777896014,2148.9349497325,322.510605886211,0.00377420733916301,790.4601626,7012.381581,307.9839209,64.82600414,19102.04921,14.81752131,14.68864067,78.63602567,94.75874646,3.470088908,131.8281488,7.181000574,38.12452987,305.8039749,44.90787058,4.116043221,1.104452514,190.2959459,0.234127184,0.077615628,0.631116592,2.09078523,0.051336491,1.128119455,0.167559119,3.812452987
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,21632,65648.6363636364,1.41363636363636,26.7272727272727,346.727272727273,109.090909090909,51,20218.4545454545,143.363636363636,174.545454545455,193.909090909091,34.2727272727273,46.3636363636364,826.363636363636,670.545454545455,34173,5605.90909090909,0.164327659181818,14.3742193463917,46.9128786349568,52.9215542958718,22.4053565024081,8601.48369019713,69.4352543413974,27.8975398068132,47.9029321554632,31.9032628710322,50.2479307579381,147.348751421431,112.478765672783,1998.69952719262,169.846668819529,0.00605834033624731,3163.380594,9040.006112,1347.461524,87.95481953,17067.4608,4.1377886,13.66412704,99.33071721,57.03901807,14.31278916,224.4453244,28.83560184,23.11355335,1060.826347,121.9027865,14.95676567,1.208105913,48.08420766,0.019010108,0.131993681,5.308945902,0.139519515,0.159446453,2.552502686,0.21722532,2.311355335
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,54.8,495.9,167.4,120.7,32461.8,273.2,210.2,375.8,169.1,88.2,1238.5,658.3,30715.8,5547,0.1812110093,24.8363532839353,91.0792695037314,78.4236358929288,60.4024466023981,6283.97099858928,51.0115455341022,32.70677809466,70.2452845392486,107.39175428723,42.4206448691096,274.818424903911,74.0315998596395,2061.69896498549,178.156610255634,0.0116878752857954,6266.517708,11396.20863,2883.518514,169.8695081,32079.57549,10.38268079,13.11407391,78.85879013,47.08824283,25.23019472,262.4737246,49.62591564,27.05462698,1913.941942,173.5311002,39.47106595,6.194816384,646.9348498,0.298178052,0.450378152,2.91695892,2.313488133,0.998221456,2.533130332,0.75197774,2.705462698
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,37.9,555.3,91.7,67.6,31490.9,288.9,236,549.8,296.1,4.4,1130.4,631.5,33134.3,5557.3,0.1679936634,19.3071661997991,77.0310904043873,39.4406727461217,15.8689074048033,9764.80708633475,100.240211492195,46.1519230368573,120.083119361364,48.64485812727,11.1175536877498,159.462430267028,77.4413756764862,1853.80695686831,198.224367825956,0.00715670739725986,1326.826528,7680.69076,440.1427786,77.40139067,40180.34818,32.08267707,54.67369247,273.7512725,160.9095737,4.409343496,198.8915063,8.837063052,18.2523685,440.8838882,235.9017829,8.564769473,1.444532107,163.829273,0.182515294,0.401191653,0.443798565,2.671233854,0.109085804,1.2109063,0.072120194,1.82523685
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,19465.1538461538,53638,1.33384615384615,76.6153846153846,458.153846153846,135.538461538462,128.615384615385,7915.15384615385,83.6153846153846,173.461538461538,115.923076923077,12.3076923076923,109.307692307692,713.846153846154,682.461538461538,32215.2307692308,5434.15384615385,0.168708173846154,17.8863936254091,40.4863066436175,61.6557855958052,30.3109948740785,1284.98066432624,42.112030073639,38.2875423269227,49.4527746752083,22.1449189634425,79.4453529324661,90.3418010980577,123.666632110023,736.82982588091,160.940903312285,0.00441999096080199,5443.67845,15948.18938,1607.114721,407.4375349,14682.28264,4.851245271,4.965819612,23.13004442,42.19689147,17.13305574,204.6688961,8.791484806,20.52199678,181.2744924,296.6363225,33.91012061,2.240906442,138.0134568,0.115944762,0.116696761,0.161910311,0.624513994,0.606510173,2.906298325,0.12132249,2.052199678
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,18793.5384615385,53598.8461538462,1.42153846153846,84.1538461538462,484.307692307692,171.153846153846,155.923076923077,10825.1538461538,92.3076923076923,170.923076923077,89.7692307692308,6.76923076923077,174.384615384615,915.076923076923,613.076923076923,29367.3076923077,5307.46153846154,0.180820653461538,18.2658431407101,90.9105646733688,79.3566276940645,39.6241961820921,1410.87808628491,32.7220226946741,26.7128606307322,43.7667184173733,16.6490932994055,91.6910923168462,177.704089963466,81.3556610798756,830.933850617824,147.869094914283,0.00591109684603813,5975.780316,16588.68048,1837.980819,366.7929674,16189.75967,5.402833637,5.507249153,28.86151963,35.42095591,22.17089462,214.4801797,9.110923126,28.41964251,106.9664677,111.1441592,28.85629885,4.804987873,153.8027168,0.043222669,0.124463831,0.069267647,0.354209559,0.341431777,2.487970085,0.162174432,2.841964251
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,19866.3076923077,66045.0769230769,1.38538461538462,118.692307692308,558.692307692308,201.384615384615,146.461538461538,24868.7692307692,158.153846153846,186.461538461538,103.846153846154,9.53846153846154,125.384615384615,943.692307692308,598.769230769231,28009.8461538462,5206.84615384615,0.186126874846154,43.0104340352133,81.928204967708,34.8915903467165,31.9755515579622,2750.59678839115,49.547697817097,34.9871771382397,44.6147325328121,15.3058560939671,39.4008004604358,112.631689305885,102.755497700572,1070.9227210023,145.124570716475,0.0084470149463899,5333.453521,15380.19155,1832.527324,315.5650704,16934.94085,4.923853521,4.900777465,28.38931831,31.93149296,20.66172394,191.8197183,8.621791549,70.38997719,102.4023076,46.14057465,6.413845634,3.09253769,255.7176068,0.059086242,0.204852498,0.300926774,0.194782107,0.413234479,0.230183662,0.062939078,7.038997719
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,20964.6153846154,65795.5384615385,1.41076923076923,100.076923076923,541,253.384615384615,136.923076923077,21869.0769230769,172.846153846154,183.461538461538,98.4615384615385,0.181818181818182,122.461538461538,823.230769230769,753.384615384615,30909.2307692308,5459.61538461538,0.176783745384615,18.6746777681327,123.003387487229,122.681524323169,46.0605788400116,5261.35902059437,76.1006418652806,28.8779482899305,55.1114255918791,0.603022689155525,56.4677125807533,158.037523944027,199.051726301456,1069.42096122514,137.017966255973,0.00625635417181775,5207.184,15558.14641,1580.648497,291.4015196,17138.00234,4.715790685,5.241528694,33.07658228,27.71352621,18.82353425,198.4859127,8.287638868,24.25268384,104.6643984,281.60245,25.4484408,1.981530334,174.8076238,0.102332658,0.172446294,0.588763165,0.146881689,0.246588299,1.290158433,0.061328528,2.425268384
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,18354.5384615385,46608.6923076923,1.35230769230769,62.3846153846154,330,94.8461538461538,78,4048.30769230769,92.7692307692308,179.846153846154,148.923076923077,3.38461538461538,110.692307692308,793.692307692308,741.846153846154,31057.8461538462,5487.53846153846,0.176709254461538,19.3241578580562,60.0874362907921,19.4672637772841,19.4422220952236,364.657232803488,45.0927818432061,35.1255988177809,47.1194608388465,10.0460478260397,71.7906500590253,103.927366154913,110.405952552271,979.707596356675,169.501040008911,0.00268037723819358,5837.940234,17669.83951,1819.746676,318.8457154,13667.24784,5.347190156,6.351383957,33.89863255,28.93439766,20.45548446,217.6036906,10.6404829,28.08949975,81.73116327,81.28126176,23.83868146,3.985571442,118.9050562,0.056145497,0.153703492,0.559327437,0.506351959,0.186144909,2.023714323,0.029793352,2.808949975
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,17416.5833333333,46639,1.30666666666667,74.6666666666667,371.916666666667,159.25,122.666666666667,6877.16666666667,132.083333333333,184.916666666667,151.916666666667,2,125.25,983.166666666667,675.666666666667,28378.75,5186.91666666667,0.183069920666667,25.4248744819762,58.1556818662917,46.1738316286696,30.2424546061668,1029.17926995105,48.2313710308462,27.6256084534665,57.7273502743454,6.92820323027551,45.6192244165071,160.13791404646,94.9979266121427,1887.10548556152,233.254234428419,0.00636049475218899,6956.874444,21182.64262,2092.551562,343.7990278,11986.74089,4.922970952,6.39350629,28.97734663,27.00122448,22.53472619,287.7800097,20.13391113,32.86456422,214.2717329,288.0839396,28.04019092,4.950706,38.35757086,0.064490919,0.235920382,0.156477672,0.615627918,0.574635518,3.53969412,0.39865144,3.286456422
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,16929.8461538462,45918,1.36230769230769,87.8461538461538,485,219.692307692308,141.769230769231,7685.23076923077,47.9230769230769,164.769230769231,109.615384615385,9.69230769230769,148.153846153846,1018.30769230769,658.076923076923,27134,5051.46153846154,0.186192237846154,18.3477798559124,121.194746860855,89.1266744727082,35.3462724252357,782.036567116712,34.6204697119626,25.348089494588,46.5913769946372,17.8062939031148,49.7792563119856,125.694328044523,96.1963803359752,850.149202591326,171.986247214041,0.00406954777494389,5864.826617,16828.03623,2256.103454,382.915235,14179.20706,6.646599115,7.84225117,41.9704529,36.91192497,22.63461313,192.0094569,11.10116946,31.47956371,211.1337582,129.575879,45.34767943,1.64653551,59.55266965,0.108339566,0.241541336,0.247625672,0.11811816,0.371207655,1.056052013,0.204261518,3.147956371
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,15819.5454545455,50811.9090909091,1.30363636363636,133.818181818182,474.818181818182,242.909090909091,164.545454545455,17722.9090909091,175.454545454545,142.363636363636,123.818181818182,9.45454545454546,190.272727272727,950.272727272727,572.909090909091,22577.6363636364,4675,0.207411269363636,47.6231418153363,70.0054543329563,70.9809193311196,47.5044495523601,1508.71292528071,60.9399107914733,42.6363054855196,29.8087845502569,17.6259106792451,116.094005796243,164.39166092542,65.0145438274461,1408.54487132837,181.314643644687,0.00730232867287039,8871.994311,23025.53265,3140.602681,585.3572459,35487.97724,9.632847657,11.08791026,61.64578206,47.90043877,34.84930473,237.2807242,16.78597985,40.47366511,120.6591226,198.0195808,31.40602681,7.78525137,670.7227699,0.088622198,0.09757361,1.02948456,0.728086669,0.4460711,5.125263643,0.229967924,4.047366511
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,16145.25,49209.6666666667,1.34416666666667,174.75,778.666666666667,370.416666666667,190.25,14233.4166666667,98.9166666666667,146.75,130.5,15.3333333333333,204.166666666667,1103,586.583333333333,23589.5,4706.5,0.19989823275,53.0953259370694,189.861831739597,130.102378102319,28.6010966096184,2137.65710569192,72.9663164297975,44.3234495703818,39.4588393138977,19.6761661700524,50.2174061336095,198.310592024458,158.352000494487,1449.53901763159,195.383306256283,0.00903294357113845,7746.307975,19806.58483,2780.927179,509.8802514,25321.34917,8.041928644,8.769207812,43.74139458,42.59030524,30.00680597,201.9638553,18.09041528,36.81900645,230.8399776,186.1818974,39.76725866,3.977065961,194.9743886,0.101328301,0.211337908,0.209958694,0.234246679,0.483109576,2.746708433,0.063316453,3.681900645
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,18131,55430.9166666667,1.35583333333333,79.3333333333333,426.166666666667,234,124.833333333333,16475.1666666667,129.833333333333,164.916666666667,94.6666666666667,1.25,154.666666666667,739.666666666667,649.916666666667,27701.75,4996.41666666667,0.180753975416667,17.7832062419133,69.2227410522574,115.548494345251,31.0742024934842,4112.85120817737,68.1186576141333,33.9289587583268,48.7112705519768,4.33012701892219,82.7782726580014,155.800182829472,97.2143445581916,1355.74441979976,130.526526968369,0.0099834761180887,8706.157013,23961.57686,2482.596033,510.7720501,30348.25974,8.722415009,8.979833284,34.73791874,44.27594323,30.61922635,256.1176349,12.6893661,41.3738341,221.1363881,191.6926149,49.15540146,2.24739702,264.0298597,0.070651562,0.241557515,0.340431604,0.509173347,0.814471421,1.075694066,0.16115495,4.13738341
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,20091.0833333333,59727.9166666667,1.35,83,452.833333333333,183.25,125.916666666667,15627.8333333333,142.833333333333,196,156.666666666667,4.58333333333333,133.666666666667,686.916666666667,687.166666666667,31517,5606.5,0.177930938083333,29.1422841807695,90.9333755442895,61.103674937839,29.9650048415066,2422.88324985424,59.5999288183427,21.4899553703162,45.8204665135041,12.1539992171177,82.1299782864536,100.39780723188,112.520570509924,736.724569231332,144.731412686334,0.00451591526698096,6598.380417,19881.77207,2488.325779,425.6460716,27170.31131,6.251857157,8.651530736,40.88974473,38.26194334,22.88497366,217.7898692,15.7899099,26.73751232,137.9061507,65.60984782,20.15543881,6.895466359,309.741549,0.096903786,0.255220157,0.249427443,0.566276761,0.157906318,1.350297189,0.203689838,2.673751232
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,17799.3333333333,47476.5833333333,1.31666666666667,68.3333333333333,402.166666666667,162.666666666667,112.166666666667,6561.83333333333,70.1666666666667,162.5,103.666666666667,5.83333333333333,119.666666666667,825.25,662.25,29503.0833333333,5274.58333333333,0.178880946666667,15.8133047166178,33.6042024788928,42.6429858525906,21.4977095326808,383.569795316039,34.9358719873306,30.6905374815934,56.0978582208777,13.4355927117173,58.6334272226926,106.744491022424,94.6602777400224,699.777166913392,109.047494517784,0.00590696245974207,4618.995032,16479.65741,1575.735639,285.4554922,13872.977,5.871694204,11.09571628,27.8525667,30.62449678,17.215285,199.578966,9.92564195,24.29736534,122.8652679,75.80642407,15.59978283,3.882194694,234.4533113,0.029358471,0.335090632,0.35929811,0.275620471,0.129114638,1.576673831,0.11116719,2.429736534
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,17684.75,46879.25,1.33333333333333,59,349.166666666667,136.083333333333,100.833333333333,5776.83333333333,162.583333333333,180.5,144.5,14.3333333333333,115.75,935,712.666666666667,29362,5376.91666666667,0.183302172416667,14.5789387317958,49.5834160936411,29.7732593059102,18.0848170037909,704.010567241628,43.7813956614063,38.6793343930698,34.1507353840694,21.2745401972889,58.9516365722399,127.511853281461,125.097295467701,1156.51278340614,182.181956163378,0.00767261806353377,3415.579205,10723.74092,1161.29693,213.0614752,10017.06936,4.139917554,5.323592416,16.00316636,21.4504263,12.67297664,119.2508257,6.298210275,31.01118031,69.67781578,15.01323728,11.14845052,1.363593441,131.2236086,0.052576953,0.062818391,0.17603483,0.265985286,0.01647487,0.643954459,0.021413915,3.101118031
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,17870.5,47524.6666666667,1.28416666666667,64.1666666666667,377.083333333333,170.916666666667,104.75,7074.75,132.666666666667,184.083333333333,117.583333333333,8.5,94.9166666666667,804.083333333333,607.583333333333,29282.5,5274.5,0.18033640425,15.3198227697637,36.6294921746084,45.8643421274946,22.8597502571262,662.427234425858,56.3855773521326,28.5193979706105,41.4036852407506,19.9248588451713,75.9263498797394,131.837681420845,78.9803869017588,1036.49939700899,149.783176625414,0.00827238141136432,4921.529077,16718.31854,1911.570392,318.8247,18126.438,5.075843538,8.253068077,36.18123,34.30741154,16.21679654,197.3571738,10.43275985,19.89352741,148.6301781,180.5578402,23.70347286,5.61131472,242.8942692,0.092380352,0.149380532,0.137488674,0.161244834,0.37298632,0.967050152,0.040687763,1.989352741
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,17555.4545454545,46970.4545454545,1.42727272727273,47.7272727272727,317.363636363636,128.181818181818,111.818181818182,7567.63636363636,73.6363636363636,178,113.090909090909,2.36363636363636,154.090909090909,889,629.545454545455,28528.8181818182,5086.18181818182,0.178287780454545,17.7712740628854,77.9695744855296,54.4294372225511,37.3143891329288,1259.10200323304,39.0442639251215,31.2633971282713,36.5197331464909,7.83929495902185,66.9439385537698,104.366661343554,87.7284031957309,708.907725755873,177.863328531667,0.00458270544758877,7273.786524,20223.29166,2382.409952,443.5927218,18736.05749,6.595896427,10.60653138,35.46679751,37.68347236,25.92994062,220.559147,10.79469099,30.85010838,336.7763161,202.2329166,38.35680023,9.58160279,219.2118727,0.11081106,0.328802473,0.539095322,0.844109781,0.739003308,3.021660314,0.138172045,3.085010838
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,17671.8333333333,46547.6666666667,1.27583333333333,44.4166666666667,320.583333333333,121.25,86.5833333333333,5734.91666666667,99.8333333333333,182,149.166666666667,5.5,111,921.5,683.916666666667,29539.3333333333,5376.25,0.182009143666667,11.797213332997,51.4789601034572,60.7605209744856,21.0560219558696,888.624315581351,48.7718870836158,28.0292055477205,42.7313666639589,19.0525588832576,53.4432579300871,154.826295628946,127.565639669319,453.523845886717,126.498383029551,0.00358285633533958,5415.67046,17750.4328,1894.366875,330.5850441,13972.31801,6.245626149,8.570619866,35.40585383,37.52964617,20.04468741,211.7085625,11.40700042,27.0545809,155.9713092,209.455107,25.95282619,1.454574194,76.84774904,0.014989503,0.118274554,0.400086148,0.240189735,0.567264654,0.296391987,0.087833903,2.70545809
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,15943.9090909091,51358.6363636364,1.34909090909091,157.727272727273,760.272727272727,408.454545454545,258.454545454545,17990.4545454545,129.818181818182,138.727272727273,113,8.90909090909091,200.181818181818,1276,527.090909090909,21924.9090909091,4696.54545454545,0.21437147,23.828935809603,95.7685657291482,75.8740583287379,22.8094876591459,1359.46484791894,46.0517495472608,30.0768712105861,42.8788992396027,17.4840186768062,58.8554469557715,80.6696969127813,102.39966264149,585.782801820855,135.203079577622,0.00904689117844741,8945.422022,26370.11281,3316.178876,654.0897303,29131.62831,11.02836,12.14358742,49.15261573,53.75514157,36.0531191,255.3811775,18.6667827,43.90873382,111.8177753,58.01424818,18.57060171,4.251583247,367.0585168,0.101460912,0.338806089,0.407966711,0.73644544,0.504743667,0.817219768,0.104533983,4.390873382
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,17513.2307692308,53067,1.37923076923077,121.384615384615,644.846153846154,287.230769230769,181.384615384615,15298,105.230769230769,166.846153846154,137.769230769231,12.3846153846154,190.769230769231,1180.69230769231,634.692307692308,25716.8461538462,5142.23076923077,0.200281993230769,37.5777825794677,105.845678666196,103.305496664145,28.4445028712007,3374.72902615899,64.8268897991076,34.0706279999018,49.5969653744962,26.4906853489375,60.5972411997909,202.304384783336,150.835111195075,1563.67568281458,199.168753341713,0.00739941947063828,8976.759109,26667.54291,2867.600154,567.7982591,22528.01628,9.134399757,7.820727692,39.76047449,44.16857409,32.92937976,253.6262866,14.95542664,51.53906898,182.2282099,424.0139323,48.17568258,8.346634409,74.34245371,0.033797279,0.171273936,0.397604745,0.295929446,0.625658215,2.967427554,0.216853686,5.153906898
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,19630.1538461538,52476.3076923077,1.31846153846154,79.6153846153846,440.846153846154,176.769230769231,140.538461538462,8067.23076923077,130.615384615385,189.846153846154,117.615384615385,0.181818181818182,117.076923076923,849.230769230769,730.846153846154,32133.0769230769,5718.53846153846,0.178004605923077,14.1864868891636,56.603660296613,41.4068308498204,26.5380713460724,791.959295444549,62.8444355287171,37.1726739999652,40.372305816278,0.603022689155525,61.7460680778697,112.258001827749,74.309988285387,486.471044280209,113.610896913262,0.00454971204769889,5721.295663,19173.11646,1937.934236,360.8953237,16524.5867,5.668266146,7.733471223,34.52810771,29.23988643,20.28673632,218.7762183,9.993117862,22.75250175,207.6830326,243.4985791,25.58073192,6.820921619,115.6721069,0.064051407,0.12373554,0.252055186,0.245615046,0.730322508,2.472171267,0.109924296,2.275250175
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,18939.2307692308,47732.7692307692,1.34538461538462,43.8461538461538,283.846153846154,152.692307692308,82.8461538461538,4260.07692307692,58.7692307692308,181.769230769231,127.461538461538,0.181818181818182,65.6923076923077,703.076923076923,721.538461538462,32111.2307692308,5470.76923076923,0.170673390230769,13.5329607123137,55.7551883293477,181.294596635506,38.3315495683085,1067.90756946614,33.9684997366527,33.2845155343889,25.2903650448657,0.603022689155525,43.7061868530162,146.876627105008,99.7811065822044,1930.64648731309,184.165755885902,0.00650999420347503,6594.697268,20274.4736,2422.968415,431.4287933,17616.22911,7.144032067,7.374484715,40.65077512,32.82610384,24.33687143,219.7339196,20.92027695,29.03795177,79.79583695,85.15278913,22.04901258,3.580858984,348.8013364,0.087157191,0.076694641,0.219514186,0.403761077,0.484303741,1.186563166,0.115061523,2.903795177
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,1.355625,48.25,326.75,105.125,89.875,5844.6875,103.0625,195.5,141,4.6875,81,737.875,723.75,33472.6875,5638.625,0.1684474398125,15.92273008417,77.8421479662528,33.2583322893176,26.3334388183541,1077.60077448314,55.4670698102337,45.2489410557492,40.7005323470509,17.2151822528836,64.8536814683638,124.934582882403,85.9662724561208,1265.4661180108,263.646701730428,0.0042813358626073,5009.073815,15679.13954,1886.233337,299.9841868,15409.2047,5.39869674,7.652397974,44.99762802,66.23589727,17.07719827,188.3177471,7.331532035,23.17770367,164.2976211,25.08662327,4.904206677,2.93984503,118.6508762,0.062085013,0.179066113,0.350981499,0.437156922,0.285189211,1.902009246,0.072582167,2.317770367
