"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.37872007858635,-0.0689360039293176,1.3049526576182,0.06524763288091,1.50646312952386,0.688641605783283,2.32428465326444,1.58787503748729,0.468901207374502,2.70684886760007
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.20646118331133,-0.0603230591655663,1.0281289082459,0.0514064454122948,1.62777843665391,0.810681330350524,2.44487554295729,1.6991726065678,0.626190946175397,2.77215426696021
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.26291733911768,-0.063145866955884,1.97090735948023,0.0985453679740117,1.58801853995833,0.770696076942747,2.40534100297391,1.66269592482173,0.574641414520501,2.75075043512295
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-1.21581570383403,-0.0607907851917013,2.18038714473554,0.109019357236777,1.62119040804468,0.804056774906026,2.43832404118334,1.693128591294,0.61764947450495,2.76860770808306
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.81944771201243,-0.0409723856006215,2.05065592068389,0.102532796034195,1.90033712257333,1.0844673489521,2.71620689619456,1.94922447464817,0.97954983867719,2.91889911061914
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.181732006591,-0.0590866003295498,2.00602850843823,0.100301425421912,1.64519424362347,0.828192140779849,2.4621963464671,1.71515028510766,0.648770698343397,2.78152987187193
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.48318241596533,-0.0741591207982665,2.20240610833466,0.110120305416733,1.43289432762007,0.614580219424761,2.25120843581538,1.52038125615201,0.37351391607407,2.66724859622994
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-1.73129755125607,-0.0865648775628036,0.8436445763641,0.042182228818205,1.25815639148416,0.438511573996476,2.07780120897185,1.36007248738942,0.14694641904708,2.57319855573175
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.11060390826737,-0.105530195413368,2.17022093152237,0.108511046576119,0.991025529395806,0.168911286552951,1.81313977223866,1.11500023492464,-0.199435353604224,2.42943582345351
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.11629450887272,-0.0558147254436362,1.18035775986724,0.0590178879933618,1.69127935360191,0.874517739836343,2.50804096736748,1.75742986905093,0.708519843207145,2.80633989489472
