"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00957367706643069,0.0015186458602062,85.79649547,1.323999276,125.875512490243,21.5096899816817,230.241334998803
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00969455708191104,0.00334526416982509,111.2286921,1.368956728,126.250851069601,21.8856299185186,230.616072220683
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00961783290329192,0.00199288287150987,136.1592518,2.420949669,126.012618603375,21.6470164280205,230.378220778729
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.0110111570387596,0.00252179358411905,116.7915838,1.35786783,130.338960716367,25.9799176560626,234.698003776671
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.00508194262976325,0.00138990583273805,95.07661499,0.69914278,111.928449234061,7.5362124735818,216.32068599454
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00774893850854377,0.00215319195220763,101.292967,0.811859205,120.209606713381,15.8340091594478,224.585204267314
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.0054197294871059,0.00193612934713782,119.6977813,1.823339563,112.977294559378,8.58731967878623,217.36726943997
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00755306142387841,0.00283577734931086,99.83622626,1.333664845,119.601398430192,15.2246738446125,223.978123015772
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.00869901822406155,0.00281177396177845,110.4667193,1.25507819,123.159652420129,18.7893076046558,227.529997235601
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.0098369053945973,0.00214151959129299,95.05242503,0.168162163,126.692849800701,22.3283294481861,231.057370153216
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.0167614064125253,0.00225649011410719,109.9097917,0.96047458,148.193776686794,43.8537318064195,252.533821567169
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.0118882644736727,0.00255859640210189,92.99111859,0.763475857,133.062423790528,28.7071185183861,237.417729062669
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.0107304065870505,0.00424467648357912,54.97448254,0.904111945,129.46721632355,25.106912982585,233.827519664515
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.0154053324286617,0.00267401344814189,53.58134359,0.512470791,143.98309818394,39.639744069964,248.326452297915
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.0121652489223572,0.00238987849620793,126.2966844,0.909448982,133.922474552934,29.5682868420562,238.276662263811
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.0173518339064194,0.002587178056214,152.5618881,1.310436979,150.027084003074,45.6882540423941,254.365913963754
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.0247979460476785,0.00722946665329245,138.0986394,3.800967424,173.147639884337,68.8123677012181,277.482912067456
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.0168071581543142,0.00227995034889102,172.6424549,2.126521142,148.335838165674,43.9958923268935,252.675784004455
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.0199632457140368,0.00471063382943779,142.7753473,1.931616323,158.13565012209,53.8005499875146,262.470750256666
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.0198823887522324,0.00292871260719781,129.6985539,0.996133225,157.88458515445,53.549409758009,262.219760550892
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.0152084689605463,0.00205489364896177,153.3496638,2.167962906,143.371827130107,39.0279325197693,247.715721740445
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.0162052583156417,0.00266829174377333,135.6264282,2.715802678,146.466908636956,42.1255940298848,250.808223244026
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.00698570583190413,0.00209571231832595,151.7312933,1.325348387,117.839730539629,13.4596564941678,222.219804585091
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.00936776828331798,0.00336653386331109,121.4529542,1.405222576,125.236155274546,20.8692951880536,229.603015361038
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.0111862618515734,0.00253212284669829,127.9383347,0.485558929,130.882670041843,26.5243973402302,235.240942743455
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.0236552169207804,0.00357742465340749,230.1968823,2.48800676,169.599407983665,65.2650059002853,273.933810067045
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.022209902771222,0.003421784134135,147.1050077,0.981019187,165.111634239877,60.7775972695196,269.445671210235
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.017505364874238,0.0020932093193444,90.62519465,1.806865583,150.503805445568,46.1652689522836,254.842341938853
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.0106427110873124,0.00168155051885697,90.09213851,1.320509697,129.194917348761,24.8342139976201,233.555620699901
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.0135514934447838,0.00326486277856841,91.69283278,2.73622133,138.22683410834,33.8777864935057,242.575881723175
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.019305872614929,0.00587334767576666,107.4610267,2.19863695,156.094473305998,51.7586867809492,260.430259831047
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.00854842321942927,0.00198564653504569,263.6699608,4.67933169,122.692047292246,18.3208935212669,227.063201063226
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.0739761116688568,0.0246326892825056,227.4544094,2.714332835,325.848338559307,220.990411907288,430.706265211326
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.0248639944866866,0.00593193914955886,198.7277638,1.546696593,173.352723637574,69.0173854679688,277.68806180718
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.0179020486576944,0.00617373352302214,302.9231828,5.375215015,151.735528713846,47.3977075585856,256.073349869107
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.0201986062251587,0.00674883647706934,245.5928888,4.87578685,158.86645644711,54.5315607551435,263.201352139076
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.0239247343118673,0.00236627405046984,254.6825264,3.27008475,170.436273153486,66.1017121215792,274.770834185392
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.0311490649684101,0.00710397265652439,111.667296,0.974152096,192.868186275475,88.5187222562579,297.217650294693
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.022893885827978,0.00258037374376892,131.8281488,1.128119455,167.235436324181,62.9013289438499,271.569543704511
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.0242402164116927,0.0046166769216506,224.4453244,2.552502686,171.415861075367,67.0810777038036,275.75064444693
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.0406294433101986,0.00991122621455583,262.4737246,2.533130332,222.305241891692,117.905104257414,326.705379525971
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.0340171831729085,0.00356840219522989,198.8915063,1.2109063,201.773838777501,97.4127692080111,306.134908346992
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.0221711616143634,0.00285382870490528,204.6688961,2.906298325,164.991340982797,60.6573024958593,269.325379469735
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.0313071313680872,0.0068883407598559,214.4801797,2.487970085,193.358990463937,89.0089710156854,297.709009912188
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.0338247481841609,0.00491896975121685,191.8197183,0.230183662,201.176318376728,96.8161286385612,305.536508114895
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,0.0267530196646211,0.00568135979796269,198.4859127,1.290158433,179.218242630438,74.8802911697838,283.556194091092
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.0255889792457681,0.00350147928894023,217.6036906,2.023714323,175.603838087292,71.267662870351,279.940013304233
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.035049967360245,0.00734023958577081,287.7800097,3.53969412,204.980686064193,100.61464593335,309.346726195036
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.0376130776737815,0.00517494172691833,192.0094569,1.056052013,212.939273594133,108.559087590714,317.319459597552
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.0423489016983326,0.00856663280398473,237.2807242,5.125263643,227.644247401437,123.231138459331,332.057356343542
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.0470931589070854,0.00961181797052407,201.9638553,2.746708433,242.375406673436,137.920494156469,346.830319190402
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,0.026914083338364,0.00644661053683694,256.1176349,1.075694066,179.718353506902,75.3801143188918,284.056592694912
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.0218018007371546,0.00325787020179001,217.7898692,1.350297189,163.844456724294,59.5103741432918,268.178539305297
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.0280167696269805,0.00399087922242351,199.578966,1.576673831,183.142250363651,78.8017673866685,287.482733340634
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.0319525104966113,0.00501566368538764,119.2508257,0.643954459,195.362925393007,91.0105362551403,299.715314530874
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.0275628105550814,0.00501594266710993,197.3571738,0.967050152,181.732684419634,77.3931830652047,286.072185774064
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.0312079781306972,0.00400998822515167,220.559147,3.021660314,193.051114632578,88.7014447464892,297.400784518666
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.0312513997528957,0.00558249476525112,211.7085625,0.296391987,193.185940971941,88.8361184795991,297.535763464283
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.0582838745638859,0.00467182387184749,255.3811775,0.817219768,277.123146404713,172.534715125193,381.711577684233
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.0463121386652217,0.00978868481610252,253.6262866,2.967427554,239.95029920744,135.502875313439,344.397723101441
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,0.0264508475691225,0.00366015331004921,218.7762183,2.472171267,178.279982947103,73.9425437762619,282.617422117944
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,0.0221356821714212,0.00560802511271027,219.7339196,1.186563166,164.881175512869,60.5471351193271,269.215215906411
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.0221129589421103,0.00404296379009384,188.3177471,1.902009246,164.810618733288,60.4765768586253,269.144660607951
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.0456912979657183,0.0198728784263111,254.965373,0.790392656,238.022557345121,133.580915683235,342.464199007006
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,0.0175416353537094,0.00224306168542162,231.5407717,1.088241627,150.616427124043,46.2779586068601,254.954895641226
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,0.00929583076568143,0.0034097651018452,237.9234012,7.232871397,125.01278563346,20.6455591266909,229.38001214023
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.0164265528758977,0.00360544483530148,200.4648971,2.10488142,147.154039471082,42.8132446611623,251.494834281001
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.00898391800741131,0.00312312322937159,201.5309088,1.61224727,124.044280698153,19.6754419196641,228.413119476642
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,0.0136035117876466,0.00168645606845174,193.3528611,1.29546417,138.38835370141,34.0394842650665,242.737223137754
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,0.02472298167559,0.0045350414883578,222.8833073,2.295698066,172.91487170665,68.5796723394145,277.250071073885
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.0260281245991993,0.00365307447761824,201.1247375,1.28719832,176.967406684083,72.6306239415849,281.304189426581
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.0104704611135193,0.00279011288614463,74.85729626,0.127257404,128.660072443248,24.2985746029771,233.021570283519
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.0153708691972659,0.00263418946436689,180.6386068,1.390917272,143.876088102407,39.5326404683171,248.219535736497
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,0.0143850514279962,0.00327538805806441,178.3340179,0.49933525,140.81507392605,36.4687534731636,245.161394378936
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.0114666074967215,0.00177239185526761,188.1781856,1.655968033,131.753157489755,27.3960930596826,236.110221919828
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,0.0146588396948602,0.00558855559775119,182.2674644,2.168982826,141.665200381786,37.3197161025277,246.010684661044
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.0283685590769909,0.0054526590474511,225.088187,2.903637612,184.234574449443,79.8932750604945,288.575873838391
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.0189784579196643,0.0036906107942947,150.0197423,1.980260599,155.077834070031,50.7416422901675,259.414025849895
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.0126248643381759,0.00296050161067508,166.9684155,2.003620986,135.349603731723,30.9972039298775,239.702003533568
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,0.0215160810248809,0.00394321199128874,192.3751513,0.865688181,162.957282525373,58.6231290378558,267.291436012889
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.0160580652766915,0.00267205001156603,171.3980626,2.51955152,146.009866785071,41.6681957762221,250.35153779392
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.0192735320134828,0.00204250011115228,190.1380415,3.764733223,155.994054098123,51.6582294197918,260.329878776455
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,0.0243781626444,0.00578623797532179,248.0408721,3.844633517,171.84419112485,67.5092982372478,276.179084012451
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.0201206350677503,0.00163920691461,211.4460624,1.057230312,158.624352048494,54.2893910405512,262.959313056436
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,0.0216329815425152,0.00866979828709266,202.828785,0.141980149,163.32026456207,58.9861439654347,267.654385158705
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.00911687022701259,0.00187405640798477,146.7512531,2.846974309,124.457104083634,20.0889572060682,228.825250961201
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,0.00966427388574426,0.00206572542622653,196.4487137,2.396674308,126.156820209475,21.7914489435491,230.5221914754
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,0.0103505437792615,0.0032351205199679,170.3369471,1.243459714,128.287723037915,23.9256652059535,232.649780869877
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,0.013385016533215,0.00346351108199423,171.610596,0.995341457,137.709914853856,33.360289857361,242.059539850351
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,0.00995925219821881,0.00278182159943201,185.0171857,2.997278408,127.072742831636,22.7088184465233,231.436667216748
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,0.0109612877060436,0.00352569390829651,185.3224681,1.871756928,130.184113908805,25.8248492484803,234.54337856913
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,0.0210670633788185,0.00305364248359836,188.000363,1.52280294,161.563059959218,57.2287301797716,265.897389738665
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,0.017922974435554,0.00307337367143934,193.4016881,0.638225571,151.8005043155,47.4627191777458,256.138289453255
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,0.0103405875379335,0.00298688062094151,176.9254729,0.920012459,128.25680840359,23.8947038238188,232.618912983361
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,0.0150348292507618,0.00232459212679727,188.3571252,0.772264213,142.832667023851,38.4882830343838,247.177051013318
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,0.0101022495256374,0.00228720492868348,157.6321242,0.788160621,127.516756786399,23.1535215068163,231.879992065982
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,0.0165360639711482,0.00324903967474965,168.1855143,0.807290469,147.49407697647,43.1535322755429,251.834621677397
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,0.0204608500834446,0.00234747278115893,209.1785709,1.798935709,159.680736928654,55.3460433767007,264.015430480607
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,0.0135762770371105,0.00177715567869987,192.532482,1.598019601,138.303788419591,33.9548258286677,242.652751010515
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,0.00993463693373097,0.00246366649798826,187.3581473,2.023467991,126.996311186863,22.632267370102,231.360355003623
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,0.0125137615490749,0.00237605986008786,170.2979154,2.367141025,135.004623936194,30.6517995515943,239.357448320794
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,0.0134400461549087,0.00238814589914351,172.0502391,1.169941626,137.880784620435,33.5313516849984,242.230217555871
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,0.0321605242456371,0.00457755937493914,233.1635452,1.935257425,196.008818634632,91.6556308341444,300.36200643512
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,0.0293169660056046,0.00637675378484151,213.4629871,1.280777922,187.179426068006,82.8356832963843,291.523168839628
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,0.0460609290965315,0.00527480896009517,261.5567621,2.354010859,239.170280754773,134.725214711453,343.615346798093
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,0.0296386035524763,0.00428182298507707,242.5140453,1.406581463,188.178126965184,83.8334752692854,292.522778661082
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,0.0108177463433578,0.00221461937759402,229.7243184,3.744506391,129.738410696942,25.3785027402197,234.098318653665
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,0.0129763221648661,0.00443055941073254,258.8993453,2.74433306,136.440898110285,32.0898094706368,240.791986749933
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,0.0183544510572153,0.0033907689573162,150.1829657,1.697067512,153.140261111171,48.8031802595005,257.477341962841
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,0.0311278690399091,0.00718949674293934,171.0846086,1.505544556,192.802371842377,88.4529815567943,297.15176212796
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,0.0230114685372783,0.00498095873809013,184.4496706,0.996028221,167.600536600603,63.2663985865881,271.934674614618
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,0.0241584188788349,0.00470086195443514,233.8952637,1.450150635,171.161875586899,66.8271536209971,275.4965975528
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,0.0132368244511816,0.0041964539235627,138.036883,6.40274082,137.249770922525,32.8996227968773,241.599919048172
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,0.0366803998876221,0.00920917911845042,172.0332159,8.636659734,210.043261760706,105.668521854864,314.418001666549
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,0.0368073180032945,0.018062795606926,154.8814977,4.521959852,210.437348947426,106.061888021302,314.81280987355
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,0.00914018555240717,0.00227000704335036,65.34606485,2.211412383,124.529499351587,20.1614730944638,228.897525608711
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,0.0254039474173694,0.0138683631832968,143.4502871,5.236474934,175.029304874906,70.6933629316081,279.365246818204
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,0.0118043374945414,0.0104874471982868,73.24363877,2.496659877,132.80182626337,28.4461764159157,237.157476110824
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,0.00800656147824556,0.00313763797160863,66.66000584,1.215205903,121.00953910149,16.6354009089749,225.383677294006
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,0.00300183319393915,0.00212663731546326,28.31046928,0.190321941,105.46960392825,1.06245136096867,209.876756495532
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,0.0136937387182752,0.00451402147815299,114.3906738,3.793152987,138.668512897514,34.3199499934192,243.017075801609
