"Element","Model","n_test_median","n_success","Failure_rate_pct","R2_single","RMSE_single","RMSE_ppm_single","R2_mean","R2_sd","R2_q05","R2_q25","R2_q75","R2_q95","RMSE_mean","RMSE_sd","RMSE_ppm_mean","RMSE_ppm_sd","R2_boot_s","RMSE_boot_s","Robustness_boot","Bootstrap_Unstable"
"Ca","RF",121,500,0,0.682203721520104,0.401150756423534,4911.79054471344,0.644373442684333,0.0490995121597428,0.55950837749974,0.614930852652351,0.677711329726432,0.718782683886617,0.420735938443834,0.0285784835631455,5188.3523824646,455.381497556714,1,0,1,FALSE
"Ca","Bayes",120,2000,0,0.636884102731344,0.428801053115093,5546.07861545861,0.607378392072377,0.0508661538096215,0.517873635021689,0.577038546625414,0.642146791616774,0.683384680507303,0.442931722633662,0.0254496173612553,5917.4263602204,828.714255420252,0.319585767534488,0.739013074302719,0.296146230799605,FALSE
"Ca","OLS",120,2000,0,0.605349695781694,0.447032844459699,5504.63271481712,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0.0320852421448176,0.493637107658107,0.221796302223648,FALSE
"Ca","WLS",120,2000,0,0.604685117514639,0.447409080513934,5446.04597912254,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0.0320852421448176,0.493637107658107,0.221796302223648,FALSE
"Ca","OLS_weighted",120,2000,0,0.60078407376705,0.449611220751241,5620.88386479327,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0.0320852421448176,0.493637107658107,0.221796302223648,FALSE
"Ca","WLS_weighted",120,2000,0,0.604732452698864,0.447382293228408,5447.03371534874,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0.0320852421448176,0.493637107658107,0.221796302223648,FALSE
"Ca","PLS_LOO",120,2000,0,0.605172814508826,0.447133012734933,5921.70892622602,0.590002077644094,0.0521440118792562,0.498378819979044,0.557657488042122,0.627578095115379,0.669798592015465,0.452705629499061,0.0263617271929615,6174.90323400901,791.768988743432,0,1,0,FALSE
"Ca","PLS_kfold",120,2000,0,0.605172814508826,0.447133012734933,5921.70892622602,0.590002077644094,0.0521440118792562,0.498378819979044,0.557657488042122,0.627578095115379,0.669798592015465,0.452705629499061,0.0263617271929615,6174.90323400901,791.768988743432,0,1,0,FALSE
"Sr","RF",120,500,0,0.675793821060387,0.35233390312532,45.3389098498978,0.652142913073162,0.051003524940639,0.56540079436884,0.62508586692331,0.68636568826821,0.729459064719332,0.36337593668888,0.0307498966792802,47.0896132497416,4.0186146632394,1,0,1,FALSE
"Sr","Bayes",120,2000,0,0.635271572146413,0.373704733132646,56.5643915636821,0.602907713807087,0.0543853254816507,0.506111970895487,0.570604657681181,0.640041164385572,0.684515622721029,0.387754114617388,0.0277806156243863,59.1857610282632,6.52333190850527,0.1928719616504,0.882169290569596,0.162855460762402,FALSE
"Sr","PLS_LOO",120,2000,0,0.619560933054721,0.381668523678026,58.9814163562467,0.597474025640196,0.0564977920116866,0.495841677209496,0.562720016090252,0.637678170609719,0.683634607729772,0.390337758329127,0.0283339039512293,60.8014346743022,7.26348465054027,0.103795810105949,1,0.0622774860635692,FALSE
"Sr","PLS_kfold",120,2000,0,0.619560933054721,0.381668523678026,58.9814163562467,0.597474025640196,0.0564977920116866,0.495841677209496,0.562720016090252,0.637678170609719,0.683634607729772,0.390337758329127,0.0283339039512293,60.8014346743022,7.26348465054027,0.103795810105949,1,0.0622774860635692,FALSE
"Sr","OLS",120,2000,0,0.605940022011523,0.388440903375382,59.7735590156883,0.591142431208165,0.0557300424291053,0.489657473355962,0.556996746339724,0.630605382937026,0.672037080636319,0.393455313385731,0.0276937441982073,60.5558927501267,5.26449830625146,0,0.98209268363606,0.0071629265455758,FALSE
"Sr","WLS",120,2000,0,0.605899324973479,0.388460961218056,59.3656290640811,0.591142431208165,0.0557300424291053,0.489657473355962,0.556996746339724,0.630605382937026,0.672037080636319,0.393455313385731,0.0276937441982073,60.5558927501267,5.26449830625146,0,0.98209268363606,0.0071629265455758,FALSE
"Sr","OLS_weighted",120,2000,0,0.588442221601662,0.396971381054182,68.563181097856,0.591142431208165,0.0557300424291053,0.489657473355962,0.556996746339724,0.630605382937026,0.672037080636319,0.393455313385731,0.0276937441982073,60.5558927501267,5.26449830625146,0,0.98209268363606,0.0071629265455758,FALSE
