"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0207235344220733,0.0031436758451738,2.896325963,0.085387528,31.1959966735521,-68.8677355110471,131.259728858151
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0198667950647667,0.00251798842335565,2.113253146,0.03629458,23.9849183443615,-76.0929268751124,124.062763563835
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0218738747633854,0.00279817612946009,6.431024383,0.078886265,40.8782812980239,-59.1710170919077,140.927579687955
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0205823929338991,0.00205139120448903,35.64216716,0.676354366,30.0080247214728,-70.0578349767823,130.073884419728
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0205606998233317,0.00254864061161851,40.9140318,0.917402906,29.8254362619008,-70.2407573384208,129.891629862222
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0204096454950824,0.00217980674334461,27.74345656,3.945793598,28.5540290554041,-71.5145406150307,128.622598725839
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.0202851105438363,0.00278938306944397,60.55383697,6.691084732,27.505832447534,-72.5647632598718,127.57642815494
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.020488227966732,0.00209743619031123,6.355756988,0.110447115,29.2154488367343,-70.8518736019185,129.282771275387
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0203663131234172,0.00139385024106858,31.40903404,0.597663272,28.1893053811589,-71.8799623752795,128.258573137597
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.0216814847324344,0.00262976996605996,6.255310392,0.136212551,39.2589561542549,-60.792395680411,139.310307988921
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.0210517474512367,0.0034494764041801,30.42377281,3.299014819,33.9585286405658,-66.1005574780782,134.01761475921
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0210457120517119,0.00314276130790642,21.97235957,0.521915705,33.907729364975,-66.1514383852962,133.966897115246
