"Rank","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm","AIC","BIC","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation"
1,"RF",0.67652135882806,0.404721258578198,0.405320083182145,4899.1312754143,NA,NA,NA,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
2,"Bayes",0.636884102731344,0.428801053115093,0.437812064252784,5546.07861545861,NA,318.686507485063,340.232429368128,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
3,"OLS",0.605349695781694,0.447032844459699,0.450923989941031,5504.63271481712,NA,335.005013489929,345.777974431461,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
4,"PLS_LOO",0.605172814508826,0.447133012734933,0.450351241681476,5921.70892622602,NA,NA,NA,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
5,"PLS_kfold",0.605172814508826,0.447133012734933,0.450351241681476,5921.70892622602,NA,NA,NA,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
6,"WLS_weighted",0.604732452698864,0.447382293228408,NA,5447.03371534874,NA,321.186258039926,331.959218981458,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
7,"WLS",0.604685117514639,0.447409080513934,NA,5446.04597912254,NA,321.219522661163,331.992483602695,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
8,"OLS_weighted",0.60078407376705,0.449611220751241,NA,5620.88386479327,NA,359.871349044666,370.644309986199,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
