"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","Zn_fit_OLS","Zn_lwr_OLS","Zn_upr_OLS","Zn_fit_WLS","Zn_lwr_WLS","Zn_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-2.0253472433689,-0.101267362168445,-0.468515677217699,-0.0234257838608849,-1.0859557977849,-2.1243416616628,-0.047569933906991,-1.15877601771146,-2.41198612801765,0.09443409259472
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-5.46325522784534,-0.273162761392267,-0.824728511639977,-0.0412364255819989,-1.70977816603389,-2.7497117298973,-0.669844602170473,-1.6222636077851,-2.29537536121867,-0.949151854351536
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-2.32230891462388,-0.116115445731194,-1.22441044399362,-0.0612205221996812,-1.13984069926508,-2.17787810795207,-0.101803290578093,-1.19881142586541,-2.40162147607637,0.00399862434555609
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.169000707340877,-0.00845003536704383,-0.375443324260563,-0.0187721662130282,-0.749114178513876,-1.79173569267452,0.293507335646772,-0.90850940609469,-2.47731255032877,0.660293738139386
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.835512314516237,-0.0417756157258118,-1.03108390301738,-0.0515541951508691,-0.870055416944635,-1.91074915019634,0.17063831630707,-0.998366336518865,-2.45376962176798,0.457036948730252
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.8213905021736,-0.09106952510868,-0.909626728365094,-0.0454813364182547,-1.0489470186415,-2.08762493939783,-0.0102690978851712,-1.13127923220041,-2.41912136550313,0.156562901102302
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.425795914009926,0.0212897957004963,-1.65726410096228,-0.0828632050481138,-0.641185915560653,-1.68591033009063,0.403538498969322,-0.828320857169402,-2.49838465191592,0.841742937577114
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.17821653417188,-0.158910826708594,0.175033506879896,0.00875167534399479,-1.29514861345002,-2.3326916887201,-0.257605538179949,-1.31420211162583,-2.3719444005445,-0.256459822707157
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-1.680358771198,-0.0840179385598998,-1.34328981062406,-0.0671644905312028,-1.02335623819807,-2.06226120184134,0.0155487254451985,-1.1122657922221,-2.42406251054033,0.199530926096124
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,0.907825166802316,0.0453912583401158,0.453266322576737,0.0226633161288369,-0.553719749683025,-1.60041151178083,0.492972012414778,-0.763335238668107,-2.51549752037588,0.98882704303967
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-0.234541713135998,-0.0117270856567999,0.327338358359992,0.0163669179179996,-0.761006860236932,-1.80341868222538,0.281404961751514,-0.917345431655627,-2.47499396229075,0.640303098979496
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-2.46434432773946,-0.123217216386973,0.315867057635071,0.0157933528817535,-1.16561360190968,-2.20351655394072,-0.127710649878637,-1.21796017901043,-2.39667522853695,-0.0392451294839138
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.5593615671636,-0.02796807835818,-1.08875874826682,-0.0544379374133409,-0.819946742138585,-1.86138406918283,0.221490584905663,-0.961136589543249,-2.46351403043214,0.541240851345643
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.935864416896952,-0.0467932208448476,-0.501829499903645,-0.0250914749951823,-0.888264713542617,-1.9287075896456,0.152178162560371,-1.01189548107459,-2.45023234779846,0.42644138564928
"Bird Island","BI10","BI10.3",95,93,94,93.5,-3.28180980875907,-0.164090490437954,-0.530321057526555,-0.0265160528763277,-1.31394603391021,-2.35148069001874,-0.276411377801689,-1.32816822049292,-2.36837628462316,-0.287960156362689
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-2.62907499707807,-0.131453749853903,-0.874900624940047,-0.0437450312470024,-1.19550465098198,-2.2332777796814,-0.157731522282567,-1.24016863289801,-2.39094845307839,-0.0893888127176283
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-1.67215352178579,-0.0836076760892897,-0.462279231238962,-0.0231139615619481,-1.02186736236326,-2.06078616657191,0.0170514418453973,-1.11115958714239,-2.42435016204445,0.202030987759672
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-4.10800715272108,-0.205400357636054,-0.857796409816268,-0.0428898204908134,-1.46386289790967,-2.50172780042233,-0.425997995397016,-1.43955346338112,-2.34016478538711,-0.538942141375138
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.823584702431988,-0.0411792351215994,0.333205891113354,0.0166602945556677,-0.867891103283085,-1.90861533956305,0.172833132996879,-0.996758294591849,-2.45419019280166,0.46067360361796
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-0.470683163868639,-0.0235341581934319,0.334532170981399,0.0167266085490699,-0.803855685657204,-1.84554835709628,0.237836985781877,-0.94918125518865,-2.46664627491341,0.568283764536108
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.463340348341315,0.0231670174170658,-1.18926388153614,-0.0594631940768072,-0.634373325449187,-1.67924253300216,0.41049588210379,-0.823259238456072,-2.49971646625995,0.853197989347808
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.884796990036864,0.0442398495018432,-0.0828511002206056,-0.00414255501103028,-0.55789830589545,-1.60449074389754,0.488694132106637,-0.766439822677046,-2.51467932586051,0.981799680506413
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-0.388260048178224,-0.0194130024089112,0.093235247557558,0.0046617623778779,-0.78889967652007,-1.83083689014088,0.25303753710074,-0.938069238395237,-2.46955885359692,0.593420376806449
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-0.764827665636003,-0.0382413832818002,-0.619586956009441,-0.0309793478004721,-0.857229400290779,-1.89810602747288,0.183647226891321,-0.988836861700855,-2.45626240554988,0.478588682148166
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-0.43293025548521,-0.0216465127742605,-0.251623598370358,-0.0125811799185179,-0.797005267082192,-1.83880908627888,0.244798552114497,-0.94409153068063,-2.46798019538743,0.579797134026166
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-1.85829911176481,-0.0929149555882405,-0.629099535708045,-0.0314549767854023,-1.0556442357712,-2.09426612458371,-0.0170223469586908,-1.13625513108707,-2.41782920764809,0.145318945473944
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.57527227097417,-0.128763613548708,-1.13501573372021,-0.0567507866860107,-1.18574192778871,-2.22355437290416,-0.147929482673258,-1.2329151240857,-2.39281767489645,-0.07301257327496
"Bird Island","BI10","BI10.5",197,194,195,194.5,-1.31526305722448,-0.0657631528612239,-0.164578660590369,-0.00822893302951846,-0.957108137912396,-1.99669604753296,0.082479771708172,-1.06304477368994,-2.43687911720444,0.310789569824574
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-1.92374960473642,-0.0961874802368212,-0.238185594128208,-0.0119092797064104,-1.06752049357478,-2.10604647566733,-0.0289945114822234,-1.14507895400308,-2.41553882039239,0.125380912386236
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,1.0091054048281,0.0504552702414052,-0.0578833912614944,-0.00289416956307472,-0.535342039102243,-1.58247698081825,0.511792902613762,-0.749680965878778,-2.5190967580697,1.01973482631214
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,1.27373523965335,0.0636867619826677,0.838469398445124,0.0419234699222562,-0.487323880671174,-1.5356654817789,0.561017720436554,-0.714004430916653,-2.52850647115745,1.10049760932414
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-1.14576744704681,-0.0572883723523405,-0.892467951631096,-0.0446233975815548,-0.926352470970093,-1.96630405790842,0.113599115968232,-1.04019392595229,-2.44284058053632,0.362452728631745
