"Location","Site","label","ID","section_depth","field_depth","depth","SH20_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc","Total_scatter"
"Bird Island","BI10","BI10.01","ACE_ITRAX_17",1.6,1.6,1.6,-39.8,7.57,1,TRUE,21163,53422,1.35,0,262.057365439094,0,0,41349.8937677055,0,841.342067988671,0,4130.8516288952,268608.799575072,38950.0000000001,6.89624645892351,0.145006418485237,44598
"Bird Island","BI10","BI10.01","ACE_ITRAX_18",1.7,1.7,1.7,-38.3,7.58,1,TRUE,21090,53056,1.38,113.631180079394,227.262360158787,113.631180079394,127.835077589318,38570.6836881991,78.1214363045831,0,0,5873.31162035365,279525.601046553,39358.9999999999,7.10194875496211,0.140806422927412,44901
"Bird Island","BI10","BI10.01","ACE_ITRAX_19",1.8,1.8,1.8,-36.7,7.59,1,TRUE,21093,53106,1.42,118.013621086149,305.447019281798,152.723509640899,0,32696.7150185743,0,0,0,5977.04280912791,272424.031310809,39243.0000000001,6.94197771094994,0.144051168361236,44896
"Bird Island","BI10","BI10.01","ACE_ITRAX_20",1.9,1.9,1.9,-35.1,7.58,1,TRUE,21223,52649,1.34,0,255.553762497807,0,117.416593580073,32158.3329240484,0,138.137168917734,0,5760.31994386949,271964.458165234,39375.9999999999,6.90685844588669,0.144783624542869,45077
"Bird Island","BI10","BI10.01","ACE_ITRAX_21",2,2,2,-33.6,7.58,1,TRUE,21729,54454,1.27,0,373.426495726497,54.3165811965813,129.001880341881,39705.4208547009,0,0,0,5906.92820512822,269675.036068377,39719.0000000001,6.78957264957265,0.147284674840756,45569
"Bird Island","BI10","BI10.01","ACE_ITRAX_22",2.1,2.1,2.1,-32,7.58,1,TRUE,22073,55695,1.32,0,351.078199052132,103.258293838862,41.3033175355449,39775.0947867298,0,0,1349.24170616113,4956.39810426539,279967.654028435,40669.9999999999,6.88388625592417,0.14526678141136,46578
"Bird Island","BI10","BI10.01","ACE_ITRAX_23",2.2,2.2,2.2,-30.4,7.59,1,TRUE,22172,55100,1.34,108.520924004017,352.693003013056,0,217.041848008034,37080.2432206226,0,257.737194509541,0,5317.52527619684,274822.457482423,40518.9999999999,6.78255775025109,0.147437004861917,46493
"Bird Island","BI10","BI10.01","ACE_ITRAX_24",2.3,2.3,2.3,-28.8,7.61,1,TRUE,22196,55101,1.28,0,229.843961772372,86.1914856646394,251.391833188532,38269.0196350999,0,387.861685490877,0,4525.05299739357,296900.937619461,41336,7.18262380538662,0.139224888716857,47091
"Bird Island","BI10","BI10.01","ACE_ITRAX_25",2.4,2.4,2.4,-27.2,7.62,1,TRUE,22616,55584,1.38,219.613618368963,322.961203483769,103.347585114806,277.746634996041,34957.3206650831,0,0,0,4586.04908946952,263471.749802059,40790,6.45922406967538,0.154817357195391,47105
"Bird Island","BI10","BI10.01","ACE_ITRAX_26",2.5,2.5,2.5,-25.7,7.62,1,TRUE,22901,57742,1.36,0,148.532586068855,0,0,39273.3660528422,0,94.5207365892713,0,6069.5815852682,284662.70120096,42162.9999999999,6.75148118494796,0.148115646419847,48408
"Bird Island","BI10","BI10.01","ACE_ITRAX_27",2.6,2.6,2.6,-24.1,7.63,1,TRUE,22895,57183,1.42,35.3436714165969,275.680637049456,0,254.474434199498,40263.5104777872,0,0,0,5506.5440067058,298053.181056162,42165.0000000001,7.06873428331936,0.141468042215107,48130
"Bird Island","BI10","BI10.01","ACE_ITRAX_28",2.7,2.7,2.7,-22.5,7.65,1,TRUE,23449,58191,1.24,0,392.840044564698,130.946681521566,317.028807894317,38422.51313067,0,0,0,5582.46379118254,298434.379118255,43301.9999999999,6.89193060639822,0.145097224146691,49585
"Bird Island","BI10","BI10.01","ACE_ITRAX_29",2.8,2.8,2.8,-20.9,7.66,1,TRUE,23788,60176,1.32,94.6231045802723,385.251211505394,135.175863686103,486.633109269972,46710.019696733,0,0,0,6069.39627950604,292223.182116618,43236.0000000001,6.75879318430514,0.147955407530761,49633
"Bird Island","BI10","BI10.01","ACE_ITRAX_30",2.9,2.9,2.9,-19.4,7.68,1,TRUE,23421,58991,1.42,47.1779904306221,532.437320574164,134.794258373206,101.095693779905,45068.4602870814,0,620.053588516748,0,6153.35789473686,284806.788516747,42258.0000000001,6.73971291866029,0.148374272327133,48528
"Bird Island","BI10","BI10.01","ACE_ITRAX_31",3,3,3,-17.8,7.67,1,TRUE,23170,57641,1.33,0,395.620954822172,0,150.063120794617,37154.2644985581,0,0,0,6473.17734700416,290419.8860942,42577,6.82105094520987,0.146604974516758,48819
"Bird Island","BI10","BI10.01","ACE_ITRAX_32",3.1,3.1,3.1,-16.2,7.66,1,TRUE,23818,60935,1.27,1213.04737998117,1417.49356761845,1035.86068402887,790.525258864134,48767.2306244116,0,0,0,6262.86821462189,296024.449952933,43437.9999999999,6.81487292124255,0.14673787927621,49812
"Bird Island","BI10","BI10.01","ACE_ITRAX_33",3.2,3.2,3.2,-14.6,7.65,1,TRUE,24827,63214,1.23,690.830769230768,580.037155297532,462.726269956458,384.519013062409,45347.1744557329,0,534.41625544267,612.623512336719,5246.40348330913,292651.555297532,44903.9999999999,6.51727140783745,0.153438446463567,51794
"Bird Island","BI10","BI10.01","ACE_ITRAX_34",3.3,3.3,3.3,-13,7.65,1,TRUE,24712,61223,1.35,148.769648514104,493.644742796801,0,54.0980540051289,38565.1502489062,0,0,0,5450.37894101673,303131.683360989,44826.9999999999,6.76225675064112,0.147879626118188,51456
"Bird Island","BI10","BI10.01","ACE_ITRAX_35",3.4,3.4,3.4,-11.5,7.67,1,TRUE,23758,58939,1.19,119.942617666022,592.657640232108,0,282.217923920051,38840.2417794971,0,0,0,5446.80593165699,308831.074145712,43772,7.05544809800129,0.141734442109111,49976
"Bird Island","BI10","BI10.01","ACE_ITRAX_36",3.5,3.5,3.5,-9.9,7.68,1,TRUE,23605,61215,1.35,203.491605541972,750.813854930726,463.118826405868,182.440749796251,60893.1087204564,0,743.796903015485,0,5831.0870415648,302072.762999185,43049,7.01695191524042,0.142512021185161,49184
"Bird Island","BI10","BI10.01","ACE_ITRAX_37",3.6,3.6,3.6,-8.3,7.69,1,TRUE,24367,64087,1.31,180.899585444495,723.59834177798,334.999232304621,482.398894518654,66296.3480730844,0,147.399662214033,0,6411.88530631044,292367.230001535,43636.9999999999,6.69998464609243,0.149254073378097,50150
"Bird Island","BI10","BI10.01","ACE_ITRAX_38",3.7,3.7,3.7,-6.7,7.69,1,TRUE,24164,60214,1.58,171.52702493418,253.859996902586,0,377.359454855196,41523.2621960663,0,850.774043673533,0,6367.08316555676,303959.610345362,44302,6.8610809973672,0.145749627556318,50759
"Bird Island","BI10","BI10.01","ACE_ITRAX_39",3.8,3.8,3.8,-5.1,7.69,1,TRUE,23726,58135,1.31,0,202.527353376047,65.0980778708723,339.956628881222,34400.7175948743,0,0,0,7594.77575160177,318459.796944307,44028,7.23311976343026,0.138252929953666,50115
"Bird Island","BI10","BI10.01","ACE_ITRAX_40",3.9,3.9,3.9,-3.5,7.68,1,TRUE,23359,57116,1.28,93.9073931162218,321.968204969903,275.014508411792,194.522457169317,25703.7950300973,0,187.814786232444,0,5721.64330915266,291508.671245563,43459.0000000001,6.70767093687297,0.149083043788398,49938
"Bird Island","BI10","BI10.01","ACE_ITRAX_41",4,4,4,-1.9,7.65,1,TRUE,24215,60269,1.22,0,260.101166136604,68.4476752991064,294.325003786157,31130.0027260336,0,47.9133727093745,0,7522.39951537179,309356.113281841,45195.9999999999,6.84476752991065,0.14609699973449,51799
"Bird Island","BI10","BI10.01","ACE_ITRAX_42",4.1,4.1,4.1,-0.4,7.63,1,TRUE,24962,62359,1.43,87.7332646755919,357.681771369721,182.215242018537,344.184346035014,41032.1730175076,0,0,0,5574.43666323376,309570.19876416,45870.9999999999,6.74871266735324,0.148176407752175,52668
"Bird Island","BI10","BI10.01","ACE_ITRAX_43",4.2,4.2,4.2,1.2,7.63,1,TRUE,24893,61204,1.26,27.4885345482156,247.39681093394,144.314806378132,494.793621867881,37968.5383447228,0,0,0,6074.96613515565,310984.6634776,45252.9999999999,6.87213363705391,0.14551521446092,51838
"Bird Island","BI10","BI10.01","ACE_ITRAX_44",4.3,4.3,4.3,2.8,7.65,1,TRUE,24627,60990,1.29,74.8249621785173,190.463540090771,0,272.090771558245,36548.5928895612,0,204.068078668684,0,6931.51240544628,305850.434039334,44962.9999999999,6.80226928895613,0.147009763583391,51573
"Bird Island","BI10","BI10.01","ACE_ITRAX_45",4.4,4.4,4.4,4.4,7.65,1,TRUE,24719,60892,1.29,0,304.343896891586,48.4183472327522,145.255041698257,36791.0269901442,0,0,0,5436.68870356332,315528.535102351,45617.0000000002,6.91690674753601,0.144573295043514,52212
"Bird Island","BI10","BI10.01","ACE_ITRAX_46",4.5,4.5,4.5,6,7.64,1,TRUE,24669,61755,1.41,176.294344473008,293.823907455013,84.8824621536704,163.235504141674,34782.2212225079,0,515.824193087689,163.235504141674,6673.06740931163,298518.560554127,45719,6.52942016566695,0.153152956101402,52721
"Bird Island","BI10","BI10.01","ACE_ITRAX_47",4.6,4.6,4.6,7.6,7.63,1,TRUE,25143,61747,1.4,142.884437825763,312.98495904691,0,122.472375279225,40626.8084884586,0,1517.29664929263,0,5531.66895011168,310868.908562918,45689,6.80402084884587,0.14697191884261,52404
"Bird Island","BI10","BI10.01","ACE_ITRAX_48",4.7,4.7,4.7,9.2,7.61,1,TRUE,24603,61057,1.33,140.629897065601,407.826701490244,133.598402212321,196.881855891842,36099.6945767399,0,372.669227223844,0,6947.11691504071,321817.456444922,45768,7.03149485328007,0.142217269708093,52277
"Bird Island","BI10","BI10.01","ACE_ITRAX_49",4.8,4.8,4.8,10.8,7.6,1,TRUE,24468,59906,1.37,40.6914027149322,427.259728506788,0,447.605429864255,33529.7158371042,0,0,0,4815.14932126698,304941.371945702,44964.0000000001,6.78190045248869,0.147451294368828,51594
"Bird Island","BI10","BI10.01","ACE_ITRAX_50",4.9,4.9,4.9,12.4,7.58,1,TRUE,24611,60338,1.33,63.3030256012412,140.67339022498,0,126.606051202482,35801.3778122575,0,1111.31978277735,0,6569.44732350658,318850.306283941,45331.9999999999,7.03366951124903,0.142173299214683,51777
"Bird Island","BI10","BI10.01","ACE_ITRAX_51",5,5,5,14,7.56,1,TRUE,23922,58453,1.25,0,272.502316664003,114.737817542738,121.908931139159,27680.4984821856,0,717.111359642113,0,6081.10432976512,321868.262661766,44883.9999999999,7.17111359642115,0.139448355761519,51143
"Bird Island","BI10","BI10.01","ACE_ITRAX_52",5.1,5.1,5.1,15.8,7.56,1,TRUE,24110,59450,1.32,33.9808722264728,400.974292272379,61.165570007651,183.496710022953,34218.7383320581,0,0,0,5905.87559296097,301838.495638867,44413,6.79617444529457,0.147141602683899,50948
"Bird Island","BI10","BI10.01","ACE_ITRAX_53",5.2,5.2,5.2,17.5,7.56,1,TRUE,24472,59253,1.3,0,394.535818826068,0,0,31685.3076567556,0,0,0,6741.12062856264,300350.5955939,44154.0000000001,6.8023417038977,0.147008198577705,50645
"Bird Island","BI10","BI10.01","ACE_ITRAX_54",5.3,5.3,5.3,19.1,7.56,1,TRUE,24459,58573,1.24,60.8264563106797,304.132281553399,33.7924757281554,439.30218446602,27730.1055825243,0,310.89077669903,0,5798.78883495147,301104.475728156,44552.0000000001,6.75849514563107,0.147961932124259,51144
"Bird Island","BI10","BI10.01","ACE_ITRAX_55",5.4,5.4,5.4,20.6,7.56,1,TRUE,24136,57845,1.32,78.0735972023528,312.294388809411,0,198.732792878716,23933.106342394,0,0,0,7367.30853600383,316914.926243841,44651.0000000001,7.09759974566841,0.140892701171306,50942
"Bird Island","BI10","BI10.01","ACE_ITRAX_56",5.5,5.5,5.5,22.1,7.53,1,TRUE,24271,58763,1.35,107.022434938678,307.689500448698,100.33353275501,66.8890218366736,25364.3170804666,0,0,0,7056.79180376906,299141.083457972,44722,6.68890218366736,0.149501363981933,51408
"Bird Island","BI10","BI10.01","ACE_ITRAX_57",5.6,5.6,5.6,23.7,7.5,1,TRUE,24498,59836,1.25,0,380.859057437408,0,267.269513991163,24889.4734904271,0,681.537260677467,0,6534.73961708394,303143.764506627,45369,6.68173784977909,0.149661663250237,52159
"Bird Island","BI10","BI10.01","ACE_ITRAX_58",5.7,5.7,5.7,25.4,7.49,1,TRUE,25061,60932,1.49,40.6792122538293,345.773304157549,81.3584245076585,250.855142231947,27180.4936542669,0,650.867396061268,0,6610.37199124725,315101.178118161,46475.9999999999,6.77986870897155,0.147495481538859,53331
"Bird Island","BI10","BI10.01","ACE_ITRAX_59",5.8,5.8,5.8,27,7.5,1,TRUE,24633,60050,1.67,98.5659391331078,394.263756532431,0,91.5255149093144,27725.1905932985,0,366.102059637258,0,5378.88410697817,322486.631570857,45805,7.04042422379342,0.142036895535422,52311
"Bird Island","BI10","BI10.01","ACE_ITRAX_60",5.9,5.9,5.9,28.6,7.51,1,TRUE,24527,59033,1.27,0,287.13240043057,0,350.16146393972,22438.3466092572,0,1316.60710441335,0,6127.82561894509,318941.067814854,45541.9999999999,7.0032292787944,0.142791269597295,52045
"Bird Island","BI10","BI10.01","ACE_ITRAX_61",6,6,6,30.3,7.53,1,TRUE,24964,60810,1.43,48.2147102526002,220.410104011887,179.083209509658,117.092867756315,27578.8142644873,0,0,0,5524.02823179791,319284.699108469,46354.9999999999,6.88781575037147,0.14518390680617,53085
"Bird Island","BI10","BI10.01","ACE_ITRAX_62",6.1,6.1,6.1,31.9,7.54,1,TRUE,24252,58311,1.42,110.10384850336,302.78558338424,0,0,22681.3927916921,0,467.941356139279,0,5546.48136835675,310079.963347587,45060,6.88149053145999,0.14531735463826,51608
"Bird Island","BI10","BI10.01","ACE_ITRAX_63",6.2,6.2,6.2,33.6,7.55,1,TRUE,23338,56500,1.47,103.587130937099,255.514922978176,200.268453145057,234.797496790757,24881.6288510911,0,82.8697047496788,0,6242.85109114247,297205.290275994,43036.9999999999,6.90580872913992,0.144805632362851,49269
"Bird Island","BI10","BI10.01","ACE_ITRAX_64",6.3,6.3,6.3,35.2,7.55,1,TRUE,23892,57091,1.52,0,252.299212598425,163.653543307087,81.8267716535434,26123.1968503937,0,0,170.472440944882,6702.97637795276,295258.267716536,43300,6.81889763779528,0.146651270207852,49650
"Bird Island","BI10","BI10.01","ACE_ITRAX_65",6.4,6.4,6.4,36.8,7.56,1,TRUE,23765,57274,1.49,108.650897226754,325.952691680262,65.1905383360524,173.841435562806,26011.0247960849,0,456.333768352367,0,6823.27634584015,321621.142577489,44402.0000000001,7.24339314845024,0.138056844286293,50532
"Bird Island","BI10","BI10.01","ACE_ITRAX_66",6.5,6.5,6.5,38.5,7.6,1,TRUE,23419,57604,1.3,0,285.301428571428,69.5857142857141,180.922857142857,24515.0471428571,0,828.069999999998,0,7765.7657142857,305056.812857142,43838.9999999999,6.95857142857143,0.143707657565182,50139
"Bird Island","BI10","BI10.01","ACE_ITRAX_67",6.6,6.6,6.6,40.2,7.62,1,TRUE,23505,57582,1.56,41.5157292659676,304.448681283763,166.062917063871,200.659358118844,27774.0228789324,0,0,0,5929.82999682238,301335.001588815,43550.0000000001,6.9192882109946,0.144523536165327,49844
"Bird Island","BI10","BI10.01","ACE_ITRAX_68",6.7,6.7,6.7,41.9,7.62,1,TRUE,23379,57347,1.41,68.4512428298281,321.720841300192,41.0707456978968,225.889101338433,27017.7055449331,0,191.663479923519,458.623326959848,7803.4416826004,294066.539196941,42960.0000000001,6.84512428298279,0.14608938547486,49236
"Bird Island","BI10","BI10.01","ACE_ITRAX_69",6.8,6.8,6.8,43.6,7.6,1,TRUE,24028,58383,1.33,34.0582059595491,54.4931295352785,0,61.3047707271884,27457.7256445885,0,912.759919715916,252.030724100663,5449.31295352785,300522.797745869,44118.9999999999,6.81164119190983,0.146807497903398,50596
"Bird Island","BI10","BI10.01","ACE_ITRAX_70",6.9,6.9,6.9,45.2,7.58,1,TRUE,24381,59173,1.5,46.1719138966174,290.223458778738,0,158.303704788403,24484.3063406063,0,395.759261971006,0,5355.94201200762,297109.669937033,45044,6.59598769951677,0.151607317289761,51873
"Bird Island","BI10","BI10.01","ACE_ITRAX_71",7,7,7,46.8,7.58,1,TRUE,24265,59141,1.31,62.8739299610896,34.9299610894942,0,62.8739299610896,25959.9470817121,0,132.733852140078,0,5658.65369649807,313566.26070039,44885.0000000001,6.98599221789883,0.143143589172329,51310
"Bird Island","BI10","BI10.01","ACE_ITRAX_72",7.1,7.1,7.1,48.4,7.58,1,TRUE,24111,58947,1.31,40.0126696832578,480.152036199094,160.050678733031,66.6877828054297,26328.3366515836,0,160.050678733031,0,5375.03529411763,294853.362895927,44213.9999999999,6.66877828054299,0.14995250373185,50844
"Bird Island","BI10","BI10.01","ACE_ITRAX_73",7.2,7.2,7.2,50.1,7.57,1,TRUE,23983,59864,1.49,0,302.530312308634,110.011022657685,268.151867728108,27860.2914880588,0,488.173913043478,378.162890385793,7350.11145131659,308800.940600122,44912,6.87568891610533,0.145439971499822,51444
"Bird Island","BI10","BI10.01","ACE_ITRAX_74",7.3,7.3,7.3,51.7,7.55,1,TRUE,23841,57927,1.42,93.2926233512456,150.703468490474,86.1162677088421,287.05422569614,28597.777234978,0,0,0,7197.88470933072,316261.993160723,44070,7.17635564240352,0.139346494213751,50211
"Bird Island","BI10","BI10.01","ACE_ITRAX_75",7.4,7.4,7.4,53.4,7.53,1,TRUE,24258,59077,1.37,0,250.4385128694,0,0,30617.8970448047,0,0,0,4994.45948522404,322249.96758818,45036.0000000002,7.15538608198284,0.139754862776445,51330
"Bird Island","BI10","BI10.01","ACE_ITRAX_76",7.5,7.5,7.5,55,7.51,1,TRUE,24380,60537,1.36,107.379603815114,181.203081438005,0,214.759207630228,26677.1203228173,0,0,0,6932.69567131328,306951.308730741,45737,6.71122523844461,0.14900408859348,52552
"Bird Island","BI10","BI10.01","ACE_ITRAX_77",7.6,7.6,7.6,56.7,7.53,1,TRUE,24397,59523,1.4,145.272172187452,373.557014196305,0,193.696229583269,28141.295069455,0,0,0,6627.17814074185,313497.347580521,45317.9999999998,6.91772248511678,0.144556246965886,51869
"Bird Island","BI10","BI10.01","ACE_ITRAX_78",7.7,7.7,7.7,58.3,7.53,1,TRUE,24331,60273,1.4,0,162.188788257339,0,331.42926296065,33502.5623048095,0,0,0,4597.69956277327,318447.108213617,45159,7.05168644597127,0.141810048938196,51563
"Bird Island","BI10","BI10.01","ACE_ITRAX_79",7.8,7.8,7.8,60,7.53,1,TRUE,23962,58884,1.37,0,608.81243797552,0,43.4866027125371,35485.0678134303,0,587.069136619251,275.415150512735,5761.97485941117,317597.155143896,43819.9999999999,7.2477671187562,0.137973528069375,49866
"Bird Island","BI10","BI10.01","ACE_ITRAX_80",7.9,7.9,7.9,61.6,7.51,1,TRUE,23460,58300,1.43,133.423916532906,428.360995184592,147.468539325843,421.338683788123,29570.9532905298,0,835.655056179777,0,5645.93836276085,307219.10128411,43749.0000000001,7.0223113964687,0.142403254931541,49979
"Bird Island","BI10","BI10.01","ACE_ITRAX_81",8,8,8,63.3,7.49,1,TRUE,22918,57598,1.34,66.0580071729299,502.040854514267,92.4812100421019,79.2696086075159,30657.5211289568,0,951.235303290191,0,5733.83502261032,279841.535786683,42363,6.605800717293,0.151382102306258,48776
"Bird Island","BI10","BI10.01","ACE_ITRAX_82",8.1,8.1,8.1,64.9,7.48,1,TRUE,21711,55202,1.49,151.626908236873,482.449253480959,110.274115081362,0,27968.2724375105,0,337.714477436671,0,5720.46971984566,283156.359000167,41084,6.89213219258514,0.145092980235615,47045
"Bird Island","BI10","BI10.01","ACE_ITRAX_83",8.2,8.2,8.2,66.5,7.47,1,TRUE,22231,57810,1.52,138.619071560248,401.995307524719,76.2404893581363,166.342885872297,40982.7285067873,291.10005027652,0,0,6771.54164571811,286643.447125859,41357,6.9309535780124,0.144280291123631,47324
"Bird Island","BI10","BI10.01","ACE_ITRAX_84",8.3,8.3,8.3,68.3,7.46,1,TRUE,21896,55782,1.51,189.24011160348,425.79025110783,209.51583784671,148.68865911702,26486.8570490728,0,824.54620055802,0,6359.81946495981,278318.135565404,41180.0000000001,6.75857541440998,0.147960174842156,47273
"Bird Island","BI10","BI10.01","ACE_ITRAX_85",8.4,8.4,8.4,69.9,7.45,1,TRUE,21770,55337,1.28,199.664192949908,316.708719851578,0,82.6196660482377,26100.9294990724,103.274582560297,0,0,6568.2634508349,281051.448979593,40821.0000000001,6.88497217068646,0.145243869576933,46750
"Bird Island","BI10","BI10.01","ACE_ITRAX_86",8.5,8.5,8.5,71.5,7.45,1,TRUE,22516,58644,1.38,116.688045668234,418.704163868369,0,199.056077904634,42735.2807253191,0,0,0,6994.41873740767,280614.157824043,40882.0000000001,6.86400268636669,0.14568758866983,46838
"Bird Island","BI10","BI10.01","ACE_ITRAX_87",8.6,8.6,8.6,73.2,7.42,1,TRUE,20969,55574,1.43,137.544503578638,502.037438062029,82.5267021471828,0,47521.6259864194,0,0,0,5336.72673885115,257717.136355294,37473.9999999999,6.87722517893191,0.145407482521215,42923
"Bird Island","BI10","BI10.01","ACE_ITRAX_88",8.7,8.7,8.7,74.8,7.39,1,TRUE,20797,55856,1.48,213.56201275691,447.145464209781,146.823883770376,73.4119418851879,52863.2719702339,0,0,0,5432.4836995039,251382.510453579,37667,6.67381289865344,0.149839381952372,43311
"Bird Island","BI10","BI10.01","ACE_ITRAX_89",8.8,8.8,8.8,76.5,7.36,1,TRUE,22626,60750,1.43,71.1568144499177,349.31527093596,71.1568144499177,58.2192118226599,71253.8464696221,459.28489326765,0,0,4424.66009852215,254838.42775041,39394.9999999999,6.4688013136289,0.15458814570377,45485
"Bird Island","BI10","BI10.01","ACE_ITRAX_90",8.9,8.9,8.9,78.1,7.37,1,TRUE,22860,63863,1.24,407.879723956622,1111.80118304305,177.625041077884,335.513966480447,87819.1360499508,0,52.6296418008545,0,4907.71409792968,263398.199802827,40038,6.5787052251068,0.152005594685049,46124
"Bird Island","BI10","BI10.01","ACE_ITRAX_91",9,9,9,79.7,7.41,1,TRUE,21448,57636,1.37,316.025132914451,1012.57032382794,316.025132914451,283.77767037216,49790.0821652972,141.88883518608,0,1102.86321894635,6081.87143547607,258186.084098598,40032,6.44949250845819,0.155050959232614,46239
"Bird Island","BI10","BI10.01","ACE_ITRAX_92",9.1,9.1,9.1,81.4,7.43,1,TRUE,22187,56323,1.35,68.6593661854986,336.430894308943,260.905591504895,68.6593661854986,37597.868923179,0,480.61556329849,0,5424.08992865439,284119.323212212,41381,6.86593661854986,0.145646552765762,47408
"Bird Island","BI10","BI10.01","ACE_ITRAX_93",9.2,9.2,9.2,83,7.47,1,TRUE,22364,57076,1.43,34.2017646079574,492.505410354587,314.656234393208,0,45618.3136340936,0,0,547.228233727319,5827.98068919595,281070.101548194,41090.0000000001,6.84035292159148,0.146191287417863,47097
