"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.91246638969183,-6.20409315690097,6.40691933777027,0.986831546279051,7.05980386130832,5.94410141177316,8.17550631084347,7.06401880461714,5.94112719954447,8.18691040968981
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.12725429849454,-7.4886155711126,6.33278695155472,1.12417525117457,6.90891099014062,5.79305752774917,8.02476445253207,6.9144983578719,5.75213868925601,8.07685802648779
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.53395702113174,-6.32668586472677,6.08925368788437,1.92688620415872,6.62319406188085,5.50675591086732,7.73963221289439,6.63138012686814,5.39424336491207,7.86851688882421
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.22775772608272,-7.59011152891078,5.87125953874839,0.578697289176255,6.13578496622087,5.01744877999508,7.25412115244666,6.14840419058432,4.78359467461402,7.51321370655461
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.87721528917944,-8.19388850760323,5.26250214324613,0.821645977705077,5.67952782891964,4.5583905332052,6.80066512463408,5.69629687449935,4.21187680276278,7.18071694623592
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.85688392936023,-7.31992849062342,5.99527017426419,1.65242970400923,6.39633134585775,5.27915081784937,7.51351187386614,6.40658080807253,5.1100346176828,7.70312699846226
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.48005936953564,-7.68285574128706,6.2596340693734,0.625871991226276,5.95853793405246,4.83923086727813,7.07784500082678,5.97276928332197,4.56150323728902,7.38403532935491
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.52648268470958,-8.04397194235235,7.04706218045058,2.99857002333074,5.9259246116603,4.80642264852578,7.04542657479483,5.94045259071625,4.52063715288033,7.36026802855216
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.66717852638384,-7.01239914884104,7.36172735624317,2.19334012985153,6.52960324691912,5.41288863734156,7.64631785649668,6.53864055371245,5.27699830706576,7.80028280035913
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-6.55213481397312,-6.97607276545202,5.42735166601519,0.966479450942939,6.61042379297411,5.49395038747246,7.72689719847576,6.61872600810682,5.37824582801471,7.85920618819893
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-6.77167504548198,-7.59770096681261,6.8195334429552,2.84042446601261,6.45619231852169,5.33923155981755,7.57315307722584,6.46589732386319,5.18502993095926,7.74676471676712
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-6.98335483478728,-7.57711738305815,7.6948282137441,3.02461731488904,6.30748296446867,5.18994471195348,7.42502121698386,6.31854053436654,4.99871972715402,7.63836134157906
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.84443735679811,-7.78436736983974,6.49373313857842,1.48749080623225,6.40507531604008,5.28792795709691,7.52222267498325,6.4152452487308,5.12098939907663,7.70950109838497
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.43643379403196,-7.43885258685776,5.45908540315205,1.11499339209748,6.691706110928,5.57544377889208,7.80796844296393,6.69926903442015,5.48006790026212,7.91847016857818
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.63045757781046,-7.76096681748724,7.16489785567465,3.30778416418656,6.5554004595887,5.43876623347006,7.67203468570735,6.56420313154193,5.30931604322245,7.81909021986141
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.8946494811133,-8.28007647404687,6.06475341401157,2.17600985561049,6.36980027822448,5.2525168745465,7.48708368190246,6.38029104995171,5.07679523445133,7.6837868654521
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.77590693630516,-7.89294110000348,5.96528436687479,0.186294455204689,6.45321932921174,5.33624805952194,7.57019059890154,6.46295137495021,5.18130534134904,7.74459740855138
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-7.62077883648807,-7.93765052710342,5.70811785330651,1.42185579230804,5.8596796486117,4.73976627619031,6.9795930210331,5.87481014920792,4.43762768698323,7.31199261143262
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-7.46661654604789,-7.75326686446325,5.84232466067732,0.764762285385957,5.96798179075731,4.84873021772544,7.08723336378917,5.98212724478549,4.57333677047887,7.3909177190921
"Bird Island","BI10","BI10.7",271,265,266,265.5,-6.9302317206507,-7.5002508766684,5.44809059788394,0.959841929928031,6.34480303179518,5.22741962636079,7.46218643722958,6.35552116238455,5.04547716417548,7.66556516059363
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.17912998213132,-8.15213173149302,5.42676694384413,1.03738931178965,6.16994694463081,5.05178070947142,7.2881131797902,6.1822554536296,4.82639823385333,7.53811267340588
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.77696645075385,-7.43387381555964,5.57555303267531,1.31458081239121,6.45247499877853,5.33550109090509,7.56944890665198,6.46221381446748,5.18037283627269,7.74405479266228
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.54388380232993,-6.97865414830309,5.62603834306476,1.17391720672001,6.61622029634257,5.49976298974118,7.73267760294397,6.624469790212,5.38550722021777,7.86343236020623
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-5.70673258419999,-6.92598220858081,6.53884323319134,2.95161975452447,7.20433604088941,6.08867592167161,8.31999616010721,7.2072364125319,6.12213198353361,8.29234084153019
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-6.68780915816876,-7.74049272131322,5.49828088638407,2.13311523827943,6.51510980880436,5.39834864246182,7.6318709751469,6.52427893858098,5.25884133036243,7.78971654679953
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-6.74850067654183,-7.73492290255754,5.96682569063522,1.98011031576966,6.47247278368554,5.3555688358292,7.58937673154189,6.48202971239607,5.20542616920139,7.75863325559075
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-6.75748217510997,-7.36825007259226,5.51074057659514,1.63109436190826,6.46616309840629,5.34923728310193,7.58308891371064,6.47577741595241,5.19752138491366,7.75403344699115
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-5.86009519625583,-7.19875641964575,6.68360331814391,3.13765394117314,7.09659568906104,5.98091351472493,8.21227786339715,7.10047599758849,5.98720508541958,8.21374690975739
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-5.72630166997807,-6.84036926006664,6.17881975007153,2.5863522948301,7.19058836041875,6.07492852378571,8.30624819705179,7.19361377211306,6.10491585616497,8.28231168806115
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-6.28861217566839,-7.16919539909351,6.8324190125684,2.55611420682524,6.79555380207538,5.6795151383926,7.91159246575817,6.80217219381832,5.6101514648598,7.99419292277685
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-6.22344901468253,-6.76017227574285,6.29464227522857,1.86697126945126,6.84133224700894,5.72537578403335,7.95728870998454,6.84753426748555,5.66749301104798,8.02757552392311
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-6.18514900236821,-7.30783027679875,6.42593698649349,1.22218645663445,6.86823878404858,5.75232595183207,7.98415161626509,6.87419607998471,5.70119515076451,8.04719700920492
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-6.17832377156393,-7.28131606368476,6.75993440171892,2.72893536903716,6.8730336474009,5.75712822634357,7.98893906845823,6.87894733234656,5.70720096707868,8.05069369761444
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-5.96506659831359,-7.18231109143399,6.75631263409946,1.78949719922384,7.02285114573322,5.90712180219884,8.13858048926759,7.02740218715548,5.89484672290675,8.15995765140421
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-6.82390859496455,-7.74185288018168,7.28173969105345,3.02401335840591,6.41949718844366,5.30240373940337,7.53659063748394,6.42953594906673,5.13905758643422,7.72001431169924
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-6.13648683775686,-7.05167721308446,6.99968644452428,3.45569329955522,6.90242494367168,5.7865625445999,8.01828734274346,6.90807130430641,5.74401474037388,8.07212786823894
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-6.73484030379546,-7.50135639797013,6.0862528200608,2.26159066558726,6.48206947316593,5.36519841989246,7.5989405264394,6.49153911656658,5.21744887606196,7.76562935707121
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-5.79147798489321,-7.49081156644912,7.84202652460158,3.71410791530692,7.14480067458253,6.02913524601847,8.2604661031466,7.14824254159248,6.04757505308042,8.24891003010455
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-5.80858301574686,-7.36505763767766,6.57009823799735,2.6429855782196,7.13278404277441,6.01711548195284,8.24845260359598,7.13633520533187,6.0325260940815,8.24014431658224
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-6.06306889383781,-7.31342580423575,6.43534454377999,2.58765821233543,6.95400254138157,5.83820563638834,8.0697994463748,6.95917978538937,5.8086162280653,8.10974334271344
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-6.02335871572998,-7.26334726843601,7.36434281101366,3.44098290963648,6.9818997485506,5.86613295641227,8.09766654068893,6.98682325752015,5.8435569513739,8.1300895636664
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-5.59881006271036,-7.57423971699454,6.3360938525922,2.43457016768499,7.28015380559509,6.16447585356883,8.39583175762134,7.28236458765569,6.21707498624999,8.34765418906139
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-5.34868962874185,-6.76582538473622,5.94825465356441,1.999233005445,7.45586849377098,6.34004329927844,8.57169368826351,7.45648108814007,6.4370928313084,8.47586934497173
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-5.99436011664344,-7.18046099926192,8.24564278698453,4.52377866138652,7.0022718537608,5.88652469571711,8.11801901180449,7.00701007117542,5.86907225310012,8.14494788925073
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-3.71701248108698,-4.44335477243691,7.9716173252488,3.26530010721172,8.60215485132623,7.48174732509095,9.7225623775615,8.59234156288145,7.87129117363101,9.31339195213188
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-5.22347686526189,-6.46735641867865,8.24153350071262,4.53368535768999,7.54383300487243,6.42787853207642,8.65978747766844,7.54364553067359,6.54722373813238,8.5400673232148
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-5.31949697992849,-6.56556745927519,8.53572508402392,3.92058536696274,7.47637692285804,6.36052490145218,8.5922289442639,7.47680298575796,6.46276999501395,8.49083597650197
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-5.300041406578,-6.70193593001021,8.16320342458908,4.05990305548657,7.49004485854135,6.37417383928347,8.60591587779923,7.49034660669671,6.47988240276346,8.50081081062996
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-5.86371805445566,-6.66881676652407,8.08609052420884,5.21405591740221,7.09405055754664,5.9783671895198,8.20973392557348,7.09795401495197,5.98401761212413,8.21189041777981
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-5.22884252108546,-6.94316908844971,7.08969149320785,2.95607883350793,7.54006352260767,6.42411534979607,8.65601169541927,7.539910333193,6.54250455300086,8.53731611338513
"Bird Island","BI10","BI10.13",519,491,492,491.5,-6.18945847332884,-7.34055446617511,5.73004757674072,1.41489231864553,6.86521129311537,5.74929372475277,7.98112886147797,6.87119612516016,5.69740305218536,8.04498919813495
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-5.74243920374443,-6.41093173062883,7.20597774875768,2.70516375064265,7.17925141497733,6.06359112982232,8.29491170013235,7.18237994022949,6.09071855045196,8.27404133000702
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-5.19068429647215,-5.84245061427031,7.96676653370418,3.67556789589737,7.56687045090573,6.45087599648886,8.6828649053226,7.56647344292758,6.57606500035511,8.55688188550005
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-5.87557882972207,-6.68282567800092,6.08709917109278,2.14765721641095,7.08571812186998,5.97003062864612,8.20140561509384,7.08969736574642,5.97358219417681,8.20581253731602
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.46604506004644,-6.22341702602882,7.38219575149067,3.52371351289914,7.37342391821091,6.25768623436666,8.48916160205516,7.37478637536757,6.33386527780509,8.41570747293004
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.14295088596182,-5.91033233538558,7.5164228670614,3.36232830014589,7.60040414189737,6.48434694728063,8.71646133651411,7.59970213305247,6.61804570830717,8.58135855779777
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-4.93211526309397,-6.60296608136506,7.51345134442727,1.8584590339405,7.7485204518717,6.6321217390793,8.8649191646641,7.74647127241761,6.80345528161035,8.68948726322487
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-4.7993047394949,-5.51172253150835,7.36559048295233,3.23665447589381,7.84182254386961,6.7251548182937,8.95849026944552,7.8389247486477,6.92023423573334,8.75761526156206
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.79071777564526,-7.35096950614313,7.50645258137216,3.17130953278171,7.1453347370293,6.02966943161024,8.26100004244836,7.14877174655103,6.04824388022757,8.24929961287448
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.16855125893534,-6.28520827111042,7.64613944339815,3.33363887098772,7.58241935959528,6.4663964833287,8.69844223586185,7.58188092875292,6.59553078960035,8.5682310679055
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-4.8122356598938,-5.69532795208567,7.72139446883604,3.81435900502037,7.83273830948832,6.71609860506139,8.94937801391525,7.82992313861458,6.90886475363365,8.75098152359551
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-4.54101325475892,-5.9251076496536,8.05216999710903,3.44699981112093,8.02327756127368,6.90596752672663,9.14058759582073,8.0187293680208,7.14730973808429,8.89014899795731
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-4.14310948016651,-5.10164804271388,7.93053966870594,3.68304392699721,8.3028130497069,7.1842061827656,9.42141991664819,8.29572238159552,7.4970098610564,9.09443490213464
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-4.75870237592241,-5.39438792663618,7.81706007915904,3.89498673801166,7.87034652945986,6.75358825522009,8.98710480369962,7.86718929842665,6.95593297878098,8.77844561807233
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.14543907064478,-6.23177872826353,7.8193653853997,3.00347416810092,7.59865614158906,6.48260235043587,8.71470993274225,7.59797003142973,6.61585742609141,8.58008263676806
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-5.199262499761,-6.51979872422694,7.36247751459633,2.74725699300475,7.56084408875653,6.44486033860426,8.67682783890879,7.56050189268916,6.56852047838921,8.55248330698911
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.37267417698481,-6.85245940866142,7.05729270265914,2.4113005214332,7.43901886118126,6.32321419964639,8.55482352271612,7.43978470896183,6.41599625112429,8.46357316679937
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.13850653388708,-6.37647256072564,7.55568037798811,3.16562157158322,7.60352638955449,6.48746307932646,8.71958969978252,7.60279598275477,6.6219543706725,8.58363759483705
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.398034987512,-6.21735400091306,7.77586783922122,3.6469318323025,7.42120237636645,6.30541794635882,8.53698680637408,7.42213027142396,6.39368879616096,8.45057174668696
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.49782177916884,-6.21328775974697,7.54663995878934,3.25628051273761,7.3511001272145,6.23538053513929,8.46681971928971,7.35266562720365,6.30591281225526,8.39941844215204
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-3.98459115843137,-5.72946299510521,8.10656845810549,2.92157977710138,8.41417539236684,7.29494830763949,9.53340247709419,8.40607184407347,7.63627838476763,9.17586530337932
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-4.48497284061332,-5.41956610065376,7.96123077568216,3.87485438295978,8.06264709114617,6.94517694432114,9.1801172379712,8.05774081799276,7.19657017335868,8.91891146262683
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.20278871747757,-6.66079747567244,7.56937785792241,3.24183940872024,7.55836684914569,6.44238744872378,8.6743462495676,7.55804718445516,6.56541916082803,8.55067520808228
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-5.32908658111443,-5.13436752348125,7.79274868523837,3.09326781993778,7.46964003313102,6.3537970464402,8.58548301982185,7.47012737044319,6.45433525883416,8.48591948205222
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-5.75598491789315,-6.83892941540345,7.54233717611328,1.59009334232171,7.16973527549206,6.05407413826745,8.28539641271666,7.17295035342319,6.07880136102493,8.26709934582145
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-4.44584950843369,-5.13517312760168,7.75764206235715,3.3914887769742,8.09013202712389,6.97254571901636,9.20771833523143,8.0849757686856,7.23095858633426,8.93899295103694
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-5.70439689181794,-7.1470576404356,7.48649488852714,3.61848876881887,7.20597691225715,6.09031669879531,8.321637125719,7.20886235958996,6.12418682444303,8.29353789473688
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-6.45488672585157,-7.25160366635066,7.86981076269673,4.18492332970923,6.67874255129728,5.56244867424413,7.79503642835043,6.68642338298284,5.46382876762979,7.9090179983359
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-6.353516975135,-7.3800451816189,7.15668034133376,2.2770733092746,6.74995686135989,5.63382634775786,7.86608737496193,6.75698997352364,5.55303586819165,7.96094407885564
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-7.18081455811041,-7.77080912417886,7.4349760228449,3.24191548769927,6.16876349576909,5.05059146601069,7.28693552552748,6.1810827686569,4.82491542977196,7.53725010754184
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-6.70415072001638,-7.45990609772024,7.04775758638035,3.04690336725034,6.50362952948931,5.38683077291952,7.6204282860591,6.51290307649642,5.24445907148779,7.78134708150504
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-5.45560225061344,-6.60074505487349,7.66560681052287,3.33046376202332,7.38076020407163,6.26501605332878,8.49650435481448,7.38205593509466,6.3430512102112,8.42106065997811
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.33812381985122,-6.38624153736825,7.42110220738659,3.40371868616762,7.46329118925046,6.3474565178636,8.57912586063731,7.46383627155964,6.44638631958007,8.48128622353922
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-6.85811689649026,-7.35001297582399,6.01708930706519,0.849800202915012,6.39546516139075,5.27828132776012,7.51264899502137,6.40572250186185,5.10894942636509,7.70249557735862
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-6.33906597891777,-7.46529459219174,7.24422847417432,2.65886091489417,6.76010897989676,5.64399977799104,7.87621818180249,6.76704975492548,5.56575272411218,7.96834678573879
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-6.3651002933564,-7.40700604984713,6.81818232424271,2.00229110698488,6.74181934489624,5.62567139248145,7.85796729731103,6.74892647067141,5.54284251621808,7.95501042512473
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-6.63919834815257,-7.41678537569285,6.89030572224468,1.77430991238884,6.54925989078066,5.43260681930104,7.66591296226029,6.55811841339492,5.30162341402018,7.81461341276966
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-6.3336761837824,-7.0320491078478,7.09199288897321,2.57300039913461,6.76389542051866,5.64779404091404,7.87999680012327,6.77080175652091,5.57049571878501,7.97110779425681
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.21213004974177,-6.03901688103743,7.65386744699684,4.370453100833,7.55180437338188,6.43583635381388,8.66777239294988,7.55154439674646,6.55720340055705,8.54588539293586
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-6.12791455398245,-7.38467852531914,6.65354123377234,1.82522749653451,6.90844714724168,5.79259305244382,8.02430124203954,6.91403873378939,5.75155771447253,8.07651975310624
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-6.39759585708915,-7.62009094715682,6.90082995992081,2.70112488234297,6.71899055095164,5.6027919841627,7.83518911774059,6.72630531274104,5.51424610187619,7.9383645236059
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-5.49314688539226,-5.88232272552519,6.39534959541219,1.66234603795974,7.35438433510257,6.23866223125446,8.47010643895068,7.3559199640509,6.31002512477333,8.40181480332848
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-6.27655200591598,-7.17405076713966,6.53771257317483,2.05476001994046,6.80402631643084,5.68800362297131,7.92004900989038,6.81056764763719,5.62076414503459,8.00037115023979
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-5.85799266018537,-7.49993806056198,6.30952296955688,2.20512807150333,7.09807276338135,5.98239126756945,8.21375425919325,7.10193963739161,5.98905494217061,8.2148243326126
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-5.58684833198004,-6.31526364854051,7.45313356034833,3.15544807432982,7.28855716453691,6.17287553986342,8.4042387892104,7.29069151505404,6.22759778755402,8.35378524255406
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-5.83916859490771,-6.8726028139889,7.68024658757336,2.83935406821621,7.11129705180907,5.99562116493248,8.22697293868566,7.11504364620461,6.00561668179021,8.22447061061901
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-5.74117050806663,-7.08833298060238,7.45676061058951,3.81094064584087,7.18014269947528,6.06448247189454,8.29580292705601,7.18326311817738,6.0918347139619,8.27469152239287
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-6.82243974877305,-6.52052301493279,6.29902347443189,2.22448153960328,6.42052908274522,5.30343945292418,7.53761871256626,6.43055845792199,5.14035037271724,7.72076654312674
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-6.81763808696465,-7.38369613251909,7.3660242898676,3.09732634013936,6.42390234775201,5.30682516749135,7.54097952801268,6.43390104188174,5.14457649031168,7.72322559345179
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-7.05704101012923,-7.11881315745134,6.4684475773223,1.80140198753028,6.2557169287328,5.13795289444091,7.3734809630247,6.26724532916858,4.93386213640428,7.60062852193288
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-6.47114309249265,-7.41366138109962,6.23784320253366,2.06445543304724,6.66732212334628,5.55099979001026,7.7836444566823,6.67510682789286,5.44952259135968,7.90069106442604
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-7.19311195801605,-7.77547153963491,6.88750256184272,2.83045378408826,6.16012432240964,5.04190979009473,7.27833885472455,6.17252217165708,4.81409094481173,7.53095339850242
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-6.92304543280419,-7.95919206757456,6.61582090375906,2.72849051065675,6.3498515450576,5.2324885765319,7.4672145135833,6.3605237576202,5.05180227421805,7.66924524102235
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-6.04101172924868,-7.07199354301701,7.16974573513046,2.93613910610556,6.96949814778337,5.8537184294928,8.08527786607394,6.97453445373027,5.82802425397086,8.12104465348968
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-6.2681167577502,-7.60832343295156,7.18376600244826,2.80970753744764,6.80995224970075,5.693940522011,7.92596397739049,6.81643968243274,5.62818694630647,8.00469241855902
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-6.89705062765194,-7.64150296710818,6.49416802879885,2.59703363566481,6.36811342398148,5.25082336584311,7.48540348211985,6.37861953824903,5.07468185094014,7.68255722555792
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-6.27917027722099,-7.56669767893982,7.05585911429642,0.789957721532063,6.80218692762674,5.68616079623226,7.91821305902121,6.80874498872958,5.61846012884567,7.9990298486135
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-6.58446512060885,-7.19651055163195,6.55909801494652,1.85961714945137,6.58771109549877,5.47117306056289,7.70424913043465,6.59621989070696,5.34979299890929,7.84264678250462
