"Location","Site","Section","sample","min_depth","max_depth","midpoint","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","Fe_fit_OLS","Fe_lwr_OLS","Fe_upr_OLS","Fe_fit_WLS","Fe_lwr_WLS","Fe_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.94747911924558,-4.25006421223963,9.54388200499906,5.1735301264337,9.26635314253771,7.96956491370297,10.5631413713725,9.27140682227803,7.97531339335734,10.5675002511987
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-2.18566127969683,-4.48824636379434,9.14377187171782,3.304647550641,9.10174218460748,7.80481169314738,10.3986726760676,9.11153807823472,7.77326100034444,10.449815156125
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-3.58289751158179,-5.88548242468768,8.27949587269265,3.88158857289427,8.13609306063587,6.83539078202653,9.43679533924521,8.17370796912801,6.58638110794065,9.76103483031537
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-3.30578547066899,-5.60837048185318,8.42689211285074,3.32582393071755,8.32760899290484,7.02805277039988,9.62716521540981,8.35970659243414,6.82195545368198,9.8974577311863
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.57319543752514,-3.87578052087512,9.82855417128756,3.50355067375237,9.5250257285489,8.22816581933078,10.821885637767,9.52262740907258,8.29261636707816,10.752638451067
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.34329776252592,-3.64588284019333,10.4469976275415,5.15703858194915,9.68391116495546,8.38682835884197,10.9809939710689,9.67693557594357,8.48737431154296,10.8664968403442
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.8433501194004,-4.14593520607678,10.1602156930854,3.64773917300838,9.33831812253604,8.04154618289446,10.6350900621776,9.34129859079754,8.06361630553857,10.6189808760565
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.75440487274134,-6.05699000844418,10.1783639253917,5.29616788707133,8.01756197098972,6.71605215013949,9.31907179183995,8.05859159613511,6.44054453208115,9.67663866018908
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-3.97679776780181,-6.2793829141418,9.93036942402266,7.00945463356136,7.86386319093237,6.56119465650151,9.16653172536323,7.90932066522192,6.25139944869498,9.56724188174885
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-2.7301808626685,-5.03276587898425,7.76434259814642,2.27103707812829,8.72541723233178,7.42761295245364,10.0232215122099,8.74605452702438,7.31101151420275,10.181097539846
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-3.03679429687885,-5.3393793898729,8.73921076841923,2.71722094895158,8.51351248252171,7.21488075429885,9.81214421074457,8.5402544597937,7.05054885596293,10.0299600636245
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-3.02506288103394,-5.32764793283739,8.21468216401249,3.35831851941963,8.52162022491707,7.22302459557588,9.82021585425826,8.54812862935125,7.06051656787354,10.035740690829
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-3.19972723493725,-5.50231242603466,8.74585699995511,3.66217734560713,8.40090729428525,7.10173771978394,9.70007686878656,8.43089327119194,6.91209510647564,9.94969143590824
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.59839219500776,-5.90097725146237,8.23051471759084,2.46944614218091,8.12538447239928,6.82461232044036,9.42615662435819,8.16330788049851,6.57320676264382,9.75340899835321
"Bird Island","BI10","BI10.3",95,93,94,93.5,-2.49347310531849,-4.79605821041577,9.34055718331538,4.53403149960049,8.88900921005624,7.59167850247013,10.1863399176423,8.90493364627145,7.51200784458655,10.2978594479563
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-2.48761123187513,-4.79019627673918,8.86409264544503,4.16270140553045,8.89306043119282,7.59573962280203,10.1903812395836,8.90886815733372,7.51698437527946,10.300751939388
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-3.29483677426283,-5.59742175936484,7.5945083648187,3.31438773523264,8.33517578716051,7.03566081249415,9.63469076182687,8.36705539781926,6.8312613848999,9.90284941073862
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.7961421692426,-4.09872723210487,9.67361768204715,1.68344586805776,9.37094418438163,8.07417042790428,10.667717940859,9.37298474095375,8.10364282882365,10.6423266530839
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-3.40021636301834,-5.70280145601238,8.35184985703952,3.72095422651058,8.26234650801351,6.96242179748278,9.56227121854425,8.29632422941342,6.74168797938646,9.85096047944037
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-0.914848112949401,-3.21743321592903,8.01280853633787,2.7498274927808,9.98001859427782,8.68215744177838,11.2778797467773,9.96451256002092,8.85000442501807,11.0790206950238
"Bird Island","BI10","BI10.4",145,141,142,141.5,-2.79727470525213,-5.09985986384574,10.5121855049979,5.17564528163103,8.67904775748116,7.38108304750468,9.97701246745765,8.70102089257182,7.25402643561114,10.1480153495325
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.70790588632624,-4.01049099587247,8.71190613126309,4.50899709495294,9.43192548973022,8.13513294474408,10.7287180347164,9.43220925928948,8.17844506779512,10.6859734507838
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-1.9452652990158,-4.24785041999179,10.8005846115197,6.40102950815504,9.26788314406267,7.97109555213388,10.5646707359915,9.27289274657649,7.97719094657035,10.5685945465826
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-2.02946360319369,-4.33204868096773,10.8571670692609,6.45126665198848,9.20969254120407,7.91287183543503,10.5065132469731,9.21637853445416,7.90577589272031,10.526981176188
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.80610646494266,-4.10869157011011,10.4378555921576,5.195126236626,9.36405772295572,8.06728482794137,10.6608306179701,9.3662966689511,8.09519467886678,10.6373986590354
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-1.13678928740083,-3.43937437727813,10.2790078874822,5.48800172047141,9.82663200452905,8.52923298687069,11.1240310221874,9.81554482564557,8.66221582084704,10.9688738304441
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-0.772079441674206,-3.07466453466825,10.1204160254,5.37069039559367,10.0786879811728,8.78046264606741,11.3769133162781,10.0603394184315,8.97073249701354,11.1499463398495
"Bird Island","BI10","BI10.5",197,194,195,194.5,-0.613182080205471,-2.91576717504581,10.2056468348869,5.85054459330883,10.1885041270772,8.88981193911598,11.4871963150385,10.166991913151,9.10502814421995,11.2289556820821
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-0.384768343906849,-2.68735342955453,11.1610073177993,6.75009657343813,10.3463639930945,9.04688728945493,11.6458406967341,10.3203040548963,9.29793390791974,11.3426742018729
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-0.522604592575543,-2.82518968388317,11.5829680732906,7.41406967584827,10.2511034711147,8.95211617948445,11.5500907627449,10.2277878567203,9.18154598718612,11.2740297262544
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-1.23279098789321,-3.53537608088726,10.7399098377358,6.26174273085966,9.76028391258529,8.46304554485818,11.0575222803124,9.75110813040919,8.58094811860192,10.9212681422165
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-0.492179982513576,-2.79476508205114,10.2519418682607,5.01178667700049,10.2721303364243,8.973039202528,11.5712214703206,10.2482089671401,9.2072419251284,11.2891760091519
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-1.54461961637468,-3.84720469531016,11.1310995537805,6.91195722841442,9.54477487048425,8.24789466259668,10.8416550783718,9.54180760556032,8.3168305357961,10.7667846753245
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-1.89389759569652,-4.19648267540013,10.076597018011,4.43455539823,9.30338406837221,8.00660770979506,10.6001604269494,9.30737093838768,8.0207537415704,10.593988135205
"Bird Island","BI10","BI10.7",271,265,266,265.5,-0.390067371053129,-2.69265246700134,10.9810035594278,6.5541796363862,10.3427017627537,9.04324477354706,11.6421587519603,10.3167473283433,9.29346067672113,11.3400339799655
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-1.23934927419338,-3.54193436373406,10.8172296000719,5.2756796014742,9.75575139097155,8.45852313263683,11.0529796493063,9.74670618447042,8.57539555996008,10.9180168089808
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,0.739152336381814,-1.56343275613471,11.1987648930042,7.00878874675648,11.1231209906354,9.8178445935077,12.4283973877631,11.0746837583201,10.243903092077,11.9054644245633
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.0754054948640773,-2.2271795944205,11.2230589765515,7.31892564511057,10.6643964446895,9.3629339364604,11.9658589529187,10.6291744316975,9.68597891551315,11.5723699478819
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-0.0145411590676838,-2.31712625510567,11.0838038999157,6.67766189127939,10.6022330784732,9.30120123157554,11.9032649253709,10.5688019060318,9.61019972152886,11.5274040905347
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-0.288035664291341,-2.5906207612868,11.3951650102964,7.4150808541178,10.4132172747362,9.11336805850343,11.7130664909689,10.3852313860146,9.37957388566785,11.3908888863613
