"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,26.1818181818182,39.5495086741117,2.288761162,0.010158086,7.50666129955656,-19.7995806846762,34.8129032837894
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,56.5,72.0914822859249,1.525038372,0.011740776,10.7719113039262,-16.5072299373161,38.0510525451685
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,28.5833333333333,44.5593747575959,4.398970104,0.046912281,7.76530304153186,-19.5377599146729,35.0683659977366
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,74.3333333333333,79.603943864534,19.01381163,0.109765839,12.6925506118438,-14.5838891184086,39.9689903420962
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,47,37.4492248844278,43.16823811,0.83280191,9.74876699970844,-17.5358186762501,37.033352675667
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,5.63636363636364,9.90224951486002,21.08188416,0.09353744,5.29392816316213,-22.0467537767364,32.6346101030607
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,47.9,51.6041557327401,138.1998527,2.068052956,9.84569646010802,-17.4382540887551,37.1296470089711
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,31.6363636363636,61.2360559266724,5.28425398,0.054223017,8.09411257470552,-19.2051650887678,35.3933902381788
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,28.2727272727273,36.0363452894183,58.41930414,1.652885172,7.73185095503033,-19.5716131794328,35.0353150894934
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,137.636363636364,115.234780103294,3.560602291,0.038361736,19.5102490217671,-7.83575659137804,46.8562546349122
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,45.9166666666667,52.9089412160748,30.36236272,0.256345549,9.63209264922747,-17.6532906514259,36.9174759498808
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,36.5833333333333,51.9168186680006,7.795499709,0.115748702,8.62689824508368,-18.6668550372997,35.9206515274671
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,53.2727272727273,38.7584594871646,50.21714125,0.70380336,10.4243359661297,-16.8563426562239,37.7050145884834
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,48.4545454545455,67.9711168605661,13.30255749,0.023181323,9.9054206730815,-17.3781509692133,37.1889923153763
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,107.181818181818,83.2427993063883,10.28410137,0.050822268,16.2303127355187,-11.066828837228,43.5274543082653
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,179,105.165583723954,9.694363956,0.203712654,23.9650878583134,-3.49271440373593,51.4228901203627
