"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.335575237698124,0.0480573150747056,2.467420581,0.015066934,15.4840975782111,-7.56675032521709,38.5349454816393
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.401623352367971,0.0608930459018632,2.98969441,0.02200764,8.54666411806479,-14.5134049114909,31.6067331476204
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.368593410411422,0.04380237502335,3.556521683,0.014282314,12.0159989455836,-11.0264855106586,35.0584834018257
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.395841455535071,0.0354341894259921,7.052448962,0.06465722,9.15397175662766,-13.9011464730979,32.2090899863532
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.378409736745743,0.0784014372702192,9.844407416,0.040880493,10.9849307446539,-12.0600700758852,34.029931565193
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.375171651629446,0.0669661633325769,10.02079263,0.096502178,11.3250464337223,-11.718870900918,34.3689637683626
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.365943613375867,0.0628623178244996,9.325702706,0.028353619,12.294323174957,-10.7478750486189,35.3365213985329
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.416964569801947,0.0542851162839597,9.672030755,0.061309265,6.93528314711887,-16.1417673694566,30.0123336636944
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.433783446679785,0.0561965056365194,6.289145655,1.766837081,5.16869465632487,-17.9333792629217,28.2707685755714
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.370458194725954,0.0506537915347229,7.635178907,0.081872982,11.8201293562053,-11.2226567093096,34.8629154217202
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.39624318978387,0.0477589204958125,5.960197779,0.068926753,9.11177517564065,-13.9436613721638,32.1672117234451
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.417727674284257,0.0576720972932511,6.674238754,0.048794576,6.85512966210832,-16.2229112328934,29.93317055711
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.403174298292266,0.0797344536208498,6.367819135,0.01977015,8.38375887536611,-14.6777732026002,31.4452909533324
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.42548737246867,0.0357342568619274,5.912256586,0.047824043,6.04008157036075,-17.0488130546885,29.12897619541
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.395193309585667,0.0572491737491176,7.120078834,0.066671523,9.22205045075738,-13.8325622978568,32.2766631993716
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.429740331681543,0.05485177424121,5.857915852,0.041156676,5.59336750902067,-17.5020802420006,28.688815260042
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.389973380043958,0.0335672716604133,4.568507031,0.022190259,9.77033126154623,-13.2805744819137,32.8212370050061
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.380187382760358,0.0491658431518683,5.784125479,0.017909738,10.798213818611,-12.2474878754743,33.8439155126963
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.417349279327589,0.0503021422801544,6.534750001,0.055133377,6.89487477590394,-16.1826733032263,29.9724228550342
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.3088679903108,0.0645785330714044,9.469595678,0.030083547,18.2893215059398,-4.78724951759487,41.3658925294745
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.40986672690802,0.071691657740917,7.155451754,0.030710634,7.68081256962139,-15.3876873247651,30.7493124640079
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.384895993034699,0.0763815566428536,6.317256008,0.021906999,10.303639966938,-12.7442814291764,33.3515613630525
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.40219672589197,0.0589483638322072,16.20702482,0.031666011,8.4864392245847,-14.5741640297152,31.5470424788845
