"Site","Element","Model","Rank_site","Robustness_score_site","R2_overall","RMSE_overall","RMSEP_overall","SNR_CI_s","SNR_smooth_s","n_mean"
"KER1","Ca","PLS_LOO",1,0.832239087007742,0.605172814508826,0.447133012734933,5921.70892622602,0.720398478346236,1,2293
"KER1","Ca","PLS_kfold",2,0.832239087007742,0.605172814508826,0.447133012734933,5921.70892622602,0.720398478346236,1,2293
"KER1","Ca","Bayes",3,0.825967098827332,0.636884102731344,0.428801053115093,5546.07861545861,0.846144723953619,0.795700661137901,2293
"KER1","Ca","OLS_weighted",4,0.743098812977789,0.60078407376705,0.449611220751241,5620.88386479327,0.885919194443658,0.528868240778986,2523
"KER1","Ca","OLS",5,0.624127710734255,0.605349695781694,0.447032844459699,5504.63271481712,0.7010777651514,0.508702629108538,2523
"KER1","Ca","RF",6,0.6,0.673677785504348,0.406496238911912,4915.58130206669,1,0,2293
"KER1","Ca","WLS_weighted",7,0.257592256745671,0.604732452698864,0.447382293228408,5447.03371534874,0.00504150708786795,0.636418381232376,2523
"KER1","Ca","WLS",8,0.256445661890775,0.604685117514639,0.447409080513934,5446.04597912254,0,0.641114154726938,2523
"KER1","Sr","Bayes",1,0.965696928541649,0.635271572146413,0.373704733132646,56.5643915636821,0.955294475958673,0.981300607416113,2293
"KER1","Sr","PLS_LOO",2,0.958238577335973,0.619560933054721,0.381668523678026,58.9814163562467,0.930397628893289,1,2293
"KER1","Sr","PLS_kfold",3,0.958238577335973,0.619560933054721,0.381668523678026,58.9814163562467,0.930397628893289,1,2293
"KER1","Sr","OLS",4,0.786185512835073,0.605940022011523,0.388440903375382,59.7735590156883,0.930454830375837,0.569781536523928,2310
"KER1","Sr","RF",5,0.6,0.694520038625107,0.34200712565981,43.8791563053624,1,0,2293
"KER1","Sr","OLS_weighted",6,0.364042672566281,0.588442221601662,0.396971381054182,68.563181097856,0,0.910106681415702,2310
"KER1","Sr","WLS_weighted",7,0.328679155444024,0.605197017350042,0.38880693583257,61.616501941787,0.125647306062931,0.633226929515664,2310
"KER1","Sr","WLS",8,0.289020966412161,0.605899324973479,0.388460961218056,59.3656290640811,0.111192598212162,0.555763518712159,2310
"KER1","Ti","OLS",1,0.74177783016857,0.729930592021033,0.639603384224678,2035.54425020404,0.668571764584033,0.851586928545376,2505
"KER1","Ti","PLS_LOO",2,0.741759028026209,0.756227776634957,0.607666319730726,1919.97750377683,0.758827068682555,0.71615696704169,2293
"KER1","Ti","PLS_kfold",3,0.741759028026209,0.756227776634957,0.607666319730726,1919.97750377683,0.758827068682555,0.71615696704169,2293
"KER1","Ti","OLS_weighted",4,0.732495539355963,0.718555763474536,0.652933928562262,2173.73266969499,0.64383194955362,0.865490924059478,2505
"KER1","Ti","Bayes",5,0.668957357868672,0.757847910218222,0.605643649083077,2132.72586760655,0.789619623287849,0.487963959739909,2293
"KER1","Ti","RF",6,0.6,0.739729829501074,0.627892441456487,1631.97472441788,1,0,2293
"KER1","Ti","WLS_weighted",7,0.400335575221703,0.72919658362992,0.640471967780676,1893.08238585334,0.0133331611872376,0.980839196273402,2505
"KER1","Ti","WLS",8,0.4,0.728935134347202,0.640781067535794,1882.89538666468,0,1,2505
"KER1","Zr","PLS_LOO",1,0.679548241835458,0.72037835645274,0.69492862207945,77.8910261396823,0.739839552870067,0.589111275283545,2293
"KER1","Zr","PLS_kfold",2,0.679548241835458,0.72037835645274,0.69492862207945,77.8910261396823,0.739839552870067,0.589111275283545,2293
"KER1","Zr","RF",3,0.671505354610878,0.744758871788424,0.66394198898659,46.0449432203038,0.452508924351464,1,2293
"KER1","Zr","OLS",4,0.647765066247831,0.608456680906178,0.822327315016661,148.16046066862,1,0.119412665619578,2523
"KER1","Zr","Bayes",5,0.601542121748893,0.7219222288162,0.693007515213175,84.3816359771264,0.820998990775221,0.272356818209402,2293
"KER1","Zr","WLS_weighted",6,0.45257063199433,0.608229412035276,0.822565937768544,162.575252795128,0.744347239377013,0.0149057209203066,2523
"KER1","Zr","WLS",7,0.306082206998252,0.608323185716187,0.822467487738816,159.077231156446,0.484362772813466,0.0386613582754297,2523
"KER1","Zr","OLS_weighted",8,0,0.401191970178938,1.01694769214115,153.784821913486,0,0,2523
