"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","Robustness_low","Robustness_high","Bootstrap_Unstable","Global_Rank","Robustness_score","SNR_CI_s","SNR_smooth_s","Robustness_score_site","Robustness_Rank","Stability_class"
"Ca","PB1","Bayes",947,26545.0420291462,17741.4701054625,50061.1210337438,0.354396180890633,0.000325147039539451,0.580584613197987,0.631881887509872,FALSE,1,0.65436049816905,0.747159350996595,1,0.848295610597957,1,"Stable"
"Ca","PB1","PLS_LOO",947,29610.387593017,19485.8596769893,58803.3536199398,0.331373271717309,0.00030039119834253,0.622366279387121,0.673824171997311,FALSE,2,0.640428498900347,0.686868825759716,0.80781691449777,0.735248061254937,2,"Acceptable"
"Ca","PB1","PLS_kfold",947,29610.387593017,19485.8596769893,58803.3536199398,0.331373271717309,0.00030039119834253,0.622366279387121,0.673824171997311,FALSE,3,0.640428498900347,0.686868825759716,0.80781691449777,0.735248061254937,3,"Acceptable"
"Ca","PB1","RF",947,27355.9097359898,16282.7774610881,48351.0680869536,0.336761484395867,0.00028019235024766,0.63469287550447,0.63469287550447,FALSE,4,0.63469287550447,0.700979039635498,0.651010408930673,0.680991587353568,4,"Acceptable"
"Ca","PB1","OLS_weighted",970,27360.2382187574,21632.6896885983,47971.6411185266,0.450947459461497,0.000196333199693836,0.625387834228473,0.593460749886599,FALSE,5,0.593460749886599,1,0,0.6,5,"Acceptable"
"Ca","PB1","OLS",970,27724.7788492419,21481.064067992,56626.8005435383,0.379344477558395,0.000200006794371442,0.540651034651228,0.508723950309354,FALSE,6,0.527514139089005,0.812491924675323,0.0285186334170986,0.498902608172033,6,"Marginal"
"Ca","PB1","WLS_weighted",970,26695.1575574388,20151.5413130683,282441.802896564,0.071347587738095,0.000216309287528219,0.228327202639043,0.196400118297169,FALSE,7,0.212649992961434,0.00593467690114087,0.155077186258284,0.0655916806439982,7,"Unstable"
"Ca","PB1","WLS",970,26659.6362260705,20104.930594342,291032.742754723,0.0690813356739247,0.000216927768973039,0.226066086409575,0.194139002067701,FALSE,8,0.210194064930934,0,0.159878544913233,0.063951417965293,8,"Unstable"
"Sr","PB1","OLS",948,244.36445489428,122.301856208928,417.019740600425,0.293275939486313,0.0494176618070442,0.4039083667839,0.4039083667839,FALSE,5,0.453394114796587,0.71436640577287,0.671971011176267,0.697408247934229,1,"Acceptable"
"Sr","PB1","RF",947,307.37157732481,182.123734526459,443.645493410057,0.410516363248895,0.0340005934561219,0.7,0.7,FALSE,1,0.7,1,0,0.6,2,"Acceptable"
"Sr","PB1","Bayes",947,253.80117245151,156.972442509113,405.947338229947,0.38668178782391,0.0341953121068919,0.670431000858213,0.664607186531096,FALSE,2,0.69096575996511,0.941931671457425,0.008487040835162,0.56855381920852,3,"Acceptable"
"Sr","PB1","PLS_LOO",947,254.298643360865,138.11357531161,416.958186600362,0.331240828817174,0.0364385264109611,0.665137214992373,0.706278068621457,FALSE,3,0.681572628387012,0.806860508455139,0.106260167987466,0.526620372268069,4,"Acceptable"
"Sr","PB1","PLS_kfold",947,254.298643360865,138.11357531161,416.958186600362,0.331240828817174,0.0364385264109611,0.665137214992373,0.706278068621457,FALSE,4,0.681572628387012,0.806860508455139,0.106260167987466,0.526620372268069,5,"Acceptable"
"Sr","PB1","OLS_weighted",948,216.718695749547,103.868644831959,1761721.2342196,5.89586154803716e-05,0.056943649175051,0.104718684234131,0.104718684234131,FALSE,8,0.104718684234131,0,1,0.4,6,"Marginal"
"Sr","PB1","WLS_weighted",948,238.080670700868,116.216016623495,2877.82060231552,0.0403833430513307,0.0513693879591551,0.154507802351877,0.154507802351877,FALSE,7,0.201892249595952,0.0982425556967709,0.757039285255411,0.361761247520227,7,"Marginal"
"Sr","PB1","WLS",948,245.83590850791,123.73852284535,3524.20865209834,0.0351110093245119,0.0489769681518185,0.175010613432746,0.175010613432746,FALSE,6,0.224381265643544,0.0853975353187672,0.652762861197269,0.312343665670168,8,"Marginal"
"Ti","PB1","RF",947,12485.2450838852,8952.78857576838,39096.5797910725,0.22899160549621,0.00081187048724106,0.567933458438985,0.32663373171368,FALSE,6,0.488300129057627,0.781138881428801,1,0.868683328857281,1,"Stable"
"Ti","PB1","PLS_LOO",947,13479.0778650902,10541.511271113,40255.8880009106,0.261862594383077,0.000513716145998857,0.837276138595287,0.830923310271565,FALSE,1,0.844778456730668,0.940538873364696,0.267061222447633,0.671147812997871,2,"Acceptable"
"Ti","PB1","PLS_kfold",947,13479.0778650902,10541.511271113,40255.8880009106,0.261862594383077,0.000513716145998857,0.837276138595287,0.830923310271565,FALSE,2,0.844778456730668,0.940538873364696,0.267061222447633,0.671147812997871,3,"Acceptable"
"Ti","PB1","OLS",969,13969.8119326534,11273.7575861601,46478.5169051976,0.242558462206426,0.000549304565135378,0.65709745782766,0.85053732341887,FALSE,3,0.743945564809684,0.846928105405201,0.354546557419676,0.649975486210991,4,"Acceptable"
"Ti","PB1","Bayes",947,13296.8235142156,10834.0615236646,39522.4138164758,0.274124489814137,0.000405077518477853,0.716725313773472,0.716725313773472,FALSE,4,0.716725313773472,1,0,0.6,5,"Acceptable"
"Ti","PB1","OLS_weighted",969,14155.7650601049,11703.1416342887,51920.9518064237,0.22540306421811,0.00051371234489858,0.661337636082951,0.854777501674161,FALSE,5,0.661337636082951,0.763737109527156,0.26705187838181,0.565063017069017,6,"Acceptable"
"Ti","PB1","WLS",969,12829.463207101,10165.1836991599,149691.653028792,0.0679074851101065,0.000622514625052776,0.278278205138541,0.47171807072975,FALSE,8,0.357525879797602,0,0.534515400391526,0.21380616015661,7,"Unstable"
"Ti","PB1","WLS_weighted",969,12968.7486587714,10301.9026204076,144460.619873948,0.0713128784121012,0.000612432705266552,0.287495950606143,0.480935816197352,FALSE,7,0.368739820212937,0.016513639633561,0.509731491719564,0.213800780467962,8,"Unstable"
"Zr","PB1","RF",947,178.706183749376,118.451914372516,607.957705228177,0.19483578109773,0.0334104824176248,0.702260749030039,0.665138605066957,FALSE,5,0.702260749030039,0.64611073741717,1,0.787666442450302,1,"Stable"
"Zr","PB1","Bayes",947,232.624125200182,254.809335537766,844.996916766131,0.301550609809254,0.00806136246982112,0.611623572413085,0.674034973384045,FALSE,7,0.654094190789526,1,0.126453749195539,0.650581499678216,2,"Acceptable"
"Zr","PB1","PLS_LOO",947,231.192979716651,236.047576217389,843.414079496824,0.279871515019305,0.0092528989719922,0.636302440083098,0.725687300269023,FALSE,3,0.706378060237768,0.928107471460997,0.167514829276877,0.623870414587349,3,"Acceptable"
"Zr","PB1","PLS_kfold",947,231.192979716651,236.047576217389,843.414079496824,0.279871515019305,0.0092528989719922,0.636302440083098,0.725687300269023,FALSE,4,0.706378060237768,0.928107471460997,0.167514829276877,0.623870414587349,4,"Acceptable"
"Zr","PB1","OLS",970,287.67978745105,408.594614037374,1456.20633395619,0.280588405990045,0.00480695217411352,0.7,0.7,FALSE,1,0.880981965744907,0.930484835694725,0.0143047705229623,0.56401280962602,5,"Acceptable"
"Zr","PB1","WLS_weighted",970,305.639707528188,441.8757489745,2183.78931407513,0.202343580548951,0.00441012336230194,0.589165235970157,0.589165235970157,FALSE,2,0.769948752269116,0.671008210837613,0.000629805810855007,0.40285684882691,6,"Marginal"
"Zr","PB1","WLS",970,301.322338644163,433.844921416075,3258.27564991505,0.133151693727136,0.00449997014517971,0.488032175732776,0.488032175732776,FALSE,6,0.668897574495213,0.441553072318118,0.00372598116097872,0.266422235855262,7,"Unstable"
"Zr","PB1","OLS_weighted",970,260.581267122912,421.626007748308,214928672.349058,1.96170200625238e-06,0.00439184725725486,0.243417629025981,0.243417629025981,FALSE,8,0.243417629025981,0,0,0,8,"Unstable"
