"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.234739598791536,-0.0117369799395768,-2.47601023557822,-0.123800511778911,-2.5745044348324,-4.02048199421449,-1.1285268754503,-2.56801959327843,-3.98598302390152,-1.15005616265534
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,0.127892344279184,0.00639461721395922,-2.33622473123766,-0.116811236561883,-2.36698389443641,-3.8165082579677,-0.917459530905113,-2.35757900143325,-3.76715116021256,-0.948006842653937
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.7933203524497,-0.039666017622485,-2.44978119481115,-0.122489059740557,-2.89415906556451,-4.33720164531523,-1.4511164858138,-2.89217213041503,-4.32580964525858,-1.45853461557149
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.07758932113928,-0.0538794660569641,-2.63776827740641,-0.131888413870321,-3.05683544068122,-4.49956698355095,-1.61410389781149,-3.05713754826458,-4.50000182491256,-1.6142732716166
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.667015641740448,-0.0333507820870224,-3.18034618618153,-0.159017309309077,-2.82187965851892,-4.26531666432611,-1.37844265271174,-2.81887566940993,-4.24868170555897,-1.38906963326089
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-2.19486920829209,-0.109743460414604,-2.56346956839811,-0.128173478419905,-3.69621244644683,-5.14544769807514,-2.24697719481852,-3.705511320079,-5.19244461145245,-2.21857802870554
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.68201744152281,-0.0841008720761404,-2.51902115262141,-0.125951057631071,-3.40272678469904,-4.8474509036962,-1.95800266570187,-3.40789597926296,-4.87309095232957,-1.94270100619635
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.79295526703189,-0.0896477633515944,-2.02501836325217,-0.101250918162609,-3.46621230476948,-4.91169346734681,-2.02073114219215,-3.47227481324118,-4.94195917115326,-2.0025904553291
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-2.15410916715111,-0.107705458357556,-3.45533706865026,-0.172766853432513,-3.67288701710789,-5.12166952721347,-2.22410450700232,-3.68185767526021,-5.16697231316377,-2.19674303735665
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-1.12725291601267,-0.0563626458006336,-1.8531102017329,-0.0926555100866448,-3.08525603694437,-4.52801521642882,-1.64249685745992,-3.08595805483611,-4.5305191646095,-1.64139694506271
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.68781052303283,-0.0843905261516413,-3.58810117966018,-0.179405058983009,-3.40604194605889,-4.85080260020712,-1.96128129191065,-3.41125778873637,-4.8766842429014,-1.94583133457134
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-2.00870306574304,-0.100435153287152,-1.98971295858181,-0.0994856479290906,-3.58967660688986,-5.03697626730806,-2.14237694647166,-3.59747639936073,-5.07622996061136,-2.11872283811011
