"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","KER1","PLS_LOO",2293,9472.90111033002,5574.41296960071,18812.2614757269,0.296318067702453,0.000531764498822108,0.71953244371647,1,0.831719466229882,1
"Ca","KER1","PLS_kfold",2293,9472.90111033002,5574.41296960071,18812.2614757269,0.296318067702453,0.000531764498822108,0.71953244371647,1,0.831719466229882,2
"Ca","KER1","Bayes",2293,8751.96085145763,5597.22269935625,16505.2656909092,0.339117394665092,0.000497913028529552,0.845127522148279,0.794384736525509,0.824830407899171,3
"Ca","KER1","OLS_weighted",2523,8175.34368390542,4942.99790346286,14016.5202545135,0.352655139343245,0.000453700111340587,0.884854177339063,0.525833606006834,0.741245948806172,4
"Ca","KER1","OLS",2523,8572.7165714356,5005.45200389427,17275.5475128282,0.28974201831678,0.000450358761299047,0.700234957120803,0.505538104416678,0.622356216039153,5
"Ca","KER1","RF",2293,8985.59754121932,6223.80484190817,15881.361833621,0.391893649115929,0.000367129492059807,1,0,0.6,6
"Ca","KER1","WLS_weighted",2523,8612.8305688864,4810.54345293707,91044.5216746843,0.052837264279622,0.000471520679947397,0.00503544638694264,0.634076494061254,0.256651865456667,7
"Ca","KER1","WLS",2523,8614.92222600509,4803.69886495613,93966.6373190531,0.0511213235038486,0.000472298748236003,0,0.638802513781527,0.255521005512611,8
"Sr","KER1","Bayes",2293,106.427157979867,55.2696365655615,170.227036699602,0.324681893294631,0.0439989859810887,0.973461443789392,0.980356073295882,0.976219295591988,1
"Sr","KER1","PLS_LOO",2293,110.288746026803,57.183570539238,180.833821753846,0.31622165579776,0.0442543285040755,0.948091129922822,1,0.968854677953693,2
"Sr","KER1","PLS_kfold",2293,110.288746026803,57.183570539238,180.833821753846,0.31622165579776,0.0442543285040755,0.948091129922822,1,0.968854677953693,3
"Sr","KER1","OLS",2310,111.768506195615,60.0394216895538,189.853320516577,0.316241093525206,0.038379642072062,0.948149419213914,0.548050562318028,0.788109876455559,4
"Sr","KER1","RF",2293,103.87383630283,50.6235582717453,151.780348273303,0.33353170451678,0.031255780564411,1,0,0.6,5
"Sr","KER1","OLS_weighted",2310,103.963180855407,52.1623789648335,844781.10012443,6.17466216480818e-05,0.0430268240991065,0,0.905566036247536,0.362226414499015,6
"Sr","KER1","WLS_weighted",2310,111.984947193024,57.8178498014588,1352.20624798249,0.042758159036555,0.0392459967756021,0.128036758346711,0.614700676435507,0.322702325582229,7
"Sr","KER1","WLS",2310,111.708061849111,60.5556110236847,1600.04123166489,0.0378462815990529,0.0381882243017107,0.113307163307608,0.533324473585675,0.281314087418835,8
"Ti","KER1","OLS",2505,1792.96621299997,2004.84883284873,5875.30030645659,0.34123342268063,0.00126605936432334,0.66323508607177,0.845905169050295,0.73630311926318,1
"Ti","KER1","PLS_LOO",2293,2015.81199277526,2257.17310669116,6020.31553079914,0.374926047504281,0.00118086948848983,0.752769953610575,0.705290485863066,0.733778166511572,2
"Ti","KER1","PLS_kfold",2293,2015.81199277526,2257.17310669116,6020.31553079914,0.374926047504281,0.00118086948848983,0.752769953610575,0.705290485863066,0.733778166511572,3
"Ti","KER1","OLS_weighted",2505,1644.7521063486,1953.82266464677,5885.04415049059,0.331997962068627,0.00127480543231513,0.638692749376913,0.860341457021911,0.727352232434912,4
"Ti","KER1","Bayes",2293,2036.44743795084,2338.99611889438,6052.97334902192,0.386421017246396,0.00103732862247854,0.783316715657456,0.468361470518054,0.657334617601695,5
"Ti","KER1","RF",2293,2145.06593737283,3116.3858914828,6659.50599742459,0.46796052029805,0.000753576921630149,1,0,0.6,6
"Ti","KER1","WLS",2505,1769.35171471997,1891.22625894598,20634.5874464519,0.0916532139958621,0.00135941604100633,0,1,0.4,7
"Ti","KER1","WLS_weighted",2505,1771.03820509488,1904.88800643817,19713.1072375604,0.0966305303107513,0.0013473632686935,0.0132267331288335,0.980105655235271,0.399978301971409,8
"Zr","KER1","PLS_LOO",2293,57.6664054875416,91.5755318604936,210.372556994483,0.43530170079596,0.0210420867308908,0.739839552870067,0.631593264513106,0.696541037527283,1
"Zr","KER1","PLS_kfold",2293,57.6664054875416,91.5755318604936,210.372556994483,0.43530170079596,0.0210420867308908,0.739839552870067,0.631593264513106,0.696541037527283,2
"Zr","KER1","RF",2293,58.7151588576437,52.5027783898221,200.667106974678,0.261641178673331,0.0251666573744947,0.444682288101386,1,0.666809372860832,3
"Zr","KER1","OLS",2523,46.3671551237403,135.631027844088,230.519455750783,0.588371282598897,0.0154042744115473,1,0.128023751143756,0.651209500457502,4
"Zr","KER1","Bayes",2293,58.9190886658958,103.383521306804,214.021001555661,0.483053160929709,0.0172400695574161,0.820998990775221,0.291997011672343,0.60939819913407,5
"Zr","KER1","WLS_weighted",2523,47.7146941678421,146.882495585187,335.383485424305,0.437953870624729,0.014149873124935,0.744347239377013,0.0159806021900472,0.453000584502227,6
"Zr","KER1","WLS",2523,47.3898361330945,144.163140161595,505.857180827642,0.284987829817356,0.0144350130469594,0.484362772813466,0.0414493059429845,0.307197386065273,7
"Zr","KER1","OLS_weighted",2523,33.3676331235952,142.251627897805,27329374.2176453,5.20508178361286e-06,0.0139709591249695,0,0,0,8
