"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","HER42PB","OLS_weighted",4009,11884.2860206299,3714.19216041679,20345.4583203427,0.182556327900615,0.000658218571861659,1,0.900989644030099,0.96039585761204,1
"Ca","HER42PB","OLS",4009,12373.0828363092,3761.8350902315,24903.556844545,0.151056136828724,0.000650393340884676,0.797652094473633,0.880469333862288,0.830778990229095,2
"Ca","HER42PB","PLS_LOO",3971,11081.8965463619,2993.45895821235,22007.5701254579,0.136019512429025,0.000695975257712983,0.701061269150641,1,0.820636761490385,3
"Ca","HER42PB","PLS_kfold",3971,11081.8965463619,2993.45895821235,22007.5701254579,0.136019512429025,0.000695975257712983,0.701061269150641,1,0.820636761490385,4
"Ca","HER42PB","Bayes",3971,12512.1886585379,3208.47804464244,23596.6547027634,0.135971733496049,0.000637728420058845,0.700754351424529,0.847257776994348,0.759355721652456,5
"Ca","HER42PB","RF",3971,12275.7929331753,3949.74111484273,21696.5325313144,0.182044808733474,0.00031463448298835,0.996714152245253,0,0.598028491347152,6
"Ca","HER42PB","WLS_weighted",4009,12318.3391340009,3615.60005228376,130170.191052324,0.0277759448845734,0.000677318438769952,0.00573662399740849,0.951075730213999,0.383872266484045,7
"Ca","HER42PB","WLS",4009,12317.12147455,3610.45188549286,134302.891994305,0.0268829049909511,0.00067830633337312,0,0.953666312361637,0.381466524944655,8
"Sr","HER42PB","OLS",4009,170.318063843787,36.828422086755,288.893374661467,0.127481020047315,0.061165615146732,0.807112838308737,0.741474856601847,0.780857645625981,1
"Sr","HER42PB","PLS_LOO",3971,174.637078838346,45.2251226899163,286.341911790266,0.157940981839368,0.0497173379725083,1,0.441198982857782,0.776479593143113,2
"Sr","HER42PB","PLS_kfold",3971,174.637078838346,45.2251226899163,286.341911790266,0.157940981839368,0.0497173379725083,1,0.441198982857782,0.776479593143113,3
"Sr","HER42PB","Bayes",3971,178.092491152449,38.2059505038531,284.853580634619,0.134124873623617,0.0481917577305564,0.849184921910615,0.401184670385492,0.669984821300566,4
"Sr","HER42PB","RF",3971,164.16719947723,36.1032154386895,239.880951725548,0.150504719857856,0.0328962454825849,0.952910004385471,0,0.571746002631283,5
"Sr","HER42PB","OLS_weighted",4009,155.395713244105,31.5903302571639,1262636.38386344,2.50193410081398e-05,0.0710221096470214,0,1,0.4,6
"Sr","HER42PB","WLS_weighted",4009,168.739373101636,35.2036922825673,2037.06419113439,0.0172815822082481,0.0638394325256858,0.109276874827769,0.811606181820383,0.390208597624815,7
"Sr","HER42PB","WLS",4009,170.668398069271,37.2082057093555,2443.85708778274,0.0152251970441994,0.0605737708343396,0.0962548526615804,0.72595142322235,0.348133480885888,8
"Ti","HER42PB","OLS_weighted",3971,1247.10688301896,846.713877471167,4442.89327523398,0.190577136342888,0.00197162756102175,0.817141510366064,1,0.890284906219639,1
"Ti","HER42PB","OLS",3971,1394.89232102675,897.826718929441,4560.29534965442,0.196879072535834,0.00187789539902699,0.85458577510566,0.852593167378423,0.853788732014765,2
"Ti","HER42PB","PLS_LOO",3971,1333.41863281114,784.421699334882,3982.3162740082,0.196976243312127,0.00186093650526723,0.85516313548524,0.825922953433799,0.843467062664663,3
"Ti","HER42PB","PLS_kfold",3971,1333.41863281114,784.421699334882,3982.3162740082,0.196976243312127,0.00186093650526723,0.85516313548524,0.825922953433799,0.843467062664663,4
"Ti","HER42PB","Bayes",3971,1333.04584091652,760.539890559429,3962.23874857848,0.191947012489413,0.00182201960118736,0.825280914434982,0.764720720990122,0.801056837057038,5
"Ti","HER42PB","RF",3971,1501.512273958,1031.84573479018,4661.54900854779,0.221352544593675,0.00133575363083976,1,0,0.6,6
"Ti","HER42PB","WLS_weighted",3971,1398.96915001433,870.330106213518,15572.2324235038,0.0558898738821734,0.00194841165018531,0.0168691245118193,0.963489758371134,0.395517378055545,7
"Ti","HER42PB","WLS",3971,1400.93873001017,866.814035490045,16339.3298655955,0.0530507702959855,0.00195804394684349,0,0.978637881609055,0.391455152643622,8
"Zr","HER42PB","PLS_LOO",3971,14.6422797468795,10.1924485125022,53.4164355231931,0.190811094238527,0.0815517603123297,0.735159862068195,1,0.841095917240917,1
"Zr","HER42PB","PLS_kfold",3971,14.6422797468795,10.1924485125022,53.4164355231931,0.190811094238527,0.0815517603123297,0.735159862068195,1,0.841095917240917,2
"Zr","HER42PB","Bayes",3971,15.009568301492,11.6244189131929,54.5215975593124,0.213207599072039,0.0705887599979909,0.821450461099731,0.779116982135273,0.804517069513948,3
"Zr","HER42PB","RF",3971,19.2634967014072,17.0876194636032,65.8356415701734,0.259549676376887,0.0471312890580224,1,0.306494814468491,0.722597925787396,4
"Zr","HER42PB","OLS",4009,20.7950751563363,24.3470258213778,102.075836291968,0.238518994365501,0.0336434902524617,0.918971725173434,0.0347420443232668,0.565279852833367,5
"Zr","HER42PB","WLS_weighted",4009,20.7937287896642,25.7059793741934,144.354601765664,0.178075233208865,0.031919151973681,0.686090371734705,0,0.411654223040823,6
"Zr","HER42PB","WLS",4009,20.7925353861021,25.3790034587383,219.823856399953,0.115451543223603,0.0323179835579156,0.444810057571229,0.00803567649544675,0.270100305140916,7
"Zr","HER42PB","OLS_weighted",4009,11.7196366403248,21.2049338538794,9519255.4653663,2.22758323180093e-06,0.0389825520033137,0,0.142313697910823,0.0569254791643293,8
