"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0495276531430358,0.0745971463045873,2.288761162,0.010158086,8.34273740156354,-19.1375106073673,35.8229854104944
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0946376790959899,0.119487919370018,1.525038372,0.011740776,10.367384708087,-17.0961020169657,37.8308714331397
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0535998851777897,0.0839130883631707,4.398970104,0.046912281,8.52550904592707,-18.9527468740628,36.0037649659169
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.143158128365599,0.150922091735009,19.01381163,0.109765839,12.545100079554,-14.9133920348695,40.0035921939774
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0821909742306216,0.063958938199115,43.16823811,0.83280191,9.80874642428192,-17.6581993190718,37.2756921676356
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00948260506332067,0.0169490648844932,21.08188416,0.09353744,6.54541857894184,-20.9594750753731,34.0503122332568
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.0794427345737734,0.0858957324014482,138.1998527,2.068052956,9.6853987670511,-17.7824305146492,37.1532280487514
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0559833560522104,0.108376896422831,5.28425398,0.054223017,8.63248499604303,-18.8446490340638,36.1096190261499
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0508426900874298,0.0650719391460696,58.41930414,1.652885172,8.40175944713325,-19.0778348755551,35.8813537698216
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.258634821046909,0.216379693467356,3.560602291,0.038361736,17.7279739499278,-9.77296478497815,45.2289126848337
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.0821498884784982,0.0950746468539235,30.36236272,0.256345549,9.80690239613927,-17.6600562369718,37.2738610292503
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0694887799447572,0.0992778616139092,7.795499709,0.115748702,9.23864115600666,-18.2327508214625,36.7100331334758
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.101928867159323,0.0745674548644458,50.21714125,0.70380336,10.6946309014095,-16.7672424559797,38.1565042587986
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0952747151147943,0.133495168251957,13.30255749,0.023181323,10.3959764287164,-17.0673571719507,37.8593100293834
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.211958840525194,0.16629089739368,10.28410137,0.050822268,15.6330428066562,-11.8415344923394,43.1076201056519
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.376840111678698,0.234007261246505,9.694363956,0.203712654,23.0333139101412,-4.58994600418668,50.6565738244691
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.107111919599746,0.130327540389072,6.266500548,0.095875453,10.9272588580863,-16.5336531518387,38.3881708680112
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.0544598713943762,0.0758548016627205,6.037782671,0.042295483,8.56410731183973,-18.9137400628248,36.0419546865043
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0883781740028537,0.117492291150385,2.592646444,0.02182641,10.0864429471533,-17.3786722314842,37.5515581257907
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.0246097553152671,0.0350235139480973,6.954876946,0.093655521,7.22436174880214,-20.2701438416915,34.7188673392958
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.0405223134071041,0.0597610452051917,9.787053209,0.059603308,7.93855592625918,-19.5464346471246,35.423546499643
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.0397530892051855,0.0636433094921565,20.81297886,0.274237825,7.90403127956198,-19.5813859236695,35.3894484827935
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.0341608113401124,0.0567107587585403,4.260143181,0.051289903,7.65303629390936,-19.8355843383134,35.1416569261321
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.084400210793861,0.0848004593335572,43.16608535,0.550658986,9.90790231618721,-17.5583645868576,37.374169219232
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.0520653257342499,0.0548015019578542,2.564526013,0.044583218,8.45663429849723,-19.0223611559312,35.9356297529256
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.0318293248325778,0.0910376272723683,24.03856275,0.33159449,7.54839352818365,-19.9416155165807,35.038402572948
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.0203819330209546,0.0383964886301629,58.90663431,0.829134942,7.0346068364559,-20.462670362064,34.5318840349758
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.0591162819957275,0.0646186312061281,12.67353344,0.313961187,8.77309830625692,-18.7026105829793,36.2488071954932
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.0902666107084865,0.0853834210967937,2.553601126,0.066508029,10.1712005638655,-17.2933996430542,37.6358007707852
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.0853569764821091,0.0885188460765809,25.70637949,0.437908223,9.95084427937087,-17.5151373232749,37.4168258820167
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.067710314106165,0.0499512474140857,6.149324503,0.106149158,9.15881929836453,-18.3132690471936,36.6309076439227
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.0722128492908909,0.0501116523237666,4.534790413,0.043240663,9.36090399110644,-18.1094565240435,36.8312645062564
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.078481908109249,0.070996323261763,3.037488827,0.043979182,9.64227454638528,-17.8258738544863,37.1104229472569
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.0677772491259168,0.0929464139855938,5.026836978,0.140151798,9.16182350429413,-18.3102383040837,36.633885312672
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.0214449067766733,0.0477151313997185,2.699363842,0.043626306,7.08231567514434,-20.4142550578023,34.578886408091
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.0509338417444439,0.0448662294222328,2.511699688,0.052718839,8.40585055444166,-19.0736988251642,35.8853999340475
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.030953647801374,0.0501242248012011,3.349219592,0.075375837,7.50909102047815,-19.9814475296487,34.999629570605
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.0412725468260835,0.0643489194379493,3.120629768,0.061658011,7.97222822058649,-19.5123495188048,35.4568059599778
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.0628173158620795,0.0695673780671871,9.077687309,0.090928537,8.93920967707893,-18.5348881187921,36.4133074729499
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.0271395150990332,0.0619766274379678,2.400125578,0.053500798,7.33790349975779,-20.1549925534842,34.8307995529998
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.104640293627033,0.111473883571752,13.28023284,0.106355187,10.8163262934807,-16.6450249181087,38.27767750507
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.0351694578307053,0.0392991557997064,2.02301219,0.013793806,7.69830679325563,-19.7897228244155,35.1863364109267
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.110457017560509,0.0713215381444447,3.033425815,0.053768638,11.0773949627158,-16.3829784761811,38.5377684016128
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.0649719901277546,0.0757646162165832,12.19802273,0.459798787,9.03591668081651,-18.4372793248379,36.5091126864709
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.0362435087798418,0.0436011338064873,4.992973415,0.124594431,7.74651280323457,-19.7408938773807,35.2339194838498
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.0330091910307444,0.0505405800081117,9.175578982,0.009274375,7.60134878302362,-19.8879537575457,35.090651323593
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.143533400746307,0.0649588657459294,7.537000498,0.16325235,12.5619432136192,-14.8965629450092,40.0204493722476
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.200547310047188,0.112263254947325,7.097707001,0.184578085,15.1208656585051,-12.3491650934166,42.590896410427
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.0474643949435805,0.0547009513807837,14.36128756,0.211659558,8.25013337246042,-19.2311602155546,35.7314269604755
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.0643771738552548,0.0897980337998239,9.248141245,0.206388311,9.00921988473731,-18.4642224085862,36.4826621780608
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.0403438372087417,0.0686981463666561,20.02750394,0.356503119,7.93054548186995,-19.554543776812,35.4156347405519
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.0667007233855565,0.112493107090485,10.62373635,0.249305115,9.11350641968645,-18.3589853055264,36.5859981448993
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.0447398373855072,0.0624464418488419,4.89161886,0.051066703,8.12784862522542,-19.3548630179219,35.6105602683728
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.136271782387094,0.153306751989253,11.2517643,0.064356608,12.2360241802913,-15.2223537781456,39.6944021387283
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.0851214114505103,0.100547783878554,7.62089899,0.13765217,9.94027154976891,-17.5257798092977,37.4063229088355
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.0702302833387157,0.0840800164660069,14.21907028,0.130453023,9.27192162565041,-18.1991853687543,36.7430286200551
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.0817514135714788,0.070968993201756,15.34553868,0.315986762,9.78901787645277,-17.6780662718239,37.2561020247294
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.113981641304558,0.0953934179852317,5.803580829,0.179162331,11.2355886196501,-16.2242868412876,38.6954640805878
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.0466791215438708,0.0507746928450754,4.177557871,0.07241503,8.21488839886486,-19.2668095410302,35.6965863387599
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.101194731242829,0.0904003066780171,25.0506238,0.531009602,10.6616811020123,-16.800340888839,38.1237030928636
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.294907107530329,0.103894470569376,21.73821403,0.324179306,19.3559620873475,-8.1740613602778,46.8859855349727
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.151673305852069,0.14625889735933,21.04953065,0.452109582,12.9272818850029,-14.531727882474,40.3862916524799
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.100002199135581,0.0994817192972235,23.73857998,0.966107219,10.608157370472,-16.8541126543774,38.0704273953214
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.148614317114332,0.105685745213045,30.35980649,0.744553021,12.7899870558001,-14.668788836394,40.2487629479942
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.164028073933858,0.139271202545668,28.7689376,1.015325028,13.4817938231163,-13.9787071778238,40.9422948240564
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.247084118141868,0.0792796862963115,10.73581104,0.228115294,17.2095504059127,-10.2837038684591,44.7028046802844
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.11202203823333,0.0769411566211582,3.470088908,0.051336491,11.1476368839505,-16.3125066376438,38.6077804055448
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.0758203244197443,0.0855169697807073,14.31278916,0.159446453,9.52281621901339,-17.9462438220574,36.9918762600842
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.117075178568491,0.0576637335116592,25.23019472,0.998221456,11.3744340704504,-16.0850630854014,38.8339312263022
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.00557758494267895,0.0139351399174266,4.409343496,0.109085804,6.37015181058701,-21.1376358304378,33.8779394516118
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.206028814561023,0.149831531545814,17.13305574,0.606510173,15.3668888676517,-12.1052326309997,42.8390103663032
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.331891015654587,0.175197074243786,22.17089462,0.341431777,21.0158895289008,-6.55150596072296,48.5832850185245
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.192112062050897,0.0598818201610941,20.66172394,0.413234479,14.7422712823157,-12.7248787068948,42.2094212715262
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,0.191040735905836,0.0911772678782276,18.82353425,0.246588299,14.6941875681483,-12.7726257552245,42.1610008915211
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.240668828514479,0.153567499451182,20.45548446,0.186144909,16.9216166574771,-10.5676992353851,44.4109325503392
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.273820113957377,0.100082968052506,22.53472619,0.574635518,18.4095267032339,-9.10267454097132,45.9217279474392
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.327662057743336,0.104276994058599,22.63461313,0.371207655,20.8260836473137,-6.73664490901428,48.3888122036417
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.388830280465286,0.251656599438645,34.84930473,0.4460711,23.5714617481373,-4.06862806541407,51.2115515616886
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.4216431654954,0.0967117565211939,30.00680597,0.483109576,25.0441835631229,-2.64609692694237,52.7344640531882
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,0.283340196011742,0.148007978351551,30.61922635,0.814471421,18.8368110614685,-8.68312232574003,46.356744448677
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.227635787747215,0.138182895360747,22.88497366,0.157906318,16.336662197181,-11.1453779621499,43.8187023565119
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.255967479949975,0.123512078151071,17.215285,0.129114638,17.6082572161551,-9.89083925485702,45.1073536871673
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.252807704841902,0.132532108731623,12.67297664,0.01647487,17.4664388503565,-10.0305278705685,44.9634055712816
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.20545050217662,0.165034265021313,16.21679654,0.37298632,15.340932806074,-12.1309599845887,42.8128255967366
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.333852696384686,0.144033201404478,25.92994062,0.739003308,21.1039345149665,-6.46566027331992,48.6735293032529
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.241912650116801,0.113411846776027,20.04468741,0.567264654,16.9774423858764,-10.512618694872,44.4675034666248
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.396978682529059,0.118758047329333,36.0531191,0.504743667,23.9371817835922,-3.7148074233762,51.5891709905606
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.368354791742358,0.121701548698516,32.92937976,0.625658215,22.6524721839135,-4.95936720077886,50.2643115686059
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,0.227722753546108,0.123180140204359,20.28673632,0.730322508,16.3405654330309,-11.1415200521955,43.8226509182573
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,0.140983448372698,0.0927036809109943,24.33687143,0.484303741,12.4474951702868,-15.0109314784892,39.9059218190627
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.161463653935234,0.129469931990337,17.07719827,0.285189211,13.3666964377053,-14.0934229692159,40.8268158446264
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.322272546523458,0.209963729925622,24.826568,0.44191291,20.5841893201815,-6.97273870011565,48.1411173404787
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,0.126972413494574,0.120224082646524,19.90308814,0.256749837,11.8186459637449,-15.6400099473619,39.2773018748516
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,0.0762880113848659,0.0875841658998146,18.26896274,0.575472326,9.54380714362995,-17.9250897639232,37.0127040511831
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.112459700480836,0.104738095869408,10.8681745,0.236926204,11.1672802264639,-16.2928015139325,38.6273619668602
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.0763912860381144,0.0952005884014573,15.70363184,0.348620627,9.54844236039418,-17.9204186930963,37.0173034138847
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,0.0939202010807143,0.111552582046782,9.202783759,0.122397024,10.3351825556734,-17.1284794180424,37.7988445293893
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,0.150346883252285,0.128094845602098,21.18442756,0.491478719,12.8677488236217,-14.5911529349156,40.3266505821591
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.267707609903351,0.134776589289315,15.49870515,0.173585498,18.1351827052499,-9.37232669406778,45.6426921045676
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.107658141152036,0.117709043419291,4.023302013,0.0599472,10.9517746053342,-16.5090450733849,38.4125942840533
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.162981407937172,0.137858540257922,12.28390196,0.234622527,13.4348169161815,-14.02552377785,40.8951576102129
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,0.030724268764835,0.0489388119721653,7.299756414,0.150374982,7.49879593332866,-19.9918820431221,34.9894739097795
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.151365295769813,0.111931716661517,8.233526579,0.141616657,12.9134576459286,-14.5455261401971,40.3724414320543
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,0.104929410519302,0.109945277422452,7.965558382,0.084434919,10.8293025603933,-16.6319954649067,38.2906005856933
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.24097410078785,0.139726091847185,19.53359169,0.455132686,16.9353180170525,-10.5541799482199,44.4248159823249
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.226870347174899,0.131539915610826,7.558500739,0.287978878,16.3023073689515,-11.1793357170505,43.7839504549535
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.136125280735285,0.139728442391299,7.439046804,0.184488361,12.2294488310542,-15.2289296567022,39.6878273188107
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,0.224830745573825,0.169930644349416,7.303239025,0.077414334,16.2107651053247,-11.2698363179192,43.6913665285687
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.116286897977122,0.125624976702553,4.662067798,0.062005502,11.3390541268041,-16.1205342108168,38.798642464425
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.198806893044576,0.135912053016143,4.800340815,0.12000852,15.042751524848,-12.4266514363966,42.5121544860926
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,0.250139738754321,0.1550995876878,18.92485386,0.140043919,17.3466940654888,-10.1485188425963,44.8419069735738
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.13160341629265,0.107147999706159,21.81206384,0.163590479,12.0264965943654,-15.4319588338757,39.4849520226064
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,0.164874217339213,0.146776134660294,16.08852231,0.061136385,13.5197707901074,-13.9408644026451,40.98040598286
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.0844283249851376,0.129407039803854,3.265430798,0.119514767,9.90916414923742,-17.5570942954758,37.3754225939506
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,0.0614639269515138,0.0702201638716489,13.37718549,0.291622644,8.87846630230647,-18.5962115308305,36.3531441354434
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,0.0726576007481673,0.114173468192441,4.424370634,0.133615993,9.38086551453775,-18.0893306371182,36.8510616661937
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,0.0741443051546944,0.11029636478783,3.053481296,0.058016145,9.44759241191109,-18.022062542569,36.9172473663912
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,0.0219257259704851,0.0342668827935266,7.318389831,0.119289754,7.1038960060156,-20.3923572906089,34.6001493026401
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,0.035744124687734,0.0743727941037726,5.332748571,0.09225655,7.7240992347285,-19.7635962616106,35.2117947310676
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,0.180583082367778,0.12578032541474,9.789818065,0.026432509,14.2248227291552,-13.2390501041954,41.6886955625058
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,0.206769411835128,0.178512239687113,10.85946901,0.114024425,15.4001286684401,-12.0722885177658,42.8725458546461
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,0.0817194163114806,0.0873491861090605,4.53509703,0.070294004,9.7875817618662,-17.679512504697,37.2546760284294
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,0.109526545780432,0.121572440155979,9.064433171,0.045322166,11.0356331338645,-16.4248836653493,38.4961499330783
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,0.157369322647285,0.116151253404922,4.725737967,0.043476789,13.1829329252922,-14.2766554858608,40.6425213364452
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,0.0676634350184671,0.0841800113592953,9.013114206,0.041460325,9.15671525127888,-18.3153916953426,36.6288221979004
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,0.172561029377923,0.141994315939451,15.03062537,0.214937943,13.864773546394,-13.5972689634104,41.3268160561983
