"Location","Site","Section","sample","min_depth","max_depth","midpoint","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","Fe_fit_OLS","Fe_lwr_OLS","Fe_upr_OLS","Fe_fit_WLS","Fe_lwr_WLS","Fe_upr_WLS"
"Bird Island","BI10","BI10.4",145,141,142,141.5,3.06676064908179,0.153338032454089,5.71210394124586,0.285605197062293,3.96341399609493,2.95195400190455,4.97487399028531,3.96064891940037,2.93538468826875,4.985913150532
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,3.98862357314274,0.199431178657137,3.65131099224666,0.182565549612333,4.66305622093288,3.65303721133131,5.67307523053445,4.66412139214744,3.65853512818683,5.66970765610806
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,3.57331892629457,0.178665946314729,5.89594477258963,0.294797238629482,4.34786330068135,3.33801769116246,5.35770891020023,4.34720292277823,3.33356160760744,5.36084423794902
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,3.61772188945697,0.180886094472848,5.2390017419426,0.26195008709713,4.38156265784769,3.37176294904362,5.39136236665175,4.38108676979916,3.36837081007665,5.39380272952166
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,3.72123571298003,0.186061785649002,5.90798074120389,0.295399037060194,4.46012384075341,3.45037122745004,5.46987645405678,4.46007804225048,3.44945998987049,5.47069609463047
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,4.51688684405427,0.225844342202713,5.10963560679435,0.255481780339718,5.06397839766235,4.05179115633672,6.07616563898798,5.06723844973834,4.06992498330229,6.0645519161744
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,5.08663120986381,0.25433156049319,4.66473484136171,0.233236742068085,5.49638239751941,4.47942826876995,6.51333652626886,5.50200968024208,4.51108414856235,6.49293521192181
"Bird Island","BI10","BI10.5",197,194,195,194.5,4.96022117358373,0.248011058679187,5.16760548217929,0.258380274108964,5.40044427405607,4.38476384923977,6.41612469887236,5.40554633576755,4.41343333789907,6.39765933363603
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,4.96117928395469,0.248058964197735,6.41992726597141,0.320996363298571,5.40117142605891,4.38548180894372,6.4168610431741,5.4062774686228,4.41417396629048,6.39838097095513
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,4.62722825241474,0.231361412620737,5.98153519672194,0.299076759836097,5.14772133429874,4.13480687158005,6.16063579701744,5.15143984384995,4.15557062650576,6.14730906119415
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,4.10886282646795,0.205443141323398,5.58924464255764,0.279462232127882,4.75431106643499,3.74398998745922,5.76463214541077,4.75587581967702,3.75236854690277,5.75938309245127
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,4.88245316904384,0.244122658452192,5.47908978535339,0.273954489267669,5.34142272291502,4.32646486191871,6.35638058391132,5.3462016663743,4.35329275740707,6.33911057534154
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,4.34750313295269,0.217375156647634,6.09135681902216,0.304567840951108,4.9354256666724,3.92417064054893,5.94668069279588,4.93798194643219,3.93825963592747,5.93770425693692
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,4.47574135263033,0.223787067631517,5.68619387011857,0.284309693505928,5.03275127873769,4.02081100826955,6.04469154920582,5.03584037542716,4.03796308380622,6.0337176670481
"Bird Island","BI10","BI10.7",271,265,266,265.5,5.02975488595034,0.251487744297517,5.87778971973103,0.293889485986552,5.45321645954229,4.43685059257738,6.4695823265072,5.45860742684858,4.46716391895255,6.45005093474461
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4.25691495199662,0.212845747599831,5.90380523454005,0.295190261727002,4.8666743210939,3.85582614528761,5.87752249690019,4.86885421605542,3.8677487998591,5.86995963225175
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,5.79074521919997,0.289537260959999,6.21543738621703,0.310771869310852,6.03076541605043,5.00449164757412,7.05703918452673,6.03931822180007,5.05258127630994,7.02605516729019
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,5.14838646398879,0.257419323199439,6.39698117163555,0.319849058581778,5.54325116972374,4.52563025524359,6.56087208420389,5.54913503932806,4.5587416569904,6.53952842166572
