depth	min	max	median	mean
10.4	-49.95	223.24	27.77	43.53
10.5	-49.17	223.75	28.89	44.55
10.6	-48.17	224.27	29.87	45.58
10.7	-47.33	224.86	31.09	46.61
10.8	-46.59	225.5	32.42	47.64
10.9	-45.99	226.57	33.58	48.67
11	-45.3	227.31	34.93	49.69
11.1	-44.36	228.12	36.19	50.72
11.2	-43.81	228.97	37.32	51.75
11.3	-43.17	229.87	38.43	52.78
11.4	-42.59	231.08	39.61	53.8
11.5	-41.88	231.64	40.98	54.83
11.6	-41.13	233.01	42.17	55.86
11.7	-40.7	233.62	43.34	56.89
11.8	-40.11	234.18	44.82	57.91
11.9	-39.6	235.01	46.18	58.94
12	-39.08	235.42	47.29	59.97
12.1	-38.66	236.32	48.43	61
12.2	-38.04	236.85	49.72	62.03
12.3	-37.64	237.97	51.03	63.05
12.4	-37.18	238.75	52.44	64.08
12.5	-36.7	239.77	53.68	65.11
12.6	-36.29	240.26	54.88	66.14
12.7	-35.93	240.94	56.19	67.16
12.8	-35.33	241.72	57.29	68.19
12.9	-34.94	242.46	58.52	69.22
13	-34.47	243.21	59.74	70.25
13.1	-34.04	243.87	61.1	71.28
13.2	-33.6	244.67	62.2	72.3
13.3	-33.16	246.16	63.39	73.33
13.4	-32.75	246.67	64.76	74.36
13.5	-32.31	247.04	66.03	75.39
13.6	-31.85	247.38	67.11	76.41
13.7	-31.34	248.26	68.27	77.44
13.8	-30.97	248.55	69.22	78.47
13.9	-30.51	249.44	70.62	79.5
14	-30.31	250.65	71.75	80.53
14.1	-30.03	251.94	72.72	81.55
14.2	-29.69	252.8	73.94	82.58
14.3	-29.25	253.48	75.3	83.61
14.4	-28.96	254.21	76.53	84.64
14.5	-28.62	255.58	77.55	85.66
14.6	-28.33	256.43	78.68	86.69
14.7	-27.93	257.67	79.65	87.72
14.8	-27.62	258.11	80.82	88.75
14.9	-27.34	260.2	81.7	89.77
15	-26.96	261.88	82.8	90.8
15.1	-26.75	263.07	84.05	91.83
15.2	-26.4	263.72	85.23	92.86
15.3	-26.02	264.53	86.3	93.89
15.4	-25.61	265.88	87.4	94.91
15.5	-25.21	266.98	88.47	95.94
15.6	-24.82	267.61	89.51	96.97
15.7	-24.46	268.81	90.74	98
15.8	-24.28	269.11	91.92	99.02
15.9	-23.85	269.44	93.19	100.05
16	-23.5	270.46	94.05	101.08
16.1	-23.16	272.35	95.15	102.11
16.2	-22.88	273.59	96.17	103.14
16.3	-22.53	275.2	96.78	104.16
16.4	-22.21	276.84	97.77	105.19
16.5	-21.92	278.1	98.9	106.22
16.6	-21.63	279.06	100.16	107.25
16.7	-21.48	280.59	101.31	108.27
16.8	-21.35	282.56	102.32	109.3
16.9	-21.21	283.91	103.16	110.33
17	-20.81	285.26	104.31	111.36
17.1	-20.4	286.07	105.49	112.39
17.2	-20.14	287.44	106.52	113.41
17.3	-19.87	288.87	107.51	114.44
17.4	-19.47	290.56	108.29	115.47
17.5	-19.05	291.73	109.45	116.5
17.6	-18.76	293.15	110.46	117.52
17.7	-18.36	294.53	111.29	118.55
17.8	-17.96	298.16	112.23	119.58
17.9	-17.53	299.13	113.28	120.61
18	-17.14	299.79	114.18	121.63
18.1	-16.75	301.55	115.13	122.66
18.2	-16.44	303.39	115.91	123.69
18.3	-16.16	304.76	117.03	124.72
18.4	-15.86	306.74	118.31	125.75
18.5	-15.54	309	119.18	126.77
18.6	-15.21	311.25	119.97	127.8
18.7	-15.07	312.99	120.82	128.83
18.8	-14.93	314.96	121.76	129.86
18.9	-14.78	316.07	122.68	130.88
19	-14.62	317.76	123.65	131.91
19.1	-14.41	319.53	124.72	132.94
19.2	-14.18	322.09	125.73	133.97
19.3	-13.94	323.76	126.75	135
19.4	-13.62	325.79	127.75	136.02
19.5	-13.46	327.99	128.92	137.05
19.6	-13.29	329.03	129.96	138.08
19.7	-13.08	331.07	131.18	139.11
19.8	-12.87	332.23	132	140.13
19.9	-12.66	334.37	132.99	141.16
20	-12.41	335.58	133.95	142.19
20.1	-10.91	336.27	135.02	143.16
20.2	-9.43	336.89	136.11	144.13
20.3	-8.15	337.58	136.95	145.1
20.4	-6.98	338.37	137.84	146.06
20.5	-5.46	339.15	138.69	147.03
20.6	-4.49	339.65	139.73	148
20.7	-3.33	339.91	140.58	148.97
20.8	-1.67	340.59	141.54	149.94
20.9	-0.6	341.57	142.43	150.91
21	0.67	342.45	143.56	151.88
21.1	1.53	342.9	144.46	152.85
21.2	2.88	343.49	145.49	153.81
21.3	3.89	344.11	146.47	154.78
21.4	5.35	344.29	147.55	155.75
21.5	6.38	344.46	148.67	156.72
21.6	7.3	344.74	149.53	157.69
21.7	8.18	345.68	150.67	158.66
21.8	8.57	346.06	152	159.63
21.9	9.45	346.78	152.95	160.59
22	10.06	347.59	154.01	161.56
22.1	11.26	348.4	155.23	162.53
22.2	12.25	348.7	156.13	163.5
22.3	13.61	349.64	157.06	164.47
22.4	14.53	350.7	158.17	165.44
22.5	15.76	351.72	159.16	166.41
22.6	16.63	352.88	160.03	167.38
22.7	17.73	353.41	160.98	168.34
22.8	18.54	353.78	162.11	169.31
22.9	19.45	354.38	162.8	170.28
23	20.48	355.13	163.96	171.25
23.1	20.92	356.26	165.13	172.22
23.2	21.92	357.2	166.48	173.19
23.3	22.64	357.76	167.88	174.16
23.4	23.71	358.51	169.02	175.12
23.5	24.24	359.57	169.9	176.09
23.6	24.81	360.53	171.04	177.06
23.7	25.42	361.66	171.92	178.03
23.8	26.2	362.36	172.84	179
23.9	26.88	362.97	173.76	179.97
24	27.13	364.43	174.97	180.94
24.1	27.59	365.18	176.24	181.91
24.2	28.3	365.85	177.19	182.87
24.3	28.96	366.49	178.04	183.84
24.4	29.37	367.38	178.98	184.81
24.5	30.01	368.27	179.84	185.78
24.6	30.93	368.65	180.62	186.75
24.7	31.51	369.02	181.56	187.72
24.8	32.06	369.79	182.82	188.69
24.9	32.89	370.21	183.79	189.66
25	33.49	371.26	184.69	190.62
25.1	34.21	372.42	185.76	191.59
25.2	34.73	373.42	186.79	192.56
25.3	35.76	374.12	188.04	193.53
25.4	36.45	374.68	189.39	194.5
25.5	36.99	375.34	190.37	195.47
25.6	37.87	376.15	191.5	196.44
25.7	38.34	377.11	192.58	197.4
25.8	38.64	377.84	193.5	198.37
25.9	39.33	378.99	194.68	199.34
26	40.09	380.12	195.93	200.31
26.1	40.78	381.11	197.09	201.28
26.2	41.28	382.4	198.23	202.25
26.3	41.68	383.43	199.37	203.22
26.4	42.14	384.59	200.14	204.19
26.5	42.65	386.17	200.92	205.15
26.6	43.18	387.19	202.08	206.12
26.7	43.67	388.61	203.13	207.09
26.8	44.19	389.64	204.16	208.06
26.9	44.72	390.41	205.13	209.03
27	45.15	391.19	206.23	210
27.1	45.8	392.26	207.28	210.97
27.2	46.12	393.63	208.34	211.93
27.3	46.54	394.07	209.1	212.9
27.4	47.32	395.35	210.22	213.87
27.5	47.88	396.91	211.23	214.84
27.6	48.29	397.6	211.65	215.81
27.7	48.7	398.42	212.85	216.78
27.8	49.18	398.86	213.77	217.75
27.9	49.72	399.83	214.74	218.72
28	50.39	401.25	215.98	219.68
28.1	51.04	402.11	217.13	220.65
28.2	51.53	403.06	218.1	221.62
28.3	51.87	404.16	219.32	222.59
28.4	52.06	404.92	220.36	223.56
28.5	52.62	406.23	221.41	224.53
28.6	53.3	407.57	222.4	225.5
28.7	53.98	408.46	223.58	226.47
28.8	54.48	409.89	224.78	227.43
28.9	55.04	411.28	226.01	228.4
29	55.35	412.7	227.03	229.37
29.1	55.72	413.97	228.09	230.34
29.2	56.28	415.52	229.13	231.31
29.3	56.65	416.8	230.21	232.28
29.4	57	418.01	231.38	233.25
29.5	57.15	419.54	232.44	234.21
29.6	57.36	421.6	233.27	235.18
29.7	58	423.19	234.07	236.15
29.8	58.37	424.88	234.96	237.12
29.9	58.64	426.53	236.17	238.09
30	59.34	427.76	237.29	239.06
30.1	61.92	428.48	238.3	240.06
30.2	63.34	428.73	239.3	241.06
30.3	64.5	428.81	240.28	242.07
30.4	66.6	429.1	241.31	243.07
30.5	68.07	429.48	242.23	244.07
30.6	70.83	430.21	243.14	245.08
30.7	72.14	430.48	244.1	246.08
30.8	73.88	430.95	245.14	247.08
30.9	75.37	431.32	246.13	248.08
31	76.95	431.74	247.22	249.09
31.1	78.1	431.98	248.11	250.09
31.2	79.09	432.21	249	251.09
31.3	80.46	433.16	249.92	252.1
31.4	81.17	433.46	250.94	253.1
31.5	82.71	434.07	252.07	254.1
31.6	84.18	434.12	253.04	255.1
31.7	85.12	434.22	254.16	256.11
31.8	85.75	434.58	255.18	257.11
31.9	86.8	434.87	256.48	258.11
32	87.76	435.36	257.28	259.12
32.1	88.98	435.68	258.09	260.12
32.2	90.36	435.94	259.16	261.12
32.3	91.58	436.17	260.09	262.13
32.4	92.75	436.61	261.01	263.13
32.5	94.1	436.96	262.23	264.13
32.6	95.17	437.41	263.31	265.13
32.7	96.44	437.84	264.18	266.14
32.8	98.54	438.26	265	267.14
32.9	99.17	438.77	266.44	268.14
33	99.81	439.4	267.4	269.15
33.1	101.3	440.1	268.53	270.15
33.2	102.55	440.64	269.69	271.15
33.3	103.8	441.15	270.81	272.15
33.4	104.59	441.68	271.98	273.16
33.5	105.85	442.15	272.94	274.16
33.6	106.35	442.61	274.35	275.16
33.7	107.5	443.25	275.35	276.17
33.8	108.58	443.8	276.51	277.17
33.9	109.25	444.3	277.39	278.17
34	111.3	444.99	278.6	279.17
34.1	112.37	445.35	279.89	280.18
34.2	113.06	445.5	281.16	281.18
34.3	114.09	446.21	282.45	282.18
34.4	114.72	446.96	283.71	283.19
34.5	115.51	447.56	284.96	284.19
34.6	116.01	448.68	286.08	285.19
34.7	116.55	449.13	286.98	286.2
34.8	117.5	449.76	287.75	287.2
34.9	118.53	450.3	288.7	288.2
35	119.32	450.84	289.6	289.2
35.1	119.68	451.26	290.57	290.21
35.2	120.9	451.55	291.48	291.21
35.3	121.62	452.54	292.63	292.21
35.4	122.02	452.72	293.34	293.22
35.5	122.48	452.86	294.5	294.22
35.6	123.19	453.5	295.6	295.22
35.7	123.84	454.05	296.64	296.22
35.8	124.4	454.89	297.61	297.23
35.9	124.96	455.42	298.74	298.23
36	125.81	455.96	299.86	299.23
36.1	126.45	456.75	301.01	300.24
36.2	126.82	457.47	302.17	301.24
36.3	127.23	458.27	303.12	302.24
36.4	127.77	458.82	304.15	303.25
36.5	128.55	459.67	304.97	304.25
36.6	129.39	460.19	305.85	305.25
36.7	130.08	460.79	306.98	306.25
36.8	130.66	461.05	307.76	307.26
36.9	131.4	461.8	308.82	308.26
37	131.87	462.43	309.66	309.26
37.1	131.99	462.95	310.78	310.27
37.2	132.17	463.24	311.8	311.27
37.3	133.28	464.08	313.02	312.27
37.4	134.13	464.57	313.93	313.27
37.5	134.8	465.45	315.02	314.28
37.6	135.4	465.86	316.06	315.28
37.7	136.31	466.36	317.33	316.28
37.8	136.92	466.85	318.55	317.29
37.9	138.05	468.02	319.53	318.29
38	139.31	468.49	320.89	319.29
38.1	140.42	469.44	322	320.29
38.2	141.46	469.97	323.16	321.3
38.3	142.24	470.69	324.07	322.3
38.4	142.83	471.65	325.19	323.3
38.5	143.29	472.07	326.2	324.31
38.6	143.56	472.84	327.06	325.31
38.7	143.91	473.72	328.1	326.31
38.8	144.49	474.93	329.22	327.32
38.9	144.89	475.85	330.39	328.32
39	145.31	476.76	331.56	329.32
39.1	146.13	477.41	332.45	330.32
39.2	146.59	477.99	333.56	331.33
39.3	147.38	479.19	334.72	332.33
39.4	147.91	480.33	335.68	333.33
39.5	148.11	481.57	336.6	334.34
39.6	148.31	482.63	337.66	335.34
39.7	148.51	484.19	338.77	336.34
39.8	148.71	484.77	339.7	337.34
39.9	149.09	485.69	340.64	338.35
40	149.5	486.77	341.54	339.35
40.1	152.15	486.97	342.53	340.42
40.2	155.22	487.24	343.55	341.49
40.3	157.78	487.49	344.67	342.56
40.4	161.03	487.64	345.76	343.63
40.5	163.42	487.88	346.86	344.7
40.6	165.96	488.12	347.89	345.77
40.7	167.9	488.37	349.33	346.84
40.8	170.23	488.65	350.26	347.9
40.9	172.53	489.06	351.47	348.97
41	175.88	489.64	352.51	350.04
41.1	178.02	489.7	353.63	351.11
41.2	180.13	489.75	354.88	352.18
41.3	182.07	489.85	356.21	353.25
41.4	184.26	490.21	357.52	354.32
41.5	187.2	490.63	358.76	355.39
41.6	189.6	491.11	360.06	356.46
41.7	192.08	491.63	361.37	357.53
41.8	194.57	492.2	362.55	358.6
41.9	197.09	492.48	363.91	359.67
42	199.57	492.75	364.84	360.74
42.1	202	492.98	366.07	361.81
42.2	203.87	493.32	367.17	362.87
42.3	206.4	493.62	368.47	363.94
42.4	208.17	493.76	369.63	365.01
42.5	209.9	494.27	370.66	366.08
42.6	211.8	494.67	371.83	367.15
42.7	214.77	495.14	373.14	368.22
42.8	217.59	495.56	374.26	369.29
42.9	219.26	495.98	375.48	370.36
43	222.31	496.35	376.74	371.43
43.1	224.35	496.54	377.93	372.5
43.2	226.7	496.75	379.11	373.57
43.3	228.5	497.16	380.44	374.64
43.4	230.39	497.59	381.63	375.71
43.5	232.07	497.76	382.97	376.77
43.6	233.87	498.12	384.06	377.84
43.7	235.63	498.47	385.49	378.91
43.8	237.46	498.56	386.71	379.98
43.9	239.17	499.31	388.05	381.05
44	241.56	499.66	389.4	382.12
44.1	243.42	500.17	390.72	383.19
44.2	244.73	500.53	392.25	384.26
44.3	246.75	500.85	393.54	385.33
44.4	248.31	501.12	394.86	386.4
44.5	250.01	501.41	396.17	387.47
44.6	251.82	501.69	397.71	388.54
44.7	253.7	502	398.97	389.61
44.8	254.57	502.57	400.28	390.68
44.9	255.56	503.03	401.67	391.74
45	257.22	503.32	402.94	392.81
45.1	259.19	503.94	404.16	393.88
45.2	261.01	504.37	405.58	394.95
45.3	263.04	504.79	407.14	396.02
45.4	264.5	505.13	408.47	397.09
45.5	266	505.54	409.84	398.16
45.6	267.48	506.04	411.18	399.23
45.7	269.14	506.42	412.39	400.3
45.8	270.45	506.94	413.72	401.37
45.9	271.87	507.48	415.01	402.44
46	273.05	508.14	416.18	403.51
46.1	274.39	508.63	417.5	404.58
46.2	275.93	509.18	418.79	405.64
46.3	277.65	509.59	420.04	406.71
46.4	279.22	510.18	421.35	407.78
46.5	280.57	510.61	422.6	408.85
46.6	282.01	510.83	424.02	409.92
46.7	283.58	511.26	425.23	410.99
46.8	284.92	512.09	426.63	412.06
46.9	286.29	512.46	427.95	413.13
47	287.4	512.73	429.06	414.2
47.1	288.62	513.16	430.22	415.27
47.2	289.55	513.57	431.46	416.34
47.3	290.8	514.1	432.8	417.41
47.4	292.12	515.26	434.17	418.48
47.5	293.34	516.01	435.61	419.55
47.6	294.93	516.3	437.02	420.61
47.7	296.26	516.95	438.05	421.68
47.8	297.27	517.08	439.37	422.75
47.9	298.67	517.35	440.64	423.82
48	299.84	517.94	441.9	424.89
48.1	301.02	518.61	443.29	425.96
48.2	302.55	519.23	444.63	427.03
48.3	303.58	519.87	446	428.1
48.4	304.83	520.26	447.25	429.17
48.5	306.15	520.87	448.39	430.24
48.6	307.39	521.32	449.54	431.31
48.7	308.12	522.46	450.84	432.38
48.8	309.06	522.89	452.02	433.45
48.9	310.96	523.63	453.17	434.52
49	312.55	524.48	454.33	435.58
49.1	313.6	525.66	455.77	436.65
49.2	314.59	526.6	457.12	437.72
49.3	315.66	527.77	458.43	438.79
49.4	316.45	528.98	459.58	439.86
49.5	317.55	529.91	460.75	440.93
49.6	318.59	531.17	461.94	442
49.7	319.38	532.03	463.05	443.07
49.8	319.89	533.09	464.09	444.14
49.9	320.76	534.31	465.15	445.21
50	321.79	535.66	466.14	446.28
50.1	323.67	536.36	467.38	447.29
50.2	325.46	537.3	468.49	448.3
50.3	327.18	538.12	469.44	449.31
50.4	328.7	538.62	470.36	450.33
50.5	330.05	539.26	471.25	451.34
50.6	331.05	540.1	472.21	452.35
50.7	331.92	540.76	473.06	453.36
50.8	332.87	541.44	474.25	454.38
50.9	334.03	542.84	475.07	455.39
51	334.75	544.22	475.97	456.4
51.1	335.72	545.56	476.99	457.41
51.2	336.41	546.76	477.84	458.43
51.3	337.35	548.04	478.72	459.44
51.4	338.42	549.9	479.71	460.45
51.5	339.09	550.97	480.69	461.47
51.6	339.63	552.8	481.57	462.48
51.7	340.46	554.37	482.28	463.49
51.8	341.1	556.29	483.13	464.5
51.9	341.77	557.57	484.09	465.52
52	342.47	559.17	484.92	466.53
52.1	342.78	560.82	485.72	467.54
52.2	343.42	562.36	486.52	468.55
52.3	343.74	564.21	487.35	469.57
52.4	344.2	566.23	488.25	470.58
52.5	344.72	568.17	489.03	471.59
52.6	345.18	569.38	489.85	472.6
52.7	345.71	571.46	490.82	473.62
52.8	346.24	573.62	491.55	474.63
52.9	346.91	575.54	492.45	475.64
53	347.18	577.49	493.24	476.65
53.1	347.78	579.46	493.87	477.67
53.2	348.28	581.17	494.63	478.68
53.3	348.56	583	495.43	479.69
53.4	348.99	584.6	496.1	480.7
53.5	349.3	586.35	497.05	481.72
53.6	349.74	588.77	497.8	482.73
53.7	350.02	591	498.47	483.74
53.8	350.53	593.06	499.29	484.75
53.9	350.82	595.93	500.15	485.77
54	351.11	598.75	500.9	486.78
54.1	351.49	601.71	501.76	487.79
54.2	351.98	604.73	502.34	488.8
54.3	352.3	607.13	503.05	489.82
54.4	352.79	609	503.57	490.83
54.5	353.49	610.76	504.19	491.84
54.6	353.79	612.69	504.81	492.85
54.7	354.21	614.96	505.8	493.87
54.8	354.54	616.95	506.51	494.88
54.9	355.03	618.95	507.33	495.89
55	355.45	620.99	508.07	496.9
55.1	355.72	623.14	508.93	497.92
55.2	356.18	626.19	509.49	498.93
55.3	356.47	628.28	510.14	499.94
55.4	356.81	631.39	510.89	500.95
55.5	357.31	633.08	511.48	501.97
55.6	357.74	634.96	512.04	502.98
55.7	358.19	637.49	512.83	503.99
55.8	358.61	640.08	513.36	505
55.9	358.95	642.48	514.11	506.02
56	359.14	645	514.78	507.03
56.1	359.4	647.7	515.38	508.04
56.2	359.68	650.45	516.12	509.05
56.3	359.93	652.72	516.86	510.07
56.4	360.21	655.25	517.52	511.08
56.5	360.45	657.82	518.26	512.09
56.6	360.81	660.31	518.66	513.1
56.7	361.09	662.95	519.33	514.12
56.8	361.34	666.08	520.08	515.13
56.9	361.66	667.99	520.76	516.14
57	361.94	670.54	521.41	517.15
57.1	362.2	673.9	522.08	518.17
57.2	362.44	676.54	522.93	519.18
57.3	362.74	679.41	523.68	520.19
57.4	363.15	681.55	524.21	521.2
57.5	363.47	684.36	524.98	522.22
57.6	363.71	686.79	525.71	523.23
57.7	364.01	689.18	526.5	524.24
57.8	364.5	691.49	527.25	525.25
57.9	364.7	694.09	528.08	526.27
58	364.9	696.74	528.86	527.28
58.1	365.17	699.48	529.69	528.29
58.2	365.5	702.2	530.31	529.31
58.3	365.84	704.92	531.16	530.32
58.4	366.16	707.66	531.75	531.33
58.5	366.5	710.56	532.35	532.34
58.6	366.84	713.38	533.04	533.36
58.7	367.2	716.2	533.69	534.37
58.8	367.54	719.23	534.57	535.38
58.9	367.79	722.94	535.52	536.39
59	368.08	725.78	536.23	537.41
59.1	368.31	728.55	536.92	538.42
59.2	368.54	731.32	537.75	539.43
59.3	368.76	734.34	538.59	540.44
59.4	369.27	737.24	539.39	541.46
59.5	369.62	739.46	540.13	542.47
59.6	369.91	741.91	541.07	543.48
59.7	370.14	744.78	541.76	544.49
59.8	370.53	747.56	542.75	545.51
59.9	370.75	750.21	543.6	546.52
60	370.99	752.84	544.38	547.53
60.1	372.39	753.06	545.28	548.56
60.2	373.41	753.97	546.25	549.59
60.3	374.28	755.3	547.34	550.63
60.4	375.69	755.97	548.52	551.66
60.5	376.74	756.74	549.36	552.69
60.6	377.83	756.98	550.67	553.72
60.7	378.83	757.75	551.65	554.76
60.8	379.66	758.29	552.94	555.79
60.9	380.47	758.86	554.08	556.82
61	381.51	759.37	555.23	557.85
61.1	382.65	760.21	556.6	558.88
61.2	384.71	761.49	557.86	559.92
61.3	385.92	762.26	558.68	560.95
61.4	386.3	763.06	559.5	561.98
61.5	387.88	763.88	560.61	563.01
61.6	388.65	765.81	561.54	564.04
61.7	389.24	767.44	562.46	565.08
61.8	390.19	768.04	563.59	566.11
61.9	390.88	768.85	564.49	567.14
62	392.09	769.15	565.66	568.17
62.1	393.18	769.77	566.91	569.2
62.2	394.19	770.26	567.81	570.24
62.3	395.18	770.76	568.87	571.27
62.4	395.92	771.79	569.72	572.3
62.5	396.67	773.3	570.88	573.33
62.6	397.62	775.31	572.11	574.36
62.7	398.48	776.24	573.31	575.4
62.8	399.33	777.07	574.31	576.43
62.9	399.92	778.02	575.29	577.46
63	400.42	778.82	576.25	578.49
63.1	401.05	779.48	577.23	579.52
63.2	401.76	780.82	578.39	580.56
63.3	403.06	781.86	579.35	581.59
63.4	403.56	782.6	580.56	582.62
63.5	404.14	783.16	581.58	583.65
63.6	404.57	783.35	582.68	584.69
63.7	404.9	785.16	583.51	585.72
63.8	405.22	786.72	584.63	586.75
63.9	405.78	787.42	585.63	587.78
64	406.84	787.99	586.46	588.81
64.1	407.98	788.66	587.63	589.85
64.2	408.56	789.15	588.47	590.88
64.3	409.24	790.45	589.49	591.91
64.4	409.56	791.78	590.49	592.94
64.5	410.05	793.16	591.56	593.97
64.6	410.69	794.21	592.44	595.01
64.7	411.08	795.94	593.44	596.04
64.8	411.34	797.45	594.22	597.07
64.9	411.61	798.91	595.24	598.1
65	412	800.31	596.19	599.13
65.1	412.33	802.83	597.22	600.17
65.2	412.85	804.29	598.38	601.2
65.3	413.75	805.44	599.22	602.23
65.4	414.41	806.76	600.38	603.26
65.5	415.08	808.03	601.4	604.29
65.6	415.6	809.46	602.43	605.33
65.7	416.39	811.77	603.36	606.36
65.8	417.23	814.29	604.18	607.39
65.9	417.93	816.36	604.98	608.42
66	418.33	817.69	606.05	609.45
66.1	418.81	819.8	607.11	610.49
66.2	419.92	821.69	607.95	611.52
66.3	420.26	823.62	608.68	612.55
66.4	420.67	824.4	609.91	613.58
66.5	421.54	827.39	611.1	614.62
66.6	422.06	829.74	612.02	615.65
66.7	422.46	831.74	613.18	616.68
66.8	422.84	832.55	614.2	617.71
66.9	423.41	833.53	615.12	618.74
67	423.95	836.12	615.89	619.78
67.1	424.7	838.71	616.69	620.81
67.2	425.22	840.22	617.71	621.84
67.3	426.02	841.47	619.01	622.87
67.4	426.45	842.71	619.97	623.9
67.5	427.05	845.26	620.87	624.94
67.6	427.43	847.38	621.87	625.97
67.7	428	848.87	623.09	627
67.8	428.64	849.94	623.92	628.03
67.9	429.03	851.49	624.78	629.06
68	429.61	852.48	625.71	630.1
68.1	430.36	854.39	626.56	631.13
68.2	431.16	856.19	627.54	632.16
68.3	431.69	858.44	628.43	633.19
68.4	432.25	860.95	629.44	634.22
68.5	432.81	862.76	630.65	635.26
68.6	433.42	864.88	631.62	636.29
68.7	433.94	867.29	632.34	637.32
68.8	434.27	869.24	633.34	638.35
68.9	435.01	870.59	634.22	639.38
69	435.63	872.4	634.9	640.42
69.1	436.15	874.74	635.79	641.45
69.2	436.67	877	636.81	642.48
69.3	437.13	879.37	637.86	643.51
69.4	437.7	881.49	638.66	644.55
69.5	438.21	883.62	639.51	645.58
69.6	438.71	886.18	640.24	646.61
69.7	439.21	888.02	641.05	647.64
69.8	439.62	889.88	641.92	648.67
69.9	439.91	892.09	642.82	649.71
70	440.2	894.07	643.74	650.74
70.1	441.32	895.4	644.87	651.74
