"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.32229598269348,-6.51209002195668,-0.302742141476696,-4.82395176455293,0.825479278892694,-0.470792933636564,2.12175149142195,0.831548371605195,-0.564640837273494,2.22773758048388
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.31632574152516,-6.99497985465426,-0.272851907643074,-5.80727972726725,0.832425801122512,-0.463821291024208,2.12867289326923,0.838429617361419,-0.556210301005403,2.23306953572824
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.12736858521983,-7.14327617959414,0.557321332541838,-5.39446489683244,-0.111242466912586,-1.41377954025123,1.19129460642606,-0.0963709993882743,-1.70286576407786,1.51012376530131
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.70291331440332,-7.11189521419194,0.158035995347025,-4.40066167346688,0.382621665400227,-0.915901911404878,1.68114524220533,0.392852291374533,-1.10244375051013,1.88814833325919
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.58425640728806,-6.55004501221637,2.70737906727561,-2.98298557894521,1.68420645129641,0.388646227051813,2.97976667554101,1.68220608425052,0.476010323926483,2.88840184457456
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.0591491032681,-6.50943669035723,1.56624775644835,-3.27735071370475,2.29518169627822,0.997190435852916,3.59317295670353,2.28743999448575,1.2139804181204,3.36089957085111
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.41468580331101,-6.35811977071925,1.85250594746283,-3.8282563326357,1.88150601371623,0.585427342412588,3.17758468501988,1.87765162256297,0.714585885688528,3.04071735943741
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.29608226671114,-7.72138067519438,0.437681308376675,-4.53856386671942,0.855979581252962,-0.440184681885775,2.1521438443917,0.861762062605739,-0.527625933458341,2.25115005866982
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.49579543714895,-7.15374962379959,1.40336231461165,-3.71154846556688,0.623608402447768,-0.673531471985026,1.92074827688056,0.631574475908303,-0.809711937433743,2.07286088925035
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.07529548430377,-6.99937396952944,0.713556964185686,-4.42355963189666,1.11287042515743,-0.182626028854453,2.40836687916932,1.11623890309468,-0.216005633698795,2.44848343988816
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.32357581584861,-6.68056353260798,0.891821390097,-4.56248337132626,0.823990161583708,-0.472287477013249,2.12026780018066,0.830073247532461,-0.566448103493236,2.22659459855816
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-6.60038053189647,-7.04256151079736,0.956002135004032,-3.60303366615936,0.50192107607536,-0.795870240435506,1.79971239258623,0.511030645415406,-0.95750565794379,1.9795669487746
"Bird Island","BI10","BI10.3",95,93,94,93.5,-6.45271262741598,-6.88580824792585,1.74833298823245,-2.66680455393541,0.673736309695666,-0.623163284936349,1.97063590432768,0.681231331181477,-0.748843720889032,2.11130638325199
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.97580459227144,-6.76483030854348,1.29011948439792,-3.98188023250564,1.22863052155594,-0.0667061646026463,2.52396720771453,1.23091120179733,-0.0756709093887151,2.53749331298338
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.51351893574469,-7.29961704769781,0.32879124461259,-4.25515084149582,0.602986676538476,-0.694256802520709,1.90023015559766,0.611146532369851,-0.834754437472652,2.05704750221235
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.74935140899364,-6.72240878330505,0.434258578075462,-4.00588296231425,1.49211436204125,0.196814124899772,2.78741459918273,1.49191908447426,0.243522024687699,2.74031614426082
