"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Ba","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
1.1,-51.51,6.66,16596,44628,43830,1.45,0.0365046771617614,0.054757015742642,0.152863335614876,0.123203285420945,0.750627424138718,0.171115674195756,0.00912616929044034,0.0250969655487109,0.246406570841889,13.3493041295916,0.26465890942277,0.339949806068903,0.168834131873146,0.116358658453114,7.3990417522245,0.248688113164499,1.02669404517454,1.29363449691992,0.027378507871321,63.0504220853297,11.1453342459503,0.176768591,100,74.19575633128
1.2,-50.47,6.68,16084,44476,43769,1.35,0.0228472206356097,0,0.175923598894195,0.191916653339121,0.936736046059997,0.251319426991706,0.0434097192076584,0.0205624985720487,0.239895816673902,16.7447280038383,0.109666659050926,0.281020813817999,0.0913888825424387,0,6.73079119925061,0.413534693504535,1.55361100322146,1.69297904909868,0,59.8779958418058,10.6216728734949,0.177388584,100,70.4996687153008
1.3,-49.42,6.7,16223,44600,43738,1.42,0.0594448763089304,0.0502995107229411,0.237779505235722,0.130321459600348,0.843659975307513,0.278933650372674,0.0640175591019251,0.0411541451369518,0.258356577804198,15.9998170926883,0.0937399972563903,0.409255109973021,0.26521560199369,0.0525858521194385,7.07165393936623,0.269788284786684,1.35351410672642,1.17975216059262,0,60.5217431066807,10.8189674882253,0.178761664,100,71.340710594906
1.4,-48.38,6.7,16870,48427,47831,1.4,0.0606301352679225,0,0.165164851247099,0.292697204741695,0.911542723338421,0.175618322845017,0.0271790261545859,0.0229976375154189,0.31360414793753,18.9479626183856,0.317785536576697,0.374234283205452,0.119169576216261,0.21325082059752,6.92647028078025,0.516401496937133,1.3965838054818,1.50948129873931,0.0188162488762518,57.5589053124543,10.1315046727018,0.17601976,100,67.6904099851561
1.5,-47.34,6.71,16085,44532,43917,1.13,0.0227702256529362,0.0569255641323405,0.250472482182298,0.220871188833481,0.796957897852768,0.232256301659949,0.0136621353917617,0,0.218594166268188,14.4545392444839,0.2140401211376,0.311952091445226,0.0592025866976342,0,7.24320878019901,0.346107429924631,1.94685429332605,1.56203747979142,0,61.1949814422661,10.8545665687547,0.177376744,100,72.0495480110208
1.6,-46.29,6.73,16366,44776,43602,1.31,0.048162928306041,0.048162928306041,0.270629787624421,0.149075730471079,0.841704508967479,0.229347277647814,0,0,0.213292968212467,13.1094903903491,0.130727948259254,0.337140498142287,0.142195312141645,0.0527498738589973,7.52717765240127,0,2.18797302876015,1.37837713866336,0,62.538415669006,10.7953763588826,0.172619921,100,73.3337920278886
1.7,-45.25,6.76,16696,47047,46237,1.33,0.0129766204554794,0.0583947920496572,0.194649306832191,0.136254514782533,0.713714125051366,0.20762592728767,0.0389298613664381,0,0.320089971235158,14.0861215044229,0.183835456452625,0.41525185457534,0.21411423751541,0,7.87032030624824,0.322252741311071,1.78861085278024,1.30198758569976,0,60.8127689945282,11.3221013474058,0.186179671,100,72.1348703419339
1.8,-44.2,6.78,16936,47641,46860,1.27,0.0128040973111396,0.0298762270593257,0.215535638070849,0.183525394793,0.892018779342723,0.290226205719163,0.0256081946222791,0,0.303030303030303,15.640204865557,0.322236448997012,0.345710627400768,0.142979086641058,0,7.56508749466496,0.40546308151942,1.92061459667093,1.54929577464789,0,59.6756295347845,10.4801536491677,0.175618653,100,70.1557831839522
1.9,-43.16,6.81,16562,46327,45261,1.18,0.0463975608139458,0.037559930182718,0.273966549568061,0.112679790548154,1.12900731313935,0.167914981993328,0.0243034842358764,0.0154658536046486,0.313735887408586,14.8693135370407,0.121517421179382,0.355714632906918,0.0950045292856985,0.0883763063122777,7.54954596672632,0.289432403172709,1.73880382669406,1.018536930249,0,61.1630321910696,10.5896909038687,0.173138749,100,71.7527230949382
2,-42.11,6.84,15674,42856,42355,1.25,0.0637469011923032,0.0448589304686578,0.160547751150986,0.101522842639594,0.618581041199386,0.70357690945579,0,0.0188879707236454,0.363593436430174,11.103765789163,0.134576791405973,0.448589304686578,0.328178491323338,0.0991618462991382,7.35214260417896,0.429701333962932,1.08605831660961,1.25605005312242,0.0377759414472908,64.6299138236336,11.0187699209066,0.170490246,100,75.6486837445402
2.1,-41.07,6.84,16295,44760,43949,1.36,0,0.0455072925436301,0.177478440920157,0.191130628683246,0.664406471137,0.200232087191972,0.0250290108989966,0,0.78500079637762,13.1652597328722,0.145623336139616,0.279869849143325,0.13652187763089,0.0159275523902705,7.09003617829757,0.484652665589661,1.35611731780018,1.28558101435755,0.0295797401533596,63.5873398712144,10.3347061366584,0.162527732,100,73.9220460078728
2.3,-38.98,6.75,17745,52423,51457,1.2,0.0719046971257555,0.0466408846221117,0.215714091377266,0.184620168295859,0.691839788561323,0.145752764444099,0.0116602211555279,0.00971685096293993,0.406164370250889,20.1119381230931,0.157412985599627,0.258468235614202,0.139922653866335,0.0699613269331675,7.19629982315331,0.349806634665838,1.35647239442641,1.37201935596712,0.0155469615407039,57.5120974794489,9.67604018889558,0.168243563,100,67.1881376683444
