"Location","Site","Section","sample","min_depth","max_depth","midpoint","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.07361343789549,0.000230284,1.47468289857608,0.022750235,2.34107757556277,0.863818075885151,3.81833707524039
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.12515503810226,0.000218715,1.18032422455858,0.010150183,2.25327407399738,0.775318236414844,3.73122991157992
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-6.3814617031828,0.000169265,1.76274342417884,0.020076539,1.81664380682812,0.333641075500538,3.2996465381557
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.14581691393936,0.000214243,2.93429859087982,0.176446353,2.21807561216988,0.739810596166563,3.6963406281732
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.63610550859315,0.000356673,3.23458375089402,0.092788179,3.08639258327016,1.6107228325743,4.56206233396601
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.65106716680921,0.000351376,3.2228939294629,0.200410389,3.06090470599579,1.58530844188761,4.53650097010397
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.7042722945984,0.00033317,2.51898773373569,0.076135345,2.97026730819705,1.49485902214736,4.44567559424674
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-5.89095952028053,0.000276432,3.42432388757179,0.12301453,2.65223697839246,1.176582281071,4.12789167571392
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-5.85731309675899,0.000285892,2.50411667342474,0.369735042,2.70955521819277,1.23404909415835,4.18506134222719
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.70869693083804,0.000331699,3.79810302271528,0.152122701,2.96272973556768,1.48733192436014,4.43812754677521
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-5.62119589767132,0.000362031,3.59979513160203,0.331067449,3.11179179556978,1.63603980924652,4.58754378189303
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-5.37710497885006,0.000462118,3.52824534193737,0.025144385,3.52761197357814,2.04923732666433,5.00598662049195
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-5.48034512650451,0.000416789,3.67910143420938,0.154761353,3.35173760355817,1.87476551475805,4.82870969235829
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-5.74400183829493,0.000320193,3.61123068399644,0.426171368,2.90258619162026,1.42724358466958,4.37792879857094
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.95587773627956,0.000259057,3.22696331755683,0.083140624,2.54164579268568,1.0655750764365,4.01771650893486
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.95207807846213,0.000260043,2.93461448330624,0.085012501,2.54811868564558,1.07207701200038,4.02416035929079
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.04062958153249,0.000238006,2.96497237086501,0.073912797,2.39726710154143,0.920397043428655,3.87413715965421
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.75491430839501,0.000316718,3.74010134376473,0.101834918,2.88399629371893,1.40866054628673,4.35933204115113
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-5.56469493355151,0.000383075,4.1409556466192,0.567434644,3.20804380310614,1.73189863093517,4.68418897527711
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-5.48655937467811,0.000414207,4.34807395647575,0.189230748,3.34115134416674,1.86424997387192,4.81805271446155
