"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","Zr_fit_OLS","Zr_lwr_OLS","Zr_upr_OLS","Zr_fit_WLS","Zr_lwr_WLS","Zr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-3.87648529592211,-5.76236251241071,1.06344302447402,-2.46055523100737,2.64972718003681,0.977466914759781,4.32198744531383,2.65558289756195,0.969354302409447,4.34181149271445
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-3.91870553060822,-5.98429494092589,0.748228535528028,-3.31608686015414,2.48894741151924,0.816000222591524,4.16189460044697,2.49626251779655,0.805704225786216,4.18682080980689
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-3.82246228744961,-5.87878745637831,1.86113383862431,-2.53974814739952,2.85545334099751,1.18384805505818,4.52705862693685,2.85944169394002,1.1785469307292,4.54033645715085
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-3.88331928060777,-6.18923707966522,3.57352940771241,-0.391038130230096,2.62370253844063,0.951341496144839,4.29606358073642,2.6297944801473,0.942874615719296,4.3167143445753
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-3.88437380087466,-5.97219515543959,3.71147308000633,-0.0862085291763824,2.61968679751287,0.947309846512724,4.29206374851301,2.62581518986999,0.938788329451432,4.31284205028854
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-3.89174767148897,-6.12851905595269,3.3230000127477,1.37265009959275,2.59160620489513,0.919115333840532,4.26409707594973,2.59798948318347,0.910211980157684,4.28576698620926
"Bird Island","BI10","BI10.2",45,44,45,44.5,-3.89786813280265,-5.88193482966304,4.10353283661237,1.90077600329844,2.56829874674028,0.895709763581013,4.24088772989954,2.57489358549165,0.88648976881032,4.26329740217297
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.88790480330515,-6.16703954186815,1.84936101446338,-2.20321846987363,2.60624031248905,0.933809394798088,4.27867123018001,2.61249075782075,0.925104986460624,4.29987652918087
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-3.89387306053905,-6.57568540349917,3.44709555981437,-0.51472777392739,2.583512465909,0.910987890052201,4.2560370417658,2.58996921060265,0.90197454962841,4.27796387157689
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-3.83129662078723,-5.94085890199422,1.83343076570928,-1.99353873826423,2.82181112939942,1.15011594426861,4.49350631453023,2.82610485077017,1.144353768519,4.50785593302133
