"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","K","K_sd","K_ICP","K_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,8.63636363636364,9.83130436181006,1782.206118,520.9093274,3024.33739512057,-8958.66597823239,15007.3407684735
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,10.4166666666667,8.97935342208936,1331.46149,522.7119355,3123.27970615569,-8858.91076011827,15105.4701724297
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,9.83333333333333,8.55817879238476,1545.22611,589.8765904,3090.86031062503,-8891.59168951002,15073.3123107601
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,11.3333333333333,9.2080333832952,4972.490853,1373.757336,3174.224470561,-8807.56451248122,15156.0134536032
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,26.3,22.6374812104959,16457.36219,3980.600316,4006.01353303327,-7970.86338272921,15982.8904487957
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,11.0909090909091,8.14192293570193,10808.43657,2190.076237,3160.7514750158,-8821.14255622053,15142.6455062521
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,14.7,7.57261146794449,66668.75515,13007.37375,3361.33069619508,-8619.08338348885,15341.744775879
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,10.1818181818182,8.41211247925492,2479.827204,632.4407929,3110.22774172127,-8872.06745206843,15092.522935511
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,6.09090909090909,7.75183262789575,23399.21394,3611.164788,2882.87094189589,-9101.37076134886,14867.1126451406
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,25.8181818181818,20.3951865979117,867.9986358,403.6307052,3979.23595438716,-7997.75083631716,15956.2227450915
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,24.75,15.439765660021,7766.606331,2010.436754,3919.87056776609,-8057.37126576374,15897.1124012959
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,17.5833333333333,11.1718667222898,1973.319538,728.4065428,3521.57513696089,-8457.78596662855,15500.9362405503
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,12.4545454545455,11.8436787896636,14359.67839,3663.807136,3236.53707495759,-8744.77662332504,15217.8507732402
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,3.63636363636364,5.00545157348919,3095.570446,982.5430133,2746.45686200066,-9239.063681129,14731.9774051303
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,26.6363636363636,16.8598501017816,3134.001598,945.8757012,4024.70731435224,-7952.09479990239,16001.5094286069
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,39.8181818181818,24.9792641277448,3044.618396,864.5444411,4757.30144712291,-7217.80210662021,16732.405000866
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,19.6363636363636,18.6776482849031,1424.582603,617.0473108,3635.67456798437,-8343.00683769084,15614.3559736596
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,8.54545454545454,9.20177848422398,1716.680373,574.2556523,3019.28502179112,-8963.76103666117,15002.3310802434
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,7.7,9.39325999498222,683.2265993,330.288126,2972.2979498272,-9011.15054741491,14955.7464470693
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,6.72727272727273,8.22302753359016,1641.390095,595.6836327,2918.23755520206,-9065.68617647058,14902.1612868747
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,8.18181818181818,7.42722265477725,5412.77206,1133.053064,2999.0755284733,-8984.14241192973,14982.2934688763
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,3.33333333333333,7.79665818077712,5594.694254,1512.473246,2729.61561756915,-9256.06857525105,14715.2998103894
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,22.3636363636364,29.2652446676009,2804.420041,585.0799774,3787.24576786796,-8190.62285897635,15765.1143947123
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,14.7058823529412,10.4687911544406,21023.43508,4080.69295,3361.65761446934,-8618.7542000266,15342.0694289653
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,25.6363636363636,26.5603943015638,1243.638909,437.7130837,3969.13120772826,-8007.89787983148,15946.160295288
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,8,8.93308457365092,11337.75217,2616.583382,2988.9707818144,-8994.33378447889,14972.2753481077
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,5.09090909090909,5.24317738503182,21256.47654,4637.824269,2827.29483527191,-9157.45783552934,14812.0475060732
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,6.18181818181818,7.8462498280157,4642.258304,1389.963814,2887.92331522534,-9096.27262113145,14872.1192515821
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,9,5.7227615711298,2367.746797,501.3815099,3044.54688843838,-8938.28688610739,15027.3806629842
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,16.5454545454545,7.65981248286975,21467.56946,3376.49462,3463.89387478297,-8515.83301689833,15443.6207664643
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,11.7272727272727,9.81927603330214,3810.216932,970.2818044,3196.11808832197,-8785.50192333392,15177.7380999779
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,7.45454545454545,9.81186665587783,2179.747422,564.4911449,2958.65654183768,-9024.91064166693,14942.2237253423
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,4.58333333333333,7.1789887023089,2601.638721,565.6764383,2799.08575084913,-9185.931557445,14784.1030591433
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,6.9,7.14065045278712,2160.208858,504.1027803,2927.83706452802,-9056.00132553824,14911.6754545943
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,9.45454545454546,9.67846719644838,2135.960113,544.2065152,3069.80875508565,-8912.81558961944,15052.4330997907
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,12.6363636363636,7.15922799291554,1942.49545,493.2577849,3246.64182161649,-8734.59644036202,15227.880083595
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,3.91666666666667,5.80686636402948,643.1526044,288.8626367,2762.03501309981,-9223.33528264366,14747.4053088433
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,11.4545454545455,25.9975523323394,661.9708417,325.0800747,3180.96096833361,-8800.77579512358,15162.6977317908
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,33.5,12.8084173712272,1745.183529,636.3270443,4406.16150072593,-7569.45613440721,16381.7791358591
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,10.25,8.55065122453468,543.4726901,321.6442737,3114.01702171836,-8868.24768881042,15096.2817322471
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,11.0833333333333,9.8761267097926,2704.115972,923.7798793,3160.33044390501,-8821.56688317171,15142.2277709817
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,10.4545454545455,9.52222281154601,473.7956247,223.0052862,3125.38486170963,-8856.78878439216,15107.5585078114
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,11.3636363636364,17.8396901726052,519.5682507,257.8592821,3175.90859500416,-8805.86731410962,15157.6845041179
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,32.0909090909091,18.2398165859997,2355.45594,816.8976853,4327.84971411941,-7647.95791607302,16303.6573443118
