"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.554112980425303,0.0277056490212652,-4.83698822067331,-0.241849411033666,-3.04056783980036,-4.38913412481763,-1.69200155478309
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-0.485095522744835,-0.0242547761372418,-2.08533721897109,-0.104266860948554,-3.58623272789554,-4.92544480671868,-2.2470206490724
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-0.454558881018709,-0.0227279440509355,-2.9674845870308,-0.14837422935154,-3.57019862777082,-4.90931264252722,-2.23108461301441
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-0.174870439064769,-0.00874352195323845,-2.61716360339691,-0.130858180169846,-3.42334055076822,-4.76260965138551,-2.08407145015093
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.510090592428316,0.0255045296214158,-3.45333882583555,-0.172666941291778,-3.06368300037379,-4.41132597286373,-1.71604002788386
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.851860375065662,0.0425930187532831,-4.08622050845211,-0.204311025422606,-2.88422741506226,-4.24024253391109,-1.52821229621343
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.401272990765992,0.0200636495382996,-3.28841956814064,-0.164420978407032,-3.12082066259723,-4.46637955744572,-1.77526176774874
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,0.277375785570652,0.0138687892785326,-2.82173047710344,-0.141086523855172,-3.18587628367999,-4.52940727067633,-1.84234529668365
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-0.185071144824637,-0.00925355724123187,-3.12915450725898,-0.156457725362949,-3.4286967107207,-4.76792678744011,-2.08946663400128
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-0.344379208259645,-0.0172189604129822,-2.77999991173043,-0.138999995586522,-3.51234577281146,-4.85129415105405,-2.17339739456886
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,0.297120370654992,0.0148560185327496,-2.9436879629927,-0.147184398149635,-3.17550884848516,-4.51933833658799,-1.83167936038233
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-0.00634463749831286,-0.000317231874915643,-2.2654298803141,-0.113271494015705,-3.33485146280138,-4.67513048896308,-1.99457243663968
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-0.159137245284106,-0.00795686226420529,-4.4039339405859,-0.220196697029295,-3.41507940644779,-4.75441364628521,-2.07574516661038
"Bird Island","BI10","BI10.7",271,265,266,265.5,0.596852488082793,0.0298426244041396,-1.93166205859796,-0.0965831029298979,-3.01812629068675,-4.36763304666789,-1.66861953470562
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,0.219492261667614,0.0109746130833807,-1.32042033424197,-0.0660210167120984,-3.21626961331188,-4.55897953036917,-1.87355969625458
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,0.910774595488663,0.0455387297744331,-1.42424437849527,-0.0712122189247633,-2.8532928899922,-4.21102864628166,-1.49555713370275
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.691641444334543,0.0345820722167271,-2.00353706158111,-0.100176853079055,-2.96835475297513,-4.32010176227578,-1.61660774367448
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,0.23037595483789,0.0115187977418945,-1.9648246338257,-0.0982412316912852,-3.21055483211281,-4.55341297875342,-1.8676966854722
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,0.498320632205209,0.0249160316102604,-2.23365913714108,-0.111682956857054,-3.06986314036344,-4.4172670687185,-1.72245921200839
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,0.291750200513975,0.0145875100256987,-2.54859380510879,-0.12742969025544,-3.17832860340452,-4.52207597730874,-1.83458122950029
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,0.544470690009927,0.0272235345004964,-1.49333614504301,-0.0746668072521505,-3.04563078848143,-4.393990896327,-1.69727068063586
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,0.495806131046875,0.0247903065523438,-1.52541423947927,-0.0762707119739635,-3.07118344806781,-4.4185367355756,-1.72383016056002
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-0.231846625129703,-0.0115923312564852,-3.36280721254284,-0.168140360627142,-3.45325745781659,-4.79234092951903,-2.11417398611415
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,0.406369572312297,0.0203184786156148,-0.990350310952375,-0.0495175155476187,-3.11814456286301,-4.46379475355387,-1.77249437217215
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,0.252607161326208,0.0126303580663104,-1.9065291031279,-0.0953264551563948,-3.19888172824226,-4.54205151018786,-1.85571194629665
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,0.181484497779923,0.00907422488899615,-2.31751168432779,-0.115875584216389,-3.23622663075857,-4.57844128224061,-1.89401197927654
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-0.295037971399404,-0.0147518985699702,-1.97786590164707,-0.0988932950823537,-3.48643780496122,-4.82540756418767,-2.14746804573478
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,0.026419306388321,0.00132096531941605,-2.98955505044596,-0.149477752522298,-3.31764785667237,-4.65820311656122,-1.97709259678353
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,0.0859702233529868,0.00429851116764934,-2.33595616570106,-0.116797808285053,-3.28637901664425,-4.62750284447264,-1.94525518881587
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-0.909079099347525,-0.0454539549673762,-4.0170665839262,-0.20085332919631,-3.80885691753154,-5.15176464626138,-2.46594918880171
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,0.435224408916312,0.0217612204458156,-3.08194822924407,-0.154097411462204,-3.10299354058163,-4.44917232593217,-1.75681475523108
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,0.174626618141336,0.0087313309070668,-2.10658109117055,-0.105329054558527,-3.2398275482974,-4.58195654449884,-1.89769855209596
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-0.122260277396485,-0.00611301386982426,-3.1101442016722,-0.15550721008361,-3.39571614441298,-4.73522659665932,-2.05620569216664
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-0.100382391359358,-0.00501911956796789,-2.67595387547578,-0.133797693773789,-3.38422856112263,-4.723859142089,-2.04459798015626
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,0.164276556537181,0.00821382782685907,-2.62418852884032,-0.131209426442016,-3.24526213162671,-4.58726400210532,-1.9032602611481
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-0.238309043371724,-0.0119154521685862,-2.51064427180439,-0.125532213590219,-3.45665072751761,-4.79571811998673,-2.1175833350485
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-0.312786682125453,-0.0156393341062726,-2.67018445198228,-0.133509222599114,-3.49575725165803,-4.83471251211956,-2.15680199119649
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-0.174140450981036,-0.00870702254905182,-4.0376087211214,-0.20188043605607,-3.42295725053078,-4.76222924060609,-2.08368526045546
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-0.824076163401258,-0.0412038081700629,-3.86008527185597,-0.193004263592798,-3.7642237978165,-5.10604237095779,-2.42240522467521
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-0.281719426998025,-0.0140859713499013,-3.98723730790316,-0.199361865395158,-3.47944453843367,-4.81843020085038,-2.14045887601695
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-0.642118835475443,-0.0321059417737721,-3.50435803151832,-0.175217901575916,-3.66868211905054,-5.00875566033543,-2.32860857776566
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-0.154765157438268,-0.00773825787191338,-3.91253191937439,-0.195626595968719,-3.4127837219746,-4.75213712965228,-2.07343031429691
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-0.101387811106101,-0.00506939055530503,-3.76462538628786,-0.188231269314393,-3.3847564842987,-4.72438129020881,-2.0451316783886
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-0.930202846084337,-0.0465101423042168,-3.77542105748454,-0.188771052874227,-3.81994851932669,-5.16315390464503,-2.47674313400835
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-0.504789142427509,-0.0252394571213754,-2.13908385104773,-0.106954192552387,-3.5965734023103,-4.93586072773572,-2.25728607688487
"Bird Island","BI10","BI10.13",519,491,492,491.5,-0.0241070191030961,-0.00120535095515481,-2.11114966591256,-0.105557483295628,-3.34417808776751,-4.68431822157648,-2.00403795395853
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-0.339910018145681,-0.016995500907284,-3.80567717659453,-0.190283858829726,-3.50999910213279,-4.84894698222684,-2.17105122203873
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-0.274821952423655,-0.0137410976211828,-3.27636063157498,-0.163818031578749,-3.47582283048932,-4.81481842174312,-2.13682723923552
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,0.0715608229507517,0.00357804114753758,-1.88938781503504,-0.0944693907517522,-3.29394506699317,-4.63492345649839,-1.95296667748794
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-0.894147000731567,-0.0447073500365783,-3.55970378966153,-0.177985189483077,-3.80101641016902,-5.14372020792777,-2.45831261241027
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-0.855843614194805,-0.0427921807097403,-3.52345758913384,-0.176172879456692,-3.78090416795344,-5.12310940323765,-2.43869893266923
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-0.501563333293284,-0.0250781666646642,-3.54422214632803,-0.177211107316401,-3.59487960287075,-4.93415395841276,-2.25560524732874
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-0.0760522067162192,-0.00380261033581096,-3.56311235843054,-0.178155617921527,-3.37145333128171,-4.71123113482195,-2.03167552774148
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-0.560294115955005,-0.0280147057977502,-3.52550439988013,-0.176275219994006,-3.62571780891996,-4.96526784224806,-2.28616777559186
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-0.366918581311945,-0.0183459290655973,-3.70420671941121,-0.185210335970561,-3.52418068797699,-4.86313896944163,-2.18522240651235
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-1.48949817038483,-0.0744749085192414,-3.41585109957866,-0.170792554978933,-4.11362184822614,-5.46858479671622,-2.75865889973605
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-0.42302919532081,-0.0211514597660405,-3.44638280273903,-0.172319140136951,-3.55364310270964,-4.89267961475908,-2.2146065906602
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-1.10828105947551,-0.0554140529737755,-3.46063041899538,-0.173031520949769,-3.91345336275884,-5.25959390103735,-2.56731282448033
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-0.407907791440683,-0.0203953895720341,-3.39549140517013,-0.169774570258506,-3.54570319543317,-4.88471110049552,-2.20669529037082
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-0.456165236419332,-0.0228082618209666,-3.6166484412035,-0.180832422060175,-3.57104208867135,-4.91016069803542,-2.23192347930727
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-0.962821532179773,-0.0481410766089886,-3.40190953988402,-0.170095476994201,-3.83707585387388,-5.18076195099695,-2.49338975675081
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-0.259243976890277,-0.0129621988445138,-3.34095402685825,-0.167047701342913,-3.467643187761,-4.80666545369643,-2.12862092182556
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-0.396628902251167,-0.0198314451125584,-3.5943469938873,-0.179717349694365,-3.53978090573995,-4.8787710878596,-2.2007907236203
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-0.823316441989228,-0.0411658220994614,-3.52954873915254,-0.176477436957627,-3.76382488528065,-5.10563450938386,-2.42201526117744
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-0.567976005344482,-0.0283988002672241,-3.43755078456823,-0.171877539228412,-3.62975139534778,-4.96934367379018,-2.29015911690539
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-0.841401053838983,-0.0420700526919492,-3.34781432069237,-0.167390716034619,-3.77332070606266,-5.11534713451701,-2.43129427760831
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-0.99031784116895,-0.0495158920584475,-3.37912934616296,-0.168956467308148,-3.85151354402156,-5.19562472087363,-2.50740236716949
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-0.199768246471144,-0.00998841232355719,-3.52190399777587,-0.176095199888793,-3.43641382648794,-4.77559211784062,-2.09723553513525
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-0.674117300083748,-0.0337058650041874,-3.46149268404218,-0.173074634202109,-3.68548378931829,-5.02580617382516,-2.34516140481143
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-0.487970599775299,-0.0243985299887649,-3.55192144437775,-0.177596072218888,-3.58774236583759,-4.92696484323984,-2.24851988843534
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-1.28757636712811,-0.0643788183564057,-3.42741022526262,-0.171370511263131,-4.00759727486868,-5.35745845129566,-2.65773609844171
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,0.0688406124977322,0.00344203062488661,-3.36259757325158,-0.168129878662579,-3.295373387997,-4.6363248847294,-1.95442189126461
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-0.0740378677548632,-0.00370189338774316,-3.61820532156622,-0.180910266078311,-3.37039564743811,-4.7101862829536,-2.03060501192263
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-0.632244234567921,-0.031612211728396,-3.68449243765987,-0.184224621882994,-3.66349718938267,-5.00349894544778,-2.32349543331757
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,0.201462462805902,0.0100731231402951,-3.61646627389668,-0.180823313694834,-3.2257366530332,-4.5682072912898,-1.88326601477661
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-0.00727801504010119,-0.000363900752005059,-3.64861061617004,-0.182430530808502,-3.33534155824454,-4.6756130957283,-1.99507002076077
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-0.442386355165271,-0.0221193177582636,-3.57644886843999,-0.178822443421999,-3.56380710967085,-4.90288834337088,-2.22472587597082
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-0.935918566259809,-0.0467959283129904,-3.6311468530616,-0.18155734265308,-3.82294971475611,-5.16623748596628,-2.47966194354595
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-0.0152625376628044,-0.000763126883140221,-3.60097506457036,-0.180048753228518,-3.33953405054047,-4.67974238855993,-1.99932571252102
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-0.692171868946605,-0.0346085934473303,-3.42991887203272,-0.171495943601636,-3.69496383520716,-5.03543756400827,-2.35449010640605
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,0.328716007791709,0.0164358003895855,-3.71220674652785,-0.185610337326392,-3.15891869381465,-4.50324532654243,-1.81459206108688
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-0.698409611507871,-0.0349204805753936,-3.27513552187488,-0.163756776093744,-3.69823913278823,-5.03876698370298,-2.35771128187348
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-0.528981514228126,-0.0264490757114063,-3.60570616963348,-0.180285308481674,-3.60927626974361,-4.94866891114379,-2.26988362834344
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-0.470635888919428,-0.0235317944459714,-3.54120663266223,-0.177060331633112,-3.57864030111191,-4.91780312382616,-2.23947747839766
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-1.00450182057863,-0.0502250910289317,-3.78168201317453,-0.189084100658727,-3.85896123090415,-5.20329878167245,-2.51462368013584
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-0.444619248010738,-0.0222309624005369,-3.60991529228501,-0.18049576461425,-3.5649795512174,-4.90406652880658,-2.22589257362823
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-0.47589649069486,-0.023794824534743,-3.34011469929337,-0.167005734964668,-3.58140252415988,-4.9205826796584,-2.24222236866137
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-0.814454948885045,-0.0407227474442522,-3.46238229513192,-0.173119114756596,-3.75917191561354,-5.10087818552104,-2.41746564570605
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-0.86358801165464,-0.043179400582732,-3.55021568087124,-0.177510784043562,-3.78497057595568,-5.12727376224813,-2.44266738966323
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-0.760062950852074,-0.0380031475426037,-3.5395386858543,-0.176976934292715,-3.73061190727124,-5.07172531725056,-2.38949849729191
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-0.64870669766907,-0.0324353348834535,-3.53418045391718,-0.176709022695859,-3.67214125653422,-5.01226400292805,-2.33201851014039
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-0.0717237638336788,-0.00358618819168394,-3.53797389878137,-0.176898694939068,-3.36918056379191,-4.70898606226136,-2.02937506532247
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-0.195366399290307,-0.00976831996451533,-3.76158218605121,-0.188079109302561,-3.4341025160608,-4.7732957674603,-2.09490926466131
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,0.14031881302882,0.007015940651441,-3.4291892943498,-0.17145946471749,-3.2578418010488,-4.59955932045954,-1.91612428163806
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,0.221915527740436,0.0110957763870218,-3.81407698267329,-0.190703849133665,-3.21499721108805,-4.55773988482728,-1.87225453734882
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-0.602277463866114,-0.0301138731933057,-3.72748394850788,-0.186374197425394,-3.64776231564781,-4.98756068556613,-2.30796394572949
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,0.0543616999189497,0.00271808499594749,-3.7756765719398,-0.18878382859699,-3.30297593761812,-4.6437873018641,-1.96216457337214
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-0.425410934148651,-0.0212705467074326,-3.90038047240039,-0.195019023620019,-3.55489369991607,-4.89393522383421,-2.21585217599794
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-0.570786265491804,-0.0285393132745902,-3.67341653402143,-0.183670826701071,-3.63122699941004,-4.97083508983147,-2.29161890898861
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-0.786761434789174,-0.0393380717394587,-3.4174099396415,-0.170870496982075,-3.74463067752322,-5.08602616700849,-2.40323518803795
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-0.228468397314089,-0.0114234198657044,-3.8783274944842,-0.19391637472421,-3.45148362677369,-4.79057590738933,-2.11239134615805
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-0.173636273414751,-0.00868181367073753,-3.58622297280143,-0.179311148640071,-3.42269251829038,-4.76196651156376,-2.08341852501699
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-0.18820763665255,-0.00941038183262749,-3.41089560411171,-0.170544780205585,-3.4303436116622,-4.76956219694942,-2.09112502637498
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,0.122187021997592,0.00610935109987958,-3.31774432735099,-0.16588721636755,-3.26736239455226,-4.60887391813124,-1.92585087097327
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-0.0838385643070522,-0.00419192821535261,-3.58153996483324,-0.179076998241662,-3.3755417716,-4.71527089839517,-2.03581264480484
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-0.391212943075413,-0.0195606471537706,-3.46512521520254,-0.173256260760127,-3.53693710803376,-4.87591987752176,-2.19795433854576
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-0.202799115840559,-0.0101399557920279,-3.39020308996078,-0.169510154498039,-3.43800526746465,-4.7771735315209,-2.0988370034084
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-0.13920533498738,-0.00696026674936898,-3.11960575677508,-0.155980287838754,-3.40461361101944,-4.74403899695695,-2.06518822508193
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-0.198265573593608,-0.00991327867968039,-3.71410566769154,-0.185705283384577,-3.43562480693598,-4.77480815238378,-2.09644146148817
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-0.379608798587638,-0.0189804399293819,-3.54222530913754,-0.177111265456877,-3.53084403413757,-4.8698133191792,-2.19187474909595
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-0.905293354735217,-0.0452646677367609,-3.66235405861483,-0.183117702930741,-3.80686910863282,-5.14972462671281,-2.46401359055283
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-1.0356764934746,-0.05178382467373,-3.40250884434363,-0.170125442217181,-3.87533034677001,-5.22018239887385,-2.53047829466616
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-0.682217415603401,-0.0341108707801701,-3.33255759448242,-0.166627879724121,-3.68973697683081,-5.03012628559924,-2.34934766806239
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,0.12775936790754,0.00638796839537698,-3.52840480223643,-0.176420240111821,-3.26443648170791,-4.60601046820836,-1.92286249520746
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-0.450845970965221,-0.0225422985482611,-3.57349089279426,-0.178674544639713,-3.56824906265211,-4.90735269718672,-2.2291454281175
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-0.46110977524052,-0.023055488762026,-3.28316534067335,-0.164158267033668,-3.57363835420835,-4.91277149939127,-2.23450520902544
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-1.21703589444577,-0.0608517947222885,-3.46090371208265,-0.173045185604133,-3.97055806761145,-5.31886415961312,-2.62225197560979
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-0.503015979186926,-0.0251507989593463,-3.74683122749566,-0.187341561374783,-3.5956423543846,-4.93492251927315,-2.25636218949604
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-0.311051679534142,-0.0155525839767071,-3.60852345428355,-0.180426172714178,-3.49484624102643,-4.83380258147955,-2.15588990057332
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-0.761562281209277,-0.0380781140604638,-2.96855198920272,-0.148427599460136,-3.73139917174135,-5.07252796631442,-2.39027037716828
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,0.0858670116761199,0.00429335058380599,-3.05090324346936,-0.152545162173468,-3.28643321076212,-4.62755597900269,-1.94531044252155
