Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Volume,Volume_err,Wet_density,Dry_density,Dry_density_err,DMAR,DMAR_err,DMAR_err_pc,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd
Isla Hermite,HER42PB,HER42PB1A,7,8.1,9.3,8.7,8.7,0.6,-64,3,-50,-44,33,0.3223,-0.21976,19518.28571,66067.85714,1.418571429,114.7142857,559.7142857,211,145.4285714,25766,157,188.2857143,113,14.57142857,125.2857143,1022.142857,578.5714286,27171.14286,5221.571429,5.20683413,1.649629293,0.192187451,-1.649629294,32392.71429,381.9318064,3406.410008,0.110064916,34.29632772,99.29537466,38.75564475,27.71796735,3105.261932,42.30445209,41.02728477,49.59838707,18.36534003,42.85912694,64.60502708,113.4193651,137.8603503,134.651225,0.146701387,0.028331204,0.005474048,0.028331205,142.651924,29.61,70.39,3.52,23.05,1.15,13.37,1.16,5.1998,0.6136,0.4258,1.0123,0.1701,0.3263,-0.1676,-51.4,5333.453521,15380.19155,1832.527324,315.5650704,16934.94085,4.923853521,4.900777465,28.38931831,31.93149296,20.66172394,191.8197183,8.621791549,960.0216338,1999.424902,256.5538254,37.86780845,3048.289353,0.344669746,2.646419831,3.974504563,2.873834366,3.30587583,3.836394366,0.431089577
Isla Hermite,HER42PB,HER42PB1A,9,10.9,12.1,11.5,11.5,0.6,-56,33,-29,-24,45,0.0853,-0.15703,20444,62930.42857,1.414285714,107.1428571,637,291.1428571,157.8571429,19232.28571,188.4285714,172.5714286,106.4285714,0.375,155.4285714,919.2857143,781.2857143,30279.85714,5440.428571,5.56645999,1.716447545,0.179760079,-1.716447544,35720.28571,222.7547231,2539.291755,0.083238041,20.22728002,75.2750512,115.1483515,50.89017119,3407.73237,76.8133173,26.28597308,44.86965249,1.060660172,54.89036692,150.5542143,236.2031007,923.9562451,122.8438808,0.149270687,0.027048852,0.00490356,0.027048851,994.009174,75.75,24.25,1.21,32.46,1.62,18.83,1.63,5.7703,0.805,0.9124,0.2921,0.0554,0.0249,-0.0412,-165.1,5207.184,15558.14641,1580.648497,291.4015196,17138.00234,4.715790685,5.241528694,33.07658228,27.71352621,18.82353425,198.4859127,8.287638868,937.29312,2022.559033,221.2907896,34.96818235,3084.840421,0.330105348,2.830425495,4.630721519,2.494217359,3.01176548,3.969718254,0.414381943
Isla Hermite,HER42PB,HER42PB1A,13,16.3,17.5,16.9,16.9,0.6,-46,192,27,40,119,0.0853,0.25802,18108,46364,1.382857143,72.42857143,338.4285714,89.28571429,80.28571429,4260.571429,100.1428571,178.5714286,128.7142857,1.142857143,115.4285714,817.4285714,695.2857143,30612.28571,5399,5.671657619,1.735329644,0.17636868,-1.735329643,36011.28571,190.0771773,824.6558878,0.081998839,18.66241448,82.51233674,22.7648434,15.59609231,346.241658,35.47030952,28.63481065,54.41725917,3.023715784,92.28553,109.5853657,95.71609806,287.5515689,110.3298086,0.107027989,0.018793188,0.003300552,0.018793187,347.6280168,71.91,28.09,1.4,29.64,1.48,17.19,1.48,5.2022,0.9208,0.8836,0.3451,0.0783,0.0294,0.0957,325.2,5837.940234,17669.83951,1819.746676,318.8457154,13667.24784,5.347190156,6.351383957,33.89863255,28.93439766,20.45548446,217.6036906,10.6404829,1050.829242,2297.079136,254.7645346,38.26148585,2460.104611,0.374303311,3.429747337,4.745808557,2.604095789,3.272877514,4.352073812,0.532024145
Isla Hermite,HER42PB,HER42PB1A,16,20.5,21.6,21.1,21.1,0.6,-29,300,70,88,164,0.0885,0.16786,16870.42857,45596,1.318571429,71.85714286,379.4285714,181.1428571,136.2857143,7323.714286,127.1428571,188.1428571,152.7142857,3.428571429,133.7142857,1071.857143,672.7142857,26951.85714,5034.428571,5.356493873,1.678097688,0.18676837,-1.678097688,31986.28571,295.1541163,1376.180221,0.069624845,32.814776,50.64535893,42.50266098,30.69589704,920.73842,42.51442332,22.26678072,58.72453856,9.071147352,38.96457488,75.13416571,105.8217279,309.8738607,154.4742235,0.11921273,0.022229549,0.004146356,0.022229548,445.4296481,67.14,32.86,1.64,24.87,1.24,14.42,1.25,3.9701,0.804,1.2319,0.6031,0.1523,0.0534,0.1147,214.9,6956.874444,21182.64262,2092.551562,343.7990278,11986.74089,4.922970952,6.39350629,28.97734663,27.00122448,22.53472619,287.7800097,20.13391113,1252.2374,2753.743541,292.9572187,41.25588334,2157.61336,0.344607967,3.452493397,4.056828528,2.430110203,3.60555619,5.755600194,1.006695557
Isla Hermite,HER42PB,HER42PB1A,20,26.1,27.3,26.7,26.7,0.6,2,355,144,152,177,0.0875,0.10392,16640.85714,45076.85714,1.39,89.42857143,545.5714286,266.4285714,149,7554.142857,62.42857143,154.1428571,109,18,127.4285714,1007.714286,647.1428571,26567.42857,4950.285714,5.368974016,1.680432859,0.186331494,-1.680432859,31517.71429,490.2317236,1275.774331,0.059721576,20.1895777,122.7040574,100.7949356,39.5347948,613.4632368,31.11728964,22.98861002,54.61074375,21.43983831,39.22523483,126.3298781,76.95762594,670.4040715,163.3316812,0.116872774,0.021840688,0.004083534,0.021840689,799.7940806,68.52,31.48,1.57,27.72,1.39,16.08,1.39,4.7493,1.1588,0.9455,0.4344,0.1277,0.038,0.0563,148.2,5864.826617,16828.03623,2256.103454,382.915235,14179.20706,6.646599115,7.84225117,41.9704529,36.91192497,22.63461313,192.0094569,11.10116946,1055.668791,2187.64471,315.8544836,45.9498282,2552.257271,0.465261938,4.234815632,5.875863406,3.322073247,3.621538101,3.840189138,0.555058473
Isla Hermite,HER42PB,HER42PB1A,25,33.1,34.1,33.6,33.6,0.5,56,419,226,231,182,0.0859,0.06884,15229.33333,49329.5,1.285,119.1666667,444.8333333,205.5,141.3333333,17545.5,178.3333333,135.6666667,115.1666667,13.33333333,214.3333333,1003.666667,559.6666667,21620,4560.166667,4.739217077,1.555540004,0.211144707,-1.555540003,26180.16667,1049.866785,3217.918007,0.11058933,50.45955476,47.02091733,55.20778931,22.33084563,1642.963633,68.9250801,52.32080529,38.1335373,22.12389357,155.5347764,199.6112889,55.38110388,1170.691932,155.0347273,0.134462067,0.028151698,0.005895928,0.028151698,1309.815929,59.53,40.47,2.02,19.47,0.97,11.29,0.98,3.9894,1.1729,1.1348,0.7716,0.2654,0.0663,0.0759,114.5,8871.994311,23025.53265,3140.602681,585.3572459,35487.97724,9.632847657,11.08791026,61.64578206,47.90043877,34.84930473,237.2807242,16.78597985,1596.958976,2993.319245,439.6843753,70.24286951,6387.835903,0.674299336,5.98747154,8.630409488,4.311039489,5.575888757,4.745614484,0.839298993
Isla Hermite,HER42PB,HER42PB1A,28,37.1,38.2,37.7,37.7,0.6,89,447,280,279,179,0.0859,0.05639,16567.14286,50035.57143,1.298571429,153.7142857,703.2857143,322,185.2857143,13981.42857,103.7142857,147,145.1428571,9.714285714,202.7142857,1057.714286,670.7142857,24532.28571,4836.857143,5.074891288,1.623528391,0.197354674,-1.62352839,29369.14286,390.439252,2153.883923,0.064142698,33.11955256,165.6056705,116.7747119,32.84668571,2050.216644,84.72448345,41.33602142,38.55484652,13.45008409,56.46448526,249.5507392,113.1219317,804.0710405,120.1227547,0.216178229,0.042559645,0.008388681,0.042559645,801.3882597,63.18,36.82,1.84,20.1,1.01,11.66,1.01,3.8992,1.2575,1.0087,0.5878,0.219,0.0505,0.052,102.9,7746.307975,19806.58483,2780.927179,509.8802514,25321.34917,8.041928644,8.769207812,43.74139458,42.59030524,30.00680597,201.9638553,18.09041528,1394.335436,2574.856028,389.3298051,61.18563017,4557.842851,0.562935005,4.735372218,6.123795241,3.833127472,4.801088955,4.039277106,0.904520764
Isla Hermite,HER42PB,HER42PB1A,31,41.2,42.3,41.7,41.7,0.6,154,482,329,328,164,0.0777,0.0399,18103,57895.33333,1.36,88.5,441.1666667,292.6666667,140.1666667,20058.5,139.6666667,161.5,116.5,2.5,172.8333333,832,638.1666667,26534.33333,5003.833333,5.306826813,1.668267325,0.188708828,-1.668267325,31538.16667,370.9123886,1942.741637,0.037947332,20.54993917,44.54398575,131.6809275,26.98456349,1963.243108,78.8686672,45.68916721,40.61896109,6.123724357,102.2632225,92.19544457,99.04628548,629.6537673,124.8894178,0.22307512,0.041629611,0.007778059,0.041629611,586.3935254,58.63,41.37,2.07,18.16,0.91,10.53,0.91,3.6289,1.2737,1.0532,0.7433,0.2981,0.0578,0.0528,91.5,8706.157013,23961.57686,2482.596033,510.7720501,30348.25974,8.722415009,8.979833284,34.73791874,44.27594323,30.61922635,256.1176349,12.6893661,1567.108262,3115.004992,347.5634446,61.29264601,5462.686753,0.610569051,4.849109973,4.863308624,3.984834891,4.899076216,5.122352698,0.634468305
Isla Hermite,HER42PB,HER42PB1B,48,54.0,55.1,54.5,54.5,0.6,345,599,494,477,127,0.1058,0.02929,18082.33333,48215.16667,1.321666667,73.33333333,413,166.5,108,6598.166667,64.5,177.3333333,89.16666667,4.5,122.1666667,818.3333333,649.6666667,30065,5239.166667,5.739122347,1.74718382,0.174285191,-1.747183819,35304.16667,172.0798264,440.7618026,0.088411915,14.78738201,31.00967591,48.62818113,20.07984064,243.1858686,27.31849191,35.15489534,40.04206122,9.203260292,68.11289648,81.40925418,88.98913791,417.2112175,65.27301637,0.098779253,0.017111616,0.002964792,0.017111616,431.8376624,75.7,24.3,1.21,40.85,2.04,23.69,2.04,3.9811,2.0781,1.1561,0.3711,0.2123,0.0393,0.0333,84.9,4618.995032,16479.65741,1575.735639,285.4554922,13872.977,5.871694204,11.09571628,27.8525667,30.62449678,17.215285,199.578966,9.92564195,831.4191058,2142.355463,220.6029895,34.25465906,2497.13586,0.411018594,5.991686791,3.899359338,2.75620471,2.7544456,3.99157932,0.496282098
Isla Hermite,HER42PB,HER42PB1B,50,56.7,57.8,57.2,57.2,0.6,353,658,511,503,153,0.1062,0.0333,17197.5,45649.16667,1.321666667,59.16666667,334,135.3333333,105.6666667,5611.666667,154.5,185.6666667,131,22.16666667,124.6666667,988,719.1666667,28348.83333,5327,5.329910251,1.672570548,0.187910045,-1.672570547,33675.83333,187.664328,579.38499,0.066458007,18.69135272,67.38842631,39.18503116,9.933109617,817.1789686,49.81465648,48.2479706,18.03330253,27.7950835,74.98711,145.7065544,113.3550469,489.543631,249.8151316,0.226006625,0.043025268,0.008200335,0.043025268,623.2365255,68.99,31.01,1.55,28.45,1.42,16.5,1.43,3.9811,2.1578,1.1804,0.5306,0.3141,0.0564,0.051,90.6,3415.579205,10723.74092,1161.29693,213.0614752,10017.06936,4.139917554,5.323592416,16.00316636,21.4504263,12.67297664,119.2508257,6.298210275,614.8042569,1394.08632,162.5815702,25.56737702,1803.072485,0.289794229,2.874739905,2.24044329,1.930538367,2.027676262,2.385016514,0.314910514
Isla Hermite,HER42PB,HER42PB1B,56,64.7,65.8,65.2,65.2,0.6,401,788,586,587,194,0.0894,0.03031,18076.33333,47793.83333,1.286666667,64.5,374.6666667,171.1666667,90.66666667,6873.333333,148.6666667,184,124.8333333,11.33333333,81.83333333,738.3333333,609.3333333,29846.33333,5216.5,5.722845216,1.743850738,0.174953758,-1.743850738,35062.83333,495.4988059,1666.313226,0.076332606,14.22322045,29.58828597,54.80662977,21.71328318,807.0387021,39.72236985,23.57116883,51.51860505,27.76088375,81.75675303,108.0752824,65.99595947,991.0020518,68.62871119,0.219631,0.038459293,0.006743825,0.038459293,976.6037921,80.11,19.89,0.99,43,2.15,24.94,2.15,3.808,2.2924,1.2687,0.3151,0.2054,0.0282,0.0279,99.1,4921.529077,16718.31854,1911.570392,318.8247,18126.438,5.075843538,8.253068077,36.18123,34.30741154,16.21679654,197.3571738,10.43275985,885.8752339,2173.38141,267.6198549,38.258964,3262.75884,0.355309048,4.456656762,5.0653722,3.087667039,2.594687446,3.947143476,0.521637993
Isla Hermite,HER42PB,HER42PB1B,60,69.9,70.9,70.4,70.4,0.5,426,913,634,644,243,0.0984,0.03793,17781,46809.5,1.386666667,35.66666667,260,94.33333333,99.83333333,6844.833333,91.5,184.1666667,105,0.375,166.3333333,855,671.5,29104.66667,5165,5.639835488,1.729446372,0.177453623,-1.729446372,34269.66667,153.7283318,953.6745252,0.097707045,6.282250128,33.49626845,36.00925807,33.51666252,1084.172203,32.58066912,33.28913737,36.52396474,1.060660172,72.2514129,72.31873893,92.05813381,173.9375367,171.8301487,0.178377733,0.031156035,0.005445701,0.031156035,299.2361386,69.15,30.85,1.54,25.75,1.29,14.94,1.29,3.722,2.3914,1.2274,0.5476,0.3792,0.0539,0.0581,107.8,7273.786524,20223.29166,2382.409952,443.5927218,18736.05749,6.595896427,10.60653138,35.46679751,37.68347236,25.92994062,220.559147,10.79469099,1309.281574,2629.027916,333.5373933,53.23112662,3372.490348,0.46171275,5.727526945,4.965351651,3.391512512,4.148790499,4.41118294,0.53973455
Isla Hermite,HER42PB,HER42PB1B,63,73.7,74.8,74.3,74.3,0.6,463,939,675,683,238,0.0985,0.03504,17712,46878.57143,1.274285714,46.28571429,338,113,98.14285714,6058.571429,95.71428571,180,138.7142857,0.375,130.8571429,942.1428571,676.4285714,29467,5378.571429,5.479498901,1.700947982,0.182522433,-1.700947983,34845.57143,137.8308142,742.2016476,0.036903994,10.29100393,47.5464685,18.46618531,19.7604704,1019.219286,39.57151453,37.40320842,50.29815863,1.060660172,59.87884593,167.6409144,141.3964369,549.8751373,130.1574139,0.067770183,0.0123844,0.00226333,0.012384399,665.4028497,72.95,27.05,1.35,33.31,1.67,19.32,1.67,4.0765,2.7414,1.0844,0.4022,0.2906,0.0396,0.0427,107.8,5415.67046,17750.4328,1894.366875,330.5850441,13972.31801,6.245626149,8.570619866,35.40585383,37.52964617,20.04468741,211.7085625,11.40700042,974.8206828,2307.556264,265.2113625,39.67020529,2515.017242,0.43719383,4.628134728,4.956819536,3.377668155,3.207149986,4.23417125,0.570350021
Isla Hermite,HER42PB,HER42PB1B,69,81.5,82.5,82.0,82.0,0.5,522,1022,756,761,250,0.1008,0.03369,15978.16667,51812.5,1.315,151,770,429,257.3333333,18107.33333,139.5,141.5,131.5,12.16666667,199.3333333,1280.333333,555,22157.66667,4734.833333,4.682743315,1.542967996,0.21394283,-1.542967996,26892.5,415.2249591,1076.365133,0.082643814,22.48555092,87.180273,68.16744091,26.2729265,1246.085016,38.82138586,34.78361683,46.20281377,22.87720845,46.43992535,97.53290043,104.747315,718.8092005,96.60935082,0.218932102,0.046962891,0.010091415,0.046962891,671.461019,56.09,43.91,2.2,18.54,0.93,10.75,0.93,3.6349,2.6608,1.0156,0.7951,0.6217,0.0801,0.0895,111.6,8945.422022,26370.11281,3316.178876,654.0897303,29131.62831,11.02836,12.14358742,49.15261573,53.75514157,36.0531191,255.3811775,18.6667827,1610.175964,3428.114665,464.2650426,78.49076764,5243.693096,0.7719852,6.557537207,6.881366202,4.837962741,5.768499056,5.10762355,0.933339135
Isla Hermite,HER42PB,HER42PB1C,80,86.5,87.8,87.2,87.2,0.6,570,1069,810,813,250,0.101,0.03175,18055.71429,56346.42857,1.375714286,128.8571429,690.5714286,292.4285714,193.5714286,17745,97.28571429,173,144.8571429,3,187.1428571,1144.714286,604.2857143,26318.71429,5187.142857,5.072843207,1.623755607,0.197185605,-1.623755607,31505.85714,889.5466475,3496.907007,0.084628038,26.25153057,88.24937609,52.42727389,27.02379904,1966.141229,66.07751581,44.39594576,65.99855698,7.937253933,48.89931346,191.7035161,117.1618742,1460.096083,246.8261389,0.093602001,0.018445293,0.003635702,0.018445293,1695.165816,48.46,51.54,2.58,9.36,0.47,5.43,0.48,4.9676,4.1976,0.6572,0.699,0.6256,0.0706,0.0854,120.9,8976.759109,26667.54291,2867.600154,567.7982591,22528.01628,9.134399757,7.820727692,39.76047449,44.16857409,32.92937976,253.6262866,14.95542664,1615.81664,3466.780578,401.4640216,68.13579109,4055.04293,0.639407983,4.223192954,5.566466429,3.975171668,5.268700762,5.072525732,0.747771332
Isla Hermite,HER42PB,HER42PB1C,86,94.8,96.0,95.4,95.4,0.6,642,1168,894,895,263,0.1013,0.03045,19653,52322,1.355714286,71.71428571,420.7142857,163.2857143,128.4285714,7931.571429,93.42857143,186.5714286,134.2857143,0.375,143.4285714,860.1428571,681.2857143,32171.85714,5696,5.651177114,1.73144172,0.177103844,-1.731441719,37867.85714,334.4851766,1274.601899,0.1011364,11.62919151,64.1293336,47.25009448,30.42398803,1007.18053,40.85281362,36.23928413,36.11423674,1.060660172,61.58153712,83.3775121,53.58393505,540.9982836,133.9166407,0.177240786,0.031396084,0.00556536,0.031396083,533.3555501,77.25,22.75,1.14,41.25,2.06,23.93,2.06,4.9676,4.4957,0.9147,0.2694,0.2573,0.0273,0.0343,125.6,5721.295663,19173.11646,1937.934236,360.8953237,16524.5867,5.668266146,7.733471223,34.52810771,29.23988643,20.28673632,218.7762183,9.993117862,1029.833219,2492.50514,271.310793,43.30743884,2974.425606,0.39677863,4.17607446,4.833935079,2.631589779,3.245877811,4.375524366,0.499655893
Isla Hermite,HER42PB,HER42PB1C,90,100.2,101.4,100.8,100.8,0.6,679,1214,948,948,267,0.098,0.02824,19321,48265.28571,1.335714286,44.85714286,264,192.2857143,75,3677,46.71428571,195.7142857,118.2857143,0.375,66.42857143,609.7142857,700.8571429,33249.57143,5509.714286,6.031666201,1.79687984,0.165839163,-1.796879841,38759.28571,642.551684,1304.885782,0.052235729,17.21848398,45.31004304,248.2812345,44.76605857,1043.503075,29.85361109,26.03020224,26.64403802,1.060660172,56.00850276,124.9102535,120.3099173,1958.015139,247.2540625,0.110531506,0.018280623,0.003024216,0.018280624,2199.881945,70.96,29.04,1.45,32.26,1.61,18.71,1.62,4.6419,4.3797,0.9539,0.3903,0.3878,0.0383,0.049,128.2,6594.697268,20274.4736,2422.968415,431.4287933,17616.22911,7.144032067,7.374484715,40.65077512,32.82610384,24.33687143,219.7339196,20.92027695,1187.045508,2635.681568,339.2155781,51.7714552,3170.92124,0.500082245,3.982221746,5.691108517,2.954349346,3.893899429,4.394678392,1.046013848
Isla Hermite,HER42PB,HER42PB1C,91,101.6,103.1,102.3,102.3,0.8,703,1223,965,964,260,0.0977,0.0271,19412.5,50895.25,1.35,56.5,374.375,126.75,106.875,6511.875,114.625,178,151.375,0.75,114.125,764,682.5,32436.625,5452.625,5.950982134,1.78323525,0.168147988,-1.783235249,37889.25,349.110707,1324.276919,0.119283576,11.97616681,71.45815459,32.49945054,22.04824256,1066.933582,54.41096922,50.46356536,35.33892027,2.121320344,60.70640705,117.7127254,92.39975263,688.1098205,127.7932901,0.160358648,0.027160292,0.004603621,0.027160291,732.4830081,76.82,23.18,1.16,36.47,1.82,21.15,1.83,5.6991,5.4369,0.7432,0.2242,0.2251,0.0219,0.0281,128.1,5009.073815,15679.13954,1886.233337,299.9841868,15409.2047,5.39869674,7.652397974,44.99762802,66.23589727,17.07719827,188.3177471,7.331532035,901.6332867,2038.28814,264.0726672,35.99810242,2773.656846,0.377908772,4.132294906,6.299667923,5.961230754,2.732351723,3.766354942,0.366576602
