"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00450893053277884,0.00057683499573627,2.467420581,0.015066934,0.319411230481462,-14.3050283748587,14.9438508358216
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0052802979488925,0.00077036411883903,2.98969441,0.02200764,7.26924570023168,-7.32807499793276,21.8665663983961
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00455771913945018,0.000553072701599,3.556521683,0.014282314,0.758984815380727,-13.8631097428762,15.3810793736377
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00498750715164763,0.00045375518489297,7.052448962,0.06465722,4.63127119857317,-9.97383714352102,19.2363795406674
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0055429821731947,0.00110850588104214,9.844407416,0.040880493,9.6359672373079,-4.95698142637827,24.2289159009941
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00560108761163499,0.00102107837763092,10.02079263,0.096502178,10.1594832304864,-4.43283263574673,24.7517990967195
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00513846187609305,0.00087782711037007,9.325702706,0.028353619,5.99133687597514,-8.60937292973722,20.5920466816875
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00520192819177737,0.00068536987485255,9.672030755,0.061309265,6.56315308080423,-8.03595111633264,21.1622572779411
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00535975865958691,0.00069913629304489,6.289145655,1.766837081,7.98516754841809,-6.6105695880303,22.5809046848665
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00495008360595763,0.00063291643461578,7.635178907,0.081872982,4.29409407340107,-10.312230894095,18.9004190408972
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00514224228398752,0.00064210042543523,5.960197779,0.068926753,6.02539743978152,-8.57521268539909,20.6260075649621
